sample_key,target_group,baseline_rank,candidate_rank,union_covered,baseline_Recall@10,baseline_NDCG@10,baseline_Recall@50,candidate_Recall@10,candidate_NDCG@10,candidate_Recall@50,changed,broad_harm,gate_probability,soft_multiplier,residual_spread
A1LESCI0CWWJHI:validation:B006SVCY6I,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7382941842079163,1.0,0.2808414697647095
A1LFTP59TSTDOP:validation:B004243WRS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2873995304107666,1.0,0.28996542096138
A1LLRP71BYFJ0I:validation:B005NWMR56,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7039945125579834,1.0,0.2874542474746704
A1LQAOK75PDF9U:validation:B00BRGR752,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7973100543022156,1.0,0.2896691560745239
A1LY6ON9MRZB36:validation:B00CXN66M8,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2662604749202728,1.0,0.3087630867958069
A1LZQMF73C3QCG:validation:B001ET7BQC,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.44526001811027527,1.0,0.2838943898677826
A1M74G4C6WKSKH:validation:B000WYZ9Q4,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8042045831680298,1.0,0.2903619110584259
A1MDW7AH6BUP5Y:validation:B003GQQDQK,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8285529613494873,1.0,0.2868494391441345
A1MEJ6NI3GHZNE:validation:B002PBEDFK,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.39828750491142273,1.0,0.3091866374015808
A1MJ5OIWM844CR:validation:B002JDUMFO,head,4,4,1,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,0,0,0.26707884669303894,1.0,0.2855753004550934
A1MK0DT2DJ9P0J:validation:B001ET76EY,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.22251710295677185,1.0,0.28884315490722656
A1MKPMJPD22YY:validation:B009G0E9CK,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9337159991264343,1.0,0.284814715385437
A1MPWQVJBMGDSB:validation:B0030HAF4G,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5062486529350281,1.0,0.29126355051994324
A1N10QK9A65QFC:validation:B003USIHZY,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4684026837348938,1.0,0.28175196051597595
A1NB0P1W6U6DSW:validation:B00538TSMU,head,14,14,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.40696391463279724,1.0,0.2896098792552948
A1NF9IACP2DFLL:validation:B004ATTGSY,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4356561005115509,1.0,0.29062506556510925
A1NGY9657YA3CQ:validation:B000ZV0D9W,head,13,16,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.3471224308013916,1.0,0.28879788517951965
A1NMZOLNC21D6P:validation:B00A76CPUA,head,4,4,1,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,0,0,0.2603445053100586,1.0,0.2825949192047119
A1NNN0ED3DVJBD:validation:B007BZPGQ0,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5091831088066101,1.0,0.2867663502693176
A1NRMTQ5SZPZA:validation:B00HSNX1AS,head,5,5,1,1.0,0.38685280723454163,1.0,1.0,0.38685280723454163,1.0,0,0,0.9480852484703064,1.0,0.2839396297931671
A1NVV06ZVLV7A4:validation:B0038TVH3Y,head,8,7,1,1.0,0.31546487678572877,1.0,1.0,0.3333333333333333,1.0,1,0,0.6550419926643372,1.0,0.2934335470199585
A1NWEG9JCE7Q6T:validation:B005X2F7JY,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.9872639179229736,1.0,0.2796333134174347
A1NXA6Y1T9XDUM:validation:B009G0E90M,head,36,37,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.47270479798316956,1.0,0.29078593850135803
A1O0IQENF2G8RW:validation:B007RIEYGO,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7533093690872192,1.0,0.2879456877708435
A1O9KXI6CAV8K8:validation:B0052D4416,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8808700442314148,1.0,0.3510745167732239
A1OB2H416ARLFJ:validation:B001FS0HAY,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4756479859352112,1.0,0.29174888134002686
A1ODXI3EQ5ZDMB:validation:B001MA0QY2,head,10,10,1,1.0,0.2890648263178879,1.0,1.0,0.2890648263178879,1.0,0,0,0.7203978300094604,1.0,0.2896305024623871
A1OFUO6CBSBL7L:validation:B002RT71Y0,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4860142469406128,1.0,0.2855750322341919
A1OHMM8W1CJE94:validation:B003VMU63K,head,10,9,1,1.0,0.2890648263178879,1.0,1.0,0.3010299956639812,1.0,1,0,0.029510565102100372,1.0,0.34963470697402954
A1OJHX1L53WT7S:validation:B000142P12,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4908585250377655,1.0,0.29108044505119324
A1OLS38AAEFH37:validation:B002MZ8BK2,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.5275458097457886,1.0,0.2817037105560303
A1OM96KQDS6YCK:validation:B000P6BRHY,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.516377329826355,1.0,0.290840208530426
A1OMXVXXP07F05:validation:B00H5V3T2I,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7571429014205933,1.0,0.28566867113113403
A1OPRLUUQRCDAB:validation:B007RS4R4I,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9273714423179626,1.0,0.2800087332725525
A1OXTTV2RHYF3X:validation:B001BAM7HW,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6659807562828064,1.0,0.28517457842826843
A1P8TMRHA1SQ4Q:validation:B001DKQ3O8,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7580785751342773,1.0,0.2909015417098999
A1PI0LNQCS1DED:validation:B00DCF7QW0,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5849195122718811,1.0,0.2951921224594116
A1PMGOX24BWDAZ:validation:B007ML0OY2,head,12,11,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.5492923259735107,1.0,0.2838178277015686
A1POKQ821ZBYQ8:validation:B000CSYYZM,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9653633832931519,1.0,0.3487759828567505
A1PUK5MJ9G076R:validation:B00FFANXMM,head,12,12,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.6344400644302368,1.0,0.29124194383621216
A1Q0YMVAI71R20:validation:B001C60YA2,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.44371509552001953,1.0,0.2877667546272278
A1Q19LUA075AOM:validation:B003SZEQ2W,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7725804448127747,1.0,0.28668728470802307
A1Q5DUCHFS4WV5:validation:B007VFAYPI,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5522310733795166,1.0,0.28294074535369873
A1Q5MOM83O5GXW:validation:B002F5WLOQ,tail,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.23893144726753235,1.0,0.2815118730068207
A1Q5P1CS2IW8HK:validation:B002VBRPZO,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7103583216667175,1.0,0.28088605403900146
A1Q7UZ95JTOWLE:validation:B004A7OVBI,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6645430326461792,1.0,0.2850271463394165
A1Q8NZ4RIJPHBO:validation:B00110DWCQ,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8531876802444458,1.0,0.3500867486000061
A1Q95HU6O1N1J6:validation:B00022WA9U,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8006457090377808,1.0,0.29004570841789246
A1QEF3APVWLSR3:validation:B006OY1NE8,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6719715595245361,1.0,0.28741616010665894
A1QU7LXZJ305FN:validation:B002LE8OX8,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4309059977531433,1.0,0.2891378402709961
A1R1BFJCMWX0Y3:validation:B00GLS58OS,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9742546081542969,1.0,0.28415077924728394
A1R6RMK6L45SJP:validation:B006H2Z5KK,head,,50,1,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0.3323735296726227,1.0,0.3120485544204712
A1R97AAL92EOAB:validation:B00AACBZMA,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6472392082214355,1.0,0.2805219292640686
A1RDY4BOMYTGVH:validation:B008BCNL3C,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8036681413650513,1.0,0.34899985790252686
A1RECBDKHVOJMW:validation:B001F51TDG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9600431323051453,1.0,0.2844989597797394
A1RFBXD8OU72O:validation:B0073SBEPC,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.17195402085781097,1.0,0.2938325107097626
A1RI7WJSWQW2CZ:validation:B008PQ5YAM,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8194950819015503,1.0,0.28974562883377075
A1RLP0R1N8H8C4:validation:B006X1INQI,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.20540784299373627,1.0,0.28666648268699646
A1RQG84M7WTBXE:validation:B00G6TQSX2,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3018966317176819,1.0,0.28453680872917175
A1RW791WIPE7B6:validation:B0046VGPHQ,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3536032438278198,1.0,0.30185309052467346
A1RXN97IHWFKHK:validation:B001P24STQ,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.601611316204071,1.0,0.301177978515625
A1RZ0J2CZZJOTX:validation:B00HSNWXTI,head,19,19,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.7274013161659241,1.0,0.2884244918823242
A1S8KORSO7AL10:validation:B0000Y3CRY,tail,4,4,1,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,0,0,0.8937422037124634,1.0,0.28621765971183777
A1SM9JOZ1TVOXE:validation:B00CG2X0F2,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6120999455451965,1.0,0.282682865858078
A1SNADY3KTCRKI:validation:B0001AQCII,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9098877310752869,1.0,0.2840142250061035
A1SSG1AM3A4H5C:validation:B007U7QR26,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6420398950576782,1.0,0.2897120416164398
A1SWNNMERMOMNV:validation:B00CYA5E1O,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.10765816271305084,1.0,0.28991225361824036
A1SXCGBJ9JW2MO:validation:B000YZJMHS,head,3,3,1,1.0,0.5,1.0,1.0,0.5,1.0,0,0,0.9788303971290588,1.0,0.3499257564544678
A1SY93NBOISQZC:validation:B0082D9UZS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7108713984489441,1.0,0.2847521901130676
A1SZRGDKXRTQW2:validation:B002DP19ZU,head,13,12,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.3848530948162079,1.0,0.2856384217739105
A1T3EF6Y5I5AS4:validation:B004BUDK6G,tail,21,22,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.37316128611564636,1.0,0.2867085337638855
A1T5EQVNNTIVA5:validation:B004KTCU0K,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.547033965587616,1.0,0.2913251519203186
A1T9DWDMYXSDUP:validation:B005WTKB2Q,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.771925687789917,1.0,0.34913164377212524
A1TWWTNPJN37M1:validation:B00G8OQODY,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5382493138313293,1.0,0.2856706976890564
A1TXRPR3WM877W:validation:B002C89J96,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5466838479042053,1.0,0.28317496180534363
A1U02OWGLZ17KM:validation:B00J8UJNU6,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.1944398283958435,1.0,0.2861054241657257
A1UH4GQOA8WDSM:validation:B0002RPTX4,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6708194017410278,1.0,0.2895939350128174
A1UJN1HVB18RBL:validation:B0018C0HLQ,head,37,35,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.3685309588909149,1.0,0.28649595379829407
A1UKA7HUAQAMY:validation:B00EA4MHN0,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.22072914242744446,1.0,0.2862686216831207
A1UMZZFKADHB02:validation:B00ANGAQO6,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4434286653995514,1.0,0.2824940085411072
A1UXNOX03UE9F4:validation:B00I14O9C2,tail,4,3,1,1.0,0.43067655807339306,1.0,1.0,0.5,1.0,1,0,0.930186927318573,1.0,0.28811895847320557
A1V275UOTJ1FAK:validation:B004ZD2M6S,tail,,61,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.33271270990371704,1.0,0.28861379623413086
A1VWBKIEV59IY2:validation:B0090UJFYI,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4570576250553131,1.0,0.295372873544693
A1VYGESZ0W7BFR:validation:B002QFGQAK,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6685518622398376,1.0,0.2718997895717621
A1W6PXDD1CVKI:validation:B0083HT86E,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7653442621231079,1.0,0.3563404679298401
A1W7A5APMA1MQ6:validation:B001RMP7M6,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6838415861129761,1.0,0.2905689775943756
A1WBH0TZGQ3WTM:validation:B000C1Z6VA,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.1784786432981491,1.0,0.2819100022315979
A1WXJUUE8M1EKD:validation:B00CE2JC9W,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8288189768791199,1.0,0.2857707142829895
A1WZERON2WVRHU:validation:B0068Y6CA4,head,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0,0.0956062451004982,1.0,0.2855437099933624
A1X0I9ZESWJOD6:validation:B002WDIPR8,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7466542720794678,1.0,0.2798427939414978
A1X7XDM0JCD46O:validation:B005HIH7YM,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.17675815522670746,1.0,0.2877776622772217
A1X93ES4DITTWK:validation:B001G0W96G,tail,3,3,1,1.0,0.5,1.0,1.0,0.5,1.0,0,0,0.7878923416137695,1.0,0.29158449172973633
A1XAPRM0OO15SO:validation:B000KNHJ5G,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9704106450080872,1.0,0.3458692729473114
A1XCSAX4BRT89Y:validation:B00EYZY684,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9447312355041504,1.0,0.2910551428794861
A1XD95H2MEB4MF:validation:B001R5Z7CS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5478323101997375,1.0,0.2895759046077728
A1XDAUHSVADHW5:validation:B00K1H6AY2,tail,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.9937103986740112,1.0,0.28008943796157837
A1XFI340SHOS5K:validation:B009YSSLAU,head,4,4,1,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,0,0,0.3936181664466858,1.0,0.28218191862106323
A1XOQU117PKOHN:validation:B00A1L2RWM,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9738754034042358,1.0,0.34795254468917847
A1Y4N9DWEJW99W:validation:B002P3L99G,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4342736005783081,1.0,0.29340577125549316
A1Y8MXGYT8RUBF:validation:B0032K9Y1Q,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7443621158599854,1.0,0.35209548473358154
A1Y91AXTNDEIWW:validation:B001TAIFZM,head,31,30,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.6664770245552063,1.0,0.282939612865448
A1YAV7FD0IJFJD:validation:B006Z96OI2,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4304408133029938,1.0,0.2880938947200775
A1YIDFOSOKSAG:validation:B001E5ECV8,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5074395537376404,1.0,0.28163260221481323
A1YJMG0QJXZLD4:validation:B0040H00PE,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9676164984703064,1.0,0.2847357988357544
A1YMXGQQT7YWMN:validation:B005G9LPAY,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9945118427276611,1.0,0.34500542283058167
A1YP3QSM10EECD:validation:B001MA0QY2,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.853912889957428,1.0,0.28662610054016113
A1Z3XWG2W5GOHP:validation:B00028M3N2,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5819184184074402,1.0,0.2832070589065552
A1Z75QXX1ZP4DM:validation:B00644YNAO,tail,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.2634395360946655,1.0,0.2786824405193329
A1ZCSSCAGBCD49:validation:B009G0E59M,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4716281294822693,1.0,0.2869229018688202
A1ZE710DZQ016N:validation:B007004PZO,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5452674627304077,1.0,0.2851906418800354
A1ZO9D554VQO9F:validation:B009G0E19Q,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.41554850339889526,1.0,0.2903458774089813
A1ZPN0P6GA7XE9:validation:B0098JU8TC,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.359516978263855,1.0,0.28293317556381226
A200H4IATYOQ73:validation:B009LY2GC6,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.30825790762901306,1.0,0.28790807723999023
A200KEYARHXN36:validation:B0063VG5UY,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3786560297012329,1.0,0.2824265956878662
A205ZO9KZY2ZD2:validation:B00A6OTXOO,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5343183279037476,1.0,0.2909623384475708
A207275AVUSNE3:validation:B000225ZL0,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5808182954788208,1.0,0.2892117500305176
A20AAMCL471Z77:validation:B003JKHUR4,tail,,52,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.7418257594108582,1.0,0.28211164474487305
A20ETYDYHBS65I:validation:B0000632EN,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9200514554977417,1.0,0.28712737560272217
A20HYATEE7PV5Z:validation:B0028QVAGW,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6425558924674988,1.0,0.29141467809677124
A20I9N5D71O8UT:validation:B00GUTLC0C,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4774518311023712,1.0,0.286784827709198
A20ZDOWS0B6N93:validation:B0046DZQDS,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.14401184022426605,1.0,0.28756895661354065
A212EWXQCYRYOW:validation:B000C237HO,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4040675163269043,1.0,0.2861989140510559
A213K2FZQ79RRA:validation:B004TSF8R4,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.5948219299316406,1.0,0.28535932302474976
A214DWZLDHAETM:validation:B00016WSIK,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4843602478504181,1.0,0.3092219829559326
A21KCB7QPH6X7G:validation:B005EFYXLI,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6108910441398621,1.0,0.2861343026161194
A21X1L29DSTF8P:validation:B0055UUT74,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6634683012962341,1.0,0.29243671894073486
A21XQWSA6K8E4U:validation:B008SPOKIW,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7399150729179382,1.0,0.286019891500473
A226DOIEG9RDIY:validation:B002CX3OP6,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.891751766204834,1.0,0.29528823494911194
A22CT4ZGGD2FJF:validation:B005KJ35D0,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8603849411010742,1.0,0.2848742604255676
A22M5Q26POVZN:validation:B00CJQBTJE,head,17,17,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.35821011662483215,1.0,0.2852359414100647
A22NAUI63EAWY4:validation:B000E202KM,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.37206709384918213,1.0,0.29120761156082153
A22S7D0LP8GRDH:validation:B00GLS58SO,head,4,4,1,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,0,0,0.8156862854957581,1.0,0.285097599029541
A22TZUXUKA11SQ:validation:B001JQLNNW,head,21,20,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.728856086730957,1.0,0.2879613935947418
A22VR5HTVZ9CFJ:validation:B00KD73PBQ,head,3,3,1,1.0,0.5,1.0,1.0,0.5,1.0,0,0,0.9384127855300903,1.0,0.28662511706352234
A22XAL8X4GK18K:validation:B00AEIVIGS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8761888742446899,1.0,0.29468753933906555
A230E5U2AQ9VB2:validation:B004GNMOSS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7810773253440857,1.0,0.29467713832855225
A230YI66GGJW0L:validation:B00AVUE1S6,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.28884148597717285,1.0,0.21550416946411133
A231GRPBOKZ88E:validation:B007XA49O8,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.841850221157074,1.0,0.2798251211643219
A231SAFQQ7CSD8:validation:B001ET6XKM,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8255879282951355,1.0,0.29088476300239563
A23C9TG04G9HTQ:validation:B00538TSMU,head,44,41,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.3829059600830078,1.0,0.2884071171283722
A23ED1KXUQ0BO:validation:B002AMUFEW,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7982983589172363,1.0,0.285866916179657
A23HHNN2TTB161:validation:B00FRDPNM0,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.19766560196876526,1.0,0.27970170974731445
A23IE95OQGUGBO:validation:B005KF5WYO,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.18547038733959198,1.0,0.28462427854537964
A23NJ9AMXSVC6D:validation:B003V265QW,head,15,15,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.722066342830658,1.0,0.2940414547920227
A23TGVXO18ZLY3:validation:B004ZD2M6S,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2822694182395935,1.0,0.2858043313026428
A248JFAELVCDYE:validation:B00AZOTTPS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7164154052734375,1.0,0.28830644488334656
A24BFJI03MM1P6:validation:B003V265QW,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9616141319274902,1.0,0.29093921184539795
A24LDFUAY9N058:validation:B009ASC0UQ,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6633729934692383,1.0,0.28759995102882385
A24M395VZ6P5HH:validation:B00375L8JC,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5333057045936584,1.0,0.2877143621444702
A24MPJCBR72LP:validation:B001S46QIM,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4808846712112427,1.0,0.29023510217666626
A24SIZ8M28ID4H:validation:B008PDK3XS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.21620386838912964,1.0,0.28682172298431396
A24UQNP0Q5R4AQ:validation:B004Y9L4UI,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31512874364852905,1.0,0.289027601480484
A24Y61QSS4TGQL:validation:B001T8W4R4,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.46468475461006165,1.0,0.2854118049144745
A24Y7P9O9LU6TH:validation:B004N7DQHA,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.2411806434392929,1.0,0.284225195646286
A24YA4ZYCDUIKP:validation:B00ADRGWNE,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9343863725662231,1.0,0.34807080030441284
A24YKXB4LYOAZR:validation:B00JJVG6HC,head,5,4,1,1.0,0.38685280723454163,1.0,1.0,0.43067655807339306,1.0,1,0,0.9601081609725952,1.0,0.28149551153182983
A24ZEQFC54B932:validation:B004LWXTQA,tail,,96,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.8725630044937134,1.0,0.3502140939235687
A24ZY35A461V15:validation:B006IBM21K,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8357566595077515,1.0,0.2791265845298767
A251N5IFXCSBMF:validation:B000K9NZJE,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5380784869194031,1.0,0.29612135887145996
A25B8W9VSY0C5Y:validation:B00EYZY68Y,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.28944072127342224,1.0,0.2937139868736267
A25D1NBIOZJ7M2:validation:B000PZ8E62,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7117778658866882,1.0,0.28818199038505554
A25Y0VJVNKPXRH:validation:B00KQ4PEBU,tail,5,5,1,1.0,0.38685280723454163,1.0,1.0,0.38685280723454163,1.0,0,0,0.8806155323982239,1.0,0.2890435457229614
A267N3CTYQMSF2:validation:B00CE2JC9W,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8144150972366333,1.0,0.2928677499294281
A26BFVZVU268J7:validation:B006RFZ66K,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4202721118927002,1.0,0.28420788049697876
A26IRLSQ1IYNNA:validation:B003GXC0T2,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.366064190864563,1.0,0.28681430220603943
