sample_key,user_id,target_group,history_length,passage_index,recency_rank,recency_quartile,history_item,full_legal_ce,removed_legal_ce,removal_improvement,harmful,competitive_steps
A1MZEMD0EDETS6:20:B00BFRNQOY,A1MZEMD0EDETS6,head,20,11,10,2,B005NM4ECA,0.9038781889248639,0.9258697768673301,-0.02199158794246614,0,4
A1MZEMD0EDETS6:20:B00BFRNQOY,A1MZEMD0EDETS6,head,20,12,11,2,B004KZCF0O,0.9038781889248639,0.9378330069594085,-0.03395481803454459,0,4
A1MZEMD0EDETS6:20:B00BFRNQOY,A1MZEMD0EDETS6,head,20,13,12,2,B004KZ8P2Q,0.9038781889248639,0.9771904777735472,-0.07331228884868324,0,4
A1MZEMD0EDETS6:20:B00BFRNQOY,A1MZEMD0EDETS6,head,20,14,13,2,B004D3A9AG,0.9038781889248639,0.8747810013592243,0.029097187565639615,0,4
A1MZEMD0EDETS6:20:B00BFRNQOY,A1MZEMD0EDETS6,head,20,15,14,2,B004Z7H07K,0.9038781889248639,0.9225914899725467,-0.018713301047682762,0,4
A1MZEMD0EDETS6:20:B00BFRNQOY,A1MZEMD0EDETS6,head,20,16,15,3,B004Z1JUJ2,0.9038781889248639,0.941094117006287,-0.037215928081423044,0,4
A1MZEMD0EDETS6:20:B00BFRNQOY,A1MZEMD0EDETS6,head,20,17,16,3,B004PHU8XI,0.9038781889248639,0.9520656138192862,-0.04818742489442229,0,4
A1MZEMD0EDETS6:20:B00BFRNQOY,A1MZEMD0EDETS6,head,20,18,17,3,B0026TJYY6,0.9038781889248639,0.9164785963948816,-0.012600407470017672,0,4
A1MZEMD0EDETS6:20:B00BFRNQOY,A1MZEMD0EDETS6,head,20,19,18,3,B003JQT4Y0,0.9038781889248639,0.8852809309028089,0.01859725802205503,0,4
A1MZEMD0EDETS6:20:B00BFRNQOY,A1MZEMD0EDETS6,head,20,20,19,3,B0015KVAEE,0.9038781889248639,0.9321009083651006,-0.028222719440236688,0,4
A1NC9AGZOBI0M1:9:B004O0TOJA,A1NC9AGZOBI0M1,head,9,1,0,0,B006O6FKDG,1.3321641929447652,1.4008947455324232,-0.06873055258765803,0,5
A1NC9AGZOBI0M1:9:B004O0TOJA,A1NC9AGZOBI0M1,head,9,2,1,0,073533417X,1.3321641929447652,1.12161186914891,0.2105523237958551,1,5
A1NC9AGZOBI0M1:9:B004O0TOJA,A1NC9AGZOBI0M1,head,9,3,2,1,B007BSYAVY,1.3321641929447652,1.252104566991329,0.08005962595343608,1,5
A1NC9AGZOBI0M1:9:B004O0TOJA,A1NC9AGZOBI0M1,head,9,4,3,1,B005688T5E,1.3321641929447652,1.4909407690167427,-0.15877657607197748,0,5
A1NC9AGZOBI0M1:9:B004O0TOJA,A1NC9AGZOBI0M1,head,9,5,4,2,B006ROJQRG,1.3321641929447652,1.2607569824904203,0.07140721045434484,1,5
A1NC9AGZOBI0M1:9:B004O0TOJA,A1NC9AGZOBI0M1,head,9,6,5,2,B0048EKSLA,1.3321641929447652,1.3658365327864885,-0.03367233984172335,0,5
A1NC9AGZOBI0M1:9:B004O0TOJA,A1NC9AGZOBI0M1,head,9,7,6,3,B00421AGHA,1.3321641929447652,1.4987386822700501,-0.16657448932528496,0,5
A1NC9AGZOBI0M1:9:B004O0TOJA,A1NC9AGZOBI0M1,head,9,8,7,3,B0042ES50M,1.3321641929447652,1.3070540096610785,0.025110183283686638,0,5
A1NC9AGZOBI0M1:9:B004O0TOJA,A1NC9AGZOBI0M1,head,9,9,8,3,B003AIM52A,1.3321641929447652,1.326318746432662,0.00584544651210317,0,5
A1NIGUK4M2ST8:10:B004OS8J98,A1NIGUK4M2ST8,head,10,1,0,0,B004SN4OAW,1.3730928496903896,1.30361072011389,0.06948212957649957,1,3
A1NIGUK4M2ST8:10:B004OS8J98,A1NIGUK4M2ST8,head,10,2,1,0,B004ORWWP6,1.3730928496903896,1.6046990471271176,-0.23160619743672806,0,3
A1NIGUK4M2ST8:10:B004OS8J98,A1NIGUK4M2ST8,head,10,3,2,0,B004SMX7YC,1.3730928496903896,1.3017837998316584,0.07130904985873121,1,3
A1NIGUK4M2ST8:10:B004OS8J98,A1NIGUK4M2ST8,head,10,4,3,1,B0050QQUS0,1.3730928496903896,1.3214531735478279,0.05163967614256171,1,3
A1NIGUK4M2ST8:10:B004OS8J98,A1NIGUK4M2ST8,head,10,5,4,1,B004T1R75W,1.3730928496903896,1.360237439109672,0.012855410580717486,0,3
A1NIGUK4M2ST8:10:B004OS8J98,A1NIGUK4M2ST8,head,10,6,5,2,B004UC4Q8Q,1.3730928496903896,1.3675421471246711,0.005550702565718435,0,3
A1NIGUK4M2ST8:10:B004OS8J98,A1NIGUK4M2ST8,head,10,7,6,2,B0040GK7PS,1.3730928496903896,1.3841223709096084,-0.011029521219218852,0,3
A1NIGUK4M2ST8:10:B004OS8J98,A1NIGUK4M2ST8,head,10,8,7,3,B0043RS8CS,1.3730928496903896,1.5233967699447628,-0.15030392025437322,0,3
A1NIGUK4M2ST8:10:B004OS8J98,A1NIGUK4M2ST8,head,10,9,8,3,B000ARW60U,1.3730928496903896,1.3637690938885498,0.00932375580183975,0,3
A1NIGUK4M2ST8:10:B004OS8J98,A1NIGUK4M2ST8,head,10,10,9,3,B000P6DVLO,1.3730928496903896,1.3574843008027528,0.015608548887636742,0,3
A1NQKWS81ENDTV:16:B002MUM9DC,A1NQKWS81ENDTV,tail,16,1,0,0,B0007WIZF8,3.12592898743848,3.2033927651743093,-0.07746377773582935,0,3
A1NQKWS81ENDTV:16:B002MUM9DC,A1NQKWS81ENDTV,tail,16,2,1,0,B00004R8LZ,3.12592898743848,3.1444577584043145,-0.018528770965834607,0,3
A1NQKWS81ENDTV:16:B002MUM9DC,A1NQKWS81ENDTV,tail,16,3,2,0,B000GL1DI6,3.12592898743848,3.1743400720879436,-0.04841108464946364,0,3
A1NQKWS81ENDTV:16:B002MUM9DC,A1NQKWS81ENDTV,tail,16,4,3,0,B001ECI9EM,3.12592898743848,3.1647435122479997,-0.038814524809519746,0,3
A1NQKWS81ENDTV:16:B002MUM9DC,A1NQKWS81ENDTV,tail,16,5,4,1,B000FQBG7U,3.12592898743848,3.1311503710846105,-0.005221383646130562,0,3
A1NQKWS81ENDTV:16:B002MUM9DC,A1NQKWS81ENDTV,tail,16,6,5,1,B000ODXLFE,3.12592898743848,3.1307006304462752,-0.004771643007795312,0,3
A1NQKWS81ENDTV:16:B002MUM9DC,A1NQKWS81ENDTV,tail,16,7,6,1,B00386QEG2,3.12592898743848,3.1373188756406307,-0.01138988820215081,0,3
A1NQKWS81ENDTV:16:B002MUM9DC,A1NQKWS81ENDTV,tail,16,8,7,1,B00004UD6H,3.12592898743848,3.072808009572327,0.053120977866152774,1,3
A1NQKWS81ENDTV:16:B002MUM9DC,A1NQKWS81ENDTV,tail,16,9,8,2,B000NZPPFM,3.12592898743848,3.1997075037409863,-0.07377851630250643,0,3
A1NQKWS81ENDTV:16:B002MUM9DC,A1NQKWS81ENDTV,tail,16,10,9,2,B000NW3LZ6,3.12592898743848,3.114596069790423,0.011332917648056995,0,3
A1NQKWS81ENDTV:16:B002MUM9DC,A1NQKWS81ENDTV,tail,16,11,10,2,B0001AEZTG,3.12592898743848,3.1629154458642006,-0.03698645842572068,0,3
A1NQKWS81ENDTV:16:B002MUM9DC,A1NQKWS81ENDTV,tail,16,12,11,2,B0030FMS4I,3.12592898743848,3.112822401958207,0.01310658548027277,0,3
A1NQKWS81ENDTV:16:B002MUM9DC,A1NQKWS81ENDTV,tail,16,13,12,3,B000NV6BZE,3.12592898743848,3.099681784709295,0.026247202729185126,0,3
A1NQKWS81ENDTV:16:B002MUM9DC,A1NQKWS81ENDTV,tail,16,14,13,3,B000MX7WBU,3.12592898743848,3.1107562066366277,0.015172780801852248,0,3
A1NQKWS81ENDTV:16:B002MUM9DC,A1NQKWS81ENDTV,tail,16,15,14,3,B0006TPCS0,3.12592898743848,3.166010530665517,-0.04008154322703694,0,3
A1NQKWS81ENDTV:16:B002MUM9DC,A1NQKWS81ENDTV,tail,16,16,15,3,B002B555QQ,3.12592898743848,3.1263578850775957,-0.0004288976391157995,0,3
A1NUGB2XQNO2ZF:9:B00C5IN4T4,A1NUGB2XQNO2ZF,tail,9,1,0,0,B00ATW9TYW,2.323688942939043,2.6763962022960186,-0.35270725935697556,0,4
A1NUGB2XQNO2ZF:9:B00C5IN4T4,A1NUGB2XQNO2ZF,tail,9,2,1,0,B004P1IPUC,2.323688942939043,2.7277419194579124,-0.4040529765188694,0,4
A1NUGB2XQNO2ZF:9:B00C5IN4T4,A1NUGB2XQNO2ZF,tail,9,3,2,1,B000WZNMQM,2.323688942939043,2.337974350899458,-0.014285407960414886,0,4
A1NUGB2XQNO2ZF:9:B00C5IN4T4,A1NUGB2XQNO2ZF,tail,9,4,3,1,B007U7LZQO,2.323688942939043,2.3106338754296303,0.013055067509412766,0,4
A1NUGB2XQNO2ZF:9:B00C5IN4T4,A1NUGB2XQNO2ZF,tail,9,5,4,2,B001U5N70Y,2.323688942939043,2.402046252042055,-0.07835730910301208,0,4
A1NUGB2XQNO2ZF:9:B00C5IN4T4,A1NUGB2XQNO2ZF,tail,9,6,5,2,B003COZJXO,2.323688942939043,2.3539202362298965,-0.0302312932908535,0,4
A1NUGB2XQNO2ZF:9:B00C5IN4T4,A1NUGB2XQNO2ZF,tail,9,7,6,3,B000BNEN90,2.323688942939043,2.3138955160975456,0.009793426841497421,0,4
A1NUGB2XQNO2ZF:9:B00C5IN4T4,A1NUGB2XQNO2ZF,tail,9,8,7,3,B000LFUKCM,2.323688942939043,2.318082332611084,0.005606610327959061,0,4
A1NUGB2XQNO2ZF:9:B00C5IN4T4,A1NUGB2XQNO2ZF,tail,9,9,8,3,B000W3XEQM,2.323688942939043,2.3376008793711662,-0.013911936432123184,0,4
A1NWQUWPMC20MC:9:B009T45XY6,A1NWQUWPMC20MC,head,9,1,0,0,B00GF5V6P2,1.2096503674983978,1.0781268328428268,0.13152353465557098,1,4
A1NWQUWPMC20MC:9:B009T45XY6,A1NWQUWPMC20MC,head,9,2,1,0,B00BQYQZSK,1.2096503674983978,1.3126109689474106,-0.10296060144901276,0,4
A1NWQUWPMC20MC:9:B009T45XY6,A1NWQUWPMC20MC,head,9,3,2,1,B004C7KUTI,1.2096503674983978,1.24814073741436,-0.03849036991596222,0,4
A1NWQUWPMC20MC:9:B009T45XY6,A1NWQUWPMC20MC,head,9,4,3,1,B003HVFTQE,1.2096503674983978,1.6843057721853256,-0.4746554046869278,0,4
A1NWQUWPMC20MC:9:B009T45XY6,A1NWQUWPMC20MC,head,9,5,4,2,B0089RPUHE,1.2096503674983978,1.2705259323120117,-0.06087556481361389,0,4
A1NWQUWPMC20MC:9:B009T45XY6,A1NWQUWPMC20MC,head,9,6,5,2,B007Y74YXQ,1.2096503674983978,1.1990134119987488,0.010636955499649048,0,4
A1NWQUWPMC20MC:9:B009T45XY6,A1NWQUWPMC20MC,head,9,7,6,3,B0067F7RLM,1.2096503674983978,1.336978405714035,-0.1273280382156372,0,4
A1NWQUWPMC20MC:9:B009T45XY6,A1NWQUWPMC20MC,head,9,8,7,3,B0038ANOC0,1.2096503674983978,1.2535428404808044,-0.043892472982406616,0,4
A1NWQUWPMC20MC:9:B009T45XY6,A1NWQUWPMC20MC,head,9,9,8,3,B000BXKN30,1.2096503674983978,1.228910580277443,-0.019260212779045105,0,4
A1O24AL52RTN5M:7:B008L0HMIY,A1O24AL52RTN5M,head,7,1,0,0,B000LZ8LJ6,1.0359301883727312,1.0893779881298542,-0.05344779975712299,0,4
A1O24AL52RTN5M:7:B008L0HMIY,A1O24AL52RTN5M,head,7,2,1,0,B0063D7W6I,1.0359301883727312,1.0929965898394585,-0.05706640146672726,0,4
A1O24AL52RTN5M:7:B008L0HMIY,A1O24AL52RTN5M,head,7,3,2,1,B005HROJVM,1.0359301883727312,1.0186604466289282,0.017269741743803024,0,4
A1O24AL52RTN5M:7:B008L0HMIY,A1O24AL52RTN5M,head,7,4,3,2,B00499CVB4,1.0359301883727312,1.0471844784915447,-0.011254290118813515,0,4
A1O24AL52RTN5M:7:B008L0HMIY,A1O24AL52RTN5M,head,7,5,4,2,B001EB9F3C,1.0359301883727312,1.025516752153635,0.010413436219096184,0,4
A1O24AL52RTN5M:7:B008L0HMIY,A1O24AL52RTN5M,head,7,6,5,3,B000LSZVKA,1.0359301883727312,1.0730213709175587,-0.03709118254482746,0,4
A1O24AL52RTN5M:7:B008L0HMIY,A1O24AL52RTN5M,head,7,7,6,3,B00186T0L0,1.0359301883727312,1.4218337684869766,-0.3859035801142454,0,4
A1OIQJ6NXBE826:10:B000A7S5AK,A1OIQJ6NXBE826,tail,10,1,0,0,B000A7S596,0.13964042416773736,0.8678445458645001,-0.7282041216967627,0,4
A1OIQJ6NXBE826:10:B000A7S5AK,A1OIQJ6NXBE826,tail,10,2,1,0,B0007VVGX2,0.13964042416773736,0.14541994250612333,-0.005779518338385969,0,4
A1OIQJ6NXBE826:10:B000A7S5AK,A1OIQJ6NXBE826,tail,10,3,2,0,B0007WX1HA,0.13964042416773736,0.5547698743175715,-0.41512945014983416,0,4
A1OIQJ6NXBE826:10:B000A7S5AK,A1OIQJ6NXBE826,tail,10,4,3,1,B0006H5WX2,0.13964042416773736,0.12491597555344924,0.014724448614288121,0,4
A1OIQJ6NXBE826:10:B000A7S5AK,A1OIQJ6NXBE826,tail,10,5,4,1,B0007XIZ6Q,0.13964042416773736,0.1650683309417218,-0.025427906773984432,0,4
A1OIQJ6NXBE826:10:B000A7S5AK,A1OIQJ6NXBE826,tail,10,6,5,2,B0007WX1HK,0.13964042416773736,0.12112278159474954,0.018517642572987825,0,4
A1OIQJ6NXBE826:10:B000A7S5AK,A1OIQJ6NXBE826,tail,10,7,6,2,B00062X6LC,0.13964042416773736,0.15562314621638507,-0.015982722048647702,0,4
A1OIQJ6NXBE826:10:B000A7S5AK,A1OIQJ6NXBE826,tail,10,8,7,3,B00062X6L2,0.13964042416773736,0.1253623646334745,0.014278059534262866,0,4
A1OIQJ6NXBE826:10:B000A7S5AK,A1OIQJ6NXBE826,tail,10,9,8,3,B00062X6KS,0.13964042416773736,0.15063069487223402,-0.010990270704496652,0,4
A1OIQJ6NXBE826:10:B000A7S5AK,A1OIQJ6NXBE826,tail,10,10,9,3,B0002717C6,0.13964042416773736,0.1617765121627599,-0.022136087995022535,0,4
A1P38D02SFEAOL:14:B001SOZDFO,A1P38D02SFEAOL,head,14,1,0,0,B004MWJLHK,2.152315533719957,2.147893297486007,0.004422236233949661,0,4
A1P38D02SFEAOL:14:B001SOZDFO,A1P38D02SFEAOL,head,14,2,1,0,B0038AJYSS,2.152315533719957,2.181777427904308,-0.029461894184350967,0,4
A1P38D02SFEAOL:14:B001SOZDFO,A1P38D02SFEAOL,head,14,3,2,0,B009Z7E8I4,2.152315533719957,2.146517189219594,0.005798344500362873,0,4
A1P38D02SFEAOL:14:B001SOZDFO,A1P38D02SFEAOL,head,14,4,3,0,B000IUYPZI,2.152315533719957,2.1585738686844707,-0.006258334964513779,0,4
A1P38D02SFEAOL:14:B001SOZDFO,A1P38D02SFEAOL,head,14,5,4,1,B0006PJ0JG,2.152315533719957,2.118760723620653,0.03355481009930372,0,4
A1P38D02SFEAOL:14:B001SOZDFO,A1P38D02SFEAOL,head,14,6,5,1,B0012GV1HM,2.152315533719957,2.1981162913143635,-0.045800757594406605,0,4
A1P38D02SFEAOL:14:B001SOZDFO,A1P38D02SFEAOL,head,14,7,6,1,B00004NKKN,2.152315533719957,2.1687439382076263,-0.016428404487669468,0,4
A1P38D02SFEAOL:14:B001SOZDFO,A1P38D02SFEAOL,head,14,8,7,2,B004Z7H2EQ,2.152315533719957,2.1464017434045672,0.005913790315389633,0,4
A1P38D02SFEAOL:14:B001SOZDFO,A1P38D02SFEAOL,head,14,9,8,2,B0036E8K1S,2.152315533719957,2.158603873103857,-0.0062883393839001656,0,4
A1P38D02SFEAOL:14:B001SOZDFO,A1P38D02SFEAOL,head,14,10,9,2,B000XQAZJC,2.152315533719957,2.2686868542805314,-0.11637132056057453,0,4
A1P38D02SFEAOL:14:B001SOZDFO,A1P38D02SFEAOL,head,14,11,10,3,B000IGCCTI,2.152315533719957,2.1631928477436304,-0.010877314023673534,0,4
A1P38D02SFEAOL:14:B001SOZDFO,A1P38D02SFEAOL,head,14,12,11,3,B0036B560Y,2.152315533719957,2.1071182368323207,0.045197296887636185,0,4
A1P38D02SFEAOL:14:B001SOZDFO,A1P38D02SFEAOL,head,14,13,12,3,B000FQBCGK,2.152315533719957,2.130303930491209,0.022011603228747845,0,4
A1P38D02SFEAOL:14:B001SOZDFO,A1P38D02SFEAOL,head,14,14,13,3,B001Q8U39I,2.152315533719957,2.1554691148921847,-0.0031535811722278595,0,4
A1PA2K3GMGIE5V:8:B000O7ISY4,A1PA2K3GMGIE5V,head,8,1,0,0,B000GKE2N0,0.37749216705560684,0.3945327177643776,-0.017040550708770752,0,5
A1PA2K3GMGIE5V:8:B000O7ISY4,A1PA2K3GMGIE5V,head,8,2,1,0,B000GKATU0,0.37749216705560684,0.4100643813610077,-0.03257221430540086,0,5
A1PA2K3GMGIE5V:8:B000O7ISY4,A1PA2K3GMGIE5V,head,8,3,2,1,B000GIJ4Y4,0.37749216705560684,0.3815605968236923,-0.004068429768085469,0,5
A1PA2K3GMGIE5V:8:B000O7ISY4,A1PA2K3GMGIE5V,head,8,4,3,1,B000FS70QE,0.37749216705560684,0.41684566885232927,-0.03935350179672242,0,5
A1PA2K3GMGIE5V:8:B000O7ISY4,A1PA2K3GMGIE5V,head,8,5,4,2,B000F8T026,0.37749216705560684,0.34468944668769835,0.03280272036790849,0,5
A1PA2K3GMGIE5V:8:B000O7ISY4,A1PA2K3GMGIE5V,head,8,6,5,2,B000067QC0,0.37749216705560684,0.3712310343980789,0.006261132657527924,0,5
A1PA2K3GMGIE5V:8:B000O7ISY4,A1PA2K3GMGIE5V,head,8,7,6,3,B00004WHN9,0.37749216705560684,0.36382807344198226,0.013664093613624584,0,5
A1PA2K3GMGIE5V:8:B000O7ISY4,A1PA2K3GMGIE5V,head,8,8,7,3,B00004U3E3,0.37749216705560684,0.36491429656744,0.012577870488166831,0,5
A1PI8VBCXXSGC7:10:B006OJM52C,A1PI8VBCXXSGC7,head,10,1,0,0,B00083HOXA,1.2512171566486359,1.6061866730451584,-0.3549695163965225,0,3
A1PI8VBCXXSGC7:10:B006OJM52C,A1PI8VBCXXSGC7,head,10,2,1,0,B000GYWXOQ,1.2512171566486359,1.2269754856824875,0.024241670966148376,0,3
A1PI8VBCXXSGC7:10:B006OJM52C,A1PI8VBCXXSGC7,head,10,3,2,0,B000068E3J,1.2512171566486359,1.288093124826749,-0.03687596817811323,0,3
A1PI8VBCXXSGC7:10:B006OJM52C,A1PI8VBCXXSGC7,head,10,4,3,1,B0038M5ILI,1.2512171566486359,1.3334373732407887,-0.08222021659215284,0,3
A1PI8VBCXXSGC7:10:B006OJM52C,A1PI8VBCXXSGC7,head,10,5,4,1,B00005J36F,1.2512171566486359,1.2105871836344402,0.040629973014195686,0,3
A1PI8VBCXXSGC7:10:B006OJM52C,A1PI8VBCXXSGC7,head,10,6,5,2,B00385X51U,1.2512171566486359,1.777888869245847,-0.5266717125972111,0,3
A1PI8VBCXXSGC7:10:B006OJM52C,A1PI8VBCXXSGC7,head,10,7,6,2,B000034DOI,1.2512171566486359,1.2183126260836918,0.03290453056494402,0,3
A1PI8VBCXXSGC7:10:B006OJM52C,A1PI8VBCXXSGC7,head,10,8,7,3,B003AIM52A,1.2512171566486359,1.240376427769661,0.010840728878974915,0,3
A1PI8VBCXXSGC7:10:B006OJM52C,A1PI8VBCXXSGC7,head,10,9,8,3,B002DHC6FA,1.2512171566486359,1.2679829349120457,-0.01676577826340986,0,3
A1PI8VBCXXSGC7:10:B006OJM52C,A1PI8VBCXXSGC7,head,10,10,9,3,B000ETRE0Q,1.2512171566486359,1.1525629460811615,0.09865421056747437,1,3
A1PSOVIQK992SV:12:B0028SZ9X0,A1PSOVIQK992SV,tail,12,1,0,0,0975277383,1.764006667304784,2.1428889150265604,-0.37888224772177637,0,4
A1PSOVIQK992SV:12:B0028SZ9X0,A1PSOVIQK992SV,tail,12,2,1,0,B00B5OL28Y,1.764006667304784,1.8072077429387718,-0.043201075633987784,0,4
A1PSOVIQK992SV:12:B0028SZ9X0,A1PSOVIQK992SV,tail,12,3,2,0,B00A2HD40E,1.764006667304784,1.7217847662977874,0.04222190100699663,0,4
A1PSOVIQK992SV:12:B0028SZ9X0,A1PSOVIQK992SV,tail,12,4,3,1,B00875JE0C,1.764006667304784,1.7197497966699302,0.04425687063485384,0,4
A1PSOVIQK992SV:12:B0028SZ9X0,A1PSOVIQK992SV,tail,12,5,4,1,B004ULKF3W,1.764006667304784,1.7517971126362681,0.01220955466851592,0,4
A1PSOVIQK992SV:12:B0028SZ9X0,A1PSOVIQK992SV,tail,12,6,5,1,B004INGVIU,1.764006667304784,1.716094093862921,0.04791257344186306,0,4
A1PSOVIQK992SV:12:B0028SZ9X0,A1PSOVIQK992SV,tail,12,7,6,2,B0045OV9IO,1.764006667304784,1.8600059107411653,-0.09599924343638122,0,4
A1PSOVIQK992SV:12:B0028SZ9X0,A1PSOVIQK992SV,tail,12,8,7,2,B003D7F4YY,1.764006667304784,1.73569032875821,0.028316338546574116,0,4
A1PSOVIQK992SV:12:B0028SZ9X0,A1PSOVIQK992SV,tail,12,9,8,2,B0024H7OF6,1.764006667304784,1.7822737521491945,-0.01826708484441042,0,4
A1PSOVIQK992SV:12:B0028SZ9X0,A1PSOVIQK992SV,tail,12,10,9,3,B001P06GX4,1.764006667304784,1.7711609611287713,-0.0071542938239872456,0,4
A1PSOVIQK992SV:12:B0028SZ9X0,A1PSOVIQK992SV,tail,12,11,10,3,192978001X,1.764006667304784,1.788592697121203,-0.024586029816418886,0,4
A1PSOVIQK992SV:12:B0028SZ9X0,A1PSOVIQK992SV,tail,12,12,11,3,1616611359,1.764006667304784,1.7577994763851166,0.006207190919667482,0,4
A1PZO13IAKZRQ5:6:B002BHDXY0,A1PZO13IAKZRQ5,tail,6,1,0,0,B000H28FKS,2.522806629538536,2.7218655049800873,-0.1990588754415512,0,3
A1PZO13IAKZRQ5:6:B002BHDXY0,A1PZO13IAKZRQ5,tail,6,2,1,0,B000AM2K56,2.522806629538536,2.544443746407827,-0.021637116869290818,0,3
A1PZO13IAKZRQ5:6:B002BHDXY0,A1PZO13IAKZRQ5,tail,6,3,2,1,B00007A1S2,2.522806629538536,2.5416194846232734,-0.01881285508473729,0,3
A1PZO13IAKZRQ5:6:B002BHDXY0,A1PZO13IAKZRQ5,tail,6,4,3,2,B0002HL0BO,2.522806629538536,2.5427321791648865,-0.019925549626350403,0,3
A1PZO13IAKZRQ5:6:B002BHDXY0,A1PZO13IAKZRQ5,tail,6,5,4,3,B000231FAE,2.522806629538536,2.462208703160286,0.06059792637825012,1,3
A1PZO13IAKZRQ5:6:B002BHDXY0,A1PZO13IAKZRQ5,tail,6,6,5,3,B00000IZEM,2.522806629538536,2.557071477174759,-0.03426484763622284,0,3
A1Q48I7K1Y6K5T:8:B00A92GJIQ,A1Q48I7K1Y6K5T,tail,8,1,0,0,B0089QJIBY,0.9783636525971815,1.4799547469883692,-0.5015910943911877,0,3
A1Q48I7K1Y6K5T:8:B00A92GJIQ,A1Q48I7K1Y6K5T,tail,8,2,1,0,B006CD3CEK,0.9783636525971815,1.0043337682339673,-0.02597011563678575,0,3
A1Q48I7K1Y6K5T:8:B00A92GJIQ,A1Q48I7K1Y6K5T,tail,8,3,2,1,B006CD36OG,0.9783636525971815,0.9321401643877228,0.04622348820945865,0,3
A1Q48I7K1Y6K5T:8:B00A92GJIQ,A1Q48I7K1Y6K5T,tail,8,4,3,1,B006CD360A,0.9783636525971815,1.0110353502095677,-0.0326716976123862,0,3
A1Q48I7K1Y6K5T:8:B00A92GJIQ,A1Q48I7K1Y6K5T,tail,8,5,4,2,B008S9QACW,0.9783636525971815,0.9595316250730926,0.018832027524088857,0,3
A1Q48I7K1Y6K5T:8:B00A92GJIQ,A1Q48I7K1Y6K5T,tail,8,6,5,2,B006CD3844,0.9783636525971815,1.132843285119937,-0.15447963252275554,0,3
A1Q48I7K1Y6K5T:8:B00A92GJIQ,A1Q48I7K1Y6K5T,tail,8,7,6,3,B006CD33AI,0.9783636525971815,1.0341479520429857,-0.05578429944580421,0,3
A1Q48I7K1Y6K5T:8:B00A92GJIQ,A1Q48I7K1Y6K5T,tail,8,8,7,3,B006CD31RI,0.9783636525971815,0.9625928293874798,0.01577082320970169,0,3
A1Q6MHDUPNV6P7:13:B00CMNX2J4,A1Q6MHDUPNV6P7,tail,13,1,0,0,B00CDGA69Y,0.6728584660838047,1.4850932378321886,-0.8122347717483839,0,3
A1Q6MHDUPNV6P7:13:B00CMNX2J4,A1Q6MHDUPNV6P7,tail,13,2,1,0,B00C6PYQAM,0.6728584660838047,0.5133118666708469,0.1595465994129578,1,3
A1Q6MHDUPNV6P7:13:B00CMNX2J4,A1Q6MHDUPNV6P7,tail,13,3,2,0,B00C6PYGJ8,0.6728584660838047,0.6193638176967701,0.05349464838703466,1,3
A1Q6MHDUPNV6P7:13:B00CMNX2J4,A1Q6MHDUPNV6P7,tail,13,4,3,1,B00C58ZQJA,0.6728584660838047,0.624392825178802,0.048465640905002716,0,3
A1Q6MHDUPNV6P7:13:B00CMNX2J4,A1Q6MHDUPNV6P7,tail,13,5,4,1,B00C58ZQFO,0.6728584660838047,0.6426511990527312,0.03020726703107357,0,3
A1Q6MHDUPNV6P7:13:B00CMNX2J4,A1Q6MHDUPNV6P7,tail,13,6,5,1,B00C18BWZQ,0.6728584660838047,0.6514906963954369,0.021367769688367844,0,3
A1Q6MHDUPNV6P7:13:B00CMNX2J4,A1Q6MHDUPNV6P7,tail,13,7,6,2,B00C18BWYW,0.6728584660838047,0.5959662164871892,0.07689224959661556,1,3
A1Q6MHDUPNV6P7:13:B00CMNX2J4,A1Q6MHDUPNV6P7,tail,13,8,7,2,B00BUO0AEQ,0.6728584660838047,0.6790200974792242,-0.006161631395419476,0,3
A1Q6MHDUPNV6P7:13:B00CMNX2J4,A1Q6MHDUPNV6P7,tail,13,9,8,2,B00BIDJP2W,0.6728584660838047,0.6727410624735057,0.00011740361029899393,0,3
A1Q6MHDUPNV6P7:13:B00CMNX2J4,A1Q6MHDUPNV6P7,tail,13,10,9,3,B00A8UT58K,0.6728584660838047,0.6740662877758344,-0.0012078216920297091,0,3
A1Q6MHDUPNV6P7:13:B00CMNX2J4,A1Q6MHDUPNV6P7,tail,13,11,10,3,B00A8UT558,0.6728584660838047,0.7303277061631283,-0.057469240079323525,0,3
A1Q6MHDUPNV6P7:13:B00CMNX2J4,A1Q6MHDUPNV6P7,tail,13,12,11,3,B007XVYSZW,0.6728584660838047,0.7975645534073313,-0.12470608732352662,0,3
A1Q6MHDUPNV6P7:13:B00CMNX2J4,A1Q6MHDUPNV6P7,tail,13,13,12,3,B007IG0UB8,0.6728584660838047,0.673402768249313,-0.0005443021655082703,0,3
A1Q9UVHD2PGCVU:33:B005VPRFRU,A1Q9UVHD2PGCVU,tail,20,1,0,0,B005LSO2AA,0.9515816765870113,0.855073239075864,0.09650843751114735,1,4
A1Q9UVHD2PGCVU:33:B005VPRFRU,A1Q9UVHD2PGCVU,tail,20,2,1,0,B003AVNKXA,0.9515816765870113,0.9410120251086482,0.010569651478363085,0,4
A1Q9UVHD2PGCVU:33:B005VPRFRU,A1Q9UVHD2PGCVU,tail,20,3,2,0,B003ACHZJ4,0.9515816765870113,0.9224440203834092,0.02913765620360209,0,4
