item,popularity_train,popularity_stratum,top_k_similar_item,current_link_raw,current_link_visible,current_cf_raw,current_cf_visible,current_cf_lost,current_metadata_raw,current_metadata_visible,current_metadata_lost,metadata_first_cf_raw,metadata_first_cf_visible,metadata_first_cf_lost,metadata_first_metadata_raw,metadata_first_metadata_visible,metadata_first_metadata_lost,recoverable_metadata_tokens,displaced_cf_tokens,current_metadata_retention,current_title_raw,current_title_visible,metadata_first_title_visible,current_brand_raw,current_brand_visible,metadata_first_brand_visible,current_categories_raw,current_categories_visible,metadata_first_categories_visible,current_description_raw,current_description_visible,metadata_first_description_visible,current_price_raw,current_price_visible,metadata_first_price_visible,current_salesrank_raw,current_salesrank_visible,metadata_first_salesrank_visible,current_other_metadata_raw,current_other_metadata_visible,metadata_first_other_metadata_visible
B001F51RNI,9,top50,10,7,7,78,78,0,65,35,30,78,48,30,65,65,0,30,30,0.5384615384615384,4,4,4,4,4,4,9,0,9,5,0,5,5,0,5,7,0,7,24,24,24
B001F51SZA,8,top50,10,7,7,79,79,0,224,34,190,79,0,79,224,117,107,83,79,0.15178571428571427,21,21,21,5,5,5,12,6,12,78,0,76,5,0,0,8,0,0,87,0,0
B001F51T3Q,27,top50,10,7,7,79,79,0,283,34,249,79,0,79,283,117,166,83,79,0.12014134275618374,20,20,20,5,5,5,22,7,22,219,0,67,5,0,0,7,0,0,0,0,0
B001F51T9U,5,nonzero_bottom50,10,7,7,79,79,0,261,34,227,79,0,79,261,117,144,83,79,0.13026819923371646,24,24,24,5,5,5,15,3,15,197,0,70,5,0,0,10,0,0,0,0,0
B001F51TBI,29,top50,10,7,7,80,80,0,79,33,46,80,34,46,79,79,0,46,46,0.4177215189873418,31,31,31,5,1,5,22,0,22,5,0,5,4,0,4,7,0,7,0,0,0
B001F51TDG,8,top50,10,7,7,79,79,0,272,34,238,79,0,79,272,117,155,83,79,0.125,31,31,31,5,2,5,14,0,14,206,0,64,4,0,0,7,0,0,0,0,0
B001F51TGI,5,nonzero_bottom50,10,7,7,79,79,0,328,34,294,79,0,79,328,117,211,83,79,0.10365853658536585,28,28,28,5,5,5,22,0,22,256,0,59,4,0,0,8,0,0,0,0,0
B001F51THW,6,nonzero_bottom50,10,7,7,79,79,0,182,34,148,79,0,79,182,117,65,83,79,0.18681318681318682,24,24,24,5,5,5,17,3,17,7,0,7,4,0,0,8,0,0,109,0,59
B001F51TNQ,17,top50,10,7,7,79,79,0,67,34,33,79,46,33,67,67,0,33,33,0.5074626865671642,20,20,20,5,5,5,22,7,22,4,0,4,4,0,4,7,0,7,0,0,0
B001F51TR2,30,top50,10,7,7,79,79,0,137,34,103,79,0,79,137,117,20,83,79,0.24817518248175183,26,26,26,5,5,5,17,1,17,71,0,66,5,0,0,8,0,0,0,0,0
B001F51TS6,8,top50,10,7,7,79,79,0,69,34,35,79,44,35,69,69,0,35,35,0.4927536231884058,25,25,25,5,5,5,15,2,15,5,0,5,4,0,4,10,0,10,0,0,0
B001F51TTA,9,top50,10,7,7,79,79,0,246,34,212,79,0,79,246,117,129,83,79,0.13821138211382114,18,18,18,5,5,5,14,9,14,192,0,77,4,0,0,8,0,0,0,0,0
B001F51TVI,8,top50,10,7,7,79,79,0,68,34,34,79,45,34,68,68,0,34,34,0.5,24,24,24,5,5,5,15,3,15,5,0,5,4,0,4,10,0,10,0,0,0
B001F51V3E,10,top50,10,7,7,79,79,0,55,34,21,79,58,21,55,55,0,21,21,0.6181818181818182,19,19,19,5,5,5,9,8,9,5,0,5,4,0,4,8,0,8,0,0,0
B001F51V9S,7,nonzero_bottom50,10,7,7,79,79,0,63,34,29,79,50,29,63,63,0,29,29,0.5396825396825397,27,27,27,5,5,5,9,0,9,5,0,5,5,0,5,7,0,7,0,0,0
B001F51VAM,6,nonzero_bottom50,10,7,7,79,79,0,60,34,26,79,53,26,60,60,0,26,26,0.5666666666666667,24,24,24,5,5,5,9,3,9,5,0,5,5,0,5,7,0,7,0,0,0
B001FB5HZG,5,nonzero_bottom50,10,7,7,79,79,0,98,34,64,79,15,64,98,98,0,64,64,0.3469387755102041,21,21,21,5,5,5,18,6,18,37,0,37,5,0,5,7,0,7,0,0,0
B001FB5IDW,77,top50,10,7,7,79,79,0,69,34,35,79,44,35,69,69,0,35,35,0.4927536231884058,27,27,27,6,6,6,15,0,15,5,0,5,4,0,4,7,0,7,0,0,0
B001FB5IEG,8,top50,10,7,7,78,78,0,92,35,57,78,21,57,92,92,0,57,57,0.3804347826086957,25,25,25,6,6,6,15,2,15,7,0,7,5,0,5,7,0,7,20,0,20
B001FB5IFK,5,nonzero_bottom50,10,7,7,79,79,0,140,34,106,79,0,79,140,117,23,83,79,0.24285714285714285,18,18,18,3,3,3,17,11,17,84,0,76,5,0,0,8,0,0,0,0,0
B001FB5IFU,5,nonzero_bottom50,10,7,7,79,79,0,110,34,76,79,3,76,110,110,0,76,76,0.3090909090909091,22,22,22,7,7,7,12,3,12,52,0,52,5,0,5,7,0,7,0,0,0
B001FB5IIC,16,top50,10,7,7,79,79,0,65,34,31,79,48,31,65,65,0,31,31,0.5230769230769231,22,22,22,7,7,7,15,3,15,5,0,5,4,0,4,7,0,7,0,0,0
B001FB5IIM,18,top50,10,7,7,79,79,0,123,34,89,79,0,79,123,117,6,83,79,0.2764227642276423,15,15,15,3,3,3,16,14,16,73,0,73,4,0,4,7,0,1,0,0,0
B001FB5IMI,12,top50,10,7,7,79,79,0,114,34,80,79,0,79,114,114,0,80,79,0.2982456140350877,34,34,34,6,0,6,22,0,22,35,0,35,5,0,5,7,0,7,0,0,0
B001FB5IN2,17,top50,10,7,7,79,79,0,68,34,34,79,45,34,68,68,0,34,34,0.5,24,24,24,7,7,7,15,1,15,5,0,5,5,0,5,7,0,7,0,0,0
B001FB5IQO,20,top50,10,7,7,79,79,0,67,34,33,79,46,33,67,67,0,33,33,0.5074626865671642,23,23,23,6,6,6,15,3,15,5,0,5,5,0,5,8,0,8,0,0,0
B001FB5IRI,5,nonzero_bottom50,10,7,7,79,79,0,53,34,19,79,60,19,53,53,0,19,19,0.6415094339622641,8,8,8,7,7,7,15,15,15,5,1,5,5,0,5,8,0,8,0,0,0
B001FB5NTG,9,top50,10,7,7,79,79,0,72,34,38,79,41,38,72,72,0,38,38,0.4722222222222222,28,28,28,5,5,5,15,0,15,5,0,5,5,0,5,9,0,9,0,0,0
B001FB5TLI,11,top50,10,7,7,79,79,0,68,34,34,79,45,34,68,68,0,34,34,0.5,26,26,26,5,5,5,15,1,15,5,0,5,4,0,4,8,0,8,0,0,0
B001FBCLS2,3,nonzero_bottom50,10,7,7,79,79,0,114,34,80,79,0,79,114,114,0,80,79,0.2982456140350877,16,16,16,5,5,5,13,11,13,64,0,64,4,0,4,7,0,7,0,0,0
B001FBOC2A,6,nonzero_bottom50,10,7,7,79,79,0,62,34,28,79,51,28,62,62,0,28,28,0.5483870967741935,24,24,24,7,7,7,9,1,9,5,0,5,4,0,4,8,0,8,0,0,0
B001FE16QC,5,nonzero_bottom50,10,7,7,79,79,0,151,34,117,79,0,79,151,117,34,83,79,0.2251655629139073,15,15,15,9,9,9,14,8,14,95,0,76,5,0,0,8,0,0,0,0,0
B001FFH4Q2,3,nonzero_bottom50,10,7,7,79,79,0,143,34,109,79,0,79,143,117,26,83,79,0.23776223776223776,16,16,16,6,6,6,10,10,10,93,0,82,4,0,0,9,0,0,0,0,0
B001FO2GW0,2,nonzero_bottom50,10,7,7,79,79,0,81,34,47,79,32,47,81,81,0,47,47,0.41975308641975306,21,21,21,8,8,8,9,3,9,26,0,26,4,0,4,8,0,8,0,0,0
B001FOFI0W,11,top50,10,7,7,79,79,0,75,34,41,79,38,41,75,75,0,41,41,0.4533333333333333,19,19,19,7,7,7,14,6,14,19,0,19,4,0,4,7,0,7,0,0,0
B001FORJXQ,4,nonzero_bottom50,10,7,7,79,79,0,189,34,155,79,0,79,189,117,72,83,79,0.17989417989417988,25,25,25,4,4,4,15,3,15,76,0,70,5,0,0,8,0,0,50,0,0
B001FQPPWQ,11,top50,10,7,7,79,79,0,144,34,110,79,0,79,144,117,27,83,79,0.2361111111111111,25,25,25,10,8,10,15,0,15,76,0,64,5,0,0,8,0,0,0,0,0
B001FQR524,5,nonzero_bottom50,10,7,7,79,79,0,160,34,126,79,0,79,160,117,43,83,79,0.2125,28,28,28,10,5,10,9,0,9,96,0,67,4,0,0,8,0,0,0,0,0
B001FS0HAY,21,top50,10,7,7,79,79,0,161,34,127,79,0,79,161,117,44,83,79,0.2111801242236025,11,11,11,6,6,6,13,13,13,99,1,84,4,0,0,7,0,0,15,0,0
B001FSK8QM,44,top50,10,7,7,78,78,0,50,35,15,78,63,15,50,50,0,15,15,0.7,16,16,16,4,4,4,9,9,9,5,3,5,4,0,4,7,0,7,0,0,0
B001FSK8SA,56,top50,10,7,7,79,79,0,61,34,27,79,52,27,61,61,0,27,27,0.5573770491803278,20,20,20,4,4,4,16,8,16,5,0,5,4,0,4,7,0,7,0,0,0
B001FT3OZI,12,top50,10,7,7,78,78,0,119,35,84,78,0,78,119,117,2,82,78,0.29411764705882354,19,19,19,5,5,5,12,9,12,66,0,66,4,0,4,8,0,6,0,0,0
B001FT75SA,5,nonzero_bottom50,10,7,7,79,79,0,152,34,118,79,0,79,152,117,35,83,79,0.2236842105263158,22,22,22,5,5,5,13,5,13,94,0,74,5,0,0,8,0,0,0,0,0
B001FVIRHQ,6,nonzero_bottom50,10,7,7,79,79,0,354,34,320,79,0,79,354,117,237,83,79,0.096045197740113,33,33,33,6,0,6,11,0,11,285,0,64,4,0,0,10,0,0,0,0,0
B001FWXHC0,5,nonzero_bottom50,10,7,7,79,79,0,195,34,161,79,0,79,195,117,78,83,79,0.17435897435897435,22,22,22,7,7,7,15,3,15,83,0,70,5,0,0,7,0,0,50,0,0
B001FWXI5G,9,top50,10,7,7,79,79,0,158,34,124,79,0,79,158,117,41,83,79,0.21518987341772153,23,23,23,7,7,7,15,2,15,45,0,45,4,0,0,8,0,0,50,0,23
B001FWXI6U,8,top50,10,7,7,79,79,0,147,34,113,79,0,79,147,117,30,83,79,0.23129251700680273,19,19,19,3,3,3,15,10,15,43,0,43,4,0,0,7,0,0,50,0,33
B001FWXIBU,10,top50,10,7,7,79,79,0,211,34,177,79,0,79,211,117,94,83,79,0.16113744075829384,19,19,19,4,4,4,13,9,13,106,0,78,5,0,0,8,0,0,50,0,0
B001FWXISS,3,nonzero_bottom50,10,7,7,79,79,0,224,34,190,79,0,79,224,117,107,83,79,0.15178571428571427,28,28,28,6,5,6,13,0,13,109,0,67,5,0,0,7,0,0,50,0,0
B001FWXIVU,10,top50,10,7,7,80,80,0,145,33,112,80,0,80,145,117,28,84,80,0.22758620689655173,18,18,18,3,3,3,13,10,13,43,0,43,5,0,0,7,0,0,50,0,36
B001FWXJ4G,73,top50,10,7,7,79,79,0,150,34,116,79,0,79,150,117,33,83,79,0.22666666666666666,13,13,13,5,5,5,11,11,11,39,2,39,4,0,0,7,0,0,64,0,44
B001FWXMGG,10,top50,10,7,7,79,79,0,139,34,105,79,0,79,139,117,22,83,79,0.2446043165467626,19,19,19,9,9,9,13,4,13,82,0,73,4,0,0,7,0,0,0,0,0
B001FYSHL4,8,top50,10,7,7,79,79,0,141,34,107,79,0,79,141,117,24,83,79,0.24113475177304963,17,17,17,10,10,10,12,5,12,85,0,75,5,0,0,7,0,0,0,0,0
B001FYV0HM,22,top50,10,7,7,79,79,0,128,34,94,79,0,79,128,117,11,83,79,0.265625,12,12,12,4,4,4,10,6,10,75,0,75,5,0,2,7,0,0,9,9,9
B001FYV87O,3,nonzero_bottom50,10,7,7,79,79,0,121,34,87,79,0,79,121,117,4,83,79,0.2809917355371901,15,15,15,6,6,6,22,11,22,63,0,63,4,0,4,6,0,2,0,0,0
B001FYXA6G,8,top50,10,7,7,79,79,0,174,34,140,79,0,79,174,117,57,83,79,0.19540229885057472,23,23,23,8,8,8,13,1,13,113,0,70,5,0,0,7,0,0,0,0,0
B001FYZLPE,6,nonzero_bottom50,10,7,7,79,79,0,51,34,17,79,62,17,51,51,0,17,17,0.6666666666666666,12,12,12,4,4,4,15,15,15,4,0,4,4,0,4,7,0,7,0,0,0
B001FYZTEW,8,top50,10,8,8,80,80,0,164,32,132,80,0,80,164,116,48,84,80,0.1951219512195122,16,16,16,5,5,5,20,9,20,106,0,72,4,0,0,8,0,0,0,0,0
B001G0JNP6,7,nonzero_bottom50,10,7,7,79,79,0,239,34,205,79,0,79,239,117,122,83,79,0.14225941422594143,28,28,28,6,5,6,12,0,12,174,0,68,5,0,0,9,0,0,0,0,0
B001G0JNT2,5,nonzero_bottom50,10,7,7,79,79,0,121,34,87,79,0,79,121,117,4,83,79,0.2809917355371901,14,14,14,7,7,7,15,11,15,69,0,69,4,0,4,7,0,3,0,0,0
B001G0ML96,16,top50,10,7,7,79,79,0,72,34,38,79,41,38,72,72,0,38,38,0.4722222222222222,18,18,18,5,5,5,14,9,14,17,0,17,5,0,5,8,0,8,0,0,0
B001G0SBZO,11,top50,10,7,7,79,79,0,148,34,114,79,0,79,148,117,31,83,79,0.22972972972972974,10,10,10,9,9,9,14,13,14,98,0,81,4,0,0,8,0,0,0,0,0
B001G0UC1A,6,nonzero_bottom50,10,7,7,79,79,0,201,34,167,79,0,79,201,117,84,83,79,0.1691542288557214,14,14,14,6,6,6,9,9,9,155,2,85,4,0,0,8,0,0,0,0,0
B001G0W96G,6,nonzero_bottom50,10,7,7,79,79,0,207,34,173,79,0,79,207,117,90,83,79,0.1642512077294686,15,15,15,9,9,9,14,8,14,152,0,76,4,0,0,8,0,0,0,0,0
B001G2B8NO,12,top50,10,7,7,79,79,0,69,34,35,79,44,35,69,69,0,35,35,0.4927536231884058,11,11,11,4,4,4,20,17,20,17,0,17,4,0,4,8,0,8,0,0,0
B001G2GCO4,6,nonzero_bottom50,10,8,8,79,79,0,76,33,43,79,36,43,76,76,0,43,43,0.4342105263157895,15,15,15,4,4,4,20,12,20,21,0,21,4,0,4,7,0,7,0,0,0
B001G2L1O0,8,top50,10,7,7,79,79,0,70,34,36,79,43,36,70,70,0,36,36,0.4857142857142857,12,12,12,4,4,4,20,16,20,18,0,18,4,0,4,7,0,7,0,0,0
B001G2LWDK,7,nonzero_bottom50,10,7,7,79,79,0,430,34,396,79,0,79,430,117,313,83,79,0.07906976744186046,60,34,60,8,0,8,12,0,12,332,0,34,5,0,0,8,0,0,0,0,0
B001G3TGT6,26,top50,10,7,7,79,79,0,94,34,60,79,19,60,94,94,0,60,60,0.3617021276595745,16,16,16,7,7,7,12,9,12,43,0,43,4,0,4,7,0,7,0,0,0
B001G3VA22,48,top50,10,7,7,79,79,0,84,34,50,79,29,50,84,84,0,50,50,0.40476190476190477,12,12,12,5,5,5,12,12,12,39,2,39,4,0,4,7,0,7,0,0,0
B001G52ZHO,30,top50,10,7,7,79,79,0,63,34,29,79,50,29,63,63,0,29,29,0.5396825396825397,9,9,9,7,7,7,12,9,12,12,0,12,4,0,4,7,0,7,6,6,6
B001G773BU,11,top50,10,7,7,79,79,0,229,34,195,79,0,79,229,117,112,83,79,0.14847161572052403,16,16,16,5,5,5,12,9,12,178,0,79,4,0,0,7,0,0,1,1,1
B001G79X4U,9,top50,10,7,7,79,79,0,128,34,94,79,0,79,128,117,11,83,79,0.265625,13,13,13,10,9,10,9,0,9,68,0,68,4,0,2,8,0,0,10,10,10
B001G7GR5S,5,nonzero_bottom50,10,7,7,79,79,0,142,34,108,79,0,79,142,117,25,83,79,0.23943661971830985,4,4,4,5,5,5,14,13,14,4,0,4,5,0,0,7,0,0,94,9,84
B001G7HMEI,5,nonzero_bottom50,10,7,7,80,80,0,87,33,54,80,26,54,87,87,0,54,54,0.3793103448275862,26,26,26,4,4,4,10,1,10,30,0,30,4,0,4,8,0,8,0,0,0
B001G7OCSM,62,top50,10,7,7,80,80,0,83,33,50,80,30,50,83,83,0,50,50,0.39759036144578314,13,13,13,4,4,4,15,14,15,36,0,36,3,0,3,7,0,7,0,0,0
B001G7PIJ4,7,nonzero_bottom50,10,7,7,79,79,0,370,34,336,79,0,79,370,117,253,83,79,0.0918918918918919,33,33,33,9,0,9,13,0,13,297,0,59,4,0,0,9,0,0,0,0,0
B001G7PJAC,7,nonzero_bottom50,10,7,7,79,79,0,144,34,110,79,0,79,144,117,27,83,79,0.2361111111111111,13,13,13,4,4,4,12,12,12,99,2,85,4,0,0,7,0,0,0,0,0
B001G7PLBY,21,top50,10,7,7,79,79,0,269,34,235,79,0,79,269,117,152,83,79,0.12639405204460966,25,25,25,4,4,4,15,3,15,209,0,70,4,0,0,7,0,0,0,0,0
B001G7PLDW,7,nonzero_bottom50,10,7,7,80,80,0,62,33,29,80,51,29,62,62,0,29,29,0.532258064516129,22,22,22,6,6,6,9,3,9,9,0,9,4,0,4,7,0,7,0,0,0
B001G7PLOG,5,nonzero_bottom50,10,7,7,79,79,0,134,34,100,79,0,79,134,117,17,83,79,0.2537313432835821,24,24,24,5,5,5,13,3,13,75,0,72,4,0,0,8,0,0,0,0,0
B001G7PLZ0,6,nonzero_bottom50,10,7,7,79,79,0,172,34,138,79,0,79,172,117,55,83,79,0.19767441860465115,25,25,25,5,5,5,15,2,15,109,0,69,4,0,0,9,0,0,0,0,0
B001G7PMOK,11,top50,10,7,7,79,79,0,109,34,75,79,4,75,109,109,0,75,75,0.3119266055045872,23,23,23,5,5,5,61,4,61,2,0,2,4,0,4,8,0,8,0,0,0
B001G7PNU8,15,top50,10,7,7,80,80,0,89,33,56,80,24,56,89,89,0,56,56,0.3707865168539326,20,20,20,5,5,5,15,6,15,31,0,31,4,0,4,9,0,9,0,0,0
B001G7POOI,5,nonzero_bottom50,10,7,7,79,79,0,72,34,38,79,41,38,72,72,0,38,38,0.4722222222222222,20,20,20,5,5,5,9,7,9,21,0,21,4,0,4,8,0,8,0,0,0
B001G7PPNI,31,top50,10,7,7,79,79,0,215,34,181,79,0,79,215,117,98,83,79,0.15813953488372093,28,28,28,4,4,4,17,0,17,150,0,65,4,0,0,7,0,0,0,0,0
B001G7PQKA,3,nonzero_bottom50,10,7,7,79,79,0,111,34,77,79,2,77,111,111,0,77,77,0.3063063063063063,25,25,25,5,5,5,11,2,11,53,0,53,4,0,4,8,0,8,0,0,0
B001G7PSCQ,6,nonzero_bottom50,10,7,7,79,79,0,243,34,209,79,0,79,243,117,126,83,79,0.13991769547325103,19,19,19,5,5,5,12,8,12,189,0,78,5,0,0,8,0,0,0,0,0
B001G7PU4M,5,nonzero_bottom50,10,7,7,80,80,0,154,33,121,80,0,80,154,117,37,84,80,0.21428571428571427,25,25,25,5,5,5,12,1,12,95,0,72,4,0,0,8,0,0,0,0,0
B001G7PWAE,3,nonzero_bottom50,10,7,7,79,79,0,169,34,135,79,0,79,169,117,52,83,79,0.20118343195266272,17,17,17,5,5,5,14,10,14,116,0,78,4,0,0,8,0,0,0,0,0
B001G7PWCM,7,nonzero_bottom50,10,8,8,79,79,0,142,33,109,79,0,79,142,116,26,83,79,0.2323943661971831,16,16,16,5,5,5,22,10,22,81,0,70,5,0,0,8,0,0,0,0,0
B001G7PWD6,7,nonzero_bottom50,10,7,7,79,79,0,134,34,100,79,0,79,134,117,17,83,79,0.2537313432835821,18,18,18,5,5,5,14,9,14,81,0,77,4,0,0,7,0,0,0,0,0
B001G7PWI6,6,nonzero_bottom50,10,7,7,80,80,0,145,33,112,80,0,80,145,117,28,84,80,0.22758620689655173,18,18,18,5,5,5,13,8,13,14,0,14,5,0,0,8,0,0,76,0,63
B001G7PZRY,6,nonzero_bottom50,10,7,7,80,80,0,173,33,140,80,0,80,173,117,56,84,80,0.1907514450867052,27,27,27,5,5,5,17,0,17,29,0,29,5,0,0,8,0,0,70,0,31
B001G7QYZQ,7,nonzero_bottom50,10,7,7,79,79,0,89,34,55,79,24,55,89,89,0,55,55,0.38202247191011235,20,20,20,5,5,5,18,7,18,29,0,29,4,0,4,8,0,8,0,0,0
B001G7R2UM,6,nonzero_bottom50,10,7,7,80,80,0,128,33,95,80,0,80,128,117,11,84,80,0.2578125,16,16,16,5,5,5,18,10,18,69,0,69,5,0,5,10,0,0,0,0,0
B001G7R3JW,7,nonzero_bottom50,10,7,7,79,79,0,83,34,49,79,30,49,83,83,0,49,49,0.40963855421686746,23,23,23,7,7,7,15,2,15,22,0,22,4,0,4,7,0,7,0,0,0
B001G7R3QK,4,nonzero_bottom50,10,7,7,79,79,0,85,34,51,79,28,51,85,85,0,51,51,0.4,24,24,24,7,7,7,15,1,15,22,0,22,5,0,5,7,0,7,0,0,0
B001G8WF1M,7,nonzero_bottom50,10,7,7,79,79,0,97,34,63,79,16,63,97,97,0,63,63,0.35051546391752575,10,10,10,5,5,5,14,14,14,51,2,51,5,0,5,7,0,7,0,0,0
B001G9APMC,7,nonzero_bottom50,10,7,7,80,80,0,158,33,125,80,0,80,158,117,41,84,80,0.2088607594936709,17,17,17,6,6,6,14,8,14,105,0,77,4,0,0,7,0,0,0,0,0
B001GAOUZY,5,nonzero_bottom50,10,7,7,79,79,0,117,34,83,79,0,79,117,117,0,83,79,0.2905982905982906,18,18,18,5,5,5,15,9,15,61,0,61,5,0,5,8,0,8,0,0,0
B001GBF0A2,4,nonzero_bottom50,10,7,7,79,79,0,104,34,70,79,9,70,104,104,0,70,70,0.3269230769230769,12,12,12,4,4,4,13,13,13,58,2,58,4,0,4,8,0,8,0,0,0
B001GEEQ90,59,top50,10,7,7,79,79,0,189,34,155,79,0,79,189,117,72,83,79,0.17989417989417988,9,9,9,5,5,5,15,15,15,144,2,85,4,0,0,7,0,0,0,0,0
B001GELIBO,10,top50,10,7,7,79,79,0,105,34,71,79,8,71,105,105,0,71,71,0.3238095238095238,12,12,12,5,5,5,13,13,13,59,1,59,4,0,4,7,0,7,0,0,0
B001GF7W0Y,14,top50,10,7,7,79,79,0,123,34,89,79,0,79,123,117,6,83,79,0.2764227642276423,15,15,15,4,4,4,10,10,10,77,2,77,4,0,4,8,0,2,0,0,0
B001GGX0EK,16,top50,10,8,8,79,79,0,146,33,113,79,0,79,146,116,30,83,79,0.22602739726027396,14,14,14,4,4,4,17,13,17,95,0,78,4,0,0,7,0,0,0,0,0
B001GIM7R4,4,nonzero_bottom50,10,7,7,80,80,0,183,33,150,80,0,80,183,117,66,84,80,0.18032786885245902,12,12,12,5,5,5,15,14,15,133,0,82,5,0,0,8,0,0,0,0,0
B001GIOV1Y,4,nonzero_bottom50,10,7,7,79,79,0,189,34,155,79,0,79,189,117,72,83,79,0.17989417989417988,24,24,24,10,9,10,15,0,15,124,0,65,4,0,0,7,0,0,0,0,0
B001GIOV7S,13,top50,10,7,7,79,79,0,229,34,195,79,0,79,229,117,112,83,79,0.14847161572052403,21,21,21,10,10,10,22,1,22,21,0,21,4,0,0,8,0,0,134,0,38
B001GIOV82,17,top50,10,7,7,79,79,0,248,34,214,79,0,79,248,117,131,83,79,0.13709677419354838,22,22,22,10,10,10,11,0,11,22,0,22,4,0,0,7,0,0,163,0,47
B001GIOV8C,19,top50,10,7,7,79,79,0,169,34,135,79,0,79,169,117,52,83,79,0.20118343195266272,19,19,19,10,10,10,12,3,12,112,0,73,4,0,0,7,0,0,0,0,0
B001GIOV8M,5,nonzero_bottom50,10,7,7,79,79,0,287,34,253,79,0,79,287,117,170,83,79,0.11846689895470383,19,19,19,10,10,10,12,3,12,26,0,26,4,0,0,8,0,0,201,0,46
B001GIOW36,10,top50,10,7,7,79,79,0,49,34,15,79,64,15,49,49,0,15,15,0.6938775510204082,4,4,4,4,4,4,11,11,11,5,4,5,4,0,4,8,0,8,6,6,6
B001GIOW3G,57,top50,10,7,7,78,78,0,71,35,36,78,42,36,71,71,0,36,36,0.49295774647887325,29,29,29,5,5,5,14,0,14,5,0,5,5,0,5,8,0,8,0,0,0
B001GIOW72,5,nonzero_bottom50,10,7,7,79,79,0,112,34,78,79,1,78,112,112,0,78,78,0.30357142857142855,24,24,24,4,4,4,13,4,13,51,0,51,5,0,5,10,0,10,0,0,0
B001GKEX4M,5,nonzero_bottom50,10,7,7,80,80,0,59,33,26,80,54,26,59,59,0,26,26,0.559322033898305,17,17,17,5,5,5,15,9,15,5,0,5,4,0,4,8,0,8,0,0,0
B001GMANIK,9,top50,10,7,7,79,79,0,119,34,85,79,0,79,119,117,2,83,79,0.2857142857142857,26,26,26,8,7,8,9,0,9,59,0,59,4,0,4,8,0,6,0,0,0
B001GMN7K6,13,top50,10,7,7,79,79,0,94,34,60,79,19,60,94,94,0,60,60,0.3617021276595745,11,11,11,7,7,7,11,11,11,49,2,49,4,0,4,7,0,7,0,0,0
B001GMOKWU,8,top50,10,8,8,79,79,0,61,33,28,79,51,28,61,61,0,28,28,0.5409836065573771,14,14,14,5,5,5,13,12,13,12,0,12,4,0,4,8,0,8,0,0,0
B001GMUCUY,20,top50,10,7,7,79,79,0,56,34,22,79,57,22,56,56,0,22,22,0.6071428571428571,11,11,11,7,7,7,10,10,10,11,3,11,4,0,4,8,0,8,0,0,0
B001GN1VSK,4,nonzero_bottom50,10,7,7,79,79,0,106,34,72,79,7,72,106,106,0,72,72,0.32075471698113206,13,13,13,5,5,5,8,8,8,62,5,62,5,0,5,8,0,8,0,0,0
B001GN5S98,2,nonzero_bottom50,10,7,7,79,79,0,99,34,65,79,14,65,99,99,0,65,65,0.3434343434343434,19,19,19,5,5,5,13,8,13,8,0,8,4,0,4,8,0,8,35,0,35
B001GNBVRQ,13,top50,10,7,7,80,80,0,58,33,25,80,55,25,58,58,0,25,25,0.5689655172413793,12,12,12,4,4,4,9,9,9,16,5,16,4,0,4,8,0,8,0,0,0
B001GNBW0W,22,top50,10,7,7,79,79,0,60,34,26,79,53,26,60,60,0,26,26,0.5666666666666667,15,15,15,4,4,4,9,9,9,16,3,16,4,0,4,7,0,7,0,0,0
B001GPNWUI,7,nonzero_bottom50,10,7,7,79,79,0,118,34,84,79,0,79,118,117,1,83,79,0.288135593220339,18,18,18,4,4,4,12,10,12,67,0,67,4,0,4,8,0,7,0,0,0
B001GTK8P6,11,top50,10,7,7,80,80,0,173,33,140,80,0,80,173,117,56,84,80,0.1907514450867052,14,14,14,5,5,5,10,6,10,122,0,79,4,0,0,7,0,0,5,5,5
B001GTK9SC,10,top50,10,7,7,79,79,0,81,34,47,79,32,47,81,81,0,47,47,0.41975308641975306,23,23,23,5,5,5,10,4,10,26,0,26,5,0,5,7,0,7,0,0,0
B001GUUAT4,5,nonzero_bottom50,10,7,7,79,79,0,147,34,113,79,0,79,147,117,30,83,79,0.23129251700680273,13,13,13,4,4,4,12,12,12,102,2,85,4,0,0,7,0,0,0,0,0
B001GXEOC0,5,nonzero_bottom50,10,7,7,79,79,0,52,34,18,79,61,18,52,52,0,18,18,0.6538461538461539,15,15,15,5,5,5,10,10,10,5,1,5,4,0,4,8,0,8,0,0,0
B001GZUJ1I,4,nonzero_bottom50,10,7,7,79,79,0,94,34,60,79,19,60,94,94,0,60,60,0.3617021276595745,13,13,13,6,6,6,10,10,10,48,2,48,4,0,4,8,0,8,0,0,0
B001H0YT5Y,7,nonzero_bottom50,10,7,7,79,79,0,251,34,217,79,0,79,251,117,134,83,79,0.13545816733067728,14,14,14,7,7,7,9,9,9,204,1,84,4,0,0,8,0,0,0,0,0
B001H270RQ,38,top50,10,7,7,79,79,0,117,34,83,79,0,79,117,117,0,83,79,0.2905982905982906,24,24,24,6,6,6,12,2,12,59,0,59,4,0,4,7,0,7,0,0,0
B001H3JQ0E,6,nonzero_bottom50,10,7,7,79,79,0,140,34,106,79,0,79,140,117,23,83,79,0.24285714285714285,16,16,16,5,5,5,13,11,13,89,0,80,5,0,0,7,0,0,0,0,0
