user,target,sasrec_rank,pop_group,history_length
A1JE7PUM5I3R5F,B000ZMBSPE,4,head,3
A2LKYDFKXDIPKP,B000PHRIQM,39,head,3
A3AACI6O9HQ8HH,B004LUZ956,29,head,4
A22WQISGF6SVB2,B001MA0QY2,3,head,9
A32DQZVMFRM6MM,B007BLN17K,5,head,3
A3A5I6FV2SFVB1,B006UET5UG,48,head,5
A1XIBJHFDFPFLV,B000TKH6G2,2,head,3
AJPKDAFL8B7MO,B0043OYFKU,3,head,3
A1BTG38XSGYLW3,B009YSSLAU,17,head,7
ACMR2X2LRR1ZF,B004BCXAM8,34,head,9
A204857VL764X7,B0056GDG90,25,head,3
A1HVCR3L8W46MF,B0012J30LY,30,head,7
A2AC68C4B88P6U,B0020MMCJI,5,head,3
A1LANH1S1ZTBCG,B008PEXV3Q,11,head,3
A3WX2SCX5S6Q7,B004DIXYUI,22,head,3
A33BQXK2LZ1NZZ,B00C7DYBX0,42,head,3
A2WZV1X9Q1748S,B000ZMBSPE,33,head,5
A24H6QYK8PSNL7,B006WVCF18,20,head,4
A248VHNPAC5P87,B003S516XO,38,head,3
A1O80FSHN7HR8F,B004DIUWAI,26,head,11
A3UR5FRLA1LINI,B004D24818,28,head,4
A6XNNQSFEJCP7,B0046VGPHQ,17,head,4
A147FUNITGB21I,B00AHF1GK6,11,head,6
AUWPBMP5KCC4J,B003V265QW,47,head,5
A3ASASU3V9EXPB,B006IBM21K,26,head,4
A3VEGYHI13XZFG,B006U98T08,50,head,3
A24QQNIH88UWFZ,B005UBN2AO,36,head,6
AOMD9HN907MYF,B002WTC37A,2,head,7
A2DBM9UUZ5LWS7,B0013TM9UQ,23,head,6
A3AH998G4B6AY8,B001B0X05U,1,tail,4
A2J9TNG9EPPBWV,B001189I3A,4,head,3
A31Y28UEDXQ0HB,B002TSA90M,37,head,4
A3CTV620GE9Z3Q,B009T47YZ2,41,head,3
A264IRUOI346RO,B002OVV7F0,42,head,9
AK8R17VG1OSVF,B000TKH6G2,20,head,7
AF6EHFR0RBGHT,B005FYJB92,28,head,4
AFS5ZGZ2M3ZGV,B004Z40048,45,head,3
A1DGRO0NEY1UJA,B000P1S0N8,30,head,3
A1IZIT95268N0V,B0063TFLG0,5,head,6
A2TI8XP8GY1RO1,B002TSA90M,14,head,3
A3O8O1EMXIB3T9,B00H93NJLS,25,head,3
AGHIUO1B3IF8H,B00AAIOP44,38,head,11
A28ZCJZ4JCWDJ5,B000ZMBSPE,2,head,6
A26UCCQDIUG4LV,B004DK0UDA,2,head,5
ATMT1KGOUHVUI,B003MJ7Z0O,31,head,6
A4QZQPNTHDWOJ,B0062MAAAK,32,head,4
A1NTBK2TSOO1UM,B003ILUQPM,32,head,4
A1LB7Q32HHR7XL,B005PZ2PNK,23,head,3
A27UE9HJRZ22YI,B000ODNSR0,38,head,20
A24FQNZ2ZCP9UH,B008RS4LO8,37,head,8
A2LX85V0TVHUQK,B001MA0QY2,18,head,15
A1H0W7S2H5HC04,B004D24818,48,head,8
A2HCO89K07Z6V9,B002OVV7F0,29,head,3
A12VX5IDQKDW1L,B0063TFLG0,16,head,3
A2OLBTL2O78LU3,B00AO4E9L8,7,head,5
A2ZRQBRJIE7H0F,B00AAIOP44,31,head,3
A1UKA7HUAQAMY,B00EA4MHN0,46,head,3
A2W43L976C8ACL,B000L596FE,24,head,5
A1G3RLG5R6YJH8,B006OMHR1S,19,head,16
A28GQ5PS8RY3EK,B002RXW5BA,41,head,17
ASR169ZUX35H8,B004DIXYUI,42,head,3
A1WXJUUE8M1EKD,B00CE2JC9W,18,head,6
A1KXVPU0T4J2YG,B003EBNLIA,21,head,4
A309DHMXF8SW11,B00A0IWRUI,48,head,4
A1K3QZVWSQY3RS,B004DIXYWG,5,head,5
