item,top_k_similar_item,current_tensor_width,ffnf_cf_tensor_width,ffnf_metadata_tensor_width,ffnf_tensor_width_sum,current_active_tokens,ffnf_cf_active_tokens,ffnf_metadata_active_tokens,ffnf_active_tokens,current_link_visible,ffnf_link_visible,current_cf_visible,ffnf_cf_visible,current_metadata_visible,ffnf_metadata_visible,metadata_visible_gain,link_duplication_count,current_title_visible,ffnf_title_visible,current_brand_visible,ffnf_brand_visible,current_categories_visible,ffnf_categories_visible,current_description_visible,ffnf_description_visible,current_price_visible,ffnf_price_visible,current_salesrank_visible,ffnf_salesrank_visible,current_other_metadata_visible,ffnf_other_metadata_visible
B0002717EE,5,128,64,64,128,128,42,64,106,5,5,30,30,85,63,-22,0,10,10,5,5,11,11,56,34,0,0,0,0,0,0
B000277ATA,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,15,15,5,5,13,13,50,27,0,0,0,0,0,0
B0002791J2,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,11,11,5,5,11,11,56,33,0,0,0,0,0,0
B00027P7SQ,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,11,11,5,5,11,11,56,33,0,0,0,0,0,0
B000283X2M,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,7,7,5,5,18,18,47,30,5,0,0,0,0,0
B000283X3G,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,10,10,5,5,20,20,42,22,2,0,0,0,2,2
B000284X58,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,9,9,5,5,13,13,30,30,0,0,0,0,24,2
B000284X6M,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,10,10,5,5,18,18,50,27,0,0,0,0,0,0
B000284X6W,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,7,7,5,5,7,7,64,41,0,0,0,0,0,0
B000284XUS,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,7,7,5,5,19,19,43,20,0,0,0,0,8,8
B000284ZNI,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,13,13,5,5,8,8,57,34,0,0,0,0,0,0
B00028A0Z0,5,128,64,64,128,128,42,64,106,5,5,30,30,85,63,-22,0,5,5,5,5,6,6,66,44,0,0,0,0,0,0
B00028SAU2,5,128,64,64,128,90,41,49,90,5,5,29,29,48,48,0,0,9,9,5,5,11,11,5,5,4,4,9,9,0,0
B00028SBLU,5,128,64,64,128,120,40,64,104,5,5,28,28,79,63,-16,0,19,19,5,5,10,10,26,26,5,0,9,0,0,0
B00028X3ZO,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,9,9,5,5,9,9,60,37,0,0,0,0,0,0
B000296DSC,5,128,64,64,128,119,41,64,105,5,5,29,29,77,63,-14,0,7,7,5,5,18,18,28,28,5,1,9,0,0,0
B000296LJI,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,8,8,5,5,12,12,58,35,0,0,0,0,0,0
B000296LJS,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,6,6,5,5,12,12,60,37,0,0,0,0,0,0
B000296LPC,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,10,10,5,5,11,11,57,34,0,0,0,0,0,0
B000296LSO,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,8,8,5,5,10,10,60,37,0,0,0,0,0,0
B000297POI,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,19,19,5,5,12,12,47,24,0,0,0,0,0,0
B00029R660,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,8,8,5,5,14,14,53,30,0,0,0,0,2,2
B00029R6GA,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,12,12,5,5,15,15,48,28,0,0,0,0,2,0
B00029R6H4,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,13,13,5,5,15,15,50,27,0,0,0,0,0,0
B0002A5IBY,5,128,64,64,128,128,42,64,106,5,5,30,30,85,63,-22,0,28,28,5,5,13,13,36,14,0,0,0,0,0,0
B0002A5J04,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,24,24,5,5,11,11,43,20,0,0,0,0,0,0
B0002A5J0Y,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,15,15,5,5,18,18,45,22,0,0,0,0,0,0
B0002AHQWS,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,13,13,5,5,12,12,53,30,0,0,0,0,0,0
B0002AHVAA,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,9,9,5,5,13,13,52,29,0,0,0,0,3,3
B0002AUWKG,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,8,8,5,5,11,11,10,10,0,0,0,0,47,24
B0002BSTY6,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,9,9,5,5,18,18,51,28,0,0,0,0,0,0
B0002CK9SE,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,9,9,5,5,17,17,52,29,0,0,0,0,0,0
B0002CYPO8,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,16,16,5,5,14,14,48,25,0,0,0,0,0,0
B0002CYSQ8,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,13,13,5,5,10,10,55,32,0,0,0,0,0,0
B0002CYTXK,5,128,64,64,128,90,41,49,90,5,5,29,29,48,48,0,0,12,12,5,5,9,9,5,5,4,4,8,8,0,0
B0002D0F8W,5,128,64,64,128,96,40,56,96,5,5,28,28,55,55,0,0,7,7,5,5,19,19,5,5,5,5,9,9,0,0
B0002D0FDM,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,8,8,5,5,12,12,58,35,0,0,0,0,0,0
B0002D0FDW,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,6,6,5,5,14,14,58,35,0,0,0,0,0,0
B0002DF65Y,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,8,8,5,5,12,12,58,35,0,0,0,0,0,0
B0002E3B82,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,15,15,5,5,15,15,48,25,0,0,0,0,0,0
B0002EB5SA,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,8,8,5,5,15,15,52,29,0,0,0,0,2,2
B0002EH3IQ,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,13,13,5,5,17,17,48,25,0,0,0,0,0,0
B0002F6IVS,5,128,64,64,128,126,40,64,104,5,5,28,28,85,63,-22,0,16,16,5,5,15,15,32,24,4,0,8,0,0,0
B0002F704W,5,128,64,64,128,105,41,64,105,5,5,29,29,63,63,0,0,7,7,5,5,15,15,18,18,4,4,9,9,0,0
B0002F7KTW,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,14,14,5,5,15,15,49,26,0,0,0,0,0,0
B0002F7KUG,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,23,23,5,5,15,15,40,17,0,0,0,0,0,0
B0002FQUHK,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,7,7,5,5,12,12,59,36,0,0,0,0,0,0
B0002GFPXO,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,22,22,5,5,15,15,41,18,0,0,0,0,0,0
B0002GFSOA,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,7,7,5,5,12,12,59,36,0,0,0,0,0,0
B0002GZ60Q,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,15,15,5,5,11,11,34,11,0,0,0,0,17,17
B0002HABZU,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,7,7,5,5,12,12,52,29,0,0,0,0,6,6
B0002HL0BO,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,7,7,5,5,14,14,57,34,0,0,0,0,0,0
B0002HNNL4,5,128,64,64,128,128,42,64,106,5,5,30,30,85,63,-22,0,16,16,5,5,16,16,45,23,0,0,0,0,0,0
B0002HR3L0,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,14,14,5,5,15,15,49,26,0,0,0,0,0,0
B0002HR6KI,5,128,64,64,128,124,41,64,105,5,5,29,29,82,63,-19,0,14,14,5,5,15,15,30,26,4,0,9,0,0,0
B0002HRVJO,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,13,13,5,5,15,15,50,27,0,0,0,0,0,0
B0002HRXBK,5,128,64,64,128,89,41,48,89,5,5,29,29,47,47,0,0,11,11,5,5,8,8,5,5,4,4,9,9,0,0
B0002HWFBS,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,8,8,5,5,15,15,55,32,0,0,0,0,0,0
B0002HWFV8,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,10,10,5,5,15,15,53,30,0,0,0,0,0,0
B0002HY7KU,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,12,12,5,5,12,12,54,31,0,0,0,0,0,0
B0002HYBXS,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,15,15,5,5,11,11,52,29,0,0,0,0,0,0
B0002HYC00,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,18,18,5,5,12,12,48,25,0,0,0,0,0,0
B0002HYCCI,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,8,8,5,5,18,18,52,29,0,0,0,0,0,0
B0002HYCZA,5,128,64,64,128,119,41,64,105,5,5,29,29,77,63,-14,0,7,7,5,5,18,18,30,30,4,0,8,0,0,0
B0002HYD1S,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,11,11,5,5,18,18,49,26,0,0,0,0,0,0
B0002HYD2W,5,128,64,64,128,113,41,64,105,5,5,29,29,71,63,-8,0,9,9,5,5,18,18,20,20,5,5,9,1,0,0
B0002HYD5E,5,128,64,64,128,119,41,64,105,5,5,29,29,77,63,-14,0,7,7,5,5,18,18,29,29,4,0,9,0,0,0
B0002HYD72,5,128,64,64,128,117,41,64,105,5,5,29,29,75,63,-12,0,6,6,5,5,18,18,28,28,4,2,9,0,0,0
B0002HYD9A,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,12,12,5,5,18,18,37,25,4,0,5,0,0,0
B0002HYDB8,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,9,9,5,5,4,4,63,42,1,0,0,0,0,0
B0002HYDL8,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,12,12,5,5,18,18,43,25,4,0,0,0,0,0
B0002HYFF2,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,13,13,5,5,14,14,37,28,5,0,7,0,0,0
B0002HYFL6,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,4,4,5,5,14,14,60,37,0,0,0,0,0,0
B0002HYH50,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,10,10,5,5,14,14,54,31,0,0,0,0,0,0
B0002HYHSW,5,128,64,64,128,90,41,49,90,5,5,29,29,48,48,0,0,8,8,5,5,14,14,5,5,5,5,6,6,0,0
B0002HYHT6,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,9,9,5,5,14,14,55,32,0,0,0,0,0,0
B0002HYPG6,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,7,7,5,5,9,9,41,39,0,0,0,0,20,0
B0002HZHQI,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,8,8,5,5,14,14,48,33,4,0,2,0,0,0
B0002HZHUY,5,128,64,64,128,127,41,64,105,5,5,29,29,85,63,-22,0,13,13,5,5,14,14,34,28,5,0,9,0,0,0
B0002HZHXG,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,10,10,5,5,14,14,6,6,0,0,0,0,47,24
B0002HZLWI,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,9,9,5,5,10,10,59,36,0,0,0,0,0,0
B0002HZPVK,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,7,7,5,5,17,17,54,31,0,0,0,0,0,0
B0002HZS8U,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,17,17,5,5,12,12,47,26,1,0,0,0,0,0
B0002HZSQW,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,14,14,5,5,12,12,43,29,4,0,3,0,0,0
B0002HZSRQ,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,18,18,5,5,12,12,20,20,0,0,0,0,27,4
B0002HZSVW,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,9,9,5,5,11,11,58,35,0,0,0,0,0,0
B0002HZSX0,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,18,18,5,5,12,12,36,25,4,0,6,0,0,0
B0002I6NII,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,9,9,5,5,16,16,53,30,0,0,0,0,0,0
B0002IBTVY,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,8,8,5,5,15,15,50,32,4,0,0,0,0,0
B0002IBTXW,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,14,14,5,5,15,15,49,26,0,0,0,0,0,0
B0002IK9CO,5,128,64,64,128,124,41,64,105,5,5,29,29,82,63,-19,0,8,8,5,5,11,11,34,29,4,0,8,0,6,6
B0002ISF5W,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,12,12,5,5,4,4,62,39,0,0,0,0,0,0
B0002JJU3C,5,128,64,64,128,108,41,64,105,5,5,29,29,66,63,-3,0,18,18,5,5,9,9,19,19,4,4,6,3,0,0
B0002JZOL4,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,10,10,5,5,4,4,64,41,0,0,0,0,0,0
B0002KPGCU,5,128,64,64,128,113,41,64,105,5,5,29,29,71,63,-8,0,4,4,5,5,23,23,5,5,4,3,6,0,17,17
B0002KPGG6,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,18,18,5,5,17,17,36,13,0,0,0,0,6,6
B0002KQ7JQ,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,5,5,5,5,4,4,69,46,0,0,0,0,0,0
B0002KVKFM,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,7,7,5,5,18,18,53,30,0,0,0,0,0,0
B0002L515G,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,6,6,5,5,15,15,47,24,0,0,0,0,9,9
B0002L9HQU,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,8,8,5,5,18,18,52,29,0,0,0,0,0,0
B0002L9J2C,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,22,22,5,5,18,18,38,15,0,0,0,0,0,0
B0002MHMFM,5,128,64,64,128,115,41,64,105,5,5,29,29,73,63,-10,0,19,19,5,5,10,10,21,21,5,4,8,0,0,0
B0002MOJ62,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,15,15,5,5,11,11,52,29,0,0,0,0,0,0
B0002OH0YS,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,9,9,5,5,14,14,55,32,0,0,0,0,0,0
B0002P5GD4,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,24,24,5,5,0,0,33,10,0,0,0,0,21,21
B0002PUCFG,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,10,10,5,5,14,14,51,28,0,0,0,0,2,2
B0002Q0O4E,5,128,64,64,128,128,42,64,106,5,5,30,30,85,63,-22,0,5,5,5,5,15,15,50,35,4,0,1,0,0,0
B0002Q1XM6,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,22,22,5,5,15,15,41,18,0,0,0,0,0,0
B0002Q1XNA,5,128,64,64,128,128,40,64,104,5,5,28,28,87,63,-24,0,20,20,5,5,15,15,38,20,5,0,0,0,0,0
B0002Q2O9C,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,6,6,5,5,7,7,54,31,0,0,0,0,10,10
B0002SC7CE,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,8,8,5,5,14,14,56,33,0,0,0,0,0,0
B0002TG4BS,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,17,17,5,5,14,14,47,24,0,0,0,0,0,0
B0002TV2NS,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,4,4,5,5,9,9,65,42,0,0,0,0,0,0
B0002TV2O2,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,6,6,5,5,9,9,63,40,0,0,0,0,0,0
B0002U6IEA,5,128,64,64,128,119,41,64,105,5,5,29,29,77,63,-14,0,4,4,5,5,15,15,10,10,4,0,9,0,23,23
B0002UP01M,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,13,13,5,5,16,16,20,20,0,0,0,0,28,5
B0002UP0IA,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,13,13,5,5,13,13,50,29,1,0,0,0,0,0
B0002V82O8,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,12,12,5,5,9,9,53,30,0,0,0,0,3,3
B0002V84TQ,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,10,10,5,5,14,14,41,31,4,0,7,0,0,0
B0002V84X2,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,4,4,5,5,20,20,54,31,0,0,0,0,0,0
B0002VIVJO,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,16,16,5,5,19,19,43,20,0,0,0,0,0,0
B0002VJYSQ,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,11,11,5,5,12,12,55,32,0,0,0,0,0,0
B0002VNPL8,5,128,64,64,128,98,41,57,98,5,5,29,29,56,56,0,0,8,8,5,5,16,16,8,8,5,5,9,9,0,0
B0002VZ0ZC,5,128,64,64,128,128,42,64,106,6,6,29,29,85,63,-22,0,8,8,5,5,10,10,59,37,0,0,0,0,0,0
B0002WSKA8,5,128,64,64,128,115,41,64,105,5,5,29,29,73,63,-10,0,12,12,5,5,14,14,25,25,4,3,8,0,0,0
B0002XO5Z6,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,10,10,5,5,18,18,50,27,0,0,0,0,0,0
B0002YDPRO,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,13,13,5,5,14,14,51,28,0,0,0,0,0,0
B0002YDPT2,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,9,9,5,5,18,18,51,28,0,0,0,0,0,0
B0002YDPTW,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,8,8,5,5,18,18,52,29,0,0,0,0,0,0
B0002YDPX8,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,8,8,5,5,14,14,50,27,0,0,0,0,5,5
B0002YDPY2,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,14,14,5,5,18,18,46,23,0,0,0,0,0,0
B0002YDQ6O,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,9,9,5,5,11,11,58,35,0,0,0,0,0,0
B0002YDQBY,5,128,64,64,128,128,42,64,106,5,5,30,30,85,63,-22,0,6,6,5,5,18,18,53,31,0,0,0,0,0,0
B0002ZQFIY,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,10,10,5,5,9,9,59,36,0,0,0,0,0,0
B000301PG0,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,9,9,5,5,9,9,18,18,0,0,0,0,40,17
B0003069ZC,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,8,8,5,5,12,12,58,35,0,0,0,0,0,0
B000308FS6,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,7,7,5,5,4,4,67,44,0,0,0,0,0,0
B00030DEZA,5,128,64,64,128,128,42,64,106,6,6,29,29,85,63,-22,0,5,5,5,5,12,12,49,27,0,0,0,0,10,10
B00030EOIG,5,128,64,64,128,119,41,64,105,5,5,29,29,77,63,-14,0,16,16,5,5,14,14,25,25,4,0,8,0,0,0
B00030EP12,5,128,64,64,128,128,42,64,106,6,6,29,29,85,63,-22,0,9,9,5,5,10,10,58,36,0,0,0,0,0,0
B00030EP4E,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,11,11,5,5,10,10,47,34,4,0,4,0,0,0
B00030EPJE,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,14,14,5,5,12,12,52,29,0,0,0,0,0,0
B00030EPJO,5,128,64,64,128,122,41,64,105,5,5,29,29,80,63,-17,0,11,11,5,5,13,13,31,31,6,0,9,0,0,0
B00030LPWY,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,10,10,5,5,11,11,57,34,0,0,0,0,0,0
B00030LQK0,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,10,10,5,5,11,11,57,34,0,0,0,0,0,0
B00031XXAU,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,8,8,5,5,16,16,54,31,0,0,0,0,0,0
B0003MA0PK,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,5,5,5,5,9,9,64,41,0,0,0,0,0,0
B00061I3YS,5,128,64,64,128,116,41,64,105,5,5,29,29,74,63,-11,0,11,11,5,5,11,11,28,28,5,4,9,0,0,0
B00061I4U6,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,13,13,5,5,18,18,47,24,0,0,0,0,0,0
B00061MJZ2,5,128,64,64,128,128,42,64,106,6,6,29,29,85,63,-22,0,6,6,5,5,12,12,59,37,0,0,0,0,0,0
B0006216GO,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,6,6,5,5,9,9,59,40,3,0,0,0,0,0
B0006216Q4,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,9,9,5,5,16,16,53,30,0,0,0,0,0,0
B00062J99K,5,128,64,64,128,117,41,64,105,5,5,29,29,75,63,-12,0,16,16,5,5,14,14,23,23,4,1,8,0,0,0
B00062X6KS,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,11,11,5,5,11,11,56,33,0,0,0,0,0,0
B00062X6L2,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,13,13,5,5,11,11,54,31,0,0,0,0,0,0
B00062X6LC,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,12,12,5,5,11,11,55,32,0,0,0,0,0,0
B00063FDNA,5,128,64,64,128,128,42,64,106,5,5,30,30,85,63,-22,0,8,8,5,5,12,12,48,26,0,0,0,0,8,8
B00063FE66,5,128,64,64,128,128,42,64,106,6,6,29,29,85,63,-22,0,9,9,5,5,15,15,46,31,5,0,0,0,0,0
B000641DPQ,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,9,9,5,5,15,15,50,31,3,0,0,0,0,0
B000643A4S,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,5,5,5,5,12,12,61,38,0,0,0,0,0,0
B000643A52,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,4,4,5,5,12,12,58,35,0,0,0,0,3,3
B00064MUJE,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,4,4,5,5,10,10,58,41,5,0,0,0,0,0
B00064NZS4,5,128,64,64,128,112,41,64,105,5,5,29,29,70,63,-7,0,12,12,5,5,12,12,22,22,5,5,9,2,0,0
B00064SAP2,5,128,64,64,128,120,41,64,105,5,5,29,29,78,63,-15,0,21,21,5,5,11,11,24,23,4,0,8,0,0,0
B00064Z10Y,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,9,9,5,5,4,4,65,42,0,0,0,0,0,0
B00065AQ12,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,10,10,5,5,9,9,44,36,0,0,0,0,14,0
B00065AQ2Q,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,8,8,5,5,6,6,64,41,0,0,0,0,0,0
B00065VYHW,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,21,21,5,5,11,11,46,23,0,0,0,0,0,0
B00066LFT8,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,11,11,5,5,17,17,47,24,0,0,0,0,2,2
B00067AE44,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,10,10,5,5,9,9,59,36,0,0,0,0,0,0
B00067TAWG,5,128,64,64,128,120,41,64,105,5,5,29,29,78,63,-15,0,6,6,5,5,8,8,35,32,4,0,6,0,8,8
B00067U1OM,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,13,13,5,5,16,16,49,26,0,0,0,0,0,0
B00067Y4AO,5,128,64,64,128,106,41,64,105,5,5,29,29,64,63,-1,0,6,6,5,5,16,16,18,18,5,5,9,8,0,0
B00068Q7LC,5,128,64,64,128,118,41,64,105,5,5,29,29,76,63,-13,0,10,10,5,5,14,14,30,30,4,0,8,0,0,0
B00068S7OW,5,128,64,64,128,128,43,64,107,5,5,31,31,84,63,-21,0,8,8,5,5,9,9,59,38,0,0,0,0,0,0
B00068S82I,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,10,10,5,5,11,11,57,34,0,0,0,0,0,0
B00068S8IC,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,18,18,5,5,11,11,49,26,0,0,0,0,0,0
B0006FHAXO,5,128,64,64,128,117,41,64,105,5,5,29,29,75,63,-12,0,6,6,5,5,13,13,34,34,4,1,8,0,0,0
B0006FSEOI,5,128,64,64,128,128,42,64,106,6,6,29,29,85,63,-22,0,7,7,5,5,11,11,59,37,0,0,0,0,0,0
B0006FUFL8,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,15,15,5,5,16,16,47,24,0,0,0,0,0,0
B0006FUG26,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,14,14,5,5,16,16,48,25,0,0,0,0,0,0
B0006FUH4S,5,128,64,64,128,128,42,64,106,5,5,30,30,85,63,-22,0,15,15,5,5,16,16,46,24,0,0,0,0,0,0
B0006GK2K6,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,6,6,5,5,12,12,60,37,0,0,0,0,0,0
B0006GK5GW,5,128,64,64,128,118,41,64,105,5,5,29,29,76,63,-13,0,5,5,5,5,12,12,38,38,3,0,8,0,0,0
B0006GK6W0,5,128,64,64,128,91,42,49,91,5,5,30,30,48,48,0,0,6,6,5,5,14,14,6,6,4,4,8,8,0,0
B0006GK9RC,5,128,64,64,128,128,42,64,106,5,5,30,30,85,63,-22,0,12,12,5,5,14,14,51,29,0,0,0,0,0,0
B0006GK9ZY,5,128,64,64,128,106,41,64,105,5,5,29,29,64,63,-1,0,10,10,5,5,12,12,19,19,4,4,9,8,0,0
B0006GKATO,5,128,64,64,128,101,42,59,101,5,5,30,30,58,58,0,0,4,4,5,5,12,12,20,20,4,4,8,8,0,0
B0006GKBT8,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,4,4,5,5,12,12,55,39,4,0,1,0,0,0
B0006GKFHQ,5,128,64,64,128,84,41,43,84,5,5,29,29,42,42,0,0,5,5,5,5,12,12,5,5,4,4,6,6,0,0
B0006GKKJE,5,128,64,64,128,128,41,64,105,5,5,29,29,86,63,-23,0,11,11,5,5,12,12,55,32,0,0,0,0,0,0
