dataset,sample_key,user_id,item,history_rank_from_recent,coarse_start,fine_passage,fine_start,lexical_token_count,matched_cosine,mean_mismatch_cosine,matched_minus_mean_mismatch,hard_margin,top1_correct,mismatch
Toys,AU43F412YLCAC:7:B004XJYADM,AU43F412YLCAC,B003FLMZN6,1,12,2,2,6,0.6587539315223694,0.08920656144618988,0.5695473700761795,0.29648685455322266,1,0
Toys,AU43F412YLCAC:7:B004XJYADM,AU43F412YLCAC,B003EIK136,2,20,3,2,5,0.6208564639091492,0.15997129678726196,0.4608851671218872,0.28798186779022217,1,0
Toys,AU43F412YLCAC:7:B004XJYADM,AU43F412YLCAC,B003AIM52A,3,27,4,2,5,0.5615771412849426,0.2809457778930664,0.2806313633918762,0.17556655406951904,1,0
Toys,AU43F412YLCAC:7:B004XJYADM,AU43F412YLCAC,B000096QNK,4,34,5,2,5,0.5291906595230103,0.131577268242836,0.39761339128017426,0.33825770020484924,1,0
Toys,A35N4FNDV5L3LK:10:B008KOHF4W,A35N4FNDV5L3LK,B0060FN7B8,0,5,1,2,5,0.6765040755271912,0.3366340696811676,0.33987000584602356,0.25197815895080566,1,0
Toys,A35N4FNDV5L3LK:10:B008KOHF4W,A35N4FNDV5L3LK,B006O6F1NK,1,12,2,2,6,0.6477409601211548,0.24793672561645508,0.3998042345046997,0.31400516629219055,1,0
Toys,A35N4FNDV5L3LK:10:B008KOHF4W,A35N4FNDV5L3LK,B004083ELK,2,20,3,2,5,0.5782601237297058,0.2168789505958557,0.3613811731338501,0.2797548174858093,1,0
Toys,A35N4FNDV5L3LK:10:B008KOHF4W,A35N4FNDV5L3LK,B006OG75ES,3,27,4,2,5,0.4496212303638458,0.1894325166940689,0.2601887136697769,0.21679580211639404,1,0
Toys,A35N4FNDV5L3LK:10:B008KOHF4W,A35N4FNDV5L3LK,B004B8FIZO,4,34,5,2,5,0.5541210174560547,0.23916971683502197,0.3149513006210327,0.0949341356754303,1,0
Toys,A2ZL6G5WLFPTFK:12:B000GJ5GMW,A2ZL6G5WLFPTFK,B0083TXWMI,0,5,1,2,5,0.5321063995361328,0.3403775095939636,0.1917288899421692,0.06006437540054321,1,0
Toys,A2ZL6G5WLFPTFK:12:B000GJ5GMW,A2ZL6G5WLFPTFK,B006O6FI5Q,1,12,2,2,5,0.6307010650634766,0.29212310910224915,0.3385779559612274,0.2942127287387848,1,0
Toys,A2ZL6G5WLFPTFK:12:B000GJ5GMW,A2ZL6G5WLFPTFK,B004B3BVW8,2,19,3,2,5,0.5608733296394348,0.3434112071990967,0.21746212244033813,0.15028870105743408,1,0
Toys,A2ZL6G5WLFPTFK:12:B000GJ5GMW,A2ZL6G5WLFPTFK,B005E9ZZGG,3,26,4,2,5,0.5666844248771667,0.2879178524017334,0.27876657247543335,0.2371712327003479,1,0
Toys,A2ZL6G5WLFPTFK:12:B000GJ5GMW,A2ZL6G5WLFPTFK,B000FK3WDC,4,33,5,2,5,0.522108793258667,0.3043742775917053,0.21773451566696167,0.18458342552185059,1,0
Toys,AFO678EAGH4Y9:14:B008MJ62PI,AFO678EAGH4Y9,B00GTCKNYQ,0,5,1,2,5,0.6627483367919922,0.31739065051078796,0.3453576862812042,0.3190856873989105,1,0
Toys,AFO678EAGH4Y9:14:B008MJ62PI,AFO678EAGH4Y9,B00B28IQ50,1,12,2,2,5,0.5441784858703613,0.2550870180130005,0.28909146785736084,0.2589466869831085,1,0
Toys,AFO678EAGH4Y9:14:B008MJ62PI,AFO678EAGH4Y9,B007G84MLM,2,19,3,2,6,0.5703858137130737,0.28804177045822144,0.2823440432548523,0.22952181100845337,1,0
Toys,AFO678EAGH4Y9:14:B008MJ62PI,AFO678EAGH4Y9,B00C6PYQAM,3,27,4,2,5,0.5784567594528198,0.22876225411891937,0.34969450533390045,0.30203157663345337,1,0
Toys,AFO678EAGH4Y9:14:B008MJ62PI,AFO678EAGH4Y9,B0083SSLWK,4,34,5,2,5,0.48043179512023926,0.2744150459766388,0.20601674914360046,0.12473878264427185,1,0
Toys,A175TVQLNLP30:11:B00DQC2FPM,A175TVQLNLP30,B005OZYUIO,0,5,1,2,5,0.6617434024810791,0.2856326401233673,0.3761107623577118,0.27986037731170654,1,0
Toys,A175TVQLNLP30:11:B00DQC2FPM,A175TVQLNLP30,B002MUANJE,1,12,2,2,5,0.6521535515785217,0.25777751207351685,0.3943760395050049,0.34597906470298767,1,0
Toys,A175TVQLNLP30:11:B00DQC2FPM,A175TVQLNLP30,B00134PM7I,2,19,3,2,5,0.48601317405700684,0.2665258049964905,0.21948736906051636,0.16232231259346008,1,0
Toys,A175TVQLNLP30:11:B00DQC2FPM,A175TVQLNLP30,B001UBG07K,3,26,4,2,5,0.48146718740463257,0.2242271602153778,0.25724002718925476,0.19469374418258667,1,0
Toys,A175TVQLNLP30:11:B00DQC2FPM,A175TVQLNLP30,B004SN4T16,4,33,5,2,5,0.5071591734886169,0.20733290910720825,0.2998262643814087,0.2574397027492523,1,0
Toys,A20NYN4XEFPIBP:7:B007RM5CN4,A20NYN4XEFPIBP,B007Q0O9UY,0,5,1,2,5,0.6772333979606628,0.3747241199016571,0.30250927805900574,0.15679126977920532,1,0
Toys,A20NYN4XEFPIBP:7:B007RM5CN4,A20NYN4XEFPIBP,B0060GDR62,1,12,2,2,5,0.6168622374534607,0.308037132024765,0.3088251054286957,0.19864171743392944,1,0
Toys,A20NYN4XEFPIBP:7:B007RM5CN4,A20NYN4XEFPIBP,B005VPREJO,2,19,3,2,5,0.5822243690490723,0.34142908453941345,0.2407952845096588,0.09039166569709778,1,0
Toys,A20NYN4XEFPIBP:7:B007RM5CN4,A20NYN4XEFPIBP,B005VPRE3U,3,26,4,2,5,0.5774753093719482,0.26416605710983276,0.3133092522621155,0.25774186849594116,1,0
Toys,A20NYN4XEFPIBP:7:B007RM5CN4,A20NYN4XEFPIBP,B00164THOY,4,33,5,2,5,0.5990509390830994,0.18628045916557312,0.41277047991752625,0.3596815913915634,1,0
Toys,A1U9EX5JY2P5IH:10:B003HC92N4,A1U9EX5JY2P5IH,B0000AVBPM,0,5,1,2,5,0.703839123249054,0.26856207847595215,0.4352770447731018,0.39411643147468567,1,0
Toys,A1U9EX5JY2P5IH:10:B003HC92N4,A1U9EX5JY2P5IH,B000NW77J2,1,12,2,2,5,0.7001582980155945,0.276925265789032,0.4232330322265625,0.366790771484375,1,0
Toys,A1U9EX5JY2P5IH:10:B003HC92N4,A1U9EX5JY2P5IH,B000OLE86C,2,19,3,2,5,0.5964173078536987,0.18560299277305603,0.4108143150806427,0.33154743909835815,1,0
Toys,A1U9EX5JY2P5IH:10:B003HC92N4,A1U9EX5JY2P5IH,B000EBFPSC,3,26,4,2,5,0.5182742476463318,0.2763349413871765,0.24193930625915527,0.18950983881950378,1,0
Toys,A1U9EX5JY2P5IH:10:B003HC92N4,A1U9EX5JY2P5IH,B000LT2ILE,4,33,5,2,5,0.5620595812797546,0.21178007125854492,0.3502795100212097,0.2814716696739197,1,0
Toys,A8WEXFRWX1ZHH:12:B00CNNPPV6,A8WEXFRWX1ZHH,B00CI6JPNM,0,5,1,2,5,0.6878733038902283,0.3660452365875244,0.32182806730270386,0.25264787673950195,1,0
Toys,A8WEXFRWX1ZHH:12:B00CNNPPV6,A8WEXFRWX1ZHH,B00B99ET58,1,12,2,2,5,0.6247414350509644,0.3350176513195038,0.28972378373146057,0.26319193840026855,1,0
Toys,A8WEXFRWX1ZHH:12:B00CNNPPV6,A8WEXFRWX1ZHH,B002JSM3KQ,2,19,3,2,5,0.5048589110374451,0.2591278553009033,0.24573105573654175,0.15826207399368286,1,0
Toys,A8WEXFRWX1ZHH:12:B00CNNPPV6,A8WEXFRWX1ZHH,B00CJO8ZZW,3,26,4,2,5,0.6086481809616089,0.27311456203460693,0.33553361892700195,0.22565361857414246,1,0
Toys,A8WEXFRWX1ZHH:12:B00CNNPPV6,A8WEXFRWX1ZHH,B00AJE1CY0,4,33,5,2,5,0.5942436456680298,0.2672623097896576,0.3269813358783722,0.14637824892997742,1,0
Toys,A2NC23RL8SVGAL:7:B001BS1U8Q,A2NC23RL8SVGAL,B005PO8SX2,0,5,1,2,5,0.7607234716415405,0.4779409170150757,0.28278255462646484,0.05893850326538086,1,0
Toys,A2NC23RL8SVGAL:7:B001BS1U8Q,A2NC23RL8SVGAL,B0042TBGC6,1,12,2,2,5,0.7590598464012146,0.4648186266422272,0.2942412197589874,0.05074620246887207,1,0
Toys,A2NC23RL8SVGAL:7:B001BS1U8Q,A2NC23RL8SVGAL,B005ZUG3GA,2,19,3,2,5,0.7278833389282227,0.4180862307548523,0.30979710817337036,0.10290610790252686,1,0
Toys,A2NC23RL8SVGAL:7:B001BS1U8Q,A2NC23RL8SVGAL,B004SCELN8,3,26,4,2,5,0.4731980264186859,0.2121264934539795,0.2610715329647064,0.19651371240615845,1,0
Toys,A2NC23RL8SVGAL:7:B001BS1U8Q,A2NC23RL8SVGAL,B000F8T026,4,33,5,2,5,0.532181978225708,0.20204342901706696,0.33013854920864105,0.31089338660240173,1,0
Toys,AJKN1OQ368JGH:15:B00006IFH0,AJKN1OQ368JGH,B002X8ROD8,0,5,1,2,5,0.6785054206848145,0.23446984589099884,0.4440355747938156,0.3928920030593872,1,0
Toys,AJKN1OQ368JGH:15:B00006IFH0,AJKN1OQ368JGH,B0017JBR6O,1,12,2,2,5,0.5956038236618042,0.1673458367586136,0.4282579869031906,0.368133008480072,1,0
Toys,AJKN1OQ368JGH:15:B00006IFH0,AJKN1OQ368JGH,B00284C4FK,2,19,3,2,5,0.5717784762382507,0.24686136841773987,0.32491710782051086,0.22962895035743713,1,0
Toys,AJKN1OQ368JGH:15:B00006IFH0,AJKN1OQ368JGH,B0015AM26E,3,26,4,2,5,0.5897149443626404,0.23765501379966736,0.352059930562973,0.2542719542980194,1,0
Toys,AJKN1OQ368JGH:15:B00006IFH0,AJKN1OQ368JGH,B001US4G9M,4,33,5,2,5,0.5611174702644348,0.19416344165802002,0.3669540286064148,0.30778801441192627,1,0
Toys,A1JHXOJ6203FDL:6:B003TUKEM2,A1JHXOJ6203FDL,B001RPWM7Q,0,5,1,2,5,0.6790786981582642,0.2464296966791153,0.43264900147914886,0.3375702202320099,1,0
Toys,A1JHXOJ6203FDL:6:B003TUKEM2,A1JHXOJ6203FDL,B00026ZEDK,1,12,2,2,5,0.6191766858100891,0.15021996200084686,0.46895672380924225,0.30662989616394043,1,0
Toys,A1JHXOJ6203FDL:6:B003TUKEM2,A1JHXOJ6203FDL,B0021GBBFE,2,19,3,2,5,0.5416675209999084,0.15124189853668213,0.3904256224632263,0.34519729018211365,1,0
Toys,A1JHXOJ6203FDL:6:B003TUKEM2,A1JHXOJ6203FDL,B000JSI63G,3,26,4,2,5,0.512274980545044,0.23281633853912354,0.2794586420059204,0.11807084083557129,1,0
Toys,A1JHXOJ6203FDL:6:B003TUKEM2,A1JHXOJ6203FDL,B002Q7IE9O,4,33,5,2,5,0.5237013697624207,0.21615087985992432,0.30755048990249634,0.12507173418998718,1,0
Toys,A1Y1IE41K2NDT1:6:B00DAIZGTE,A1Y1IE41K2NDT1,B00840LBME,0,5,1,2,5,0.6824178695678711,0.48995542526245117,0.19246244430541992,0.09629511833190918,1,0
Toys,A1Y1IE41K2NDT1:6:B00DAIZGTE,A1Y1IE41K2NDT1,B00840LB74,1,12,2,2,5,0.6741019487380981,0.5078986883163452,0.16620326042175293,0.06888782978057861,1,0
Toys,A1Y1IE41K2NDT1:6:B00DAIZGTE,A1Y1IE41K2NDT1,B00840LB56,2,19,3,2,5,0.6400971412658691,0.47341883182525635,0.1666783094406128,0.07077932357788086,1,0
Toys,A1Y1IE41K2NDT1:6:B00DAIZGTE,A1Y1IE41K2NDT1,B00840LB4M,3,26,4,2,5,0.616402804851532,0.4529564380645752,0.1634463667869568,0.0739368200302124,1,0
Toys,A1Y1IE41K2NDT1:6:B00DAIZGTE,A1Y1IE41K2NDT1,B000FMQS90,4,33,5,2,5,0.5000377893447876,0.252358615398407,0.24767917394638062,0.19871661067008972,1,0
Toys,AHCB4316MB6UM:5:B00934IV9G,AHCB4316MB6UM,B006ZMTFQW,0,5,1,2,5,0.7757404446601868,0.43182989954948425,0.3439105451107025,0.2141161561012268,1,0
Toys,AHCB4316MB6UM:5:B00934IV9G,AHCB4316MB6UM,B006RQ8UNA,1,12,2,2,5,0.7450519800186157,0.3737267553806305,0.37132522463798523,0.2850605845451355,1,0
Toys,AHCB4316MB6UM:5:B00934IV9G,AHCB4316MB6UM,B007XVYT1A,2,19,3,2,5,0.6119982004165649,0.24457696080207825,0.3674212396144867,0.3165971338748932,1,0
Toys,AHCB4316MB6UM:5:B00934IV9G,AHCB4316MB6UM,B006RQ8TVS,3,26,4,2,5,0.6081752777099609,0.2999935746192932,0.3081817030906677,0.25734809041023254,1,0
Toys,AHCB4316MB6UM:5:B00934IV9G,AHCB4316MB6UM,B006RQ8ULC,4,33,5,2,5,0.5842384696006775,0.2768314480781555,0.307407021522522,0.1615372598171234,1,0
Toys,A34SPFZIHHN907:12:B001I3NZFK,A34SPFZIHHN907,B005GTJ0L0,0,5,1,2,5,0.7065520286560059,0.2201348841190338,0.48641714453697205,0.38829925656318665,1,0
Toys,A34SPFZIHHN907:12:B001I3NZFK,A34SPFZIHHN907,B0007LDHWK,1,12,2,2,5,0.697588324546814,0.234156996011734,0.46343132853507996,0.23777395486831665,1,0
Toys,A34SPFZIHHN907:12:B001I3NZFK,A34SPFZIHHN907,B004PZZCSG,2,19,3,2,5,0.5955067873001099,0.17678098380565643,0.41872580349445343,0.3659840226173401,1,0
Toys,A34SPFZIHHN907:12:B001I3NZFK,A34SPFZIHHN907,B00004TQLI,3,26,4,2,5,0.5482745170593262,0.2635968029499054,0.2846777141094208,-0.0453457236289978,0,1
Toys,A34SPFZIHHN907:12:B001I3NZFK,A34SPFZIHHN907,B004Z7H14M,4,33,5,2,5,0.5215526223182678,0.18960288166999817,0.33194974064826965,0.2601701617240906,1,0
Toys,A19WEEGB05YAZ3:32:B002JWOKF8,A19WEEGB05YAZ3,B00BN6QAVI,0,5,1,2,5,0.7546780109405518,0.33408915996551514,0.4205888509750366,0.2496548891067505,1,0
Toys,A19WEEGB05YAZ3:32:B002JWOKF8,A19WEEGB05YAZ3,B003WMC6U0,1,12,2,2,5,0.6831589937210083,0.3498417139053345,0.33331727981567383,0.1232488751411438,1,0
Toys,A19WEEGB05YAZ3:32:B002JWOKF8,A19WEEGB05YAZ3,B0075XNGGK,2,19,3,2,5,0.6018587350845337,0.1595056802034378,0.4423530548810959,0.37757375836372375,1,0
Toys,A19WEEGB05YAZ3:32:B002JWOKF8,A19WEEGB05YAZ3,B00CG0CL1S,3,26,4,2,5,0.5837815999984741,0.20915909111499786,0.37462250888347626,0.33806222677230835,1,0
Toys,A19WEEGB05YAZ3:32:B002JWOKF8,A19WEEGB05YAZ3,B00BN6QAXQ,4,33,5,2,5,0.5145310163497925,0.3359333276748657,0.17859768867492676,-0.02435898780822754,0,1
Toys,AJ7VVCALVT8KP:9:B009TQA8NK,AJ7VVCALVT8KP,B000LGXP64,0,5,1,2,5,0.6539145708084106,0.2155616283416748,0.43835294246673584,0.36412519216537476,1,0
Toys,AJ7VVCALVT8KP:9:B009TQA8NK,AJ7VVCALVT8KP,B00001ZWV7,1,12,2,2,5,0.5714194774627686,0.13059088587760925,0.4408285915851593,0.37939929962158203,1,0
Toys,AJ7VVCALVT8KP:9:B009TQA8NK,AJ7VVCALVT8KP,B00DMC6KAC,2,19,3,2,5,0.5329803824424744,0.17228998243808746,0.3606904000043869,0.2838064581155777,1,0
Toys,AJ7VVCALVT8KP:9:B009TQA8NK,AJ7VVCALVT8KP,B007EA6RLU,3,26,4,2,5,0.5447826981544495,0.1659001260995865,0.378882572054863,0.30660904943943024,1,0
Toys,AJ7VVCALVT8KP:9:B009TQA8NK,AJ7VVCALVT8KP,B009TMYBZU,4,33,5,2,5,0.5959798693656921,0.13925768435001373,0.4567221850156784,0.3482919782400131,1,0
Toys,A1I7X9OCFFF5M9:7:B0007YDCKE,A1I7X9OCFFF5M9,B000641DPQ,0,5,1,2,5,0.6061128973960876,0.2711150050163269,0.33499789237976074,0.27290278673171997,1,0
Toys,A1I7X9OCFFF5M9:7:B0007YDCKE,A1I7X9OCFFF5M9,B000283X3G,1,12,2,2,5,0.656749427318573,0.22890567779541016,0.42784374952316284,0.3714568316936493,1,0
Toys,A1I7X9OCFFF5M9:7:B0007YDCKE,A1I7X9OCFFF5M9,B0001X0DR6,2,19,3,2,5,0.6486114263534546,0.30854517221450806,0.34006625413894653,0.27799004316329956,1,0
Toys,A1I7X9OCFFF5M9:7:B0007YDCKE,A1I7X9OCFFF5M9,B000087L1K,3,26,4,2,5,0.6115491390228271,0.31658533215522766,0.2949638068675995,0.18119919300079346,1,0
Toys,A1I7X9OCFFF5M9:7:B0007YDCKE,A1I7X9OCFFF5M9,B000062XQ5,4,33,5,2,5,0.5742077827453613,0.2967255115509033,0.277482271194458,0.2205142378807068,1,0
Toys,AR9ZOC5B1U5H1:6:B00022F0WO,AR9ZOC5B1U5H1,B00006IJE7,0,5,1,2,5,0.7309557199478149,0.3080850839614868,0.4228706359863281,0.34811171889305115,1,0
Toys,AR9ZOC5B1U5H1:6:B00022F0WO,AR9ZOC5B1U5H1,B0002D0FDW,1,12,2,2,5,0.698955774307251,0.2385655790567398,0.46039019525051117,0.3875051736831665,1,0
Toys,AR9ZOC5B1U5H1:6:B00022F0WO,AR9ZOC5B1U5H1,B00004T2WP,2,19,3,2,5,0.6526185274124146,0.34827661514282227,0.3043419122695923,0.24933260679244995,1,0
Toys,AR9ZOC5B1U5H1:6:B00022F0WO,AR9ZOC5B1U5H1,B0006ST0XE,3,26,4,2,5,0.5120160579681396,0.3064747452735901,0.20554131269454956,0.1615261435508728,1,0
Toys,AR9ZOC5B1U5H1:6:B00022F0WO,AR9ZOC5B1U5H1,B0001AEZTG,4,33,5,2,5,0.5619738101959229,0.3781144917011261,0.18385931849479675,0.11756956577301025,1,0
Toys,A131CHPB837LF2:5:B00CXEXNL4,A131CHPB837LF2,B00BD9AIUE,0,5,1,2,5,0.6919833421707153,0.29221808910369873,0.3997652530670166,0.2433018684387207,1,0
Toys,A131CHPB837LF2:5:B00CXEXNL4,A131CHPB837LF2,B005AHICA8,1,12,2,2,5,0.6500659584999084,0.2823691666126251,0.3676967918872833,0.2630891501903534,1,0
Toys,A131CHPB837LF2:5:B00CXEXNL4,A131CHPB837LF2,B004UKNJCM,2,19,3,2,5,0.596824049949646,0.272987961769104,0.323836088180542,0.2259698510169983,1,0
Toys,A131CHPB837LF2:5:B00CXEXNL4,A131CHPB837LF2,B002CSRZKQ,3,26,4,2,5,0.5254189372062683,0.1795167326927185,0.3459022045135498,0.2913275212049484,1,0
Toys,A131CHPB837LF2:5:B00CXEXNL4,A131CHPB837LF2,B007N0KZ64,4,33,5,2,5,0.4986844062805176,0.19484464824199677,0.3038397580385208,0.20346224308013916,1,0
Toys,A1RVXZ3K4XL2S2:6:B00519PJTW,A1RVXZ3K4XL2S2,B0028AED26,0,5,1,2,5,0.710938572883606,0.24217408895492554,0.4687644839286804,0.4218598008155823,1,0
Toys,A1RVXZ3K4XL2S2:6:B00519PJTW,A1RVXZ3K4XL2S2,B006UBM1M8,1,12,2,2,5,0.6419597864151001,0.2600061297416687,0.3819536566734314,0.20231592655181885,1,0
Toys,A1RVXZ3K4XL2S2:6:B00519PJTW,A1RVXZ3K4XL2S2,B00361FUG4,2,19,3,2,5,0.533537745475769,0.2467089593410492,0.28682878613471985,0.22240081429481506,1,0
Toys,A1RVXZ3K4XL2S2:6:B00519PJTW,A1RVXZ3K4XL2S2,B002YNS0EE,3,26,4,2,5,0.6364445090293884,0.15925730764865875,0.4771872013807297,0.41745197772979736,1,0
Toys,A1RVXZ3K4XL2S2:6:B00519PJTW,A1RVXZ3K4XL2S2,B002BY2C4U,4,33,5,2,5,0.5649492740631104,0.2884190082550049,0.27653026580810547,0.08964234590530396,1,0
Toys,AGOS889EYCZ6I:19:B005IFVYDO,AGOS889EYCZ6I,B002OFN9TS,0,5,1,2,5,0.7192254662513733,0.3289705216884613,0.390254944562912,0.30852457880973816,1,0
Toys,AGOS889EYCZ6I:19:B005IFVYDO,AGOS889EYCZ6I,B00CMNX9YC,1,12,2,2,5,0.6180527806282043,0.30560368299484253,0.3124490976333618,0.20729640126228333,1,0
Toys,AGOS889EYCZ6I:19:B005IFVYDO,AGOS889EYCZ6I,B0051938EA,2,19,3,2,5,0.6051104664802551,0.3536228537559509,0.2514876127243042,0.12179878354072571,1,0
Toys,AGOS889EYCZ6I:19:B005IFVYDO,AGOS889EYCZ6I,B00008X340,3,26,4,2,5,0.5638591647148132,0.21500331163406372,0.3488558530807495,0.31075218319892883,1,0
Toys,AGOS889EYCZ6I:19:B005IFVYDO,AGOS889EYCZ6I,B00B2HH10M,4,33,5,2,5,0.48848462104797363,0.20463082194328308,0.28385379910469055,0.21791020035743713,1,0
Toys,A2VSTCKMUB46LL:6:B00004YO0Y,A2VSTCKMUB46LL,B0007YDES4,0,5,1,2,5,0.654168963432312,0.3177490830421448,0.33641988039016724,0.32688313722610474,1,0
Toys,A2VSTCKMUB46LL:6:B00004YO0Y,A2VSTCKMUB46LL,B0007WWZK4,1,12,2,2,5,0.7282797694206238,0.4291033148765564,0.2991764545440674,0.256672739982605,1,0
Toys,A2VSTCKMUB46LL:6:B00004YO0Y,A2VSTCKMUB46LL,B0002YDPRO,2,19,3,2,5,0.6409302949905396,0.44521376490592957,0.19571653008460999,0.14667952060699463,1,0
Toys,A2VSTCKMUB46LL:6:B00004YO0Y,A2VSTCKMUB46LL,B0001X0DQW,3,26,4,2,5,0.6477959156036377,0.48858630657196045,0.15920960903167725,0.12033653259277344,1,0
Toys,A2VSTCKMUB46LL:6:B00004YO0Y,A2VSTCKMUB46LL,B000062XQ8,4,33,5,2,5,0.6726920008659363,0.36752551794052124,0.30516648292541504,0.24491024017333984,1,0
Toys,AF9C35MUJ5UM9:5:B002XULJE6,AF9C35MUJ5UM9,B000T2YKIM,0,5,1,2,5,0.6892999410629272,0.26520079374313354,0.4240991473197937,0.3295608460903168,1,0
Toys,AF9C35MUJ5UM9:5:B002XULJE6,AF9C35MUJ5UM9,B0017JBR6O,1,12,2,2,5,0.580040454864502,0.21635787189006805,0.3636825829744339,0.35367661714553833,1,0
Toys,AF9C35MUJ5UM9:5:B002XULJE6,AF9C35MUJ5UM9,B000NW2AMG,2,19,3,2,5,0.6392281651496887,0.25454142689704895,0.38468673825263977,0.31848210096359253,1,0
Toys,AF9C35MUJ5UM9:5:B002XULJE6,AF9C35MUJ5UM9,B000090W81,3,26,4,2,5,0.5955580472946167,0.2805379629135132,0.3150200843811035,0.1866249442100525,1,0
Toys,AF9C35MUJ5UM9:5:B002XULJE6,AF9C35MUJ5UM9,B000OKS774,4,33,5,2,5,0.578080952167511,0.3090100586414337,0.26907089352607727,0.13676315546035767,1,0
Toys,A1ZEB03H86WI3F:6:B002YIRKBS,A1ZEB03H86WI3F,B000FPCWXI,0,5,1,2,5,0.7395923137664795,0.3081182539463043,0.43147405982017517,0.3456038534641266,1,0
Toys,A1ZEB03H86WI3F:6:B002YIRKBS,A1ZEB03H86WI3F,B00005RF5C,1,12,2,2,5,0.6695383787155151,0.33498451113700867,0.33455386757850647,0.29594188928604126,1,0
Toys,A1ZEB03H86WI3F:6:B002YIRKBS,A1ZEB03H86WI3F,B002ZZRO34,2,19,3,2,5,0.5648627877235413,0.2653474807739258,0.2995153069496155,0.24376165866851807,1,0
Toys,A1ZEB03H86WI3F:6:B002YIRKBS,A1ZEB03H86WI3F,B0009P5GUA,3,26,4,2,5,0.5285104513168335,0.3112815022468567,0.2172289490699768,0.15229260921478271,1,0
Toys,A1ZEB03H86WI3F:6:B002YIRKBS,A1ZEB03H86WI3F,B000VNVVK4,4,33,5,2,5,0.5597139000892639,0.27642637491226196,0.28328752517700195,0.18145900964736938,1,0
Toys,A3JP8D9MFDRNLM:5:B003ET17HY,A3JP8D9MFDRNLM,B004S6DV2G,0,5,1,2,5,0.5969172120094299,0.2957235872745514,0.30119362473487854,0.26845839619636536,1,0
Toys,A3JP8D9MFDRNLM:5:B003ET17HY,A3JP8D9MFDRNLM,B003800UNQ,1,12,2,2,5,0.6236845254898071,0.2286146581172943,0.3950698673725128,0.2788587510585785,1,0
Toys,A3JP8D9MFDRNLM:5:B003ET17HY,A3JP8D9MFDRNLM,B0055B7Y8K,2,19,3,2,5,0.5655181407928467,0.29795727133750916,0.2675608694553375,0.22622078657150269,1,0
Toys,A3JP8D9MFDRNLM:5:B003ET17HY,A3JP8D9MFDRNLM,B000AM2K56,3,26,4,2,5,0.579860270023346,0.29664963483810425,0.2832106351852417,0.23541498184204102,1,0
Toys,A3JP8D9MFDRNLM:5:B003ET17HY,A3JP8D9MFDRNLM,B000284ZNI,4,33,5,2,5,0.5356721878051758,0.2433251589536667,0.2923470288515091,0.22472339868545532,1,0
Toys,AC3X9XOJVAVTB:7:B009F7ORQW,AC3X9XOJVAVTB,B007CMETBU,0,5,1,2,5,0.6607799530029297,0.2240138202905655,0.4367661327123642,0.3873900771141052,1,0
Toys,AC3X9XOJVAVTB:7:B009F7ORQW,AC3X9XOJVAVTB,B00428LJ0G,1,12,2,2,5,0.7131779193878174,0.19624538719654083,0.5169325321912766,0.45746588706970215,1,0
Toys,AC3X9XOJVAVTB:7:B009F7ORQW,AC3X9XOJVAVTB,B004LT55DS,2,19,3,2,5,0.6117434501647949,0.2678292691707611,0.3439141809940338,0.2841196656227112,1,0
Toys,AC3X9XOJVAVTB:7:B009F7ORQW,AC3X9XOJVAVTB,B004B5E542,3,26,4,2,5,0.5022529363632202,0.21496319770812988,0.28728973865509033,0.2526800334453583,1,0
Toys,AC3X9XOJVAVTB:7:B009F7ORQW,AC3X9XOJVAVTB,1589780817,4,33,5,2,5,0.5589108467102051,0.21244722604751587,0.3464636206626892,0.3000224530696869,1,0
Toys,AVL5IDEE8YA3D:26:B00EDBZ58E,AVL5IDEE8YA3D,B00COEIFM0,0,5,1,2,5,0.6681013107299805,0.18684141337871552,0.48125989735126495,0.4667251706123352,1,0
Toys,AVL5IDEE8YA3D:26:B00EDBZ58E,AVL5IDEE8YA3D,B00CFWWD6U,1,12,2,2,5,0.612313985824585,0.28184545040130615,0.3304685354232788,0.26180580258369446,1,0
Toys,AVL5IDEE8YA3D:26:B00EDBZ58E,AVL5IDEE8YA3D,B009OLANMG,2,19,3,2,5,0.5766063928604126,0.23550450801849365,0.34110188484191895,0.2665780484676361,1,0
Toys,AVL5IDEE8YA3D:26:B00EDBZ58E,AVL5IDEE8YA3D,B00CI6J1ZO,3,26,4,2,5,0.5078977942466736,0.26271820068359375,0.24517959356307983,0.1904039978981018,1,0
Toys,AVL5IDEE8YA3D:26:B00EDBZ58E,AVL5IDEE8YA3D,B00AASUNMC,4,33,5,2,5,0.5624714493751526,0.24538224935531616,0.3170892000198364,0.28483453392982483,1,0
Toys,A27X7XXOKMK879:24:B00CANHVUC,A27X7XXOKMK879,B00ATWUBJ4,0,5,1,2,5,0.7540624737739563,0.23258782923221588,0.5214746445417404,0.32641440629959106,1,0
Toys,A27X7XXOKMK879:24:B00CANHVUC,A27X7XXOKMK879,B00BBLI5CC,1,12,2,2,5,0.6338441371917725,0.23603689670562744,0.397807240486145,0.221572607755661,1,0
Toys,A27X7XXOKMK879:24:B00CANHVUC,A27X7XXOKMK879,B00CFOD6OQ,2,19,3,2,5,0.5515305995941162,0.16908080875873566,0.38244979083538055,0.35282835364341736,1,0
