user_id	fold	history_length	target_frequency	tail_mass	effective_lambda	beta	gamma	baseline_rank	fixed_p9c_rank	oof_rank
A1QBYKF4JPYZX0	0	4	4	0.200000	0.80000000	0.5	1.0	51	51	51
A2MQILM9YVE6E0	1	6	31	0.200000	0.80000000	0.5	1.0	51	51	51
A3IVP4JB933OSJ	0	3	1	0.100000	0.90000000	0.5	1.0	51	51	51
A2ZZBMZNCMAU4A	4	3	55	0.100000	0.90000000	0.5	1.0	51	51	51
A1I7QGUDP043DG	1	9	20	0.100000	0.90000000	0.5	1.0	51	51	51
A23HBTG96J8NBI	2	3	15	0.000000	1.00000000	0.5	1.0	51	51	51
A3AXDQD8GWJFO8	0	3	9	0.000000	1.00000000	0.5	1.0	51	51	51
A2EDRIENLRVMRR	0	5	4	0.000000	1.00000000	0.5	1.0	51	51	51
A3I688JK1X09IS	1	8	12	0.300000	0.70000000	0.5	1.0	51	51	51
A2HSJZBX61AHIH	1	3	3	0.200000	0.80000000	0.5	1.0	51	51	51
A2LHZRF4LL2B5K	4	3	34	0.000000	1.00000000	0.5	1.0	18	17	17
A2YFE7MYLUTN90	2	3	68	0.000000	1.00000000	0.5	1.0	51	51	51
A3MQ6D1Z88ATL7	0	3	6	0.100000	0.90000000	0.5	1.0	51	51	51
A2M7B5Y5XBXYM1	1	4	37	0.000000	1.00000000	0.5	1.0	51	51	51
A1BHPREC4LUOJR	4	3	76	0.400000	0.60000000	0.5	1.0	51	51	51
A1DNXL8BIR5R8R	2	7	11	0.000000	1.00000000	0.5	1.0	51	51	51
A3C054MLV3GT52	3	3	23	0.400000	0.60000000	0.5	1.0	51	51	51
ASAGF69XT6RQU	1	8	23	0.100000	0.90000000	0.5	1.0	51	51	51
A3CYVMVOTQHYYL	1	6	68	0.200000	0.80000000	0.5	1.0	51	51	51
A2PWDBZQPR9JU6	2	4	6	0.400000	0.60000000	0.5	1.0	51	51	51
A11X9HWN09P7MC	0	19	42	0.100000	0.90000000	0.5	1.0	43	24	26
A15QA40B26IVLW	0	7	3	0.400000	0.60000000	0.5	1.0	51	51	51
A2B4KQ2XMTOT6V	3	7	3	0.200000	0.80000000	0.5	1.0	51	51	51
A395A3POJWZVO9	1	4	14	0.400000	0.60000000	0.5	1.0	51	51	51
AEZMYVH0STCB	0	7	7	0.100000	0.90000000	0.5	1.0	51	51	51
A1EYY3OKLGDK10	3	3	27	0.400000	0.60000000	0.5	1.0	51	51	51
A1XTN56OQ24Q0B	0	5	56	0.300000	0.70000000	0.5	1.0	43	27	29
A2XUH5RF4OISMB	4	4	10	0.100000	0.90000000	0.5	1.0	3	2	3
A1PPDZQXY0ZHAW	2	5	14	0.500000	0.50000000	0.5	1.0	51	51	51
AS8EY2OMBY7AW	2	9	2	0.200000	0.80000000	0.5	1.0	51	51	51
A27144YLL9MNQS	4	3	30	0.000000	1.00000000	0.5	1.0	51	51	51
A1U5TEYSLYNCAQ	3	3	27	0.000000	1.00000000	0.5	1.0	51	51	51
A23NZUD7JAZD9L	1	9	6	0.200000	0.80000000	0.5	1.0	51	51	51
A1L1B3AXDFTTQH	3	3	9	0.400000	0.60000000	0.5	1.0	44	47	46
A068510418E9CCS26O5GP	0	4	23	0.200000	0.80000000	0.5	1.0	51	51	51
A2E5YB82QUVP83	3	5	6	0.300000	0.70000000	0.5	1.0	51	51	51
A2IK776FY6MEMG	2	7	25	0.200000	0.80000000	0.5	1.0	51	51	51
A13M2OZU0IWFY8	2	3	6	0.200000	0.80000000	0.5	1.0	51	51	51
A3JSOG7YNNPORW	2	5	144	0.300000	0.70000000	0.5	1.0	14	10	17
AW1HGHCKL9R2K	1	3	3	0.300000	0.70000000	0.5	1.0	51	51	51
A1XDMYX8QOW07N	3	12	0	0.100000	0.90000000	0.5	1.0	51	51	51
A1H8ZWY1JCEV1J	4	5	13	0.500000	0.50000000	0.5	1.0	51	51	51
AP5NADEBKBECC	3	4	36	0.000000	1.00000000	0.5	1.0	1	1	1
A17UEV3W4G7WJL	3	7	2	0.000000	1.00000000	0.5	1.0	51	51	51
AFN32PGTZ31MV	0	7	4	0.000000	1.00000000	0.5	1.0	51	51	51
ASGTQ6H3PO6SS	0	4	11	0.000000	1.00000000	0.5	1.0	10	9	8
A3AZPZTXJWPJGW	4	3	7	0.000000	1.00000000	0.5	1.0	51	51	51
A1WIZIN7SANTTH	4	4	33	0.100000	0.90000000	0.5	1.0	18	15	13
A2ZO7VXCEACAEF	0	4	5	0.100000	0.90000000	0.5	1.0	51	51	51
A22X9W0WA6XMBF	2	3	38	0.100000	0.90000000	0.5	1.0	51	51	51
AVG49SHSNXUU8	1	16	17	0.500000	0.50000000	0.5	1.0	51	51	51
A37VFWV3CJW97A	2	4	7	0.000000	1.00000000	0.5	1.0	51	51	51
A5PUVXCEFDPFM	1	6	10	0.200000	0.80000000	0.5	1.0	51	51	51
A1XYPEWBAT454	1	6	73	0.000000	1.00000000	0.5	1.0	19	18	24
A7R58D6Y5OSPO	2	3	22	0.000000	1.00000000	0.5	1.0	51	51	51
AC31HKDSO1HVF	2	3	2	0.100000	0.90000000	0.5	1.0	51	51	51
A1NRMTQ5SZPZA	4	16	0	0.100000	0.90000000	0.5	1.0	51	51	51
A13E0UB1PG4FDD	1	3	2	0.300000	0.70000000	0.5	1.0	51	51	51
AEQQ148C4ERR4	4	17	92	0.000000	1.00000000	0.5	1.0	51	51	51
AKX9EQ37PAYMY	0	10	21	0.200000	0.80000000	0.5	1.0	51	51	51
A14QY8K1556BHW	3	4	26	0.100000	0.90000000	0.5	1.0	51	51	51
A16N5J1PUKGS8P	4	6	3	0.000000	1.00000000	0.5	1.0	51	51	51
A2ARSSXTLX28WQ	3	10	3	0.300000	0.70000000	0.5	1.0	51	51	51
A6RDSDA7BN6FI	1	3	82	0.100000	0.90000000	0.5	1.0	51	51	51
A3AFQWZOLB8N8G	0	3	26	0.200000	0.80000000	0.5	1.0	51	51	51
A2ES6ZUEGFUQTU	2	6	19	0.100000	0.90000000	0.5	1.0	51	51	51
A3QSXILNE7LMD6	3	4	10	0.000000	1.00000000	0.5	1.0	51	51	51
A89ZZKNDFQH23	4	20	40	0.100000	0.90000000	0.5	1.0	2	3	2
A1JXMPW18185MO	4	4	8	0.400000	0.60000000	0.5	1.0	51	51	51
A3CS7BLJ3WY9RX	4	15	4	0.100000	0.90000000	0.5	1.0	51	51	51
A263WCKA3IQCGU	1	3	5	0.200000	0.80000000	0.5	1.0	51	51	51
A36XDAWWRKB0K1	3	3	29	0.100000	0.90000000	0.5	1.0	51	51	51
AJKN1OQ368JGH	0	16	2	0.100000	0.90000000	0.5	1.0	51	51	51
AEMDIBO1WWK0E	0	3	19	0.500000	0.50000000	0.5	1.0	51	51	51
A16BJ43Z46QS3N	1	3	47	0.200000	0.80000000	0.5	1.0	51	51	51
A3ID3HP0RVQJGL	0	7	6	0.300000	0.70000000	0.5	1.0	51	51	51
A3CA8UO0SPBRYX	1	3	22	0.200000	0.80000000	0.5	1.0	51	51	51
A2RUJURWWC44NS	3	6	7	0.100000	0.90000000	0.5	1.0	51	51	51
A2YQMXM7WYNGUP	3	5	23	0.100000	0.90000000	0.5	1.0	43	42	40
AP760ASLWPPEO	0	3	30	0.000000	1.00000000	0.5	1.0	51	51	51
A2JI6CDLFCHXJ1	2	5	151	0.200000	0.80000000	0.5	1.0	51	51	51
A368OFBVOPK0JL	3	3	3	0.100000	0.90000000	0.5	1.0	51	51	51
A12L59NPZYEHCY	4	5	88	0.100000	0.90000000	0.5	1.0	51	51	51
A39YO36UINKTSC	3	4	7	0.400000	0.60000000	0.5	1.0	51	51	51
A278A667ICAYTS	4	4	36	0.100000	0.90000000	0.5	1.0	51	51	51
A3FR61DX564GSJ	1	8	44	0.000000	1.00000000	0.5	1.0	51	51	51
A31GF7N0YJ4E55	3	5	23	0.100000	0.90000000	0.5	1.0	51	51	51
A3H0M2L5J1MOUC	4	3	12	0.400000	0.60000000	0.5	1.0	30	38	34
A2MPM6M93OXIJT	3	6	7	0.300000	0.70000000	0.5	1.0	51	51	51
A1IMHJ6C6QZ5QL	1	6	43	0.000000	1.00000000	0.5	1.0	51	51	51
A2PYZSW59G602G	0	3	36	0.300000	0.70000000	0.5	1.0	9	11	12
A2MUR4PPB1PKV9	0	4	54	0.000000	1.00000000	0.5	1.0	51	51	51
A2F9I7CI9GWANO	1	12	5	0.100000	0.90000000	0.5	1.0	51	51	51
A3VSUYCR2WFHI	2	18	29	0.000000	1.00000000	0.5	1.0	51	51	51
A1F6EPRVZ7C4Y3	0	3	8	0.000000	1.00000000	0.5	1.0	51	51	51
A810PNCBZXIYJ	4	6	215	0.100000	0.90000000	0.5	1.0	4	4	10
A3N69DAS9TM33S	4	20	4	0.100000	0.90000000	0.5	1.0	51	51	51
A2H8YPSZ3RN6BU	0	8	16	0.200000	0.80000000	0.5	1.0	51	51	51
A2546LZHF202T5	0	3	28	0.000000	1.00000000	0.5	1.0	51	51	51
A1UVK0PP269V8Z	0	3	4	0.300000	0.70000000	0.5	1.0	51	51	51
A3V2ATMPCL6J5V	1	3	41	0.100000	0.90000000	0.5	1.0	51	51	51
A4DLVVK8W2ZVA	2	14	10	0.100000	0.90000000	0.5	1.0	51	51	51
A3I2HXC9AK4DLL	3	10	3	0.000000	1.00000000	0.5	1.0	51	51	51
A394ODETD69NJP	1	5	19	0.700000	0.30000000	0.5	1.0	18	26	22
A2SSYPHOI6EIJE	4	5	4	0.600000	0.40000000	0.5	1.0	51	51	51
A1E1MEIH511BGC	4	5	7	0.100000	0.90000000	0.5	1.0	51	51	51
A1ENPEA9KLM6AJ	2	3	7	0.000000	1.00000000	0.5	1.0	51	51	51
A2II66WGDUGUS0	1	4	6	0.200000	0.80000000	0.5	1.0	5	10	8
A3GKH4EECUO494	2	7	11	0.200000	0.80000000	0.5	1.0	51	51	51
A2YSLP9P26199J	0	4	11	0.000000	1.00000000	0.5	1.0	51	51	51
A2J1NC721YS9UC	2	3	7	0.400000	0.60000000	0.5	1.0	51	51	51
A3DQDW7N0TRCVH	2	19	6	0.000000	1.00000000	0.5	1.0	51	51	51
AZJG3Y385XNZE	2	6	21	0.100000	0.90000000	0.5	1.0	51	51	51
A2KD99RSG29MF5	0	4	6	0.300000	0.70000000	0.5	1.0	51	51	51
A39Y8PD8Y9BA5H	3	14	11	0.100000	0.90000000	0.5	1.0	51	51	51
A77L6DK349N94	0	8	9	0.000000	1.00000000	0.5	1.0	51	51	51
A3OKS32MU9TEQ	4	4	45	0.300000	0.70000000	0.5	1.0	51	51	51
A2GHB9ACLHJ1NY	2	5	23	0.300000	0.70000000	0.5	1.0	25	35	36
A12WD8M1UUA93G	1	4	4	0.000000	1.00000000	0.5	1.0	51	51	51
A1A8XJQP1YOEYM	1	3	12	0.400000	0.60000000	0.5	1.0	16	16	15
A3QIMPQ5IHQ2AI	0	3	14	0.100000	0.90000000	0.5	1.0	51	51	51
A3LQRU3KN6T2JA	0	3	2	0.400000	0.60000000	0.5	1.0	51	51	51
A2ZVN4MCUIZEX6	2	7	12	0.300000	0.70000000	0.5	1.0	1	1	1
A3PB28O50JABFG	2	3	18	0.000000	1.00000000	0.5	1.0	11	14	8
A3EAJLZNW4FD9U	1	7	73	0.000000	1.00000000	0.5	1.0	51	51	51
A2V68VWCJY9KDG	1	3	4	0.100000	0.90000000	0.5	1.0	51	51	51
A25V0PNGIHJKRA	1	11	3	0.000000	1.00000000	0.5	1.0	51	51	51
ANMZHOBVGEL0V	1	8	30	0.400000	0.60000000	0.5	1.0	51	51	51
A1OT5EB0PKZVDU	3	3	14	0.100000	0.90000000	0.5	1.0	1	1	1
A1IW84EMD990S4	1	4	6	0.200000	0.80000000	0.5	1.0	51	51	51
A1I7X9OCFFF5M9	2	8	14	0.000000	1.00000000	0.5	1.0	51	51	51
A1HA0RHK8EASW	2	3	21	0.100000	0.90000000	0.5	1.0	51	51	51
A6X7LEAIEW7O9	4	3	36	0.200000	0.80000000	0.5	1.0	51	51	51
A2O6ZU5WO557QM	4	3	6	0.200000	0.80000000	0.5	1.0	1	1	1
AOLS25QCE2WD9	1	7	5	0.200000	0.80000000	0.5	1.0	51	51	51
A1TVKUU4RGLN7	0	4	7	0.300000	0.70000000	0.5	1.0	51	51	51
A3VT5UEZFSPQ5F	4	3	14	0.000000	1.00000000	0.5	1.0	51	51	51
A1P354IBQL8838	1	4	41	0.100000	0.90000000	0.5	1.0	14	9	11
A2GY8OFEBD9YT9	3	3	59	0.200000	0.80000000	0.5	1.0	43	19	17
A1IHCKK9Y6OEGT	2	4	17	0.000000	1.00000000	0.5	1.0	4	7	6
A3H2J4EW5CCBWS	3	3	4	0.200000	0.80000000	0.5	1.0	51	51	51
AEIR4UEYRLSGS	3	3	8	0.100000	0.90000000	0.5	1.0	51	51	51
A13VY3TTFNPM41	4	3	2	0.500000	0.50000000	0.5	1.0	51	51	51
A1QG2BSE6YIKM6	0	3	61	0.000000	1.00000000	0.5	1.0	1	6	11
A167VTVMWP0BW8	0	3	4	0.100000	0.90000000	0.5	1.0	51	51	51
A26M36QAEPKP92	4	3	5	0.100000	0.90000000	0.5	1.0	51	51	51
AI61QPK37F5HO	0	10	5	0.000000	1.00000000	0.5	1.0	51	51	51
A5JOVJ1IR9KV7	2	3	57	0.000000	1.00000000	0.5	1.0	5	6	4
A12PN254PTSGU5	1	20	45	0.000000	1.00000000	0.5	1.0	24	19	20
A2K73S65K8RJS7	0	6	0	0.300000	0.70000000	0.5	1.0	51	51	51
AKCUY18BL2RZH	0	3	34	0.100000	0.90000000	0.5	1.0	51	51	51
A32JIQG3B1XX5I	1	4	83	0.000000	1.00000000	0.5	1.0	51	51	51
A15NQIJ8G9LZ4W	4	6	6	0.000000	1.00000000	0.5	1.0	1	1	1
A3H52GVIONVIK7	0	5	39	0.400000	0.60000000	0.5	1.0	51	51	51
A33HIWZDJEDXO1	0	4	16	0.000000	1.00000000	0.5	1.0	5	8	9
A2D7X9N3IV3S7B	4	6	11	0.000000	1.00000000	0.5	1.0	51	51	51
A3K9TLINS3RY75	3	13	4	0.100000	0.90000000	0.5	1.0	51	51	51
A3MA86XP7FF7Y5	2	3	86	0.100000	0.90000000	0.5	1.0	8	2	4
A2FGFUN488NRFU	4	6	15	0.000000	1.00000000	0.5	1.0	23	19	18
A19HDIOM7WGMFB	1	8	10	0.100000	0.90000000	0.5	1.0	51	51	51
A2A1XYSB692L6J	3	5	7	0.400000	0.60000000	0.5	1.0	51	51	51
AS0L8D2TO53BC	4	3	72	0.200000	0.80000000	0.5	1.0	51	51	51
A1QS0986XREJNE	3	3	22	0.000000	1.00000000	0.5	1.0	51	51	51
A2NOW4U7W3F7RI	1	20	2	0.100000	0.90000000	0.5	1.0	51	51	51
A12HL32WCSICTU	1	3	35	0.100000	0.90000000	0.5	1.0	18	27	29
A3EUVIL3KAL977	4	3	5	0.100000	0.90000000	0.5	1.0	51	51	51
A9IF89168A47V	3	5	8	0.200000	0.80000000	0.5	1.0	1	1	1
A3C0OTR82QKBCL	4	3	33	0.000000	1.00000000	0.5	1.0	2	2	2
A2D11ZNRSDE5FZ	4	18	22	0.000000	1.00000000	0.5	1.0	18	23	23
AMKPSJXCQZVW9	2	14	20	0.000000	1.00000000	0.5	1.0	51	51	51
A3C87XR86TEWEF	4	3	17	0.000000	1.00000000	0.5	1.0	1	1	1
A1WB47WJCS3NP4	0	3	11	0.200000	0.80000000	0.5	1.0	51	51	51
AP0KGISWXXZ8G	3	5	6	0.100000	0.90000000	0.5	1.0	51	51	51
A3GNPVA60Z14Y8	3	5	6	0.400000	0.60000000	0.5	1.0	51	51	51
A2BKJFQ3W2IWFO	0	3	6	0.300000	0.70000000	0.5	1.0	51	51	51
AC2GB5YLTKEOH	0	3	8	0.400000	0.60000000	0.5	1.0	51	51	51
AJSPHHN1E306Z	4	3	30	0.100000	0.90000000	0.5	1.0	39	22	23
AW0D10W6W1G1A	2	3	11	0.000000	1.00000000	0.5	1.0	51	51	51
AX4L6DVN3E0XX	4	12	10	0.300000	0.70000000	0.5	1.0	1	1	1
A1ON11OQPLCCHD	1	5	5	0.000000	1.00000000	0.5	1.0	51	51	51
A3MGR9INFJ1N60	3	3	6	0.000000	1.00000000	0.5	1.0	51	51	51
A3FEQ6404VRW7G	3	3	5	0.400000	0.60000000	0.5	1.0	7	6	7
AFK893ELKDPY	3	10	31	0.000000	1.00000000	0.5	1.0	51	51	51
A2I4Y9YLFM8O1E	4	4	4	0.100000	0.90000000	0.5	1.0	51	51	51
A4UKBG3M5U5TI	2	4	49	0.000000	1.00000000	0.5	1.0	43	33	37
ADXUFBTLY3IWU	4	3	21	0.000000	1.00000000	0.5	1.0	51	51	51
A3KHBA1XUN2YKE	4	8	17	0.100000	0.90000000	0.5	1.0	51	51	51
AXK8UKPSYESNP	3	3	20	0.200000	0.80000000	0.5	1.0	51	51	51
A6KKZ8NROZAYK	2	4	16	0.100000	0.90000000	0.5	1.0	51	51	51
A1KXJCXS6HFRQZ	4	12	23	0.000000	1.00000000	0.5	1.0	51	51	51
A1ILWPH1GHUXE2	0	3	26	0.000000	1.00000000	0.5	1.0	51	51	51
A1ZG496JDBZ7CC	4	11	28	0.100000	0.90000000	0.5	1.0	51	51	51
A3MKRAD7Z64ED5	2	20	2	0.000000	1.00000000	0.5	1.0	51	51	51
A1PFHY3V92V	1	4	5	0.300000	0.70000000	0.5	1.0	51	51	51
A26IMDHTZ56QZ3	2	5	10	0.600000	0.40000000	0.5	1.0	6	5	5
A9Y6ZHKO0LN	4	3	32	0.500000	0.50000000	0.5	1.0	51	51	51
A351EURUGWPUUA	3	4	3	0.100000	0.90000000	0.5	1.0	51	51	51
A3V7QS5HZS9ZTR	1	3	131	0.300000	0.70000000	0.5	1.0	51	51	51
AAUN3REVEOITX	0	4	29	0.500000	0.50000000	0.5	1.0	51	51	51
A2CWANTNE71TOS	0	4	9	0.600000	0.40000000	0.5	1.0	2	2	2
A48IIPXCUT1QS	1	6	22	0.300000	0.70000000	0.5	1.0	51	51	51
AW3DCBYGF9F	2	8	38	0.000000	1.00000000	0.5	1.0	42	47	47
A2LIPLT5LJTN5B	3	4	10	0.000000	1.00000000	0.5	1.0	51	51	51
AGT80PB9HFSG9	0	4	43	0.200000	0.80000000	0.5	1.0	17	18	19
A1OU0IWCVMY16Q	2	4	8	0.000000	1.00000000	0.5	1.0	51	51	51
A3Q0ZAW0WY3B4C	3	6	18	0.100000	0.90000000	0.5	1.0	51	51	51
A21U2R8YBJA5Y0	0	5	5	0.400000	0.60000000	0.5	1.0	51	51	51
A34KTJ4VWNBOHI	1	5	2	0.300000	0.70000000	0.5	1.0	1	1	1
A23MN2IWVDF8KB	2	8	4	0.200000	0.80000000	0.5	1.0	51	51	51
A1JBRBQS1TTCL7	4	3	26	0.000000	1.00000000	0.5	1.0	51	51	51
A27NY17IFFPOCJ	0	6	9	0.400000	0.60000000	0.5	1.0	51	51	51
A3VJCJMED3SK2V	2	7	3	0.000000	1.00000000	0.5	1.0	51	51	51
A1XJMBSS8W01IW	4	4	4	0.000000	1.00000000	0.5	1.0	51	51	51
A16KBBXGCY2BE1	2	5	21	0.100000	0.90000000	0.5	1.0	51	51	51
A1K3BCUBHOCQMB	0	8	3	0.600000	0.40000000	0.5	1.0	51	51	51
A2D5HY97B27IZ4	4	3	5	0.000000	1.00000000	0.5	1.0	51	51	51
A2AW1MCUVXCZV5	1	3	22	0.200000	0.80000000	0.5	1.0	51	51	51
A1L6PD52EJ98IK	4	16	21	0.500000	0.50000000	0.5	1.0	51	51	51
A2TYS36XMDONL	1	4	11	0.500000	0.50000000	0.5	1.0	51	51	51
A7U3641HUNI86	1	6	8	0.200000	0.80000000	0.5	1.0	51	51	51
A1N61N05IPTL35	3	3	16	0.200000	0.80000000	0.5	1.0	51	51	51
ABCAFOWHJN0ND	0	18	3	0.300000	0.70000000	0.5	1.0	51	51	51
AYK5YE6B2FNSI	2	3	41	0.000000	1.00000000	0.5	1.0	51	51	51
A1NQWJJ87OWSB	0	3	8	0.100000	0.90000000	0.5	1.0	1	1	1
A1LH3Z9ML5LUCC	2	3	5	0.500000	0.50000000	0.5	1.0	51	51	51
AP4O6L4QBC04V	1	7	2	0.200000	0.80000000	0.5	1.0	51	51	51
A3NSJSQQEJ0ZO7	1	4	7	0.200000	0.80000000	0.5	1.0	51	51	51
A1G7XE5RZK7OV5	3	4	5	0.100000	0.90000000	0.5	1.0	51	51	51
ABLV9L4MQO7ER	2	14	1	0.200000	0.80000000	0.5	1.0	51	51	51
A1X1TY8AT7E03H	4	5	25	0.000000	1.00000000	0.5	1.0	51	51	51
A3I5FTOFQO2S5N	0	5	3	0.100000	0.90000000	0.5	1.0	51	51	51
A21VQDGHP3T7Y	3	11	49	0.000000	1.00000000	0.5	1.0	51	51	51
A3L8FJC6XJV8P0	3	3	12	0.100000	0.90000000	0.5	1.0	51	51	51
A3NC0UA98KNEZM	4	8	151	0.200000	0.80000000	0.5	1.0	51	51	51
AB8JVVE1NZIKC	2	5	71	0.100000	0.90000000	0.5	1.0	51	51	51
A6MJR75J14GIT	1	3	4	0.200000	0.80000000	0.5	1.0	51	51	51
A2SFWS7F0CKXWI	0	3	215	0.000000	1.00000000	0.5	1.0	51	51	51
AZQOGNBVDKWR0	4	3	8	0.000000	1.00000000	0.5	1.0	51	51	51
A3H0R9U7UJPD9G	2	4	119	0.600000	0.40000000	0.5	1.0	51	51	51
AX5AFHTS3WYW0	3	3	11	0.600000	0.40000000	0.5	1.0	51	51	51
A1Q6X7176U80ZW	0	3	11	0.100000	0.90000000	0.5	1.0	51	51	51
A171MWA0DTRG0U	1	13	26	0.000000	1.00000000	0.5	1.0	9	8	6
A335VOMLST4WVV	4	8	15	0.100000	0.90000000	0.5	1.0	51	51	51
A2MRAZ3ALKZK7W	2	3	38	0.100000	0.90000000	0.5	1.0	51	51	51
APQRD4TFMVL3C	4	3	18	0.200000	0.80000000	0.5	1.0	51	51	51
AUKXOF4IAP3H2	3	6	2	0.000000	1.00000000	0.5	1.0	51	51	51
A39UYY0LJ6IO6Z	4	7	4	0.000000	1.00000000	0.5	1.0	51	51	51
A5L12YMXFB6AO	0	3	22	0.000000	1.00000000	0.5	1.0	51	51	51
A3B42M4RO2V09G	1	3	5	0.100000	0.90000000	0.5	1.0	51	51	51
A1MLBMJSFK6BIJ	0	5	88	0.500000	0.50000000	0.5	1.0	51	51	51
A26QQ7YITP2HQC	0	4	23	0.000000	1.00000000	0.5	1.0	10	11	8
ANWB0QVGIQMHS	3	3	62	0.000000	1.00000000	0.5	1.0	51	51	51
A2TI2PK0HUZ2SP	2	5	22	0.000000	1.00000000	0.5	1.0	51	51	51
A8YMMSE4Q188Z	3	3	3	0.200000	0.80000000	0.5	1.0	9	24	10
A19ZXM03SIBK9T	0	4	4	0.300000	0.70000000	0.5	1.0	51	51	51
A2Y4XKRINWMEU5	0	3	68	0.000000	1.00000000	0.5	1.0	1	2	2
A2P4UXVHZI5Z7R	1	4	10	0.000000	1.00000000	0.5	1.0	51	51	51
AR75HZA85VATC	2	13	37	0.400000	0.60000000	0.5	1.0	51	51	51
A23GJAUWMQNFBS	3	3	63	0.200000	0.80000000	0.5	1.0	23	16	15
A14SC4IB9OGSGX	4	6	2	0.100000	0.90000000	0.5	1.0	51	51	51
A2Q4T9O821K01	1	3	30	0.300000	0.70000000	0.5	1.0	51	51	51
ADOFPYRIEAFVP	0	3	16	0.000000	1.00000000	0.5	1.0	51	51	51
A13KW5I9IHQ039	0	4	20	0.000000	1.00000000	0.5	1.0	45	22	15
A1BVGOY4JCX83R	4	3	48	0.000000	1.00000000	0.5	1.0	1	1	1
A16P6SVABHU8N	1	11	8	0.000000	1.00000000	0.5	1.0	18	13	7
A3OUN7W917RXX6	4	3	7	0.000000	1.00000000	0.5	1.0	51	51	51
A2Z0FENR7I74TF	2	3	215	0.100000	0.90000000	0.5	1.0	51	51	51
A22DRQMROONYOK	2	13	22	0.000000	1.00000000	0.5	1.0	51	51	51
A1F7AFVBKHSOT8	2	4	34	0.000000	1.00000000	0.5	1.0	51	51	51
A2N35R5EB9O9DO	4	9	18	0.000000	1.00000000	0.5	1.0	2	1	1
A25TCGBDT0N5AL	3	4	7	0.200000	0.80000000	0.5	1.0	51	51	51
A34BHE18JCS7MF	4	6	4	0.200000	0.80000000	0.5	1.0	51	51	51
AZDKB30I8494P	3	3	100	0.300000	0.70000000	0.5	1.0	51	51	51
A28EW6STTK2Z1W	4	3	8	0.300000	0.70000000	0.5	1.0	51	51	51
AA38EUMBOETZS	2	5	2	0.400000	0.60000000	0.5	1.0	51	51	51
AA8M6331NI1EN	3	8	3	0.500000	0.50000000	0.5	1.0	1	1	1
A3K8DFDJOB412W	2	3	15	0.100000	0.90000000	0.5	1.0	51	51	51
A25ZRXZYWLFC4R	1	3	2	0.100000	0.90000000	0.5	1.0	51	51	51
ALC4E7M7GSBX5	0	3	27	0.100000	0.90000000	0.5	1.0	51	51	51
AZPNGUGH55MTO	0	3	5	0.400000	0.60000000	0.5	1.0	51	51	51
A2XMO247S0NBJ0	0	4	8	0.000000	1.00000000	0.5	1.0	1	2	2
A1VBWN7MQNFTRR	0	7	4	0.300000	0.70000000	0.5	1.0	51	51	51
A2TS69HD3UWXAA	4	5	16	0.200000	0.80000000	0.5	1.0	51	51	51
A3Q1EDCBV2KU8D	2	8	34	0.000000	1.00000000	0.5	1.0	51	51	51
A10T8O7OOO14N4	4	5	28	0.300000	0.70000000	0.5	1.0	51	51	51
A16PVP05Q5Z463	2	20	4	0.300000	0.70000000	0.5	1.0	51	51	51
AETQBT3TH7NX1	2	5	23	0.100000	0.90000000	0.5	1.0	51	51	51
A3CSZ21UC682CA	1	3	2	0.500000	0.50000000	0.5	1.0	8	7	7
A4R8DQZXZQUGG	0	3	3	0.200000	0.80000000	0.5	1.0	2	4	3
A2TO3FEFPPEW55	2	4	3	0.200000	0.80000000	0.5	1.0	51	51	51
A1OKBY8D5R4JOS	1	3	7	0.400000	0.60000000	0.5	1.0	51	51	51
A1W9U13YPP81KA	1	3	3	0.300000	0.70000000	0.5	1.0	51	51	51
A1ISA41C4A03SG	0	10	8	0.200000	0.80000000	0.5	1.0	18	20	16
A38LWVIGK6FHAR	1	14	19	0.400000	0.60000000	0.5	1.0	51	51	51
AFQFQH2TVSNXH	1	20	4	0.200000	0.80000000	0.5	1.0	41	28	21
A2T6BEUF7DJS7N	1	3	2	0.200000	0.80000000	0.5	1.0	1	1	1
A12V4TA7TU063A	0	4	14	0.400000	0.60000000	0.5	1.0	28	23	19
A381AZ0OW0290W	0	20	27	0.200000	0.80000000	0.5	1.0	51	51	51
A1SNAWQ3DYNK5I	0	16	17	0.100000	0.90000000	0.5	1.0	51	51	51
A109EMOP6GPUKS	1	4	5	0.200000	0.80000000	0.5	1.0	51	51	51
A3ODDZH7HRP3CU	3	4	68	0.000000	1.00000000	0.5	1.0	51	51	51
AIAYNAZ54QQRK	4	8	3	0.200000	0.80000000	0.5	1.0	51	51	51
A3QVAKVRAH657N	1	8	49	0.000000	1.00000000	0.5	1.0	51	51	51
A1A0L0N6RTZ6Z	3	3	4	0.500000	0.50000000	0.5	1.0	1	1	1
A8I0FFLJWFPNL	4	14	5	0.100000	0.90000000	0.5	1.0	51	51	51
A2XAXYWIMI6765	3	3	8	0.000000	1.00000000	0.5	1.0	51	51	51
A279MEM3V9RJH1	1	3	7	0.300000	0.70000000	0.5	1.0	7	8	7
A174AQ2AY4E2RO	2	4	165	0.000000	1.00000000	0.5	1.0	51	51	51
A30LDIRTX5MN5C	3	7	3	0.300000	0.70000000	0.5	1.0	51	51	51
A28KL4VGU24MWS	3	6	176	0.000000	1.00000000	0.5	1.0	25	8	7
