user_id	fold	history_length	target_frequency	target_in_union	baseline_rank	oof_rank
A2FSYJ8M3C6APU	4	3	16	0	51	91
A1PHN5GPKCEVV5	0	4	4	0	51	91
A1J1S9E53DNAP6	4	3	11	1	25	26
A3TQCCPOCTU7GR	3	3	19	0	51	91
A27FYNIJC7T58I	4	5	6	0	51	91
AG6WOD5BUD8BH	1	4	72	1	1	1
ASYSUO2RQMCF	4	6	23	1	3	3
AQL6N840FZMXI	4	3	13	0	51	91
AUH23395WU9S4	0	4	5	0	51	91
A5OTD1QFF78M8	4	3	2	0	51	91
A2GSA41X3BQ90R	1	17	9	0	51	91
A22VUOH575E014	4	4	46	0	51	91
A3MTC99Q0TJ4QM	1	8	5	1	51	36
A1Q71XKTWK6TK7	0	3	24	0	51	91
AOTU8UUK7DYA9	3	5	68	0	51	91
A3TZGE5IMK8JPK	3	3	1	0	51	91
A2EI1XM746IDME	0	5	5	0	51	91
A1YLEB9Q5JNKXG	4	5	37	1	1	1
A3NQLKUNEG474M	1	3	19	1	1	1
A21DWPDSCN1TFK	4	8	11	0	51	91
A142R054O5MI9S	1	3	8	0	51	91
AWRMPF3UQND99	1	4	92	1	1	1
A3EXKNVJ9W62NT	1	6	53	1	2	3
A303DSLSUYUG42	4	4	9	0	51	91
A3M1PLEYNDEYO8	1	16	19	0	51	91
A3R0NHWFUSYFAX	0	4	17	0	51	91
A14EDY7QPUJTRF	4	3	2	0	51	91
A1GR71DXBNOBUS	4	4	6	0	51	91
A20QZFV67CIR1V	3	3	63	0	51	91
A1UW9VL3RKIW6K	1	3	34	1	7	7
AKZ4NJE47LVYH	0	3	6	0	51	91
AA460WUKL3BC6	4	13	9	1	51	31
A3TPNC3TKGCCEI	0	15	17	1	51	51
A2UG0R9LUL2N1Z	2	11	17	1	1	1
A3QYJRK7YVBSU2	1	7	44	1	15	16
A33NVJHMCLIBLQ	4	9	12	1	30	28
A2ORXBQIAYYSLD	1	5	8	0	51	91
A3SC4CBSUZGG6J	3	5	11	0	51	91
A13HL57DVG5N0I	0	3	15	1	15	15
A1AIHD59JXEEDU	4	3	33	0	51	91
A282JB27HOI0M1	3	14	41	0	51	91
A37XRQNPLE3BWS	0	3	4	0	51	91
A2F2BAR3H689J	0	4	6	0	51	91
A1RR36YKJB917S	4	15	35	0	51	91
AHTNAAODLVM14	3	4	20	0	51	91
A2GNFCJEJPTFMJ	3	10	3	1	31	28
ARABO3TL4UX0G	1	3	5	0	51	91
A2UQSEBKVAGJTW	2	3	26	0	51	91
A8UDVUIRES13H	2	5	12	0	51	91
A33W1ED2CINHHF	1	4	5	0	51	91
AONGQCL6RGL9E	4	6	4	0	51	91
A2ZE51D543RE88	4	3	93	1	6	6
APERWKISKSO5X	3	3	5	1	3	3
A1KVXPIUWAAG3K	2	3	67	0	51	91
A3LZOU7Q8ALXZ3	2	3	12	0	51	91
A3A53AEPQUFJUC	0	3	4	0	51	91
AUBF1WVKUKBKC	3	10	5	0	51	91
A3DN574AWFVIKL	3	20	6	1	51	49
A2E3R80XMGGYID	1	3	16	0	51	91
A1BZSKRXN8K1PB	2	4	5	0	51	91
A377Q1EGUQQBKZ	4	3	11	0	51	91
A1VD0G4CCP5U2D	3	4	5	0	51	91
A1XHA5OLW9CTFH	4	3	73	1	15	17
A1GHZY5ZMRVN8Q	0	12	18	1	22	21
AD34TCPEP7P84	4	20	19	0	51	91
A90KER4VY1R3	0	4	11	0	51	91
A10F5HQ60ATTZN	2	14	10	1	18	19
ATSF6NY0KAK3L	2	4	33	1	51	67
A23Y8K41CDVA7N	2	14	29	0	51	91
A1YPRXKPAS0OTB	1	6	15	0	51	91
A21911QJJHVGD2	3	9	37	1	7	8
AHNRYW21FFI71	3	3	3	0	51	91
A2GH8LYNLQSE3F	3	9	15	0	51	91
AMRM5RGR7NI5Q	4	3	8	1	51	58
A2ZORIZD5JTN7H	2	7	9	0	51	91
AFICF7DKHTQ87	4	17	38	1	33	36
AC2WIBZVSBJ4X	2	3	6	0	51	91
A21XQWMYER42U5	0	6	17	1	15	17
A1AK05CHLZX3GF	3	16	72	1	5	5
ACDNGINX4M4QA	1	3	4	1	6	6
A3AMC7FLMCVQW9	2	6	6	0	51	91
A1R1DW5GGE3B5Q	2	7	14	0	51	91
A278LEQK1TEPVB	1	3	14	1	8	9
AVHY7Q07Q0UB2	4	10	96	0	51	91
A1Y0G1GW6WJ34Z	4	3	11	1	10	10
A35JBIWXV345JZ	2	3	2	0	51	91
A2NDG1DVMSSAEW	4	4	44	0	51	91
A26M36QAEPKP92	4	3	5	0	51	91
A5NTWG8GTXO88	2	5	4	0	51	91
A1PZ8BM9TI76Y9	3	8	1	0	51	91
AW2TWQNYJVOX8	3	7	11	0	51	91
AUEVOW249KH6F	3	6	10	0	51	91
A2AHWMNMMESK2K	0	4	9	0	51	91
A2OFSHC9LWGOPK	1	8	36	0	51	91
A3JY5GH0N9F1HX	0	4	26	0	51	91
A8DEIUNJYJG2H	2	3	7	0	51	91
A2M0RGVSV6YCMZ	1	7	16	0	51	91
A1G2BB1B5YXH8B	2	3	94	1	1	1
A12E3Z0BO8MUS5	3	5	4	1	9	7
A1LXUUMCF5PI5Q	2	14	10	1	1	1
A2L9TCA2TJHATD	1	6	11	0	51	91
A3O7BUVKQ3MSW4	3	15	4	0	51	91
A1HYH206E18XVC	0	12	17	1	51	51
A13FPV34VGJCRH	1	5	8	0	51	91
A1FKGHZYT64TYG	3	5	16	0	51	91
A1EQ5D5JRSW23K	3	7	3	0	51	91
A2M5P55UYEDDKF	3	8	14	0	51	91
A5GTDS7INKN4W	3	4	37	0	51	91
A3RCGRXYBRKSRC	3	6	10	1	25	28
A1TSI2ZNJDOB41	3	3	3	0	51	91
A1Q1Z7IR79G52A	4	4	1	0	51	91
A35J0ZESXFCTJF	0	4	3	0	51	91
AVG49SHSNXUU8	3	16	17	0	51	91
A3FEGTOLCWXSV4	3	7	52	1	1	1
A2HJEB2K311IJB	0	4	5	0	51	91
A1S40UN8O0IU0K	0	3	23	1	22	22
A2PK3ZZY170699	2	3	27	0	51	91
AIG673B5G887L	1	3	4	0	51	91
AQ0Y2DX63QGNB	4	6	7	0	51	91
A3GAMMVQ4RVZQ2	2	5	75	1	10	18
A1I13QR8BZGMFP	0	5	1	0	51	91
A1KSNK256G46GX	0	10	22	0	51	91
ANEILCG2B36OZ	2	4	10	0	51	91
A3LY8RB1BVJ7QA	1	4	10	0	51	91
A26LFQDSEZXP2T	4	7	27	0	51	91
A3O739U0I3QXRY	1	6	4	0	51	91
A1W3ODBSP5P7FR	2	3	5	0	51	91
ADE27DYM1JDQZ	4	3	1	0	51	91
A2OBLG7L58E0AF	0	3	9	0	51	91
AVYAGQ0FZLRZ0	3	7	19	0	51	91
A1XZE0HUW9IFW6	0	4	4	0	51	91
A1INB5MQ687DPH	0	6	3	0	51	91
A8JKTR3DLGUD0	2	3	14	0	51	91
AF2Q40BT5ZLBK	2	3	11	0	51	91
AE0337VVP8MRM	4	3	19	1	51	60
A3JLBL62FPGY98	0	6	14	0	51	91
AA0J4J0GPDJ1G	0	5	6	0	51	91
ASOVV3N5061BE	3	4	4	0	51	91
A17O9TCLFSOUA4	2	3	9	0	51	91
AET8K4U1FHU87	2	6	4	0	51	91
A2SJTRA46IB0IH	3	5	11	0	51	91
A2C9KAW08BP8Z6	3	7	7	0	51	91
A2WKX9G7UIUE7S	1	6	10	1	4	4
A1L33YH4CYM1HR	2	3	12	0	51	91
AF8SREA2XE7BJ	3	20	22	0	51	91
A1R1BFJCMWX0Y3	3	20	15	1	2	2
A273EYHG5TGBMS	1	7	40	0	51	91
A6SJUYV0XZOC6	2	3	8	0	51	91
A2DTXQE1G307XN	2	6	5	0	51	91
A2P30F9CLZOOJD	4	4	7	0	51	91
A2CHFP76RV3C4	3	3	151	1	1	1
A1DNWA98IV5PMW	1	14	6	0	51	91
AUDNXYZ2CBU7Y	0	10	37	1	51	57
A3GR4JSRBQIIJN	4	3	12	0	51	91
A5GK472PIBJ68	3	8	23	0	51	91
A1NZJY45PXRSYZ	1	3	118	0	51	91
A1JL84URLR9Q3O	2	9	66	0	51	91
A1K84GJLQWFIQ7	4	12	12	0	51	91
A1WAV1NWCPNI04	0	6	63	0	51	91
AIBEBJLW2RA4Q	3	7	9	0	51	91
A2T6UOMP7YYZA2	3	4	39	0	51	91
A2M55THDWQT1FN	2	3	16	0	51	91
A1W1UGYMPCOR9X	3	5	9	0	51	91
A1G8JKR78WJQ71	3	11	35	1	23	24
A39QA204H7YO76	0	3	10	0	51	91
A3OXRFCJI67IMN	0	20	8	0	51	91
A3VKKDQAR76O7H	0	4	23	0	51	91
A14E0MJQA1I7VT	1	9	52	0	51	91
A2VK52XV5SP3HG	1	5	99	0	51	91
A8GTFRBXYK4S3	2	3	12	0	51	91
AH7IDBNZ5T9YO	2	3	96	0	51	91
A1H6MJI466CHKL	3	8	5	0	51	91
A139KRFZTCSJE6	2	3	11	0	51	91
A2ZYW0Y486A0RR	4	3	10	0	51	91
A138A1KMMGH9J4	1	6	93	0	51	91
AL5YF8ZADV353	2	3	4	0	51	91
AYO1146CBIV5C	2	10	21	1	5	6
AT5Q7M7SRN3EO	4	6	35	1	51	76
A6HOWM08PLFZ5	0	4	11	0	51	91
A3TNM3C9ENUCFW	4	17	25	1	26	24
A2XGMYVQQYH6EH	3	3	4	0	51	91
A2VDA5Y5BHZCZS	4	3	31	0	51	91
A25VPM2U75NPXS	2	3	39	0	51	91
A1P8X706LK71KS	0	3	10	1	30	29
A791QXBYPINLM	0	15	4	0	51	91
A300HB9HYDP68X	2	6	12	0	51	91
A202OI1XW93JN9	0	4	22	0	51	91
ANPDQ7C9Y4ZUB	2	3	32	0	51	91
AK2WPF5SVJWM8	3	3	3	0	51	91
AAO1GG47I67R9	4	19	34	0	51	91
A2QYLMSEAWW6XR	4	3	45	0	51	91
A1FG44M5ZBQS96	0	3	12	1	15	20
ALAC0EYQBZQGM	3	3	3	0	51	91
A39ET08TSN38FG	3	3	139	1	13	14
A32NRYXCRJ9IO8	3	13	24	0	51	91
A1TK0U65V5PYE3	1	5	10	0	51	91
A1LZJ45V7NS9PJ	4	3	3	0	51	91
A250AXLRBVYKB4	4	16	5	0	51	91
A2SLR2VUDUGCQM	3	3	8	0	51	91
A3AABSBJ9M45CF	1	4	37	1	1	1
A1XIXX2QFHVTD3	1	5	31	0	51	91
A1EYY3OKLGDK10	2	3	27	0	51	91
A1XDP550N8ANQ2	2	6	46	1	16	18
ALGI34BYWIXZG	3	20	11	1	51	43
A3K31X7L3FX022	4	5	10	0	51	91
A18K5RTT7D8T1S	2	5	7	1	7	7
A1M088YNBY4U	4	12	3	0	51	91
A3TZ63SOS6PSOB	0	3	1	0	51	91
A3VHY83ZWW2PEK	0	7	6	0	51	91
A1XOVR4ONAUEJ8	4	20	9	0	51	91
ANDQ6KSL49HFS	4	3	8	0	51	91
A258SWBYR3QWHD	1	3	40	1	3	4
AVMD58XPG8LXN	2	4	10	1	51	62
A7KVT03SDPFCC	3	4	21	1	16	16
A2UQK0FPY9HE1L	4	8	38	0	51	91
A1C2XTGPX554F9	4	4	8	0	51	91
A3BDLDJU8J3QOB	4	5	9	1	51	61
AV5Q4JYAD8H1C	0	3	92	0	51	91
AT4TEQ216VX3K	4	6	9	0	51	91
AV3PT96KDJT6Q	4	6	2	0	51	91
ASTQMYNESCQKH	2	5	112	1	11	11
A3EAJLZNW4FD9U	0	7	73	0	51	91
A1CB31P1PU9JV0	3	3	2	0	51	91
A3W3LAG2UPVPPZ	2	5	3	1	51	73
A39BD0JYL5SNRU	4	3	23	0	51	91
AT3SKLPP4O7LW	2	4	27	0	51	91
AM3XNQU9TZBD8	3	5	10	0	51	91
A24ZMUTE4T4N4Y	2	3	16	0	51	91
A30ZWN9BCMHJRK	1	12	5	0	51	91
AIQBLQ0DKPW47	2	3	60	0	51	91
A3BF5ZDPEKGN0H	1	12	30	0	51	91
A33L621NTGEXR0	3	3	10	0	51	91
A2Q6UWR5PBHTJS	0	8	4	0	51	91
A3BUHOBSTI1ZEI	1	7	24	0	51	91
A2SU3YH0H2SHRR	0	3	38	0	51	91
AN9QZC9PV3UUU	1	3	72	1	12	17
ATW8X1914ZZP8	2	4	9	0	51	91
A1XYJ3UXLWO082	2	3	9	0	51	91
A120DNO5ISINR6	0	3	52	0	51	91
A21C28T8Q8H6MJ	0	3	6	0	51	91
A1QVYFWC1E48IX	0	5	33	0	51	91
A2115537FMBNE5	2	3	11	1	2	2
A75OVGOFEJHQ4	3	5	7	0	51	91
A3GCPNKE99I8X8	4	4	9	0	51	91
A2WCGVK522264P	0	12	1	0	51	91
A11IFBSF8AMW9M	3	7	21	1	2	2
A2KN2DST6E08N1	1	3	3	0	51	91
A2KTL53FJDLELW	3	3	6	0	51	91
A2RTCTTNROH03O	4	14	2	0	51	91
A29M36OVC536A5	3	3	5	0	51	91
A1FV2AIBKC8U1K	2	3	3	0	51	91
A3TNE8LOONHBA8	0	3	8	0	51	91
A1MLWBXIANIF15	2	3	8	0	51	91
A16QQE61W4AEXA	1	3	6	1	28	27
A3UW8GH4ACAPR7	1	6	19	0	51	91
A3QF34BE0IXSP4	1	3	5	0	51	91
AP44J9A3AVGAN	2	3	1	0	51	91
A36KA9LQDPC2CR	3	3	9	0	51	91
A2AC6GQ24S45GA	3	7	23	0	51	91
A4P1ZUA0W3D4P	0	5	3	1	2	2
A2RMD12V8QKV1E	2	16	51	0	51	91
A1A3FFAHZ1OYLD	3	4	23	1	2	2
A2AVYK5WFCEPTK	4	3	1	0	51	91
A1LZI9TLEJ3405	0	5	16	1	4	4
A3OBVXK44JR4OQ	1	11	71	0	51	91
A14YYVYYE34IM1	1	3	52	0	51	91
A2UIC8SXGGUKBE	2	4	31	1	51	62
A1WK64OV93G9TA	3	3	6	0	51	91
AUE9E1OZDOTU5	2	4	58	1	4	4
A1GFN7SFM023UZ	4	10	34	0	51	91
A1JE7ZFZ71MR13	0	4	1	0	51	91
AAFP0X79NAMNY	4	5	119	1	1	1
A1Z6KEI7MHJ2DX	4	3	6	0	51	91
A3V3NJHXOAFEKR	1	5	10	0	51	91
A37R3P5JFNQG8S	0	16	29	1	51	62
A23OKGKSP56NF3	0	3	9	0	51	91
A2NQD0GFQ0DEL8	4	3	11	0	51	91
A2WA94ESPYZF0J	1	6	8	1	12	13
A93L4TSX5S5I5	3	5	8	0	51	91
A2XE16YVL2I4H7	3	3	37	0	51	91
A2BRB5U3TIZS1G	3	3	7	1	1	1
A3A93JDI1CFDI1	2	13	48	1	10	14
A2KI40WQZXFQSL	4	7	10	0	51	91
A2R3O747OPX9MW	1	8	6	0	51	91
A3DRCHTO2V4FHK	0	8	10	1	51	62
A2NE43Q65Y4YXS	4	4	27	0	51	91
A6GUF4NULTH5F	2	3	15	0	51	91
A3KWVU5VJM1O8K	2	6	6	0	51	91
A1C7Y31S5QXNTR	1	20	36	0	51	91
A22IDP8YERZ79X	4	20	2	0	51	91
AGTG2G3EBES86	2	5	113	1	1	1
A3EI1JEJGNL4GS	0	7	4	0	51	91
A1D1IDI5S9TN9D	4	20	10	1	51	46
A1ZG2XNK8RNAQ	4	7	8	0	51	91
A269WG8C9O2B0C	1	6	38	0	51	91
ADN98CV2K8ZJ4	4	4	5	0	51	91
A3CVC8TCHFFDK8	3	11	26	0	51	91
AP54CJWEK8BKG	3	3	31	1	14	14
AQ4QVH2TYHXYU	1	3	4	0	51	91
A3EX36SNRYD5VL	4	14	6	0	51	91
A2JZ2F37ES248T	4	3	16	1	4	4
A2NYKJ068XWCJ2	1	3	88	0	51	91
A3KOI2IB2PIKSC	4	8	1	0	51	91
A21TPLT8TU6BK	4	3	4	0	51	91
A2JBYJ9A92NULK	0	4	10	0	51	91
A1W29F7XBGVQA1	4	5	23	0	51	91
A3FWVV13DJELLV	4	20	11	1	18	18
A1BVX2ZI4XUC53	1	5	3	0	51	91
A4KJTS5P78ICU	3	12	17	0	51	91
A1850R3AFS6QGL	2	3	17	0	51	91
A3BVSCPKH3D2JD	1	5	3	0	51	91
ANY6JUFM0GH8U	1	5	5	0	51	91
A297R44X7WEQ8T	1	6	96	0	51	91
A33BYKRZ1XKMN6	3	8	23	1	6	6
A91TB0WX94MHP	0	6	8	0	51	91
AX1BLGBMHPOSV	0	4	25	1	38	32
ATBIHZY6BEEQX	4	3	1	1	1	1
A16DBJGRKCHPUI	0	3	8	0	51	91
A3GY0E5YUV8CRP	2	3	5	1	1	1
A21RYSSHMEIT4K	0	6	6	0	51	91
A10BAU1962PTFU	2	13	119	0	51	91
A87CK1SPBG868	4	4	11	0	51	91
AK977H3967Q5T	3	5	18	0	51	91
A2FDV9FTC349OV	4	5	14	1	8	8
A3JPYYQ769BYYL	4	4	3	0	51	91
AB2AGQ9OBURYP	1	3	9	0	51	91
A2LDQXSFIR8JZB	3	10	7	0	51	91
A1E5PDFCSVQTU9	0	3	5	0	51	91
A2VWEBEWNPRLI2	2	4	7	0	51	91
A2WLCSZB1EAFAM	1	5	11	0	51	91
A79372WBA9IJM	0	7	19	0	51	91
AZER1Z0YZ3LNK	2	12	23	0	51	91
A2JVBJUU2DL0WA	0	20	14	1	1	1
A1THNW9Y672UWG	3	3	8	0	51	91
A1AFORE8L2LGGW	1	3	12	0	51	91
ALVCDEMVSLU6H	3	3	4	0	51	91
A10YXCJMSJG3QR	2	4	14	1	20	19
A3SP8FJX8AWQU9	4	14	12	0	51	91
A3S6N7PEWZRLSI	2	3	8	0	51	91
API5JLBRT6FIN	1	20	48	0	51	91
A25Y4AKGA0JVR	3	5	2	0	51	91
A1BXJESOHCHCGB	1	12	0	0	51	91
A2P1BTCQLILAG8	1	4	27	0	51	91
AU4C0EMLDLJ23	3	6	5	0	51	91
A37RHSCUU1EU5C	3	6	8	0	51	91
A3QH6GQNAJRLML	4	3	5	0	51	91
A142GO7HKWSON6	0	5	4	0	51	91
A2PFI4YA2DW1RF	0	7	51	1	48	87
A2PAUHRHG7LN5Q	3	6	23	0	51	91
A1GWTYVIFT7W3Z	0	3	19	0	51	91
A1GR9YYOD61KSD	2	5	6	0	51	91
A2WCIU7YBVSBHC	2	13	127	1	51	81
A1K2EM1HZ2IE68	1	3	9	0	51	91
A1CAA0683A5MLQ	0	3	3	0	51	91
A2XPT8ZZH17XGW	1	8	3	0	51	91
A3M6I2ZQ9KTPKH	1	3	3	1	5	5
AKMANIN8IHA65	3	4	13	0	51	91
A99K7S15XOQ45	3	3	13	0	51	91
A1FVZY822MPIW6	2	5	21	1	1	1
A3SLPCO9WIJULM	3	12	33	0	51	91
APQMHDPUMROOK	4	4	2	0	51	91
ARJZM0LBHNGAV	0	3	26	0	51	91
A1BL7FZZQCQYV5	2	8	3	0	51	91
A141W8WHW9AC3H	4	3	40	1	15	19
A38C12950IM24P	2	20	1	0	51	91
A2K7SMSE3MRFW4	3	3	4	0	51	91
A2M9G0WW3MVB7S	0	5	6	0	51	91
A09557243VFA5RMUZO6M1	1	12	9	0	51	91
ALLQS5IIDN7P7	1	5	10	0	51	91
A300QB98FO5UBO	1	3	27	0	51	91
A1F1A0QQP2XVH5	1	14	49	1	51	83
A2RQBPTUUBV9BP	1	5	71	1	10	13
A9LHH006CA7X5	4	11	61	0	51	91
A1510WM4V9MICG	3	4	31	0	51	91
A3JM8CK8YYYHAL	2	4	5	0	51	91
A9PF8S31EYX2S	0	4	8	0	51	91
A1K7R1U4QZS3W2	2	7	10	1	51	46
A32ZGK4SX98400	4	7	5	1	24	21
A2PZ68PQGHITLG	3	3	3	1	6	5
A1EB90KNE0J9MJ	0	3	51	1	1	1
A2O7Z4RCG4X2M8	2	14	23	0	51	91
A1UNP6CBED8GZF	3	3	6	0	51	91
A39V6652YMHBSX	4	3	8	0	51	91
A14CSXNBBT2I63	2	3	8	0	51	91
AYNAI33HUMALW	4	3	4	0	51	91
A2AIDHD1M9L1W2	2	3	19	0	51	91
A2O5A0L7NL9J3Q	3	4	9	0	51	91
A3ILGLDOXW4QLX	1	4	6	0	51	91
A1WWRLHN9ZNWVT	4	4	11	0	51	91
A1N8W5FURE11WK	0	3	170	0	51	91
A1BOXCHKZM8KAV	1	3	39	0	51	91
AQ2QY69Y9DSDZ	3	5	32	0	51	91
AFJ9846LEZWS7	0	5	5	0	51	91
AZMHM7BDTC5F3	0	3	16	0	51	91
A2D7F8AXQ2RFY0	3	7	37	1	45	60
A3CJ7MHAS9IMAM	1	5	8	0	51	91
A2AXYKVGB7ML9Q	4	3	5	0	51	91
A2QNMGTEFJX7TA	2	4	29	0	51	91
A1XEZIHQIUAOR1	3	5	27	0	51	91
A22T3PYX7179ZC	3	4	3	0	51	91
A1AXCV2WYDA4PD	2	4	3	0	51	91
A5ILSK8L8KZ9L	3	3	30	0	51	91
A365QF1QUY68Y0	1	4	7	0	51	91
A5DP8H3HS9KFM	1	3	5	0	51	91
A2IFKH3TJ10387	2	11	3	0	51	91
ABPMTO5KKM88S	4	3	28	1	51	61
A2JPEYP1OTIQE4	1	3	12	0	51	91
A11V3GPODBXN7C	0	7	15	0	51	91
A3L829BHSRRJ7U	4	3	4	0	51	91
A12M12YZVDL6DG	1	3	29	0	51	91
A1PXQUUH5UN9O6	2	4	24	1	51	60
AAL4LVT7I7LCN	3	8	29	0	51	91
AGV08F2R333CF	2	5	14	0	51	91
A1RR8MILLMBI8N	1	19	6	0	51	91
A2Q0GD5DW55EOM	4	3	6	0	51	91
A2LBKPJHFWSB	2	3	5	0	51	91
A3EW0H4L61EQR7	3	4	42	1	1	1
A3030V5XJLJLB8	3	7	21	1	41	78
A230MXOPPE503H	3	5	3	0	51	91
A1KBLY3361QYZZ	1	3	35	0	51	91
A38O4VRV9BH729	2	3	4	0	51	91
A2Y8IDC1FKGNJC	2	9	15	0	51	91
A1H48O9C28RI2H	2	5	4	0	51	91
A2GMZ9KUOZRGX9	0	5	5	0	51	91
A1PZO13IAKZRQ5	3	7	170	0	51	91
A55YZDUBZPW7B	1	4	6	0	51	91
ARJMY12FX1V7V	1	7	31	1	5	5
A98W0AQDDG3O5	2	7	7	1	1	1
ARWIFUVKNJ1RQ	2	3	5	1	51	51
A1XR0DSBUZP5V3	1	4	3	1	5	5
A2535UAPNUUTAU	3	3	17	0	51	91
AQDR2FOLX2Y9K	3	4	29	0	51	91
ARTSSZHO3ZYYR	4	7	31	0	51	91
A2L60EU34MOYTR	4	7	28	0	51	91
AQXWXVL0XPZ0T	2	3	14	1	51	55
A2978O7QXQOJ50	3	10	19	0	51	91
A206FI2P68MPS0	2	3	73	0	51	91
A1OIB7S2GDX1TR	3	4	80	0	51	91
APOK22NBGHY9V	3	3	2	0	51	91
A31T7URG9DY30R	3	4	12	1	2	2
A22YUFT9K4SGYD	0	7	14	1	1	1
A1I7EA45MOXVO2	0	3	2	0	51	91
A39YO36UINKTSC	4	4	7	0	51	91
A1OC65ZR6VAWC8	3	3	6	0	51	91
A3NQU1649SH0Q4	1	16	21	1	51	68
A20Q8XO0Q85S3B	4	7	38	0	51	91
A2WHSS0XUOXPMQ	2	3	15	1	4	4
A32BMZA1GEVCU3	3	6	9	0	51	91
A1G7YOUAMCX10Y	4	3	33	1	22	22
A3I47WIS3G3BPH	3	5	4	0	51	91
A27E5J65EKP1WA	3	7	46	1	1	1
A1WBRW526O9C95	2	3	11	0	51	91
A2XA8CW5DF4MNZ	4	20	48	1	51	65
A2DICMMGEPLWEL	0	3	9	0	51	91
ATPQLA9R6H4BQ	4	8	6	1	4	4
A294BMWLWEKF8C	4	3	37	1	1	1
A38ML5RTGBUZPV	0	4	8	1	7	9
AWD5ALFH4BC4E	3	5	30	0	51	91
A1R6UHT1UOM03E	2	3	15	0	51	91
A1BA72K4VK1UN1	4	20	21	0	51	91
A3VSBETWOE38X4	3	5	22	1	6	6
A3SO8BO5N5A3BV	0	8	26	1	4	5
A5KMMY627T3W	0	7	35	1	7	7
A2TRDIO44OUHTO	1	3	38	1	16	16
A17OJRLUE3RYEJ	4	3	88	1	1	1
A2KF5MLHBZ2TJS	3	6	7	0	51	91
A3U7X9WM653YPS	4	6	22	1	8	8
A2P6A9FQA6D0SY	1	4	23	0	51	91
AFGMF6WUR22OT	3	5	4	0	51	91
A85O235OBTR3N	1	6	25	0	51	91
A32BB8AMTQH47H	1	8	52	0	51	91
A1U37MTKV0BPL0	0	5	3	0	51	91
A1PBQ5YTD5FJOL	2	6	76	0	51	91
A22KGO6Q2YWS0C	1	7	47	1	51	77
A3RMDGXN8T6D1F	0	4	12	0	51	91
AINGNE1J86KTH	3	3	12	0	51	91
A3B1JS7ETFOLSQ	1	4	85	1	49	89
A228IOQHTOY0Q1	1	4	5	1	1	1
A31VZ0QV74VAHJ	0	3	15	0	51	91
A2IS2CYVKQD3DO	2	8	12	0	51	91
A71IJK1V5WNGU	4	3	3	1	7	7
A1S60BIH1AVM1A	3	8	5	0	51	91
A2URI32OWJ0T9E	1	6	2	0	51	91
AT7M8IJOIOPFG	3	4	10	0	51	91
A2WU1G927BVA3H	0	4	19	1	1	1
A303DPVG2ULRF3	4	3	10	0	51	91
A35LLSJL8OIEQC	4	5	9	0	51	91
A13RRTU6I8IXSY	3	5	18	0	51	91
AFUET4TIS1BF4	0	5	6	0	51	91
AUV0EFKWA46TX	3	12	21	1	51	40
A2A9ZDQOOA3ORO	4	4	16	0	51	91
A39354VKHR3MGT	2	5	21	0	51	91
AVLH2QMDH0DXN	4	5	12	1	7	7
A16S04WKNCZHJI	1	3	35	1	4	4
A3LO35OQM8EOGA	3	3	16	0	51	91
A6ADRIUUPVTEF	2	3	29	0	51	91
A2QQMVZHGS6L0C	4	3	29	0	51	91
A8ANL8H6F6N8U	4	12	87	0	51	91
A18P5BH7G4HRRZ	1	3	30	0	51	91
AAPG9Y6RNPOK3	0	4	6	0	51	91
A24LFAY8C6YGAV	0	13	35	1	1	1
A784A2QRHRSSR	4	3	41	1	51	60
A2VV6CRPTCB5XD	3	4	6	0	51	91
AE9B0N86KP1OU	3	20	6	0	51	91
A306KE6K4KDQXM	0	4	9	0	51	91
AOFDI1EH9WFJA	4	4	5	0	51	91
A3C8CJJB89BTEJ	3	5	5	0	51	91
A3LMWT32Y49ENJ	4	4	7	0	51	91
A168R4FTR2AKG0	0	3	6	0	51	91
A2CMETO9TY0M7J	4	3	2	0	51	91
AO0OKWHJB6QU2	2	4	24	0	51	91
A5GH0YNIDP48P	4	13	4	1	9	8
A2LEVKA3U6CXX7	3	5	44	0	51	91
A30A2D5U0J5QE2	3	3	92	1	1	1
A2414GMYG82NSD	2	4	37	0	51	91
AXUD0WYLU4OU4	3	4	12	0	51	91
A2ZA7VS6K4WOBM	2	3	5	0	51	91
A2U7V66VTVG6GS	2	10	15	0	51	91
A2RFU9D87QU494	4	3	32	1	51	67
A1X7E544IJXXCB	1	8	6	0	51	91
AF147KUNMFD0N	3	3	12	1	10	10
ANV5G8C4MP5TM	2	3	8	0	51	91
A1S7BFT0HDF3HA	3	3	5	0	51	91
A3G9H9PO9E7C5P	4	11	12	0	51	91
A10JM0T806MNL0	3	7	6	1	1	1
A3KJSCZZN0LZEG	2	3	92	1	13	14
A3Q1J68QY1MZQ9	3	3	9	1	34	29
A2ARR5VDQE9I4W	2	4	11	0	51	91
A1PKRO48Z2QTFV	3	4	17	0	51	91
A3L3QAUKAP5N7F	1	3	6	0	51	91
AA8R02WLBO7QD	4	3	3	0	51	91
A3I6PSQD9AL7VU	1	5	19	0	51	91
A1MCNNG2XV3TYM	1	3	5	0	51	91
A331NSK2YGBLN9	1	4	66	1	51	84
A2AGGGYR7EOM8U	1	4	4	1	51	25
A1CJNB6J9U2K6C	4	8	5	1	12	11
AK1WNXTHNCG5V	2	20	7	1	7	4
