user,split,target,history_length,sample_hash
A1796NTZOCGHQC,calibration,B007J3F9W0,2,051f22a8e43903226c4a12d56d773c78c6b779cd021195ba68792de6d6ce4ace
A1OMGQEEHGWBSQ,calibration,B001D0C70C,2,052607f981e9438610411f8434fc2db33b2201fca6a9f7706e0b059da88a951d
A16UYT4DEUXBA5,calibration,B00000IWIB,2,052868284c11dee1e3627dde5a949251d00d48a273106aff61f904e819983a26
A1S5251XGPBIVN,calibration,B007IXD0M2,3,052bed5564ddef7e54052a1dc2531c0bf8a2593f8f4be0f35c59c6af353f4bf4
A3AZRPZ2V6V4J6,calibration,B006O6ES02,2,056c3eb08ffaf932f08639c4a09fcf47a7261239f793740a3fa220eb6001517c
AY6I0JXE82PQG,calibration,B00AHAJGXK,2,05785027ba351cc6bc62262bb8d4e487842d0ce190914b150b3a06aefb816aa2
A1K90D8M82NIEG,calibration,B003C1MW4Q,3,057d5fce9532dda0ca105e678dadb4530ab9617bd03c07f2d410d6a862e3652f
A3NR9ST3I3DSV5,calibration,B000F3V2MW,2,057f48a580ed275c68d0eabc636ca2f8632fca6020163a989f5b7d9ae89779f0
AKJAYC10UDO1R,fit,B000OKT3KY,2,0008f89af6a57659f7ef9547a1b7bc9cfbc70149b038c264651a9e13e216ff8a
A2NPRTXUAOYSUE,fit,B000062XQ8,3,000f9c300ede0b5de207876971ff6e78616c0c97ba476324c5b59988a07be660
A3FVAWZNKW9GX,fit,B0007R4J30,4,001c9736c5f45305a7f0ecc782e9fe111f18029f09ca96e80933cb6e4265fe13
A1WQZ0DF76GZRR,fit,B003D5MUIE,2,001f9a9f8a733fb724f14768afae47bedb64ec9d07e46847b5dc5362bf63aed4
A1HF7HD4IO7ZJI,fit,B0051938OK,10,00210e24633ba26579c72f4eca1e43cd9fadf5a99f4cc6f2540af0d7bcd3c208
A1J3OQ40G22L71,fit,B004P9591C,2,0026ba1f891593f608e1f28b5bfc28152e7da53d4919838866f69fa43db19578
AQ6SHOW0VMZGF,fit,B004GBJTN8,4,002d2c3484f3bcde966511740120a5f78e432aaf068546754c65a4e7ea77b391
A31U9NN8X7HXIH,fit,B002L6I9ZY,2,003268ec3842a6b6b4582ea5c0fb423a9be8c5bd015e2c4250c274f603d713f8
A1XU4ZI0NUZ68M,fit,B00855FMXM,3,0035e8cbac30d8b6d70fbca479de103348f42794027365238e43739532090e6a
A21U2R8YBJA5Y0,fit,B00FJQD88Q,4,0043ccd11e83ea274b4c9aa6f239e4aaf185616b13a70d29e686d4fe24cd1efa
A3NC0UA98KNEZM,fit,B00146LV52,7,00489709e7dc463b602d05550d449d4057fe363377628a70dd196f9b10da3ef6
A357B1R6P3TSKI,fit,B000EQHK3A,3,004ccbff6b956377fb747f854131a0fc213cecb6c039986e79d467ab944b24db
A3BTL4FV6ODKAT,fit,B00FBW8ZIQ,20,004f48095cb04518ef761a7f31c9789d53ca2eea789d78684b9cf31cb35f843a
A9NE9ZFK22BNY,fit,B000UOJZ6Q,2,0058c145bb1573668bb7596ab1a93fe3b8b4f661ed1b52a71b3db08772a017d2
A3LVDB70Z5ZNP,fit,B0083TXWMI,6,005d2cda0700c1d1b627f5b4bf845702e82150227f2f8823054c39b3deb791f5
A2F1G2IKVW6610,fit,B000FFRZYE,2,00606e572675eb02db4edfb3e08356710429d87e204a47773fdc8ec7c57a2f40
A1UNI64M36ZLFC,fit,B002OE01XG,20,0060f6296ccea0373b1bd7298e07784703166e9ea85bef8de20f8af6e1f4a9b7
A28BV2W5BO5KFU,fit,B006CD202A,3,00653391aa12184c6fe48d16f6c86d5198dfc6b9eb42810aacf3f64a54f8c437
A3PPXFIVMJ9MV8,fit,B0002YDPX8,5,006efae6c8f772b5a2f043c4a1d7e27e47820a9de96e31e719c3cc46f02e4f9d
AU4C2605UPXLR,fit,B00004U327,2,006f0b5746cde0319cf8e758b6d62f2e2290c097676aa4234c8942dad8f6c79c
A3RN32JBRAK1FP,fit,B001XCXARE,3,007fe87d273d97f44c1cb5d25e172541a95cea96fa91fd75437968b4a91728e8
A26BDXG9KVH7SU,fit,B00EVTF3OO,20,0084ffd0541de56e371af2fd7a00d71574ef7ca746f19b6ccfa16cb6b9ada04b
A3IMK08UX0I46A,fit,B00E1EFHBI,20,00889a604ef21810094b61d8ecd33d1e683e4280da4808eab78bb93abc66534e
A3JD87DUPU2I56,fit,B0042TYMPO,9,009422e633826cdb2ed0e058391ce5264e41e6030ddc9651ec36da302400044f
A2KOOQINUMPGDZ,fit,B001MY20X8,2,009767aa91c15b01b465234138c90d918d0003229b63fb3eb7a1e3e13fc0160f
A6YEAHCVOHKWM,fit,B00C0QS32Y,6,0097b98f35e03dd8a65f175e712017b1ce54ed6ec390047a08f620559f799a3d
A1HBI9BBQIG1NH,fit,B00AYP68OI,3,0098d355a7a089b3d0a97a410321279de0e043c9210a58ba803fae7442b62050
A3HLAMP842AMWI,fit,B001E01RY8,3,00990a6fca5f86853ca4829a780668748f6340033d5000f95f3eab29fa86398c
AQJI6M1E30R0,fit,B004ZK6LCC,4,009c6284a3ac0fe8ca23b492ae4dd02510fc12449899f4d5825bdb0c9240c574
ADGYS9FJ3G8SG,fit,B00CNBGUHQ,3,00a1dc95de3105bc08a6e60c95af33362ab7532b4bac9d9ebc3d431efeedcc36
A3GAMMVQ4RVZQ2,fit,B000UOGDVQ,4,00a457a59d9fc686c5b119c5300ae4a8f0075d59c223f3198b80c226ed36d2de
A2OT5UW4ADG05A,fit,B007Q0ODLY,6,00a89990c82ec6d28bc8083df7579637d4979ae65001d48126a54591be88e844
A3IAU6ZPVF2R5K,fit,B008N6US3W,7,00a9b85fab4e7915bfc32747d4b943d4ab7668a9b17833a4c41d0b4107a9e090
A2VESKYGU4Z2HA,fit,B00BWYFTNG,2,00af808b07f225c792f5cd8ff71f27a64271478a1c5ee990d14cbb2883b28bd9
AKRYMPNRNOTYV,fit,B00A8HOX1C,3,00b5454c827f804c605cb0c2b9b221bc00bd0a92435f4b5b99097a85e3b18864
A2HWUH403JTB4D,fit,B002B555QQ,2,00b5af90d0f1fec01d2b085b025d2798a8c314de06ddf74b20350141317625f9
A1XT4961W3YCBC,fit,B000BUXZG0,3,00bf64cdb6efe2ab98047e8680065ff2386d8b185ddd8390d21dca92362d905c
A3UD4HSTTIMYDC,fit,B004TGVNHA,2,00bf7edc4d6582517fdd679564a155a5c524cd398dd0026284f6f08bb374eea8
AL8OXLWOXDQ4R,fit,B0030IG0C6,3,00c95ef3ccb714d44aee9c7cb585a841826fc93fe4056fd3739521dc6294a657
A3TGTB0V5BPI8Z,fit,B000NNNM2M,3,00d4de567f0c45d4808d24a4a55403461ae9b72b7bb4d8e425eef5458c3a31d0
A26LQSC65AMTGK,fit,B004Z3MLLY,3,00e0cd8d5b73371bb09aada54637243b278540304392397f3e0bb0360237f2ff
A232PE4B8ETAJO,fit,B000W3XEQM,3,00e451243ebfa008c1c320f0f6f6dd33f4edd24837ee049826c483c53ffa179f
AZOAWF6SKRKJ0,fit,B000EULXBG,3,00e725dc3befd9a7854a893817ee10c242e0d26103c94ec51b2710530ed6d22a
A2H1LEEDGEGN5T,fit,B000AM2K56,2,00ed598b2d90f43ac1e4ab5b0dc980fc80dcaaecb9f97fd39c66407932451b40
A1YTXJE0ZS0IK7,fit,B003AP4JPE,6,00f2fbe845b4e74b3fce83671ff2da72f1f35aa6f70b864212f94a4d04cd92ad
AYVRVB1SHZSGG,fit,B0014411SG,2,00f58e6d7e0ebd4199d5e2e03b3344bf539d532e2c809c0017ed58ea9a70daf5
A1FRUIJXY2NMRI,fit,B003S7J26U,2,0100773903fa4eebf1ba85d8ebc8b79a35078343f395e2d8ecdcd84e817d0058
A1XDP550N8ANQ2,fit,B006O6F932,5,0103b0d92fc8b6eb6fdf0ef9a6d7b952640811cff91482e9ce187963fa6624cb
A1XMD6DGGT9RUJ,fit,B005XVCR48,3,01074567b919bb6cdad935a53658d4f96e549e95ff9cedaff53082d89060d182
A81UQY2JL2F6A,fit,B001P06GX4,15,010cc2c73857b330c1662febe4fef80b3b26ce70dd7b889bc30859ed1859e226
A384AQ2T0EGFH6,fit,B000MUT7TI,7,010ebd7521f9921193749512f5ca072bb6e3b2d881a7051c7201960d18b3c40f
APD7XINUVG5AL,fit,B00974C5LM,4,0111d37292a84ac1c483f1cd91dc442cf517f976d85d6461fbc73b371cee654b
AW0XJI75HFGN,fit,B0083TXZCA,4,01166c1819e8642cf7c5c0c7618ad9e893207b192e293387cc08f3e2ade55a85
A310UDGID3QZWH,fit,B003EMY8F4,2,011808c7a22f214b1c8093a9f39a905dbd2a0e48f35504b82c1a767988dba37f
A2N715689IJJXZ,fit,B00CXLQIAU,3,0118968ce7f33dab643dd8935a105c73236267952bfeb1cff628339eb2699d3f
A33BNBCL9RSBNF,fit,B008DBZC9W,7,0128807669524d79a4588683845957960c27553358b1b2d9cbab98ce7a53e645
AY7QLRH2EB0TX,fit,B00ABA0ZOA,2,0128915f5ac4828df304f6abfa1a82dd914dcc69065d0449576f58a0f3934ded
A365QF1QUY68Y0,fit,B002S52W8I,3,012e8ffc03d246f08b027558e9cec3b9284cc61d8030b8ed050037b7ed1cb2ef
A2ZS2JNLSCCRWR,fit,B009ZTUG2Y,3,013625e9a37292757e9ab15c71d30383b15ebdd5587c5843f51467db094468c1
A1PMSCELF9PEFK,fit,B00393I2DM,5,0138d25cce2b656e0779b4d2a9f12800cbcff2ef5b711030db3ad2182e0d4240
ANNBG6YSIOI72,fit,B001SXBJOY,4,013908b18515e5ed1d66af02fe4fd6388b28c977b0feec5a4f1fcb9e1ed883a0
A1QRVOBSWATQ1,fit,B004ZK6LCC,2,013efe06188c65c932ea0ae4a1e406cdd8ecd54edfed7f0fe6d622185b82e59f
A3AGWRMHKLFLWR,fit,B00FNM35A2,17,013f9f0425ded4277c5235afe426f901b1772cb41c02bac57ce230d65aaf7371
A2HP9A2I1SWZ3Z,fit,B008HA08QQ,2,014d73d970cd8a2a405bdd79960cd2ec51e8a75c6366bed4cbb7531ce7a3e7ba
A1336TTPYUZKXU,fit,B004H1V5S4,2,014dea75aae82479a2129e4cce05f2946fa34432232d975c4288201f4e318d3a
A1SN8XGT6DW2MO,fit,B004R6VB2E,4,0152655149575098bdb5675420bd6cd7d8967a9bab0daa996c5d8215cbb715b0
A3BVDW4DOLJAN0,fit,B00DLUE890,14,0157bb3a4e72f4a89432b50eb48e3ea31edaaad19cd8f53f30a77d45c0fa48b7
A3TMF9ZQS7MQYE,fit,B002743856,2,015eddfa9fcb25f5307a0197ca40bd5ba1a56120f4783a7ea363dbd0d2e35740
A18GJRJKK36UBX,fit,B00146K0I6,6,016489474db60371ae7673d82b2af640a13ff7ed89d1fce6b6fa7216c8637fa3
A17MLJOM4OBVB3,fit,B00A2HD40E,2,01670260a780c9f47b2c60761c78f114ee5f02ee9a6fcd312bda97b36630810c
A2T6UCE94P1BSZ,fit,B0090GWU7Q,3,0186b988bae7614fa67992c8cc198beb4f3b14cdc7749a99a387aac6d3ad4202
A38HXFG7SRXGON,fit,B0038AJYSS,4,019b8749610d6fcb612940e3c4179ef446f83672ccaa5494390f41af531b39c9
A2OOZZDSOHG4UY,fit,B00H5HFERA,20,019f4cb241fe1a986814ba29a3d19a3fbb8b0381325772350b9cbd5093584535
A3QYD27F90N4OE,fit,B000NW13D8,2,01a44de9227b403ef457d4368a7d5cb57e13a6d0533cfd5ba8ed8b85ef3c68ef
A1FATTRIXTSTEB,fit,B00CJO8ZZW,11,01adb72bfc20b65bdb4c8dc798de76edc845b02b4f7a033aed2054502295d4a0
A212UKX4UFSRLK,fit,B001RNII58,2,01aed618fda00aa6b92bf85add37c9d83e22332b8514ef64846559b7d6ef8c29
A8PNH73J06GRV,fit,1616611715,3,01b22432e8da9ab7e167292e1892f1909858de346b4b8a55848c05cfe8b87852
A22E5SK61NWJWU,fit,B0009B0M4E,3,01b64dc7eaab6ca1e4b4e57ffc337dfd9a503c60f42c09522370376f8d00decc
A14B80UD17CI8P,fit,B007Q0OMF6,5,01bb42d4c202c148f6402512c5c3842f5e34ed43c8e0c5f70bd8079dc852c555
A3T73OYO0MS1FW,fit,B007ADIRDM,4,01c466335a6361033f3a5b1aa2d0438ba5f37db3722c265c97449f54f1936df7
A2UEP55CE6QDVB,fit,B00008URUS,2,01cc8c5e16378a621b4ea800e8a59a0b7878d3c56ce374487e20c40b6fdab50f
A2F8EOU79DK8DG,fit,B0023TEEU8,3,01d2f7befcde75c7f0998c4c8d0626171019a1954d68802096f52a17f513bf16
A3IP6MI767BBQN,fit,B00F4WMAI4,2,01d689f856f81f5c50589591d2d1a52ac51e476256f780821c1ffb53b1f2c426
A10E3V94MQ9IVU,fit,B00186DECG,5,01da40d4be18cc41aa8553876ced407a8a3d7361af64c6ab150af8c9e88fbe7c
AJW30RHOZC4OY,fit,B000GBA60W,6,01e62f87f5dc3e207a6606e8542e5d095bd90109dedd95fd0b8bfab8e36fd24f
A3LQO3O8B70WLB,fit,B001RNII58,2,01e6dd1b082506924ffeafe4d70c47238a5c046c3c0bc56dbdd52998b9c89f7d
A1O4NVWP0LKHH3,fit,B001BWY5C0,2,01e7dc44f283627f67ca09dca98934e35e0b103c2781e0c76f593990dcbe40cf
A164O47CXA68XZ,fit,B006O6EP14,3,01f038f6131dd75302685ada4ade3404f2ba9170f463f193c415e3e8da1a0e0e
A2C0BF9XTMF2K3,fit,B000EYF6TM,3,01f0e42f1da555c602ee9554a037a710904d01cd38e59e0a6441ded998c190f2
A5JB5UALLO36M,fit,1616613785,2,01fb946c6dd4b0a6c1c264a7081541262d0be37d2a3a25c98186bc99721f360b
AFRWXEHK151Z1,fit,B00413Q59C,2,0200e2f5926596498f7aaf1aac319cd566f4a335837584ce844b4aeb01f56a06
A194K60CWZ371J,fit,B007SG9FFU,20,020e923a3f55c17c801639dfad20c31b43081e8f6113b83635fed81c0c475def
A161IYUBP78IV5,fit,B007XVYOKQ,6,020f07c6a70c9cd9746c97bb3fdb083b2008cfff26fc20044b5f6a508aab58a6
A1YXKR8FJDKOQC,fit,B0015VM60U,2,0210be914ca07f47c4917b3f7b61def92083c09c00f812dff8980827977227fd
A3R993BYM706G1,fit,B00A88G6ES,4,02113021966b589be759beb1290e39bbf5eb81753cdd99ccb5e9aef62a38063c
AZCOTN09OQM1A,fit,B004DZP7R4,2,0211e0ffd03f956c34403ab6bf59798e833b90c01ffdd11832099fe527c45b35
A2CJ7T10RH6ZUK,fit,B000WE4JKQ,2,0215ad77ec3fd02de435eaa3bf506ec1d05ae0abb1c577d5566bb8499fec1da4
A341HCMGNZCBIT,fit,B008DK94VU,3,02198b4fcc06c96d2a18fd444e258cbd70c4a93ff49483c0fbe27f8949976c84
A1WSU0HEMHXL32,fit,B004FEJ43Q,10,0222db72317685513ccd2cdf2f4d08c1a4f6d10b52998aacbd07bd18cab7b6ba
A3EDQOXFO4PR70,fit,B0000630L4,17,0229ef8c57050d0e385e3e1f56963559f1a561e366ba6f96058930e4a07f3d35
A3F0407FPF87D5,fit,B002NH38V6,5,02341e62d790c4be1072484e11b0d8fe258407846fe36e46e28223f79bf9da97
A31SOAA2RO5EI1,fit,B000LSZVKA,2,0236f3ec1a93d10381b8257a2cf5e04525c6fe27306052b2f80a3a9f9021d091
A7RREDNRPPB9U,fit,B000062XQ8,3,023ccc1ca4bd107a2a3ea02f23866b98d862851ca662d54e424eb6e2bcc99ea2
A42P7MF5WOOD3,fit,B004ORS0JI,2,0240d50b136733d69350fee02545e5b8065b7a1442977bad0edf76ab6e5c8930
A157XIAC7WR9OZ,fit,B00DMC6KAC,8,0258e0c0f950eec98cae4bfae99ae6149fdbf4b60d5fe88a5b062d28150fc8ce
A19GTQ0YMXO8VW,fit,B00CFELV16,8,0262211ae4624677239f34a57712277db91e9655882529b20d7ad56296dc95e7
A2DMX9ASE4KH40,fit,B00CI6J3HA,5,026ab8758ce05c4095b9b96fefb588035b1cffa580caedbac0a3d622a7fa58b4
A23U2RC1J3W42O,fit,B00B2FO6IE,2,026dcc1a280a2ff919e0042f4bc1f2e2674fca390f09f7c43dcda7f3fa0c46e1
A2RNXSQKBSDOHV,fit,B00DMC6KAC,3,026efc491d2338882096f4bd52fe0ce77a8b8efce2579ae9425c109866c39dbe
A1Y1PREAQQJFEK,fit,B003FQCZ9A,2,02722759325250be3d9e258c31516b84b832a336a15368c336a92619a25e4d3e
A1UXYKT3295IFA,fit,B00CHOPCO6,3,0275257c4c2123c0de1090f457caa047a5f7a24f0f2b6e8d8fb92c19753ddb80
AK4HKI46S49NA,fit,B00B1D7ANK,11,02786b014ae4ae04cb823dcf312b7b8259aa89552952a269d2c64f0c6c0dc470
ASL48MLGEONCD,fit,B000SI9Y6A,2,02805f689c93a406efd1058d0917e3d30b0a0a4eb28e37303387ab66f0fc86c9
A2PL0US7RN67G,fit,B00C6PXLMQ,13,02853fdf48e5cf895129e33d8a349c16a46ce1018c8ee271f2643e883db5fd19
A3QSU3E3G9JRJL,fit,B003Y76MTE,2,0285ff1b27086135fe820a66dc676d6a475950aa603a9553f7c8a44b45078e74
A18OBUSMXVE8R0,fit,B00000IRY1,20,028854ce442e5abb5d20e41e232d498b71d46f53667fea8f855c15ba1d293fcf
A34763KA9IR9LG,fit,B006O6FKDG,2,028e982b7e816c88e0a47fe781bbbdf84c2d956298852796a2f7b1af058f4f34
A16Z2I635OPUQB,fit,B00BOUITEE,2,029216f6b65ff2f49527f72e59e99b2ff24f7d7838ce6ea1c5f2a3ec0ec9b60e
A3IYT41OTSN91K,fit,B001W72R6A,2,0299388ab521a4425ad2b628d102094d8f90119333c69b49cd25dbb440510f46
APCU5MPM2Y0LY,fit,B008S47E40,6,029c6a27bd3b4112338235e139ff7b5c49613896fb1d85e6256060f59d043852
A14KGTLUYL9B07,fit,B006HCVT5A,2,02a67dc8677abd57e146c86ce02a66be423c461141ead714b6eecfa116c5bd95
A1TC3Z9S5LK4C1,fit,B001IEYXAA,6,02a9bc11f286064c7afc9f000a810d251ddc0aaa180f7ffb1f6153bf6791f842
AX05DBU8IRUWY,fit,B00FQVIKRS,2,02b9e9f719b5a7e0645c261f87b0f4e3c440efc363e12539067b835d6734d230
A2Z867F7BMJBZM,fit,B007GQ0YKC,2,02bb79646ea12725e700e51f8cb1af1f730f133d3ab70df2345e2055eeeee9ac
A2RO70ATW4Q9RK,fit,B005QOW2GK,3,02bf6317336e5c60d9348f5378019ed29d65e26ef7035401aaabf16d556a1a13
A1G76710K1HON,fit,B00253T7R2,5,02c2046840ca781ed6038c52a9a7f8fd9360eaf1e4578acf540e52a65c7cece7
A2DG1NQM08X1EI,fit,B00428LIZM,20,02c7a0728b4159162dbbecf9f785d204f3356fe8487f683d83cd76e55e484f39
A30HIH5U76OK6D,fit,B008G3JZIG,5,02d0bb9abc8c145dbc922c00e0bd721d76432f0d993905f82083f004f266b2b5
ATI347DKEGPG0,fit,B004UU9W6E,3,02d3c5fc3a1ffaeb5a263b5d892a47fb30ff373a9a196532475e84bd0f9ae2fe
AT2K6AWJFYZQ1,fit,B0071LXX32,4,02d4a955b956216e9647c91c8e423406ff9b8916847c785f492769e9d76226c0
A6FZ1MG3WEXIF,fit,B007RTG01A,2,02d71f320779250cc95e3b9f25fff7f75e1cb551f4092a06ce68be05cdaf4afc
A305GY9YZTQEB,fit,B008ECE1B0,7,02e27bc28337a2f05f7d4449df3e67496bc7aadb0c80cc54f3aa1211a200f3bc
A223R888QONFAO,fit,B009PLLG9O,2,02e2e34362921c19cbb8905f4ead36f6662683cc5ad59683fefbb8988e827fdd
A16BJ43Z46QS3N,fit,B001UH50MU,2,02e4cc131c37591020b45b60d36a8313d3097a3072d3dcd1cf34e04158e81b9e
AZTBE3J2MJRKW,fit,B004C7S7AC,4,02e7ed75a6cc6d2ac0020a725811c616242749ed2f4571e7c3ede22c941ad118
A29RAOOQ1C85FG,fit,B00CEQ1HPK,5,02eb3cc1057b5b4db08d17333c4c15ba069ee8b6df7f9f5e012ca645f470ddaf
APPCJX62WKIIP,fit,B00ATWUE2S,17,02f297e256943cd23f24e5b4bdae515b23112a5572c14beff0e26288baca5541
A2546LZHF202T5,fit,B004J30ZDQ,2,02f6b7d769d432d4d1a6ecedc379ef8135f638c7204d86e1a79fd7fcf2aca4f2
A2LENX3JISE7FW,fit,B00CS3TB48,2,0315ebc1e1dac560d43a4e60e18d1e4a3fb1d99179736f4cd2a00db15b0aa813
A21P2TXB19CFRT,fit,B0050R0XEG,8,0317a8335bae165afdbfc9dde5ae40c46724e986ca07ebc8b4b6127c95d6fc56
A3H2BWZ5ZMVIHP,fit,B00A88F3UQ,3,032421f346110c1978dda080699b3211c3da3d8650da9f27189254166b3378c4
AZXX2IV3T43M2,fit,B000OEUUG6,3,032d60e327b56e4b0e33cc303c3eee590e5a0047252d97c9c8fbaa1d3b984dfb
A30P9UFFUTLZAX,fit,B007J3F9V6,4,0336a93c5a8874ea6defcf6982a1c7f31a49c103d0f66a3dc1a79e6c0d5fb650
A31FL8I2C1WV32,fit,B006PGLVCY,9,033bcd2e02da69a6549f154955cba173462c0307e931a68b5fb5aa2a6826aba2
A2V1Z11YAVUFRI,fit,B003Y76MTE,8,034fd222619ab358a491d8b4a1ed1da5661f1058b7bbcf491c24cd60c8708c32
A3KP80ROO50I4K,fit,B007J3F9IE,3,03556d42687c6ea9ecd5089ed238405a55f396639834758aa1f8f69165fa6e7f
A7BQB93ZWUII3,fit,B00CS0F0IM,3,03572c0cd9b0b7f0363b9bd493afbf58b47f023cd498af537f6aa58fd53e579f
A2NZMBTSY5B0VC,fit,B005VSN27E,4,0359369d03e361cc409f6f63f5fe05d1129bcd2dfe9e1bb722e0e6f161b07cdd
A2PEF2YCO16IFY,fit,B007927AGY,2,036079b0d016675b7071b8d36544efcfb07c03189fb58885886eb2918d1cf006
A3LTM8P4W2ZIUU,fit,B00388C3Z6,3,036120a20d648a1721e87dcb8cfe8808a1ea1720c6fe45d8e43e951a1c42ffdd
AC5UOO7YRH4IK,fit,B0007WX1HK,13,03615699fd6b9bda9697c991d40291c1d5b6478613a0f4c3ddfe7eddcf89f18d
A1T392NVVDXHWD,fit,B003UV9MGE,3,036272e2f3d2974f34eec2bc188354c9ce77e03bf4cf13f3cfdb3bbbaa1b9b13
A1YPELVB6ZOV8E,fit,B003BLQG4O,3,0364475f5fe7b6baf3881acb3e609e277aa54225ef436010c2ca332d4b1a10c9
A17V9XL4CWTQ6G,fit,B004FRZRZ2,6,0366adfc3fd0b3583920db748028d933ef7235d62e1aa239d7a19ff70ccdee9d
A3I5FTOFQO2S5N,fit,B00804BCLY,4,0367e883dd7735fd4d2687bafb03e4f4e9f84097785212486ac7d555eb71441d
A3NE7BWSEOHIWJ,fit,B0001NE4VC,4,0371b5738efe38fb8d2f467468e2ed88a79fe63bb38b105b07aac5655d0d7da4
A1YFQU7U7YOYWY,fit,B0063NLRSC,4,0376eee1dbf7c3b9778dbe1acbbf83cf240e417f6bedd8a330c0c5ccac2bc7b7
A3HL1LRW4VDG6A,fit,B009T45XDW,12,037821992143b70a7ec5156a3f64c0f24f07847ce8fa05f320d52950d79d5258
A2S5M7NAP0DH1M,fit,B0042T8GR4,2,0378515f420ed23531aac74328f24fc4ac284f8ce2b0554eba6853f2381342c5
A24O15MYDNLZBE,fit,B00ARSDSZY,6,037b6706733cc95248863116e0f4fb2eb9b243994f87332cd57f6f04c9fe6e65
A2QEUSIYUOY9KB,fit,B000BN8Y8G,2,0383682b3e830ea7caa340c8c9203e863caad2d7d3e47613acc64e1e2c595a5f
A3VVJAQYJKJC33,fit,B004D0D5F0,4,0385b6908e41d50fc32378ec9a460b2ed1c0e4a7622920ecc4b73e4bc09990f7
A367RV1T05L0NO,fit,B0029WGLOQ,3,038c383abb2929a741a976ca0c99df21872b9d6a0efcc16f6ce04eee4ecb6bed
AVLH2QMDH0DXN,fit,B000ARTT7S,4,0393a1240a72bbb0365e0c185a61eae2dd99e05a8a352df6d198deb3198e4021
A5JOVJ1IR9KV7,fit,B000W3XEQM,2,039545fea682ea424ef4c2b2eb7cdc129d73c8fe15b9dc5322e2ba96f7be6ab0
AVCNHCPISQT3Y,fit,B00C6Q1Z6E,3,0397af34c1c46c5120c0e6e7d4a218c99209b9e60ec4d207e9067236b850e900
A2KBKHIR26SABS,fit,B00172VQV2,2,039be82490a16a17182c180bcc8f3ac118e20ac8c115f35ccd7003b56c3cb6e0
A23OKGKSP56NF3,fit,B000GKY2CQ,2,03a977d9fe54087ceaaab94f2e62ea5f9b90b6876a6fba344330bc9824dac48a
A1ZRD3WNHP8O3T,fit,B008BP7360,2,03ac08db26a2400b683735803f507a81232b0e02fa62a73b5e63c2f9d3a1b6ef
AJWN7P2JU1KYN,fit,B0053WMSTG,2,03ae963e1f85b069bfff74827267bd3d5820049c74ecc9508d097f482caf3cb9
A1FT0QZX0L3RJD,fit,B0044QMNKQ,2,03ba5553c8d95fb13d21a4a748b1aabbd7f8ffa4c54ea991e8bf1c1bea83ec5d
A3L1BNBV4SS1H8,fit,B00ABY7VIE,11,03bb7c8e3f28ddd892a77cd85ddc6a7c8fa026b46c63e1921fb2f0e89cb47a8b
A2HC9549CZAKNN,fit,B00EDBZ3JU,20,03bbb675ead4b461b270b8c75fbf51c18bc505a4494b7b603d92e7c9f9035524
A1M2CZP3XOVZO5,fit,B005IFW384,3,03bea3cd96410fddd5cde5481058a33778c74a5fec1f8899dd3ec01fbc452464
A2MUR4PPB1PKV9,fit,B00005YXV1,3,03c7b4394181961bd99e3c079f1e51bc67dcb7331706a20ee05676e38c4ff614
A337T56JH8J5YZ,fit,B006CC0154,4,03ca1b961305b801d4eb6b2d802f8faf608d28012fd9c01ae74c737a3bfd5667
A32M15RZXWZ5GS,fit,0979959330,2,03cdcd41a9a1a9bf213eb371ab6cdf4b8203df87e013e10d73cf985278245adc
A2OY5YNT2040OT,fit,B000197NXM,2,03d1f5c455fea5ae8eb833bc896cbb5e5ef05478b07286f51d0a56d79aa9514f
A2FQZKL2KIZACO,fit,B000ZLSOOS,14,03d26a4b4c8ffc3dfdb575ce627f0981f12dd58f46b6bda5e7a948daaffa2d11
A3U7SC5HOS58OA,fit,B006UPHXZE,4,03d4269e0c022b2193c477b02c7567fa9c6b15524db585d1e7bfa5e72ff0ba0b
A377R0BSYTY0L2,fit,B007G3VBOI,2,03d76bb5a1635e518ec6b6b8b3e3521effa89890ca11a9f0b2cfb06f186f2f10
A26OMR4B9EOQT5,fit,B00DRBMQ0Q,3,03dcc982b8b79c03f42ee37b77a0fc7cd1999daf59ac69f52cdbd4ee6ca76b18
AH55S1FV7JZRJ,fit,B007ADIGRE,7,03dda99fa4132d2cea4560b8b9490c3650e70e80dd675e1dd2f0e0a8e91242c2
AAN4GV4JMU734,fit,B000BVMAJ2,3,03e83ec5d1adc74fe6d888b11479e7e53fc30c6dead06b3fee31fb5b78d544ca
A2UGVB778GMH1V,fit,B001V9K94Q,4,03ecb4e64ee5c9c89c5795d399b3b8b6a3be79eb127074390ac8d0179465173f
A2RY4E6DP3M2L2,fit,B008K7RM8I,2,03f4460597b705bb74d44fd1efee334f023a372d4441afafa79e8b7e99ee4450
A36HEY6E2XQT75,fit,B004MYYXEE,7,03f45d8468705f57f544bb78e1d497439952a4781b03ff80dd2fac6d9fbf63fb
AN6OX1V2YV0DK,fit,B00388EQT2,2,03f4c6cd6c2127dd9b0a09b39041091c1ad7778901aead11650de841640c88ad
A5DRC21Y2E5PI,fit,B00592BOAO,2,03f5363399d7f67b7eccf58647b11f9f732a06451b9067a5fa8df5eb72ae2e1c
A1PFZOLRQ2A1FQ,fit,B00A88EP9Q,2,03fef6d11b2a0a7077ef9567754ec8f2766572a2dfd80e0217bdd010ae718f36
