user_id	fold
A2Y7553OLRXBB9	2
A2L2LMI4WWYH2S	1
AB4OFEWLTOJOT	0
A3U6K31NGIH6BZ	2
A1PLNHXOBDLMJL	4
A3M2GS4YDG9NZW	4
A255Z3H1AL4VMI	0
A3I4H0OVHG3MCB	0
A2TF4KSCMJHMVF	0
A3POM5GPI6OW9W	3
A969VLBBX8LQ7	2
AIIGBRQTCEB7	0
A3KEZLJ59C1JVH	1
AOYLRWPUR003L	2
A1RQQ2HWUGEUWA	3
A2X51P2IQ2N53W	4
A1IAIA60GQ9DMT	2
AI4A8KDJ8QG1D	1
A1VRJO8Y73O0P9	4
A2GBC356QWBVJ2	4
A2D71X8Y176DD	1
A1SE6TN4EGB7W6	2
A1KI7YHQEOS1RB	3
A11YZI4CZOOQWA	0
A346QY2N3AIGQH	2
A3ML2IGSFCXOCV	4
A20E5KYAOTET1Z	1
A3QD7VWBD470D2	1
A2DMPU8DEEE1BN	0
A33I90W6BPL4GA	2
A1MXSYWEMXHD0L	2
A345BXR9RAZPQL	2
AGYPM2K9YMLX0	2
AP0RYT1Y2U914	1
A1B1S4CY2NKHSQ	4
A1LRPX4M0TKOVD	2
AJYL60KE2FLK0	2
A2TJ89QNOHVFZ2	3
A1HPGF4D3FG70A	0
A6AT9WIGOXKRP	0
A30DNUNVTNHVYK	2
A37XQ1R7WFPXXP	4
A3D5B2CBFNJB0K	4
A28UK6YNF5GRET	3
A2BG26XI1T4CQ2	1
A17V2N0N8CXSA9	3
A1FLJGKRP4D80Y	2
A3ND0O6T7LUPI5	3
A3PFEJL8MBBGL1	3
A82HDHO6IJWRE	4
AMTOYDUQ8L2IT	4
A1FY4RR0LGCJ0Q	0
A3D60ZDNS96B4E	0
A2IJNUNPOZ1J7Y	2
A1RC7BN729FM0E	4
A19M211V9VT5YL	2
A2TSSCST08TG5H	4
A1CPWYYIHDH2JM	4
ANP7PA85N3DHH	4
A29VRZ6F7Z03XA	1
A2FPTAQN4QENZE	2
A1DPI29V1065L9	2
A36G7OAYNLVNDB	1
A2KBX2ZD3IVT7N	1
A1QFCVTQAU7EVP	0
A1XOVR4ONAUEJ8	1
ACTSUGP8XY3UM	0
AP1A78ZFXQVOL	2
A223R888QONFAO	2
A3JHBKWQWS36YL	3
A1EMN4T3ROJDOO	1
A1MVYVGYPRLQ7N	1
A12DKDS7LRQSL	2
ATUY6U5HHYF4Q	0
A3NWBQRD6N7N5D	2
A2KT0OI60O3EUL	1
A1OJMXCC5Z4ED0	4
A15JB2HEZ6RKGW	3
A18CLZZTX4XV85	3
A25KTKPPM7G7BG	3
A2LYEY1AGH4UEH	2
A11FV5SOPO09DK	2
A13KNCFLH0IH2G	2
A2T8X6EYX3PF1B	1
A1CQ2LJA3XU7UM	0
A2UG0R9LUL2N1Z	4
A31I6RBGSDJUZ2	4
A23YNT1NS1V0OJ	4
A2VIY2TL6QPYLG	2
A2FZUJX9Q9UKX6	4
A1MKLM14TVG4S7	3
A3NO02UJ96CKZA	2
A16AXQ11SZA8SQ	4
AI1HLDSBL6Q0F	2
A36AWNNFN4DTOC	0
A13E8LUTO0RD4Q	2
AP8D74QD9LUUL	2
A3MK6W7ASS2UIV	2
A3SEBFKE82AFF0	0
A2WCDQ7MRLUVK7	2
A2O5A0L7NL9J3Q	2
A3QYL7748HO98E	2
A3KIDB5LXDJNDX	4
A7L5QCXZ59GU6	3
A3501POXYLNTN	3
AJIDXEZLN2A0Z	4
A33YCIRMFAQYB0	2
A2AVYK5WFCEPTK	0
AHDVTVHWEXFDB	3
A2R9D3XMT4N2OJ	3
A2IWJI1FBIYWXP	3
A3N6TE4S7YKHBH	1
AVYBGWUJLUSMD	0
A2R1HUYHXV7H18	4
A2MCYGJKC4TDFR	3
A3BN9UG6D8I2XO	2
A35GK9DHB15M0T	4
A38HFITTLY5NGD	3
A2JFQW7VM2QNPH	2
A16G91DKUY6Y6R	0
A2LTE3VNQXGKW0	0
A1Q5I46ZKWRS3C	2
ARYQYVLQZ94NN	3
A2B54P9ZDYH167	0
A12C3UTX5JGAMU	4
A3T1IC93FGRF2T	1
A2XX2A4OJCDNLZ	4
A3QXAEOWI72WA1	0
AJ9KCL3RH7AFO	0
A1GXCTXOZ1LEH4	1
AWK41RGQVGOU8	1
A9LHH006CA7X5	2
A1SMU8R3MET82B	2
A19Y4TXEXGCU5Y	0
AR0QFCN5K2180	4
A3UF11NIFLH9QE	2
A2LF1PACWJWK8J	0
AF7HRUZGFFKWH	3
A38WJTLTZM2P85	1
A12P7AHKXHZXCM	2
A3F08STDS3IH6Y	4
ATUG7E52EOXF8	2
A1ZGC6MYXPOZ8W	2
A2T6UCE94P1BSZ	1
A2F370ECRWXCOA	2
A3P9DP2FC0HNDS	0
APFFKLQX3EZRZ	2
A1L30OPYRQTC0V	2
A3RTLL9VB8IPZM	1
AKQJYPDU3W97R	1
A1M1PPWVDVYHCT	3
AZN94X9HSS594	3
A3F1ISB2FEZKUO	3
A3N6B01SM1IM3A	3
A250AXLRBVYKB4	4
A1QICG5V75AT0N	0
A27Y9T8OAWWXDX	2
A20OMTMVDCW5RP	2
A1G3ZHC1SU2U82	3
A3P6GP130QXTW4	1
A1VI3H0BSPB36V	3
A3N5NRW1GQ8RXL	2
A1IUWVOWJLCJDE	4
A1919BYRFSG18U	3
A3E4P0QU692GN6	0
A1VURH60ECRKSI	3
AJOS4VVM4QIY	4
A24F385BETBP4N	1
A3NMIZOMLSFOEM	1
A7E4QWZG9BQ73	4
A29FLWXXYV07AF	1
AJY3X30AQE0CW	1
A1R10Y7FKVY9DF	0
A3CPMX80FQ0RY8	0
AH8NP79OTUENP	2
A81XIM8XFKWX5	3
ATUVTFJ5N0NDA	1
ATYAEGPXEN658	1
AO2PMQ2RA0DNM	0
A17VIBT0O9LTPO	2
A2PVA6TM1QLI7T	0
A3A6FCSYC8AHS6	2
AAI3TWEK3BZPC	1
A3N6R1HWX53D01	3
A276ADOMNYAHMY	0
AJUPRSIO2P682	4
A1APWHOUZBGMR2	2
A3NBFIN2EY4PSW	1
A2C0YDIRC0L62C	1
A1ZRD3WNHP8O3T	1
A2R5YC4ILNETJ0	4
A22KQNT08T1SLB	4
ASFRULWDRQCUO	4
AKB3NB0FQBRF2	0
A7CX2408CWAEB	3
A1DNWA98IV5PMW	2
A3UGQ46QYT3KFZ	2
A2RQ5LCP5YSEPL	1
A2MBZAVYJD5OZ7	4
A301B6L3TCD7WL	3
A2NXE533TGQXKQ	2
A2IIFPUDC49ZMV	4
A27BXH6R3ARWXB	2
A3V24H5350ULKI	0
AWNQ2PULUBHDH	3
A21ILD991UM01T	0
A292W1LK5EZJSY	3
A1LCN7LLVB47KN	0
A1EZM2FCOP7P2D	0
A2EJ9H2VQPTJ0V	3
A14WXDJR40D3ST	0
AVU3LE3F571TP	4
A1OJOKQ8VXWJOH	0
AP92371L7JR4E	3
A37IRCJCZJ2T8F	3
A2BSB3STRK5PNX	0
A1YEI5WMECI5TQ	3
ALE88G3O1RMPZ	3
A6HXQP526K9W5	3
A1GB1SLZJ3VZDI	1
A1W8LYFB5NB9N0	2
AOBQGQH2ZW87C	0
A69R0HD1TKHAK	4
A17FQHN25ETAQH	1
A1P18I7UGL9KNV	4
A2H2JL14UZXUPZ	4
AVNUON4RBG2XF	3
A2E32OTJCDF1IU	4
A29YLNK3SLF0LA	2
A1SFE45CVI7R1A	3
A12R3UNL31XXBW	4
A1BOJ3936IE1E0	0
A10KPE9K6AFKL2	2
A2QI2NTDTMK2FV	0
A1UXVUM6G2H7D6	2
AFL7ODW27L3O6	0
A25KGNPKWWYEN5	4
A23GX3ZRKNHEES	4
A31K1I4FZZL40D	4
AHHUNTFQGUGX8	4
A2RAAMEKXRNRYJ	0
A38F9PHG51DGMO	0
A3V3NJHXOAFEKR	0
A3BPXL02KIHS47	0
AOFH811LFT9MV	4
A3AAVHBXFTMVQ0	2
A371VY2DLH0II1	3
A2JVBJUU2DL0WA	0
A36C7XTI227T0Z	1
A11IOU2PH93QV2	1
A1S7BFT0HDF3HA	4
A1ON0XJTT1A9D2	2
A2S14AFF3I1PEI	4
A3P9D22KDEXVMN	2
A185QFJRTB5W93	4
A24WSD48Z3WUZS	4
A1ZEB03H86WI3F	4
AYO8OMS2DFP92	2
A2E19EK7RLVK59	2
A3TP639RR2PXN6	1
A2XE16YVL2I4H7	2
A26KSU7PQYAEWU	3
ADYZOSTF9LZLD	2
A11LJJGMMFQZIQ	3
A1EOIFZ6RF03D0	3
A314BNDUWIMMEI	1
A2F1V6JKYFP67M	4
A2EWQBSQ8UMJ5F	3
A20361V1Y2GZ5X	1
A3SO8BO5N5A3BV	0
A1238QFSVUPQ37	4
A39ET08TSN38FG	0
A26Y0SMLXSNVG7	1
A1PZ94AOBKDLZU	3
A3F2TL0UCFT0MK	0
A1T0CDDZVG53BL	4
A3HFJ18PO6V04U	1
A1PYKWCWMN6KHO	2
A2QIHZT6DDO191	3
A38PQ6HQ1IM46	4
A3PVM083UFTZQJ	0
A28ADY27SLNNLS	1
AJ8UPIUHSG3R5	0
A1V7UFSX0F1PJY	1
A3UKSYPUR9QNQ5	4
A38UI278BNPSQV	1
A37I5YKH71AVFD	2
A2TEAQ7XD3B11B	1
AU6I41ZUDLC3S	0
A37UT40PTFHN5P	2
A2NCRUQTQLCXMS	2
A3KPJ1MOGTZVGC	4
A2LQGP095AWBKZ	2
A32ZKBXJJ45BRY	0
A3V2WKNIFHFVT6	1
ARTSSZHO3ZYYR	2
AS3CASVITACM4	2
AN5FCG0M8HWQF	3
A1VS6OYELJ5BY7	1
A1QNI88IBV1UK9	0
AWRPSNNIOF8A0	4
AWR2S78A0GOHA	4
A2UEKZD1GYUHC9	0
AX7317G153T8W	4
A2XK86IV3B16CO	3
AJD41FBJD9010	3
AGFGY4EJ37VS2	1
A1L5GWCBYX07PT	0
A22RCDT6WF7GBZ	1
A19DGCHDG1812D	1
A1P8X706LK71KS	4
A307DLR7DGLJ4S	2
A329YMLYOH39KX	2
A1F1A0QQP2XVH5	0
A12Z9UFJPT598D	4
AEVMM6CF6HGLZ	4
A1TC3Z9S5LK4C1	1
A19Q4XTJXXC2ON	3
A3SXRHSN0OM7YG	3
A2EF2QH44OQ2QG	0
A1I8BJY2M3A4CO	2
A2LA38L3U0KFNA	2
AOB4R397Z9F5C	3
A3AXELIXEFHBNU	3
A1QO3EN7RNJSD5	0
A1VF04OJWK8N1F	4
A9XSLIZUO27DG	1
A5G52PQUFVMVX	0
A2UXZWZBELI5PD	2
A1CZ052BOS0DZI	0
AKQ0QG8CHX6QE	2
ARMUS4IQO2AN0	2
A3LPPQT8EDUNE	1
A1GJ8ULVAD17BJ	2
A37VM91OA9PBZ4	4
A2CL36ZVWK6IQE	0
AJ7VVCALVT8KP	3
A1WBEIH7Z37LN9	4
A2KQT4D0OZR569	0
A2RJ2RR2O48P6H	0
A3MTC99Q0TJ4QM	1
A2QQMVZHGS6L0C	3
A1O9MH45QYPSBH	0
AZMY6E8B52L2T	0
A2S0BNHT5WITGJ	4
A2AF0NOCM71J0B	4
A1L8JW1XWI5JH1	1
A2VRJRL8HFGAIV	1
AMPBFL02ZYE26	4
A2QD0FAI41ZOIQ	1
A3E70C6TC9RILZ	1
AL49BAQDFJ5VP	3
A1BRR0JPNW2BOR	1
A3824KT64RNUHI	4
A1LQ2N1IBXFV0E	1
A32W8X7O0Z2MUP	1
A3SYE6NEO8VSU0	0
A3FE5V9OE61LZ4	4
A2P06K653ZTGXN	0
A1OODBE47LKHZT	1
AJV985MKGCIQ0	4
A1E54M6BQY6SL3	1
A39V7QD350BKYA	2
A2JK8WHJP2DO46	4
ALX4M8ZTLFBEY	3
A36KZ47NAJA82N	0
A2RYDPHD0M5S7I	1
A2BZF74G42WOHK	2
A1VVWB16UJWR1G	4
AVLH2QMDH0DXN	1
A28973L3OU3OVV	1
APU67EMS2BP7D	2
A3RYCUN4Y3EHY	4
A1M3KXZS22KQNG	0
A3BMAGBPEVAUP8	4
A2GHPDLRMWL96C	3
A1LK1AHV82BPM3	3
A32BB8AMTQH47H	4
A1RCPSZ3KBEQN7	4
A38J23164FA3VH	0
A8UAYFMQ4A5HA	1
A2R344XCNP1GSM	4
A2LXC5ZHHP0WXP	2
A2S2DZ1S2KLOX8	0
A23BQZC7G8R336	0
A2U138G3VKRZSL	1
A31PTYMFCSCRS4	4
A2N11BZKTXVG4N	4
A19FPNJLLC8DIZ	3
A1FNP1K6UHRU45	3
A2NUTM1FBPSTOE	0
A3ETNS9H2MOHUZ	4
A13XRH3TZ9SEQH	3
AKKRKRTY32EFS	3
A36LO6ZA8EUEHM	1
A1WEN6BFARLYUP	3
A3U5QF6KKP2S3X	3
A2NHTKNU65HKY6	3
A3A1TCSOWY8IDI	0
A95CSH4O4LBVR	3
A1Y8JOESGA6C5D	0
A1PX6J5JA6WVZK	4
A2JLCP2OLT5CO2	0
A3LY02SR2BN6UT	4
AXEH3HDEBA0EA	4
A1IBKN1GXYJ3K4	1
A1SB9BNNGKNX2Z	1
A1HS30ES2C3YPM	1
A2B5PJ5A5UHG4F	0
AR979NPLE7587	0
AJXQAJJER7Z9F	3
AKGMO4QT2REUH	2
A1OVD1R8DE9828	3
A1RWHGTZ886QSB	1
A1TNIN1HQIW2L6	0
AL5QTZM5FIV4N	2
A28GRPFR7OX8IK	2
A3FM5O047CRB2M	1
ARTPRZWG3M212	3
A1S4KEJG2W8MIW	4
A3VT6OZGSSDSYX	1
ADZIJQN6MNRAB	3
A2BTBMF8LWFYFZ	1
A341MG95SQ0B2X	0
AWICKUT903RFL	2
A1LIS3V39EB30C	3
A27CETITYNFD7R	1
A13JLK9XHEWA7C	4
ANXFFK9WAHFMX	1
ANLJII6QI7TEU	0
AA7XSK05OHTM3	1
A3M1R3JBR8I8DP	1
A1LF72WDHE73IY	1
A20PEGFP2NVI47	0
A1H0E1YSE0PSP9	2
A36L7VJWDO7AN2	1
A10VVD2S6W6ICO	1
A3RKWR9E95TO66	0
A164DHXPNTXF7C	3
A2Q9AGDFW9M5QV	1
A3O4UFT4RQO7AN	3
A19O1QVH7K39H0	4
A1RYD41USJFVRX	4
A1DMXYNFIVPM83	0
A3N1F3CLW6XPEV	3
A3FYR9BMM4ADK1	1
A1EXDO435S1N1E	4
A2OL3YJ366VJX	2
AP6TK94IR577S	3
AKF1DGCVI8F36	1
A2UQUD34YN2WE6	1
A224NBGT01D660	2
A1935HQZ4AHITJ	1
A33G6E161LBTHP	3
A1523C6WXEDDNK	0
A3JEMWB5LTFL8A	2
A3AYBHU1FIUA4G	1
A17OB8ULOJ5U50	1
A38GW8SE5D2JOS	0
A10M94ASQEBL56	0
A9MJB6O1HIR16	4
A1YK6B6AK9KLDJ	1
A3R8TAZQYGWP2P	0
A25XAPQXT5GE6X	1
A1QIFYGJPGARO3	1
A31M2XBSURLFR3	2
A1F7D876YNJIB3	3
A3NNICU3VEBQ2Z	3
A1TEE9HYXCS5IB	3
A1EY0ZGZ2WRORF	0
A1E187HKCDSKB0	4
ARSQ2F9U315WG	4
A1XDGN1PQDF890	4
A2FP77TBO4YI8C	0
A1VT4BAXU8WTRB	4
A2G78U5SPSQ3PX	2
A24LXSG55FFSJK	4
A7TY77HY9RMCW	1
AN81JUYW2SL24	3
A1AU95U17ZMP55	2
AJA8ABXYA9B5O	2
A1PW4QQ9FWBO4G	2
AZFF4CX9MQ4AE	4
A3K5TJ1USJ3B51	3
A37UYCR1HG32NC	2
AU598U9LXGO84	1
A3MU9G6YWKTGTA	3
A1YCWZWOXLUAY5	0
A2H667ZUNLNTF1	1
A391NWGHB689O6	3
A2ORXBQIAYYSLD	2
A1ZO50XHPV0QPQ	1
A3H6GVX00H6L1I	1
A1LQ1PZ4NAE00N	4
A2QGGV4DGRXAFE	0
ASKCLL8QB7JTG	4
A1CB5WCS1KQTOZ	0
A1WSRCFP93O2RP	0
A58DF8Y9D4O1Y	4
A1216X3L91LJ4G	0
AK0CENM3LUM28	3
A21DN36JGZBJX	3
A3VROBBFXDL9YY	1
A2S1Z5XZYL9XN9	2
A2MTL1ZNGH6HDP	0
AY8RR5LJIYM8C	4
A375Y4NW1OSXLB	3
A3IR834T7AROBT	0
A2GSRL4DE3HHO	4
A2HGAY2VHF31GE	0
AEOCJS3ETJ2M2	0
A3A01A7IEW5YVF	0
A3069BAWEOFI2J	4
A2A85E898HCMPE	2
A5YL15WWB3GHN	1
A36WTXJBYS3DB6	4
A3F5WS98BOWEER	2
AJWLN5Z6W97TM	4
AKCPKPPQH36D8	4
A1DEC12DGPO4IA	0
A1XEJRNQSZPWAI	0
A1HDAP6T69MIRS	3
A1YROPIEOO292C	4
A23RG249U1CILE	0
AGF19C927K3HM	0
A1W3BJBH2E48IN	3
AJCFNOM5YHM8U	2
A2HBRINA3F9YHV	0
A3PE1N4QQXR33D	4
A2VEJDERH3PMKZ	2
AFCEPOPMC027G	3
A22PMIUQWH2YPA	0
A2NLNBN2L95YR2	2
A1R4Z6ODCJ8100	4
A2GMR0SIVOO8T7	1
A2U8QA856AC193	2
A3IO8NQT4NOPA9	4
A1MV4UAKFMA51Y	2
A1WIB486Q684IH	0
A3FEQXNCFC68KC	4
A1I3567LFLJS0Z	0
A2W68KXXC5M7FQ	4
A1AXRFQRA9WIQ	3
A21YVG2I30Z8IE	3
AO1Z0TQWCRGL4	3
A1QHBUU7UTE8S4	2
AXDTSURVYXH3O	4
A1H5XDZZQLFLFT	4
A3UTIIXWLL904I	0
A11L1NK5Y289FM	3
A3UTY0T2HUKAM0	2
A2KS0XOY3WHGL4	3
AL8QVU2ZLPUG1	3
ACPDZ03NHW6CX	3
A1NETB6TDFHOQ3	3
A3VDJCXTBW7I7S	0
AUH23395WU9S4	3
A5T9LPBNCYO4F	0
AK7VV641LJGNU	1
A34KBVWA917R7G	2
A12VDGJCWHS8I3	2
A2PU5IDX61XJ7A	0
A3UDGVRIRODFM2	3
A25QJBK33C4O0R	1
A300RFTV7HKI5S	3
A34V85C1SK8KNX	4
A1VXIY1511XQK2	2
A1KVXPIUWAAG3K	1
ACXYZBF951JVD	1
APLLDBMLYWJ8A	0
A31KZBX45HJ39I	4
AZQ8PGVNCKXJ	2
A1NA4V36SJ2SM1	0
A1O4NVWP0LKHH3	0
A1DB5QPH7WO488	3
A35IX2GE0VC0JP	3
A2BGHLCOTTB54U	0
A3F1DM8XWNDMJH	3
A1AMS02KVZ81GK	2
A1RN05IH519MPJ	3
A2KFLIG64HBD2Z	2
A36EUBJ23CPIKQ	2
A2DA2NJZ2RIYAB	1
A1ZUJFALPJWWMD	4
A1K88BHP4PIDSL	0
A1MR1V5K9PPMEZ	3
A25TY7Z8OLY6TM	2
A340MC0EUIPSTN	4
A37GBHIZ72OWHS	0
A3K3QCIIIWQA5Y	1
A1MHLA5JHGL0L9	4
A2WML6V8WL6ZXJ	0
AL5YF8ZADV353	2
AEIHVQHWJMY8Z	0
A2OW7IPN31PIEX	2
A2QWBMC8JPJ5JZ	2
A3G3J1K769O5EF	3
A2H49C2JU264UA	1
A3S5OCYSX7OS6J	4
A3W4W7WGEC96UW	3
A36AQ69ZYQAKCU	2
A129RD9VDUUD6S	1
A2VVBAWTTEHC6B	4
AW69Y2CBQB1TT	0
A3BWTXSG5Y2IMB	4
A1VA1QF8KZNBLL	3
A21P2TXB19CFRT	4
A3M9PK9A10JCHF	0
A110ZZ38NK7Q3N	3
A353U0L2HAMSHV	4
A3BOQUBLO633PF	4
A2HYEXSRVJRLC5	2
A3NH1SMW111SY2	3
A18Q24BZK2CB5P	0
A2SU3YH0H2SHRR	4
A1UO6YPBR6WO9T	2
AF45J2V0TVQ2H	3
A1C7DTTCSMHPUQ	3
A1O0KPH1RH04WB	4
A2C2HF8X36M82S	3
A3JVTH63Z8DJ0G	4
A31RLBPR9AI8HE	4
A763Z2F0WMWRC	1
ABNJUKSVR8DY2	0
AV9DPXOEKRI97	1
AZY10LLTJ71NX	4
A3BJ6IYXW4XYJ5	3
A4P2B0EVG19PU	0
A31HILX5WWNA0R	2
A26KHZE0HTS057	4
AWRDVI2T9S0M4	0
A2RKI7RPP5CJMG	1
A36NXM1B0PNYKB	0
A10R8DNMRWJURI	3
A2CMETO9TY0M7J	3
A2U6IVZGDXWVSR	2
A37D9SE2F6AO6R	0
A2ZANU28U51UE9	3
A1UPHV6VD8CH4T	2
A13FUJTHNVLJKC	3
A1FVD7AOS18DW4	4
A25IBZXBHJOBA2	2
A76H3OKEBK0QM	3
A3LEG2QM1EQH4S	1
A1KUCK3WYXFFA8	2
AHCM2GKBTLDY6	3
A3H4TIVTTA5IBB	2
AXXWXM6K66YMZ	4
AFNG8O2DXRCUV	2
A17HWVGU41Y6IV	2
ARDCQWWEI1IXB	3
A3G8AON83M5UCQ	3
A2XQMOMWE46UZA	0
A1BDRZKDK67OXI	1
A3QAQCG2OBJ9NA	2
A386X4249V04D4	2
A24KBIHD8Y345A	4
APZWKX3F1YX37	2
A1I37GGK0QS168	1
AS61IMU8VUZ1U	4
A2Y1XWWGJHEOHQ	1
A32DXKK0YBRNPV	2
AA9BZ5Q8O22RL	1
A23KZ0TXHGU110	3
A2JGU0PWRCJY8A	3
A2WTB7A3IJHNQS	0
A3ASMGOKG9JN2J	4
A1DJ8CAEMQG3W6	0
AGKSJ70C1ZBQD	0
A2VKO22JLO119V	2
A3KS6XNI6OXY2T	3
A3IS850Q5VGBFX	2
A30A3Y5DFMQPWI	3
AH32BK6OVLY93	2
AHPH05I223SO9	2
AVHY7Q07Q0UB2	3
ATNA87RMH4VGD	4
A16RG2G0QAXVE5	1
A1AZTMJSH0EUHF	0
A2UDGLZ1FA4UDX	3
A1TPW86OHXTXFC	4
A1479H6H2OII5G	1
A2BWAVIMVRO4Q8	3
A2GDO5SGUX47PX	2
A2PRSFS5CDSSWG	2
A1ODOGXEYECQQ8	4
A2FP7NVTALD7FT	3
A3HE0L14O17XS7	0
A3B9QH2N3S4GM3	1
A1NK8XW6RES3O3	3
A2N0LMGNHRWW6T	2
AJ86MYUT3VJE5	0
ARSN30DRWZ45Z	3
A3EAUXPIL65GX5	4
A90N73UGGDDKK	2
A2O403A5M4VPWF	2
A4RZQY4ZLEZQP	3
AP2065W8QXZIX	3
A2WHSS0XUOXPMQ	2
A3RR2P5IS3DGPR	4
A34PXKIBMZF6TF	1
AL8OXLWOXDQ4R	4
A226IWT7KTK74J	0
A2135OAFYAZURX	4
A2W499RI8VI42W	2
AQ1MB0S0F3197	3
A1BHJH31QR53SH	1
A1V1BOMTN5CKEP	4
A35C8LTB9MQQIT	3
A23TXD0C5CX6IM	4
A34GFGNQKSJIOV	0
AMG7CX0WZIV0G	3
A389WTJ3W0ENMW	3
AMJ88BVMIOHV9	3
A228D80VQ4EKMJ	3
A30U6OXEHT1HRV	2
ASHQQ24CG33HO	3
A76W6TNTKOL3L	1
A3QVB0XT53D53Q	1
A3H2SDAOSD498L	3
A1VBHX96TQPUXK	3
A2WQQ3VWQA6G9Q	0
A350P5RZ1VE87	3
A3LDOC3GKH7ZCQ	0
A21VMME3RYDJZ5	1
AO3UMFAZDCXY1	2
A3LZOU7Q8ALXZ3	3
A3PN0J08MJ8SHC	3
A3DXBHK57LYYSC	3
A35YEBMA8C02G9	1
A26UZ7UQWAHAVJ	1
A1K1Z8XHZLATOJ	0
A3DRSUAFFGADO0	1
A121BZ9MYVC6HR	1
A1OPZ3BUTEL47R	4
A2N65ZECFDM00Q	4
A22DX54E4OT2QW	1
AINGNE1J86KTH	3
AH1HEZ40X692L	4
A15D2X8MICR2VQ	0
A1U1ALQQMB6J22	2
A2A3VWKC6XJFYX	1
A3HCGZUJD9OW0S	0
A2HXAF4GIH6S85	2
A1DY0CRKZEY0FB	2
A25JG8TJVBOKW0	2
A1S9TVJIMBPB5Q	4
A2WJPPY8791H5O	2
A3FL6YL8HMZGI4	4
A16UWCLXVG0G7Z	3
AQKK1FF4LFFBH	1
A1457MB97F27X6	0
A2CZPM110DW516	4
A35YCE850X3VQC	0
A31Z6YED6AFI06	0
A14BTJRH9VNLJJ	3
A2EYNVFCJ3BB8O	2
A3IF76O0VUMVYZ	3
A3QZUQ875JRT5R	1
A3SPQTERXFOBPG	3
AQL41X06GLBJP	4
A345TTC3SOLLAR	0
AHLF5V8B3Z8C7	2
AFNS4TUU9RNRH	3
A3F4YJBZP04HQS	2
ANCIPD8WMFVFW	0
A3T4M01X0O9K4K	2
AJRD737DBCRKG	0
A3F8FI0VI3ELPH	2
A1RSDG7HL6BFR7	0
A15B8KRI6K9U19	4
A23NAOS45G0W7R	4
ACYNXBW2IM4DC	1
A1VXCK2F3MLSYZ	2
A3LY3ZEYZO043L	1
A2KS3MVX1PVEHP	0
A2GOZQPHJ788UQ	2
A1EB2NMJZOQ6ZA	3
A2BL22NZRQOPMP	1
A1ZYH2WG49X7M7	3
A342J5GAXX674R	3
A2UBSGFCP2QFNV	4
A1HYE498SWBY4Z	3
A1H0P7ESJE2109	0
A3MBRHDP99B1SJ	4
A7QEY0IX5IU8S	4
A2Q20VS0ZCXDKE	0
A2RC9W12WGIG2P	3
A2PCY5JY6ERF3Z	4
A3ODVYRIERNB4O	4
A2QP49AWU6EOI	4
A2UQI133Z9SAOF	0
A2YSWNMW4E78GF	0
A1APLFV52RQDPY	3
A2TWJ40S9HFUOB	0
A3PTUIGFK4MQ3J	3
A1JOAJ3OUDM7FM	4
A12T92R6PLL8V7	4
A2C2Q36CSPIRZI	1
A3R7RE5O61M112	0
AU4C2605UPXLR	4
A1ZDLLDX61GCOT	1
A337BDE6B9BYF4	2
A1WK64OV93G9TA	1
APQHGNKU21U02	3
A10BAU1962PTFU	3
A28FJ93TJSSQS4	0
A2A3NE7PFY0LCA	3
A350XZM2X0L52S	1
AZYPJK8G56UF2	2
A3W3ZIJ1XSW8SW	0
A18RR55RLK90PP	4
A3G9XNP5NEHKBG	3
A1KAERT0MPBZOO	3
A1SX3V6QTG5PVJ	1
A1UJR02BSHGZ98	0
A1IV6C1KWKTLJA	0
A1EMB0L0XUCGKA	3
A1CMSADPDOOQO1	0
A1N1BSZO9R9EAE	2
A1BA72K4VK1UN1	3
A2OCAGNUJX1ZCX	1
ARYA1TKNZS2Z8	1
AK977H3967Q5T	0
A2RA8EXRAZN45S	3
A6ZQOLKLTD670	0
A3T8LG8W6YU801	3
AJX0YJBK0SWDR	0
AJPPINY8WFDL9	0
AJS42DZPFVA8N	4
AVJ0K4FQ1WWTM	1
A2VB5GQRKXOHAM	1
A3FJ9ZCGP3XYEN	0
A12URJ8Z6P9Q8S	1
A1L105W147CBUG	4
A2Q6R39ZU79BN2	3
ALU3BOZ5EGEXE	3
A2LBGX3GUS2S1K	4
A1G44CSFS5AF6B	2
A1Q6QNF5RWV6WJ	3
A36ZUC5DLM8QZL	1
A319SKSB556033	3
A1RQCRGIOVPLW0	1
A1GCM2JZ759APF	2
A6RVXBP0O7H4F	3
A2BT3PYPARCG8V	3
A2NQD0GFQ0DEL8	2
A9EZ91HQWP98S	2
A3N42CHD2U50RA	0
A2F2BAR3H689J	4
A1J4D61PYYGA3	0
A1M0PE58NRYMSB	0
A13WBUX01Q4D35	4
A37CACFIQNDCUP	3
A1JISH2AQDW1YW	2
A2L4ZGN7GZJ95T	3
A1D9TTIG3I1U0I	3
A28UBI340176A2	3
ACUYXGCMWVF7S	3
A1J9Q5LI1CXPOS	1
A2UJ651ABZP41G	4
A3R3PD5XPTQ7CW	1
A3T1YF0WD4ENNW	3
A39OM6SPWHS3FK	3
AYBUDZ0VPMMG8	2
A1H9WSOHXZPM07	0
A3ISS6PKQVTG9N	0
A3HQ5S5ZH7TW5B	2
A3JWXS85X4WDXS	0
A2GELG3F06GNIQ	4
A3CSFPZGI31SR0	4
