parent,left_item,right_item,left_train_freq,right_train_freq,delta_lp_last,delta_amplification,non_tie,concordant
21970 25669 2689 8234 3097 1861 11537,B006J5YANS,B006J5YBJG,2,3,-0.5611820220947266,-0.9830994015462657,1,1
21970 25669 2689 8234 3097 1861 11537,B006J5YANS,B0079HNKLI,2,3,-0.35611915588378906,-0.1621188494764354,1,1
21970 25669 2689 8234 3097 1861 11537,B006J5YB2I,B006J5YBJG,3,3,-0.5320758819580078,-1.2656663733312765,1,1
21970 25669 2689 8234 3097 1861 11537,B006J5YB2I,B0079HNKLI,3,3,-0.3270130157470703,-0.4446858212614462,1,1
21970 25669 2689 8234 3097 1861 11537,B006J5YBJG,B0079HNKLI,3,3,0.2050628662109375,0.8209805520698303,1,1
22188 3820 986 3496 18257 7706 6348,B000RG2YFQ,B001MP471K,7,9,0.7740993499755859,-0.6156576979364115,1,0
22188 3820 986 8058 340 2934 18257,B001FYZTEW,B003ZS8MMW,8,7,0.5998926162719727,-0.7181024539052601,1,0
22188 3820 986 8058 2934 18257 29675,B003ZS1O7W,B003ZS6ONQ,6,6,-2.638002395629883,-0.6675703387702949,1,1
22188 3820 986 8058 2934 18257 29675,B003ZS1O7W,B003ZS8MNG,6,12,-3.1901636123657227,0.39148178519798016,1,0
22188 3820 986 8058 2934 18257 29675,B003ZS6ONQ,B003ZS8MNG,6,12,-0.5521612167358398,1.059052123968275,1,0
22188 6136 14882 2280 2888 9901 8058,B002ACKDU8,B002ACKKMO,6,7,1.3263444900512695,-0.1631015103473441,1,0
22188 15665 14152 14803 1131 1580 4285,B001G2GCO4,B006R1FZLA,6,7,-0.1973114013671875,-0.027865580063089368,1,1
22188 15665 22508 29022 19754 7664 770,B004CQ0KOO,B0050WT2I4,2,3,-0.33556461334228516,0.3346960372199561,1,0
23159 2097 1639 490 14251 348 3470,B004TSF8R4,B004TSFE28,84,103,0.8908185958862305,-0.8235121796868183,1,0
23159 2097 1639 490 14251 348 3470,B004TSF8R4,B007O7AZBG,84,94,0.09070014953613281,-0.07467657145792295,1,0
23159 2097 1639 490 14251 348 3470,B004TSF996,B007O7AZ3O,23,15,1.7649469375610352,-0.2427759214187173,1,0
23159 2097 1639 490 14251 348 3470,B004TSFE28,B007O7AZBG,103,94,-0.8001184463500977,0.7488356082288954,1,0
23159 2097 1639 490 14251 348 3470,B007O7AZ3O,B00A7H8ECW,15,8,-0.12090682983398438,0.38098789480956796,1,0
23159 2168 3007 1258 422 917 11268,B00BX7DGIC,B00COVNG7W,16,8,1.312363624572754,0.33035555337036193,1,1
23159 4353 16635 13699 18471 1466,B00BWB3YTA,B00D6OEMBK,4,3,-3.241023063659668,-1.2747418752141435,1,1
23159 6820 6660 8558 877 3331 6291,B0061JQY6S,B0062W4J6Q,6,7,-0.7016754150390625,0.10821358464023234,1,0
23159 7466 4150 6820 6660 12131 1232,B0061YRVMO,B0061YSLKA,34,17,-0.4342069625854492,0.4334035080309224,1,0
23159 7999 440 3100 7193 17583,B002UL10M4,B002UL63NK,10,6,3.5883073806762695,-0.308884280102383,1,0
23159 8810 7999 17359 3100 17643 440,B002UL35I6,B002UL35IQ,6,5,0.44867706298828125,0.514596545038625,1,1
23528 9272 4874 24706 1271 8915 8744,B005OZH88I,B005OZJYUS,29,28,0.6380014419555664,0.03818988400865386,1,1
24055 2153 9786 4798 1788 6895 15688,B000TDBJHQ,B000TDG2PU,11,12,-0.6416711807250977,0.19918536284595945,1,0
25097 4641 5295 20953 5274 295,B000NSH2L4,B00121TEQW,3,6,0.8773517608642578,-1.85580183555515,1,0
25097 18118 5160 6658 8610 1725,B000052YMR,B001ET734C,49,32,-2.4763660430908203,0.36112873379835175,1,0
25597 3432 13634 4453 12063 1076 4583,B00EOP3MJI,B00EOP3O3C,13,9,-0.5318813323974609,0.171390253174331,1,0
25597 11492 17801 2748 6527 12973,B000R9A56I,B001DK9RQE,8,6,-0.025297164916992188,-1.1238274922095393,1,1
26190 5436 8805 1370 16753 2898 6797,B00385WMIM,B00385WMJ6,6,12,-0.9173040390014648,-0.4426173737394592,1,1
26190 6701 14095 8805 22434 9182 836,B004GTIUBC,B004HYJ3LW,3,5,-2.162421226501465,0.1792866530988011,1,0
26190 6701 14095 8805 22434 9182 836,B004GTIUBC,B004HYMJRC,3,6,-0.7213621139526367,0.871615168037911,1,0
26190 6701 14095 8805 22434 9182 836,B004GTIUBC,B004HYOP7O,3,3,-3.0585641860961914,1.1249295969854831,1,0
26190 6701 14095 8805 22434 9182 836,B004HYJ3LW,B004HYMJRC,5,6,1.4410591125488281,0.6923285149391099,1,1
26190 6701 14095 8805 22434 9182 836,B004HYJ3LW,B004HYOP7O,5,3,-0.8961429595947266,0.945642943886682,1,0
26190 6701 14095 8805 22434 9182 836,B004HYMJRC,B004HYOP7O,6,3,-2.3372020721435547,0.25331442894757217,1,0
26190 8805 569 836 2898 3275 16753,B00385WMH8,B00385WMHI,3,5,1.0086984634399414,-1.1112307526273213,1,0
26891 20576 367 5604 10303 3980 3147,B00A2Y5KMM,B00BGAOJGY,6,8,-1.179574966430664,-0.2075165674550714,1,1
26891 20576 367 5604 10303 3980 3147,B00A2Y5KMM,B00BKUHH50,6,8,-0.6136941909790039,-0.613964476625144,1,1
26891 20576 367 5604 10303 3980 3147,B00BGAOJGY,B00BKUHH50,8,8,0.5658807754516602,-0.40644790917007256,1,0
27406 5317 21327 4477 5447 17602 18196,B00DNK4YB0,B00HAZ4MBQ,3,2,1.6494665145874023,3.1863526331626417,1,1
27406 7524 21880 2883 5120 10219 4816,B0058H0GA4,B007APTJ0U,5,5,0.2888193130493164,0.13815033848081804,1,1
30551 2087 30421 10905 8058 14063,B00008MOQE,B00008MOQN,42,41,-3.471952438354492,-0.16442225536329325,1,1
30551 2087 31211 5733 2475 2961 8058,B000W9WZ34,B001KYRWP6,13,9,-1.013260841369629,0.06544144035357746,1,0
30551 2087 31211 5733 2475 2961 8058,B001KYRWP6,B001KYVL2G,9,6,0.12651634216308594,0.6338644961389175,1,1
30551 12553 21803 15244 11508 3805 14987,B004Y9JURC,B004Y9M81W,13,19,-0.9682083129882812,-0.16466173902454706,1,1
30551 13726 1604 15136 14783 491 14577,B004O3UE46,B004O3ZPAO,5,5,1.0155315399169922,0.5245244681241523,1,1
30551 13950 17486 3980 2087 3882 3805,B008C12YYY,B008C12ZHK,5,4,0.6583347320556641,-0.1788189262427533,1,0
30551 17151 11463 2728 2475 11116 22188,B004BEBBXG,B00BC9QI1S,7,5,-0.7904548645019531,0.13664400119204068,1,0
