dataset,user,split,sample_hash,depth,child_count,history_length,metadata_tokens_mean,metadata_tokens_min,metadata_missing_fraction,unique_neighbors_mean,semantic_entropy,semantic_margin,semantic_max_probability,collaborative_entropy,collaborative_margin,collaborative_max_probability,full_entropy,full_margin,full_max_probability,semantic_collaborative_js,semantic_collaborative_top1_agree,lp_semantic,lp_collaborative20,lp_full5,lp_full10,lp_full20,u_semantic,u_collaborative,u_k5,u_k10,u_k20
Beauty,A1YB4BT2CV33OW,calibration,03e3bd15a2d568021b5b4cd4d0d5d90e53c4222c8fe2c1dd2603be74831c1105,1,96,2.0,115.0,102.0,0.0,20.0,3.2974724769592285,0.06032659858465195,0.15973255038261414,0.03740645945072174,0.9953759161289781,0.9960405826568604,0.03740645945072174,0.9953759161289781,0.9960405826568604,0.6745256185531616,0.0,-6.205836296081543,-0.00396727304905653,-0.17758265137672424,-0.04330384358763695,-0.00396727304905653,0.0,6.201869023032486,6.028253644704819,0.1342788077890873,0.03933657053858042
Beauty,A1YB4BT2CV33OW,calibration,03e3bd15a2d568021b5b4cd4d0d5d90e53c4222c8fe2c1dd2603be74831c1105,2,6,2.0,115.0,102.0,0.0,20.0,1.323248028755188,0.1326921284198761,0.39040255546569824,0.1764235943555832,0.9228958263993263,0.9602281451225281,0.1764235943555832,0.9228958263993263,0.9602281451225281,0.6842567324638367,0.0,-11.748559951782227,-0.040584348142147064,-0.0006877202540636063,-0.05904790759086609,-0.040584348142147064,0.0,11.70797560364008,11.747872231528163,-0.05836018733680248,0.018463559448719025
Beauty,A1YB4BT2CV33OW,calibration,03e3bd15a2d568021b5b4cd4d0d5d90e53c4222c8fe2c1dd2603be74831c1105,3,1,2.0,115.0,102.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A1YB4BT2CV33OW,calibration,03e3bd15a2d568021b5b4cd4d0d5d90e53c4222c8fe2c1dd2603be74831c1105,4,1,2.0,115.0,102.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A1YB4BT2CV33OW,calibration,03e3bd15a2d568021b5b4cd4d0d5d90e53c4222c8fe2c1dd2603be74831c1105,5,1,2.0,115.0,102.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A1YB4BT2CV33OW,calibration,03e3bd15a2d568021b5b4cd4d0d5d90e53c4222c8fe2c1dd2603be74831c1105,6,1,2.0,115.0,102.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A37BFRPUCCZFH4,calibration,03eb1803baee130fc7f8162f447e019a05c4f5ad84f4291f30dc0fc3a49665f2,0,108,4.0,92.0,49.0,0.0,20.0,3.3574647903442383,0.003984510898590088,0.14078950881958008,2.9316153526306152,0.22487255185842514,0.31677883863449097,2.9316153526306152,0.22487255185842514,0.31677883863449097,0.06551926583051682,1.0,-4.583932876586914,-3.1468505859375,-3.8059592247009277,-3.525052547454834,-3.1468505859375,0.0,1.437082290649414,0.7779736518859863,0.28090667724609375,0.378201961517334
Beauty,A37BFRPUCCZFH4,calibration,03eb1803baee130fc7f8162f447e019a05c4f5ad84f4291f30dc0fc3a49665f2,1,42,4.0,92.0,49.0,0.0,20.0,1.5968577861785889,0.35974498093128204,0.5387358665466309,1.189002275466919,0.24109861254692078,0.5620745420455933,1.189002275466919,0.24109861254692078,0.5620745420455933,0.12231475859880447,1.0,-0.6185298562049866,-0.5761207938194275,-0.2697688043117523,-0.2991510033607483,-0.5761207938194275,0.0,0.04240906238555908,0.34876105189323425,-0.02938219904899597,-0.2769697904586792
Beauty,A37BFRPUCCZFH4,calibration,03eb1803baee130fc7f8162f447e019a05c4f5ad84f4291f30dc0fc3a49665f2,2,9,4.0,92.0,49.0,0.0,20.0,1.219096302986145,0.060531795024871826,0.4509434103965759,1.2790822982788086,0.42962726950645447,0.5971454977989197,1.2790822982788086,0.42962726950645447,0.5971454977989197,0.05102483183145523,0.0,-0.9405536651611328,-0.515594482421875,-0.8607200384140015,-0.5664453506469727,-0.515594482421875,0.0,0.4249591827392578,0.07983362674713135,0.2942746877670288,0.050850868225097656
Beauty,A37BFRPUCCZFH4,calibration,03eb1803baee130fc7f8162f447e019a05c4f5ad84f4291f30dc0fc3a49665f2,3,1,4.0,92.0,49.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A37BFRPUCCZFH4,calibration,03eb1803baee130fc7f8162f447e019a05c4f5ad84f4291f30dc0fc3a49665f2,4,1,4.0,92.0,49.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A37BFRPUCCZFH4,calibration,03eb1803baee130fc7f8162f447e019a05c4f5ad84f4291f30dc0fc3a49665f2,5,1,4.0,92.0,49.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A37BFRPUCCZFH4,calibration,03eb1803baee130fc7f8162f447e019a05c4f5ad84f4291f30dc0fc3a49665f2,6,1,4.0,92.0,49.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A3NDGGX7CWV8RT,calibration,03f97a6257d7416b6afe56a3460f963994daa93683ba01e1341e94613c276bc9,0,108,2.0,173.5,157.0,0.0,20.0,3.459451675415039,0.11739667505025864,0.2339252531528473,0.9263601899147034,0.0032913386821746826,0.48420000076293945,0.9263601899147034,0.0032913386821746826,0.48420000076293945,0.2609982192516327,0.0,-1.4527536630630493,-0.732077956199646,-0.7839633822441101,-0.4803812503814697,-0.732077956199646,0.0,0.7206757068634033,0.6687902808189392,0.3035821318626404,-0.25169670581817627
Beauty,A3NDGGX7CWV8RT,calibration,03f97a6257d7416b6afe56a3460f963994daa93683ba01e1341e94613c276bc9,1,60,2.0,173.5,157.0,0.0,20.0,1.7958804368972778,0.495910108089447,0.5967927575111389,2.2144699096679688,0.09316815435886383,0.2690430283546448,2.2144699096679688,0.09316815435886383,0.2690430283546448,0.2465215027332306,0.0,-5.228456020355225,-1.312883973121643,-2.6818628311157227,-2.267146110534668,-1.312883973121643,0.0,3.9155720472335815,2.546593189239502,0.4147167205810547,0.9542621374130249
Beauty,A3NDGGX7CWV8RT,calibration,03f97a6257d7416b6afe56a3460f963994daa93683ba01e1341e94613c276bc9,2,1,2.0,173.5,157.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A3NDGGX7CWV8RT,calibration,03f97a6257d7416b6afe56a3460f963994daa93683ba01e1341e94613c276bc9,3,1,2.0,173.5,157.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A3NDGGX7CWV8RT,calibration,03f97a6257d7416b6afe56a3460f963994daa93683ba01e1341e94613c276bc9,4,1,2.0,173.5,157.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A3NDGGX7CWV8RT,calibration,03f97a6257d7416b6afe56a3460f963994daa93683ba01e1341e94613c276bc9,5,1,2.0,173.5,157.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A3NDGGX7CWV8RT,calibration,03f97a6257d7416b6afe56a3460f963994daa93683ba01e1341e94613c276bc9,6,1,2.0,173.5,157.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A5S660N2YVLNQ,calibration,03ff6f72e28c5eb534765b9c2ab61f01f79c545beeb7b5e0e9d2d64479f214e1,0,108,6.0,132.5,66.0,0.0,20.0,3.2131333351135254,0.25744418799877167,0.34114405512809753,3.7800240516662598,0.009753108024597168,0.14629720151424408,3.7800240516662598,0.009753108024597168,0.14629720151424408,0.050037939101457596,1.0,-5.411914348602295,-4.702228546142578,-4.947819232940674,-4.825253009796143,-4.702228546142578,0.0,0.7096858024597168,0.4640951156616211,0.12256622314453125,0.12302446365356445
Beauty,A5S660N2YVLNQ,calibration,03ff6f72e28c5eb534765b9c2ab61f01f79c545beeb7b5e0e9d2d64479f214e1,1,30,6.0,132.5,66.0,0.0,20.0,2.263277053833008,0.18976452201604843,0.3134404122829437,2.3329544067382812,0.05201396346092224,0.2194957584142685,2.3329544067382812,0.05201396346092224,0.2194957584142685,0.07772137969732285,1.0,-2.3914825916290283,-1.787490963935852,-2.3821377754211426,-1.4815411567687988,-1.787490963935852,0.0,0.6039916276931763,0.009344816207885742,0.9005966186523438,-0.3059498071670532
Beauty,A5S660N2YVLNQ,calibration,03ff6f72e28c5eb534765b9c2ab61f01f79c545beeb7b5e0e9d2d64479f214e1,2,1,6.0,132.5,66.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A5S660N2YVLNQ,calibration,03ff6f72e28c5eb534765b9c2ab61f01f79c545beeb7b5e0e9d2d64479f214e1,3,1,6.0,132.5,66.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A5S660N2YVLNQ,calibration,03ff6f72e28c5eb534765b9c2ab61f01f79c545beeb7b5e0e9d2d64479f214e1,4,1,6.0,132.5,66.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A5S660N2YVLNQ,calibration,03ff6f72e28c5eb534765b9c2ab61f01f79c545beeb7b5e0e9d2d64479f214e1,5,1,6.0,132.5,66.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A5S660N2YVLNQ,calibration,03ff6f72e28c5eb534765b9c2ab61f01f79c545beeb7b5e0e9d2d64479f214e1,6,1,6.0,132.5,66.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A3JN0OLISRMTO1,calibration,040a328ee911ab945a544cf93259927c4a367416fc0b97e0dbe5f4faa6f8b576,0,108,2.0,259.5,130.0,0.0,20.0,4.313799858093262,0.0008331425487995148,0.036023516207933426,3.713862180709839,0.18515890091657639,0.23488160967826843,3.713862180709839,0.18515890091657639,0.23488160967826843,0.11367540061473846,0.0,-3.544919729232788,-4.309849262237549,-4.374217510223389,-4.229995250701904,-4.309849262237549,0.0,-0.7649295330047607,-0.8292977809906006,0.14422225952148438,-0.07985401153564453
Beauty,A3JN0OLISRMTO1,calibration,040a328ee911ab945a544cf93259927c4a367416fc0b97e0dbe5f4faa6f8b576,1,118,2.0,259.5,130.0,0.0,20.0,3.5563158988952637,0.08850378543138504,0.18327929079532623,3.5671589374542236,0.07265133410692215,0.1687690019607544,3.5671589374542236,0.07265133410692215,0.1687690019607544,0.08937203884124756,0.0,-5.022191047668457,-4.585926055908203,-4.1089396476745605,-4.327631950378418,-4.585926055908203,0.0,0.4362649917602539,0.9132513999938965,-0.21869230270385742,-0.25829410552978516
Beauty,A3JN0OLISRMTO1,calibration,040a328ee911ab945a544cf93259927c4a367416fc0b97e0dbe5f4faa6f8b576,2,1,2.0,259.5,130.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A3JN0OLISRMTO1,calibration,040a328ee911ab945a544cf93259927c4a367416fc0b97e0dbe5f4faa6f8b576,3,1,2.0,259.5,130.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A3JN0OLISRMTO1,calibration,040a328ee911ab945a544cf93259927c4a367416fc0b97e0dbe5f4faa6f8b576,4,1,2.0,259.5,130.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A3JN0OLISRMTO1,calibration,040a328ee911ab945a544cf93259927c4a367416fc0b97e0dbe5f4faa6f8b576,5,1,2.0,259.5,130.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A3JN0OLISRMTO1,calibration,040a328ee911ab945a544cf93259927c4a367416fc0b97e0dbe5f4faa6f8b576,6,1,2.0,259.5,130.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A2DBAJPISZWJDV,calibration,040d36eeb14dc3279ac4b87a99cb36e828c7ce5dc7b0fe0599c59b013d1f7c86,0,108,2.0,68.5,51.0,0.0,20.0,3.7905819416046143,0.10857725888490677,0.17989636957645416,3.6801538467407227,0.07218001037836075,0.15398402512073517,3.6801538467407227,0.07218001037836075,0.15398402512073517,0.05548188090324402,0.0,-3.1244702339172363,-1.8709064722061157,-2.035954236984253,-1.9559848308563232,-1.8709064722061157,0.0,1.2535637617111206,1.0885159969329834,0.07996940612792969,0.08507835865020752
Beauty,A2DBAJPISZWJDV,calibration,040d36eeb14dc3279ac4b87a99cb36e828c7ce5dc7b0fe0599c59b013d1f7c86,1,212,2.0,68.5,51.0,0.0,20.0,3.536661148071289,0.019619911909103394,0.13518916070461273,0.001176672289147973,0.9998931021436874,0.9999133348464966,0.001176672289147973,0.9998931021436874,0.9999133348464966,0.6786860227584839,0.0,-5.43233585357666,-8.666139910928905e-05,-0.00029476112104021013,-4.994744449504651e-05,-8.666139910928905e-05,0.0,5.432249192177551,5.43204109245562,0.0002448136765451636,-3.671395461424254e-05
Beauty,A2DBAJPISZWJDV,calibration,040d36eeb14dc3279ac4b87a99cb36e828c7ce5dc7b0fe0599c59b013d1f7c86,2,3,2.0,68.5,51.0,0.0,20.0,0.548206090927124,0.6317427605390549,0.8072583079338074,6.72025098329837e-14,0.9999999999999984,1.0,6.72025098329837e-14,0.9999999999999984,1.0,0.44540175795555115,0.0,-1.740027666091919,0.0,0.0,0.0,0.0,0.0,1.740027666091919,1.740027666091919,0.0,0.0
Beauty,A2DBAJPISZWJDV,calibration,040d36eeb14dc3279ac4b87a99cb36e828c7ce5dc7b0fe0599c59b013d1f7c86,3,1,2.0,68.5,51.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A2DBAJPISZWJDV,calibration,040d36eeb14dc3279ac4b87a99cb36e828c7ce5dc7b0fe0599c59b013d1f7c86,4,1,2.0,68.5,51.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A2DBAJPISZWJDV,calibration,040d36eeb14dc3279ac4b87a99cb36e828c7ce5dc7b0fe0599c59b013d1f7c86,5,1,2.0,68.5,51.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A2DBAJPISZWJDV,calibration,040d36eeb14dc3279ac4b87a99cb36e828c7ce5dc7b0fe0599c59b013d1f7c86,6,1,2.0,68.5,51.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A2X9POB5LIZWQD,calibration,040d83f76f64db61ecc8c02026b1858f7881e44ccc0405214c2d3187c10b7350,0,108,6.0,173.33333333333334,79.0,0.0,20.0,3.5606956481933594,0.04955242574214935,0.16459530591964722,2.9930548667907715,0.2837280333042145,0.3609195053577423,2.9930548667907715,0.2837280333042145,0.3609195053577423,0.04980912804603577,1.0,-2.3711905479431152,-3.0452232360839844,-2.5786852836608887,-3.019883871078491,-3.0452232360839844,0.0,-0.6740326881408691,-0.20749473571777344,-0.44119858741760254,-0.025339365005493164
Beauty,A2X9POB5LIZWQD,calibration,040d83f76f64db61ecc8c02026b1858f7881e44ccc0405214c2d3187c10b7350,1,118,6.0,173.33333333333334,79.0,0.0,20.0,3.7844321727752686,0.06810243427753448,0.12698833644390106,3.913229465484619,0.012349270284175873,0.075010284781456,3.913229465484619,0.012349270284175873,0.075010284781456,0.07970190048217773,0.0,-5.760128021240234,-4.8870086669921875,-5.143350124359131,-4.898622989654541,-4.8870086669921875,0.0,0.8731193542480469,0.6167778968811035,0.24472713470458984,0.011614322662353516
Beauty,A2X9POB5LIZWQD,calibration,040d83f76f64db61ecc8c02026b1858f7881e44ccc0405214c2d3187c10b7350,2,1,6.0,173.33333333333334,79.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A2X9POB5LIZWQD,calibration,040d83f76f64db61ecc8c02026b1858f7881e44ccc0405214c2d3187c10b7350,3,1,6.0,173.33333333333334,79.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A2X9POB5LIZWQD,calibration,040d83f76f64db61ecc8c02026b1858f7881e44ccc0405214c2d3187c10b7350,4,1,6.0,173.33333333333334,79.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A2X9POB5LIZWQD,calibration,040d83f76f64db61ecc8c02026b1858f7881e44ccc0405214c2d3187c10b7350,5,1,6.0,173.33333333333334,79.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A2X9POB5LIZWQD,calibration,040d83f76f64db61ecc8c02026b1858f7881e44ccc0405214c2d3187c10b7350,6,1,6.0,173.33333333333334,79.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A1JV2N8KF26I2K,calibration,040eb956d5623a072ee3eab1916be547b6a4964484db6e2de3a7ae6fee16a6e0,0,108,7.0,219.57142857142858,78.0,0.0,20.0,3.6308188438415527,0.11194686591625214,0.20141863822937012,3.6591124534606934,0.0062064677476882935,0.08291340619325638,3.6591124534606934,0.0062064677476882935,0.08291340619325638,0.11650173366069794,0.0,-6.487066745758057,-2.567763090133667,-5.166019439697266,-2.162466526031494,-2.567763090133667,0.0,3.9193036556243896,1.321047306060791,3.0035529136657715,-0.40529656410217285
Beauty,A1JV2N8KF26I2K,calibration,040eb956d5623a072ee3eab1916be547b6a4964484db6e2de3a7ae6fee16a6e0,1,31,7.0,219.57142857142858,78.0,0.0,20.0,1.9721605777740479,0.3942888453602791,0.5042067766189575,2.1915531760896556e-05,0.9999982297792656,0.9999986886978149,2.1915531760896556e-05,0.9999982297792656,0.9999986886978149,0.6720242500305176,0.0,-4.94837760925293,-1.311301275563892e-06,-3.2786293029785156,-4.768370445162873e-07,-1.311301275563892e-06,0.0,4.948376297951654,1.669748306274414,3.278628826141471,-8.344642310476047e-07
Beauty,A1JV2N8KF26I2K,calibration,040eb956d5623a072ee3eab1916be547b6a4964484db6e2de3a7ae6fee16a6e0,2,1,7.0,219.57142857142858,78.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A1JV2N8KF26I2K,calibration,040eb956d5623a072ee3eab1916be547b6a4964484db6e2de3a7ae6fee16a6e0,3,1,7.0,219.57142857142858,78.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A1JV2N8KF26I2K,calibration,040eb956d5623a072ee3eab1916be547b6a4964484db6e2de3a7ae6fee16a6e0,4,1,7.0,219.57142857142858,78.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A1JV2N8KF26I2K,calibration,040eb956d5623a072ee3eab1916be547b6a4964484db6e2de3a7ae6fee16a6e0,5,1,7.0,219.57142857142858,78.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A1JV2N8KF26I2K,calibration,040eb956d5623a072ee3eab1916be547b6a4964484db6e2de3a7ae6fee16a6e0,6,1,7.0,219.57142857142858,78.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AW9ZD1WXHJ5I,calibration,04137f513efb90d929b873e54066b5b7a9060ffa09d970d1a93afb419861e386,0,108,4.0,263.5,168.0,0.0,20.0,3.605630874633789,0.11508955806493759,0.19332127273082733,3.8222286701202393,0.031240291893482208,0.10112755000591278,3.8222286701202393,0.031240291893482208,0.10112755000591278,0.039539482444524765,1.0,-4.415443420410156,-3.198286533355713,-4.069486618041992,-3.0370872020721436,-3.198286533355713,0.0,1.2171568870544434,0.34595680236816406,1.0323994159698486,-0.16119933128356934
Beauty,AW9ZD1WXHJ5I,calibration,04137f513efb90d929b873e54066b5b7a9060ffa09d970d1a93afb419861e386,1,58,4.0,263.5,168.0,0.0,20.0,2.7675657272338867,0.06576897203922272,0.21441367268562317,0.0013749025529250503,0.9998450529055845,0.999889612197876,0.0013749025529250503,0.9998450529055845,0.999889612197876,0.6515662670135498,0.0,-4.137626647949219,-0.00011038171214750037,-4.186371803283691,-0.00015805903240107,-0.00011038171214750037,0.0,4.137516266237071,-0.048745155334472656,4.18621374425129,4.767732025356963e-05
Beauty,AW9ZD1WXHJ5I,calibration,04137f513efb90d929b873e54066b5b7a9060ffa09d970d1a93afb419861e386,2,2,4.0,263.5,168.0,0.0,20.0,0.09234345704317093,0.9628987982869148,0.9814494252204895,2.1084989310082847e-10,0.9999999999917376,1.0,2.1084989310082847e-10,0.9999999999917376,1.0,0.6468033790588379,0.0,-3.9872517585754395,0.0,-4.260676860809326,0.0,0.0,0.0,3.9872517585754395,-0.2734251022338867,4.260676860809326,0.0
Beauty,AW9ZD1WXHJ5I,calibration,04137f513efb90d929b873e54066b5b7a9060ffa09d970d1a93afb419861e386,3,1,4.0,263.5,168.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AW9ZD1WXHJ5I,calibration,04137f513efb90d929b873e54066b5b7a9060ffa09d970d1a93afb419861e386,4,1,4.0,263.5,168.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AW9ZD1WXHJ5I,calibration,04137f513efb90d929b873e54066b5b7a9060ffa09d970d1a93afb419861e386,5,1,4.0,263.5,168.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AW9ZD1WXHJ5I,calibration,04137f513efb90d929b873e54066b5b7a9060ffa09d970d1a93afb419861e386,6,1,4.0,263.5,168.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A1WH5J3AP5JR7H,calibration,041c4d3c4cdba8e9df028a8a864d76c81da442d914e678d2868b769d7b35c8ce,0,108,10.0,148.1,46.0,0.0,20.0,2.844820022583008,0.06848503649234772,0.23060420155525208,2.628868579864502,0.01609732210636139,0.2215411514043808,2.628868579864502,0.01609732210636139,0.2215411514043808,0.13148042559623718,0.0,-4.377475738525391,-3.841318130493164,-3.2006139755249023,-3.523925304412842,-3.841318130493164,0.0,0.5361576080322266,1.1768617630004883,-0.32331132888793945,-0.31739282608032227
Beauty,A1WH5J3AP5JR7H,calibration,041c4d3c4cdba8e9df028a8a864d76c81da442d914e678d2868b769d7b35c8ce,1,64,10.0,148.1,46.0,0.0,20.0,2.959465503692627,0.001990377902984619,0.13634535670280457,1.1272001266479492,0.03614974021911621,0.3930988609790802,1.1272001266479492,0.03614974021911621,0.3930988609790802,0.5118051171302795,0.0,-3.290860176086426,-1.410151720046997,-1.4827988147735596,-1.463348388671875,-1.410151720046997,0.0,1.8807084560394287,1.8080613613128662,0.01945042610168457,0.05319666862487793
