user_id	fold	target_source	baseline_rank	oof_rank	hit10_transition
A33Q2O6FQK65EK	2	gram_only	15	14	stable_miss
A1BK60GZ4QME6I	4	union_miss	51	91	stable_miss
AG8QJ2NED5GWJ	2	union_miss	51	91	stable_miss
AO645B6SU6DZV	3	union_miss	51	91	stable_miss
A19ZCPGGWOV4UQ	2	both	2	1	stable_hit
A1SFZS2ICCJSZ8	4	both	1	1	stable_hit
A2YQJDUIIPPFI4	0	union_miss	51	91	stable_miss
A3BXJF4URL95RT	2	union_miss	51	91	stable_miss
A2YSWNMW4E78GF	0	union_miss	51	91	stable_miss
A2RFN9B7U7DGK1	2	union_miss	51	91	stable_miss
A1PNLJSZ37FAUU	0	union_miss	51	91	stable_miss
A1ZYH2WG49X7M7	0	union_miss	51	91	stable_miss
A3MKRAD7Z64ED5	2	union_miss	51	91	stable_miss
A3JYY8RLJNC56V	3	union_miss	51	91	stable_miss
AN49G1NJDOT94	4	union_miss	51	91	stable_miss
A2Z8ZFM4SGCTYL	2	gram_only	31	28	stable_miss
A1TOY72HWC2ASA	0	union_miss	51	91	stable_miss
A2XU46XXNV19C8	0	union_miss	51	91	stable_miss
A1ZO9OBHLID7KM	0	union_miss	51	91	stable_miss
A1J1MTCRIMX37I	4	union_miss	51	91	stable_miss
A3LG1IJ7UV79GR	1	union_miss	51	91	stable_miss
A1TWTL2KY2WUDW	4	union_miss	51	91	stable_miss
A1C157FRUD6JXH	4	union_miss	51	91	stable_miss
A1NSBJCDO3YDP2	4	union_miss	51	91	stable_miss
A3HORVSI2I23YR	4	union_miss	51	91	stable_miss
AOQZPFEVL2D9Y	0	both	15	15	stable_miss
A30PGMDIGWO7M4	2	union_miss	51	91	stable_miss
A1Y1VKNAJOCD1G	4	union_miss	51	91	stable_miss
A1W3BJBH2E48IN	2	gram_only	15	15	stable_miss
A2MBLVMVDLHK1L	1	union_miss	51	91	stable_miss
A3OU3VMKHM5T7L	3	union_miss	51	91	stable_miss
ANBVYCAEPWHY3	2	union_miss	51	91	stable_miss
AQ2UUK379POFL	2	union_miss	51	91	stable_miss
A1YGF9FFKQEB9N	3	cf_only	51	84	stable_miss
A354HWCO3WW4AK	2	union_miss	51	91	stable_miss
A2L6G6CCWWP5IV	1	union_miss	51	91	stable_miss
A14V45OKTF6U6Q	1	union_miss	51	91	stable_miss
A3UE1PURTS8PG	2	both	1	1	stable_hit
A3ZZFPQLNHTLB	0	union_miss	51	91	stable_miss
A14C65X2PJPQMT	3	both	2	2	stable_hit
A7Y0MEKYZS3X6	2	union_miss	51	91	stable_miss
A9J3LMY955WKJ	0	union_miss	51	91	stable_miss
A2HWZZM6D6Q4YQ	4	union_miss	51	91	stable_miss
A3KWRC15OXO3EZ	1	both	2	2	stable_hit
A3F43PAJZLOE3I	3	union_miss	51	91	stable_miss
A39CCZM9M9H3HX	1	union_miss	51	91	stable_miss
A16UYT4DEUXBA5	0	union_miss	51	91	stable_miss
A2Y2OW2CR3WMRK	4	gram_only	1	1	stable_hit
A1C8BEFG26LC3V	2	union_miss	51	91	stable_miss
A5HHOCI5LTAWB	2	union_miss	51	91	stable_miss
A38167RWGZR8AE	3	union_miss	51	91	stable_miss
A32J5J2J2UTCR	2	union_miss	51	91	stable_miss
ASFRULWDRQCUO	4	union_miss	51	91	stable_miss
A2974R9BTPZPOJ	2	cf_only	51	46	stable_miss
A3IUMV0T5KAQMD	1	union_miss	51	91	stable_miss
AZCVUV657V5XG	0	union_miss	51	91	stable_miss
