dataset	user_id	top50_overlap	beam50_pcrf_rank	anchored_beam200_rank	expansion_in_top10
Toys	AXN72SDUK0KQT	0.9	51	201	0
Toys	AXQSVBTBF6SLA	0.98	51	132	0
Toys	AXSP7X8A1YK41	0.86	51	201	0
Toys	AXW32H306JBP	0.86	28	35	0
Toys	AY9SSM2CJ5RTA	0.8	51	201	0
Toys	AYBESUR7FVD97	0.82	51	201	0
Toys	AYCME2VJ64TAC	1.0	19	19	0
Toys	AYFGIZUMHUKCT	0.9	51	134	0
Toys	AYIVP2Q1XP3H8	0.86	51	201	0
Toys	AYMRVJI3K0XUK	0.92	51	8	1
Toys	AYUF7YETYOLNX	0.98	51	84	0
Toys	AZ45UN2TEI3HY	0.98	51	201	0
Toys	AZ9ZEQ5Y6QBDK	0.98	18	18	0
Toys	AZCVUV657V5XG	0.82	51	201	0
Toys	AZQOGNBVDKWR0	1.0	51	201	0
Beauty	A02155413BVL8D0G7X6DN	0.8	51	201	0
Beauty	A10H5JQ2PR8JCM	0.9	51	201	0
Beauty	A11XAIFA10G7TS	0.92	51	201	0
Beauty	A122SFGLAHQLSJ	1.0	51	201	0
Beauty	A12E0Y0J6584RT	0.98	6	6	0
Beauty	A12RD9GYU6NYFC	0.9	1	1	0
Beauty	A12VIA1V32XSZW	0.94	51	201	0
Beauty	A12XDEMP7PQPDT	1.0	51	135	0
Beauty	A1364XG1UVLIF	0.94	51	201	0
Beauty	A13E3L5NR2VOOQ	0.82	51	201	0
Beauty	A13G2RXDAJT9CE	0.74	51	201	0
Beauty	A13H2ZRENPV9E	1.0	51	201	0
Beauty	A13HXODVTD4U0V	0.96	51	201	0
Beauty	A13K940O9R7HSK	0.96	51	201	0
Beauty	A13X4VIMZPP4OP	0.82	51	132	1
Beauty	A14350LP2AJZ0V	0.92	51	201	0
Beauty	A14410FBSN04BS	0.98	1	1	0
Beauty	A1464D1OP9SIUK	0.88	51	201	0
Beauty	A14N290ORZJDT8	0.78	51	201	0
Beauty	A14QN2A6J68F1L	0.88	51	201	0
Beauty	A14RYRR7ETV3UY	0.96	51	46	0
Beauty	A14S0XHM523SEI	0.84	51	201	0
Beauty	A15L9D01H15IVT	0.84	2	2	0
Beauty	A15R00LN8L815Z	1.0	51	79	0
Beauty	A1680FEI6YINFQ	1.0	51	201	0
Beauty	A16D1QTSZ0G68N	0.92	51	201	0
Beauty	A16QJ07X360VDK	0.86	51	201	0
Beauty	A16RNH6PP3NEBF	0.98	51	201	0
Beauty	A16UM2AMMZCY13	0.9	51	201	0
Beauty	A17APETXI65FPR	0.98	51	201	0
Beauty	A17I90HQZKOFT5	0.94	51	201	0
Beauty	A1890IGZTB9CS5	0.94	51	201	1
Beauty	A18FGK5F4VZPHO	0.9	51	201	0
Beauty	A18MG1GPSEAPE9	0.92	51	201	0
Beauty	A1945HAI443QKR	0.66	51	201	1
Beauty	A195ZIKKG6051W	0.92	51	201	0
Beauty	A196FUEVIMH83H	0.82	51	201	0
Beauty	A19KLWTEW9KRJ8	0.92	51	201	1
Beauty	A19SDJ2TSSL8HI	0.94	51	48	0
Beauty	A19XC6Z95GK5AB	0.98	51	201	0
Beauty	A1A5XWT0WI06YH	0.88	51	201	0
Beauty	A1ACH77RG6C8MN	0.98	51	133	0
Beauty	A1AZ8YJTM7JRHL	0.98	51	201	0
Beauty	A1B66RS1ZLOWVJ	0.84	51	201	0
Beauty	A1BCHGU0TCQ2P1	0.98	1	1	0
Beauty	A1BGH69DH07M72	0.98	30	34	0
Beauty	A1C39GTHFITRZV	0.9	51	201	0
Beauty	A1C9FRE9C9B0EX	0.92	51	201	0
Beauty	A1CLZXR0B7YHA0	0.9	51	201	0
Beauty	A1D336P5ENFFJN	0.98	51	201	0
Beauty	A1D4SEIIPD2J41	0.76	51	201	1
Beauty	A1DGVCCQQYHGCE	0.84	51	51	0
Beauty	A1E6M4ZBR7FZBC	0.94	51	201	0
Beauty	A1E8L3PG4Q1G7A	0.96	18	18	0
Beauty	A1EBYD2E2UMXX7	0.76	51	201	0
Beauty	A1EN4XAKX9LK4A	1.0	18	18	0
Beauty	A1EPHD4E18OFWO	1.0	7	7	0
Beauty	A1ESDW5VX6B73Q	0.92	51	201	1
Beauty	A1EUTHXG9Q0M3F	0.82	51	201	0
Beauty	A1FFFEHK9K5XU0	0.82	51	201	0
Beauty	A1FU6N9PIEIL5F	0.84	51	201	0
Beauty	A1FZ4AHRIDC94R	0.92	51	201	0
Beauty	A1G5FIEA40QCT4	0.88	51	201	0
Beauty	A1G7JK59HJK9O0	0.96	51	201	0
Beauty	A1GD397IJNPTL4	0.94	38	42	0
Beauty	A1GD5EGGJT8NDR	0.9	51	201	0
Beauty	A1GXUILQS1SKQ9	0.94	51	201	0
Beauty	A1HOEKWICASKWF	0.88	51	201	0
Beauty	A1HUQ89BM5PDQK	0.98	13	13	0
Beauty	A1I1MR6ZF3FB25	0.98	6	6	0
Beauty	A1I8XTYJHWX6N2	0.96	51	114	0
Beauty	A1IBU2PW9BQVRT	0.96	14	14	0
Beauty	A1IC0HZ35M0406	0.8	51	201	0
Beauty	A1IKNUYJSRIZ3Z	0.9	51	201	0
Beauty	A1J5DRBG1AJG0K	0.98	51	201	0
Beauty	A1JFYDF90M3WF5	0.94	51	201	0
Beauty	A1JJYRQVMDQCA1	0.8	51	117	0
Beauty	A1JKNXCDZ42K84	0.9	51	201	0
Beauty	A1JLBNDDAJB4OP	0.84	51	166	0
Beauty	A1JNPCJEOA7F0J	0.9	51	201	0
Beauty	A1JOVTU9CTZXB7	0.96	4	4	0
Beauty	A1K92F2735WMP6	0.86	51	201	0
Beauty	A1KEK09ZA6J9P8	0.98	51	40	0
Beauty	A1KT19TDP9VE63	0.88	51	201	0
Beauty	A1L91NLNUQSOEW	0.82	51	201	1
Beauty	A1LACH6MLQWZ	0.96	51	201	0
Beauty	A1LBTUS08BG716	0.88	51	201	0
Beauty	A1LFTP59TSTDOP	0.88	51	201	0
Beauty	A1LHAXBM5GBJS2	1.0	16	16	0
Beauty	A1LHYZSQ2NV0NQ	0.94	51	201	0
Beauty	A1LW6JG5E50L8E	0.94	51	201	0
Beauty	A1MFDFUGEVNIFK	0.92	51	201	0
Beauty	A1MO7ERE6X74JE	0.86	51	201	1
Beauty	A1NF9IACP2DFLL	0.9	44	70	0
Beauty	A1NN9TOQXVP6EF	0.9	51	201	0
Beauty	A1NPWZ8SAWHA6P	0.76	51	201	0
Beauty	A1NS5E60FH2H87	0.86	51	201	0
Beauty	A1NSP1Y5SQRMZD	0.88	51	201	0
Beauty	A1NVV06ZVLV7A4	0.8	40	61	0
Beauty	A1NX9IN9U4TFD8	0.74	51	201	0
Beauty	A1ODXI3EQ5ZDMB	0.84	19	18	0
Beauty	A1PD1MWBHQ2OK8	0.88	51	201	0
Beauty	A1PEITQQFYXYLM	0.86	51	201	0
Beauty	A1PQS5AO0JK8DX	0.8	7	7	0
Beauty	A1PR530F0MH7K8	0.84	51	201	0
Beauty	A1PT8N9C5YZKV4	0.9	51	84	0
Beauty	A1Q95HU6O1N1J6	0.9	51	201	0
Beauty	A1QSHDRSWGJI10	1.0	51	42	0
Beauty	A1QWZKOI626O31	0.94	51	201	0
Beauty	A1RQJED4T1WLBB	0.86	51	201	0
Beauty	A1RRMZKOMZ2M7J	1.0	51	201	0
Beauty	A1S3RXZEBY0AW7	0.94	51	201	1
Beauty	A1S55B77MMNXIT	0.92	51	201	0
Beauty	A1SORA0GA7W3WG	0.84	51	37	0
Beauty	A1SSIDDDCCK1E	0.9	51	39	0
Beauty	A1TEAHME6DJMV6	1.0	51	55	0
Beauty	A1TMF8NWIY9ZLQ	0.9	51	201	0
Beauty	A1TYCPVFO7K2W0	0.98	51	201	0
Beauty	A1VBDMNT6I8RE5	1.0	31	32	0
Beauty	A1VJ16TJBHRRW	0.9	51	201	0
Beauty	A1VXZJVVLQNX9G	0.84	51	201	0
Beauty	A1W6PXDD1CVKI	0.84	51	201	0
Beauty	A1WH0IHKVIX7AP	0.94	51	201	1
Beauty	A1WM4SKXV48OML	0.86	51	201	0
Beauty	A1WQF8WPN19AJG	0.82	10	10	0
Beauty	A1WSZED2O5MA5T	0.8	51	201	0
Beauty	A1X9A9XO1SBHQW	0.92	51	201	0
Beauty	A1XSSG2IQL1023	1.0	51	201	0
Beauty	A1Y91AXTNDEIWW	0.82	31	43	1
Beauty	A1YMZ3PYX65PGV	0.86	51	201	0
Beauty	A1YPM4GCO8I1W1	0.86	51	201	0
Beauty	A1ZBG67FX95ZSE	0.98	51	201	0
Beauty	A1ZC3FAD1EFZJ7	0.98	49	75	0
Beauty	A1ZIVMC1K6LAK0	0.86	51	201	0
Beauty	A1ZJU0PZZPS2UE	0.92	51	188	0
Beauty	A1ZJWONETIB2FB	0.96	51	201	0
Beauty	A1ZNCMFIECPTVT	1.0	51	201	0
Beauty	A1ZRLMCXTTIY93	0.92	51	107	0
Beauty	A1ZRYUIPT24IH5	0.8	51	201	0
Beauty	A20GK6PHI7B3TI	0.86	51	201	0
Beauty	A20OW6TEDPQ45Z	0.96	2	2	0
Beauty	A20SNZJ0WM1MIJ	0.82	51	201	0
Beauty	A21CGA9PUZDQH0	0.82	51	201	0
Beauty	A220B791X1X9YY	0.84	51	201	0
Beauty	A22D1A5G3GTPXO	1.0	11	11	0
Beauty	A22JAJQFY7CZ1	0.94	51	201	0
Beauty	A22R3BJQFKHU8A	0.92	51	201	0
Beauty	A233HU0KM5YAJ0	0.98	32	44	0
Beauty	A24F1PL6G4Q2BJ	1.0	51	128	0
Beauty	A24YA4ZYCDUIKP	0.76	51	201	1
Beauty	A24ZEQFC54B932	0.68	51	201	1
Beauty	A24ZV048V7J0MT	1.0	51	201	0
Beauty	A25B8W9VSY0C5Y	0.94	51	201	0
Beauty	A25PYMGLCQKSSG	0.98	51	201	0
Beauty	A25TG3UMU0VYPW	0.92	51	201	0
Beauty	A26LYNBAN8H9MW	0.88	11	11	0
Beauty	A2752SH1BTZAP2	0.96	51	201	0
Beauty	A276FG0XPT31AC	0.8	51	201	0
Beauty	A27TIIK2TW8W79	0.82	51	201	0
Beauty	A284FAGKX0W4U4	0.98	51	41	1
Beauty	A28621TSIR5EOG	0.84	51	201	0
Beauty	A28UMA3GW9L124	0.96	24	24	0
Beauty	A2931NJVVQUQE5	0.94	51	201	0
Beauty	A29BOJREPGDKU4	0.86	51	112	0
Beauty	A29XZH9BCY6T8T	0.9	51	105	0
Beauty	A2A52EATFDQJ1P	0.96	51	201	0
Beauty	A2A5C9IQ06CG9N	0.92	51	201	0
Beauty	A2B2HOVV6WZGEJ	0.94	2	2	0
Beauty	A2B4HKY2633P6A	0.86	51	201	0
Beauty	A2BDSPVA0WTM5X	0.94	51	74	0
Beauty	A2BH3N8UM4MP62	0.9	51	201	0
Beauty	A2BKT51JAU9XV7	0.84	51	106	0
Beauty	A2BY1DRVCVA7DH	0.76	51	201	0
Beauty	A2BY7LRPQI9YZQ	0.88	51	201	0
Beauty	A2CFSWWKUUT4BD	0.88	51	64	0
Beauty	A2CN3SLHAQOP38	1.0	51	201	0
Beauty	A2CZBO0HIC90SJ	0.92	4	4	0
Beauty	A2DMM4YRMWNQ4V	0.9	13	13	0
Beauty	A2DPM63B93KCY3	0.96	3	3	0
Beauty	A2DZWQ588FQ7S7	0.98	51	201	0
Beauty	A2E09MGASTCI05	0.84	51	201	0
Beauty	A2E601R9UMK10	0.94	51	201	0
Beauty	A2EGM4HE22ITQ4	0.94	51	201	0
Beauty	A2F0SJ0XNROB8F	0.96	3	3	0
Beauty	A2FAKXPLPCGSWM	0.94	51	201	0
Beauty	A2FM0GJWDCQNFD	0.8	51	201	0
Beauty	A2FWZ58M6IQMD7	0.94	51	201	0
Beauty	A2GD3GPX9Z3RKQ	0.94	51	201	0
Beauty	A2GIZHT38UVDWO	0.96	51	201	0
Beauty	A2GV7L9LPZCZXN	0.96	20	20	0
Beauty	A2H0G0L0E6DPCA	0.98	51	201	1
Beauty	A2HSKLKTQKKO7X	0.84	24	26	0
Beauty	A2IHBYQAW5MAJN	0.92	51	164	0
Beauty	A2INUU2PEADSC8	0.94	51	201	0
Beauty	A2IVEJFJEZ41RN	0.98	51	94	0
Beauty	A2J6W7OS5EAXCJ	0.84	51	201	0
Beauty	A2JHBQ4FS6D7UT	0.96	13	13	0
Beauty	A2JRKD3DU7046X	0.98	13	13	0
Beauty	A2K0ZW0UPPKUEX	1.0	37	45	0
Beauty	A2K7KB036ILMIV	0.92	51	201	0
Beauty	A2KQH12AFDMN4B	0.94	51	201	0
Beauty	A2KQT4D0OZR569	0.98	51	201	0
Beauty	A2KVKBIXBL9802	0.92	42	67	0
Beauty	A2KWD1V1105XR7	0.82	51	201	0
Beauty	A2L6BZRML5L3X4	0.86	51	201	0
Beauty	A2LL4SL2PY673I	0.82	51	201	0
Beauty	A2LQEJM1CIKBIZ	0.86	51	101	0
Beauty	A2M7AHO6EK2C7M	0.86	51	201	0
Beauty	A2M9PZ77KD1X1B	0.86	51	201	0
Beauty	A2MOY9RP4VD6FU	0.82	51	201	0
Beauty	A2MU029O2HXJ5U	0.98	51	201	0
Beauty	A2MUTVWFCMNQHC	0.94	51	201	0
Beauty	A2MVUTW2WM4VL6	0.98	51	201	0
Beauty	A2N0K91UTPPXLN	0.9	51	201	0
Beauty	A2N1DTPC1Q2CD3	0.9	6	6	0
Beauty	A2NQ2QMKYHZ0EM	0.96	24	31	0
Beauty	A2PXVMF9DH8NDZ	0.7	51	201	1
Beauty	A2Q5455Q06P7R1	0.96	22	26	0
Beauty	A2QMSO8XTC2NQK	0.94	1	1	0
Beauty	A2QZF4BEP2B8V0	0.9	51	162	0
Beauty	A2RF9DQWUJFD4I	1.0	51	201	0
Beauty	A2RIAXGSBP65BJ	0.96	51	201	0
Beauty	A2RNCAO9WTEZBF	1.0	51	201	0
Beauty	A2RQOO8VYAEZZG	1.0	51	100	0
Beauty	A2RSXF64W7VW31	0.88	51	201	0
Beauty	A2S3HKRDMAN83A	0.78	51	201	0
Beauty	A2S6QCNNN8AK91	0.96	51	201	0
Beauty	A2SAKBTBTR2BNB	1.0	51	201	0
Beauty	A2SDBRNFIE0NKD	1.0	51	201	0
Beauty	A2SDJUGYD8KBWJ	0.96	51	201	0
Beauty	A2SL77FLFHDVR6	0.88	51	201	0
Beauty	A2SPAROS5PSI8X	0.84	51	201	0
Beauty	A2T270WXBVI9EV	0.9	51	201	0
Beauty	A2T3YOZ7ZR0NE1	0.92	51	201	1
Beauty	A2TI5R93FF69UN	1.0	8	8	0
Beauty	A2U8LIBHN03DHD	0.86	51	201	0
Beauty	A2UHAKSZSZVITF	0.96	51	201	1
Beauty	A2UUHL2EU2OFDH	0.74	51	201	0
Beauty	A2UXRRAZGMVKIY	0.82	51	201	0
Beauty	A2V2X7HZWIGYQC	0.96	1	1	0
Beauty	A2V5C2L3EDQ93C	0.86	51	140	0
Beauty	A2V6VQZSQB4CWI	0.74	51	201	0
Beauty	A2V9UMCS8SHRP	0.9	8	7	0
Beauty	A2VE448CUB907P	1.0	9	9	0
Beauty	A2VUVIYAQB0YT1	0.78	51	201	0
Beauty	A2W20TT5FNRIF	0.98	51	64	0
Beauty	A2WDCDV7L42C0M	0.94	51	201	0
Beauty	A2WL2879C41LJL	0.96	30	31	0
Beauty	A2WNBFTFG5FY5D	0.84	51	201	0
Beauty	A2WQPYI2WI6U7X	0.86	51	201	0
Beauty	A2WQYVZMXMAQ43	0.98	45	70	0
Beauty	A2XCK8I0OHCVYE	0.88	51	201	0
Beauty	A2XNJJ9TF70P4J	1.0	51	153	0
Beauty	A2XU0QAY5PPI1N	0.98	51	201	0
Beauty	A2XX2A4OJCDNLZ	0.94	2	2	0
Beauty	A2XYB7OCWMUN75	0.84	51	201	0
Beauty	A2Y86NGI9SXBHM	0.98	2	2	0
Beauty	A2YB5103AQ463Z	0.9	51	201	0
Beauty	A2YDX7GA1AD0KB	0.92	51	201	0
Beauty	A2YIJV9LM4KVZ0	0.96	51	201	0
Beauty	A2YK5UUN19WHB1	0.86	51	201	0
Beauty	A2YO7Q1ABS2533	0.92	51	75	0
Beauty	A2YZERYQTLB8NG	0.88	51	201	0
Beauty	A2ZC7J16Z3VCUT	0.84	51	201	0
Beauty	A2ZCYB5CNZBM2N	0.84	51	201	0
Beauty	A2ZDJ0HCVZ8Y6I	0.98	14	11	0
Beauty	A2ZMH05LYXCVT7	1.0	51	71	0
Beauty	A2ZV4X5FFYBOIZ	0.78	51	201	0
Beauty	A307Y3LMCVEZS1	0.86	51	134	0
Beauty	A308XENZZDHCBC	0.88	51	92	0
Beauty	A30I1RE610BJ2V	0.94	4	4	0
Beauty	A30K1B4HZ6HQ47	0.92	51	201	0
Beauty	A31BINYKLSTS06	0.94	51	201	0
Beauty	A31LEVBRCI0BQX	0.94	51	201	0
Beauty	A31P9QGDFKDJKM	0.94	51	201	0
Beauty	A31PTM0AGQPNAX	0.96	51	201	0
Beauty	A31VNP4OTMTQYA	0.78	51	201	0
Beauty	A327PRMDA0HJVJ	0.98	51	45	0
Beauty	A32CQX9ZTLPFCB	0.98	51	201	0
Beauty	A32D0ZUZXESU6W	0.92	51	201	0
Beauty	A32DCJHKUG1KAL	0.92	51	201	0
Beauty	A32JLLK5UZN361	0.88	51	201	0
Beauty	A32TJMA1U8BGBC	0.94	51	201	0
Beauty	A32WT1ZEE4QGZB	0.88	51	201	0
Beauty	A336DYZ1BBUHLS	0.86	51	201	0
Beauty	A33DUVUIC7G553	0.84	51	201	0
Beauty	A33FY37GLTT10G	0.94	51	201	0
Beauty	A33HWB3M8NWQ58	1.0	51	201	0
Beauty	A33PBU9EHZ28PC	1.0	31	32	0
Beauty	A345BXR9RAZPQL	0.94	51	201	0
Beauty	A34ABMLGQHYO31	0.86	51	201	0
Beauty	A34HX7JHOK80XT	0.82	51	201	0
Beauty	A34M5KL94K6K7M	0.86	51	201	0
Beauty	A34YMFEQCF0CI9	0.92	51	201	0
Beauty	A35BNLIJ3LXGMH	1.0	51	105	0
Beauty	A3612HMUR3TDHX	0.94	51	201	0
Beauty	A362376JQO73L7	0.96	51	201	0
Beauty	A366YFWGJ84JAJ	0.92	51	201	0
Beauty	A36F1IIL0RJVSI	0.9	51	201	0
Beauty	A36IWMJEPZ4KMB	0.98	3	3	0
Beauty	A36VNUMXIHBOL2	0.88	51	127	0
Beauty	A379W4G7YWQT86	0.92	23	23	0
Beauty	A37EQPO08CBZ2U	0.88	51	201	0
Beauty	A37OLD09U3W17Y	0.94	51	201	0
Beauty	A37Q2U5I5N2K3K	0.96	1	1	0
Beauty	A37TNRVP54I09T	0.92	51	201	0
Beauty	A37W51M20WW9TF	0.94	51	58	0
Beauty	A37YUFBI23UPB8	1.0	51	201	0
Beauty	A38LQHK1OI66AN	0.94	51	38	0
Beauty	A38ZYYY2V1PSQV	0.96	24	23	0
Beauty	A3988K4XLD53OT	0.76	51	201	0
Beauty	A39WWMBA0299ZF	1.0	51	201	0
Beauty	A39XPX6K05FLLW	0.96	51	201	0
Beauty	A3ADTFFSKLDE0C	0.96	51	201	0
Beauty	A3AIHGUT2T7C22	0.8	51	201	0
Beauty	A3AJMFPURJQ632	0.84	51	57	1
Beauty	A3AN7Y6CNWX3SD	0.94	51	201	0
Beauty	A3AZIU63WQK6R	0.74	51	201	0
Beauty	A3B3Q9OCZ5KCMA	0.98	51	201	0
Beauty	A3BJ3206EXCM4R	0.8	51	201	1
Beauty	A3BO4GD7NGYCHB	1.0	1	1	0
Beauty	A3BP2X6VFUSS5R	1.0	14	14	0
Beauty	A3BTL4FV6ODKAT	1.0	51	201	0
Beauty	A3BXZSW2LBOVIE	0.96	51	53	0
Beauty	A3CILPIAW45HA2	0.98	1	1	0
Beauty	A3CLWZGMC7M9Z1	1.0	51	70	0
Beauty	A3DHHOZRX2GCNI	0.92	51	201	0
Beauty	A3DTZTXDHK08EF	0.98	20	19	0
Beauty	A3E9A3UJZ12K61	0.94	51	201	0
Beauty	A3EAUXPIL65GX5	0.8	51	201	0
Beauty	A3EJI52WWJPG1V	0.86	51	201	0
Beauty	A3EO6O6276MKM9	1.0	3	3	0
Beauty	A3EUF64PPINMOK	0.78	51	201	0
Beauty	A3EXW4HNYX7HF5	0.98	51	138	0
Beauty	A3EZIP6YQX5J8Q	0.86	51	201	0
Beauty	A3F09L0KFRV74U	0.9	51	201	0
Beauty	A3FG51WL7BP7LN	0.84	51	201	0
Beauty	A3FY99GJUPNM5D	0.9	51	201	0
Beauty	A3GAQQZKTZIGEX	0.98	2	2	0
Beauty	A3GHTSDCM8B4V7	0.9	51	201	0
Beauty	A3H3L1XNS4IN8C	0.84	51	201	0
Beauty	A3H7ADUP07D93H	1.0	51	201	0
Beauty	A3HU6DPEKIWET3	0.98	51	201	0
Beauty	A3HUC8541SJ6UT	1.0	18	20	0
Beauty	A3I03URMVLXRDC	0.96	1	1	0
Beauty	A3I6403ZZ08SG4	1.0	10	10	0
Beauty	A3I8EA3B99X0Z1	0.92	51	201	0
Beauty	A3I9IKN6B6O2D7	0.82	51	201	1
Beauty	A3JNA4RRAQVUHM	1.0	51	201	0
Beauty	A3JT5XR92IFRVL	0.98	32	32	0
Beauty	A3KCKECEO3E2AN	0.9	51	201	0
Beauty	A3KD5YV29Q29PS	0.94	51	201	0
Beauty	A3KF8OP0I238YQ	0.84	51	201	0
Beauty	A3KKSQMZA8K8JU	0.84	51	201	0
Beauty	A3KLTC6CXKQSP4	0.88	51	201	0
Beauty	A3L53QNY6AAN53	0.84	51	201	0
Beauty	A3LMSZ7X527YHV	0.86	51	201	0
Beauty	A3M2MWMDP1W348	0.98	3	3	0
Beauty	A3MAROXCKBWMWV	0.78	51	201	0
Beauty	A3N1ANJVA54KNP	0.96	7	7	0
Beauty	A3N4CUW4UYC9I3	1.0	1	1	0
Beauty	A3N61N91YEIZ47	1.0	51	118	0
Beauty	A3NGK03GOJ1JDQ	0.86	51	201	0
Beauty	A3NICTN9ALZ27	0.92	51	201	0
Beauty	A3NJE4PPFR17UV	0.82	51	201	0
Beauty	A3NM1MT3Q2FHXV	1.0	16	16	0
Beauty	A3O27LZX41XD0B	0.92	51	201	0
Beauty	A3ORV1QBL4K9U1	0.96	51	201	0
Beauty	A3OS764OS57AT3	0.94	1	1	0
Beauty	A3OWLJ9PHWCCUZ	0.76	51	201	0
Beauty	A3PAIMC1MVFOU8	1.0	51	201	1
Beauty	A3PQR9UQ9SW1N9	0.94	51	201	0
Beauty	A3Q2VR1C6UZDF9	0.86	51	201	0
Beauty	A3Q7T8PR6YSUMG	0.94	51	201	0
Beauty	A3QJ5JOG2C2UAV	1.0	33	35	0
Beauty	A3QK41IM3X2CUF	0.9	51	201	0
Beauty	A3R5GTYQ50QVMD	1.0	12	12	0
Beauty	A3RBES0V9KS9IN	0.88	51	201	0
Beauty	A3RGVDWKSIAX7E	0.94	51	201	0
Beauty	A3STK5WDK5UB58	0.86	51	201	0
Beauty	A3T5WC8DTXRTJ5	0.92	11	11	0
Beauty	A3TLXSBOZ3R09V	0.92	51	201	0
Beauty	A3TS7SMF9121UA	0.82	51	201	0
Beauty	A3U1S5KR287T3I	0.98	51	156	0
Beauty	A3U736A1MVOK90	0.98	35	47	0
Beauty	A3UC3YT2E65LZO	0.84	51	201	0
Beauty	A3UDJYL7YFEMV	1.0	4	4	0
Beauty	A3V1ON6X9TKWFL	0.92	51	201	0
Beauty	A3VGAP2KLCBNBB	0.98	51	201	0
Beauty	A461VTLW9G9YB	0.94	51	201	0
Beauty	A48WFFX018ZVU	1.0	10	10	0
Beauty	A4FFK8M1P0Y9	1.0	26	27	0
Beauty	A4LM46IDKB40N	0.92	33	52	1
Beauty	A5056ZWE82CTJ	0.98	51	201	0
Beauty	A51EAGUKGTONU	0.96	14	14	0
Beauty	A55LS2HWPQB0Q	1.0	13	13	0
Beauty	A5A2URQBFARLT	0.92	51	201	0
Beauty	A5VJIYS1L9YNR	0.86	51	72	0
Beauty	A5X1B2HBQUR3P	1.0	5	5	0
Beauty	A60YQQJD3B6EX	0.86	51	201	0
Beauty	A68J3YO34TUOV	0.92	51	201	0
Beauty	A6KV3W3RG9RMA	1.0	51	94	0
Beauty	A6N8LA8E2MFYD	0.94	51	201	0
Beauty	A6T1RHMQ9NSE4	1.0	1	1	0
Beauty	A6X467FA4T2OS	0.78	51	201	0
Beauty	A6Y3CFR4MHKP1	0.98	9	9	0
Beauty	A7MJN6MN50598	0.88	51	201	1
Beauty	A7MJTKHGS43RY	0.96	51	45	1
Beauty	A7Z1413X32PUW	0.84	51	201	0
Beauty	A863RE8D6632X	0.86	51	201	0
Beauty	A8757LV5QW9VX	1.0	51	201	0
Beauty	A8BU45ZCMHUZW	0.86	51	201	0
Beauty	A90JGGI493HNG	0.94	51	201	0
Beauty	A9BLJJM9Y6R2M	0.88	51	201	0
Beauty	A9J5SLYXUCWO1	0.84	51	201	0
Beauty	AA3EZF22VEB32	0.94	1	1	0
Beauty	AA576I6IX23UD	0.92	51	201	0
Beauty	AAEVGE52KL0DJ	0.96	51	201	0
Beauty	AAZ084UMH8VZ2	0.94	51	201	0
Beauty	AB094YABX21WQ	0.96	51	201	1
Beauty	AB0F3WF0GCCC0	1.0	12	12	0
Beauty	AB6IV1YFCZKQH	0.88	51	201	1
Beauty	ABPX680DGJ5AA	0.78	8	7	0
Beauty	AC1NHNNTZURTH	0.88	51	201	0
Beauty	AC59IBYF64KFI	0.98	1	1	0
Beauty	AC6IDFW34EO9D	0.86	51	201	0
Beauty	ACG51N4L4KRYP	0.8	51	201	0
Beauty	ACKGYW7TBFQS8	0.9	51	201	0
Beauty	AD1115QTX1PHL	0.96	51	201	0
Beauty	ADJAF7ZFZ25EG	0.92	51	201	0
Beauty	ADJBUPS8SJHTC	1.0	51	103	0
Beauty	ADKAZSI0W1HVZ	0.84	51	201	0
Beauty	ADL2UAF0VJSDU	0.86	51	201	0
Beauty	ADM53SWXARX2T	0.84	51	201	0
Beauty	AE2MKYLMTYF21	0.98	51	61	0
Beauty	AE89ZMH5WF4OY	0.96	51	58	0
Beauty	AECLZDGGWMRRE	0.86	51	201	0
Beauty	AEMV9IMH665B9	0.9	51	201	0
Beauty	AEXPF7WBH1TL2	0.96	51	121	0
Beauty	AFBUH08GNWREI	0.86	51	201	0
Beauty	AFMPV14Q30N3L	0.8	51	201	0
Beauty	AFO678EAGH4Y9	1.0	51	201	0
Beauty	AFQPCQKEICC1Z	0.84	35	59	1
Beauty	AFW2ZL3QMYHZY	0.84	51	201	0
Beauty	AFYUFB2NF1CMJ	0.96	51	201	0
Beauty	AG7XTDD39Z8ZS	0.8	51	201	0
Beauty	AG81VJ6QZZS37	0.88	51	201	0
Beauty	AH5BU4E9COYT4	0.98	51	201	0
Beauty	AH5NDKZ3YK0AE	1.0	51	201	0
Beauty	AH7FWHWAXMBPG	0.7	51	201	0
Beauty	AH8W3XZKWQDOP	1.0	3	3	0
Beauty	AHNFX5HSE6BI3	0.88	1	1	0
Beauty	AI8MXXCBE2435	0.92	51	201	0
Beauty	AIK0G28AWIL17	1.0	16	16	0
Beauty	AILWN0QU28S1Y	0.86	51	201	0
Beauty	AJ48OJORP4NE4	0.98	51	88	0
Beauty	AJ6655BK9JNQQ	0.88	4	4	0
Beauty	AJE7GM46DC82Q	0.98	51	201	0
Beauty	AJXDBMJBVUGSR	1.0	7	7	0
Beauty	AK936V28HVQS4	0.82	51	201	1
Beauty	ALBUYDI4E4OE7	0.94	51	201	0
Beauty	ALEW9N1JHJG21	0.9	51	201	0
Beauty	ALN2JUWSF86Z9	0.86	29	43	1
Beauty	ALYMB3IPKOWAI	0.9	1	1	0
Beauty	AM1RY9QMBR9BJ	0.94	30	34	0
