user_id	split	history_length	target_frequency	baseline_rank	fused_rank
AWAZPICNKZBET	calibration	6	5	9	10
A30SPA8IGWRZB5	calibration	6	3	51	51
AKSUIX4N39GBX	evaluation	4	155	51	51
A32C7DE412UMF9	evaluation	4	4	51	51
A2DJBNB0VZU3X3	evaluation	3	25	4	3
A1T3A9M7WSR48A	evaluation	6	4	51	51
A22BBOGE6N6R6E	evaluation	3	12	51	51
A2QX37Z5AW0501	calibration	3	44	51	51
A3G6ONPNHKPP0C	calibration	6	22	51	51
AJ8KSRW54XJCL	evaluation	3	18	51	51
A2NPF1LZ1S57JV	evaluation	3	22	51	51
A1WR3SVI3YRADM	calibration	8	35	11	23
AHL00M9D10IOS	evaluation	5	11	14	3
AAHSWYK3HT1G3	evaluation	9	3	51	51
A1PT0VHALURW2P	evaluation	5	47	51	51
A1KRVDL5NX0989	evaluation	4	5	51	51
A2ZA9MYCJTO44C	evaluation	7	3	51	51
A33BY3PTPPX4OQ	evaluation	3	9	51	51
A36ATJ00U9C11V	evaluation	3	4	51	51
A26DG05WFGH2V0	evaluation	3	11	48	49
AKPQ4292PCGGG	evaluation	3	22	1	1
AQRGRPIEA654U	evaluation	4	15	51	51
A3DOCWNJH2NLA5	evaluation	4	12	51	51
A3RG17SEXP6600	evaluation	3	96	51	51
A2EDCCWQHF62B3	evaluation	4	45	51	51
A199FRO0YFMGED	evaluation	20	18	2	2
A32RGFSVFNRZSQ	evaluation	3	3	51	51
A1S4FKX2PF7FRO	calibration	3	4	10	9
A3LOGP4VA9DX46	evaluation	12	28	51	51
A1SR2ZD1JYMJ26	evaluation	3	18	11	13
A1Z3TI62POOP8W	evaluation	10	9	51	51
AO1NNCO03D0LH	evaluation	7	127	26	25
A1QOCYXIM4VN5K	evaluation	5	34	51	51
ALDV8DDZWWPYE	calibration	20	10	51	51
A2HMWJ202FQVYA	evaluation	3	21	4	2
ADNOUPXQ5U4WX	evaluation	9	3	51	51
AP36RZOTV0O2Z	evaluation	16	27	51	51
A3BEWNPSZB6J9G	calibration	12	26	51	51
AAOCRHTWI0RLK	evaluation	6	8	51	51
A38XG4VT9BNL8P	evaluation	4	3	51	51
A1M088YNBY4U	calibration	12	3	51	51
A75RM6X11353Y	evaluation	3	22	51	51
A150JNSC0KXI6R	evaluation	4	30	51	51
A2MCJ3ZRL9C34E	calibration	3	7	51	51
A1AG6A3IJMB6RW	evaluation	3	8	51	51
A31BZBNJJTXX6C	evaluation	4	5	51	51
A2DKLJW4YU3T22	evaluation	3	20	8	5
A3L0HOM7SL74MJ	evaluation	5	173	51	51
A2MW0POEYNW8FZ	evaluation	3	5	51	51
AI62JQXVVBE15	evaluation	3	22	1	1
A1CG21R8A91URQ	evaluation	3	9	51	51
AVWWFK3FZDEL2	calibration	7	8	51	51
A2KWIRXYFC1OQ1	evaluation	10	83	51	51
A2FCYYMJSZ4K7Z	calibration	3	24	51	51
A3MQAQT8C6D1I7	evaluation	4	26	51	51
AVDQZPEXCB8X2	evaluation	9	6	51	51
AZ6D2BR47RARU	evaluation	4	62	51	51
A2CIE68V9BA6WP	evaluation	4	5	51	51
AMWBYRVJYWELX	evaluation	5	22	51	51
A2WFZWRYWLC20S	evaluation	20	24	1	1
A1DJQZITT2YEH5	evaluation	5	2	51	51
AS2SYD2Y8VM2N	evaluation	3	14	51	51
A28PPDRER2THTL	evaluation	3	7	51	51
A2MN6TFGGN9AY1	calibration	6	5	51	51
A19JDXB5R33C7R	evaluation	20	2	51	51
A3RUHWRDVWPR8M	evaluation	7	31	6	4
A3CBKSB6LE21W2	evaluation	3	55	1	1
AA62VD95PNH4G	evaluation	3	11	51	51
A12JARSR16QM21	evaluation	5	14	51	51
A24FKI8DOGU6ME	evaluation	4	54	15	8
A185GVCGMWD2Y3	evaluation	4	5	51	51
A2JBZOWHL6V8YK	calibration	5	10	51	51
A27J2Y7F97MNJB	evaluation	3	40	51	51
A3MI14E2RO2WKV	evaluation	4	30	51	51
A2K6T14EI8G5SN	evaluation	3	1	51	51
AI4HL6YT04GKE	evaluation	6	22	51	51
A1IWAEUWZBKIU5	evaluation	3	6	51	51
AGOS889EYCZ6I	evaluation	20	6	51	51
A1VD0G4CCP5U2D	calibration	4	5	51	51
A343S9A43N1RF2	evaluation	3	4	51	51
A29R1LQY9XBO4K	evaluation	6	4	51	51
A3W2NPKVFU87ZP	evaluation	5	31	51	51
A2DBXBK9YAWWQ6	evaluation	6	3	51	51
A3EE11LV5SNT	evaluation	3	8	51	51
A3AKCTB8XJPCKY	calibration	3	52	20	23
A3D8MY7W6XPQQG	evaluation	7	3	51	51
AL7TH7XIOR32Z	evaluation	5	4	51	51
A125RJV9U0LF5E	evaluation	4	12	51	51
AAJIGWE242MSN	evaluation	14	8	51	51
A110M2KRZB0IS3	calibration	6	3	51	51
A2JGTQ5YJQ3KO0	evaluation	4	3	51	51
A36M3LAC7HSA5Z	evaluation	7	3	51	51
A1T5SE3SMK0M36	evaluation	6	15	51	51
A1KYYBQWW3QEEO	evaluation	3	30	51	51
A1PUROK62HTBAJ	calibration	3	26	2	2
A3QRWQ7OWZWOSM	evaluation	3	4	51	51
A2RV8B3LE13PCP	evaluation	5	10	1	1
A2O9DG473F3C5	evaluation	3	41	51	51
A10PEXB6XAQ5XF	evaluation	5	58	51	51
A5EWXRIZTQVX	evaluation	3	37	51	51
A3SVOVPRIL4WNP	evaluation	3	27	9	20
A3H24GT97NXFY8	evaluation	3	11	51	51
A2YGG8XI23OYZF	evaluation	4	3	51	51
A2MFQPSQR8UUCC	calibration	9	6	51	51
A2TKEMX4M9Y6E6	evaluation	4	9	7	7
A1TWSLOQJPU9VF	evaluation	3	18	51	51
AB8HCOX3YULQS	evaluation	6	11	51	51
A31YSTICHFYN7O	evaluation	12	3	51	51
AFOY4QTFDAWYE	evaluation	3	4	51	51
A3Q31FES48PW9R	evaluation	4	5	51	51
AAPKZ9V41KNKD	evaluation	5	4	51	51
A14VZPINY2ULRS	evaluation	5	4	51	51
A3T6SNZJ0D134	evaluation	4	4	3	3
A11P1G6492WBRM	calibration	19	58	51	51
A1TC012E4YJQI2	evaluation	3	4	51	51
A134WY3FYC5K3E	calibration	3	21	51	51
A13G1TKIKHGV3F	calibration	20	6	51	51
A3QCCG9OME82AW	calibration	5	7	51	51
A2CXWSO9DA5IBN	evaluation	6	44	51	51
A2DPQBZAD05KWD	evaluation	6	10	51	51
A1LTDEUQUFK1WC	evaluation	5	2	51	51
AOE9VPUNEZ847	evaluation	3	5	51	51
AX0ZOOHFLVEC8	evaluation	20	3	51	51
A17VQ76LG3FL3V	evaluation	4	7	51	51
A2AFDQ9L65NIMN	evaluation	4	29	51	51
A15AX29IXAE4LC	evaluation	3	7	51	51
A33QHLONBZCKYC	evaluation	3	41	16	6
A1Q5C7ZMQ6BRRH	evaluation	5	8	51	51
A7YMD8MSOBO1I	calibration	6	16	51	51
AFM2A391J0HIV	evaluation	3	4	1	1
A19GHDKYQJ35GB	evaluation	8	4	51	51
A1G7YOUAMCX10Y	calibration	3	33	20	24
ADY8F6UYX2YAX	calibration	4	7	51	51
ACQCU875TR3R8	evaluation	4	14	48	23
A218YZQCYF04RH	calibration	20	10	45	41
A2SDB7URP2KIB5	evaluation	6	32	1	1
A25TT44FXNV0F0	evaluation	6	100	26	26
AGXV8E7XK9J6H	calibration	14	6	51	51
A2UFH6Q6LJHR97	evaluation	5	6	51	51
A3N8RWH3NY2MC5	evaluation	4	67	51	51
A1X2B7H1P11DXH	evaluation	3	6	51	51
A1Z2796MV8JEXI	evaluation	3	19	51	51
A2DG63DN704LOI	evaluation	20	15	15	11
A3U263E0IPT5IZ	evaluation	5	6	51	51
A2B58V0509LOEI	calibration	3	6	51	51
A2J2SK3BXBVXTE	calibration	4	20	51	51
AMGW8SB0S2B72	evaluation	6	7	15	21
A2AV37AKRQZSYY	evaluation	12	9	51	51
AMW4TM4XCFIKD	evaluation	3	20	51	51
A35B72PSA30R67	evaluation	14	41	51	51
AOLG5WEM21QH	calibration	3	11	1	1
AVSQ0D9545XYN	evaluation	4	3	51	51
A2GNDRD56HYE40	calibration	3	5	51	51
A3OKV3BHJCWGSZ	calibration	5	19	51	51
ATHW0B0ZKSLZ7	evaluation	4	42	12	8
A20A5SPHKGBSR0	evaluation	4	58	51	51
A3POAVTU2XS9B1	evaluation	3	72	1	1
A2O277IJ67ZGAO	calibration	6	127	51	51
ACRYKETNPWWKN	evaluation	11	17	51	51
A2DBCSLGNFGBE	evaluation	7	32	51	51
A1YA4JZUGF8ZVZ	evaluation	20	8	51	51
AOWINPFDI7J4T	evaluation	3	14	2	2
A9PT136VE8M6L	evaluation	3	22	51	51
A39LM5PO1C1B1U	evaluation	10	3	51	51
A2TCI0C6PWWLW2	calibration	7	40	51	51
A16G1TD9YXM6ZO	evaluation	14	26	51	51
A2WD00B0BWJ24E	evaluation	8	44	9	14
A177ZEKMW4URLK	evaluation	20	55	12	11
A2JXWKX9YY4M8F	evaluation	8	9	51	51
A2EA49SKDEPPQV	evaluation	3	4	51	51
A22MOPVDVNS0ZS	evaluation	3	75	2	3
A2HTHEM5T76V8L	calibration	3	2	51	51
AOCGFKVFQUT34	evaluation	4	1	4	8
A30V32IWE6SACT	evaluation	9	1	51	51
A2NLEJIM4GMPB4	evaluation	8	20	51	51
A2ZYW0Y486A0RR	calibration	3	10	51	51
A2B3A8NQIHITO8	evaluation	20	11	38	16
A1A1BM6N28X9J0	calibration	4	19	51	51
AEMV9IMH665B9	calibration	20	25	38	23
A2XNI4DVRX9VAM	evaluation	3	4	51	51
A3ILGLDOXW4QLX	calibration	4	6	51	51
AY12DBB0U420B	evaluation	18	30	51	51
A14NYU9YYWBI7J	evaluation	3	23	51	51
A13LGJZ6A39BP1	evaluation	3	3	51	51
ANMF51XDZH4HW	evaluation	3	4	51	51
A3D850PFAJVNEA	evaluation	3	4	51	51
A2TCHZ6YNLA8O9	evaluation	3	7	51	51
A1G7X7HGD26040	evaluation	3	9	3	2
A3JDTW351GHLFV	calibration	4	5	51	51
A3JT29L4YFEIMJ	calibration	8	25	4	7
A175TVQLNLP30	evaluation	12	23	51	51
A36RJG7HHV45TQ	evaluation	5	19	40	45
A2G3V7O4WP5F36	evaluation	15	4	51	51
A2R0MYROYFQIXY	evaluation	3	5	51	51
A10ZOXRR0QMZ9Z	calibration	3	10	51	51
A2OPQHX0YICRFI	calibration	6	21	51	51
A2NOAAPMIV1TPN	evaluation	4	3	51	51
A2RNUPVSNW1ZXX	evaluation	3	16	16	12
A25W83Q8KMAYQR	calibration	3	4	51	51
A1OYEN4YDXH34O	calibration	3	34	51	51
A3PVYF54L8GS61	evaluation	3	93	51	51
A1DSCPT3MY8NSX	calibration	3	102	8	3
A3NOBH42C7UI5M	evaluation	20	18	51	51
AX4NH49L6KYYX	calibration	4	10	51	51
A3BTDFZI3FT6I7	evaluation	7	4	3	4
AG0UDXBFAMAKI	evaluation	3	5	1	1
A72AYFQ9I706V	calibration	10	6	51	51
A3QU13TEXK9QUY	evaluation	4	4	51	51
A11TPY4XQKYTZU	evaluation	10	7	51	51
A3JSD8GOCADJ9K	evaluation	3	6	51	51
A1EGBJJAG74MZF	evaluation	8	4	7	8
A1G24ZYOU6FVST	evaluation	4	4	51	51
A317A8TBRRTKO2	evaluation	3	8	51	51
A1IA3XI3O0N5RA	calibration	12	1	51	51
A3VGTW5DM6GH67	calibration	6	11	3	3
A34NQAKB3EVM3W	evaluation	5	22	51	51
A2I3AGJG6EX3L1	evaluation	3	20	51	51
A307H9E01JQLQO	evaluation	3	5	51	51
A2WA77NGFFLUGN	evaluation	3	31	51	51
A13M9XSQ4O6NLY	evaluation	6	90	51	51
A2TGRLA5GNLHOB	evaluation	3	1	51	51
A26UT4F4J7DELI	evaluation	3	96	27	30
AMW1OYXWOGZGJ	calibration	12	22	51	51
A3VI8SM7GH1W50	evaluation	3	24	51	51
A1G4AM4FKADLMM	evaluation	10	74	37	12
A2PACZGDPW8PF8	calibration	3	145	51	51
A1TO6Z9CY9TYK5	evaluation	3	14	51	51
A22FVY0FZJ7Q8C	evaluation	3	101	35	22
A2FRDK1E271UGH	evaluation	3	6	51	51
A3K91X9X2ARDOK	evaluation	19	1	51	51
AXSVM82N1LYSD	evaluation	3	6	1	1
A3MQ23S4OQHVNE	calibration	5	20	39	50
ACYR6O588USK	evaluation	9	52	11	14
A21S26XYPGXJZX	evaluation	4	19	2	2
A18QX0GG3QNS52	evaluation	3	46	51	51
AVU9EZ7I2ND6D	evaluation	9	12	51	51
A2BAONFS3IL4PV	calibration	4	16	51	51
A1S78V0MOUYFUA	evaluation	4	41	35	28
A2PBF1ZWQ9VHOX	evaluation	3	5	51	51
A1RPA3DYLU7PM0	evaluation	8	19	51	51
A1170CQK2UKXTO	evaluation	3	131	51	51
AH7JE5Y8N56JZ	evaluation	3	24	51	51
A24WY43BJUGKL3	evaluation	3	3	51	51
A3UC9J4Y6I5BO8	calibration	3	3	51	51
A3HFFGW9RZA2CE	calibration	4	20	51	51
A3RF63W6BWOG2T	evaluation	7	4	51	51
AFKSL0M2RMI55	evaluation	8	13	51	51
A1RJD7S0WG7C2K	evaluation	3	15	51	51
A13RHEGN5F5RFK	evaluation	3	4	51	51
A96JD9312DHWC	evaluation	9	30	51	51
A3UOTPC56IDZPA	calibration	3	30	51	51
AB6K5SPI7TNA7	evaluation	4	4	51	51
A284GFG9CIUW1P	evaluation	4	2	51	51
AC87179T1S37M	evaluation	3	16	1	1
A6N45LRC6IL1	evaluation	3	5	26	42
AKE6DXEN3GWPC	evaluation	5	26	51	51
A1304CB0GOGNYW	evaluation	3	13	51	51
A1SKZYT31006MW	evaluation	3	41	51	51
A2T03C6NMQLIP3	evaluation	7	31	51	51
A21V2K8NPZZQ8R	evaluation	6	3	51	51
A3R7GH9BPFWLPW	evaluation	4	5	51	51
A1ANUPOZODV01D	evaluation	12	35	51	51
ACXF3T3I60ZK0	evaluation	3	22	51	51
A3V5WQYS10UENV	evaluation	4	8	3	1
A2W00XKTTF1G0Z	calibration	9	3	51	51
AG1JZXJ1VZ1HW	calibration	3	8	51	51
A79E5Z1L1KSDV	calibration	3	44	51	51
A36OZM5CENQ7LW	evaluation	8	27	32	26
A2IOJYY3I0BVHI	evaluation	5	2	51	51
A2HB6FR1J7PHT8	evaluation	8	5	51	51
A2PRFCYJQRLTTN	evaluation	6	10	1	1
A9EQXKIGOJ3YT	calibration	3	3	51	51
A3R3EIMRDWN7PI	evaluation	3	8	51	51
AOQ05VP3MPY4F	evaluation	4	2	51	51
AOUMA7UWG681B	evaluation	3	2	51	51
A1439QR4C3KJWI	evaluation	5	23	51	51
A53YUKLHZYRSU	calibration	3	5	51	51
A1NBB2SHVG78LE	evaluation	7	0	51	51
A3OYO7B6SS7QLH	evaluation	3	92	2	1
A2D27X5O95JA2H	evaluation	4	1	51	51
A22SBC8VK9QUVE	calibration	9	6	51	51
ALV36ZC8V0GZI	calibration	3	5	51	51
AZ45UN2TEI3HY	calibration	3	7	51	51
A3AM4NVJRPA2TT	calibration	3	5	51	51
A2N8K1EPJL273U	evaluation	6	11	51	51
A239PBBB2650QM	evaluation	3	9	51	51
A2J0EQ60XEBRWQ	evaluation	3	14	51	51
A290XSLNCZ8EI6	evaluation	3	31	51	51
A3TSNGJFAWL8TS	evaluation	4	7	51	51
A3UOS7EC0NN88A	calibration	4	6	51	51
A2IKUVB2PS4QLT	evaluation	5	23	51	51
A2C1Y5F8DE9H6P	evaluation	13	6	51	51
A26VXTVKTLH66T	evaluation	7	3	51	51
A1850R3AFS6QGL	calibration	3	17	51	51
A27GITTN6AVW5I	evaluation	6	32	51	51
A2EGMFOJ97FN8N	evaluation	3	21	51	51
AAVNRKE9PQ37V	evaluation	3	7	1	1
A3QJR0TFVO8EK8	evaluation	3	2	51	51
AK65APA9ILAR0	evaluation	9	24	51	51
A25MX1TQR24URM	evaluation	5	28	51	51
A2H2T7YX7FE04D	evaluation	4	99	51	51
APSGTFJTYK5RJ	evaluation	4	5	51	51
A1BMMYH2E35321	evaluation	4	37	51	51
A1LT3LY3YSZ5DL	evaluation	20	6	51	51
A2G04D4QZAXL15	calibration	19	38	51	51
APQN1ODA57ABU	evaluation	14	58	51	51
ASDIUF0SHMRLF	evaluation	20	5	51	51
A2Q3BW3177V542	evaluation	4	9	51	51
A29D89FNZ8ZSKB	evaluation	3	12	35	37
AYFNBZRZR4E6P	evaluation	3	23	51	51
A19VQ5NIFBUJSV	calibration	3	1	3	3
AUYKXRJOPHWG2	evaluation	12	12	51	51
A3H3W5UGUXTC2T	calibration	6	3	51	51
A13HRSMJ5TOWEZ	evaluation	7	5	51	51
A3M6TSEV71537G	evaluation	3	37	51	51
A3F2J5H0IEA7B7	calibration	5	13	2	2
A2BB4DGBRVGKWW	evaluation	3	27	51	51
A2Y9G9JKY54ZF7	calibration	7	4	51	51
A1P07F0FW7U9OO	calibration	4	6	3	4
A2LENX3JISE7FW	evaluation	3	12	5	5
AZGLYNWTZ0AJL	evaluation	5	3	51	51
A3221YT0EMES6D	evaluation	4	30	51	51
A322VANY4JAOQB	evaluation	3	3	51	51
A1RM4XQS6M0TA5	calibration	6	7	51	51
AXKVLVJKKMXKE	evaluation	4	4	2	3
A2IYZN1QWVX9I3	evaluation	4	14	51	51
A8SHD09Z1RI3	evaluation	3	4	51	51
A157O8BX9BSC44	evaluation	3	2	51	51
A3IKY2EW86W37O	evaluation	3	6	51	51
A2RFN9B7U7DGK1	calibration	3	35	51	51
A1FJ4UDDYALI3R	calibration	7	4	51	51
AW6B5VJS1H7N	evaluation	4	4	51	51
A190CKV1Y39FYC	evaluation	6	10	51	51
A1EN93VM9A31F0	evaluation	10	24	11	17
A22ZWCPMU5HJTI	evaluation	5	61	51	51
A9CB09RACC0BD	evaluation	4	31	51	51
A3PRSWZ0RL7ACT	evaluation	15	10	51	51
A3TPD4JZKMEY9N	calibration	5	17	51	51
A1VBDBOCUBID8Q	evaluation	5	7	51	51
AQ6AGWKWMTY8H	evaluation	20	31	3	3
A2M55THDWQT1FN	calibration	3	16	51	51
A38411TEV4YO99	evaluation	8	6	1	1
A3V7EA777ENG34	calibration	3	3	51	51
A1MAI0TUIM3R2X	evaluation	20	13	11	9
A305SGAW2O6YNL	evaluation	9	86	10	2
A3SP8FJX8AWQU9	calibration	14	12	51	51
A2W4ST4L33BWXF	calibration	20	3	51	51
A1HLF04O0EE8UY	evaluation	4	45	5	6
A791QXBYPINLM	calibration	15	4	51	51
A2NM82NKJC43JC	evaluation	3	12	51	51
A1BJCYTCCC4Y1S	evaluation	4	25	18	9
AN4HRAGRHHX1H	evaluation	5	49	51	51
AYH260VO0C81O	evaluation	5	23	51	51
A3AQ4PYKSM94P9	evaluation	10	151	51	51
A1S7HOCDYUWEAD	evaluation	5	5	51	51
A1QB52I0R3GIBZ	evaluation	15	1	51	51
AL7QH8SRS8HKI	calibration	5	28	51	51
A1B2AX9T3Z8NEF	evaluation	3	29	51	51
A2KI40WQZXFQSL	calibration	7	10	51	51
A2853X9G0LAPX	evaluation	5	3	51	51
AN9TLUKFAJHP8	evaluation	7	13	12	9
A3JSJ3UVCN1GTK	calibration	5	32	51	51
A32FRVWCU4NL6Q	evaluation	3	93	51	51
AY3EENC2BGTGK	evaluation	20	1	51	51
A1RYBFVTO4V6AG	evaluation	4	6	51	51
A3GZ0E8B9Z60J8	calibration	4	145	33	10
A354BXXZVZN1DD	calibration	4	3	51	51
A3HR0ZZOFKQ97N	evaluation	6	23	51	51
A2Z2C2N05SJJUO	evaluation	6	6	1	1
AN8Q92TXMMJ8Q	evaluation	3	13	51	51
AHVXFU25YRSMV	calibration	7	17	51	51
A2QX7NV9PZEV8T	evaluation	16	3	51	51
A1K9AZ2PA8MEFY	evaluation	4	25	23	18
ACF7UZOQI9RLP	evaluation	3	8	51	51
A3CD7MLPW92CMA	evaluation	3	3	51	51
APL0T0LY2Y0VR	calibration	4	14	51	51
AL2VDE4LO4ESR	evaluation	3	28	51	51
A5GN8QIL8AITV	evaluation	4	101	51	51
A2XRR3JDCDV4SA	calibration	3	15	51	51
AMXAPNGAGNBZS	evaluation	11	9	51	51
A2AM5HNN5MGZNN	calibration	7	14	51	51
A1DJA1ADDO3L6M	evaluation	3	6	51	51
A1DGB6HY5C7LXU	evaluation	6	7	1	1
A2MX85R9XJXO9I	calibration	4	4	51	51
A2DF9FLWF98ZKP	calibration	3	15	51	51
A1RCAMQSNDIB6R	evaluation	3	51	51	51
A3LI37XOSZIA8L	evaluation	5	23	51	51
A29ZTEO6EKSRDV	evaluation	4	24	51	51
A2VF3FQV2SAP7S	evaluation	14	7	51	51
A2ZND6EBWK26P3	calibration	3	13	51	51
ATTPH78IPZYSW	calibration	4	5	51	51
A3DHLCR6MTS0M0	evaluation	3	4	51	51
AH8EB4YAPB8BB	evaluation	5	28	51	51
A30PGVFBSML3YV	calibration	6	10	4	6
AJLHI7GZABZM4	evaluation	5	1	51	51
A3D4F5Z9K6QF82	evaluation	3	47	48	18
AGBFIQMV9L61Y	evaluation	12	22	51	51
A1ZYR489V0JDGM	calibration	4	5	24	35
A3U7X9WM653YPS	calibration	6	22	5	10
A1411GRA85G8YQ	evaluation	5	4	51	51
AC1FVL8YLJ9PP	evaluation	3	1	17	26
A22F5WHC4H0Y1Q	evaluation	8	12	51	51
A1GYV9PJ0U8ERX	calibration	11	66	51	51
ABJVSQBJ4G438	calibration	3	8	1	1
A28BUET3I8UH96	calibration	3	6	51	51
A2SUZUI7HGR0FB	calibration	6	12	51	51
A3J7O11ECNX6T7	evaluation	11	12	51	51
A1BTS3E7A1T88J	evaluation	3	4	2	7
A26UIADA3AI330	evaluation	8	4	51	51
A2A4HGFGKO6BKP	calibration	16	1	51	51
A3F5T0ITYZI53Z	evaluation	3	7	51	51
APM0P6ZSM9N3V	calibration	6	34	46	49
A16N7NWWPLPJ73	evaluation	3	25	51	51
A2X1IIDFC7YSZI	evaluation	7	12	51	51
A250WS40XE9BN5	evaluation	3	83	51	51
A22RKQ3TCY0YSC	evaluation	4	17	26	26
AKOKV4X52429S	evaluation	9	7	51	51
A2HK61GMV2BK7A	calibration	5	75	51	51
A2X6ZNP4SL5X75	evaluation	5	24	51	51
A3C6ECCMS00GK	evaluation	20	34	51	51
AO3AWJPJTDHIE	evaluation	4	4	51	51
A2W02KD08D9MJC	evaluation	4	22	51	51
A1OIQJ6NXBE826	evaluation	11	2	20	25
A2O0ZDILYOJP6W	evaluation	4	22	51	51
A4H2TDIDRHU2Z	evaluation	3	26	51	51
A3TBMAWIIHKHFN	evaluation	5	3	51	51
A3AA03IXVWKUTX	evaluation	6	155	10	9
A2R4AIJZR65WFG	evaluation	3	10	1	1
AZ515FFZ7I2P7	evaluation	17	32	44	27
A6S5FF1SI77ZN	calibration	3	3	51	51
A3PR7RM3L8TORU	calibration	3	11	51	51
A1F9K10Y89QHVC	calibration	3	9	51	51
A30PY8WWO2DKW9	evaluation	4	19	51	51
A2Y7553OLRXBB9	evaluation	11	25	48	29
A2L2LMI4WWYH2S	evaluation	6	18	51	51
AB4OFEWLTOJOT	evaluation	3	25	3	2
A3U6K31NGIH6BZ	evaluation	4	6	35	23
A1PLNHXOBDLMJL	evaluation	5	52	18	11
A3M2GS4YDG9NZW	evaluation	7	6	51	51
A255Z3H1AL4VMI	evaluation	3	7	51	51
A3I4H0OVHG3MCB	evaluation	4	7	1	1
A2TF4KSCMJHMVF	evaluation	4	5	51	51
A3POM5GPI6OW9W	evaluation	6	1	51	51
A969VLBBX8LQ7	evaluation	8	3	51	51
AIIGBRQTCEB7	evaluation	4	2	51	51
A3KEZLJ59C1JVH	evaluation	12	215	51	51
AOYLRWPUR003L	calibration	3	4	51	51
A1RQQ2HWUGEUWA	evaluation	8	8	51	51
A2X51P2IQ2N53W	evaluation	5	21	4	3
A1IAIA60GQ9DMT	evaluation	3	4	51	51
AI4A8KDJ8QG1D	calibration	3	31	50	49
A1VRJO8Y73O0P9	evaluation	4	4	51	51
A2GBC356QWBVJ2	evaluation	3	8	48	42
A2D71X8Y176DD	evaluation	6	34	51	51
A1SE6TN4EGB7W6	calibration	4	7	3	6
A1KI7YHQEOS1RB	calibration	7	68	1	1
A11YZI4CZOOQWA	evaluation	3	5	51	51
A346QY2N3AIGQH	evaluation	4	23	51	51
A3ML2IGSFCXOCV	calibration	7	22	51	51
A20E5KYAOTET1Z	calibration	5	8	48	30
A3QD7VWBD470D2	evaluation	18	14	1	1
A2DMPU8DEEE1BN	evaluation	4	22	51	51
A33I90W6BPL4GA	evaluation	3	4	51	51
A1MXSYWEMXHD0L	evaluation	6	125	51	51
A345BXR9RAZPQL	calibration	3	46	51	51
AGYPM2K9YMLX0	evaluation	4	12	51	51
AP0RYT1Y2U914	evaluation	6	38	1	1
A1B1S4CY2NKHSQ	evaluation	4	99	51	51
A1LRPX4M0TKOVD	evaluation	3	11	51	51
AJYL60KE2FLK0	evaluation	4	7	51	51
A2TJ89QNOHVFZ2	evaluation	5	3	51	51
A1HPGF4D3FG70A	evaluation	5	6	51	51
A6AT9WIGOXKRP	evaluation	5	3	27	22
A30DNUNVTNHVYK	evaluation	3	2	51	51
A37XQ1R7WFPXXP	evaluation	13	14	1	2
A3D5B2CBFNJB0K	calibration	20	49	14	14
A28UK6YNF5GRET	evaluation	6	30	51	51
A2BG26XI1T4CQ2	evaluation	4	4	51	51
A17V2N0N8CXSA9	evaluation	20	36	51	51
A1FLJGKRP4D80Y	evaluation	4	12	51	51
A3ND0O6T7LUPI5	evaluation	7	25	51	51
A3PFEJL8MBBGL1	evaluation	4	17	6	6
A82HDHO6IJWRE	evaluation	6	39	51	51
AMTOYDUQ8L2IT	evaluation	7	31	51	51
A1FY4RR0LGCJ0Q	evaluation	3	9	29	21
A3D60ZDNS96B4E	evaluation	9	6	51	51
A2IJNUNPOZ1J7Y	calibration	13	20	51	51
A1RC7BN729FM0E	evaluation	3	6	51	51
A19M211V9VT5YL	evaluation	6	9	51	51
A2TSSCST08TG5H	evaluation	7	4	51	51
A1CPWYYIHDH2JM	evaluation	15	19	51	51
ANP7PA85N3DHH	evaluation	9	37	31	27
A29VRZ6F7Z03XA	evaluation	12	6	51	51
A2FPTAQN4QENZE	evaluation	3	16	51	51
A1DPI29V1065L9	evaluation	8	4	51	51
A36G7OAYNLVNDB	evaluation	8	155	51	51
A2KBX2ZD3IVT7N	evaluation	10	16	2	2
A1QFCVTQAU7EVP	evaluation	3	7	51	51
A1XOVR4ONAUEJ8	calibration	20	9	51	51
ACTSUGP8XY3UM	evaluation	3	6	51	51
AP1A78ZFXQVOL	evaluation	11	6	51	51
A223R888QONFAO	evaluation	3	67	44	32
A3JHBKWQWS36YL	evaluation	9	4	51	51
A1EMN4T3ROJDOO	evaluation	10	4	51	51
A1MVYVGYPRLQ7N	evaluation	20	5	51	51
A12DKDS7LRQSL	evaluation	4	2	51	51
ATUY6U5HHYF4Q	calibration	5	5	51	51
A3NWBQRD6N7N5D	evaluation	4	165	51	51
A2KT0OI60O3EUL	evaluation	9	27	1	2
A1OJMXCC5Z4ED0	evaluation	5	6	51	51
A15JB2HEZ6RKGW	calibration	20	9	51	51
A18CLZZTX4XV85	calibration	3	27	51	51
A25KTKPPM7G7BG	evaluation	4	22	51	51
A2LYEY1AGH4UEH	evaluation	7	32	51	51
A11FV5SOPO09DK	evaluation	4	17	14	8
A13KNCFLH0IH2G	evaluation	15	23	51	51
A2T8X6EYX3PF1B	evaluation	3	85	4	3
A1CQ2LJA3XU7UM	calibration	4	16	51	51
A2UG0R9LUL2N1Z	calibration	11	17	1	1
A31I6RBGSDJUZ2	evaluation	4	88	11	8
A23YNT1NS1V0OJ	evaluation	5	8	51	51
