user,split,sample_hash,history_length,recoverable_sum,recoverable_mean,recoverable_max,recoverable_positive_fraction,recoverable_ge8_fraction,displaced_cf_sum,displaced_cf_mean,metadata_lost_sum,metadata_lost_mean,metadata_retention_mean,metadata_retention_min,current_metadata_visible_sum,current_cf_visible_sum,log1p_popularity_mean,log1p_popularity_min,tail_item_fraction,top_k_similar_item_mean,lp_current,lp_recover,benefit,positive_label,predicted_probability
AO8HJ8MZKPUWC,audit,110ecdeb858228be5c69509ddfe3f9c76a0d2377944c21ffb7d8ebb1a4d5208a,9.0,194.0,21.555555555555557,34.0,0.7777777777777778,0.7777777777777778,178.0,19.77777777777778,445.0,49.44444444444444,0.7021725755181638,0.4427083333333333,759.0,264.0,2.70220720632643,1.6094379124341003,0.2222222222222222,5.0,-1.1142774820327759,-1.3131821155548096,-0.1989046335220337,0,0.10156356879835601
A3MBRHDP99B1SJ,audit,11324c697e915d5a112834b13a60380771608c77a237a8e93adc94dac76e4ccc,6.0,127.0,21.166666666666668,33.0,0.6666666666666666,0.6666666666666666,115.0,19.166666666666668,257.0,42.833333333333336,0.7384961897296246,0.40375586854460094,485.0,174.0,3.1562996888310977,2.6390573296152584,0.0,5.0,-2.1072657108306885,-2.2049367427825928,-0.0976710319519043,0,0.1217610840455094
A73RDD0OG4AMF,audit,1140b646b3071e6e0140178d94184da91947796274d9dd1191cca0564a6002dc,7.0,217.0,31.0,33.0,1.0,1.0,193.0,27.571428571428573,558.0,79.71428571428571,0.5667130496886766,0.33204633204633205,602.0,203.0,3.149664198495164,2.6390573296152584,0.0,5.0,-1.5677855014801025,-2.343154191970825,-0.7753686904907227,0,0.09128487065561355
A3B9C6MZAFC1JX,audit,116ef7ce2eb666adb86f175a4acb02955e30012a6df724f5635032fa58e38b14,19.0,390.0,20.526315789473685,35.0,0.7368421052631579,0.6842105263157895,350.0,18.42105263157895,999.0,52.578947368421055,0.719640838635031,0.2724358974358974,1483.0,557.0,3.5227281337939114,2.6390573296152584,0.0,5.0,-0.5580437183380127,-0.4253562092781067,0.132687509059906,1,0.07753702135869601
A2XC7BWUEMSQMC,audit,1187cb2850d85d8c74a8600998012e764cf102aeecccad2d207c994cc4248a7b,12.0,207.0,17.25,33.0,0.5833333333333334,0.5833333333333334,183.0,15.25,553.0,46.083333333333336,0.7509215304069149,0.3706896551724138,905.0,350.0,3.20266701047219,1.6094379124341003,0.16666666666666666,5.0,-0.6711844205856323,-0.9670293927192688,-0.2958449721336365,0,0.13616595308613566
A3NNFCL3ORBQUI,audit,118cee174b7e584ea358a29388147f4155e076f5f8cc6dd75878bf95be2c44e1,3.0,33.0,11.0,33.0,0.3333333333333333,0.3333333333333333,29.0,9.666666666666666,146.0,48.666666666666664,0.7902298850574713,0.3706896551724138,196.0,87.0,3.1750990288542815,2.833213344056216,0.0,5.0,-0.04405365139245987,-0.08462423831224442,-0.040570586919784546,0,0.17053393112687154
A1LG3XJBNCGKL0,audit,119a886e9ae9bf5a9694dae203433b166cb85d2f72f635e08d4243faa4ffe0bf,7.0,133.0,19.0,34.0,0.5714285714285714,0.5714285714285714,119.0,17.0,427.0,61.0,0.7070600807400578,0.3010752688172043,527.0,207.0,2.0437006966939633,1.6094379124341003,0.5714285714285714,5.0,-0.7165858149528503,-1.536152958869934,-0.8195671439170837,0,0.1198609213445474
AE7ABJRG7OXUK,audit,11a8c6ed4354360649adcd9bc1846a628aaa8cfdad19618f8251a2f591256e69,13.0,239.0,18.384615384615383,34.0,0.6923076923076923,0.6153846153846154,215.0,16.53846153846154,380.0,29.23076923076923,0.7905821530758975,0.5,1066.0,378.0,2.743196909511058,1.791759469228055,0.23076923076923078,5.0,-1.8719041347503662,-1.745640516281128,0.12626361846923828,1,0.08676828895770139
A3FBV9DAALNKCB,audit,11b2cf37271455b252a0613fc5c72050f633016c12ffc3e742635600b6511506,14.0,225.0,16.071428571428573,34.0,0.7857142857142857,0.6428571428571429,212.0,15.142857142857142,329.0,23.5,0.826109004368937,0.43147208121827413,1149.0,408.0,3.0725015076741378,1.791759469228055,0.07142857142857142,5.0,-0.9491056203842163,-1.0209354162216187,-0.07182979583740234,0,0.08245089322983687
A2KG8KBDIQZB2Y,audit,11be98bd2763422e6059719a3170085422a2515f0accbd31c5619a689cc438e1,2.0,66.0,33.0,33.0,1.0,1.0,58.0,29.0,111.0,55.5,0.6111111111111112,0.5555555555555556,171.0,58.0,3.3927938225039647,2.70805020110221,0.0,5.0,-1.4573791027069092,-1.6078176498413086,-0.15043854713439941,0,0.15766853500501174
A3U6J0DLLDEWM2,audit,11c89fee606507e5c6bbbd3f7620caea5f0a0485bb23ffe7ef69e342766e0788,5.0,132.0,26.4,33.0,0.8,0.8,116.0,23.2,754.0,150.8,0.5735079485203255,0.13230769230769232,422.0,145.0,3.592056103612136,2.9444389791664403,0.0,5.0,-1.9281408786773682,-2.5202667713165283,-0.5921258926391602,0,0.14171685983097984
A2YS6TV2A8TM4R,audit,11cb0ab2fcc04e518971fe360bcb0980df647d8428bae6a0ce0ae3573f5199b1,5.0,111.0,22.2,33.0,0.8,0.8,99.0,19.8,661.0,132.2,0.5962922763323192,0.16538461538461538,424.0,146.0,3.7862087337379338,2.772588722239781,0.0,5.0,-1.5150314569473267,-1.8475631475448608,-0.3325316905975342,0,0.1611162836441671
AMO6NGVTG9279,audit,11f058a11c77ef84bb9e731650a42f011a70cbd306ed635704f0e343e6c64d27,3.0,66.0,22.0,33.0,0.6666666666666666,0.6666666666666666,58.0,19.333333333333332,314.0,104.66666666666667,0.5948541787897559,0.26959247648902823,255.0,87.0,2.857227125566769,1.791759469228055,0.3333333333333333,5.0,-1.2709033489227295,-1.2716678380966187,-0.0007644891738891602,0,0.1627237830000267
A2YW1MG1GKU8XD,audit,11f6ab14c6d6629c6fcacf8e2df86754c3e41b1ec72561d96a72e66ecf65fad1,2.0,33.0,16.5,33.0,0.5,0.5,29.0,14.5,86.0,43.0,0.75,0.5,139.0,58.0,3.2291691416723944,3.0910424533583156,0.0,5.0,-0.3416377007961273,-0.4836660325527191,-0.1420283317565918,0,0.17005670604385614
A3OLRRMST75FD0,audit,1216ea68ce82c07451ec0d3f469e7b9ecd052476a1e75d2f90773cf0d8224d73,12.0,282.0,23.5,34.0,0.8333333333333334,0.75,254.0,21.166666666666668,696.0,58.0,0.6695334333347359,0.33203125,954.0,349.0,2.550610132078592,1.3862943611198906,0.25,5.0,-0.770081639289856,-0.8975779414176941,-0.12749630212783813,0,0.08220348198267342
A3V3RM9B1U8SC0,audit,122212bafd209d7a6cf38103ae15c8276d37ac74286d872d2f29d7d64032c506,2.0,33.0,16.5,33.0,0.5,0.5,29.0,14.5,71.0,35.5,0.7738853503184713,0.5477707006369427,153.0,58.0,3.255129170261575,2.4849066497880004,0.0,5.0,-1.463326096534729,-1.620222806930542,-0.156896710395813,0,0.18654876181977684
A1ZR54GWZM4QYK,audit,12322d3e2fc69a8f1f21bd5a0ff8c904b4ab60fc6f2072faf76836fbe1fa0220,6.0,95.0,15.833333333333334,34.0,0.8333333333333334,0.6666666666666666,87.0,14.5,548.0,91.33333333333333,0.7009426224694956,0.23943661971830985,494.0,179.0,2.9324327133273926,2.4849066497880004,0.0,5.0,-0.7349399924278259,-0.804417610168457,-0.0694776177406311,0,0.1106242884179026
A3ODP9PJMK83RM,audit,125fa2516299b60b17ba50497d5d43494810d49f4a92235c90ca336d79edbee4,2.0,67.0,33.5,34.0,1.0,1.0,59.0,29.5,118.0,59.0,0.5965793796502077,0.5443037974683544,171.0,59.0,3.464758385381825,2.6390573296152584,0.0,5.0,-1.0143187046051025,-1.0006616115570068,0.013657093048095703,0,0.16571122665601817
A1IO5LT9GDXO8V,audit,1278a6c685469d0696fcdaa98b4ad6b146544be5ea111af358820d27ec8be097,7.0,213.0,30.428571428571427,34.0,1.0,1.0,189.0,27.0,586.0,83.71428571428571,0.5877571174885218,0.24079320113314448,599.0,204.0,3.270129462611311,1.9459101490553132,0.14285714285714285,5.0,-1.0423192977905273,-1.2158054113388062,-0.1734861135482788,0,0.11391562338856347
A3E5J2HMQBL949,audit,128c5f3191062ef06b65617463804c0f8e94d8cbede7cfa25add1f63e45e2469,6.0,70.0,11.666666666666666,33.0,0.5,0.5,66.0,11.0,411.0,68.5,0.8073086336625197,0.18695652173913044,472.0,174.0,3.5452030587636307,2.0794415416798357,0.0,5.0,-0.3902612030506134,-0.4855343997478485,-0.09527319669723511,0,0.17508987819741711
A2ECM9HLMC242H,audit,12a3cd0eae645979e3e55bdf463a0b63743466a86abd799d371805ecbfce4a26,12.0,197.0,16.416666666666668,34.0,0.5833333333333334,0.5833333333333334,181.0,15.083333333333334,436.0,36.333333333333336,0.7890160257759516,0.3644067796610169,878.0,352.0,3.355655605645337,2.0794415416798357,0.0,5.0,-0.6436623930931091,-0.9982706308364868,-0.3546082377433777,0,0.11910245113958991
AR87E7JSXATVW,audit,12a9126588f3891bf74af688b1204156bbba2535eeb458a07446336f052bb141,5.0,164.0,32.8,33.0,1.0,1.0,144.0,28.8,497.0,99.4,0.4712514066205514,0.3926940639269406,431.0,144.0,2.269308049494925,1.791759469228055,0.4,5.0,-0.47127237915992737,-0.4599059522151947,0.011366426944732666,0,0.10159505739558021
A3FR6XA935PSSN,audit,12b8d2f38a3fc5fb76c1efc81e1e7363023eb470ccb8bc2d01dfcd996c096c2d,8.0,231.0,28.875,34.0,0.875,0.875,204.0,25.5,626.0,78.25,0.6024857467367206,0.26959247648902823,676.0,233.0,3.218425340615978,1.6094379124341003,0.25,5.0,-0.6480134129524231,-0.8418229222297668,-0.19380950927734375,0,0.1300887530735182
A2UAS6OGCR8IUG,audit,12c8bd2d3e8ae45fcb0ec3aadeb0ed81f9e037ab42627bc77480b60a6e012b04,2.0,33.0,16.5,33.0,0.5,0.5,29.0,14.5,79.0,39.5,0.7591463414634146,0.5182926829268293,165.0,58.0,3.8659653609742435,2.70805020110221,0.0,5.0,-0.994337260723114,-1.165658950805664,-0.17132169008255005,0,0.240574822634466
A2I05FGBTCRRB8,audit,12dd63a56e69a1f4638739e54fb3e2f8612e72692c299ea86379598c12106ed9,20.0,265.0,13.25,34.0,0.5,0.45,240.0,12.0,706.0,35.3,0.8117358295332409,0.31835205992509363,1436.0,583.0,3.250441473051822,1.791759469228055,0.05,5.0,-0.6764752268791199,-0.8479202389717102,-0.17144501209259033,0,0.10635017763002194
A2K0GIS87967BU,audit,1302995ec4049ffe3719b3b55f68d47b418fec6210daf7a5bf5925bd5023a731,4.0,99.0,24.75,33.0,0.75,0.75,87.0,21.75,460.0,115.0,0.5351443421774954,0.2986111111111111,303.0,116.0,2.500266970218748,1.6094379124341003,0.5,5.0,-0.17886094748973846,-0.21124717593193054,-0.03238622844219208,0,0.15036152027388908
A37273MDBJ4XPQ,audit,130a2434b6037fc62e5d7b5b32ef30cb9c556264ae02325e3c79bc468d123aca,2.0,66.0,33.0,33.0,1.0,1.0,58.0,29.0,278.0,139.0,0.4179609109152779,0.2945205479452055,171.0,58.0,2.799210979499187,2.197224577336219,0.0,5.0,-0.7568536996841431,-1.5354235172271729,-0.7785698175430298,0,0.10692803863215351
A2DCL6G68IOL3B,audit,130c08ea2aac4633f46eb123f4b51896a11d841115856687d5f675504784f671,5.0,62.0,12.4,33.0,0.8,0.6,58.0,11.6,161.0,32.2,0.819076738246463,0.3944954128440367,390.0,145.0,2.599784070839147,2.0794415416798357,0.0,5.0,-0.3817027509212494,-0.5338749289512634,-0.15217217803001404,0,0.10047336572920107
A2IGDKOGZZTAGI,audit,130f35b9b74fde786d7e3cbc18f29fa9150b6d257d84930c1be484d4cdf8a63a,2.0,42.0,21.0,33.0,1.0,1.0,38.0,19.0,70.0,35.0,0.7451485857500895,0.5850340136054422,172.0,58.0,3.5926935077902082,3.4965075614664802,0.0,5.0,-1.5567867755889893,-1.6849594116210938,-0.1281726360321045,0,0.14580983370058181
A2NOJVQUPKPTEI,audit,13116af9dc63cabce6c856843dd08860d1704960dfab46488b9ebae40b33bd54,4.0,53.0,13.25,34.0,0.5,0.5,49.0,12.25,162.0,40.5,0.7979636591478696,0.37280701754385964,292.0,117.0,2.9675730423968405,2.3978952727983707,0.0,5.0,-1.3348280191421509,-1.4750008583068848,-0.1401728391647339,0,0.1402076122372496
A15HJ5PQTUPB7Z,audit,133b0e95c4ea1b0877c7c68b039ac23a2c367a066284ae6a8f200fb0b6f0955b,2.0,66.0,33.0,33.0,1.0,1.0,58.0,29.0,695.0,347.5,0.2794677661169415,0.12893553223388307,172.0,58.0,4.022794140401764,3.6635616461296463,0.0,5.0,-1.6049267053604126,-1.7522153854370117,-0.14728868007659912,0,0.11945080830631516
A9V52SVWCVNBL,audit,13478aac6c7ade65c243b64fe7a3bf22c673d688f7bc442a01c24e13511ce17f,6.0,146.0,24.333333333333332,33.0,0.8333333333333334,0.8333333333333334,130.0,21.666666666666668,359.0,59.833333333333336,0.6491905174147551,0.40375586854460094,495.0,174.0,2.7087680603220754,1.0986122886681096,0.3333333333333333,5.0,-0.7911873459815979,-0.9570285677909851,-0.1658412218093872,0,0.13329229014246932
A2W99G61E5ZPF0,audit,134b83099f8e2a0a35d0c2d399eb39041ac5d27ba703bd4415f7059bcdf67190,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,203.0,117.0,2.328404680357421,1.791759469228055,0.25,5.0,-0.0974249616265297,-0.1453576385974884,-0.04793267697095871,0,0.18247071449016053
A3M7H9O909Y3GZ,audit,1362693ac39db7ed4d44313440638ad23fadc46cc8c913bc2443d59d33243e66,6.0,185.0,30.833333333333332,34.0,1.0,1.0,165.0,27.5,473.0,78.83333333333333,0.5564617480502368,0.36134453781512604,513.0,176.0,3.8255854866183903,2.6390573296152584,0.0,5.0,-1.152870774269104,-1.2098995447158813,-0.057028770446777344,0,0.14282905086217895
A2ADF3PBL46KW3,audit,137f5f85852f516cc8f810090cdbdf8d1c15123cddcaf3dcaa4f2913b07717d4,3.0,94.0,31.333333333333332,33.0,1.0,1.0,86.0,28.666666666666668,255.0,85.0,0.5461950330371382,0.3722943722943723,258.0,87.0,3.9230647555720886,3.4011973816621555,0.0,5.0,-1.758278250694275,-1.8685725927352905,-0.11029434204101562,0,0.16459692408109913
AU2R80BFYKV40,audit,138094c339b662830842fe0d89690a872c82323267ebd6f5bd7ffdc9b278ab99,5.0,94.0,18.8,33.0,0.6,0.6,86.0,17.2,723.0,144.6,0.6494715731477454,0.1376,360.0,145.0,4.07358806642101,2.3978952727983707,0.0,5.0,-0.7436536550521851,-2.843634605407715,-2.0999808311462402,0,0.22069800884272495
A29RKUHDKO64U9,audit,1382e9b8120cb543f1c326cdc7c557866040a7ba46602b60f6d52ed1fd98c099,4.0,133.0,33.25,34.0,1.0,1.0,117.0,29.25,575.0,143.75,0.41337101188141206,0.24079320113314448,341.0,117.0,3.623467230262695,3.1354942159291497,0.0,5.0,-1.6428253650665283,-1.7886371612548828,-0.1458117961883545,0,0.13843673316322638
A1T3GOAZ1PW9V2,audit,13839db7d1dbf6b187fe43cc500bfe4dfafd17c98ad1310aafb33f559bb036fd,10.0,295.0,29.5,33.0,1.0,1.0,267.0,26.7,857.0,85.7,0.5735401763092812,0.2925170068027211,859.0,290.0,2.847237232463025,1.6094379124341003,0.1,5.0,-0.44422173500061035,-0.7965713739395142,-0.3523496389389038,0,0.07969441631356526
AV686Y0C13PF9,audit,1396cdcf95ef281e30180504059eac03e158a065f0d06507f4944f245f753760,2.0,66.0,33.0,33.0,1.0,1.0,58.0,29.0,98.0,49.0,0.6461127497356558,0.5695364238410596,172.0,58.0,3.593828582057478,3.044522437723423,0.0,5.0,-1.6636724472045898,-1.9754340648651123,-0.31176161766052246,0,0.16746610321425978
A24BNWRJFFISU1,audit,13a1d4310e8626ada2df24522141288a4ba4b4be7b0c66676e07b0845ad15d73,11.0,336.0,30.545454545454547,33.0,1.0,1.0,298.0,27.09090909090909,1518.0,138.0,0.4956168417456695,0.1376,945.0,319.0,3.5459154824946,1.791759469228055,0.18181818181818182,5.0,-1.5361831188201904,-2.3477845191955566,-0.8116014003753662,0,0.14032707428825694
A1CNI382AJ17T5,audit,13addfbbbe94bc3c8973b226c5e705bb733dac216ef5a60e4010d32af25d68f3,3.0,77.0,25.666666666666668,33.0,1.0,1.0,69.0,23.0,707.0,235.66666666666666,0.4711336810986863,0.13230769230769232,258.0,87.0,3.551697434222548,1.791759469228055,0.3333333333333333,5.0,-1.140821933746338,-1.0850988626480103,0.05572307109832764,1,0.1632109859915936
A2OG8LHMXXE5IE,audit,13b8c87a63d6e32f51748f2ae5c2db86153f7585b2584e6df3685f006aed8640,2.0,24.0,12.0,24.0,0.5,0.5,24.0,12.0,24.0,12.0,0.8899082568807339,0.7798165137614679,148.0,59.0,2.8297411078798103,1.9459101490553132,0.5,5.0,-1.2252442836761475,-1.545758843421936,-0.3205145597457886,0,0.21790941578249076
A2OCJSOEL6O0VU,audit,13b98f4711ab5cea8955d7b0f7d3ccad7f4ae57d6887986ba4a4eacbde85654b,6.0,171.0,28.5,33.0,1.0,1.0,155.0,25.833333333333332,512.0,85.33333333333333,0.5801021591947753,0.31970260223048325,516.0,174.0,3.2666645900223377,1.791759469228055,0.16666666666666666,5.0,-1.1515752077102661,-1.137589454650879,0.013985753059387207,0,0.12973110701998009
A2RJ2RR2O48P6H,audit,13ccc8cdacc99b755e19f678a9f7ffcba702c6e3b4d8e8388c88bccd806bf843,11.0,293.0,26.636363636363637,34.0,0.9090909090909091,0.9090909090909091,261.0,23.727272727272727,588.0,53.45454545454545,0.6687541399380844,0.3412698412698413,913.0,320.0,2.3033566189163097,1.6094379124341003,0.45454545454545453,5.0,-0.20241573452949524,-2.04030179977417,-1.837886095046997,0,0.06936934542915522
A2QE3Q28EKDLVU,audit,13cf515d9d186f2fda64c40c5319dcff222cf70d7cf98d65299c4d04e188c8b0,6.0,161.0,26.833333333333332,34.0,0.8333333333333334,0.8333333333333334,145.0,24.166666666666668,1544.0,257.3333333333333,0.508455622956078,0.09277238403451996,502.0,176.0,2.3682206748086605,1.791759469228055,0.16666666666666666,5.0,-1.4516093730926514,-1.2766278982162476,0.1749814748764038,1,0.1056560823023446
A3BS5UH7C917N9,audit,13cf59553600dc9f42ac8f78acd7983a53598f9fd90e488afc576f68752c4422,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,135.0,59.0,4.1647083919696595,4.025351690735149,0.0,5.0,-1.8206759691238403,-1.865447998046875,-0.04477202892303467,0,0.2934634533103563
A2WQUUA4JM9ZK5,audit,13e3d436ab3fdc2188a432a5dbfe8f4c38ccd9ec198b52f575c8f7845701a405,5.0,108.0,21.6,33.0,0.8,0.8,98.0,19.6,300.0,60.0,0.7201915916433186,0.28013029315960913,426.0,145.0,2.5485132032089486,1.6094379124341003,0.2,5.0,-0.41662949323654175,-0.4006284773349762,0.016001015901565552,0,0.10504770371693714
A2B9B5F9FQ4JJ8,audit,13efe8ccb6fc05db81fb93f12001679a22bfb48c6421c3e92bbda8d0df08da30,4.0,76.0,19.0,33.0,0.75,0.75,68.0,17.0,225.0,56.25,0.7083156469935201,0.36134453781512604,304.0,117.0,3.763425975770863,2.6390573296152584,0.0,5.0,-1.9680849313735962,-2.061094045639038,-0.0930091142654419,0,0.17598465094086826
A174AQ2AY4E2RO,audit,13fde0000c4e3d0256ad65121e27c41b283c33b6b4854d783f435195f032fb2e,3.0,99.0,33.0,33.0,1.0,1.0,87.0,29.0,298.0,99.33333333333333,0.4868538301161985,0.38222222222222224,258.0,87.0,4.172921451161994,3.044522437723423,0.0,5.0,-1.1209913492202759,-1.343040943145752,-0.22204959392547607,0,0.19851403733889728
A1YLS2QFFBDAG3,audit,1415df1ba7a71c6f0b5c62a111ef956cdf593e6991546f67d7ca6ba7b92e3af2,2.0,33.0,16.5,33.0,0.5,0.5,29.0,14.5,212.0,106.0,0.6442953020134228,0.28859060402684567,159.0,58.0,3.920746462230006,3.8712010109078907,0.0,5.0,-1.229501724243164,-1.359921932220459,-0.13042020797729492,0,0.19276258351298134
A2VJ0D8TVXD9H9,audit,1449727644ba5a19cf4e458c837ef7d428bda0925e5d7aad18b0ba67bd2df5bb,2.0,33.0,16.5,33.0,0.5,0.5,29.0,14.5,53.0,26.5,0.8093525179856116,0.6187050359712231,162.0,58.0,4.037946815149429,3.8712010109078907,0.0,5.0,-1.876818060874939,-1.8624550104141235,0.01436305046081543,0,0.2375244114765593
A1W99T091KE3O,audit,144a8b5d43c1977786f85b839a61e200bc3eda3769729d649dc299d584475f41,2.0,66.0,33.0,33.0,1.0,1.0,58.0,29.0,95.0,47.5,0.6518850783556666,0.581081081081081,172.0,58.0,3.6684684568538084,3.1780538303479453,0.0,5.0,-0.18660765886306763,-1.1657254695892334,-0.9791178107261658,0,0.17185195905131007
A3CF1S77BYVFCE,audit,147e967d5475bfebf5c3c0af2776c76edfdf86d85f657d9f5866311173583681,3.0,82.0,27.333333333333332,33.0,1.0,1.0,74.0,24.666666666666668,133.0,44.333333333333336,0.6783918747355058,0.5733333333333334,258.0,87.0,2.899838249403397,2.70805020110221,0.0,5.0,-1.2871547937393188,-1.7439321279525757,-0.45677733421325684,0,0.10827121240138335
A2O21H6UE4WBRL,audit,14a4ddc4b31b5dab146edd378b1698a78a5756d87bb247ecb2d1856637ed43cf,2.0,33.0,16.5,33.0,0.5,0.5,29.0,14.5,645.0,322.5,0.5588235294117647,0.11764705882352941,166.0,58.0,4.08805517111867,3.8066624897703196,0.0,5.0,-2.1245436668395996,-2.2306504249572754,-0.10610675811767578,0,0.14267021445315428
A5Z9L2QKR1UT8,audit,14b24d4ec9470df9d2cc699eddf5782c73a5b00f70917ca18c7b5162ec142f31,12.0,214.0,17.833333333333332,34.0,0.9166666666666666,0.75,194.0,16.166666666666668,359.0,29.916666666666668,0.7841100280092292,0.5454545454545454,1014.0,357.0,2.2136911008849487,1.6094379124341003,0.25,5.0,-0.2640722692012787,-0.7655258178710938,-0.5014535188674927,0,0.0643091274319418
A22RCDT6WF7GBZ,audit,14da0c93606bafb01bb417730ed7c56ff5a674a94c1743294bfb4810795b7b09,2.0,34.0,17.0,33.0,1.0,0.5,30.0,15.0,89.0,44.5,0.7413793103448276,0.4942528735632184,172.0,58.0,2.04717228111105,1.6094379124341003,0.5,5.0,-0.27498486638069153,-0.4045499563217163,-0.12956508994102478,0,0.1324636377109977
AT2NMYYV95TIM,audit,14de7e1fc1c51e0c191aeaa40393b8417c79a2bfb624139210f7ea264874b5cb,3.0,66.0,22.0,33.0,0.6666666666666666,0.6666666666666666,58.0,19.333333333333332,129.0,43.0,0.7195071010860484,0.5119047619047619,237.0,87.0,2.7510758818605905,2.4849066497880004,0.0,5.0,-0.9088116884231567,-1.3613327741622925,-0.45252108573913574,0,0.1250899605780698
AW6B5VJS1H7N,audit,14f1338247a4c2e7c0ab310e63e5c3eea07a984ab11588d606bb7c7beaf98d4f,3.0,99.0,33.0,33.0,1.0,1.0,87.0,29.0,265.0,88.33333333333333,0.5381811475561475,0.3412698412698413,258.0,87.0,2.4804401299058725,1.6094379124341003,0.3333333333333333,5.0,-1.6506019830703735,-1.6186282634735107,0.03197371959686279,1,0.11870747293094101
A25RMP51FP664I,audit,15199b2d00183908d3847d90c1bb7303694bbd163ae71127321a4f257953ced9,8.0,142.0,17.75,35.0,0.625,0.625,126.0,15.75,509.0,63.625,0.7039427908278384,0.28135593220338984,619.0,234.0,3.45975187823486,2.0794415416798357,0.0,5.0,-1.3050429821014404,-1.4288445711135864,-0.123801589012146,0,0.15415850337591092
A2B8V5HGXLYIDV,audit,151e08acb872f45c897b1626e05cfa5b2ea012cec4ed5da670704d9ca16dbba8,4.0,47.0,11.75,33.0,0.5,0.5,43.0,10.75,82.0,20.5,0.8546103896103896,0.5584415584415584,303.0,116.0,2.566719971055596,1.791759469228055,0.5,5.0,-0.5569945573806763,-0.6232784986495972,-0.0662839412689209,0,0.17520298671235698
A3RXUJEXGQAY01,audit,1526dfdb6e14719f68d88b1b60346fe4f8ba5a4ab1213746f3c36d2a4126e562,3.0,80.0,26.666666666666668,33.0,1.0,1.0,72.0,24.0,188.0,62.666666666666664,0.6465072110233401,0.38738738738738737,257.0,88.0,2.340361321429713,1.9459101490553132,0.3333333333333333,5.0,-1.7557138204574585,-1.763822317123413,-0.00810849666595459,0,0.10252877600217662
A2X7NBUETXC19E,audit,152dcfea00de6416c07de663b0bd8805d93ce1f07ea68e5699f8bfa702fda1f2,20.0,593.0,29.65,33.0,0.9,0.9,521.0,26.05,1485.0,74.25,0.577460720807762,0.3233082706766917,1651.0,579.0,2.316230025365888,0.6931471805599453,0.35,5.0,-1.1361911296844482,-2.104198455810547,-0.9680073261260986,0,0.044084168199330205
A38E07LI5GGPNC,audit,15357b338d50cdf1f6d428509b089d1309214445c8c9c67fd9e10fcbf425ba69,2.0,31.0,15.5,31.0,0.5,0.5,29.0,14.5,31.0,15.5,0.8675213675213675,0.7350427350427351,168.0,59.0,2.931815587799049,2.3978952727983707,0.0,5.0,-0.871850311756134,-1.1094119548797607,-0.2375616431236267,0,0.16532102114123529
AH6OYB8SIKPE9,audit,153cc35651fb796f1088679b4d928a1421cdbdfa0d71f527a96da2032841ac78,2.0,45.0,22.5,34.0,1.0,1.0,41.0,20.5,146.0,73.0,0.636480787253983,0.38636363636363635,171.0,59.0,2.312486406642136,1.791759469228055,0.5,5.0,-0.07857915014028549,-0.3100251257419586,-0.23144596815109253,0,0.11887499089449512
AVTDH3L8QHMHL,audit,153e0fd82d3e28c01795a8f695a2494a980fa5c5c583762c1d6e9679f173469e,2.0,62.0,31.0,33.0,1.0,1.0,58.0,29.0,62.0,31.0,0.7352575812933869,0.7226890756302521,172.0,58.0,3.7831555073862315,3.332204510175204,0.0,5.0,-1.4658706188201904,-1.680898666381836,-0.2150280475616455,0,0.18318727958535097
A2EF2QH44OQ2QG,audit,15541321d2525e1d32c2cef198e5a112b43665f216b0bfe78c25320d3be4ba41,2.0,65.0,32.5,33.0,1.0,1.0,57.0,28.5,899.0,449.5,0.3454861111111111,0.09375,173.0,57.0,2.612873336856601,1.791759469228055,0.5,5.0,-1.277034044265747,-1.6933848857879639,-0.4163508415222168,0,0.07673059511484227
AGGAQLXPVGM5D,audit,15762e920351584a4ccc86576b59f9d3d53c01e4a9d2bdebdec1682af755ca50,15.0,394.0,26.266666666666666,34.0,0.8,0.8,349.0,23.266666666666666,2284.0,152.26666666666668,0.5508406472265214,0.09277238403451996,1186.0,436.0,2.8337980737220354,1.6094379124341003,0.26666666666666666,5.0,-0.7219957709312439,-1.3253164291381836,-0.6033206582069397,0,0.1427763138395784
A3IVP4JB933OSJ,audit,157d8876f4a5c3c7d602cfaaa3005f330739c83c4b1911dcee4957e5868dd02d,2.0,17.0,8.5,17.0,0.5,0.5,17.0,8.5,17.0,8.5,0.9174757281553398,0.8349514563106796,135.0,58.0,3.369668313678587,1.6094379124341003,0.5,5.0,-2.0266382694244385,-2.010989189147949,0.015649080276489258,0,0.2788732207515889
A1YZ7V6PBG7MP0,audit,1588f12ee2d448173357c16ecb64d4104cf79f743a319272991933f008fa2162,2.0,4.0,2.0,4.0,0.5,0.0,4.0,2.0,4.0,2.0,0.9777777777777779,0.9555555555555556,150.0,58.0,2.3269801750787615,1.6094379124341003,0.5,5.0,-1.6358896493911743,-1.6134458780288696,0.022443771362304688,1,0.1959982512936308
