user,split,target,newest_item,oldest_item,sample_hash,history_length,recoverable_sum,recoverable_mean,recoverable_max,recoverable_positive_fraction,recoverable_ge8_fraction,displaced_cf_sum,displaced_cf_mean,metadata_lost_sum,metadata_lost_mean,metadata_retention_mean,metadata_retention_min,current_metadata_visible_sum,current_cf_visible_sum,log1p_popularity_mean,log1p_popularity_min,tail_item_fraction,top_k_similar_item_mean
ASSJWXLNP773X,calibration,B0074SPXVC,B004VYVR1M,B0037W57DS,09ba3da182208ea19283ca4ed3ba17d2479f73f6d5b379fa08df39bdd1d198a4,2.0,33.0,16.5,33.0,0.5,0.5,29.0,14.5,121.0,60.5,0.7077294685990339,0.41545893719806765,157.0,59.0,1.994492023282137,1.791759469228055,0.5,5.0
A3BGEGEY2QE3SM,calibration,B00005QBWG,B0002D0FDW,B00004T2WP,0a00ab3b0c234b4f82c231e2ea326ff125c47ec6fdee516dd5f3b99c33b47266,2.0,66.0,33.0,33.0,1.0,1.0,58.0,29.0,286.0,143.0,0.38166666666666665,0.3333333333333333,172.0,58.0,3.838931750339105,3.295836866004329,0.0,5.0
A3GH7JFDZIE9Y3,calibration,B00BIDJP2W,B0057MGKO6,B0038B7CXG,0a021e15a22197f2880016ca668f7c294948c5ba6db17a1afa5973e12f292bf1,7.0,139.0,19.857142857142858,34.0,0.7142857142857143,0.7142857142857143,126.0,18.0,407.0,58.142857142857146,0.7196920342551164,0.303886925795053,531.0,204.0,3.2001151076804537,2.0794415416798357,0.0,5.0
A1F251BGO6LFEL,calibration,B000GKD006,1581174837,B00000J03J,0a1f32399a738f71b140b9f6920b126815536b9b8a7ab6cfd93f29d348d988df,3.0,99.0,33.0,33.0,1.0,1.0,87.0,29.0,260.0,86.66666666666667,0.5107397092934479,0.40375586854460094,258.0,87.0,2.7510758818605905,1.791759469228055,0.3333333333333333,5.0
A9CBIYEOIRAXZ,calibration,B00DMC6KAC,B005R1RZUK,B0057QVRL8,0a2cd75c9886b4a1f3e317989f280f591cca14722616ea4824c2ca2cb5251ea0,12.0,158.0,13.166666666666666,33.0,0.5833333333333334,0.5,142.0,11.833333333333334,479.0,39.916666666666664,0.8147865716218559,0.23822714681440443,904.0,348.0,3.543178508789735,2.70805020110221,0.0,5.0
A1XVZNYAGCU33V,calibration,B00C6Q62P8,B00C6Q3W6K,B00C6PSSLU,0a2d2b55b18d363828ba6d894915694dbd808aa0d09d7174f9f5ed29f9b62429,3.0,105.0,35.0,36.0,1.0,1.0,93.0,31.0,443.0,147.66666666666666,0.3598523807234453,0.3562231759656652,249.0,93.0,1.7661057888493454,1.3862943611198906,0.6666666666666666,5.0
A3FYR9BMM4ADK1,calibration,B006X2AF0E,B004560BPY,B00000IV8D,0a503d24161488d804acdf18537a7a26c89030e80cbb47bac35064351fb3247b,4.0,99.0,24.75,33.0,0.75,0.75,87.0,21.75,241.0,60.25,0.6492722253591819,0.41545893719806765,325.0,116.0,3.4733492741553365,2.995732273553991,0.0,5.0
A3N3ICEXGHZSIA,calibration,B004CVSVW2,B003EGQ5JC,B0091KL9SW,0a6c149ab1f4940574f736d1a10d35ad9ce6637e714b1f5a9528d5a8d80e55b8,3.0,76.0,25.333333333333332,33.0,1.0,1.0,68.0,22.666666666666668,561.0,187.0,0.47291100178472983,0.1829787234042553,258.0,87.0,1.9526443848278197,0.6931471805599453,0.6666666666666666,5.0
A3FFNUD5PGO1HQ,calibration,B003DW92G0,B0026O98NI,B0006N6ZBO,0a73cab23d3de96a397748a1dfa6ab6b502bf02f27648f705059aadfeac12809,3.0,77.0,25.666666666666668,33.0,1.0,1.0,73.0,24.333333333333332,195.0,65.0,0.6525498060308187,0.3628691983122363,258.0,87.0,2.1930837373367003,1.791759469228055,0.3333333333333333,5.0
A1OX8QMNC2Y5Z,calibration,B007RTAR64,B0042ESF4I,B002GP5XL8,0a73ec60b3be3d7c5e62d3918c538c5cef609122b62031016c3c782a07f3b854,4.0,132.0,33.0,33.0,1.0,1.0,116.0,29.0,347.0,86.75,0.5501081475174504,0.3788546255506608,344.0,116.0,2.4032838128821172,2.0794415416798357,0.0,5.0
A1FDTHCGRZMBA1,calibration,B008BON7NY,B007DW6DDQ,B0016HN3GO,0a7716214e9d4827ef3ed0f80df91f106f0a343d3c1b05ab25b0296c83429de1,6.0,133.0,22.166666666666668,34.0,0.6666666666666666,0.6666666666666666,117.0,19.5,302.0,50.333333333333336,0.7073745823859103,0.37554585152838427,450.0,175.0,2.7538264963387658,1.9459101490553132,0.16666666666666666,5.0
AYC3Y4QX7GATV,calibration,B006OZJWY0,B006BMM2WU,B004UJI81U,0a96e19e90f0e4edd9aa7d3bd62dac528a819fd66db79599241cd15459ae2742,3.0,72.0,24.0,33.0,1.0,1.0,68.0,22.666666666666668,101.0,33.666666666666664,0.7392083642083643,0.581081081081081,258.0,87.0,3.7202136231109293,3.295836866004329,0.0,5.0
AFZM9FF9YRXLA,calibration,B007HVGD6K,B007HVG66M,B00000IWIT,0a9e61fe7bc4023799dbc38f5acd976c21c0d857705937c778c55c3f5d55cb0d,15.0,236.0,15.733333333333333,33.0,0.6666666666666666,0.5333333333333333,212.0,14.133333333333333,498.0,33.2,0.7957300815092003,0.39090909090909093,1196.0,437.0,2.959902136816303,1.3862943611198906,0.13333333333333333,5.0
AZHEE7WHMF9X5,calibration,B0060GDR4E,B002L6I9ZY,B001W2YCYU,0ab18c7c7c70d53f0736ed3b1d8d97fd1e051fe6028f52104eb6c9fc0a7952f2,4.0,101.0,25.25,33.0,1.0,1.0,93.0,23.25,550.0,137.5,0.5705910587723394,0.17479674796747968,344.0,116.0,2.7221767884622867,2.4849066497880004,0.0,5.0
A28WUG91KUSML5,calibration,B004U5R5BI,B003D7F4YY,193611237X,0ab32ba4c3a219f0d9bf1c6963b36349977f6f94c78c324d1e676c2f6d116512,3.0,66.0,22.0,33.0,0.6666666666666666,0.6666666666666666,58.0,19.333333333333332,767.0,255.66666666666666,0.5103695324283559,0.11764705882352941,212.0,88.0,3.589901765925281,1.9459101490553132,0.3333333333333333,5.0
A3TAEN38FM97CE,calibration,B00B16U50C,B00020V59S,B000FZQL6W,0ab98feab04ae70ba2cb6643a3eab995c08de78528229daf7346b66a5f727e41,5.0,99.0,19.8,33.0,0.6,0.6,87.0,17.4,225.0,45.0,0.7395495495495495,0.4,402.0,145.0,2.8261926854722823,1.9459101490553132,0.2,5.0
AGHIUO1B3IF8H,calibration,B00BMR5Z5A,B00DLUE8DQ,B004Z7H07K,0ada3fb9be8442698aed8abd983c4097c02f3b12baae81c0edd61991f83aeef4,20.0,327.0,16.35,34.0,0.55,0.5,291.0,14.55,1428.0,71.4,0.7220513102103165,0.215,1466.0,584.0,3.5317472582559453,2.70805020110221,0.0,5.0
A30GTZH70APRZQ,calibration,B005PO8SX2,B005PNO5SU,B0042TBGC6,0adb284de56ee6b1ddd14948ec08176ce0d5cb3974650a0b02377d925e69f0ec,3.0,76.0,25.333333333333332,33.0,1.0,1.0,72.0,24.0,406.0,135.33333333333334,0.5970623659933237,0.1915367483296214,257.0,88.0,2.9001714161810916,2.5649493574615367,0.0,5.0
AF3SQA935XGIK,calibration,B0038AR53E,B0038APDDS,B004MWN0Y0,0adc0de5db581bf69285b0017f1ecb1998d874eef9d1b71072a0fbe192f9a768,2.0,45.0,22.5,30.0,1.0,1.0,44.0,22.0,45.0,22.5,0.7964322294298396,0.7413793103448276,172.0,58.0,3.1354942159291497,3.1354942159291497,0.0,5.0
A71W7G4TCTH3T,calibration,B00ANKD7V6,B009Q3JECW,B004Z1JRO0,0aecb0bd87c2065f2545abe85a6d1a50770b41036cb40ac1997b9f09d709e610,9.0,268.0,29.77777777777778,35.0,0.8888888888888888,0.8888888888888888,236.0,26.22222222222222,901.0,100.11111111111111,0.541484497447755,0.28135593220338984,736.0,265.0,3.470327389720342,3.1354942159291497,0.0,5.0
AVTG6W5FLI620,calibration,B0038ZVPFI,B000IEBY3A,B004A8ZRBA,0af94f2ab12fe3728083bf0cbf91c43e59b61d48c3c9babc8e4ff0d184e8514d,3.0,95.0,31.666666666666668,33.0,1.0,1.0,87.0,29.0,197.0,65.66666666666667,0.5988953960289499,0.4187192118226601,256.0,87.0,3.468087613482872,2.70805020110221,0.0,5.0
A2BQLLMPGCWV7K,calibration,B007RTFZX4,B004P4TG2A,B0042ES4OY,0b0ef24beafe07b3328de5ba12288660d8337e7c1b8d49eda8eaafe4aeda3381,2.0,63.0,31.5,33.0,1.0,1.0,59.0,29.5,104.0,52.0,0.636860814875581,0.5345911949685535,170.0,59.0,2.2769384458002704,1.6094379124341003,0.5,5.0
A1YXM0VXF9UIC3,calibration,B00000J58X,B003LPUCM2,B00385MZYS,0b27c4f88a9e12ff2ca6551b59bfd268f83c21fdc763d1acf062247caa1eebe1,2.0,65.0,32.5,33.0,1.0,1.0,58.0,29.0,102.0,51.0,0.6388888888888888,0.5512820512820513,171.0,58.0,2.943052015725078,2.70805020110221,0.0,5.0
A3M5XCJDFIV21A,calibration,B002YIRKKY,B006G682Y8,B0037UP9GU,0b33848e0c91b20eab30ab025d53b00f50aea6a56d974bdbc8c85180e9b65e0c,2.0,62.0,31.0,33.0,1.0,1.0,58.0,29.0,102.0,51.0,0.6432472691161867,0.5408805031446541,171.0,59.0,3.3160008886978147,3.1354942159291497,0.0,5.0
A1RXASB0XM536I,calibration,B0073A4X58,B00005N9EE,B000ETRENI,0b46c866bcc3bc97cff4040210008d01fa90f2a3a490f3dce0eef088c5342fd4,12.0,347.0,28.916666666666668,34.0,0.9166666666666666,0.9166666666666666,309.0,25.75,1146.0,95.5,0.5838771025874774,0.1574074074074074,1015.0,349.0,3.112973255523624,1.9459101490553132,0.08333333333333333,5.0
AAO899GUBI3DK,calibration,B00063FE66,B000GEALZO,B00004W3Y4,0b48dd915ead563e640283b63630959fc7bf88c3884c861c4cca81b123573b8c,5.0,133.0,26.6,34.0,0.8,0.8,118.0,23.6,307.0,61.4,0.6490295811276169,0.36637931034482757,409.0,147.0,3.2233877964549875,2.4849066497880004,0.0,5.0
A2Y6NYY11EODRU,calibration,B006O6FKDG,0735333483,B007PRRZ3G,0b5fcfc91ffe6b3aba2dcc788c4ff7df0ac77afd5006282266aabb7369e235e9,2.0,45.0,22.5,33.0,1.0,1.0,41.0,20.5,116.0,58.0,0.6657097288676236,0.45263157894736844,173.0,57.0,1.5890269151739727,1.3862943611198906,1.0,5.0
A3EUOLR9ED95Z7,calibration,B00104MFRG,B0000683A4,0976990709,0b66e7187f56adff044951683e5eed7e72d3dd2a5ae6ee9a0b8ef2506f311a3a,2.0,67.0,33.5,34.0,1.0,1.0,59.0,29.5,224.0,112.0,0.45768646183910544,0.3524590163934426,171.0,59.0,4.518885553312453,4.442651256490317,0.0,5.0
A2AYYKD4OODSLY,calibration,B00EAHXYPC,B00F3TKLRA,B0044DLMII,0b72e5d2a173c6519c0854f81e96179c38273e5b7fbdc06fbd60b6cbf01cc98d,20.0,500.0,25.0,35.0,0.75,0.75,441.0,22.05,2502.0,125.1,0.5900915840127133,0.1048780487804878,1596.0,587.0,3.6258175662719685,2.70805020110221,0.0,5.0
A14LAON0CPKL2A,calibration,B00GSPFCYU,B0044UHKCI,B004J30ZDQ,0b7cb8802572e02b336176c64baaecd8a2ad1787f8ddf5b8a672620a683aae0a,4.0,125.0,31.25,33.0,1.0,1.0,113.0,28.25,286.0,71.5,0.5695221203903876,0.450261780104712,343.0,116.0,2.500062805242109,2.0794415416798357,0.0,5.0
A1FKT49W9YCSTW,calibration,B00CZ3F6OU,B0040HY98S,B0007Y4DLG,0b7e5bcb1419399575600cf421599d288bf4da794017ea47c3541f54f35e0279,4.0,7.0,1.75,7.0,0.25,0.0,7.0,1.75,7.0,1.75,0.9811827956989247,0.9247311827956989,308.0,116.0,3.111665777612026,1.791759469228055,0.25,5.0
A2LSCHJ1T1OUSI,calibration,B002C3R182,B000099Z8H,B004T5ZV6U,0b953ab5391110b30413e8a0c96f24b4ab28a136838959aab0e79d18c3b02b0e,2.0,66.0,33.0,33.0,1.0,1.0,58.0,29.0,151.0,75.5,0.5388345747982619,0.48044692737430167,172.0,58.0,2.756714373082491,2.0794415416798357,0.0,5.0
A4H2TDIDRHU2Z,calibration,B0096SJU3U,8499009522,B007FLQ394,0b9fff03047bc886c91d930f9656c1d43db2c390c7375b8f12bc4b440f9d7e53,2.0,44.0,22.0,33.0,1.0,1.0,40.0,20.0,437.0,218.5,0.526469223475296,0.16634050880626222,171.0,58.0,2.350240182896208,2.3025850929940455,0.0,5.0
A1WIZIN7SANTTH,calibration,B0036IGW82,B001617RW6,B00000DMD2,0bcfec488f19b3fa7c80245b73a2c4b5b42ac4ba4511de9a6a7c16c5da1da3ea,3.0,62.0,20.666666666666668,33.0,0.6666666666666666,0.6666666666666666,58.0,19.333333333333332,62.0,20.666666666666668,0.8235050541955914,0.7226890756302521,230.0,87.0,3.8147608440825214,3.6375861597263857,0.0,5.0
A2J6LVPWDFMIIZ,calibration,B003AVWOMS,B003297I1U,B0009S5TYA,0bd11919dbe6be82c13f9a0e809050574220c609d95e01460df15c7239bee4fd,12.0,311.0,25.916666666666668,34.0,0.9166666666666666,0.8333333333333334,280.0,23.333333333333332,570.0,47.5,0.7098802282042705,0.28104575163398693,994.0,352.0,2.623699804209074,1.3862943611198906,0.25,5.0
A1D7VWS3DWS7X8,calibration,B002JSM3KQ,B00CTJOL3W,B00421AGOS,0bd4c71e8047cf46f164fdac30114c51540d8e34c0e5a1b5eaf681780d0f7de2,4.0,67.0,16.75,34.0,0.5,0.5,59.0,14.75,213.0,53.25,0.7371879959601788,0.35564853556485354,279.0,117.0,3.214599457892466,2.3025850929940455,0.0,5.0
A2Q2A6JKY95RTP,calibration,B00BRI99SS,B00CIUURJE,B006OJM5OU,0bdd3dabb1874a8899448a816bacefe8b6999c32afd6f16fe5c5baab5b6bdf42,8.0,202.0,25.25,33.0,0.875,0.75,178.0,22.25,483.0,60.375,0.6388837883790627,0.450261780104712,652.0,232.0,3.050993059999467,2.3025850929940455,0.0,5.0
A4G0OC68P7DAE,calibration,B00005BYPA,B004UC4Q8Q,B002OFCW5A,0becb0f4bfc97e1db27348f0e71ff94a00b05422765dc317e348372dab8b63ee,7.0,159.0,22.714285714285715,33.0,0.8571428571428571,0.8571428571428571,143.0,20.428571428571427,762.0,108.85714285714286,0.6313968570350427,0.1524822695035461,572.0,205.0,2.77973044738073,2.0794415416798357,0.0,5.0
ADY8F6UYX2YAX,calibration,B000UEL172,B001UIVZNC,B0009K31D4,0bf486e327e00755811f3e28fbc5584dfcfef59c3a580e79c6c0f80fb9bd0a70,3.0,73.0,24.333333333333332,33.0,1.0,1.0,68.0,22.666666666666668,202.0,67.33333333333333,0.6609634486661594,0.3467741935483871,257.0,87.0,2.217621009784449,1.6094379124341003,0.6666666666666666,5.0
A24PIR3Q8QGVMB,calibration,B000BUVZBM,B00486ZVC4,B00385QUTO,0c00963647efc6f0ba71d7f7115b926743347bf3ce7dd4b03da81c2237a3dbe3,3.0,66.0,22.0,33.0,0.6666666666666666,0.6666666666666666,58.0,19.333333333333332,391.0,130.33333333333334,0.5507588182405537,0.24079320113314448,221.0,88.0,4.1061336101678645,3.6109179126442243,0.0,5.0
A2QSGQAWZ11J2,calibration,B001P4J01U,B00004WKVJ,B00004WKVI,0c07c4926a89b9974fd52b718730e554bf0faf14bd5cdebc8a710e7b091993ae,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,167.0,58.0,2.389561746555765,1.9459101490553132,0.5,5.0
A2H4KS3K0ZSF2V,calibration,B00004TQ2O,B000AM2K56,B00004SCWA,0c29bbe07df9055b64ff8d351f582d4650f4ca9a27675be30e7a58ea3aa59874,2.0,66.0,33.0,33.0,1.0,1.0,58.0,29.0,155.0,77.5,0.5680753070458953,0.41346153846153844,172.0,58.0,3.598343285417175,2.70805020110221,0.0,5.0
A3SMV35531YME,calibration,B00FBWFVK6,B00EVTF3OO,B00804BDCM,0c2af810c56f986307533bdf9d4156e5bc206e97646a9cc86f558e14db40c0ad,10.0,99.0,9.9,33.0,0.3,0.3,87.0,8.7,343.0,34.3,0.831878156454905,0.3524590163934426,673.0,291.0,3.3366578959823654,2.0794415416798357,0.0,5.0
A2V1S8KZM8NCWK,calibration,B0059L4S3U,B003D7F4YY,1616611715,0c2fc2ed76b6e54aa0bfc0a217e9ecd8736b0de0acdbc48e3254285428d4e578,7.0,165.0,23.571428571428573,33.0,0.7142857142857143,0.7142857142857143,145.0,20.714285714285715,955.0,136.42857142857142,0.5146055403481252,0.2765273311897106,509.0,204.0,3.5512117854333605,2.197224577336219,0.0,5.0
AH7LO6OZCLOWD,calibration,B000X5FCCI,B000F3S0B8,B00000IV8D,0c5bba33fcf4021dd8abd004afa0befe66165990f4e34ab01b6ffece2d269cc1,3.0,66.0,22.0,33.0,0.6666666666666666,0.6666666666666666,58.0,19.333333333333332,154.0,51.333333333333336,0.7127160042761066,0.41545893719806765,237.0,87.0,2.777756784418436,2.5649493574615367,0.0,5.0
A1J07GR63HTOC0,calibration,B0006N8X3M,B000FGKD2E,B0002F7KUG,0ca70cde0247d5e7088b9dcc28e0e8b91558bd03c7cf7c58acfab024403cc073,3.0,34.0,11.333333333333334,33.0,0.6666666666666666,0.3333333333333333,30.0,10.0,213.0,71.0,0.7590321170510942,0.28859060402684567,237.0,87.0,2.709724998970598,2.0794415416798357,0.0,5.0
A2VFCSY7WSD0KU,calibration,B003AIM52A,B00000ISVE,B000HVTIJQ,0cb7ff0329e2d9d9e0746528d14291340ff55fe512ed3c3f7bac1dd617a0dc1e,2.0,66.0,33.0,33.0,1.0,1.0,58.0,29.0,171.0,85.5,0.5201368317111017,0.4215686274509804,172.0,58.0,2.1242476210246792,1.9459101490553132,0.5,5.0
A1ITPW3I1F436D,calibration,B00AJCNC9K,B006O6FMOI,B000I0ZMOQ,0cbbfdbd04c361d8f51280b18d7643d42d3c182641786cbad8c8157694d4a434,13.0,277.0,21.307692307692307,33.0,0.7692307692307693,0.6923076923076923,249.0,19.153846153846153,792.0,60.92307692307692,0.683240399541288,0.2819672131147541,1081.0,377.0,2.708968546253173,1.6094379124341003,0.3076923076923077,5.0
A122UK9IT8QSRE,calibration,B008B68J1C,B006O6EIEI,B0016A56EI,0ce6573817027648629cebda23630a16bff3e94a1929badb34c4fc5d46e52e45,8.0,89.0,11.125,34.0,0.375,0.375,81.0,10.125,267.0,33.375,0.8407444743130227,0.3046594982078853,523.0,234.0,3.2165398549849993,1.9459101490553132,0.125,5.0
A1N2Q04V13T2KR,calibration,B002IMMDN0,B000B511L6,B001PGP34G,0cea0ebad53f6c1a1b9dfd37957e777add3158b4a4027bbc98a471925e577204,3.0,66.0,22.0,33.0,0.6666666666666666,0.6666666666666666,58.0,19.333333333333332,82.0,27.333333333333332,0.7852251804960798,0.6564885496183206,253.0,87.0,2.5454232011264577,1.9459101490553132,0.3333333333333333,5.0
AO3AWJPJTDHIE,calibration,B004C03S12,B0038APBDA,B000O7ISY4,0d0c59d6cd99ec7ca3b3a8e68d331c60f1726182cdd1738b9f3879fc3aeae9bc,3.0,100.0,33.333333333333336,34.0,1.0,1.0,88.0,29.333333333333332,299.0,99.66666666666667,0.5181059957609847,0.3049645390070922,256.0,88.0,3.277509487865211,1.791759469228055,0.3333333333333333,5.0
AP1JWAY7J1TSD,calibration,B003TLXM8Y,B003H0MLOI,B006E1B7ME,0d19bc74c4c39538f31b638f5cab5257b1e6f75911d3e8aec17cc34475330f2d,3.0,13.0,4.333333333333333,13.0,0.3333333333333333,0.3333333333333333,13.0,4.333333333333333,13.0,4.333333333333333,0.9562289562289562,0.8686868686868687,201.0,87.0,2.3052411495437712,1.9459101490553132,0.3333333333333333,5.0
AZ39MF7WP0TW2,calibration,B00166T9TA,B0015SDZNU,B001SOZDFO,0d303c738721138997edaf62f9c68373a9ac8e15f589ea3f54cf0d0eac8a3b05,3.0,99.0,33.0,33.0,1.0,1.0,87.0,29.0,1184.0,394.6666666666667,0.26956790819686105,0.09277238403451996,257.0,87.0,2.777756784418436,2.0794415416798357,0.0,5.0
A24U6WGBZ4P74W,calibration,B00FNM35A2,B00BFREGZ2,B0044DARSY,0d34dc1cd548c5990a5266eb9134a61388d82e4d155baa17408bb6dbaf10c3b5,14.0,287.0,20.5,34.0,0.6428571428571429,0.6428571428571429,255.0,18.214285714285715,668.0,47.714285714285715,0.7144290071042764,0.41148325358851673,1026.0,408.0,3.2414310608780093,2.0794415416798357,0.0,5.0
A1JOANG98KBFKU,calibration,B00HROBJXY,B00H5HFERA,B00AOHDC6I,0d37692ec34fdc36dc1664e46a8dd7574c157196f7560aa55d1387b192363d91,20.0,582.0,29.1,34.0,0.9,0.9,514.0,25.7,4853.0,242.65,0.44255338323705196,0.10201660735468565,1672.0,583.0,3.306187630439134,2.3025850929940455,0.0,5.0
A214SX5SGNCF6Z,calibration,B004VUSAFC,B003F62X24,B0001H09F8,0d4ba8a8378da80d14b95f3cd7330fa7bd8b834ed43d3851cae26baacd9ba017,3.0,9.0,3.0,9.0,0.3333333333333333,0.3333333333333333,9.0,3.0,9.0,3.0,0.968421052631579,0.9052631578947369,222.0,87.0,2.145383456123142,1.791759469228055,0.3333333333333333,5.0
A2IDRAYYZ5GKBZ,calibration,B000099Z8M,B0080HZH5I,B0042TEWZO,0d5ef7e6897b2deba6b9378a1d6e7b894b7ce2efad18657dc21f689324e5e945,6.0,149.0,24.833333333333332,34.0,0.8333333333333334,0.8333333333333334,137.0,22.833333333333332,304.0,50.666666666666664,0.6791809953294651,0.4381443298969072,473.0,176.0,2.504818133822894,1.6094379124341003,0.3333333333333333,5.0
A2YDJNFFJZ1KPO,calibration,B009M6G1YC,B005O1BLV2,B000EUHKUE,0d67de46988c27161b196d6a2398e1d13b0b060590b62bc2341577fa099a0f80,4.0,99.0,24.75,33.0,0.75,0.75,87.0,21.75,1023.0,255.75,0.4503514802427846,0.10897435897435898,306.0,117.0,2.9240616305243163,1.0986122886681096,0.25,5.0
AGZ6G2BHW0Q72,calibration,B00875JE0C,B0043KJW5M,B0013OBXG2,0d8704ee1899e2a38de457f9cf6bd0c95af7cecc02ed65bb88918e8c0e185bc1,3.0,66.0,22.0,33.0,0.6666666666666666,0.6666666666666666,58.0,19.333333333333332,329.0,109.66666666666667,0.5617168170912219,0.32950191570881227,255.0,88.0,3.395595008890028,2.3025850929940455,0.0,5.0
ALJUCYH6XKPET,calibration,B00C6PWX02,B00BU3ZLJQ,B000FJTP1G,0d8eb013b28bc6d4ba4a7921fac14c6234d98b6d4f3fff79a47dc2d628d230dd,3.0,99.0,33.0,33.0,1.0,1.0,87.0,29.0,616.0,205.33333333333334,0.3049417095859784,0.23369565217391305,258.0,87.0,2.2910546114041725,1.791759469228055,0.6666666666666666,5.0
A10P33LX6TP75K,calibration,B008BP7360,B008B68I3Q,B004RAHBTW,0d91de5e2bc01bcbffbab1a5c728f5d7591545b3c45cb46985fe9a29ae9d7efd,4.0,132.0,33.0,33.0,1.0,1.0,116.0,29.0,237.0,59.25,0.6259688577804828,0.4056603773584906,344.0,116.0,2.282174095733918,2.0794415416798357,0.0,5.0
A1HF32F50XANMO,calibration,B002IPGW4S,B0015KXFB0,B000F487F6,0da29bc555edc92b332481f126d633f0cc2a67dcce1cfd59eeea86fb8b1c1f49,2.0,33.0,16.5,33.0,0.5,0.5,29.0,14.5,511.0,255.5,0.5713087248322147,0.14261744966442952,144.0,58.0,2.2386684072391034,2.0794415416798357,0.0,5.0
A1PYUPO4L7MA5T,calibration,B00BK8VQ04,B009SE5DRO,B003CWKSI2,0dc3fd6d1d5a47bc65fcac11be8292c10ff00224caf0bb8be0bfbfb66f56c465,16.0,452.0,28.25,33.0,0.9375,0.875,403.0,25.1875,2305.0,144.0625,0.4822502598274869,0.1853448275862069,1364.0,463.0,2.705795925072951,1.6094379124341003,0.25,5.0
A37LYYM0LZBECY,calibration,B000284ZNI,B00005N9EE,B00004T2WP,0dd81584f8e65c2cc3a33cf3e05454ec3e661e3f3b135083c74dd75d41529732,2.0,66.0,33.0,33.0,1.0,1.0,58.0,29.0,181.0,90.5,0.4960457516339869,0.43,172.0,58.0,4.270454859016777,4.1588830833596715,0.0,5.0
A141X4LAETKE87,calibration,B00CHP4XN6,B00A8UT558,B008CO812U,0df06925ca5668d75cd8fa2fccb8db83b98e9844a1850eac63c1747b78f2c954,2.0,67.0,33.5,34.0,1.0,1.0,59.0,29.5,135.0,67.5,0.5639233954451346,0.5119047619047619,171.0,59.0,2.6364997792818734,1.6094379124341003,0.5,5.0
AMU54W89OXMW1,calibration,B0090GWVAC,B0039X06OU,B000P7PVYI,0dfb12a1ecfc37ff65cc15994d883036a0b9045ae985f55c14db1c76b516c53a,6.0,133.0,22.166666666666668,34.0,0.6666666666666666,0.6666666666666666,117.0,19.5,456.0,76.0,0.6638808362734743,0.24285714285714285,484.0,175.0,3.008114075650699,2.0794415416798357,0.0,5.0
AH7JE5Y8N56JZ,calibration,B001HZBRO0,B0000205XI,B00153BFA0,0e2c23c0d56ef642bffaf5089415075d6254bac038f831bad8b293390e371249,2.0,66.0,33.0,33.0,1.0,1.0,58.0,29.0,212.0,106.0,0.45912579245912577,0.38738738738738737,172.0,58.0,3.1639683918645973,2.995732273553991,0.0,5.0
A1YRDTW57QV3TI,calibration,B007X5ZQCC,B0042RTZSU,B000W3XEQM,0e31b7ada1506252fb92ad967aaa351bccba1a6085460b7911b527fdffe3623b,2.0,63.0,31.5,33.0,1.0,1.0,58.0,29.0,417.0,208.5,0.46159874608150475,0.18181818181818182,172.0,58.0,3.4667115128653574,1.791759469228055,0.5,5.0
ACVVB07ZG6O9,calibration,B000H6X9S2,B00009KWTB,B00381A1MU,0e40a41d6c8611bd2630fe55234af392cd06e72f1c63928833d5c329eda25e85,4.0,121.0,30.25,34.0,1.0,1.0,109.0,27.25,214.0,53.5,0.6354570255448451,0.48863636363636365,343.0,117.0,2.470617046328013,1.3862943611198906,0.5,5.0
AI19OUH4HVEBT,calibration,B002F9NH7W,B00009ILYC,B004ORV2D4,0e512cb08f5c025e20719d5a676f5b3f6f1d6c71fc99658dc46a74413aaf90fa,2.0,35.0,17.5,33.0,1.0,0.5,31.0,15.5,84.0,42.0,0.7445887445887446,0.5119047619047619,172.0,58.0,3.149474623427971,2.833213344056216,0.0,5.0
A2IIQ47QSYS3J7,calibration,B001B2TZV6,B007U7M00E,B001U5JD9I,0e74578ddaf21cc4448f7c6af4b70d67ec04a75a4517c13983c56f44da64a1de,4.0,127.0,31.75,33.0,1.0,1.0,115.0,28.75,741.0,185.25,0.3883766582272573,0.2478386167146974,344.0,116.0,2.1885007333735658,2.0794415416798357,0.0,5.0
A1YSH8X4ZR1S09,calibration,B00007E9BC,B003AY64JE,B00009KWZR,0e7574fd1da2c6312d93a96d533671815000f26bbdd9de9fa8cd20acac6a78cf,3.0,69.0,23.0,33.0,1.0,0.6666666666666666,61.0,20.333333333333332,254.0,84.66666666666667,0.6130961734894319,0.32209737827715357,257.0,88.0,2.923945136596606,2.3025850929940455,0.0,5.0
A1IIYPO3ECU2H2,calibration,B000VSAEYI,B006OG76VA,B001GSKCAI,0e917a36633139225a8248c99477bc27e6c72e054e2e6aa22433f162feafc53d,2.0,66.0,33.0,33.0,1.0,1.0,58.0,29.0,166.0,83.0,0.5110407876230662,0.4777777777777778,172.0,58.0,2.282174095733918,1.791759469228055,0.5,5.0
