user,target,pop_group,history_length,sasrec_rank,exact_rank,rank_improvement,gold_exact_score,pairwise_concordance
ADERP6VV70NVO,B000SONEQA,head,3,35,19,16,-1.2898635983467102,0.6326530612244898
A1AARMR653JKX,B000AM2K56,head,10,3,24,-21,-1.2647698879241944,0.5306122448979592
ACRS2XC8L3S2K,B00D38UBJ6,head,4,43,22,21,-1.7833361327648163,0.5714285714285714
A2QHKCPOL3KNK5,B002BY2BVE,head,4,23,50,-27,-1.9647678161971271,0.0
ATXHIE1G3CL6G,B0038M5ILI,head,3,46,30,16,-1.5451516926288604,0.40816326530612246
A1HR7A3OGPLJZV,B0039PUTZY,head,3,17,7,10,-1.2935858249664307,0.8775510204081632
ALG3O7DE9P66E,B00009XNSY,head,4,24,14,10,-1.1793453574180603,0.7346938775510204
A3CF8IFZ1WQ3TQ,B001BKX0V4,head,3,23,11,12,-1.3313093528151512,0.7959183673469388
AYEC4VDQGC8H3,B00DMC6KAC,head,4,19,6,13,-1.2977339386940003,0.8979591836734694
A9N3G4W24YRGE,B000EUHKUE,head,3,32,15,17,-1.3195887506008148,0.7142857142857143
A2HQWU6HUKIEC7,B00804BEB2,head,9,11,45,-34,-2.4270216464996337,0.10204081632653061
AXWM24CI1L42K,B002BY2BVE,head,3,25,36,-11,-1.7114281179383397,0.2857142857142857
A1BSKN1R7N6282,B00DMC6KAC,head,3,4,6,-2,-1.4414924889802934,0.8979591836734694
A31SYGTZEFTD6U,B007XVYSZW,head,3,16,48,-32,-2.2291365385055544,0.04081632653061224
A1AK8KQE5TF6PL,B000GUEXBG,head,5,16,11,5,-1.3162136495113372,0.7959183673469388
A2YJHT2DC3ADGC,B001IEYXAA,head,4,28,18,10,-1.4873421451076865,0.6530612244897959
A1OIH3KWIE35QO,B00CDGA69Y,head,4,47,3,44,-1.212943460792303,0.9591836734693877
A3N27L13CWJ9HY,B00BR3EMSA,head,9,9,15,-6,-1.268403534591198,0.7142857142857143
A340DXB9UU4461,B00486ZVC4,head,7,17,39,-22,-1.8072969572618605,0.22448979591836735
A3JYAPO496COOF,B00ARQW0LY,head,3,20,14,6,-1.6762238979339599,0.7346938775510204
A3H43YTXXTHCI3,B0039S7NO6,head,3,2,8,-6,-1.208888829499483,0.8571428571428571
A1PT0VHALURW2P,B00BQYR110,head,5,25,12,13,-1.2648880407214165,0.7755102040816326
AU4T575EPA0FQ,B0015AM26E,head,7,13,9,4,-1.1963304325938224,0.8367346938775511
AGI8GSMMIVOOC,B000NO9GT4,head,4,7,22,-15,-1.5191742181777954,0.5714285714285714
ATGC4MK4GQRH1,B002KE5GPS,head,9,44,29,15,-1.420150375366211,0.42857142857142855
A3M1PLEYNDEYO8,B00BFREGZ2,head,16,37,12,25,-1.167780327796936,0.7755102040816326
ALSAOZ1V546VT,B00ANLNU4Y,head,6,37,9,28,-1.1488442480564118,0.8367346938775511
A1QZ0NO7BWYD74,B007U7M0WM,head,4,14,38,-24,-1.9503842353820802,0.24489795918367346
AX1RK75ZRMDE2,B00ARQW0LY,head,3,43,4,39,-1.3570567607879638,0.9387755102040817
A2GJ1TM55AL3HG,B00DPK10O2,head,3,8,24,-16,-1.8330243349075317,0.5306122448979592
A3N0B5XHPTV3ZL,B00428LJ0Q,head,3,39,23,16,-1.3301927328109742,0.5510204081632653
A30BF4H8VFKOJH,B000N178E2,head,7,49,19,30,-1.3939530372619628,0.6326530612244898
A2XSY4L7GDHV4W,B00E1EFHBI,head,17,16,10,6,-1.097188176587224,0.8163265306122449
A2UIC8SXGGUKBE,B005UWYK22,head,4,14,28,-14,-1.3119764113798738,0.4489795918367347
A3B0II7X8VHHT4,1933054395,head,5,38,24,14,-1.408161985129118,0.5306122448979592
AEO667V6RVV2E,B00008ZCEF,head,7,36,13,23,-1.1275662541389466,0.7551020408163265
A23Y8K41CDVA7N,B000W7JWYG,head,14,19,24,-5,-1.7834761306643485,0.5306122448979592
A1Z3XTK9I2PV5,B000FK3WDC,head,3,26,21,5,-1.8456400362978456,0.5918367346938775
A1MZJKF1SD4B21,B0001X0DR6,head,3,4,15,-11,-1.209243083000183,0.7142857142857143
AMSZXR1PDP3NS,B001W2WKS0,head,4,22,41,-19,-1.6842518463730811,0.1836734693877551
AUUV3XDYB16X5,B002NPBT50,head,3,8,19,-11,-1.391295686364174,0.6326530612244898
A38XD6A7PTL0VI,B000NO9GT4,head,4,6,5,1,-1.4085967302322389,0.9183673469387755
A1VLVWTLV3LVHR,B008MJ62PI,head,16,13,12,1,-1.251495122909546,0.7755102040816326
A10BTP0CXOVTZ,B005KIQE16,head,3,23,13,10,-1.5892291486263275,0.7551020408163265
AW7BIYHXUIZ62,B00CNNPPV6,head,14,6,21,-15,-1.509149122217059,0.5918367346938775
A19AOM1E2OZLEA,B0037UT3E4,head,3,12,9,3,-1.2773706555366515,0.8367346938775511
A2YJ1LE44M0QK1,B00005UNAX,head,4,19,17,2,-1.0897021666169167,0.673469387755102
APHD3FCHTRK2Y,B002QNM8NQ,head,4,26,14,12,-1.2628010988235474,0.7346938775510204
A2XOGLJ3V3X7DR,B009T45XDW,head,4,39,29,10,-1.704376220703125,0.42857142857142855
A6SSNGR1C5WVO,B0037UT3E4,head,3,6,15,-9,-1.7216916024684905,0.7142857142857143
A2M3ULUW0290V4,B009T88RJK,tail,4,39,7,32,-1.2315473556518555,0.8775510204081632
A364DHK3SA6HEE,B001W2WKS0,head,4,45,11,34,-1.2737804718315602,0.7959183673469388
A3MPHCT729DE3H,B0038AJYSS,head,4,40,29,11,-1.414110603928566,0.42857142857142855
AY49JOXTLDOG2,B006ROJLSU,head,4,21,12,9,-1.2031247079372407,0.7755102040816326
A1DMXYNFIVPM83,B00007G39I,head,3,17,18,-1,-1.2303281489759683,0.6530612244897959
A2TZ7DGBCLI5N,B003D7F4YY,head,15,3,14,-11,-1.376678198899026,0.7346938775510204
AWWULVJCE9WS3,B00008PW02,head,3,38,34,4,-1.409290660568513,0.32653061224489793
AAC7F4XR6Z18B,B000W3XEQM,head,3,3,19,-16,-1.3026005193591117,0.6326530612244898
A28RB1QYL4BR7Q,B003WFKOSS,head,5,36,14,22,-1.3828381289247773,0.7346938775510204
A91TAIIM4ZB1I,B004H1V5S4,head,4,28,23,5,-1.8525403499603272,0.5510204081632653
A2HW0KYT9ZCDCY,B001W30D2O,head,4,6,15,-9,-1.3818042293889448,0.7142857142857143
A2AVYSXICESSTK,B00020V59S,head,4,22,37,-15,-1.6053360462188722,0.2653061224489796
A6DR798RBPIGT,B004S8F7QM,head,3,1,30,-29,-1.4687638532370328,0.40816326530612246
A1W7TOV3F9AQJS,B001W2WKS0,head,4,47,12,35,-1.2354912251234054,0.7755102040816326
A1PZO13IAKZRQ5,B000W3XEQM,head,7,26,18,8,-1.3459874026477336,0.6530612244897959
A1NZWNXZRM4Q79,B002NPBT50,head,4,14,25,-11,-1.514496099948883,0.5102040816326531
A3J76W60VRYJ0Q,B003U0O3B4,head,3,14,15,-1,-1.3020945387077518,0.7142857142857143
AG8DPYVTLT2C2,B00CDGA69Y,head,3,16,16,0,-1.462611085176468,0.6938775510204082
A23JLZ10442YE2,B006O6FKDG,head,3,33,15,18,-1.5298861265182495,0.7142857142857143
A1MDB3G0YAM18R,B003AIM52A,head,4,3,9,-6,-1.2190743072889745,0.8367346938775511
A3ISS6PKQVTG9N,B006CD313M,tail,4,4,28,-24,-1.8999764442443847,0.4489795918367347
A1T50IO1EMVNFH,B00428LJ0Q,head,10,23,43,-20,-1.765644121170044,0.14285714285714285
A25FUOMDL5OHYD,B00DMC6KAC,head,3,6,5,1,-2.1000468611717222,0.9183673469387755
A2NI4SRXQ6BCLK,B003HC9734,head,3,19,35,-16,-1.529022429138422,0.30612244897959184
AF06OQYABGS5N,B000NO9GT4,head,3,3,28,-25,-1.5775527954101562,0.4489795918367347
ANQW5H8ZCG5LZ,B00BQYQY8Q,head,4,40,34,6,-1.689925466790737,0.32653061224489793
A39DKG1ZQQ6C1W,B004S8F7QM,head,6,3,11,-8,-1.3760950446128846,0.7959183673469388
A1Q33QVK1HAPGI,B00000JIVS,head,3,2,33,-31,-1.844731444120407,0.3469387755102041
AMJLUVC38PVWE,B004S8F7QM,head,3,9,26,-17,-1.474256019294262,0.4897959183673469
A1F1A0QQP2XVH5,B002JSM3KQ,head,14,38,7,31,-1.4631726756691932,0.8775510204081632
AS1FPHXL6YLOW,B002NPBT50,head,3,7,4,3,-1.3847285091876984,0.9387755102040817
A3NC0UA98KNEZM,B000N5QNSK,head,8,2,27,-25,-1.69261993188411,0.46938775510204084
A1A8RXQ55UA8XH,B0015AM26E,head,6,15,10,5,-1.4675539806485176,0.8163265306122449
A100UU9WHZIJ45,B00008BFZH,head,4,47,11,36,-1.5374460255727171,0.7959183673469388
AO2GZG0N16FCD,B000641DPQ,head,9,26,11,15,-1.2042787429534656,0.7959183673469388
A161A1G6A65GT3,B004Z7H14M,head,3,16,37,-21,-1.9378670930862427,0.2653061224489796
A1N4PQIC5U7JWT,B001NQHN7S,head,4,45,32,13,-1.4849068760871886,0.3673469387755102
A2AZIQJGBLU7WN,B00FBWFVK6,head,5,49,35,14,-1.907687822758453,0.30612244897959184
A22XU4EHOJFU3W,B0027CS7BI,head,6,29,24,5,-1.519238007068634,0.5306122448979592
A3VJ27010XUWTF,B00CI6J8KW,head,10,16,16,0,-1.4750966921332291,0.6938775510204082
A2VIX3WXF4HG9T,B007X93IZ0,head,5,10,11,-1,-1.282777488604188,0.7959183673469388
AI2AOCTC8BQVZ,B00762BMOI,head,4,46,3,43,-1.323960018157959,0.9591836734693877
A3MA0GMN8K5HK8,B00428LJ06,head,3,50,23,27,-1.4570708401501178,0.5510204081632653
A2OH0OSANHJYCL,B00804BCO6,head,4,42,18,24,-1.5138985753059386,0.6530612244897959
A3AQJA0H82RPO2,B00486ZVC4,head,6,12,33,-21,-2.063161603361368,0.3469387755102041
A28MIGUM4B08YV,B0006O8Q7Y,head,4,8,16,-8,-1.4882225155830384,0.6938775510204082
A1LOOSIXGO9X76,B003DZ35GK,head,3,47,14,33,-1.2960298165678978,0.7346938775510204
A2N4HN48AQDG6E,B00CDGA68U,head,12,23,19,4,-1.798045593732968,0.6326530612244898
A17N9RA7DPVS78,B007YD77MK,tail,8,37,13,24,-1.2924741556867958,0.7551020408163265
A1PE56RGRY0J10,B000NO9GT4,head,4,17,23,-6,-1.8176921367645265,0.5510204081632653
A12P7AHKXHZXCM,B00H64U77Y,head,4,3,21,-18,-2.518908629566431,0.5918367346938775
AJED4FA35CL6V,B002KE5GPS,head,3,38,16,22,-1.3280621290206909,0.6938775510204082
A1NU8K0Y5J5V3H,B0002AUWKG,head,3,3,17,-14,-1.5307121872901917,0.673469387755102
A17XHMSY833L93,B00000ISC5,head,9,43,16,27,-1.5223170530050993,0.6938775510204082
A24WPSDKFU01TY,B000IBPD76,head,5,21,6,15,-1.2195207476615906,0.8979591836734694
A2TSJ11N0EVYH9,1933054395,head,5,15,15,0,-1.2930285289883614,0.7142857142857143
A17UZAAXZ3923D,B00009XNSY,head,4,24,30,-6,-1.6085672974586487,0.40816326530612246
AKAZZ36OZ1KZ5,B004Z7H14M,head,6,2,7,-5,-1.5089072704315185,0.8775510204081632
A2XNFW8117FS3C,B0077NCEWA,head,5,23,32,-9,-1.7374086856842041,0.3673469387755102
A2G04D4QZAXL15,B008OW9SLI,head,19,42,10,32,-1.1758853539824485,0.8163265306122449
A10C5CJK1YKGV0,B007X93L34,head,16,28,8,20,-1.1137442156672477,0.8571428571428571
A3SMIIOZZUOUBP,B003D7F4YY,head,12,21,35,-14,-1.9664916813373565,0.30612244897959184
A2BLFCOPSMBOZ9,B00421AGFW,head,3,33,39,-6,-1.8333910942077636,0.22448979591836735
A17J1191W4F8MI,B00DMC6KAC,head,4,3,12,-9,-1.292755377292633,0.7755102040816326
AE12AEJFCOGGY,B00CI6J5JQ,head,5,32,9,23,-1.2024278402328492,0.8367346938775511
A1W99T091KE3O,B003A0C5C8,head,3,48,24,24,-1.4989793598651886,0.5306122448979592
A5HHOCI5LTAWB,B006O6FKDG,head,4,25,47,-22,-2.1915106773376465,0.061224489795918366
A137TYEMD68CAQ,B000N5QNSK,head,9,35,5,30,-1.167366659641266,0.9183673469387755
A1ETRKZZ9CYLOT,B001543YEY,head,9,41,13,28,-1.3127807021141051,0.7551020408163265
A2W5Q0C4D15Z3,B004Z7H2EQ,head,4,47,36,11,-1.5985949993133546,0.2857142857142857
A3LLEX1R9IXQSO,B00000K3BR,head,5,10,25,-15,-1.5317171841859818,0.5102040816326531
AJ36J4LKI6M0K,B00A88EP6Y,head,8,31,42,-11,-2.6369364738464354,0.16326530612244897
AFXDJ6WCFYK9D,B00000DMER,head,3,46,18,28,-1.3244190216064453,0.6530612244897959
A5AV1K7KD9S50,B003WFKOSS,head,3,12,43,-31,-2.0703496932415875,0.14285714285714285
A3USZS8Q4GOKGE,B008MJ62PI,head,20,7,20,-13,-1.4060573279857622,0.6122448979591837
A2Y6NYY11EODRU,B0015AM26E,head,3,32,40,-8,-1.6135860435664653,0.20408163265306123
A3AXELIXEFHBNU,B000LSZVKA,head,4,7,16,-9,-1.331154415756464,0.6938775510204082
A17D0TIMG87ZNH,B004U52VPS,head,11,24,16,8,-1.608188086003065,0.6938775510204082
A2LPX6SXQN74Q2,B00C16YYW6,head,7,4,14,-10,-1.3017664519138634,0.7346938775510204
A1PQ4BQZL9YV1Q,B002SQBB3O,head,3,24,35,-11,-1.4140767691656948,0.30612244897959184
A2VW4FYZILSXF2,B00CI6JDO8,head,4,4,28,-24,-1.6387866459786893,0.4489795918367347
A191SUKZKJP1BL,B000284X6W,head,5,9,44,-35,-1.9594601437449455,0.12244897959183673
A2LR99VQFO6UNX,B007PVHMCG,head,10,43,29,14,-1.7141141891479492,0.42857142857142855
AJXZUXN05JWXV,B00804BDCM,head,3,33,36,-3,-1.662523078918457,0.2857142857142857
A4CVS4GV4JS3D,B004U52VPS,head,3,9,2,7,-1.323334164172411,0.9795918367346939
A3H2BWZ5ZMVIHP,B00A88EP6Y,head,4,22,6,16,-1.4883210420608521,0.8979591836734694
A3Q8OTSNHRR376,B0039S7NO6,head,4,28,27,1,-1.7763874351978302,0.46938775510204084
ALW7JX2DM2MAF,B000N5QNSK,head,4,11,7,4,-1.1869885131716729,0.8775510204081632
A1VXKRSRFGBCJ1,B00CRZXS82,head,3,9,19,-10,-1.549043321609497,0.6326530612244898
A1NHBJ146UYR06,B0015AM26E,head,4,6,10,-4,-1.3989775687456132,0.8163265306122449
A3G4MPMSA9T3HK,B000KIJCYC,head,3,32,49,-17,-2.360908089950681,0.02040816326530612
A3GF2WI2PEWGM9,B0039PUTZY,head,4,34,32,2,-1.528821086883545,0.3673469387755102
AX1Z5RQ1LWMM2,B00000JIVS,head,9,3,31,-28,-1.8291596919298172,0.3877551020408163
A1MC6BFHWY6WC3,B006ROJPD6,head,4,26,21,5,-1.7682977795600892,0.5918367346938775
AX95SK36ZYIF7,B000096R0P,head,8,14,20,-6,-1.2272016182541847,0.6122448979591837
A2HVPVHPXCHJRF,B00B2AYLYS,head,20,40,4,36,-1.2708734631538392,0.9387755102040817
A22B13EJTZKCTM,B00F6N0MGI,head,20,28,27,1,-1.4749202013015748,0.46938775510204084
A1A46OOBRG3ZHZ,B001NQHN7S,head,5,35,10,25,-1.208284904062748,0.8163265306122449
A7Z52FWZJTSH2,B001IEYXAA,head,5,37,26,11,-1.371035973355174,0.4897959183673469
AWH5PLJU61BMG,B000W3XEQM,head,5,11,37,-26,-1.596689025685191,0.2653061224489796
A37VVGV0897DTI,B00029R6H4,tail,18,39,8,31,-1.6135904222726822,0.8571428571428571
A2LYEY1AGH4UEH,B00592BOAO,head,7,35,7,28,-1.228061943873763,0.8775510204081632
A77LSZ526K877,B00008W72D,head,4,30,38,-8,-1.6308947563171388,0.24489795918367346
A1PVN3FJ3WNG1M,B004U7JJWE,head,3,2,48,-46,-2.548498955368996,0.04081632653061224
A1MUTGFKWD74U4,B000LSZVJQ,head,3,5,29,-24,-1.474074748530984,0.42857142857142855
A29L4QWSIXKRE3,B00005BHK7,head,7,20,39,-19,-1.5358405470848084,0.22448979591836735
A3016GC1YTDVOT,B000ZLZ1NU,head,5,23,11,12,-1.141375185549259,0.7959183673469388
A16WZ0YHCR06MC,B00ERZ765Q,tail,14,19,25,-6,-3.2494996625930073,0.5102040816326531
A3LY325F0FFG4E,B00804BCO6,head,4,36,4,32,-1.2531291961669921,0.9387755102040817
A1A1PECN5HUN4O,B00009XNSY,head,3,16,35,-19,-1.6520437598228455,0.30612244897959184
AVNUON4RBG2XF,B004A8ZRBA,head,3,28,6,22,-1.1636991500854492,0.8979591836734694
A3MAXGM5AU7DM5,B0002AUWKG,head,7,10,24,-14,-1.4127699196338654,0.5306122448979592
A371VY2DLH0II1,B001W2WKS0,head,4,4,21,-17,-1.4533677518367767,0.5918367346938775
AZ5UCSVRTT1N9,B00A2HD40E,head,3,43,16,27,-1.3543463809958969,0.6938775510204082
AHTRAZC22RDFE,B004MWJLHK,head,14,42,19,23,-1.3419396162033081,0.6326530612244898
A1RKMMZ5G1FYRY,B002NPBT50,head,4,13,30,-17,-2.3597424745559694,0.40816326530612246
A1Y57JQKN4ICD0,1933054395,head,4,18,22,-4,-1.3602090746164321,0.5714285714285714
A1E55W6ES0FY17,B000XEAGMA,head,13,45,40,5,-1.7906411409376914,0.20408163265306123
A1XY24RHJ0KT5W,B000N5QNSK,head,3,17,11,6,-1.3439157826825976,0.7959183673469388
A2D7RDX8FA5IZ5,B004U52VPS,head,3,29,16,13,-1.343828834593296,0.6938775510204082
A9IUCSPP8NMKR,B00CS1WD9A,head,3,13,13,0,-1.5459540605545044,0.7551020408163265
A2UVVB0EJ3G97R,B000068CKY,head,3,19,26,-7,-1.7793481826782227,0.4897959183673469
A35TR1Z43R2VCN,B00486ZVC4,head,3,26,10,16,-1.3016799189150334,0.8163265306122449
A1PHQLBFDVE1OO,B001W30D2O,head,3,1,26,-25,-1.315626909583807,0.4897959183673469
A1TQZ4RSHEKQ45,B008A2BA8G,head,5,33,29,4,-1.6949398718774318,0.42857142857142855
A3SMR4HRFJARSC,B009Q3JBCK,head,14,35,11,24,-1.2355580910419424,0.7959183673469388
A2OBPO8UTP34BI,B003D7F4YY,head,9,5,23,-18,-1.3535709354444407,0.5510204081632653
A255AFGVP61Q8Q,B00DPK10O2,head,3,14,32,-18,-2.0720531404018403,0.3673469387755102
A25VGX32PPETE5,B00CMNX2IA,head,8,46,5,41,-1.744597402215004,0.9183673469387755
A28DMVM1R0A3LM,B000NTZL7U,head,6,17,47,-30,-2.0709429025650024,0.061224489795918366
A1TETZYOB5O95V,B002QNM8NQ,head,3,14,13,1,-1.1478369235992432,0.7551020408163265
A3CW8OUDH7M079,B008MJ62PI,head,7,10,41,-31,-2.0243875205516817,0.1836734693877551
ARV9A8FURJ89I,B006O6FKDG,head,8,33,22,11,-1.6667144775390625,0.5714285714285714
AS3J36EQ4AJGG,B0077NCEWA,head,8,3,6,-3,-1.3470467247068882,0.8979591836734694
A1GI5JYA9S773G,B004U7JJWE,head,4,3,26,-23,-1.5773285754956305,0.4897959183673469
A2D7B5I7ZQ51XL,B008MJ62PI,head,20,7,11,-4,-1.2108978688716434,0.7959183673469388
A2KE7YZ2TXS8QB,B001W30D2O,head,5,1,49,-48,-2.2208636038005354,0.02040816326530612
A2H7KI9ERGVCAJ,B00B3Q6JGE,head,3,43,6,37,-1.4380982533097266,0.8979591836734694
A3B61B23S1MXON,B00DMC6KAC,head,3,7,6,1,-1.1275523781776429,0.8979591836734694
A2B8I3AUV30UVX,B000A88KOA,head,5,33,13,20,-1.1292719303940733,0.7551020408163265
A21DN36JGZBJX,B0002AUWKG,head,5,38,17,21,-1.2208214849233627,0.673469387755102
AK7NGNU7JI215,B00020V59S,head,5,30,9,21,-1.4439421892166138,0.8367346938775511
AW9FZO9WF88CV,B000GKATU0,head,5,35,25,10,-1.4373937057331205,0.5102040816326531
A39XUQTCMVLIBC,B000NTZL7U,head,4,22,44,-22,-1.7940508127212524,0.12244897959183673
A2BQCOM1J4X24B,B002NPBT50,head,5,12,11,1,-1.3065472722053528,0.7959183673469388
A25G1RA2EB8AM7,B000GZGE3Q,head,3,26,13,13,-1.2725157737731934,0.7551020408163265
A3MPV60NCT8ZI3,B001U3Y5XE,head,3,40,30,10,-1.5205782651901245,0.40816326530612246
A342GSXL1MSZR9,B00ATA2SUQ,tail,4,47,9,38,-1.5115764040499926,0.8367346938775511
A17WDXM81Y5A48,B0089RPUHO,head,3,30,9,21,-1.8349477827548981,0.8367346938775511
A13DS9DA3ASN4N,B00008PW02,head,8,49,22,27,-1.487622464337619,0.5714285714285714
A2XK86IV3B16CO,B000KWJSKG,head,3,47,12,35,-1.2541449308395385,0.7755102040816326
A32RNRHTTCFS61,B000EUHKUE,head,7,43,30,13,-1.529082152247429,0.40816326530612246
AXNOIG99M4JF5,B004S8F7QM,head,3,13,14,-1,-1.3816133461892606,0.7346938775510204
A1EZPO478GVX2V,B002V3RCE6,head,4,48,9,39,-1.4973435342311858,0.8367346938775511
A2OHEOE34LLQBO,B004S8F7QM,head,3,15,7,8,-1.3823209896683692,0.8775510204081632
AODZXY5RCM4QT,B003EIK136,head,7,2,11,-9,-1.3554482936859131,0.7959183673469388
A3NZZZ8H3BP3ZN,B005KIQE16,head,13,27,35,-8,-2.014846366643906,0.30612244897959184
AYVRVB1SHZSGG,B001JQY6K4,head,3,9,22,-13,-1.393067938586076,0.5714285714285714
A3FB6N3AR9SIRF,B00008W72D,head,7,34,17,17,-1.380787992477417,0.673469387755102
A27WJHRJLY2EJE,B000IBPD76,head,5,28,32,-4,-1.4568660974502563,0.3673469387755102
AQL6BPMPUAE1C,B004FPYL2O,head,8,15,24,-9,-1.2554365158081056,0.5306122448979592
A3GK9T2XC6Q32,B00000JIVS,head,4,13,11,2,-1.5699727892875672,0.7959183673469388
A2XYGW2HZZG4LB,B004R1ZUNA,head,4,14,9,5,-1.1627750873565674,0.8367346938775511
A2HTWEARB5HE6X,B0006O8Q7Y,head,3,5,17,-12,-1.5666363477706908,0.673469387755102
A5EHML06XUOXA,B0002AUWKG,head,3,4,30,-26,-1.3462440103292466,0.40816326530612246
A2P2SNUCWMDTZZ,B008JNPBYK,head,5,27,40,-13,-2.0109367072582245,0.20408163265306123
A3VSHLS9K329RP,B004U52VPS,head,12,5,13,-8,-1.3018626615405082,0.7551020408163265
A3T3LCZE8LTCUG,B00CFELUXU,tail,17,45,18,27,-1.9608613297343254,0.6530612244897959
A2PFTERIIMZP18,B000NTZL7U,head,3,27,46,-19,-1.8293594002723694,0.08163265306122448
A2060PAI3AXU7R,B003IKMR0U,head,4,31,8,23,-1.4252175629138946,0.8571428571428571
A3E5OEACLIHLVU,B00804BCO6,head,5,13,45,-32,-1.9327536582946778,0.10204081632653061
A152DGEVR7SJS3,B00DMC6KAC,head,3,1,4,-3,-1.2782851964235307,0.9387755102040817
AIOSCTU0MQIWT,B000EUHKUE,head,4,38,8,30,-1.528395402431488,0.8571428571428571
AUZBLLADH6U14,B000058A39,head,3,20,22,-2,-1.2000325202941895,0.5714285714285714
AMS2GG5YWDBBP,B0015AM26E,head,4,26,21,5,-1.6841346569359303,0.5918367346938775
A3UJRNI8UR4871,B0089RPUHO,head,16,27,12,15,-1.40148662654683,0.7755102040816326
