user	target_item_id	action_category	base_rank	target_in_beam50	target_in_beam200	expansion_pool_size	admitted_item_ids	admitted_logits	admission_count	final_rank	promotion	regression	fallback	target_frequency	target_group
A33UQHMWFLW3B7	6252	expansion_only	201	0	1	150			0	201	0	0	1	12	non_tail
A33YSBEKHEFRMG	10040	expansion_only	201	0	1	150			0	201	0	0	1	10	non_tail
A34EQDIZM94VSN	6141	base_top10	6	1	1	150			0	6	0	0	1	54	non_tail
A34Q0ZQDILDIY6	6940	outside_union	201	0	0	150			0	201	0	0	1	4	tail
A34SBQ95XEVLSO	10853	base_top10	2	1	1	150			0	2	0	0	1	15	non_tail
A34SRDDM1W2DYI	9104	outside_union	201	0	0	150			0	201	0	0	1	8	non_tail
A355O3NILU2AXP	2770	base_top10	3	1	1	150			0	3	0	0	1	89	non_tail
A365FZ1L1M0YZK	1952	base_top10	2	1	1	150			0	2	0	0	1	32	non_tail
A367YF0EJSHVM3	9016	expansion_only	201	0	1	150	9016	3.1125229	1	10	1	0	0	3	tail
A36BBQSB8917B8	2145	base_top10	3	1	1	150			0	3	0	0	1	26	non_tail
A36BHVA80D0OHU	2986	base_top10	1	1	1	150			0	1	0	0	1	3	tail
A36LI7X3384G4S	10701	base_top10	2	1	1	150			0	2	0	0	1	83	non_tail
A36PDTQFU9NRVE	7007	outside_union	201	0	0	150			0	201	0	0	1	15	non_tail
A36QJTIHX057RW	4909	outside_union	201	0	0	150			0	201	0	0	1	16	non_tail
A37KS8CKH4Z3JI	7849	base_top10	2	1	1	150			0	2	0	0	1	125	non_tail
A37MH7ICH80QOX	9225	base_top10	1	1	1	150			0	1	0	0	1	5	tail
A37UC4XX2NL6UM	9145	base_top10	1	1	1	150			0	1	0	0	1	3	tail
A38482OTWSHQDG	11793	base_top10	1	1	1	150			0	1	0	0	1	0	tail
A38S2ELFQMNEHP	447	base_top10	4	1	1	150			0	4	0	0	1	45	non_tail
A38ZTYPB78Z5U0	63	outside_union	201	0	0	150			0	201	0	0	1	13	non_tail
A390XPHE9J7DBO	12097	base_top10	3	1	1	150			0	3	0	0	1	6	non_tail
A3964HRZAJXQAE	625	expansion_only	201	0	1	150			0	201	0	0	1	10	non_tail
A396U6UL0N01YQ	3075	outside_union	201	0	0	150			0	201	0	0	1	23	non_tail
A39A0H9MHYL4DN	6668	expansion_only	201	0	1	150			0	201	0	0	1	11	non_tail
A39NPF3MMGYQJN	5246	base_top10	1	1	1	150			0	1	0	0	1	4	tail
A3A1QCDC8HU74N	10618	base_top10	7	1	1	150			0	7	0	0	1	10	non_tail
A3A5I6FV2SFVB1	10463	base_top10	1	1	1	150			0	1	0	0	1	1	tail
A3A7YZUVTKQ5CI	164	base_top10	6	1	1	150			0	6	0	0	1	36	non_tail
A3A8G4FG2AOCYK	7424	base_top10	6	1	1	150			0	6	0	0	1	46	non_tail
A3AC87VK8LM4IA	10236	outside_union	201	0	0	150			0	201	0	0	1	3	tail
A3AHDR4F2J7YXX	11805	base_11_50	16	1	1	150			0	201	0	0	1	18	non_tail
A3AVVMEI28N2UJ	10409	base_top10	1	1	1	150			0	1	0	0	1	4	tail
A3AYG3M8YK0B9E	4088	outside_union	201	0	0	150			0	201	0	0	1	3	tail
A3B8498BJESEGB	8425	base_top10	1	1	1	150			0	1	0	0	1	5	tail
A3B9T1GXSEVIWM	8717	outside_union	201	0	0	150			0	201	0	0	1	1	tail
A3BGQMHZA5317Z	2345	outside_union	201	0	0	150			0	201	0	0	1	11	non_tail
A3BODDYNCX05UT	10010	base_top10	1	1	1	150			0	1	0	0	1	1	tail
A3BU4Q6TVO7N9T	4171	outside_union	201	0	0	150			0	201	0	0	1	3	tail
A3BY5DTOT72URI	11782	base_top10	2	1	1	150			0	2	0	0	1	33	non_tail
A3CO68R3PKDCV2	2003	base_11_50	17	1	1	150			0	201	0	0	1	103	non_tail
A3CU4448KHG57X	8	outside_union	201	0	0	150			0	201	0	0	1	3	tail
A3CVVOJ6R2KRQ4	293	outside_union	201	0	0	150			0	201	0	0	1	14	non_tail
A3DTG97IMQW5KE	11102	base_top10	1	1	1	150			0	1	0	0	1	2	tail
A3DWF6H2LNOFJ3	9975	base_top10	1	1	1	150			0	1	0	0	1	4	tail
A3DY1CDWMAIT4R	8824	base_top10	1	1	1	150			0	1	0	0	1	241	non_tail
A3E6ZX9OSVMC7X	10870	base_top10	1	1	1	150			0	1	0	0	1	3	tail
A3EAJ71EHVS5AB	6472	base_top10	1	1	1	150			0	1	0	0	1	62	non_tail
A3EB39WFIOG346	4638	outside_union	201	0	0	150			0	201	0	0	1	5	tail
A3EYDVFQ36WMK	3314	outside_union	201	0	0	150			0	201	0	0	1	4	tail
A3EZIP6YQX5J8Q	6865	base_top10	1	1	1	150			0	1	0	0	1	10	non_tail
A3FGNAWY0P5W4J	2629	outside_union	201	0	0	150			0	201	0	0	1	4	tail
A3FHLZQQ94VH84	10405	outside_union	201	0	0	150			0	201	0	0	1	4	tail
A3FWSG0GV6FRB6	7348	outside_union	201	0	0	150			0	201	0	0	1	11	non_tail
A3GEI3GWRQRX8E	4850	outside_union	201	0	0	150			0	201	0	0	1	6	non_tail
A3HNQLK4NUFL4V	3879	expansion_only	201	0	1	150			0	201	0	0	1	51	non_tail
A3HSCQNZJ05ZTB	11836	base_top10	2	1	1	150			0	2	0	0	1	3	tail
A3HTC5GXHTRDPV	10004	base_top10	1	1	1	150			0	1	0	0	1	9	non_tail
A3HUFQ4KDG6JFK	1140	outside_union	201	0	0	150			0	201	0	0	1	8	non_tail
A3I58WKBMBOWAQ	5899	expansion_only	201	0	1	150			0	201	0	0	1	14	non_tail
A3IPVMY4LMPFZU	6263	base_top10	4	1	1	150			0	4	0	0	1	14	non_tail
A3IREJT0PU5SZI	7977	base_top10	7	1	1	150			0	7	0	0	1	127	non_tail
A3ITZNXSWH8T2N	6638	outside_union	201	0	0	150			0	201	0	0	1	6	non_tail
A3J699OQSL7VJX	3676	outside_union	201	0	0	150			0	201	0	0	1	8	non_tail
A3JHC8O59WDHFZ	11664	expansion_only	201	0	1	150			0	201	0	0	1	29	non_tail
A3JO80BUDWGWD2	40	outside_union	201	0	0	150			0	201	0	0	1	66	non_tail
A3JT29L4YFEIMJ	11898	base_top10	3	1	1	150			0	3	0	0	1	32	non_tail
A3K7H7RBZZ8DGD	10384	base_top10	10	1	1	150			0	10	0	0	1	42	non_tail
A3KDZA2MRC39CG	11760	expansion_only	201	0	1	150			0	201	0	0	1	40	non_tail
A3KKD3E0AOPGUF	9179	outside_union	201	0	0	150			0	201	0	0	1	3	tail
A3KL7ZYG9CWY82	4845	base_top10	1	1	1	150			0	1	0	0	1	3	tail
A3KO0JEF9R74FD	10125	outside_union	201	0	0	150			0	201	0	0	1	1	tail
A3L4PN3QW6F0VA	7426	base_top10	2	1	1	150			0	2	0	0	1	3	tail
A3LE4MRHK9KACO	8030	base_top10	1	1	1	150			0	1	0	0	1	40	non_tail
A3LMPD1ZQTWOC4	11765	base_top10	1	1	1	150			0	1	0	0	1	40	non_tail
A3LQZOGTTPJO2Y	10279	base_top10	1	1	1	150			0	1	0	0	1	14	non_tail
A3LSGT18TEMFJT	7099	outside_union	201	0	0	150	4003	0.179666412	1	201	0	0	0	8	non_tail
A3LU8VCE31LSSG	7295	base_top10	1	1	1	150			0	1	0	0	1	93	non_tail
A3M5O3O59FAZCZ	7654	base_11_50	14	1	1	150			0	201	0	0	1	18	non_tail
A3O0KKQBWVOFWY	8637	base_top10	6	1	1	150			0	6	0	0	1	4	tail
A3O1Q6T0QZVSGN	6723	outside_union	201	0	0	150			0	201	0	0	1	9	non_tail
A3O6YUNLUC6LB8	6435	base_top10	7	1	1	150			0	7	0	0	1	216	non_tail
A3OAZMCAG1B0Y5	5378	outside_union	201	0	0	150			0	201	0	0	1	10	non_tail
A3PAH00N4D2MRI	8193	base_top10	6	1	1	150			0	6	0	0	1	32	non_tail
A3PRZPN9JFVRZJ	5194	expansion_only	201	0	1	150			0	201	0	0	1	114	non_tail
A3PS4V0JQ2003X	759	outside_union	201	0	0	150			0	201	0	0	1	5	tail
A3Q1P2LK9IUA89	4285	base_top10	1	1	1	150			0	1	0	0	1	7	non_tail
A3Q387RL6ON95F	8790	outside_union	201	0	0	150			0	201	0	0	1	20	non_tail
A3QNQQKJTL76H0	10696	base_top10	1	1	1	150			0	1	0	0	1	93	non_tail
A3QU1EMRMY2U96	8981	base_top10	5	1	1	150			0	5	0	0	1	6	non_tail
A3R25AT9VUSNJT	7595	base_top10	1	1	1	150			0	1	0	0	1	8	non_tail
A3R59125KJRFBJ	5239	expansion_only	201	0	1	150	5239	2.13039008	1	10	1	0	0	3	tail
A3R5GTYQ50QVMD	11899	base_top10	5	1	1	150			0	5	0	0	1	28	non_tail
A3RE1QXOMWNFF9	2364	base_top10	1	1	1	150			0	1	0	0	1	13	non_tail
A3RF46CL8GDIN8	11711	expansion_only	201	0	1	150			0	201	0	0	1	22	non_tail
A3S5JSVXR73ZT4	1649	outside_union	201	0	0	150			0	201	0	0	1	20	non_tail
A3S78A77WP78W6	10132	base_top10	3	1	1	150			0	3	0	0	1	46	non_tail
A3S96B2GBP04N2	11052	base_top10	3	1	1	150			0	3	0	0	1	63	non_tail
A3SCFDEJNGU80H	9120	outside_union	201	0	0	150			0	201	0	0	1	37	non_tail
A3SDYAAGUIGVPT	8486	outside_union	201	0	0	150			0	201	0	0	1	11	non_tail
A3SK6PWH4MCEQ9	5713	base_top10	1	1	1	150			0	1	0	0	1	40	non_tail
A3SRU53ECEUR85	8663	base_top10	1	1	1	150			0	1	0	0	1	10	non_tail
A3T7IVHM2TU5B2	9395	base_top10	1	1	1	150			0	1	0	0	1	5	tail
A3U1L6N3WHHO6L	5793	base_top10	1	1	1	150			0	1	0	0	1	6	non_tail
A3UA5MN10OBUGI	4647	outside_union	201	0	0	150			0	201	0	0	1	28	non_tail
A3VEWKVBH9N5L	6943	base_top10	1	1	1	150			0	1	0	0	1	1	tail
A3VRRU3RA6PPX4	503	base_top10	1	1	1	150			0	1	0	0	1	3	tail
A3VUY5LNTPISLH	6487	base_top10	3	1	1	150			0	3	0	0	1	34	non_tail
A3WB8ENIBT5WV	1405	base_11_50	13	1	1	150			0	201	0	0	1	4	tail
A460GTG5JE494	10246	base_top10	1	1	1	150			0	1	0	0	1	40	non_tail
A4EWXIC8SJSFF	3836	outside_union	201	0	0	150			0	201	0	0	1	32	non_tail
A4LV6YBM82WA1	798	outside_union	201	0	0	150			0	201	0	0	1	9	non_tail
A4MR0PYNBLHJ	5491	base_top10	1	1	1	150			0	1	0	0	1	1	tail
A564RY3PVHHRV	6480	base_11_50	16	1	1	150			0	201	0	0	1	17	non_tail
A58F10T4OE58C	11781	base_top10	2	1	1	150			0	2	0	0	1	23	non_tail
A5L3L318Q55FI	17	outside_union	201	0	0	150			0	201	0	0	1	6	non_tail
A5O7POXXUSO2G	2353	outside_union	201	0	0	150			0	201	0	0	1	15	non_tail
A5OR779IJBH8H	9474	expansion_only	201	0	1	150			0	201	0	0	1	16	non_tail
A60ZQOPF92RZN	10502	outside_union	201	0	0	150			0	201	0	0	1	12	non_tail
A67861C2ZZDHQ	11935	outside_union	201	0	0	150			0	201	0	0	1	4	tail
A69JSQ6ZQ127X	9429	base_top10	1	1	1	150			0	1	0	0	1	6	non_tail
A6B9IVGREKNLZ	853	outside_union	201	0	0	150	1349	0.62837088	1	201	0	0	0	6	non_tail
A6FCCZY1UD4HL	6727	expansion_only	201	0	1	150			0	201	0	0	1	256	non_tail
A6HGWBJ6WG9RL	3183	outside_union	201	0	0	150			0	201	0	0	1	24	non_tail
A6J4KDD3DK65J	10996	base_top10	7	1	1	150			0	7	0	0	1	13	non_tail
A6RFD508AZCEP	3533	outside_union	201	0	0	150			0	201	0	0	1	4	tail
A6XVY732T2ZSW	3131	base_11_50	13	1	1	150			0	201	0	0	1	69	non_tail
A7FFDLHS5X67T	4523	outside_union	201	0	0	150			0	201	0	0	1	2	tail
A7GU5LBVBM1YU	8167	expansion_only	201	0	1	150	8167	0.1864992	1	10	1	0	0	32	non_tail
A7HJ52LLCND8G	10134	base_top10	1	1	1	150			0	1	0	0	1	33	non_tail
A7RFDGVXDYQLJ	10571	base_11_50	11	1	1	150			0	201	0	0	1	122	non_tail
A82HDHO6IJWRE	2399	outside_union	201	0	0	150			0	201	0	0	1	25	non_tail
A8F7P51DBAZTK	8969	base_top10	1	1	1	150			0	1	0	0	1	184	non_tail
A8IW9RWHFC18Q	10507	base_top10	1	1	1	150			0	1	0	0	1	5	tail
A8J2IMKTW0EQ5	9677	outside_union	201	0	0	150			0	201	0	0	1	6	non_tail
A8KOWYQ5BHIRO	2403	base_top10	2	1	1	150			0	2	0	0	1	3	tail
A8LVTTHW9Y5KS	6435	base_top10	6	1	1	150			0	6	0	0	1	216	non_tail
A8TWSBLUYJR0U	9603	outside_union	201	0	0	150			0	201	0	0	1	8	non_tail
A93SV8KBL8C8D	6801	base_top10	1	1	1	150			0	1	0	0	1	18	non_tail
A97TYP2NJSJNC	356	expansion_only	201	0	1	150			0	201	0	0	1	16	non_tail
A98JO4E772L57	10473	base_top10	1	1	1	150			0	1	0	0	1	1	tail
A9GE0I1CU1S7J	536	expansion_only	201	0	1	150			0	201	0	0	1	23	non_tail
A9PG9ODPPP31N	12000	base_top10	1	1	1	150			0	1	0	0	1	17	non_tail
A9VVNJINSK96V	5466	base_top10	1	1	1	150			0	1	0	0	1	6	non_tail
AA47O5GS69O3A	5744	base_top10	1	1	1	150			0	1	0	0	1	0	tail
AAEU953S8UEE2	9857	base_top10	5	1	1	150			0	5	0	0	1	38	non_tail
AAH9EZZAUQQW2	8025	base_top10	1	1	1	150			0	1	0	0	1	3	tail
AB2D59DYSGGEV	2543	outside_union	201	0	0	150			0	201	0	0	1	10	non_tail
AB6WWLX9OQN89	5468	outside_union	201	0	0	150			0	201	0	0	1	5	tail
AC4Q5S3TAGBIQ	6324	expansion_only	201	0	1	150			0	201	0	0	1	18	non_tail
ACJ9N7ED37HXS	11878	base_11_50	14	1	1	150			0	201	0	0	1	20	non_tail
ACVDL5QRCOPE1	5092	base_top10	7	1	1	150			0	7	0	0	1	59	non_tail
ACVDLMGR3BKBY	3125	base_top10	1	1	1	150			0	1	0	0	1	5	tail
AD9X2I5V464A8	4331	base_top10	2	1	1	150			0	2	0	0	1	1	tail
ADRQUBG5JSAQ3	2679	base_top10	1	1	1	150			0	1	0	0	1	2	tail
ADS5APY1NKTL4	11160	base_top10	1	1	1	150			0	1	0	0	1	50	non_tail
ADXZB6F9OLOPH	7652	base_top10	3	1	1	150			0	3	0	0	1	81	non_tail
AEA9MHUVHG19C	10722	outside_union	201	0	0	150			0	201	0	0	1	2	tail
AF3EWORDT15AU	2857	base_top10	1	1	1	150			0	1	0	0	1	1	tail
AF4J9YAA1EVK3	8332	outside_union	201	0	0	150			0	201	0	0	1	8	non_tail
AG6WOD5BUD8BH	10338	base_top10	2	1	1	150			0	2	0	0	1	14	non_tail
AGE1KK0E2THTN	2513	base_11_50	14	1	1	150			0	201	0	0	1	91	non_tail
AGKAEFSFYWBDF	10964	base_11_50	20	1	1	150			0	201	0	0	1	7	non_tail
AGVWTYW0ULXHT	10808	base_top10	4	1	1	150			0	4	0	0	1	95	non_tail
AGWWIU5K88RKB	7232	expansion_only	201	0	1	150			0	201	0	0	1	13	non_tail
AH18JCRUKGUQP	8083	expansion_only	201	0	1	150			0	201	0	0	1	32	non_tail
AHF0W2R7SPMST	6328	outside_union	201	0	0	150			0	201	0	0	1	8	non_tail
AI1L2T1FKKEBJ	9383	outside_union	201	0	0	150			0	201	0	0	1	7	non_tail
AI4KPBNGE59JG	8296	outside_union	201	0	0	150			0	201	0	0	1	13	non_tail
AKHS1RYJUXB68	8204	expansion_only	201	0	1	150			0	201	0	0	1	8	non_tail
AKUJI8ZQV6F2M	5115	outside_union	201	0	0	150			0	201	0	0	1	6	non_tail
ALEPCDKUNPD22	715	expansion_only	201	0	1	150	715	2.2685308	1	10	1	0	0	30	non_tail
ALOPDA532C44V	3656	outside_union	201	0	0	150			0	201	0	0	1	6	non_tail
ALTHFWQ33GGRS	1848	expansion_only	201	0	1	150	1848||1010	0.348649267||0.00652657561	2	9	1	0	0	2	tail
ALUAEARQDJYLX	40	expansion_only	201	0	1	150			0	201	0	0	1	66	non_tail
ALYPJPTHCW5PC	6378	base_top10	1	1	1	150			0	1	0	0	1	2	tail
AM5BJXNJ1NGDT	5558	base_11_50	17	1	1	150			0	201	0	0	1	16	non_tail
AM86FTH0B1K9H	2022	base_top10	1	1	1	150			0	1	0	0	1	10	non_tail
AM9OZX9I1YKUU	9450	outside_union	201	0	0	150			0	201	0	0	1	10	non_tail
AMRMK86X3PKXD	10570	base_top10	1	1	1	150			0	1	0	0	1	154	non_tail
AN0NL8U1I4929	6792	base_top10	6	1	1	150			0	6	0	0	1	14	non_tail
AN781IASBMEHA	7651	base_11_50	29	1	1	150			0	201	0	0	1	95	non_tail
ANOAFB0GOMU5C	7974	base_top10	1	1	1	150			0	1	0	0	1	4	tail
ANOBZWKE25SBY	8644	base_top10	5	1	1	150			0	5	0	0	1	73	non_tail
AO1YMKCK0LMA8	4594	base_top10	1	1	1	150			0	1	0	0	1	4	tail
AOY0GPYQBJP4C	121	outside_union	201	0	0	150			0	201	0	0	1	11	non_tail
AOYGZZ8L5KP88	10494	expansion_only	201	0	1	150			0	201	0	0	1	5	tail
AP17KYYXC61J3	7979	outside_union	201	0	0	150			0	201	0	0	1	21	non_tail
AP6VZBMKT70BS	5209	base_top10	1	1	1	150			0	1	0	0	1	21	non_tail
APFTQJGB3TFND	10632	base_top10	1	1	1	150			0	1	0	0	1	77	non_tail
APMQ5F9I4BX1C	1474	outside_union	201	0	0	150			0	201	0	0	1	21	non_tail
APNLFE7D7ZQZA	7074	expansion_only	201	0	1	150			0	201	0	0	1	46	non_tail
AQL2YJYUOAWZK	5930	base_top10	9	1	1	150			0	9	0	0	1	14	non_tail
AQO1K4O9VRCP2	8708	base_top10	6	1	1	150			0	6	0	0	1	13	non_tail
AQYR3SB5WVGL	11439	outside_union	201	0	0	150			0	201	0	0	1	10	non_tail
AQYY2OH4BRCZG	5140	outside_union	201	0	0	150			0	201	0	0	1	10	non_tail
ARF6NZ2PH6MCB	9288	expansion_only	201	0	1	150	9288	0.527220815	1	10	1	0	0	30	non_tail
ARZDORDLR4TA7	3142	outside_union	201	0	0	150			0	201	0	0	1	21	non_tail
AS63J2O9046IG	8696	base_top10	8	1	1	150			0	8	0	0	1	4	tail
AS770WDBH6JXX	6187	outside_union	201	0	0	150			0	201	0	0	1	4	tail
ASIEM9LIO50D7	9707	outside_union	201	0	0	150			0	201	0	0	1	4	tail
ATE6AZTVJMORX	6387	base_top10	3	1	1	150			0	3	0	0	1	6	non_tail
ATN552TF5V40Z	5389	outside_union	201	0	0	150			0	201	0	0	1	2	tail
AU4H7OG5UFDWO	10480	base_top10	2	1	1	150			0	2	0	0	1	94	non_tail
AU5J52BQMBCWB	8707	base_top10	1	1	1	150			0	1	0	0	1	38	non_tail
AU5OVHP2ZDF51	3237	outside_union	201	0	0	150			0	201	0	0	1	7	non_tail
AUOFDVOZV0JKA	1581	outside_union	201	0	0	150			0	201	0	0	1	9	non_tail
AUVF56QLQRTPZ	4993	expansion_only	201	0	1	150	4993	1.00666615	1	10	1	0	0	63	non_tail
AV2MATDO0LZAO	9287	base_top10	1	1	1	150			0	1	0	0	1	10	non_tail
AW6QMMJQ0Z9LD	1902	base_top10	2	1	1	150			0	2	0	0	1	88	non_tail
AWV9A5CF90JQL	1403	expansion_only	201	0	1	150			0	201	0	0	1	13	non_tail
AXGYTAVICKCIK	4554	expansion_only	201	0	1	150	4554	1.57450674	1	10	1	0	0	9	non_tail
AXO4PQU0XG3TG	10373	base_top10	2	1	1	150			0	2	0	0	1	172	non_tail
AXZ746UBDPNO6	6914	outside_union	201	0	0	150			0	201	0	0	1	5	tail
AXZCVTROTSSP9	4614	outside_union	201	0	0	150			0	201	0	0	1	6	non_tail
AYILT0A8ACRIJ	10674	outside_union	201	0	0	150			0	201	0	0	1	6	non_tail
AYOI3XJQKZ8OH	10550	outside_union	201	0	0	150			0	201	0	0	1	3	tail
AYVBGONQ2AVXB	11267	outside_union	201	0	0	150			0	201	0	0	1	5	tail
AYYBW4WNLLUY9	11085	outside_union	201	0	0	150			0	201	0	0	1	16	non_tail
AZ3UF87UNQRQV	9346	base_top10	1	1	1	150			0	1	0	0	1	6	non_tail
AZ4EUUJVC8358	9105	base_top10	1	1	1	150			0	1	0	0	1	7	non_tail
AZS4UNYSAZVG8	3189	base_top10	1	1	1	150			0	1	0	0	1	5	tail
AZV7CNMMJERKW	8906	base_top10	6	1	1	150			0	6	0	0	1	9	non_tail
