item,top_k_similar_item,current_tensor_width,ffnf_cf_tensor_width,ffnf_metadata_tensor_width,ffnf_tensor_width_sum,current_active_tokens,ffnf_cf_active_tokens,ffnf_metadata_active_tokens,ffnf_active_tokens,current_link_visible,ffnf_link_visible,current_cf_visible,ffnf_cf_visible,current_metadata_visible,ffnf_metadata_visible,metadata_visible_gain,link_duplication_count,current_title_visible,ffnf_title_visible,current_brand_visible,ffnf_brand_visible,current_categories_visible,ffnf_categories_visible,current_description_visible,ffnf_description_visible,current_price_visible,ffnf_price_visible,current_salesrank_visible,ffnf_salesrank_visible,current_other_metadata_visible,ffnf_other_metadata_visible
B000VOPALY,10,128,64,64,128,128,64,64,128,8,8,80,49,32,63,31,0,21,21,6,6,3,8,0,25,0,0,0,0,0,0
B000VOPG0E,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,5,5,2,6,0,13,0,6,0,0,0,0,24,27
B000VOPI4S,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,22,22,5,5,5,13,0,20,0,0,0,0,0,0
B000VP9BWW,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,18,18,6,6,8,10,0,26,0,0,0,0,0,0
B000VPG5EE,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,23,23,7,7,2,9,0,21,0,0,0,0,0,0
B000VPPUEA,10,128,64,64,128,128,64,64,128,7,7,80,50,33,63,30,0,9,9,3,3,14,14,4,34,0,0,0,0,0,0
B000VQEQXA,10,128,64,64,128,128,64,64,128,7,7,80,50,33,63,30,0,6,6,5,5,11,12,0,28,0,0,0,0,8,8
B000VRRE2O,10,128,64,64,128,128,64,64,128,7,7,81,50,32,63,31,0,17,17,4,4,9,13,0,26,0,0,0,0,0,0
B000VRTE9A,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,17,17,4,4,11,15,0,24,0,0,0,0,0,0
B000VS8VZM,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,13,13,7,7,10,10,1,30,0,0,0,0,0,0
B000VSG1PO,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,20,20,9,9,3,17,0,14,0,0,0,0,0,0
B000VSYD4K,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,19,19,6,6,7,16,0,19,0,0,0,0,0,0
B000VSZDVW,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,16,16,8,8,8,14,0,22,0,0,0,0,0,0
B000VT2GYS,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,14,14,4,4,13,13,0,29,0,0,0,0,0,0
B000VT54QA,10,128,64,64,128,128,64,64,128,7,7,80,50,33,63,30,0,21,21,6,6,4,17,0,16,0,0,0,0,0,0
B000VTQCIY,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,21,21,5,5,6,14,0,20,0,0,0,0,0,0
B000VTRJMM,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,12,12,5,5,15,17,0,17,0,5,0,2,0,0
B000VTVA7M,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,18,18,4,4,10,12,0,26,0,0,0,0,0,0
B000VTVD6A,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,18,18,5,5,9,15,0,22,0,0,0,0,0,0
B000VUKQ8K,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,19,19,5,5,8,13,0,23,0,0,0,0,0,0
B000VUO8VG,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,22,22,5,5,5,10,0,23,0,0,0,0,0,0
B000VUT39S,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,15,15,4,4,12,12,0,29,0,0,0,0,0,0
B000VUT3O8,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,21,21,5,5,6,15,0,19,0,0,0,0,0,0
B000VUV9QI,10,128,64,64,128,128,64,64,128,7,7,80,50,33,63,30,0,12,12,3,3,15,15,0,30,0,0,0,0,0,0
B000VUX7JU,10,128,64,64,128,128,64,63,127,7,7,78,50,35,62,27,0,15,15,5,5,13,13,0,12,0,4,0,8,0,0
B000VUYDJI,10,128,64,64,128,128,64,64,128,8,8,79,49,33,63,30,0,16,16,4,4,11,12,0,28,0,0,0,0,0,0
B000VUYHSU,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,18,18,6,6,8,15,0,21,0,0,0,0,0,0
B000VUYSA2,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,17,17,5,5,9,9,0,29,0,0,0,0,0,0
B000VUZVQM,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,14,14,6,6,2,12,0,18,0,0,0,0,9,9
B000VV0JNQ,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,13,13,4,4,12,13,0,27,0,0,0,0,2,2
B000VV1YOY,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,16,16,6,6,10,21,0,17,0,0,0,0,0,0
B000VV1ZMU,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,17,17,7,7,8,10,0,26,0,0,0,0,0,0
B000VV21U0,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,14,14,9,9,9,22,0,15,0,0,0,0,0,0
B000VVD6ZE,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,19,19,8,8,5,9,0,24,0,0,0,0,0,0
B000VW7P3W,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,4,4,4,4,10,12,0,26,0,0,0,0,12,12
B000VWL9KC,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,24,24,5,5,3,12,0,19,0,0,0,0,0,0
B000VWP156,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,11,11,4,4,15,15,1,30,0,0,0,0,0,0
B000VWP3GS,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,26,26,7,7,0,13,0,14,0,0,0,0,0,0
B000VWPQ9C,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,11,11,5,5,13,13,2,31,0,0,0,0,0,0
B000VWSER8,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,17,17,5,5,10,10,0,28,0,0,0,0,0,0
B000VWSKJU,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,9,9,5,5,11,13,0,18,0,4,0,2,6,6
B000VXPAPQ,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,21,21,5,5,6,13,0,21,0,0,0,0,0,0
B000VXUUR4,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,19,19,5,5,8,15,0,21,0,0,0,0,0,0
B000VXVEGA,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,20,20,5,5,7,13,0,22,0,0,0,0,0,0
B000VY2ZAI,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,25,25,7,7,0,9,0,19,0,0,0,0,0,0
B000VYHG9S,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,8,8,5,5,10,12,0,26,0,0,0,0,8,8
B000VYIH3M,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,18,18,7,7,7,17,0,18,0,0,0,0,0,0
B000VZ9UFU,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,19,19,4,4,9,14,0,23,0,0,0,0,0,0
B000VZ9UI2,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,14,14,4,4,14,17,0,25,0,0,0,0,0,0
B000VZDWB8,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,21,21,5,5,6,13,0,21,0,0,0,0,0,0
B000VZS3VW,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,18,18,5,5,9,9,0,19,0,4,0,3,0,0
B000W0C07Y,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,24,24,8,8,0,13,0,4,0,4,0,5,0,0
B000W0HA7Y,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,9,9,3,3,15,15,4,33,0,0,0,0,0,0
B000W0YAOA,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,21,21,4,4,7,10,0,16,0,4,0,3,0,0
B000W303SE,10,128,64,64,128,128,64,63,127,7,7,78,50,35,62,27,0,17,17,5,5,9,9,1,13,0,5,0,8,0,0
B000W30P46,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,13,13,5,5,2,11,0,19,0,0,0,0,11,11
B000W30RP8,10,128,64,64,128,128,64,56,120,7,7,79,50,34,55,21,0,19,19,5,5,8,9,0,5,0,4,0,8,0,0
B000W3QDJ2,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,18,18,5,5,9,11,0,26,0,0,0,0,0,0
B000W3T4O8,10,128,64,64,128,128,64,64,128,7,7,80,50,33,63,30,0,18,18,4,4,9,15,0,23,0,0,0,0,0,0
B000W3VABS,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,25,25,8,8,0,13,0,14,0,0,0,0,0,0
B000W3WP1W,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,19,19,5,5,8,15,0,7,0,4,0,8,0,0
B000W7EZJS,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,26,26,4,4,2,21,0,9,0,0,0,0,0,0
B000W7PKU6,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,20,20,4,4,8,9,0,27,0,0,0,0,0,0
B000W7W1QC,10,128,64,64,128,128,64,59,123,7,7,79,50,34,58,24,0,19,19,5,5,8,11,0,5,0,5,0,8,0,0
B000W8JZII,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,13,13,6,6,13,15,0,26,0,0,0,0,0,0
B000W96VLQ,10,128,64,64,128,128,64,64,128,7,7,80,50,33,63,30,0,20,20,7,7,4,10,0,23,0,0,0,0,0,0
B000W9WZ34,10,128,64,64,128,128,64,64,128,8,8,79,49,33,63,30,0,25,25,5,5,1,9,0,21,0,0,0,0,0,0
B000WBBHXG,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,21,21,4,4,7,10,0,15,0,4,0,4,0,0
B000WBBK7Y,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,24,24,4,4,4,7,0,25,0,0,0,0,0,0
B000WBLYQG,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,17,17,8,8,7,14,0,21,0,0,0,0,0,0
B000WBO3W8,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,7,7,4,4,5,12,0,21,0,0,0,0,15,15
B000WDWDYQ,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,11,11,4,4,10,10,6,27,0,4,0,2,0,0
B000WE1PP8,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,17,17,4,4,10,10,0,29,0,0,0,0,0,0
B000WE67MO,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,26,26,7,11,0,15,0,8,0,0,0,0,0,0
B000WHWIWO,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,16,16,8,8,8,11,0,10,0,4,0,9,0,0
B000WHXL98,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,22,22,6,6,4,18,0,14,0,0,0,0,0,0
B000WHYB1A,10,128,64,64,128,128,64,58,122,7,7,79,50,34,57,23,0,15,15,8,8,8,8,0,8,0,4,0,9,0,0
B000WHYCGE,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,7,7,8,8,13,13,0,7,0,4,0,2,3,15
B000WI0640,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,14,14,8,8,10,12,0,26,0,0,0,0,0,0
B000WIHR92,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,16,16,5,5,9,9,1,30,0,0,0,0,0,0
B000WJ4DYS,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,22,22,8,8,2,10,0,10,0,4,0,4,0,0
B000WJ5XNI,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,18,18,8,8,6,9,0,25,0,0,0,0,0,0
B000WM2V9O,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,28,28,5,5,0,13,0,14,0,0,0,0,0,0
B000WMHKD6,10,128,64,64,128,128,64,64,128,7,7,78,50,35,63,28,0,8,8,10,10,15,15,0,27,0,0,0,0,0,0
B000WMIOJK,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,18,18,6,6,8,13,0,18,0,4,0,0,0,0
B000WN593I,10,128,64,64,128,128,64,55,119,7,7,79,50,34,54,20,0,10,10,6,6,13,13,0,5,0,4,0,8,2,2
B000WNLFBI,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,19,19,9,9,4,14,0,18,0,0,0,0,0,0
B000WNLH66,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,21,21,5,5,6,16,0,18,0,0,0,0,0,0
B000WOU3I8,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,14,14,4,4,14,17,0,25,0,0,0,0,0,0
B000WQ7TAG,10,128,64,64,128,128,64,64,128,7,7,80,50,33,63,30,0,8,8,6,6,13,13,3,33,0,0,0,0,0,0
B000WQU5IE,10,128,64,64,128,128,64,64,128,7,7,80,50,33,63,30,0,16,16,5,5,10,10,0,29,0,0,0,0,0,0
B000WTHKVQ,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,18,18,7,7,7,13,0,17,0,0,0,0,0,4
B000WU38QQ,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,9,9,5,5,12,12,5,34,0,0,0,0,0,0
B000WUCJNY,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,22,22,8,8,2,13,0,17,0,0,0,0,0,0
B000WUD83E,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,15,15,8,8,9,13,0,24,0,0,0,0,0,0
B000WXZE1K,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,17,17,6,6,9,9,0,28,0,0,0,0,0,0
B000WY3AJW,10,128,64,64,128,128,64,64,128,7,7,78,50,35,63,28,0,15,15,6,6,9,9,2,30,0,0,0,0,0,0
B000WY3AQA,10,128,64,64,128,128,64,64,128,7,7,78,50,35,63,28,0,14,14,6,6,9,9,3,31,0,0,0,0,0,0
B000WYZ9Q4,10,128,64,64,128,128,64,64,128,7,7,80,50,33,63,30,0,23,23,6,6,2,9,0,22,0,0,0,0,0,0
B000WZ6P34,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,17,17,8,8,7,15,0,20,0,0,0,0,0,0
B000WZL1ZQ,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,24,24,7,7,1,13,0,16,0,0,0,0,0,0
B000WZPE5O,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,18,18,4,4,10,15,0,23,0,0,0,0,0,0
B000WZR1R8,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,5,5,2,6,0,13,0,6,0,0,0,0,24,27
B000WZRBOQ,10,128,64,64,128,128,64,64,128,7,7,78,50,35,63,28,0,20,20,5,5,8,12,0,23,0,0,0,0,0,0
B000WZSWZ8,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,22,22,5,5,5,13,0,20,0,0,0,0,0,0
B000X040QW,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,17,17,5,5,9,9,0,29,0,0,0,0,0,0
B000X1HNUG,10,128,64,64,128,128,64,64,128,7,7,80,50,33,63,30,0,11,11,8,8,0,9,0,19,0,0,0,0,12,12
B000X1LOJM,10,128,64,64,128,128,64,64,128,7,7,78,50,35,63,28,0,19,19,6,6,8,12,0,23,0,0,0,0,0,0
B000X1M8VK,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,20,20,8,8,4,10,0,22,0,0,0,0,0,0
B000X1YING,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,12,12,7,7,13,14,0,27,0,0,0,0,0,0
B000X1YIOU,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,11,11,6,6,12,12,2,27,0,3,0,0,0,0
B000X20Y4C,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,14,14,7,7,7,14,0,21,0,0,0,0,3,3
B000X25L40,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,19,19,6,6,7,9,0,26,0,0,0,0,0,0
B000X2DMEG,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,16,16,4,4,12,16,0,24,0,0,0,0,0,0
B000X2FPUU,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,20,20,6,6,6,9,0,25,0,0,0,0,0,0
B000X2FPXC,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,19,19,8,8,5,15,0,18,0,0,0,0,0,0
B000X2H6R0,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,18,18,6,6,8,15,0,21,0,0,0,0,0,0
B000X2STQ2,10,128,64,64,128,128,64,64,128,7,7,80,50,33,63,30,0,33,40,0,5,0,13,0,2,0,0,0,0,0,0
B000X315P8,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,15,15,6,6,11,13,0,26,0,0,0,0,0,0
B000X81832,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,17,17,5,5,10,15,0,23,0,0,0,0,0,0
B000X8H61U,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,25,25,4,4,3,18,0,13,0,0,0,0,0,0
B000X9WXSU,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,11,11,4,4,10,10,6,35,0,0,0,0,0,0
B000XCS9U8,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,16,16,4,4,11,11,0,29,0,0,0,0,0,0
B000XE1TUI,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,26,26,6,6,0,13,0,15,0,0,0,0,0,0
B000XE1ZI4,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,25,25,5,5,2,22,0,8,0,0,0,0,0,0
B000XE247K,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,26,26,5,5,1,13,0,16,0,0,0,0,0,0
B000XE5260,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,29,29,4,4,0,13,0,14,0,0,0,0,0,0
B000XE5TSG,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,21,21,6,6,5,13,0,20,0,0,0,0,0,0
B000XE6336,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,23,23,5,5,4,12,0,20,0,0,0,0,0,0
B000XE67WI,10,128,64,64,128,128,64,64,128,7,7,80,50,33,63,30,0,9,9,4,4,2,13,0,18,0,0,0,0,15,15
B000XE87IA,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,20,20,6,6,6,13,0,21,0,0,0,0,0,0
B000XE906S,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,24,24,4,4,4,13,0,19,0,0,0,0,0,0
B000XE961C,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,22,22,5,5,5,12,0,21,0,0,0,0,0,0
B000XFFW64,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,23,23,10,10,0,15,0,12,0,0,0,0,0,0
B000XFPLFQ,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,14,14,7,7,11,12,0,27,0,0,0,0,0,0
B000XFSUWW,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,14,14,5,5,10,10,2,31,0,0,0,0,0,0
B000XFWO10,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,16,16,7,7,9,12,0,25,0,0,0,0,0,0
B000XGA8U8,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,13,13,7,7,9,9,2,31,0,0,0,0,0,0
B000XJ0PG2,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,14,14,6,6,12,15,0,13,0,4,0,6,0,0
B000XJ92E8,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,10,10,5,5,15,15,1,30,0,0,0,0,0,0
B000XPC8MA,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,18,18,6,6,8,14,0,22,0,0,0,0,0,0
B000XQWH0M,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,18,18,5,5,9,9,0,23,0,4,0,0,0,0
B000XSBTM2,10,128,64,64,128,128,64,56,120,7,7,79,50,34,55,21,0,15,15,4,4,10,10,2,9,0,4,0,8,0,0
B000XSF1X0,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,15,15,10,10,7,10,0,25,0,0,0,0,0,0
B000XSPQ62,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,15,15,6,6,11,12,0,27,0,0,0,0,0,0
B000XT89S8,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,19,19,5,5,8,9,0,27,0,0,0,0,0,0
B000XTAA08,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,18,18,5,5,9,9,0,28,0,0,0,0,0,0
B000XTBEY4,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,23,23,5,5,4,15,0,17,0,0,0,0,0,0
B000XTCFME,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,23,23,7,7,2,10,0,20,0,0,0,0,0,0
B000XTCFOC,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,14,14,5,5,9,9,3,32,0,0,0,0,0,0
B000XTD226,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,17,17,5,5,10,15,0,23,0,0,0,0,0,0
B000XTDYJW,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,20,20,5,5,7,9,0,20,0,5,0,0,0,0
B000XTFP0I,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,25,25,7,7,0,10,0,18,0,0,0,0,0,0
B000XU49MW,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,16,16,7,7,9,13,0,24,0,0,0,0,0,0
B000XU49RW,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,12,12,7,7,13,13,0,28,0,0,0,0,0,0
B000XVDNCI,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,19,19,5,5,8,11,0,25,0,0,0,0,0,0
B000XVEZFC,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,16,16,10,10,6,9,0,25,0,0,0,0,0,0
B000XY9LT4,10,128,64,64,128,128,64,62,126,7,7,79,50,34,61,27,0,17,17,7,7,8,15,0,5,0,4,0,8,0,0
B000XYD7CG,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,19,19,6,6,7,14,0,21,0,0,0,0,0,0
B000XYPNMS,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,18,18,8,8,6,12,0,22,0,0,0,0,0,0
B000XZKVHE,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,26,26,7,8,0,12,0,14,0,0,0,0,0,0
B000XZSVQC,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,15,15,8,8,9,15,0,22,0,0,0,0,0,0
B000Y038CS,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,20,20,7,7,5,15,0,18,0,0,0,0,0,0
B000Y144SE,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,23,23,4,4,5,12,0,21,0,0,0,0,0,0
B000Y18UKM,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,15,15,5,5,12,15,0,25,0,0,0,0,0,0
B000Y1JT8E,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,27,27,6,7,0,15,0,11,0,0,0,0,0,0
B000Y4357C,10,128,64,64,128,128,64,56,120,7,7,79,50,34,55,21,0,19,19,3,3,10,13,0,4,0,4,0,7,0,0
B000Y8GF2K,10,128,64,64,128,128,64,52,116,7,7,79,50,34,51,17,0,15,15,5,5,9,9,2,5,0,4,0,8,0,0
B000Y8X0LE,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,25,25,7,7,0,12,0,16,0,0,0,0,0,0
B000YA3HVK,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,14,14,10,10,8,17,0,19,0,0,0,0,0,0
B000YB1XRO,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,16,16,5,5,11,13,0,26,0,0,0,0,0,0
B000YB3NL8,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,23,23,5,5,4,13,0,19,0,0,0,0,0,0
B000YB6TIM,10,128,64,64,128,128,64,64,128,7,7,78,50,35,63,28,0,26,26,5,5,2,13,0,16,0,0,0,0,0,0
B000YB70PS,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,28,28,5,5,0,11,0,16,0,0,0,0,0,0
B000YBNL2Y,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,18,18,8,8,6,9,0,24,0,0,0,0,0,0
B000YBV4GY,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,19,19,4,4,9,15,0,22,0,0,0,0,0,0
B000YBZIAC,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,17,17,7,7,8,13,0,23,0,0,0,0,0,0
B000YC3VHS,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,11,11,6,6,13,13,1,27,0,2,0,0,0,0
B000YC718S,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,18,18,6,6,8,14,0,22,0,0,0,0,0,0
B000YD6B8S,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,19,19,5,5,8,13,0,23,0,0,0,0,0,0
B000YDF6CA,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,17,17,4,4,11,12,0,27,0,0,0,0,0,0
B000YDJGVC,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,22,22,5,5,5,9,0,24,0,0,0,0,0,0
B000YDL2XM,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,23,23,4,4,5,13,0,20,0,0,0,0,0,0
B000YDL5SE,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,13,13,4,4,13,13,1,30,0,0,0,0,0,0
B000YG82HI,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,20,20,8,8,4,12,0,20,0,0,0,0,0,0
B000YHLOC2,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,23,23,10,10,0,9,0,18,0,0,0,0,0,0
B000YHQLRK,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,26,26,5,5,1,12,0,17,0,0,0,0,0,0
B000YHUVXK,10,128,64,64,128,128,64,64,128,7,7,78,50,35,63,28,0,8,8,5,5,9,11,0,25,0,0,0,0,10,10
B000YII6HM,10,128,64,64,128,128,64,64,128,7,7,78,50,35,63,28,0,18,18,5,5,10,15,0,22,0,0,0,0,0,0
B000YIVSMW,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,10,10,5,5,17,22,0,23,0,0,0,0,0,0
B000YJ2SKM,10,128,64,64,128,128,64,64,128,7,7,80,50,33,63,30,0,15,15,6,6,10,16,0,23,0,0,0,0,0,0
B000YJ2SLG,10,128,64,64,128,128,64,64,128,7,7,81,50,32,63,31,0,14,14,6,6,10,14,0,26,0,0,0,0,0,0
B000YL8NOK,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,17,17,8,8,7,15,0,20,0,0,0,0,0,0
