set_id,depth,current_token,assigned_token,descendant_items,current_own_weight,assigned_own_weight,current_margin,assigned_margin
034c0279040dfd53,5,591,23623,1,0.0,0.2529371122472138,0.0,0.2529371122472138
034c0279040dfd53,5,632,2045,1,0.0,0.24982245868570227,0.0,0.24982245868570227
034c0279040dfd53,5,755,235,1,0.0,0.19007967977425752,-0.13459449741067106,0.19007967977425752
034c0279040dfd53,5,927,22215,1,0.0,0.46019909628178945,0.0,0.07004415895518895
034c0279040dfd53,5,940,399,1,0.0,0.2218760693244855,-0.13212680870302812,0.2218760693244855
034c0279040dfd53,5,948,935,1,0.0,0.21555715047048363,0.0,0.21555715047048363
61401e8c8905473e,5,536,5449,1,0.0,0.18210431348736994,0.0,0.18210431348736994
61401e8c8905473e,5,632,3650,1,0.0,0.17638750957230423,0.0,0.08919304596210895
31e4c22affc4cd34,3,15474,4088,1,0.18478951093256013,0.5553013537755127,0.09273165826297083,0.002024818163639419
31e4c22affc4cd34,3,21510,21510,1,0.14890506346570695,0.14890506346570695,0.14890506346570695,0.14890506346570695
dc12301d92af15bb,2,6029,6029,1,0.3864858463214703,0.3864858463214703,0.2733276048675143,0.2733276048675143
dc12301d92af15bb,2,23094,1999,3,0.15784761408455938,0.3912075575764975,0.15784761408455938,0.279861871780949
9fbada36c59489ae,3,1745,11925,1,0.2821214800840605,0.36561532767557003,0.2821214800840605,0.36561532767557003
9fbada36c59489ae,3,2754,2754,1,0.29039380928222197,0.29039380928222197,0.29039380928222197,0.29039380928222197
9fbada36c59489ae,3,3944,3944,1,0.5331397494447416,0.5331397494447416,0.5331397494447416,0.5331397494447416
9fbada36c59489ae,3,4088,4088,1,0.566868477806177,0.566868477806177,0.566868477806177,0.566868477806177
9fbada36c59489ae,3,4785,25,1,0.151847121117338,0.42373234650921643,0.151847121117338,0.17353084932294366
9fbada36c59489ae,3,5404,5404,1,0.6378477746269946,0.6378477746269946,0.6378477746269946,0.6378477746269946
9fbada36c59489ae,3,5799,979,1,0.22673135052631005,0.265832199503168,0.22673135052631005,0.265832199503168
9fbada36c59489ae,3,8032,8032,1,0.4160562249243594,0.4160562249243594,0.4160562249243594,0.4160562249243594
9fbada36c59489ae,3,8515,73,1,0.15351275769007783,0.5018375920285714,0.15351275769007783,0.013379365860424541
9fbada36c59489ae,3,9872,6043,1,0.3648376825511202,0.2792118266987082,0.13051051629988134,0.2792118266987082
9fbada36c59489ae,3,23640,23640,1,0.4471052232347946,0.4471052232347946,0.4471052232347946,0.4471052232347946
9fbada36c59489ae,3,26914,1283,1,0.19971763796109357,0.22017080426053678,0.19971763796109357,0.22017080426053678
24da5be6195cedca,5,357,29816,1,0.0,0.3257822279590108,0.0,-0.0022619194547128796
24da5be6195cedca,5,519,2164,1,0.0,0.3132259410065846,0.0,-0.0027815299096792256
24da5be6195cedca,5,536,3795,1,0.0,0.2978491949105744,0.0,0.0661496439502419
24da5be6195cedca,5,632,3098,1,0.0,0.40896655910824264,0.0,0.002819893065207635
685a869ca8ec3124,3,5141,3016,1,0.17475293077238555,0.2999808446692228,0.17475293077238555,0.0890630633294805
685a869ca8ec3124,3,11754,11754,1,0.24659814151328496,0.24659814151328496,0.24659814151328496,0.24659814151328496
42bdf2f146533c16,3,7134,7134,1,0.21767475424632943,0.21767475424632943,0.21767475424632943,0.21767475424632943
42bdf2f146533c16,3,7746,649,1,0.09740240457948042,0.6819313869507967,0.09740240457948042,0.2313077115261401
42bdf2f146533c16,3,11925,1704,1,0.33275548830902363,0.26239533536562526,0.01169879355632103,0.26239533536562526
0245d6d43dea4aa6,2,8150,8150,1,0.3357996642231831,0.3357996642231831,0.3357996642231831,0.3357996642231831
0245d6d43dea4aa6,2,8780,8780,1,0.3003283427847571,0.3003283427847571,0.3003283427847571,0.3003283427847571
0245d6d43dea4aa6,2,9062,158,1,0.495309880315604,0.2843197289795437,-0.014242964027425253,0.17283002735796882
0245d6d43dea4aa6,2,9192,9062,1,0.22244090706002062,0.5095528443430293,0.22244090706002062,0.014242964027425253
0245d6d43dea4aa6,2,10224,5402,1,0.26633356246060697,0.18179985645250857,0.023905758794573906,0.18179985645250857
0245d6d43dea4aa6,2,13754,13754,2,0.43950987888840226,0.43950987888840226,0.2722040159857134,0.2722040159857134
0245d6d43dea4aa6,2,14875,3377,1,0.2668690964192843,0.3396007844212887,0.1116122894064715,0.2078874359276191
0245d6d43dea4aa6,2,29785,29785,1,0.4071411222518041,0.4071411222518041,0.4071411222518041,0.4071411222518041
a7fe8786c9b01c8f,3,1519,1519,1,0.3380912512023341,0.3380912512023341,0.3380912512023341,0.3380912512023341
a7fe8786c9b01c8f,3,1788,1788,1,0.42862547074805296,0.42862547074805296,0.11142907005805963,0.11142907005805963
a7fe8786c9b01c8f,3,1947,1947,1,0.3572447834465487,0.3572447834465487,0.3572447834465487,0.3572447834465487
a7fe8786c9b01c8f,3,3835,545,1,0.25478489453982084,0.32025414184982576,0.25478489453982084,0.32025414184982576
a7fe8786c9b01c8f,3,8010,8010,1,0.29451402882788114,0.29451402882788114,0.29451402882788114,0.29451402882788114
a7fe8786c9b01c8f,3,8678,8678,1,0.24005566162499575,0.24005566162499575,0.24005566162499575,0.24005566162499575
a7fe8786c9b01c8f,3,22690,22690,1,0.32574006339290845,0.32574006339290845,0.32574006339290845,0.32574006339290845
4ced593d589bca04,2,418,418,1,0.41665745598421944,0.41665745598421944,0.41665745598421944,0.41665745598421944
4ced593d589bca04,2,1050,1050,1,0.3178994826495942,0.3178994826495942,0.3178994826495942,0.3178994826495942
4ced593d589bca04,2,1394,1394,1,0.39632169770334247,0.39632169770334247,0.3685847631039457,0.3685847631039457
4ced593d589bca04,2,1677,1677,1,0.26048284658524745,0.26048284658524745,0.26048284658524745,0.26048284658524745
4ced593d589bca04,2,2140,14177,1,0.31790207752100774,0.19758694331724674,-0.056256194835717366,0.19758694331724674
4ced593d589bca04,2,2288,73,1,0.4020914165460708,0.3494800513267879,0.2896567498385298,0.3494800513267879
4ced593d589bca04,2,2302,2302,1,0.3884110285696721,0.3884110285696721,0.3884110285696721,0.3884110285696721
4ced593d589bca04,2,2354,2354,1,0.248650858272326,0.248650858272326,0.248650858272326,0.248650858272326
4ced593d589bca04,2,2594,2594,3,0.4428133142404967,0.4428133142404967,0.030801913387943858,0.030801913387943858
4ced593d589bca04,2,2601,2601,1,0.35549312830263674,0.35549312830263674,0.35549312830263674,0.35549312830263674
4ced593d589bca04,2,2774,2774,1,0.34657665097422014,0.34657665097422014,0.34657665097422014,0.34657665097422014
4ced593d589bca04,2,3523,3523,1,0.4718707714201145,0.4718707714201145,0.4718707714201145,0.4718707714201145
4ced593d589bca04,2,5413,15886,1,0.26303008280717605,0.23387201364144738,0.13469726234005744,0.23387201364144738
4ced593d589bca04,2,7171,7171,1,0.3721257267696515,0.3721257267696515,0.3721257267696515,0.3721257267696515
4ced593d589bca04,2,10138,10138,1,0.3749910251218834,0.3749910251218834,0.3749910251218834,0.3749910251218834
4ced593d589bca04,2,11113,11113,1,0.4137745992555758,0.4137745992555758,0.4137745992555758,0.4137745992555758
4ced593d589bca04,2,11746,11746,1,0.26006594868048305,0.26006594868048305,0.26006594868048305,0.26006594868048305
4ced593d589bca04,2,12022,7602,1,0.2947037880473698,0.39705044696188097,0.2947037880473698,0.39705044696188097
4ced593d589bca04,2,12840,12010,1,0.2632377159433403,0.1919829400582318,0.052122884715535556,0.1919829400582318
4ced593d589bca04,2,13619,13619,1,0.30439642044665466,0.30439642044665466,0.2325919508697184,0.2325919508697184
4ced593d589bca04,2,13754,2517,1,0.24634405772547785,0.19561847227747126,0.020637409375124455,0.19561847227747126
4ced593d589bca04,2,14520,14520,1,0.3679951524518498,0.3679951524518498,0.3679951524518498,0.3679951524518498
4ced593d589bca04,2,14938,14938,3,0.5174904205545583,0.5174904205545583,0.3488050170694531,0.3488050170694531
4ced593d589bca04,2,16436,2754,1,0.16535420449852387,0.24631954878608775,0.16535420449852387,0.24631954878608775
4ced593d589bca04,2,21007,21007,1,0.43399295987597175,0.43399295987597175,0.43399295987597175,0.43399295987597175
4ced593d589bca04,2,21696,21696,1,0.40289540949198704,0.40289540949198704,0.40289540949198704,0.40289540949198704
4ced593d589bca04,2,25295,1355,1,0.2194431846309,0.3995148452671386,0.2194431846309,0.15863954242373515
4ced593d589bca04,2,26750,8150,1,0.22638436993246142,0.40940574914900396,0.22638436993246142,0.0908207292996756
4ced593d589bca04,2,31140,31140,1,0.22867773275351203,0.22867773275351203,0.22867773275351203,0.22867773275351203
b5ae404f77d79bd4,2,1554,1554,2,0.38314512279593504,0.38314512279593504,0.25724402444657507,0.25724402444657507
b5ae404f77d79bd4,2,10669,14927,3,0.30185796293578104,0.3156918806731157,0.1781750049193223,0.1863406280386551
4d3cf9f1da9d847e,3,853,2595,1,0.371736988938732,0.37429697565760733,0.371736988938732,0.37429697565760733
4d3cf9f1da9d847e,3,1236,1236,1,0.233391223028226,0.233391223028226,0.233391223028226,0.233391223028226
4d3cf9f1da9d847e,3,1554,1554,1,0.37770329504808,0.37770329504808,0.37770329504808,0.37770329504808
54e2231970422b17,3,233,233,1,0.27144737438967825,0.27144737438967825,0.27144737438967825,0.27144737438967825
54e2231970422b17,3,6079,4124,1,0.23630961954543125,0.6542969955610148,0.23630961954543125,0.013518362321675803
54e2231970422b17,3,25588,4113,1,0.16537500358257068,0.16847023735406633,0.16537500358257068,0.16847023735406633
75f0c0a09ec1b4be,2,303,26141,1,0.2900557349264041,0.6827564330566583,0.15583212030930604,0.055398655522490126
75f0c0a09ec1b4be,2,4613,4613,1,0.36381943288087665,0.36381943288087665,0.36381943288087665,0.36381943288087665
75f0c0a09ec1b4be,2,7115,2316,1,0.17950649639665314,0.27267496306129824,0.17950649639665314,0.27267496306129824
75f0c0a09ec1b4be,2,8701,8701,1,0.48884904160239934,0.48884904160239934,0.23588691153398622,0.23588691153398622
75f0c0a09ec1b4be,2,9488,609,2,0.16666719362896404,0.25013466311124044,0.00047406652667378313,0.0007114805761104792
75f0c0a09ec1b4be,2,10416,10416,1,0.24532453508648364,0.24532453508648364,0.24532453508648364,0.24532453508648364
75f0c0a09ec1b4be,2,17446,22772,1,0.18553751193349066,0.33779685633348616,0.18553751193349066,0.33779685633348616
75f0c0a09ec1b4be,2,22900,22900,1,0.17403354512254138,0.17403354512254138,0.17403354512254138,0.17403354512254138
75f0c0a09ec1b4be,2,28656,3197,1,0.18963970489462229,0.29374056555186445,0.18963970489462229,0.29374056555186445
75f0c0a09ec1b4be,2,31089,31089,1,0.30790178102207105,0.30790178102207105,0.30790178102207105,0.30790178102207105
723dd857973887a5,3,9336,9336,1,0.3661470842402503,0.3661470842402503,0.3661470842402503,0.3661470842402503
723dd857973887a5,3,13214,3285,1,0.2742575895617479,0.35697964118002257,0.2742575895617479,0.35697964118002257
723dd857973887a5,3,14952,14952,1,0.36594876057058584,0.36594876057058584,0.36594876057058584,0.36594876057058584
723dd857973887a5,3,15406,15406,1,0.37753530571356575,0.37753530571356575,0.37753530571356575,0.37753530571356575
723dd857973887a5,3,22471,18320,1,0.2734372052768073,0.28038901865569443,0.2734372052768073,0.28038901865569443
afd2e63fc9895419,2,1167,1167,4,0.3433758408680972,0.3433758408680972,0.06734853655470918,0.06734853655470918
afd2e63fc9895419,2,1977,4372,2,0.3588974801254311,0.2584894058585413,0.03698717389968548,0.23849917610266166
afd2e63fc9895419,2,2600,2600,2,0.38736728821181565,0.38736728821181565,0.16939325303229233,0.16939325303229233
afd2e63fc9895419,2,2810,2810,1,0.5100632473959175,0.5100632473959175,0.5100632473959175,0.5100632473959175
afd2e63fc9895419,2,3408,3408,1,0.28807892143194846,0.28807892143194846,0.28807892143194846,0.28807892143194846
afd2e63fc9895419,2,3903,3903,1,0.3024153238653246,0.3024153238653246,0.3024153238653246,0.3024153238653246
afd2e63fc9895419,2,5013,387,4,0.2789068217700189,0.1640042500045281,-0.0661695071300974,0.1347634219058353
afd2e63fc9895419,2,7018,15721,1,0.28243128676704815,0.5717542946972588,0.28243128676704815,0.011877189661178456
afd2e63fc9895419,2,8498,858,1,0.3934688636732396,0.31466966723443085,0.09747513457792406,0.31466966723443085
afd2e63fc9895419,2,9999,9999,1,0.5182404680790654,0.5182404680790654,0.14474090065643302,0.14474090065643302
afd2e63fc9895419,2,12539,12539,1,0.37800178604557544,0.37800178604557544,0.37800178604557544,0.37800178604557544
afd2e63fc9895419,2,13652,13652,7,0.4170460664535164,0.4170460664535164,0.4170460664535164,0.4170460664535164
afd2e63fc9895419,2,13710,13710,1,0.406254503858709,0.406254503858709,0.3416224685254895,0.3416224685254895
afd2e63fc9895419,2,13888,1147,1,0.2692296845643372,0.29707348638376163,0.04064464326855077,0.29707348638376163
afd2e63fc9895419,2,14526,14526,12,0.529501056170783,0.529501056170783,0.31094657787258984,0.31094657787258984
afd2e63fc9895419,2,16528,16528,2,0.33363750074918086,0.33363750074918086,0.33363750074918086,0.33363750074918086
afd2e63fc9895419,2,19317,19317,1,0.5914640971748563,0.5914640971748563,0.5914640971748563,0.5914640971748563
afd2e63fc9895419,2,19484,19484,3,0.4261401213134189,0.4261401213134189,0.23888741672875202,0.23888741672875202
afd2e63fc9895419,2,20103,20103,2,0.2768304335560714,0.2768304335560714,0.2768304335560714,0.2768304335560714
afd2e63fc9895419,2,22562,22562,1,0.40815588672235253,0.40815588672235253,0.40815588672235253,0.40815588672235253
afd2e63fc9895419,2,26142,26142,1,0.4055253400524362,0.4055253400524362,0.4055253400524362,0.4055253400524362
afd2e63fc9895419,2,26210,26210,4,0.274123881450614,0.274123881450614,0.24989185603859027,0.24989185603859027
afd2e63fc9895419,2,26211,26211,1,0.5012483347862358,0.5012483347862358,0.5012483347862358,0.5012483347862358
22003f423504230f,3,2600,2600,1,0.3226881378742796,0.3226881378742796,0.15231250693009063,0.15231250693009063
22003f423504230f,3,6647,1886,1,0.30866826254169216,0.30955613591548603,0.30866826254169216,0.30955613591548603
22003f423504230f,3,18612,18612,1,0.3103563693882695,0.3103563693882695,0.3103563693882695,0.3103563693882695
6cb51107c0258867,2,2412,2412,1,0.5267586583914126,0.5267586583914126,0.329629285066639,0.329629285066639
6cb51107c0258867,2,2494,2494,1,0.460172440377703,0.460172440377703,0.34277868054936245,0.34277868054936245
6cb51107c0258867,2,5040,5040,1,0.41392390081730973,0.41392390081730973,0.41392390081730973,0.41392390081730973
6cb51107c0258867,2,5103,5103,1,0.5165182156452938,0.5165182156452938,0.5165182156452938,0.5165182156452938
6cb51107c0258867,2,8030,8030,1,0.5565299506471648,0.5565299506471648,0.5565299506471648,0.5565299506471648
6cb51107c0258867,2,10081,10081,1,0.27882751239113,0.27882751239113,0.27882751239113,0.27882751239113
6cb51107c0258867,2,23752,23752,1,0.34703508683817125,0.34703508683817125,0.34703508683817125,0.34703508683817125
ef3dd718ed27f55a,2,759,759,3,0.36188215056148637,0.36188215056148637,0.20791529176719692,0.20791529176719692
ef3dd718ed27f55a,2,1309,1309,1,0.4551684982366862,0.4551684982366862,0.4551684982366862,0.4551684982366862
ef3dd718ed27f55a,2,1836,1836,2,0.23858671896317238,0.23858671896317238,0.17100250751095,0.17100250751095
ef3dd718ed27f55a,2,2429,17442,1,0.2332781487864403,0.15611081454575693,-0.03948753474556069,0.15611081454575693
ef3dd718ed27f55a,2,5605,5605,3,0.2653447246963456,0.2653447246963456,0.12432592221944219,0.12432592221944219
ef3dd718ed27f55a,2,5628,12840,1,0.24118056080850114,0.3052264580297943,0.24118056080850114,0.3052264580297943
ef3dd718ed27f55a,2,6817,6817,1,0.437024527948904,0.437024527948904,0.437024527948904,0.437024527948904
ef3dd718ed27f55a,2,8038,8038,2,0.38761662624827187,0.38761662624827187,0.38761662624827187,0.38761662624827187
ef3dd718ed27f55a,2,8413,12792,1,0.15636686204083763,0.13864284877431376,0.016260467310074495,0.13864284877431376
ef3dd718ed27f55a,2,8441,8441,1,0.1832911537757569,0.1832911537757569,0.1832911537757569,0.1832911537757569
ef3dd718ed27f55a,2,10100,10100,1,0.35039249747112056,0.35039249747112056,0.35039249747112056,0.35039249747112056
ef3dd718ed27f55a,2,10447,10447,1,0.2838500851787081,0.2838500851787081,0.13819390567153225,0.13819390567153225
ef3dd718ed27f55a,2,10740,10740,5,0.31283683168914966,0.31283683168914966,0.06575832159876704,0.06575832159876704
ef3dd718ed27f55a,2,12543,12543,2,0.30098455814426955,0.30098455814426955,0.30098455814426955,0.30098455814426955
ef3dd718ed27f55a,2,12744,12744,1,0.2852444923534143,0.2852444923534143,0.2852444923534143,0.2852444923534143
ef3dd718ed27f55a,2,13248,13248,1,0.23466347057783532,0.23466347057783532,0.23466347057783532,0.23466347057783532
ef3dd718ed27f55a,2,17837,17837,1,0.28462454421682654,0.28462454421682654,0.28462454421682654,0.28462454421682654
ef3dd718ed27f55a,2,18413,18413,1,0.6050141977858206,0.6050141977858206,0.6050141977858206,0.6050141977858206
ef3dd718ed27f55a,2,22772,2774,1,0.24779903913517037,0.5779222903390989,0.1469065766693578,0.07134736618685666
ef3dd718ed27f55a,2,28784,28784,1,0.35371677098618654,0.35371677098618654,0.27863701545954933,0.27863701545954933
33d5b0ffe9ba237b,1,1673,1673,2,0.3085281070450184,0.3085281070450184,0.3085281070450184,0.3085281070450184
33d5b0ffe9ba237b,1,1725,1725,4,0.3045634977812965,0.3045634977812965,0.3045634977812965,0.3045634977812965
33d5b0ffe9ba237b,1,6331,6331,58,0.3940521821619535,0.3940521821619535,0.06934413300538445,0.06934413300538445
33d5b0ffe9ba237b,1,6797,6797,1,0.41863947886928654,0.41863947886928654,0.41863947886928654,0.41863947886928654
33d5b0ffe9ba237b,1,7895,7895,1,0.3542089987541318,0.3542089987541318,0.3517308590234717,0.3517308590234717
33d5b0ffe9ba237b,1,7922,7922,1,0.2264048550355398,0.2264048550355398,0.2264048550355398,0.2264048550355398
33d5b0ffe9ba237b,1,9062,9062,1,0.49930154666593407,0.49930154666593407,0.49930154666593407,0.49930154666593407
33d5b0ffe9ba237b,1,10631,10631,2,0.35963768888855524,0.35963768888855524,0.35963768888855524,0.35963768888855524
33d5b0ffe9ba237b,1,11398,11398,1,0.3172213129283027,0.3172213129283027,0.3172213129283027,0.3172213129283027
33d5b0ffe9ba237b,1,13861,25466,1,0.3727024147158844,0.3739753678405773,0.2900525047025815,0.3739753678405773
33d5b0ffe9ba237b,1,14923,14923,1,0.3601014135491398,0.3601014135491398,0.3601014135491398,0.3601014135491398
33d5b0ffe9ba237b,1,18410,945,1,0.290114573297614,0.3440067036820876,0.290114573297614,0.3440067036820876
33d5b0ffe9ba237b,1,18861,18861,1,0.2954748615906363,0.2954748615906363,0.29347565626060157,0.29347565626060157
33d5b0ffe9ba237b,1,20949,14395,1,0.3113161142007252,0.36813341547720524,0.3113161142007252,0.36813341547720524
33d5b0ffe9ba237b,1,26415,75,1,0.23097279770606044,0.3039344327189176,0.23097279770606044,0.2038726588432897
33d5b0ffe9ba237b,1,27424,27424,1,0.40182257607517224,0.40182257607517224,0.40182257607517224,0.40182257607517224
d2988a772de6e1e5,2,615,615,10,0.2716613794414662,0.2716613794414662,0.003168361216228488,0.003168361216228488
d2988a772de6e1e5,2,628,628,6,0.3174274399337026,0.3174274399337026,0.015291334163306913,0.015291334163306913
d2988a772de6e1e5,2,630,630,1,0.22910875901416103,0.22910875901416103,0.22910875901416103,0.22910875901416103
d2988a772de6e1e5,2,951,895,1,0.18102633930194015,0.20167908639724935,0.08984089383031066,0.1339534084420991
d2988a772de6e1e5,2,994,1131,1,0.31084573815689337,0.22592945076854654,0.04400935601403927,0.15220820046833525
d2988a772de6e1e5,2,1152,1152,1,0.28560013208166546,0.28560013208166546,0.18670064687707455,0.18670064687707455
d2988a772de6e1e5,2,1343,1343,1,0.23886472360540847,0.23886472360540847,0.23886472360540847,0.23886472360540847
d2988a772de6e1e5,2,1463,1463,1,0.4337013065724606,0.4337013065724606,0.34085556287398916,0.34085556287398916
d2988a772de6e1e5,2,2577,6331,1,0.25865311840036836,0.5453518325365533,0.25865311840036836,0.0754248450034859
d2988a772de6e1e5,2,2722,2722,1,0.3428489808294389,0.3428489808294389,0.3428489808294389,0.3428489808294389
d2988a772de6e1e5,2,4031,4031,1,0.34239394899223896,0.34239394899223896,0.22296158718953474,0.22296158718953474
d2988a772de6e1e5,2,4345,4345,1,0.4446840378931962,0.4446840378931962,0.3415409435687231,0.3415409435687231
d2988a772de6e1e5,2,4883,4883,1,0.2757094672274243,0.2757094672274243,0.2757094672274243,0.2757094672274243
d2988a772de6e1e5,2,5551,5551,1,0.40310502473598137,0.40310502473598137,0.40310502473598137,0.40310502473598137
d2988a772de6e1e5,2,5557,5557,1,0.4391494652758519,0.4391494652758519,0.4391494652758519,0.4391494652758519
d2988a772de6e1e5,2,5828,303,10,0.21687685535386653,0.24283508839841103,0.020907307410118814,0.03197832775594342
d2988a772de6e1e5,2,5875,5875,1,0.24503791874953265,0.24503791874953265,0.2029956948107972,0.2029956948107972
d2988a772de6e1e5,2,6903,6903,1,0.2298197467924426,0.2298197467924426,0.2298197467924426,0.2298197467924426
d2988a772de6e1e5,2,7673,2555,1,0.34702424148106703,0.2912193544201227,0.23304914823311623,0.2912193544201227
d2988a772de6e1e5,2,9905,9905,3,0.25975283059998383,0.25975283059998383,0.03266447656045934,0.03266447656045934
d2988a772de6e1e5,2,10123,2213,1,0.23318753187367736,0.3914100700327171,0.011822864000790329,0.14291677507713266
d2988a772de6e1e5,2,11081,12603,4,0.14607714608378267,0.4770016469154743,-0.002084658552770957,-0.006807263076989756
d2988a772de6e1e5,2,15431,15431,1,0.31284112832423044,0.31284112832423044,0.31284112832423044,0.31284112832423044
d2988a772de6e1e5,2,15568,15568,1,0.2648394579398875,0.2648394579398875,0.2648394579398875,0.2648394579398875
d2988a772de6e1e5,2,22884,22884,1,0.22547048625036256,0.22547048625036256,0.22547048625036256,0.22547048625036256
d2988a772de6e1e5,2,23335,23335,1,0.1622389824398866,0.1622389824398866,0.1622389824398866,0.1622389824398866
d2988a772de6e1e5,2,23997,23997,1,0.31566186358218506,0.31566186358218506,0.31566186358218506,0.31566186358218506
d2988a772de6e1e5,2,25669,25669,1,0.22693357649312157,0.22693357649312157,0.22693357649312157,0.22693357649312157
d2988a772de6e1e5,2,27156,27156,1,0.2546561269625552,0.2546561269625552,0.2546561269625552,0.2546561269625552
d2988a772de6e1e5,2,28212,28212,1,0.15447953271557682,0.15447953271557682,0.15447953271557682,0.15447953271557682
e7f5af9ad1997330,3,2213,6331,4,0.24257767098680724,0.41969495250160477,-0.05368102962212831,-0.009132269605815035
e7f5af9ad1997330,3,4628,12603,1,0.1531521906283769,0.44551996784177894,0.1531521906283769,0.005410155132175576
e7f5af9ad1997330,3,9305,9305,2,0.14338353026781386,0.14338353026781386,0.14338353026781386,0.14338353026781386
e7f5af9ad1997330,3,16433,778,1,0.14714999205382795,0.22497062062635473,0.14714999205382795,0.22497062062635473
e7f5af9ad1997330,3,21280,21280,1,0.15346839860330078,0.15346839860330078,0.15346839860330078,0.15346839860330078
e7f5af9ad1997330,3,21441,21441,1,0.1502732646802504,0.1502732646802504,0.1502732646802504,0.1502732646802504
4db8500e5b84cc0b,3,521,23330,1,0.2707685929716896,0.20081302544630883,-0.050133786465004604,0.20081302544630883
4db8500e5b84cc0b,3,4885,4885,1,0.2316231073542641,0.2316231073542641,0.2316231073542641,0.2316231073542641
4db8500e5b84cc0b,3,9135,9135,2,0.27397255728973224,0.27397255728973224,0.27397255728973224,0.27397255728973224
4db8500e5b84cc0b,3,13762,29072,1,0.352617874707027,0.6739347764673971,0.352617874707027,0.11462885939271494
4db8500e5b84cc0b,3,15848,15848,1,0.1895287417281324,0.1895287417281324,0.1895287417281324,0.1895287417281324
4db8500e5b84cc0b,3,22375,22375,1,0.27489600488199745,0.27489600488199745,0.27489600488199745,0.27489600488199745
4db8500e5b84cc0b,3,26320,26320,1,0.34140209721519227,0.34140209721519227,0.34140209721519227,0.34140209721519227
73f0e94ec7fb5b50,3,2601,2601,1,0.39973303041391106,0.39973303041391106,0.2881279900612758,0.2881279900612758
73f0e94ec7fb5b50,3,4038,4038,1,0.37178002384254033,0.37178002384254033,0.37178002384254033,0.37178002384254033
73f0e94ec7fb5b50,3,4700,502,1,0.16287904814718962,0.2526188887462311,0.16287904814718962,0.2526188887462311
c26631e2517e6452,3,2816,733,1,0.21060927174635163,0.33132581463191624,-0.068153960192543,0.11205376135114695
c26631e2517e6452,3,7531,7531,1,0.28580134657782463,0.28580134657782463,0.28580134657782463,0.28580134657782463
c26631e2517e6452,3,15689,4595,1,0.21146977015114887,0.26983255646759297,0.21146977015114887,0.26983255646759297
07b42d703080a247,3,1395,1395,5,0.42903212027320825,0.42903212027320825,0.31159106113102264,0.31159106113102264
07b42d703080a247,3,6884,831,1,0.24394493704341033,0.21842269705135306,0.14462949842337386,0.21842269705135306
f3bb788650abebd8,2,238,238,1,0.2638217856742538,0.2638217856742538,0.2638217856742538,0.2638217856742538
f3bb788650abebd8,2,2304,2304,6,0.37133349063354604,0.37133349063354604,0.37133349063354604,0.37133349063354604
f3bb788650abebd8,2,2689,1449,1,0.30754243077156873,0.3474614847676121,0.10344198987537481,0.07813390537417159
f3bb788650abebd8,2,3223,3223,1,0.1864594337725918,0.1864594337725918,0.1864594337725918,0.1864594337725918
f3bb788650abebd8,2,3297,3297,3,0.27700187868825443,0.27700187868825443,0.27700187868825443,0.27700187868825443
f3bb788650abebd8,2,3852,3852,1,0.5507305932465622,0.5507305932465622,0.5507305932465622,0.5507305932465622
f3bb788650abebd8,2,4124,4124,2,0.5577597961959312,0.5577597961959312,0.4633005006583363,0.4633005006583363
f3bb788650abebd8,2,4748,4748,1,0.3236760656482706,0.3236760656482706,0.3236760656482706,0.3236760656482706
f3bb788650abebd8,2,4805,4805,1,0.4652524747781125,0.4652524747781125,0.4652524747781125,0.4652524747781125
f3bb788650abebd8,2,5516,5516,1,0.24770953887235833,0.24770953887235833,0.24770953887235833,0.24770953887235833
f3bb788650abebd8,2,5600,5600,1,0.3156933067896842,0.3156933067896842,0.3156933067896842,0.3156933067896842
f3bb788650abebd8,2,6124,6124,1,0.38223448499838947,0.38223448499838947,0.38223448499838947,0.38223448499838947
f3bb788650abebd8,2,9087,9087,1,0.2889314957200223,0.2889314957200223,0.2889314957200223,0.2889314957200223
f3bb788650abebd8,2,9455,9455,1,0.3679748922979372,0.3679748922979372,0.21622386160349927,0.21622386160349927
f3bb788650abebd8,2,10057,232,1,0.2525808825382175,0.5558641662454072,0.2525808825382175,0.24852512214838185
f3bb788650abebd8,2,10872,25525,1,0.27273012256306134,0.28559658825205825,0.1396899258724815,0.28559658825205825
f3bb788650abebd8,2,11446,11446,1,0.3234959764166376,0.3234959764166376,0.18716258895566337,0.18716258895566337
f3bb788650abebd8,2,12239,12239,1,0.4653964315591303,0.4653964315591303,0.4653964315591303,0.4653964315591303
f3bb788650abebd8,2,12638,300,1,0.29042746244694084,0.29398183891129404,0.29042746244694084,0.29398183891129404
f3bb788650abebd8,2,13944,13944,2,0.399256674048153,0.399256674048153,0.399256674048153,0.399256674048153
f3bb788650abebd8,2,14446,4985,1,0.2819311548130854,0.31470283073179456,0.2819311548130854,0.31470283073179456
f3bb788650abebd8,2,14592,14592,1,0.286255053959023,0.286255053959023,0.286255053959023,0.286255053959023
f3bb788650abebd8,2,15309,172,3,0.23361043486139013,0.4139014947195675,0.23361043486139013,0.32667285674853147
f3bb788650abebd8,2,17204,17204,1,0.2915589087750046,0.2915589087750046,0.2915589087750046,0.2915589087750046
f3bb788650abebd8,2,19317,628,1,0.2901536359004919,0.3676910337662253,0.2901536359004919,0.3105193569975464
