user_id	split	history_length	target_frequency	baseline_rank	fused_rank
A8LJ8HEKCA51F	evaluation	3	12	14	WITHHELD
A3A2C2JTYZL7GT	evaluation	3	3	51	WITHHELD
AE2YHBLPABYNB	evaluation	5	23	51	WITHHELD
A4SD8F79JBYG2	evaluation	12	25	51	WITHHELD
A1AE8V6Y8T4KGL	evaluation	4	14	51	WITHHELD
A1I21325WNFBBT	evaluation	4	7	3	WITHHELD
A16Z2OECAUX8Z4	evaluation	20	31	21	WITHHELD
A3SMD3T0QTN109	evaluation	16	33	51	WITHHELD
A18WVXXPZDDG6I	evaluation	3	51	21	WITHHELD
A15HDZ5JVWVEVS	evaluation	5	35	51	WITHHELD
A6LOC4KOWG5AM	evaluation	3	16	6	WITHHELD
AQ3K8EDX90RVZ	evaluation	3	11	51	WITHHELD
ARSHV0G8QM2U4	evaluation	3	6	51	WITHHELD
A2ADYE01WEJ1V	evaluation	5	4	3	WITHHELD
AYOJ4CX2CZP7Y	evaluation	6	33	1	WITHHELD
A2OG83SEU9HL6D	evaluation	13	1	51	WITHHELD
A3O9F8ZI5TOE4M	evaluation	11	3	5	WITHHELD
A143F8QE8SNCKY	evaluation	10	25	51	WITHHELD
A3VCHITSUS169R	evaluation	5	3	51	WITHHELD
A1DP4SLO68X687	evaluation	3	27	51	WITHHELD
A2LW5AL0KQ9P1M	evaluation	20	25	28	WITHHELD
A1ACMQXCUDY7V	evaluation	3	4	51	WITHHELD
A2FI48NT11SEHF	evaluation	5	31	51	WITHHELD
A1PEKEZTSDJAVH	evaluation	5	33	51	WITHHELD
A1971XCYFN6R0K	evaluation	5	9	51	WITHHELD
A2KDVBSUDTG8WQ	evaluation	20	2	51	WITHHELD
A3113MICSM2UZ7	evaluation	3	6	51	WITHHELD
A1BWFERZE63OOR	evaluation	5	25	51	WITHHELD
A2X4R43S3SKLB9	evaluation	5	1	51	WITHHELD
AEMZ9Q76E6JYA	evaluation	3	31	51	WITHHELD
A6EXVZLJ3A9EG	evaluation	5	9	51	WITHHELD
A3MTNAG2HQ8LQO	evaluation	4	35	51	WITHHELD
AOLRZ59003N71	evaluation	3	8	51	WITHHELD
A1STBZ3KR4KDXG	evaluation	7	2	51	WITHHELD
A21TPLT8TU6BK	evaluation	3	4	51	WITHHELD
A25OZ0AQNXTNLQ	evaluation	5	62	51	WITHHELD
ACH40GDEWZRJS	calibration	5	5	51	51
ATLZNVLYKP9AZ	evaluation	17	32	40	WITHHELD
A1MYV8W0L2PPO6	evaluation	3	168	51	WITHHELD
ARWIFUVKNJ1RQ	evaluation	3	5	51	WITHHELD
AR4T6MHMX375H	evaluation	3	3	51	WITHHELD
A6VG20N5PW6UF	evaluation	9	6	51	WITHHELD
A7RMJ05QTA762	evaluation	4	3	51	WITHHELD
A28Z16OAWF35MT	evaluation	10	9	44	WITHHELD
A27BRS9UA93O6X	evaluation	4	17	51	WITHHELD
A3R1F5QKEDAV51	evaluation	4	5	51	WITHHELD
A3DCVXOK81NPB4	evaluation	3	32	51	WITHHELD
A1693QRJUO2BMW	evaluation	5	19	51	WITHHELD
A15I1HBA7A4AFQ	evaluation	6	11	51	WITHHELD
A272WUDCEDYJSL	evaluation	3	11	51	WITHHELD
A312Y9ESLKYJJH	evaluation	9	7	51	WITHHELD
A2U5GU21D0HHU1	evaluation	12	9	51	WITHHELD
A3V481ODRRLB0I	evaluation	20	100	51	WITHHELD
AUQ814GTDM07J	evaluation	6	13	51	WITHHELD
AWV4TARPMM9R3	evaluation	3	10	15	WITHHELD
A3F0407FPF87D5	evaluation	6	2	51	WITHHELD
A1ZWSK60V0RVZF	evaluation	5	30	51	WITHHELD
A2JDVZNTCXKUS2	evaluation	15	22	51	WITHHELD
A3DE8HIPHNOR9L	evaluation	4	24	11	WITHHELD
A33E16HAR8OY2A	evaluation	6	4	11	WITHHELD
A2SAKBTBTR2BNB	evaluation	3	25	51	WITHHELD
A1JBLXFTBU6SZN	evaluation	3	7	51	WITHHELD
A2VF9VXXYYH2TY	evaluation	12	15	4	WITHHELD
A2WW05ECGJLY7C	evaluation	3	11	51	WITHHELD
A2BCRGXX12Z9MF	evaluation	6	4	51	WITHHELD
A1MF1TP4K44WIF	evaluation	3	16	1	WITHHELD
A27JHN5LZXW6IG	evaluation	4	1	51	WITHHELD
A2O9HU1K7TCF7B	evaluation	10	27	42	WITHHELD
A3C89WADVMXRNL	evaluation	11	8	51	WITHHELD
ATZ1HQPWHPK5X	evaluation	3	5	51	WITHHELD
A1MF49W2L3JYJA	evaluation	3	22	51	WITHHELD
A38GU9H5BP8E5N	evaluation	3	4	51	WITHHELD
A3TDZ6BUCV05QG	evaluation	3	24	51	WITHHELD
AN2SCJ9PDVBIK	evaluation	20	9	51	WITHHELD
ADF0URBXWJQOJ	evaluation	3	10	51	WITHHELD
ATGC4MK4GQRH1	evaluation	9	35	51	WITHHELD
A2WOBCTR82WDAH	evaluation	3	10	51	WITHHELD
A2H7OV6LTO2RB	evaluation	3	3	51	WITHHELD
A14SRNQ2JT8WEA	evaluation	6	13	51	WITHHELD
A2SA2BX8NIZCZO	evaluation	3	7	51	WITHHELD
A367YF0EJSHVM3	evaluation	3	4	51	WITHHELD
A29G82TTPNID0T	evaluation	4	2	51	WITHHELD
A33Q2O6FQK65EK	evaluation	8	14	17	WITHHELD
A2G7932FZ1GIXH	calibration	3	12	1	1
A1JEA7U282WD4	evaluation	3	11	19	WITHHELD
A1K4B4LPPCUZGR	evaluation	3	16	51	WITHHELD
A194P59JUB7TR0	evaluation	4	83	51	WITHHELD
A3SAX3ROUGQX4B	evaluation	5	4	51	WITHHELD
A2NT5NQ89GSCCS	evaluation	4	5	9	WITHHELD
A2TDW6NOL0BYFN	evaluation	3	5	51	WITHHELD
A3HDOQRSOU7TGY	evaluation	10	25	51	WITHHELD
A3U0L571I9HHWO	evaluation	9	9	2	WITHHELD
A2MBLVMVDLHK1L	evaluation	5	13	51	WITHHELD
A2RFVSWZOBFDJ	evaluation	5	9	2	WITHHELD
AXY7LB6MPS5VM	evaluation	9	11	51	WITHHELD
A1JERA6E5NTJQK	evaluation	5	35	51	WITHHELD
AAKE8XRT4ME6G	evaluation	5	5	51	WITHHELD
A3OMJR9XRPPNWA	evaluation	7	6	51	WITHHELD
A1DP5M6MBBB37W	evaluation	3	3	51	WITHHELD
A3Q4GE8F5OD1HV	evaluation	5	1	51	WITHHELD
A1FU1UY55LM8FA	evaluation	6	22	51	WITHHELD
A2N0J7O4PGS711	evaluation	9	22	51	WITHHELD
A9UE7EOHSVY2M	evaluation	3	4	51	WITHHELD
AEDN15UDJAAZ	evaluation	3	94	51	WITHHELD
A1II7WIL38CICC	evaluation	5	8	51	WITHHELD
A2NVRVKIOO7PVI	evaluation	5	11	51	WITHHELD
AAXHSYP4T6VSZ	evaluation	4	9	51	WITHHELD
A2VG3TH6IMOVKM	calibration	4	27	51	51
A2Y87U9VKGRAAW	calibration	8	3	1	1
A480GWA0CM6ZU	evaluation	6	8	51	WITHHELD
A2XJ39LA9J5N74	evaluation	3	58	51	WITHHELD
A3T8P4BSXPW0T3	evaluation	6	40	44	WITHHELD
A12TAHNUST13F7	evaluation	3	2	51	WITHHELD
A312D7EYAT7UK1	evaluation	7	67	51	WITHHELD
A28SSGM360CRIE	evaluation	3	88	51	WITHHELD
A3EXW4HNYX7HF5	evaluation	12	47	51	WITHHELD
A2D8TFFD96QEAG	evaluation	6	2	51	WITHHELD
A1P5HSD4TZBCC6	evaluation	4	82	51	WITHHELD
A29RKUHDKO64U9	evaluation	5	10	51	WITHHELD
A1YCV76MUFESR1	evaluation	4	25	51	WITHHELD
A23QIRLKD9KKPT	evaluation	6	4	46	WITHHELD
A3VKKDQAR76O7H	evaluation	4	23	51	WITHHELD
A23TRU3NNTSPB5	evaluation	6	48	51	WITHHELD
AUCXT9K30SHYF	evaluation	20	18	8	WITHHELD
A3B1U9GW2C1K0W	evaluation	3	26	51	WITHHELD
A1B4SE9VIUUBFP	evaluation	3	24	51	WITHHELD
A3J32CP7XVRNS8	evaluation	5	11	51	WITHHELD
A2HKA3K3HBKZ3M	evaluation	3	6	51	WITHHELD
AYMH7TOU5AR19	evaluation	8	3	51	WITHHELD
A1AAOZPZ727SS7	evaluation	5	39	2	WITHHELD
A3PZLW5P97IO5R	evaluation	3	11	51	WITHHELD
A3EQ3SH24TYAP3	evaluation	3	4	51	WITHHELD
A215WH6RUDUCMP	evaluation	20	0	51	WITHHELD
A1F6FX6Z3HVVIU	evaluation	4	43	51	WITHHELD
AK1N85APU8E3Y	evaluation	4	8	51	WITHHELD
A3AJ6JN6NX5PQ4	evaluation	4	57	3	WITHHELD
AZKGCE3LNX7WB	evaluation	9	17	51	WITHHELD
A2Z7OW9PM7CMVO	evaluation	6	3	51	WITHHELD
A35UI2NV30AR9Z	evaluation	4	31	3	WITHHELD
A140X1CP9DZMWF	evaluation	3	6	51	WITHHELD
AUEH2LDR8T8ZM	evaluation	20	5	51	WITHHELD
A3AD91CVRXHM91	evaluation	20	2	51	WITHHELD
ASG57XENL4Z88	evaluation	5	1	51	WITHHELD
A2C0ZXU0H53OAL	evaluation	7	18	51	WITHHELD
A3GXWIS01AV35	evaluation	4	18	51	WITHHELD
A1IZRHRQNF3HSQ	evaluation	3	41	27	WITHHELD
AJ3OGDJTHULVP	evaluation	4	76	51	WITHHELD
A3ACQXKMCU4ZCQ	evaluation	7	16	51	WITHHELD
A2H3BF3NNQYKC9	evaluation	3	34	51	WITHHELD
A25X4F1TS2SW27	evaluation	3	165	8	WITHHELD
A2Z548GT5948WH	evaluation	6	52	51	WITHHELD
A2JHOWEW1T7W9U	evaluation	3	72	45	WITHHELD
A2LIH5ZPOC8JO9	evaluation	5	7	51	WITHHELD
A2LYUF12Z6GEIR	evaluation	3	8	51	WITHHELD
ADURJZY707568	evaluation	7	4	51	WITHHELD
A3T75L5RODA25H	evaluation	6	4	51	WITHHELD
AYAL91PGH2UXX	evaluation	6	31	51	WITHHELD
A21AO8OD439XA8	evaluation	4	4	51	WITHHELD
AHGG8UV27DSUT	evaluation	7	44	3	WITHHELD
A2USMIT2CSA08	evaluation	4	18	51	WITHHELD
A20KD887R616DJ	evaluation	13	2	51	WITHHELD
A1BPL1U71YBU1W	evaluation	4	8	51	WITHHELD
A3HJXZ11XTFB0E	evaluation	11	4	51	WITHHELD
ADOPZE1QQIA67	evaluation	4	5	51	WITHHELD
A2UGV0XSQKQ8UI	evaluation	3	8	51	WITHHELD
A3Q44X5CPTMJ5S	evaluation	10	3	51	WITHHELD
ASOWPC6NCNA9N	evaluation	3	10	51	WITHHELD
A6FLTU1QDQTKA	evaluation	6	23	51	WITHHELD
A3IVPJYAEA5UYI	evaluation	19	5	51	WITHHELD
A2MO2DSOO8YN75	evaluation	3	2	51	WITHHELD
A95YEVPCYD3N1	evaluation	4	9	51	WITHHELD
A2QRQE0ZFSHTKW	evaluation	9	1	51	WITHHELD
A18XDGB9377Q3T	evaluation	8	27	6	WITHHELD
A1CBJDITWZNIMB	evaluation	3	29	51	WITHHELD
A3P2GVYTV0GYL1	evaluation	11	15	51	WITHHELD
A48MA9W43Y488	evaluation	3	11	51	WITHHELD
AKI4TI3W1CON9	evaluation	5	33	27	WITHHELD
A3BISZB7NGPNMD	evaluation	3	4	51	WITHHELD
A2YB7DLC3FOR7W	evaluation	17	15	1	WITHHELD
A3SCWXXJXBVJ05	evaluation	4	3	51	WITHHELD
AHUJAKG18ADPS	evaluation	3	1	51	WITHHELD
ASGGVJI9IOZAA	evaluation	4	0	51	WITHHELD
A2O4ZBYGBJJL2E	evaluation	3	28	51	WITHHELD
A21Y32ZUJNAC4N	evaluation	3	33	26	WITHHELD
A3TSJ9KDY18X1L	evaluation	3	10	51	WITHHELD
A1KYIXKE14GNE4	evaluation	6	8	51	WITHHELD
A3SLC8F6VIWXIR	evaluation	8	19	51	WITHHELD
A1NTJJASB7MFQ9	evaluation	5	10	51	WITHHELD
A23R7W3O36ZIEF	evaluation	6	4	51	WITHHELD
A1WH9Z5S1J1VA4	evaluation	7	39	45	WITHHELD
A3FU4PKNQHKDA4	evaluation	4	6	51	WITHHELD
A292H88X2TX65C	evaluation	3	20	51	WITHHELD
A13LNZ4M8212FP	evaluation	4	11	51	WITHHELD
A1KUOIHEOZ7C0C	evaluation	7	8	51	WITHHELD
A3CEUT263RNUDO	evaluation	5	17	16	WITHHELD
A2PL4XI7DL4RZH	evaluation	3	1	51	WITHHELD
A31U1L2S2ROAXU	evaluation	14	2	51	WITHHELD
A2X3Q9RROTP6IH	evaluation	5	3	51	WITHHELD
A3S2QS1E8KB9TJ	evaluation	6	6	51	WITHHELD
A3AICHLAL7TNJE	evaluation	4	8	51	WITHHELD
A17RLXDXVYOSTD	evaluation	10	5	51	WITHHELD
A1RI676ZCGXUWF	evaluation	10	1	51	WITHHELD
ALQMZVXPJ0Y3A	evaluation	9	52	1	WITHHELD
AVUASIRKUHSEQ	evaluation	3	3	51	WITHHELD
AJC88791BZEW7	evaluation	12	61	51	WITHHELD
A56H2K8432LMR	evaluation	4	9	51	WITHHELD
A1VQ6IHDIK1AHD	evaluation	4	11	3	WITHHELD
A26V7K8SXXJQRE	evaluation	6	10	51	WITHHELD
A12Q6BF760Z1UJ	evaluation	7	7	51	WITHHELD
A37HPB0AOZ3PL	evaluation	8	1	51	WITHHELD
A3OYCLG14CX7A1	evaluation	6	6	51	WITHHELD
A3ISYQAWJVOWLE	evaluation	4	19	51	WITHHELD
A2U5YKI7MLSD73	evaluation	4	3	51	WITHHELD
A1VMCMYWVQ6YBG	evaluation	4	13	10	WITHHELD
ARH2SWMG48VCI	evaluation	3	21	2	WITHHELD
ALLHJD3KZF9KC	evaluation	20	11	51	WITHHELD
A9UXIQLE9PDT4	evaluation	3	27	51	WITHHELD
A1J6PR431OQ7TW	evaluation	4	27	51	WITHHELD
AD8SR4DNEN1YM	evaluation	3	215	12	WITHHELD
ACT8Q76MI3T5G	evaluation	3	4	51	WITHHELD
A3FRPOTKZBV0MK	evaluation	4	33	29	WITHHELD
A1GLVQ28U51O7R	evaluation	10	7	51	WITHHELD
A1LCYMIFXUT1IH	evaluation	3	4	4	WITHHELD
A24G9NCN1AL6YC	evaluation	3	8	51	WITHHELD
A1OIH3KWIE35QO	evaluation	4	58	51	WITHHELD
A2TOQYWJBF6KVA	evaluation	3	21	51	WITHHELD
A1W8UVWNMQHG0O	evaluation	9	4	51	WITHHELD
A1TSI2ZNJDOB41	evaluation	3	3	51	WITHHELD
A35MGJOE55YM0I	evaluation	4	8	51	WITHHELD
AYMQJ7NLLLYHO	evaluation	3	12	51	WITHHELD
A3R993BYM706G1	evaluation	5	11	51	WITHHELD
A1NPIIM40HL8GL	evaluation	3	68	7	WITHHELD
A174HNP78HTXWK	evaluation	9	4	51	WITHHELD
A1STQ12KF7JMJ4	evaluation	3	29	51	WITHHELD
A225UWT247BBBH	evaluation	11	3	51	WITHHELD
A2GN5GQH0LGWAH	evaluation	10	67	51	WITHHELD
A1EDWIXMTOJ2HF	evaluation	3	3	51	WITHHELD
A24YTF4DFAMFXP	calibration	4	11	51	51
A27EZQ4BGUEZ2E	evaluation	3	4	51	WITHHELD
A2SZLM2N5UQ34M	evaluation	11	9	51	WITHHELD
AEHAPUIZZU6EH	evaluation	9	8	51	WITHHELD
A3LMYO16SPUTPJ	evaluation	5	5	2	WITHHELD
A17P5XVPA6A8XF	evaluation	5	9	5	WITHHELD
A3TYMCIQN8ZM0Q	evaluation	3	14	51	WITHHELD
ALLHGKQBZ758I	evaluation	3	2	51	WITHHELD
A15D2Q2A94JSPT	evaluation	3	23	51	WITHHELD
A2LKHLBM9N89YE	evaluation	3	4	51	WITHHELD
A3EKC364R9G2UU	evaluation	3	6	51	WITHHELD
A216TTDHBM6PAM	evaluation	20	8	51	WITHHELD
A3IZC8XHK4XTXW	evaluation	3	8	51	WITHHELD
A3LPH1Q12SPHGR	evaluation	13	8	51	WITHHELD
A4JHEO7H330AF	evaluation	6	20	51	WITHHELD
A1K31E7YNVQRIT	evaluation	4	48	51	WITHHELD
A3OOQH73VQ97VN	evaluation	3	39	51	WITHHELD
A122UK9IT8QSRE	evaluation	9	25	4	WITHHELD
A279BCR06VDFKH	evaluation	3	71	30	WITHHELD
A1Q775U9S11TUN	evaluation	13	16	1	WITHHELD
AAOPX9PTTOP3G	evaluation	3	2	18	WITHHELD
AQFUSND4FY1AK	evaluation	4	27	51	WITHHELD
A3TIJLY4VX8CH3	evaluation	17	33	4	WITHHELD
A2GVB4M30H3RJ	evaluation	5	6	51	WITHHELD
ADILS0UV2SZSU	evaluation	6	82	51	WITHHELD
A2S91L57H81THL	evaluation	4	44	51	WITHHELD
A26HG4XWBEHV38	evaluation	3	21	14	WITHHELD
A1RPGMOWMM7LPR	evaluation	3	3	51	WITHHELD
A3ORH1LCILLW76	evaluation	5	4	51	WITHHELD
A3SZMX0JJRE8DX	evaluation	5	8	51	WITHHELD
A2LX285KLNY8M3	evaluation	4	47	51	WITHHELD
A10Y9550W7Z8CG	evaluation	4	1	51	WITHHELD
A2NBCCFDISGUQT	evaluation	11	32	48	WITHHELD
A2OBZD4F8UOIL6	evaluation	3	8	1	WITHHELD
A347PB9JVT3SCO	evaluation	7	5	51	WITHHELD
A6LB5P8VGQW20	evaluation	8	9	51	WITHHELD
A1IXKW5NLZ3B0R	evaluation	4	7	51	WITHHELD
A2RP7K93PYW9Q7	evaluation	12	8	51	WITHHELD
A3A35ZTT0O8GI0	evaluation	4	41	51	WITHHELD
ARE5A8U0I1BBB	evaluation	5	9	51	WITHHELD
A2BYQ0X9A9JC9P	evaluation	3	12	51	WITHHELD
A1BMA0M1V2GKBS	evaluation	3	4	51	WITHHELD
A2B9L1QW7U40HP	evaluation	3	72	1	WITHHELD
AC6HYEG9JT441	evaluation	4	22	40	WITHHELD
A34763KA9IR9LG	evaluation	3	38	32	WITHHELD
ABDYEYZKUMPYZ	evaluation	4	4	51	WITHHELD
A28FI13P31IFCI	evaluation	20	4	51	WITHHELD
A358N3LX6TVGRP	evaluation	4	62	51	WITHHELD
AJF85EJ6Y2X0U	evaluation	7	6	51	WITHHELD
AKWGOW5N57DNT	evaluation	4	33	25	WITHHELD
A2X9YLKUENY5SG	evaluation	3	10	4	WITHHELD
AVMD58XPG8LXN	evaluation	4	10	51	WITHHELD
AZHOPYR1YH3TS	evaluation	3	21	51	WITHHELD
A2RCEQRJZ357FU	evaluation	4	22	51	WITHHELD
A1B0HUFXK7T99U	evaluation	3	24	51	WITHHELD
A14B80UD17CI8P	evaluation	6	27	51	WITHHELD
A1RZ3Y7ZT95KW1	evaluation	3	23	51	WITHHELD
A1YTDEXE0IV1J2	evaluation	5	130	51	WITHHELD
ATN4J5VS8Q0YM	evaluation	7	29	28	WITHHELD
A1OW5M4JTNG715	evaluation	14	2	51	WITHHELD
AV9GR5OPDGMSG	evaluation	6	25	51	WITHHELD
A28KT6T536SMJF	evaluation	3	4	51	WITHHELD
A1R0798K5DDQZP	evaluation	9	5	51	WITHHELD
A1WPTEIDSSVJ6Q	evaluation	3	50	51	WITHHELD
A1QFNGQB22HKM3	evaluation	3	3	51	WITHHELD
A6S0X8194NW5U	evaluation	3	2	51	WITHHELD
A227CGLBVAEMWB	evaluation	3	103	51	WITHHELD
ATF3OMJS1UKAA	evaluation	3	10	51	WITHHELD
AVZ1SYMD26S4R	evaluation	5	32	36	WITHHELD
AVUIEFZWADM	evaluation	5	67	23	WITHHELD
A1QC0YGE9ZLKH4	evaluation	3	4	51	WITHHELD
A3DU89PUASNFNS	evaluation	5	3	51	WITHHELD
A3KKV9HW87CKKO	evaluation	5	52	51	WITHHELD
A16O17AI8P459L	evaluation	4	4	41	WITHHELD
A2EDYS9VSSEZV4	evaluation	3	11	51	WITHHELD
A14H0IMLKU6JDI	evaluation	3	17	34	WITHHELD
A3GC9DHCHOCEMZ	evaluation	3	17	6	WITHHELD
A2OCJSOEL6O0VU	evaluation	7	15	51	WITHHELD
AOLY6K5ZYP9L4	evaluation	3	37	51	WITHHELD
A14C415WWYCWWH	evaluation	5	7	51	WITHHELD
A2OVTP7SUGWGVI	evaluation	4	4	51	WITHHELD
A2DB6EWOFG6BYX	evaluation	3	8	51	WITHHELD
A12EVK82QUTSA6	evaluation	3	3	51	WITHHELD
A39OGUUV3YT0C9	evaluation	3	59	21	WITHHELD
A7L6NVT1KZJ1R	evaluation	10	10	51	WITHHELD
A2A4UCA9GSUXB	evaluation	7	14	51	WITHHELD
A3DRCHTO2V4FHK	evaluation	8	10	51	WITHHELD
A200ZKQ6NKZSKE	evaluation	3	6	51	WITHHELD
A15KT63KGIBASK	evaluation	5	50	51	WITHHELD
A22PKZZK5DSONS	evaluation	3	2	51	WITHHELD
AO26TG51IX5D5	evaluation	4	4	51	WITHHELD
A1UUUEFB2HH5L9	evaluation	6	10	2	WITHHELD
A28HLDPRA1VFB3	evaluation	3	12	3	WITHHELD
AGSPLT9044CO0	evaluation	4	7	51	WITHHELD
A3VDSGNIS92OVZ	evaluation	6	40	51	WITHHELD
AIW5CK1ZNCMI9	evaluation	3	51	51	WITHHELD
A2AQSQOWVWD0KR	evaluation	4	4	51	WITHHELD
A3EN744STRBY1H	evaluation	10	87	51	WITHHELD
A3NSZEWT3G16T8	evaluation	4	10	51	WITHHELD
AXJFR72QLI2HC	evaluation	3	82	11	WITHHELD
A19XNAQ2TG01QW	evaluation	20	7	51	WITHHELD
A3T32OBBBKJVCU	evaluation	4	47	51	WITHHELD
A5MS8N9EVSH94	evaluation	3	7	51	WITHHELD
A4092KFVEDNXU	evaluation	4	5	51	WITHHELD
AGF4QULX971J2	evaluation	7	23	51	WITHHELD
A1TCXSRHE8IICW	evaluation	12	22	51	WITHHELD
A2EEZIKZ7SAW5E	evaluation	3	1	51	WITHHELD
A6AL4ECVI4SOG	evaluation	7	6	51	WITHHELD
A36XZ3G51YG9SD	evaluation	3	63	12	WITHHELD
A2Q7E20GP1A3AD	evaluation	4	4	51	WITHHELD
A2CYV6VOL9YM0R	evaluation	20	40	51	WITHHELD
AO1GVEAAJ4M73	evaluation	3	9	51	WITHHELD
A2DIEWXFK8W03M	evaluation	4	5	51	WITHHELD
A3W18RZKEATYDG	evaluation	17	2	51	WITHHELD
AFTJGKMPC7A6G	evaluation	8	96	51	WITHHELD
A20XCXWB5J9EJA	evaluation	3	12	51	WITHHELD
A3S7CFKN0AJHC2	evaluation	3	7	51	WITHHELD
A5QWUZYWW9PDG	evaluation	4	44	51	WITHHELD
A2IZA416FFJAIC	evaluation	3	14	51	WITHHELD
ATD9Q1D7P9V95	evaluation	4	32	51	WITHHELD
A1VP3FA4OWQKWX	evaluation	6	2	51	WITHHELD
A3051VDZAV970K	evaluation	3	26	51	WITHHELD
A2DH1YCRPAHXJA	evaluation	5	20	51	WITHHELD
A2Y6NYY11EODRU	evaluation	3	92	51	WITHHELD
A19GTQ0YMXO8VW	evaluation	9	4	3	WITHHELD
A2Y1I6IU9NUJ58	evaluation	3	6	51	WITHHELD
A1JF919PT186ZI	evaluation	4	11	51	WITHHELD
ATPGPKHKIDR0Q	evaluation	3	13	51	WITHHELD
A32V4TT1ZJVY2G	evaluation	8	98	51	WITHHELD
A1SQ3I38WLH383	evaluation	5	4	51	WITHHELD
A1F8FJUJ2TEOJP	evaluation	4	44	51	WITHHELD
A3DQYY2XM24E53	evaluation	7	24	4	WITHHELD
A191Q0M6SG37S7	evaluation	4	31	17	WITHHELD
A13IBA8PM2LVB0	evaluation	3	4	51	WITHHELD
A1HMCR18I2G0N5	evaluation	16	4	51	WITHHELD
A3E3NEILYCO7DA	evaluation	3	3	51	WITHHELD
A3DVNQN75E4JWW	evaluation	9	4	51	WITHHELD
A37B0R7UK3C6QL	evaluation	4	17	51	WITHHELD
A2AA5T39QIK2K1	evaluation	5	6	51	WITHHELD
ATXPBFY59CAI5	evaluation	10	14	51	WITHHELD
A6TFG9X6NHWO0	evaluation	3	6	51	WITHHELD
A1UGX53S8ZKSGJ	evaluation	7	3	4	WITHHELD
A39H1GO9E3YQIB	evaluation	20	3	51	WITHHELD
A27Q1X75QCWTID	evaluation	9	1	51	WITHHELD
A1KY5PTH94QGTR	evaluation	3	33	51	WITHHELD
A2HNL6Q79Q0A3N	evaluation	4	6	1	WITHHELD
A39CDK6IPIQLKF	evaluation	20	3	51	WITHHELD
A3HPIHVQFF9HU8	evaluation	3	1	51	WITHHELD
AVZVUAW281GV4	evaluation	3	18	43	WITHHELD
A1QIF5JZARLE1H	evaluation	5	14	51	WITHHELD
A11QM8IY2QS1F5	evaluation	3	19	51	WITHHELD
AOODCITSG84AG	evaluation	3	2	51	WITHHELD
A3PXFUL4WX8850	evaluation	3	44	3	WITHHELD
A264ZBFR6DROPL	evaluation	6	34	51	WITHHELD
A99K7S15XOQ45	evaluation	3	13	51	WITHHELD
A2FMY6FBBL3675	evaluation	5	30	51	WITHHELD
A25W53ABXGZS8B	evaluation	4	10	51	WITHHELD
A2IZG5QZVKXZXI	evaluation	3	3	51	WITHHELD
AX9HOT9LD0LA0	evaluation	8	14	14	WITHHELD
A2VZ78ROXQ1CCR	evaluation	3	8	51	WITHHELD
A2NQ50LAQCKXPR	evaluation	3	4	51	WITHHELD
A1YGEBPFDD2QT8	evaluation	8	2	51	WITHHELD
A3JJXTHUE9MJKB	evaluation	4	6	51	WITHHELD
A1V7DIDXP8S1ZX	evaluation	13	4	51	WITHHELD
A10NIZTEOWKX5N	evaluation	4	22	51	WITHHELD
A2S26YGSVXBCFL	evaluation	20	49	17	WITHHELD
A11VTE7VOP88LD	evaluation	3	155	2	WITHHELD
A2X4478R0TCQSF	evaluation	5	7	51	WITHHELD
AYS52X89DXF4P	evaluation	3	19	51	WITHHELD
A2YJW8K0B05FOS	evaluation	7	4	51	WITHHELD
A1YSH8X4ZR1S09	evaluation	4	7	51	WITHHELD
AZGQR5ZE1SH1Q	evaluation	3	5	51	WITHHELD
A3K5TAUYDEWX9J	evaluation	3	9	5	WITHHELD
A2JF25F54Q1W3N	evaluation	11	41	51	WITHHELD
A1FDMQBEVS5V36	evaluation	3	6	51	WITHHELD
A1SX2X2RRSX3M4	evaluation	4	28	51	WITHHELD
A1B9BI25KWRNFC	evaluation	5	3	51	WITHHELD
A3CBROL6LWM8ED	evaluation	4	100	51	WITHHELD
A3I7745BPAQHFL	evaluation	4	14	51	WITHHELD
A2G2DXPFZKG48W	evaluation	3	61	51	WITHHELD
ADN5EYS6J76WZ	evaluation	4	7	51	WITHHELD
AEL6CQNQXONBX	evaluation	20	22	51	WITHHELD
A29OEPP0N74F2N	evaluation	5	22	51	WITHHELD
A3TFL3ZUIE1YHF	evaluation	9	0	51	WITHHELD
ASEYZYO85DOTA	evaluation	10	50	51	WITHHELD
ANJ3KTSJU3NIE	evaluation	3	3	51	WITHHELD
A281YNUJLGXDXO	evaluation	6	36	51	WITHHELD
AAW5CXOFFC32H	evaluation	3	3	51	WITHHELD
AK6OC8JSZ9X1K	evaluation	3	5	51	WITHHELD
A109EBP40CP3O4	evaluation	3	14	51	WITHHELD
AVYV7GG3JUKT3	evaluation	3	8	51	WITHHELD
A3GH7JFDZIE9Y3	evaluation	8	80	51	WITHHELD
A3PP636IZ2ULZG	evaluation	5	12	51	WITHHELD
A2SOKHEHOGE1GH	evaluation	3	21	51	WITHHELD
A38VQQU7NGX47W	evaluation	3	8	51	WITHHELD
A2GCEBDTV8R0M2	evaluation	14	2	51	WITHHELD
A1K90D8M82NIEG	evaluation	4	2	51	WITHHELD
A2NXK3NTZMGJXX	evaluation	4	59	51	WITHHELD
A7JEWP1ITKQVJ	calibration	8	6	51	51
ARIFCL50JD5SK	evaluation	9	36	51	WITHHELD
