user_id	split	hash_order
A1JSVJ9RL16CTU	evaluation	2105
A1F1Y66CV2UMSC	evaluation	4756
ANRD6B90QL0FF	evaluation	14150
A3V9RNO9PB40NH	evaluation	12124
A1TQG265HP40LW	evaluation	19303
A2974R9BTPZPOJ	evaluation	509
A2H6TAQB5ZOQKJ	evaluation	16734
A1TRSDHXMLUHRI	evaluation	18101
A9LLBMFJ0G0TH	evaluation	1123
A12E0Y0J6584RT	evaluation	280
A1FT0QZX0L3RJD	evaluation	4798
A1UHQJOK47R2XD	evaluation	5602
A1S40UN8O0IU0K	evaluation	2966
A34IC48GLL4U3Y	evaluation	13824
A3SQV1Q3LQH59Z	evaluation	10920
A2LDQXSFIR8JZB	evaluation	3177
AKCS3ZWF1J2NZ	evaluation	10216
AS1QSYQAMS6H8	evaluation	2512
A3H43YTXXTHCI3	evaluation	16465
A1VDBVPPWPVLNI	evaluation	969
A1RQCHEUH50KQU	evaluation	3854
A2I1SOF9R2PJY4	evaluation	4504
A2CISTX1F3T2L4	evaluation	7300
AAN4GV4JMU734	evaluation	6049
A17UP6AU987YOV	evaluation	15071
A14LG64GIVZIGS	evaluation	13867
A1YPZKNLPMRBQ	evaluation	13356
A2CV5DM78XPO3K	evaluation	11081
A1ATLJGEASTPRC	evaluation	12265
A2AC6GQ24S45GA	evaluation	3109
A1KDUK7COAZK27	evaluation	18907
AM92RGOR1G97F	evaluation	6871
A6T646P5F4ZNO	evaluation	16079
A1DSNDU1A7CIXG	evaluation	3406
AIBEBJLW2RA4Q	evaluation	3010
A2Z9MUWLA5JO5G	evaluation	7173
AC09EOTI7XE88	evaluation	5715
A24101S87DT4XZ	evaluation	18082
A3HO3HVBC8BV06	evaluation	7659
A2L60EU34MOYTR	evaluation	3284
A14FPA7BK5NBLA	evaluation	2086
ALTQJHJ971G3W	evaluation	15667
APV0WJWTK3IP3	evaluation	1591
AOSSZ5GTWWI2	evaluation	2142
A5DRC21Y2E5PI	evaluation	5759
A3N6FMURYF7UPZ	evaluation	7658
A3HYPUDQ0JZES3	evaluation	15036
A2EOL3XS72M0FR	evaluation	16594
A3B620VGG3J6ZP	evaluation	3944
AONOXAKE84GE3	evaluation	19010
A1L3SQDIS2LKP2	evaluation	16308
A2M4JAYE4B7UQ4	evaluation	14935
A1E38ETRELK0OU	calibration	90
AHQA6I16NYW63	evaluation	13850
A485JD2S0PN2A	evaluation	13064
A3HPWRK6PK29XK	evaluation	4715
A2OTGX253O4J4D	evaluation	13347
AV3ZXYGVSLR3Y	evaluation	12642
A15DT4CFL1L32Z	evaluation	8543
A1HS93R6D20S73	evaluation	9689
A32VR3YXPR7KT	evaluation	18179
A3W07XMH6BW5RU	evaluation	5556
A1GFEOPOV6ALCR	evaluation	14588
ASM0XVXC3H6UO	evaluation	9184
A3057ZJL1OX1W0	evaluation	5841
A3R19DW01TMQ5Z	evaluation	3553
A1CB31P1PU9JV0	evaluation	3073
A9KK99ZWWTBCE	evaluation	8049
A20MX1ZQT3U8S0	evaluation	4415
AV3JVR9OZR6OG	evaluation	6459
A6R8R7WUMVU6F	evaluation	14020
A5KKASK7J5YSQ	evaluation	4205
A2V92F5R7MLCVI	evaluation	16174
AXEA8Q16V1VE8	evaluation	12798
A2KGCAWIUIKVYA	evaluation	8767
A3MTHWMJ1J9RR2	evaluation	6477
A2YICCILRTBMT6	evaluation	10776
A3ULFNK26FDZTI	evaluation	17456
A1ADHT4NOR0R0B	evaluation	2657
A14982GIO20840	evaluation	6589
A2LNK434OR0WL2	evaluation	17196
A1X7WENH15ON22	evaluation	12244
AHVVDZGRR4NVJ	evaluation	12813
A84DX3M4BARM	evaluation	10400
A2K7HWVAADQDF9	evaluation	9380
A57ONWO8BN59T	evaluation	13415
AEMET02YHOO6C	evaluation	8335
A2GBOHJD5YHE7N	evaluation	9920
A2JSNRJV7DL5JZ	evaluation	1218
A1RZMKEOLP4NRR	evaluation	7478
A2I52MRNFH8DIY	evaluation	18431
A1U6TFCCMPNL0G	evaluation	12037
A161551RD9VLFO	evaluation	14623
A31YKE7KJGMAW6	evaluation	15673
A11E2KXN2BLP3D	evaluation	1673
A1J07GR63HTOC0	evaluation	2638
A37TKEDFFYR5RX	evaluation	4579
A2D3BT3VQLI1DA	evaluation	6102
A3OBRGNLILA0AZ	evaluation	15916
ACGEKRN16IYZA	evaluation	6188
A2KE7YZ2TXS8QB	evaluation	4368
AHCB4316MB6UM	evaluation	1996
AC2TN5WMPZCMQ	evaluation	4502
A1BBTT62SBJFI	evaluation	15405
A2WAKIWHTHSZDR	evaluation	11939
A1EK1BOFTCS6L5	evaluation	18281
A18PHQM5FOYLUR	evaluation	17354
A3OXGEVKU33TRU	evaluation	8636
A29FYU0NWVEMMQ	calibration	28
AI4B7N69A2EU5	evaluation	6567
A3HD1AJP0E353F	evaluation	9714
A3CHUPAFTFYSF7	evaluation	2438
A33XV0C8OZF9R7	evaluation	4659
A3U5MIFKJIU8Z4	evaluation	8150
A2DMX9ASE4KH40	evaluation	13611
A2VSU451KCM587	evaluation	674
AZ5DO5ATHCHHT	evaluation	17926
A3C0T70D5V9KIX	evaluation	5392
A3MOFEMVCEXJD9	evaluation	14122
A1LHAO75MWDEYO	evaluation	7957
A3RIOHLQHR44R6	evaluation	8959
A38UCV1LPMCJOP	evaluation	15506
AOQZPFEVL2D9Y	evaluation	481
A10BM8CMR5YXQQ	evaluation	15613
A2LB4FLRZG6CUV	evaluation	6178
A2VJNPVZI9LLWE	evaluation	7341
A2QNXW1P4GWB6	evaluation	19232
A1AB0P65MSER84	evaluation	10135
A2X1WWRGFX6EMV	evaluation	6648
A2FNS49A28Z0IS	evaluation	9625
A1NUVP2V0E7JW8	evaluation	9283
A5H8NA5CJ0FK4	evaluation	2775
A1NRS2WV9B7177	evaluation	7934
A2XCCN239AR1XK	evaluation	4737
A1XDPR5LU217BJ	evaluation	6780
AN9AZNETN79IK	evaluation	14976
A3OJE8ZDF1L61G	evaluation	11853
A2B96PIQD7OV0B	evaluation	9355
A335BU9RKT2UEP	evaluation	2179
A1UC4V580O626B	evaluation	13094
A4ZPVM90I5MQI	evaluation	18363
A1K7KX3ZQW41QA	evaluation	9373
A1CMD08Z49PGKQ	evaluation	1493
A2TI4Y4OJEFDJF	evaluation	12714
A1U5NG25050XBJ	evaluation	9794
A3N89JRE34GM25	evaluation	16198
A225INPIZWC0NR	evaluation	8761
A3U4K766N97DM1	evaluation	10382
AYFGIZUMHUKCT	evaluation	140
A335BT6S36AYEJ	evaluation	1982
A1PE56RGRY0J10	evaluation	2310
A10TUWIUT599Q4	evaluation	15937
A1JEAPSES2HNVE	evaluation	14136
A101K1Y5BQJBFZ	evaluation	9104
A1FB8H2AN6UAJY	evaluation	10504
A2RLQKE9NHSSZB	evaluation	5848
A2JPB0S3VG1G3G	evaluation	1022
A2O38JJBMJZ31A	evaluation	14626
A3H2CKTFZ3B3GD	evaluation	814
A3HIUWKL4D853W	evaluation	6486
A24702LG337JKZ	evaluation	16221
A2ZGO7MKYKCHJS	evaluation	10317
A2IS2CYVKQD3DO	evaluation	3330
A14CW28RNQRITO	evaluation	7401
A2ZDYH4VWF8S09	evaluation	1658
A3D44VZTIE5UW9	evaluation	1405
A36MLOHMSNHIPA	evaluation	8153
AZXM9C8F8H191	evaluation	14217
A1PA2K3GMGIE5V	evaluation	15095
A34A5XG42XYTYI	evaluation	15325
A1RYBN2148BWGQ	evaluation	13291
A18BOXF138XC0G	evaluation	4499
A1NOBRCN20NGD5	evaluation	1749
A39YALCMZM8UMG	evaluation	19212
A1HN8HONUY0ZRF	evaluation	19304
A368PXUO85DSH	evaluation	18745
A3OZPANQ4CGOQV	evaluation	10403
A11O9OV93AFEHF	evaluation	15568
A8QYRG7TW491B	evaluation	19162
AWBZ4E5Q7890R	evaluation	16454
A39JK733NLJ47X	evaluation	10353
A7VXS9CCGHMNS	evaluation	14254
A2AN61PRQKMPXR	evaluation	2063
A1XE6JVNZ0LHKN	evaluation	11394
A1ZFP3DY9WSUVE	evaluation	13483
A2QFVTXMGEZ0KA	evaluation	5150
A2TMKS584AETCV	evaluation	10762
A3VKOE4FA7X04A	evaluation	2504
A1T392NVVDXHWD	evaluation	15981
A2RO70ATW4Q9RK	evaluation	13771
A3JXTZL63XCVT4	evaluation	741
A20B7MOMXTCJM5	evaluation	6295
A37EZ6322J0AO4	evaluation	12503
A31SOAA2RO5EI1	evaluation	14930
ATJ13EVES3BIM	evaluation	9491
A2V9LVAC3KKEE9	evaluation	6024
A2WOH395IHGS0T	evaluation	8852
A34OZALH6GYU2H	evaluation	18302
A1ILBM5X0JB1W4	evaluation	3782
A1IH6BL33256WK	evaluation	13902
ALUV2YKWZENKK	evaluation	6719
A1F60SH7DRYBFO	evaluation	10820
A3SD6HT3USBBTC	evaluation	15361
A2WHXX3Y3GDHXU	evaluation	12388
AF9AF3GCFXXYD	evaluation	12915
A1M2T0J45TTE64	evaluation	13557
A2QP09O3D0YU4D	evaluation	6198
A8BZEB7HYFLKF	evaluation	13730
A3R6YTQ5O6MBCE	evaluation	17868
A2IZ1K4INA156V	evaluation	2747
A1FAAYZRTV13JB	evaluation	13062
A3PA08KYVF6D93	evaluation	1719
A3DZCNEU21MB6L	evaluation	5813
A38GJX2ULM3VUC	evaluation	2169
A26LX8J2TA8DQ3	evaluation	11293
A37M5ZJ1IDQ554	evaluation	8256
A3O22PG4MHDI4Y	evaluation	14107
AA4OR2BMI51VX	evaluation	10950
A2GXAJ4SL31Z1C	evaluation	6655
A2QN57DVTH7OPK	evaluation	8240
A3BL2F6DSZETIL	evaluation	10351
A1RDIBJ0EPOIXF	calibration	24
A1GFNX1IU12ZQI	evaluation	18870
A2QWCKAJO73WE6	evaluation	15306
A1WP9XISE4N1G2	evaluation	16417
A276JJQTM6UKK4	evaluation	5338
A2026C4TMLHWPC	evaluation	13287
AY1NUCXXJ5WD5	evaluation	13803
AB6FWIXO79M9	evaluation	7492
A1SC5GK8V38DAS	evaluation	14660
A284NVDK828TFT	evaluation	1506
A19PXF7ZL9J1Y	evaluation	15741
A2N0TE0ALU14HZ	evaluation	14286
A1KSQ132MMRSJ2	evaluation	4125
A18PTTAJSDCMZI	evaluation	8682
A2E0952ETT33TV	evaluation	14504
A3H3XU00364V45	evaluation	15594
A3HKJUDAXMZHFE	evaluation	17238
A319RCA07QQWNE	evaluation	17857
A213TWH6990KZD	evaluation	6480
A1NOSKQRR035RO	evaluation	10000
AVFUH53OM1Y5E	evaluation	9556
A2WQUUA4JM9ZK5	evaluation	13417
A3K31X7L3FX022	evaluation	3055
A1SDKZGWE4OKOE	evaluation	9712
A55YZDUBZPW7B	evaluation	3276
A2J4XOAI07NP7K	evaluation	9949
A25Y4AKGA0JVR	evaluation	3191
A14EAVNK3VNSEC	evaluation	4612
AWSHMKD6FZ9ZE	evaluation	4338
A18EORJUFYO2WE	evaluation	5081
AETU6WZAUMX53	evaluation	300
AJ91AOCHHUOPO	evaluation	12276
A3U5VHWO8JEORQ	evaluation	5241
A24VVEP0P6ZF5I	evaluation	10501
A3SN8L3T31F14A	evaluation	5639
A2PA50CUHL6F09	evaluation	8951
A32ICV4P19N24V	evaluation	17031
AW721MAY0ATGO	evaluation	646
A16J4MPRK58TC4	evaluation	16816
A3MFZXNFCFE2Z4	evaluation	13890
A1O5TVTKYL466F	evaluation	7623
ALQVL57JO9W9E	evaluation	17801
A2843M2KUXFECX	evaluation	10659
A29FYLSIHBMFCR	evaluation	9660
AZ81C4ROVD09O	evaluation	8913
A1MFP7JAMWNNDM	evaluation	6074
A3JKMT3CBFONZG	evaluation	17547
A2MALF1MJMUZFC	evaluation	2200
AXR3CV6A4FMBG	evaluation	18784
A295VPW9H9BB8X	evaluation	693
A3HZEQAJ0O35R2	evaluation	8101
AVR9ZXGZE2DFV	evaluation	15610
APXZX71EVO5DV	evaluation	7236
A11LLM2CFX3VR6	evaluation	16339
A1FHWJ7EFO3E3U	evaluation	4866
A2E26OVU36VFPE	evaluation	9690
A31A7BBDX9FAP2	evaluation	12203
A1VWK2BNL8I93C	evaluation	4281
ACUJXOXRPD37X	evaluation	10462
ASNFPAALNJQXV	evaluation	3395
A1RHP5HOL4COQ4	evaluation	2496
A3JXJCITB06V21	evaluation	15140
A3JM8CK8YYYHAL	evaluation	3225
A324NNSMM9EFML	evaluation	4395
A131IPB482MK2C	evaluation	151
A21I7SXPCV2AGR	evaluation	18614
A1X0A4DC5S8D6X	evaluation	5604
A327BBPF2NG9JT	evaluation	9222
A2TNYWM7C0EVQI	evaluation	16253
ALLJSRWB441X0	evaluation	7603
A2OKNQWLFBOGMM	evaluation	15279
A2WRWK0ARXOFSZ	evaluation	4837
A2HALHQIXTRBIR	evaluation	16934
AMAOKTCRX5D9T	evaluation	13798
A300HB9HYDP68X	evaluation	3036
A1XDAUHSVADHW5	evaluation	11057
AKUNSPGONAASL	evaluation	17895
ASHA5SIZ0LD6R	evaluation	5321
A1H35FN7JD89SQ	evaluation	9276
A1SH2M0LXT323	evaluation	11412
AH7LO6OZCLOWD	evaluation	4174
ASZID61R3Y2NR	evaluation	7682
A22Y4KL8XXVLC7	evaluation	5408
A3VABV6NUDGHAL	evaluation	13503
A2GDG5MWHGU72J	evaluation	16361
A9XX8OHS2ZQ2X	evaluation	13738
A3QH6GQNAJRLML	evaluation	3196
AU23IFYYPRDXM	evaluation	4352
A33WCFR4H649H8	evaluation	15582
A34RCUPZ0ZRZ4U	evaluation	3985
A3H8CXU7HSULL4	evaluation	5693
A1ZCE3W3GB3UR4	evaluation	14570
A1LPH1S8VRJYTD	evaluation	6681
ATSVUBE2115N1	evaluation	4183
A39N47Z9768B1J	evaluation	15950
A310FWD0CYH5LI	evaluation	8673
A3DUKBOFNCVOX8	evaluation	3555
A3VVLD0I7AITYN	evaluation	7317
A22PZYFDKHHP74	evaluation	6426
A2RPZTZP8W80W	evaluation	3534
A3BAE79NXFDXGV	evaluation	17729
A3JYUMK5DRS0FS	evaluation	16425
A20M9XKQNEB1PE	evaluation	3741
A16J0ZE2YY07Q6	evaluation	7747
AL7JIQ3SN8BZD	evaluation	8613
A16QODENBJVUI1	evaluation	806
AY7GNA4VBNK7F	evaluation	5713
A1WS73LUNLY5OE	evaluation	16982
A3NDPX33N04JW5	evaluation	12374
A1OROTJOVZQ03C	evaluation	16822
A31RLULNKYYBVX	evaluation	9311
A17R6JPGRHX2CE	evaluation	12702
A36Z7HRKB3FXN4	evaluation	15143
A39O1RWSVIB6TK	evaluation	437
AJQFCEOBES7SB	evaluation	10265
A3LLP0VSTSABK2	evaluation	19070
A13IYU3X81J084	evaluation	13077
A1OZUHF9IMALJH	evaluation	9292
AIJ5H9MNSCGQ3	evaluation	5533
A3H0FPX8POP4WL	evaluation	18152
A31IPFRDKPT6M3	evaluation	17235
AQCB5Z1CLPVQH	evaluation	13806
A1QYKN80JL0QQZ	evaluation	696
A2OY5YNT2040OT	evaluation	5065
A1M1LZ5SX12PVV	evaluation	2097
A2DW21GYKLUXNR	evaluation	1726
A1ZYD755UYD210	evaluation	19146
A3T4TAK4IRC2K8	evaluation	13759
A2XSY4L7GDHV4W	evaluation	8820
ALCPGPP1PT1T2	evaluation	18163
A35GUOF72IJW7B	evaluation	2309
A3B132SRVF45DG	evaluation	16586
A1J1MTCRIMX37I	evaluation	475
A1ITU19NRL3FBC	evaluation	10695
A129PHJ3YO5JH7	evaluation	6836
ASDG1LT7CKT8Y	evaluation	7350
A1N20IZ0H26K2Q	evaluation	10220
A2Y9Q058YCA6HJ	evaluation	5244
A11SPSEM08VIXX	evaluation	13937
A2U68N3N71LB7K	evaluation	4371
A15KFZU794UKXS	evaluation	5214
A3EF8R7LHJZC5S	evaluation	15758
AQIEWLK781Y3E	evaluation	575
A2I357OM996JQX	evaluation	15873
A39DIW9IN23IH8	evaluation	12145
A3KDVT5PXEH6ND	evaluation	6390
AXH4895HFVHVI	evaluation	15826
A2HFYGE07M3ZJF	evaluation	3496
AJQDIT55SZ3ZX	evaluation	1814
A1PTBXZG04GT29	evaluation	9662
A1LS2UXHG1BYRG	evaluation	16280
A1GU49L9W0KB7Z	evaluation	11440
A2J1A78SIN2XW8	evaluation	8857
A3P5G64FFNWSWC	evaluation	9539
A354HWCO3WW4AK	evaluation	490
A3AXE9X0AW61VZ	evaluation	5899
A39Q1OOCJ5VT8P	evaluation	17629
A30ZO4M9CFHV85	evaluation	3879
A12FM5EOLFEZYI	evaluation	7688
A140TGQDREQV7W	evaluation	8561
A2YGWWQD61V1FF	evaluation	13564
A16TNRUMYS4IVH	evaluation	14015
A3LJY69XS33PO4	evaluation	17099
A2BJVSHXM137RM	evaluation	12420
ALYYY88T4IYJS	evaluation	14428
A4VKGVP35P9A4	evaluation	13600
A1WWIPMAM34WC1	evaluation	17642
A3VLWTCNLWFGGJ	evaluation	6818
A2V7AHQ4U1L4Q8	evaluation	17263
A17BLL3VPB3VLG	evaluation	18284
A36HE758XHWOJ9	evaluation	7124
ACDU5YGSYPC2O	evaluation	7028
A2ABD98ZH6F230	evaluation	10005
A3J4TETT4T379D	evaluation	3990
A1W6H2ZDXUB1KW	evaluation	7662
A3E24VKTO09LVQ	evaluation	15238
A26SO3TOT2TLJE	evaluation	6456
A3SDIGZSMZPW0W	evaluation	9378
A2F8EOU79DK8DG	evaluation	4745
A2VJR0AM9MPOM3	evaluation	19396
AB0TLNLNOAGY4	evaluation	1409
A3BRKK8VDPO56B	evaluation	15460
A1LCWUC7ZO8VF5	evaluation	9637
A1A8CBN2HWT4VP	evaluation	18669
A3HWQBKOVVBS00	evaluation	16874
A8B35O9RORQ3L	evaluation	12970
A2UP070S0MYD29	evaluation	2160
A2060PAI3AXU7R	evaluation	4459
A17KIHGFF2RJZ	evaluation	12788
AWZRDBV6ORZ1V	evaluation	10329
A2OMQEK9OW2FY6	evaluation	4272
A14OQ67LM79KW3	evaluation	743
A42TV8FJP7MI3	evaluation	7271
A28YTJGIZY277M	evaluation	3629
A3RGOQM7VBS0X8	evaluation	6950
A2N9W5C4PCNHHM	evaluation	13340
A3BEVRVOSWU11J	evaluation	11405
A2603EW1PVK36H	evaluation	2788
A31VBJNPAWHUN6	evaluation	11379
A1ZGHA3IJV01BK	evaluation	13235
A28SATZVKG0JOA	evaluation	4119
A3BG39N4UJDBQI	evaluation	5502
AGOCUK7HRQ7P7	evaluation	6148
AM7U4FXXNE02I	evaluation	14257
A2D6LTED2M88C7	evaluation	13892
A1IE6KFSPI19JK	evaluation	18710
A1SYLII0808HD6	evaluation	6492
AGBD6P8Y1E42A	evaluation	18147
ACXQ0B8F1R6C8	evaluation	11160
A2O466Z6PGGVPQ	evaluation	13220
A1GQ1JGK9YM6BU	calibration	87
A24BZY4WBNCUK4	evaluation	5500
A11WYHDB1YEZOX	evaluation	8124
A1R35Z7S4LED6X	evaluation	2061
A3A4JXYP8FK5M1	evaluation	13883
A331NSK2YGBLN9	evaluation	3384
A3BK2MCK26FK6J	evaluation	12923
AF77G6NFY4GZR	evaluation	7382
A2WMPR2J915CBT	evaluation	6350
A2L91UT52XIZZL	evaluation	6164
A1C4BRJ3UQYW	evaluation	6948
A2NB2E5DXE319Z	evaluation	9604
ACE4XULXB1RV2	evaluation	17076
A2P8YANRF6R0YM	evaluation	13647
A265B07HJ93QNN	evaluation	18503
A3I630FAE5CC23	evaluation	15963
A2AYDT1O1K8MG2	evaluation	4437
AUBF1WVKUKBKC	evaluation	2907
AHKSQK8AWA8A5	evaluation	15503
A27JSZ27B3FORW	evaluation	1969
A4EBYIKOMYFF9	evaluation	4839
AHAI51ODZTVPQ	evaluation	4879
AT2LHFVE169HH	evaluation	16769
A2XK009VM3OBG7	evaluation	1869
A3UVGHUDOY77YR	evaluation	16525
A3U5WSM11TAA2M	evaluation	9004
A1GCOURMTPXKWI	evaluation	13248
A1K9W5ONMX4931	evaluation	8479
AXGFGAI1LXXB9	evaluation	6862
A5BJLBBC6FV71	evaluation	10419
A12J8T3NPAXYPQ	evaluation	8882
A3055FMCUNHDKB	evaluation	1400
A3QU3O79AGNWCY	evaluation	11718
ALE4C0WII65YP	evaluation	7904
A2HGR9VKTF4P1D	evaluation	3546
A124X5W01TZHPD	evaluation	1019
A2PRIS802TKFD1	evaluation	5397
A23OWJUVNTY077	evaluation	11760
A3QNEE7OE6ZZD3	evaluation	17231
A2W7QWXU18MXV3	evaluation	19102
A1YLVVA7LDZ05U	evaluation	19289
A3UZDOJLA9TGGH	evaluation	16266
A32MCPM5YP62DP	evaluation	18686
ATQ0RPIQ8OAB	evaluation	12356
A1NRAKBX91K3SF	evaluation	18733
AKE6UQ22SF3QU	evaluation	716
A15GY7YEEQ1OR1	evaluation	18548
A3P8HO4CTRS21A	evaluation	4247
A3HBO3EGPTYJ9O	evaluation	4170
A3JGYZ1COZN0G2	evaluation	18835
APDHKHPIKRJDL	evaluation	10946
A258QXXOWJPD36	evaluation	14189
A1DPHNS3EIXO4N	evaluation	13299
A124RZ0WETLCBY	evaluation	15284
A2E9Q3T876TQ6C	evaluation	8175
A3W509BVIX757V	evaluation	3470
AYCFZRAGMOH9I	evaluation	18344
A1K808H97F3U9D	evaluation	14757
AFTTK069ZRSLM	evaluation	16663
A30KPB2ILF6K6J	evaluation	4182
A1PAQFZ8RHMZ5A	evaluation	1612
A3HLA9LC90HEMF	evaluation	2189
AXUD0WYLU4OU4	evaluation	3366
A5P5L01WCO4O9	evaluation	11168
AY6I0JXE82PQG	evaluation	13416
AX6BH7NOU6NF5	evaluation	11705
A2X2IMHMK8178U	evaluation	2777
AUEYXG8DEZUF3	evaluation	12659
A1PAGHECG401K1	evaluation	13971
A1T2T3B7W9IDWK	evaluation	16945
A1JQR8F55MKN23	evaluation	10159
A2Y71CUI7ILZSH	calibration	10
APAIN6XWEABKJ	evaluation	10104
AT4W2YMLLC9H8	evaluation	8564
AU2R80BFYKV40	evaluation	13849
A1WP6GULU1WH8R	evaluation	18457
A1XPHJR0M2Y5LY	evaluation	16747
A1QK0XCAPHIW1L	evaluation	16145
A2VNZL6829HGRI	evaluation	9331
A2N5G1JF94MSXB	evaluation	17717
A8ANL8H6F6N8U	evaluation	3348
A1MVI2NUINF6WE	evaluation	12254
A2QANOGP5LLPBQ	evaluation	2716
A3HKPIHNQSJ25L	evaluation	15683
A2M64K9DHIC5W6	evaluation	19147
A3QWC6OUH0JMI	evaluation	3567
A3IPJXGOP04L27	evaluation	2702
A2CUDVHG6K5HML	evaluation	8983
AJK3BGAL8O25U	evaluation	15475
AG8DPYVTLT2C2	evaluation	16626
AQG17YFAR1ANR	evaluation	11555
A3VHSRD9HP88TJ	evaluation	10213
AN49G1NJDOT94	evaluation	470
A252DMIM13A3K7	evaluation	11308
A2M0ZAK33EIEME	evaluation	9503
ASMUUBBSTGFX2	evaluation	10347
A32BG7RHQPG8OB	evaluation	5535
ANS8H20KK8D74	evaluation	13880
ATWZHPZMF0BCF	evaluation	8711
A5EQCS761T5OC	evaluation	3658
A2ERD8M5MN0239	evaluation	7111
A2NJO6YE954DBH	evaluation	15292
A2QWHEI914GHRZ	evaluation	3845
A30SCTNTYV4I2P	evaluation	539
A3054BP89E7FBD	evaluation	2446
A1EBGQURP973TL	evaluation	10787
ABP4U4FHIBGN9	evaluation	18802
A1EDMKH36AD2I5	evaluation	8597
A225NJHTDAKEGZ	evaluation	13939
ARD9QTJXZXAC8	evaluation	10963
A3N3DCYO2X3Q05	evaluation	1410
A3MM5FD0PXRA3F	evaluation	16516
A1W7TOV3F9AQJS	evaluation	17908
A23D7ZHD48Q2AD	evaluation	12796
A2WBJES4BDCUFB	evaluation	1737
AMU54W89OXMW1	evaluation	13297
A30GTZH70APRZQ	evaluation	2527
A3VVBMD2NDQSW6	evaluation	2019
A2341MIGVAIESJ	evaluation	397
A2RW9JSBXMPEPY	evaluation	9245
A28D1WO95WZVLB	evaluation	15189
A15QOTBXPUE0N4	evaluation	9244
A3OTHWG8LLCLMU	evaluation	1201
A1X8GX59ECKTTY	evaluation	15955
A3GLYIC0IDN1TU	evaluation	7677
A3N61N91YEIZ47	calibration	3
A10NMELR4KX0J6	evaluation	13721
A116QZVZDPF8GK	evaluation	9364
AGH7CAV7REAL0	evaluation	11149
A2CBYJDTC6TT1I	evaluation	14486
A13H2ZRENPV9E	evaluation	148
A3I9XZGYARBLS4	evaluation	16922
A1E11XUBLN0IBQ	evaluation	10091
ANTJICXHIXAPE	evaluation	19313
AFU9G9L991401	evaluation	2823
A10STX704CY2IH	evaluation	19158
AHYSXJ6B3GD23	evaluation	13780
A16EVLMU1EGFTJ	evaluation	9047
A2MAG7BIDRQTF8	evaluation	18015
A8TMJ4E1X8GUW	evaluation	10274
A3EW0H4L61EQR7	evaluation	3267
A6UVUMRPL86B1	evaluation	598
A3OHFBGQR5Q2Z3	evaluation	17949
A34T2GZM0U40O0	evaluation	9095
A1C8TGYSXVH906	evaluation	5552
A13Z3RD1MKC0HB	evaluation	18145
A3INMIZIYJ9BQ4	evaluation	16020
A1W536D0ETL9D1	evaluation	4012
A2W4K4WUJEMWFY	evaluation	5714
A1CJY7C4CVUG6X	evaluation	9234
A32UO176SXEBXX	evaluation	3563
A2Z0N3J1GRM9KN	evaluation	14663
A1LYW6506L32P7	evaluation	9371
A3GECO1TL9WYC3	evaluation	8506
A3IWZC747QU0B2	evaluation	16517
A2EI1XM746IDME	evaluation	2867
AIXF3PDVQLPVY	evaluation	16561
A11NTAJDD9CKAD	evaluation	811
APWJBRQ3MICHL	evaluation	14284
A2FS3S2U599W6O	evaluation	8926
A1295M4XAQMWE	evaluation	5193
A23QYBKI1630CV	evaluation	8238
A2X9UVBGLYQZTN	evaluation	5386
AIR6M6BOXTG04	evaluation	18086
A2TVH2OBNXYXHV	evaluation	11216
A2EA3GGW19OUKQ	evaluation	7854
AQFXO4SY6UBCL	evaluation	13928
A3JEP8LHMGRMNH	evaluation	14448
A1ZIVNBO2NHOTV	evaluation	16869
A3QHKMFXLSOQKB	evaluation	10823
AT2FOOJY5U4NM	evaluation	10899
AL3G7RTXMGLDQ	evaluation	12206
A3A94KPJIRV36H	evaluation	4475
A2TIP7EK8BK65I	evaluation	11298
A1HDE6VKY9U9A	evaluation	14666
A3LUEBZTK7M8KB	evaluation	5185
A30ZKP21ELEUQZ	evaluation	6032
A3DLTLE8PYXAE0	evaluation	18440
AFTLY73R6MLQA	evaluation	3631
A1HP8DP7RKUPKA	evaluation	10187
A5GK472PIBJ68	evaluation	3005
A26LD9FQHTM8ZH	evaluation	3967
A1KM3IPZ9H0JKZ	evaluation	11193
A38FC7HZRAM1YP	evaluation	17618
A33BRZVHMXLPKH	evaluation	4699
A16EID3ZQJKW09	evaluation	1351
A1A9PD00UVHHVI	evaluation	5521
A3ATTKX4QXH4FF	evaluation	12924
AXHETL0M8XZPT	evaluation	3705
AFO678EAGH4Y9	calibration	124
A31ZBXTN4FAYOL	evaluation	17427
A3N03K23S2ZEIG	evaluation	225
A1OFLADSEPKPWY	evaluation	15074
A25G8AIUFSGGDS	evaluation	5112
A1UUI7PFQ5FU4E	evaluation	886
A2MPXY7EIKPIJN	evaluation	14655
A1VXKRSRFGBCJ1	evaluation	754
A2SVPLA3RQAUPC	evaluation	4525
A2D31YEWK7OI83	evaluation	8631
A15LR8EKOXKZMH	evaluation	18350
AMNWDC4YB2I6G	evaluation	13690
A188NTJ5LV8LA4	evaluation	5444
A545U4UQEPT1J	evaluation	6533
A1O62IHK2IF5PC	evaluation	7897
A3SL4MX0C94P7R	evaluation	581
AV2JONP5LRMYZ	evaluation	8055
A22KF5KPBPD872	evaluation	18518
A8NZ8BFCP9NC5	evaluation	18483
AA3842XDUDEUI	evaluation	8030
A2E3NAL9ECE7VS	evaluation	6821
