dataset,sample_key,target_group,history_group,teacher_margin_group,transition_covered,teacher_margin,teacher_target_rank,A_rank_censored51,B_rank_censored51,C_rank_censored51,B_rank_change_vs_A,C_rank_change_vs_A,C_minus_B_rank_change,B_kendall,C_kendall,C_minus_B_kendall,C_null_rate,C_max_abs_delta,teacher_exclusive,A_in_beam50,A_in_top10,A_broad_harm,A_delta_Recall@5,A_delta_NDCG@5,A_delta_Recall@10,A_delta_NDCG@10,A_delta_Recall@50,A_delta_MRR,B_in_beam50,B_in_top10,B_broad_harm,B_delta_Recall@5,B_delta_NDCG@5,B_delta_Recall@10,B_delta_NDCG@10,B_delta_Recall@50,B_delta_MRR,C_in_beam50,C_in_top10,C_broad_harm,C_delta_Recall@5,C_delta_NDCG@5,C_delta_Recall@10,C_delta_NDCG@10,C_delta_Recall@50,C_delta_MRR
Toys,A209G0ZKVI5HTP:2:B006O6F932,head,short,low,1,0.0035402774810791016,7514.0,4.0,4.0,3.0,0.0,1.0,1.0,0.025306122448979593,0.008979591836734694,-0.0163265306122449,0.5114285714285715,0.30000001192092896,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.06932344192660694,0.0,0.06932344192660694,0.0,0.08333333333333331
Toys,A2396VHYAAC6F2:2:B001EGRNWM,tail,short,high,1,0.08656859397888184,5.0,51.0,51.0,51.0,0.0,0.0,0.0,0.06775510204081632,0.07428571428571429,0.006530612244897968,0.4542857142857143,0.30000001192092896,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2474M8ZFQO1JT:5:B003AH6MP2,tail,long,low,1,0.006374776363372803,3595.0,51.0,51.0,51.0,0.0,0.0,0.0,0.11510204081632654,0.053061224489795916,-0.06204081632653062,0.45714285714285713,0.29999998211860657,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A24D3WAE2W0PNG:20:B00804BDE0,head,long,high,1,0.0994572639465332,10535.0,51.0,51.0,51.0,0.0,0.0,0.0,0.09551020408163265,0.12816326530612246,0.03265306122448981,0.4828571428571429,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A24I784Z5HY4YP:4:B000TQ4UU6,tail,short,high,1,0.09214591979980469,8455.0,32.0,36.0,40.0,-4.0,-8.0,-4.0,-0.22448979591836735,-0.04816326530612245,0.1763265306122449,0.4514285714285714,0.30000001192092896,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,-0.0034722222222222238,1,0,0,0.0,0.0,0.0,0.0,0.0,-0.006249999999999999
Toys,A24RCBRDXRXR0Y:35:B009Q3J99A,head,long,high,1,0.06193065643310547,5767.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.025306122448979593,-0.015510204081632653,0.00979591836734694,0.49714285714285716,0.30000001192092896,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A24RCBRDXRXR0Y:41:B00BE04NU8,tail,long,high,1,0.18968665599822998,415.0,22.0,19.0,12.0,3.0,10.0,7.0,-0.06285714285714286,-0.09551020408163265,-0.032653061224489785,0.5114285714285715,0.30000001192092896,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.007177033492822962,1,0,0,0.0,0.0,0.0,0.0,0.0,0.03787878787878787
Toys,A24RCBRDXRXR0Y:52:B00EAHXN6M,tail,long,low,1,0.054334044456481934,1800.0,9.0,10.0,11.0,-1.0,-2.0,-1.0,0.008979591836734694,-0.036734693877551024,-0.04571428571428572,0.5085714285714286,0.30000001192092896,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,-0.011965169346093318,0.0,-0.0111111111111111,1,0,1,0.0,0.0,-1.0,-0.3010299956639812,0.0,-0.020202020202020193
Toys,A24RCBRDXRXR0Y:54:B00416LP4E,head,long,low,1,0.009113550186157227,1404.0,3.0,3.0,4.0,0.0,-1.0,-1.0,0.09387755102040816,0.03836734693877551,-0.05551020408163265,0.5057142857142857,0.30000001192092896,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,-0.06932344192660694,0.0,-0.06932344192660694,0.0,-0.08333333333333331
Toys,A25FY0JD54B09P:1:B000EM98KM,tail,short,low,1,0.04078638553619385,2130.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.06612244897959184,-0.02040816326530612,0.04571428571428572,0.45714285714285713,0.29999998211860657,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A26Y7EG7D26O23:1:B000N5QNSK,head,short,low,1,0.0011592507362365723,9435.0,4.0,6.0,2.0,-2.0,2.0,4.0,-0.2620408163265306,0.026938775510204082,0.28897959183673466,0.43714285714285717,0.29999998211860657,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,-1.0,-0.43067655807339306,0.0,-0.07446937096537087,0.0,-0.08333333333333334,1,1,0,0.0,0.20025319549806447,0.0,0.20025319549806447,0.0,0.25
Toys,A26Y7EG7D26O23:3:B000GUEXBG,head,short,high,1,0.08251255750656128,6190.0,5.0,5.0,3.0,0.0,2.0,2.0,-0.03836734693877551,-0.06448979591836734,-0.02612244897959183,0.44,0.30000001192092896,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.11314719276545837,0.0,0.11314719276545837,0.0,0.1333333333333333
Toys,A275L12XC23G9I:1:B004ADM9PC,tail,short,low,1,0.04091763496398926,10565.0,17.0,18.0,20.0,-1.0,-3.0,-2.0,-0.030204081632653063,-0.008979591836734694,0.02122448979591837,0.43142857142857144,0.30000001192092896,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,-0.0032679738562091526,1,0,0,0.0,0.0,0.0,0.0,0.0,-0.008823529411764702
Toys,A275L12XC23G9I:2:B005OS745W,tail,short,high,1,0.1715371012687683,2.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.05959183673469388,-0.21306122448979592,-0.15346938775510205,0.4342857142857143,0.30000001192092896,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2BUPFYUOFL8WH:14:B000058TJ3,tail,long,low,1,0.04030323028564453,733.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.2146938775510204,-0.018775510204081632,0.19591836734693877,0.4657142857142857,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2BUPFYUOFL8WH:51:B0077NGTDU,tail,long,high,1,0.15527069568634033,6191.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.33714285714285713,-0.22122448979591836,0.11591836734693878,0.5028571428571429,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2BUPFYUOFL8WH:59:B004OFBYVG,tail,long,high,1,0.08328080177307129,11601.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.08081632653061224,-0.07265306122448979,0.00816326530612245,0.4685714285714286,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2BUPFYUOFL8WH:7:B00000K3SP,head,long,high,1,0.10277986526489258,8673.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.1836734693877551,-0.19673469387755102,-0.013061224489795908,0.4657142857142857,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2CFBAUQ1S6POD:1:B000VO3GME,head,short,high,1,0.2641967535018921,341.0,5.0,5.0,19.0,0.0,-14.0,-14.0,0.14122448979591837,0.1689795918367347,0.027755102040816326,0.4828571428571429,0.29999998211860657,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,-1.0,-0.38685280723454163,-1.0,-0.38685280723454163,0.0,-0.1473684210526316
Toys,A2CL7ICGA3QSYD:2:B000NRRXS2,tail,short,low,1,0.026696979999542236,10569.0,51.0,51.0,51.0,0.0,0.0,0.0,0.17551020408163265,0.08244897959183674,-0.09306122448979591,0.46285714285714286,0.29999998211860657,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2CL9VARDYEKD5:2:B00297OCZ6,tail,short,low,1,0.054332435131073,5993.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.030204081632653063,-0.061224489795918366,-0.031020408163265303,0.44857142857142857,0.30000001192092896,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2D4HV3HGEEA74:1:B00005UNAV,head,short,high,1,0.08515769243240356,8603.0,2.0,2.0,2.0,0.0,0.0,0.0,-0.14122448979591837,-0.1983673469387755,-0.057142857142857134,0.43714285714285717,0.30000001192092896,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2DBXBDD6EL1II:5:B004Z24R8K,head,long,high,1,0.07187217473983765,6396.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.026938775510204082,-0.13795918367346938,-0.11102040816326529,0.4828571428571429,0.30000001192092896,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2DHBOLCVKTKNU:1:B004ASNPN2,tail,short,low,1,0.004905879497528076,4570.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0236734693877551,0.10204081632653061,0.0783673469387755,0.46,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2DHBOLCVKTKNU:2:B004EIOLFO,head,short,high,1,0.07606381177902222,769.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.010612244897959184,0.03510204081632653,0.045714285714285714,0.4857142857142857,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2E0TJ49NACDBA:4:B00840L9O4,head,short,high,1,0.0903974175453186,4612.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.1689795918367347,-0.07755102040816327,0.09142857142857143,0.5142857142857142,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2EN0MIKPS4W4U:2:B000XQAZJC,tail,short,low,1,0.01994311809539795,3.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.05795918367346939,0.05142857142857143,0.10938775510204082,0.47714285714285715,0.30000001192092896,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2FNPYE0QBA58Y:2:B000EUHKUE,head,short,high,1,0.14485830068588257,5864.0,4.0,4.0,4.0,0.0,0.0,0.0,-0.07755102040816327,-0.07265306122448979,0.004897959183673473,0.44285714285714284,0.30000001192092896,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2FPD5HJHBB7S4:10:B0007DI63S,tail,long,low,1,0.0036073923110961914,11106.0,11.0,13.0,11.0,-2.0,0.0,2.0,-0.04979591836734694,-0.036734693877551024,0.013061224489795915,0.5228571428571429,0.30000001192092896,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,-0.013986013986013984,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2HFA5XA46VRQZ:11:B000OSHG6E,tail,long,low,1,0.055127859115600586,4090.0,51.0,51.0,51.0,0.0,0.0,0.0,0.05142857142857143,-0.013877551020408163,-0.0653061224489796,0.42857142857142855,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2HFA5XA46VRQZ:3:B003JNYXNK,tail,short,high,1,0.12763404846191406,5719.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.06612244897959184,-0.08081632653061224,-0.014693877551020404,0.4514285714285714,0.29999998211860657,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2I21JWEDYT9E1:2:B00092A7HK,tail,short,low,1,0.03922891616821289,6852.0,32.0,32.0,15.0,0.0,17.0,17.0,0.012244897959183673,0.053061224489795916,0.04081632653061224,0.43714285714285717,0.30000001192092896,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.035416666666666666
Toys,A2I21JWEDYT9E1:5:B0084BPZES,head,long,low,1,0.0004496574401855469,33.0,51.0,51.0,51.0,0.0,0.0,0.0,0.010612244897959184,-0.04653061224489796,-0.05714285714285715,0.4828571428571429,0.30000001192092896,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2IFOOAY7TJFAV:8:B00BPDY38Q,tail,long,low,1,0.043520331382751465,8465.0,51.0,51.0,51.0,0.0,0.0,0.0,0.10204081632653061,-0.05959183673469388,-0.16163265306122448,0.48,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2JCKEZPNEV98D:6:B005TC8HWC,tail,long,low,1,0.0425870418548584,812.0,6.0,7.0,6.0,-1.0,0.0,1.0,0.017142857142857144,0.04653061224489796,0.02938775510204082,0.5342857142857143,0.30000001192092896,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,-0.022873853774688868,0.0,-0.023809523809523808,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2JP0URFHXP6DO:14:B00CU26O5G,tail,long,high,1,0.1351461410522461,1164.0,10.0,10.0,14.0,0.0,-4.0,-4.0,0.015510204081632653,0.0236734693877551,0.008163265306122448,0.46285714285714286,0.29999998211860657,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,-1.0,-0.2890648263178879,0.0,-0.02857142857142858
Toys,A2LO1YE4Q0N4F:6:B005GOPU2S,head,long,low,1,0.03139311075210571,9015.0,2.0,1.0,2.0,1.0,0.0,-1.0,0.013877551020408163,0.1363265306122449,0.12244897959183673,0.5228571428571429,0.30000001192092896,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.36907024642854247,0.0,0.36907024642854247,0.0,0.5,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2M4JAYE4B7UQ4:5:B008KCQRPW,head,long,low,1,0.019500136375427246,11354.0,3.0,6.0,4.0,-3.0,-1.0,2.0,0.12816326530612246,0.04,-0.08816326530612245,0.44,0.30000001192092896,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,-1.0,-0.5,0.0,-0.14379281289197782,0.0,-0.16666666666666666,1,1,0,0.0,-0.06932344192660694,0.0,-0.06932344192660694,0.0,-0.08333333333333331
Toys,A2MSO4FXVV279K:4:B007RDFNEG,head,short,high,1,0.144464373588562,1785.0,31.0,29.0,27.0,2.0,4.0,2.0,0.06775510204081632,0.12326530612244897,0.05551020408163265,0.5228571428571429,0.30000001192092896,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0022246941045606233,1,0,0,0.0,0.0,0.0,0.0,0.0,0.004778972520908004
Toys,A2MX9AIQC30AIL:2:B001FQLY9O,tail,short,high,1,0.11523914337158203,3937.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.036734693877551024,0.10857142857142857,0.14530612244897959,0.46,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2N1TPTH0GNYLI:4:B004VPQEAU,head,short,low,1,0.041204094886779785,226.0,51.0,49.0,51.0,2.0,0.0,-2.0,-0.09877551020408164,-0.13959183673469389,-0.04081632653061225,0.5114285714285715,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.02040816326530612,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2NCRZ7MC2O6EF:1:B00006JZCG,head,short,high,1,0.24473118782043457,4024.0,51.0,51.0,51.0,0.0,0.0,0.0,0.06775510204081632,0.03183673469387755,-0.03591836734693877,0.4742857142857143,0.29999998211860657,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2NOW4U7W3F7RI:20:1886978034,tail,long,high,1,0.3246523141860962,7764.0,51.0,51.0,51.0,0.0,0.0,0.0,0.14612244897959184,-0.0236734693877551,-0.16979591836734695,0.4685714285714286,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2O277IJ67ZGAO:2:B00008BFZH,head,short,high,1,0.11649984121322632,89.0,11.0,9.0,14.0,2.0,-3.0,-5.0,-0.02857142857142857,-0.08897959183673469,-0.060408163265306125,0.4542857142857143,0.30000001192092896,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,1.0,0.3010299956639812,0.0,0.020202020202020193,1,0,0,0.0,0.0,0.0,0.0,0.0,-0.019480519480519487
Toys,A2OG83SEU9HL6D:1:B001RTSA28,tail,short,low,1,0.042759597301483154,10085.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.11183673469387755,-0.025306122448979593,0.08653061224489796,0.4742857142857143,0.29999998211860657,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2OKG8UA0G4OXS:5:B007RM5DS8,tail,long,low,1,0.0424654483795166,386.0,51.0,51.0,51.0,0.0,0.0,0.0,0.061224489795918366,0.11346938775510204,0.052244897959183675,0.4828571428571429,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2PMR2PIGWKCQ9:2:B0014411SG,head,short,high,1,0.11645865440368652,6497.0,7.0,8.0,14.0,-1.0,-7.0,-6.0,-0.04326530612244898,-0.09387755102040816,-0.05061224489795919,0.5028571428571429,0.30000001192092896,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,-0.01786845654760455,0.0,-0.01785714285714285,1,0,1,0.0,0.0,-1.0,-0.3333333333333333,0.0,-0.07142857142857142
Toys,A2Q70QSXBK1KOW:2:B0071BYCAA,tail,short,high,1,0.11927926540374756,2759.0,51.0,51.0,51.0,0.0,0.0,0.0,0.13306122448979593,0.017142857142857144,-0.11591836734693879,0.5028571428571429,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2Q9EK9WKGFGCG:3:B0051938VI,tail,short,high,1,0.1368095874786377,10475.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.03510204081632653,-0.022040816326530613,0.013061224489795915,0.4742857142857143,0.29999998211860657,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2Q9EK9WKGFGCG:6:B0033VHDK8,head,long,low,1,0.023862600326538086,206.0,14.0,11.0,18.0,3.0,-4.0,-7.0,-0.14448979591836736,0.04653061224489796,0.19102040816326532,0.44571428571428573,0.30000001192092896,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.019480519480519487,1,0,0,0.0,0.0,0.0,0.0,0.0,-0.015873015873015872
Toys,A2QDOJFFLFGF18:16:B003DTMQAW,tail,long,high,1,0.12978649139404297,4160.0,50.0,50.0,33.0,0.0,17.0,17.0,0.03183673469387755,-0.1346938775510204,-0.16653061224489796,0.5114285714285715,0.30000001192092896,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.010303030303030303
Toys,A2QDOJFFLFGF18:23:B000OV7AAI,tail,long,low,1,0.00490570068359375,1446.0,51.0,51.0,51.0,0.0,0.0,0.0,0.008979591836734694,-0.053061224489795916,-0.06204081632653061,0.5114285714285715,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2QDOJFFLFGF18:28:B005F22F7O,tail,long,low,1,0.04418528079986572,8392.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.1983673469387755,-0.19510204081632654,0.0032653061224489632,0.5142857142857142,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2QDOJFFLFGF18:33:B00859GIQ8,head,long,high,1,0.35812342166900635,5364.0,2.0,3.0,3.0,-1.0,-1.0,0.0,0.15755102040816327,0.10040816326530612,-0.05714285714285715,0.5114285714285715,0.30000001192092896,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,-0.13092975357145753,0.0,-0.13092975357145753,0.0,-0.16666666666666669,1,1,0,0.0,-0.13092975357145753,0.0,-0.13092975357145753,0.0,-0.16666666666666669
Toys,A2QDOJFFLFGF18:51:B00CKH9QRE,head,long,low,1,0.01610875129699707,7766.0,3.0,3.0,2.0,0.0,1.0,1.0,0.08571428571428572,-0.07918367346938776,-0.16489795918367348,0.5142857142857142,0.30000001192092896,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.13092975357145753,0.0,0.13092975357145753,0.0,0.16666666666666669
Toys,A2QDOJFFLFGF18:53:B00ARQW0NM,head,long,low,1,0.013546586036682129,869.0,10.0,11.0,11.0,-1.0,-1.0,0.0,0.1657142857142857,0.09551020408163265,-0.07020408163265306,0.5171428571428571,0.30000001192092896,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,-1.0,-0.2890648263178879,0.0,-0.009090909090909094,1,0,1,0.0,0.0,-1.0,-0.2890648263178879,0.0,-0.009090909090909094
Toys,A2QDOJFFLFGF18:70:B00BFRNQL2,head,long,low,1,0.00699770450592041,9771.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.19020408163265307,-0.2653061224489796,-0.07510204081632654,0.5257142857142857,0.30000001192092896,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2QEPZKATEOCUG:3:B000ZZV22U,head,short,low,1,0.0033004283905029297,2001.0,51.0,51.0,51.0,0.0,0.0,0.0,0.09061224489795919,-0.09061224489795919,-0.18122448979591838,0.4685714285714286,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2QEPZKATEOCUG:4:B001E3CEBA,tail,short,low,1,0.0006568431854248047,763.0,51.0,51.0,51.0,0.0,0.0,0.0,0.03510204081632653,0.05142857142857143,0.0163265306122449,0.46,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2QX49LS3Y3ANI:36:B00ATWUE2S,head,long,high,1,0.266882061958313,4197.0,16.0,16.0,10.0,0.0,6.0,6.0,0.15918367346938775,0.10204081632653061,-0.057142857142857134,0.4828571428571429,0.30000001192092896,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,1.0,0.2890648263178879,0.0,0.037500000000000006
Toys,A2QX49LS3Y3ANI:5:B00421AGOS,head,long,high,1,0.07824230194091797,4219.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.010612244897959184,0.03183673469387755,0.04244897959183674,0.5057142857142857,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
