sample_key,target_group,GRAM_rank,GRAM_Recall@10,GRAM_NDCG@10,GRAM_Recall@50,GRAM_covered,CET_v1_rank,CET_v1_Recall@10,CET_v1_NDCG@10,CET_v1_Recall@50,CET_v1_covered,GACR_v3_rank,GACR_v3_Recall@10,GACR_v3_NDCG@10,GACR_v3_Recall@50,GACR_v3_covered,CET_v1_GACR_v3_rank,CET_v1_GACR_v3_Recall@10,CET_v1_GACR_v3_NDCG@10,CET_v1_GACR_v3_Recall@50,CET_v1_GACR_v3_covered
A1M545AA87PCD5:validation:B001YIT1YI,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1M9KTZK3J3IFI:validation:B005ZCY36K,head,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1
A1MFP7JAMWNNDM:validation:B00C2P770W,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1MKOLMZV05L74:validation:B000PEN8U0,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,74,0.0,0.0,0.0,1
A1MLGFNUTEM589:validation:B009WC1RQS,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1MMFSW19AM019:validation:B004S8F7QM,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1MPWLA14I9OWW:validation:B00CP4J7OY,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1MV4AYKHR7QRU:validation:B00CF9L71A,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1MZJKF1SD4B21:validation:B0001X0DR6,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1N12ZF08D4OYL:validation:B001E6IQP0,head,19,0.0,0.0,1.0,1,11,0.0,0.0,1.0,1,20,0.0,0.0,1.0,1,12,0.0,0.0,1.0,1
A1NEXK7O36ZMU8:validation:B007Q0OYO0,tail,8,1.0,0.31546487678572877,1.0,1,11,0.0,0.0,1.0,1,6,1.0,0.3562071871080222,1.0,1,10,1.0,0.2890648263178879,1.0,1
A1NHBJ146UYR06:validation:B0015AM26E,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1NHVCETD9AHFU:validation:B00A88EPCI,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1NOJ97JPE2RX2:validation:B007GE75G0,head,47,0.0,0.0,1.0,1,47,0.0,0.0,1.0,1,22,0.0,0.0,1.0,1,31,0.0,0.0,1.0,1
A1O7GS4P9Y12GO:validation:B003WE34HC,head,29,0.0,0.0,1.0,1,29,0.0,0.0,1.0,1,26,0.0,0.0,1.0,1,28,0.0,0.0,1.0,1
A1OBUW48Y2GNMZ:validation:B0014QFLX0,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1OCGGYZWY6JSE:validation:B000KWJSKG,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1OKBY8D5R4JOS:validation:B008XP6RRE,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,67,0.0,0.0,0.0,1
A1OLSW8DPUIQSA:validation:B0051TLAZ4,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1OMH391D5ONR2:validation:B00ARQW0YG,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1ONZ8JRPLBNUI:validation:B004V3GVP0,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1OU0IWCVMY16Q:validation:B00CEUMARA,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1P9UJ7CTC16KI:validation:B000PU3GYM,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1P9UMP1XSE6MI:validation:B009PLLF9K,head,20,0.0,0.0,1.0,1,25,0.0,0.0,1.0,1,15,0.0,0.0,1.0,1,19,0.0,0.0,1.0,1
A1PDL4Q6X3CVHO:validation:B0001CU0Q6,tail,43,0.0,0.0,1.0,1,6,1.0,0.3562071871080222,1.0,1,37,0.0,0.0,1.0,1,7,1.0,0.3333333333333333,1.0,1
A1PLGH5DGHFVVY:validation:B00028SBLU,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1PO5M2023Q8Y6:validation:B003AIM52A,head,6,1.0,0.3562071871080222,1.0,1,9,1.0,0.3010299956639812,1.0,1,7,1.0,0.3333333333333333,1.0,1,10,1.0,0.2890648263178879,1.0,1
A1PPE8RW3VSWMK:validation:B00419T56Q,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1PUROK62HTBAJ:validation:B006WZLGXW,head,2,1.0,0.6309297535714575,1.0,1,2,1.0,0.6309297535714575,1.0,1,2,1.0,0.6309297535714575,1.0,1,2,1.0,0.6309297535714575,1.0,1
A1PVOHZGN3G8VN:validation:B0045WRNXG,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1Q813RS7W6FLW:validation:B004SGHOBK,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1Q84IBFXKQEX7:validation:B005XVCR48,head,11,0.0,0.0,1.0,1,16,0.0,0.0,1.0,1,9,1.0,0.3010299956639812,1.0,1,29,0.0,0.0,1.0,1
A1Q8KRGN5G048F:validation:B00BUM29XS,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1QFFRX44YPXX8:validation:B004ZWVYHM,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1QHWF511KA356:validation:B006DR6P9O,head,18,0.0,0.0,1.0,1,21,0.0,0.0,1.0,1,12,0.0,0.0,1.0,1,14,0.0,0.0,1.0,1
A1QHZAC4EVI4L1:validation:B007EA4UBY,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1QN77ANOOPMMF:validation:B000H6FMAA,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1QRVOBSWATQ1:validation:B0062GJ9GC,tail,17,0.0,0.0,1.0,1,15,0.0,0.0,1.0,1,22,0.0,0.0,1.0,1,17,0.0,0.0,1.0,1
A1QZ0NO7BWYD74:validation:B007U7M0WM,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1R17YELPTSM5T:validation:B00ABY8MNC,tail,7,1.0,0.3333333333333333,1.0,1,8,1.0,0.31546487678572877,1.0,1,4,1.0,0.43067655807339306,1.0,1,6,1.0,0.3562071871080222,1.0,1
A1R1YI2ONII5IF:validation:B005OSX5GO,tail,42,0.0,0.0,1.0,1,36,0.0,0.0,1.0,1,40,0.0,0.0,1.0,1,35,0.0,0.0,1.0,1
A1R25OC51QOOJ:validation:B004CLZUSA,tail,7,1.0,0.3333333333333333,1.0,1,5,1.0,0.38685280723454163,1.0,1,7,1.0,0.3333333333333333,1.0,1,4,1.0,0.43067655807339306,1.0,1
A1R377IPZOKLMM:validation:B00CJHZRW8,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1R3CO2XPML10H:validation:B00AFU6310,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1R4BL5MYUDNDJ:validation:B00FF5I5MU,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1RAZZN0WYDV6P:validation:B006OG75ES,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1RI9J1DGW8L4:validation:B00712NTWQ,head,5,1.0,0.38685280723454163,1.0,1,9,1.0,0.3010299956639812,1.0,1,5,1.0,0.38685280723454163,1.0,1,11,0.0,0.0,1.0,1
A1RO1DPKXY9LCA:validation:B0039PUU08,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1RRBX1DFZE0PV:validation:B00428LIYI,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1RYBN2148BWGQ:validation:B002YIV0ZU,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1S3HSN6ULNQI2:validation:B00487YJS0,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1S7IYT37QNQVY:validation:B004P13H5U,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1S82INWF6JCN4:validation:B004VYYA2K,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1SC7Z2646QCP9:validation:B007J3F9V6,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1SDLYDNLKTOTM:validation:B007OLRG28,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1SKR81TIADPRS:validation:B009T45X82,head,29,0.0,0.0,1.0,1,20,0.0,0.0,1.0,1,25,0.0,0.0,1.0,1,17,0.0,0.0,1.0,1
A1SN8XGT6DW2MO:validation:B007JPS3YY,tail,6,1.0,0.3562071871080222,1.0,1,5,1.0,0.38685280723454163,1.0,1,6,1.0,0.3562071871080222,1.0,1,5,1.0,0.38685280723454163,1.0,1
A1SSW51915HOQD:validation:B00840LABQ,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1SWJ9HVVWTPCH:validation:B00E7TKSWK,head,2,1.0,0.6309297535714575,1.0,1,2,1.0,0.6309297535714575,1.0,1,2,1.0,0.6309297535714575,1.0,1,2,1.0,0.6309297535714575,1.0,1
A1T0CDDZVG53BL:validation:B008BRLZ44,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1T2CM7TPQRQQU:validation:B000REP3E2,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1T3A9M7WSR48A:validation:B008K9JDR4,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1TB32FYIQ5ARV:validation:B00B2D5RB6,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1TC3Z9S5LK4C1:validation:B00A88DRYU,head,50,0.0,0.0,1.0,1,22,0.0,0.0,1.0,1,48,0.0,0.0,1.0,1,16,0.0,0.0,1.0,1
A1TCFQP6796ZYB:validation:B0036FFPCY,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,57,0.0,0.0,0.0,1,58,0.0,0.0,0.0,1
A1TDE1JDJYPRLR:validation:B0013JPVN8,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1TF567WAB7O2G:validation:B00C58ZRRG,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1TFCGAYYXEVLA:validation:B005VPRDUY,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1TFIBVEUZ6Z3Z:validation:B004JXWTJE,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1TJQ5215BB6R8:validation:B00DPJ07GU,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1TWSLOQJPU9VF:validation:B00284C4FU,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1TY4TRLA4QK5Y:validation:B00BFREGZ2,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1U47NN2TJSUUX:validation:B00CEFMP84,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1UQBMQLN9KIDE:validation:B004P93XZ6,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1VBSQJWN6GUML:validation:B00146I2WM,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1VIU0K7BO7NDJ:validation:B000LFUKV8,tail,4,1.0,0.43067655807339306,1.0,1,4,1.0,0.43067655807339306,1.0,1,40,0.0,0.0,1.0,1,39,0.0,0.0,1.0,1
A1VNZVJXQGKYOZ:validation:B005JZHUAE,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1VO8NC02CAVJE:validation:B00AOG4236,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1W3QGIQL9KFJA:validation:B00DD1OQIK,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1W6UX2HQ0IRW1:validation:B007XVYTNS,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1WASI8NYK0JD8:validation:B00006JZCS,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1WKEAS58297E5:validation:B00ATWSRG8,head,24,0.0,0.0,1.0,1,17,0.0,0.0,1.0,1,22,0.0,0.0,1.0,1,17,0.0,0.0,1.0,1
A1WNJOQ3EWYVN4:validation:B00AAPHZVW,head,3,1.0,0.5,1.0,1,3,1.0,0.5,1.0,1,3,1.0,0.5,1.0,1,3,1.0,0.5,1.0,1
A1WQB8P0PHQ4TJ:validation:B00E2K95FK,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1WTQFXIEXAXZ8:validation:B007U7M0K4,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1X8GX59ECKTTY:validation:B00AYARHN4,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1X9YMZQ2XXDCI:validation:B00005J38T,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1XJOJ9KBKVFR6:validation:B004SKQNDQ,head,10,1.0,0.2890648263178879,1.0,1,13,0.0,0.0,1.0,1,21,0.0,0.0,1.0,1,8,1.0,0.31546487678572877,1.0,1
A1XTN56OQ24Q0B:validation:B000MRGWRQ,head,,0.0,0.0,0.0,0,38,0.0,0.0,1.0,1,,0.0,0.0,0.0,0,28,0.0,0.0,1.0,1
A1XZBI594HFG7Z:validation:B00F6UBD3W,tail,2,1.0,0.6309297535714575,1.0,1,3,1.0,0.5,1.0,1,2,1.0,0.6309297535714575,1.0,1,3,1.0,0.5,1.0,1
A1Y2R2TOJJEOE3:validation:B007X5ZQCC,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1Y5096X8DVORS:validation:B000HGJJGI,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1Y56TCZBXPN92:validation:B001UGQ7G4,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1YBZO1W0BW3DI:validation:B007IG0UAY,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1YHJBQPRUWYY6:validation:B00BSWS4VG,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1YLWAJKRHKF2M:validation:B000II2JYO,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1YN5X8LVEJTO1:validation:B006BLJKEY,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1YUEGKGOZPCQL:validation:B008B68IEA,head,6,1.0,0.3562071871080222,1.0,1,6,1.0,0.3562071871080222,1.0,1,5,1.0,0.38685280723454163,1.0,1,5,1.0,0.38685280723454163,1.0,1
A1YVJENMZL29O7:validation:B002M8RK2O,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1YYGXVZA97XFO:validation:B00712O56A,tail,7,1.0,0.3333333333333333,1.0,1,7,1.0,0.3333333333333333,1.0,1,4,1.0,0.43067655807339306,1.0,1,5,1.0,0.38685280723454163,1.0,1
A1Z3F2QEFNMXFM:validation:B000N5QNSK,head,7,1.0,0.3333333333333333,1.0,1,9,1.0,0.3010299956639812,1.0,1,8,1.0,0.31546487678572877,1.0,1,14,0.0,0.0,1.0,1
A1Z9CIU8G1SNNU:validation:B004T1VAT6,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1ZAFZO6DFHGB3:validation:B000E8S9WO,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1ZDLLDX61GCOT:validation:B003A0UDRC,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1ZG496JDBZ7CC:validation:B00BYD5JMG,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1ZU55TM45Y2R8:validation:B00BQYQZZS,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1ZU5FCUTPNZ1U:validation:B00BU3YI1S,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A1ZVPUDO36TSL2:validation:B00CUK2OE8,tail,7,1.0,0.3333333333333333,1.0,1,6,1.0,0.3562071871080222,1.0,1,8,1.0,0.31546487678572877,1.0,1,6,1.0,0.3562071871080222,1.0,1
A1ZW0A0I80JNNM:validation:B008SJF6FO,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A20G3L3L8EKCFB:validation:B003526C8O,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A20GM2FEAPGGJ8:validation:B00A39GJ7G,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A20LQ10S2BXFB7:validation:B001F8CF68,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A20N0AJVM76RVK:validation:B0029NDZYO,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A212JLXYATFWKO:validation:B004MWN0Y0,head,5,1.0,0.38685280723454163,1.0,1,8,1.0,0.31546487678572877,1.0,1,5,1.0,0.38685280723454163,1.0,1,9,1.0,0.3010299956639812,1.0,1
A2180KNO4P9685:validation:B00114Q4KO,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A218YZQCYF04RH:validation:B004USWECA,tail,,0.0,0.0,0.0,0,45,0.0,0.0,1.0,1,,0.0,0.0,0.0,0,39,0.0,0.0,1.0,1
A21BT40VZCCYT4:validation:B0018MGLXE,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A21CNOUX9EDWFW:validation:B0039S7NO6,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A21H1SDMZOMKEY:validation:B004XHWGCQ,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,68,0.0,0.0,0.0,1
A21J42MKIZWG65:validation:B002Q4U71K,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A21WANBYNYXU0O:validation:B00A92GKJE,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A21WOB2CIZVMRX:validation:B004PBNKMA,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2221QUVAM43QX:validation:B005GTJ0L0,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A224BKBLXVA859:validation:2914849656,head,6,1.0,0.3562071871080222,1.0,1,8,1.0,0.31546487678572877,1.0,1,7,1.0,0.3333333333333333,1.0,1,11,0.0,0.0,1.0,1
A2291LBNORVPZ5:validation:B004M17H6I,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A22SBC8VK9QUVE:validation:B00CMHWSMW,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2366DRU6HGLCB:validation:B000W3XEQM,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A23971D63L3JVG:validation:B0012M7TLS,tail,,0.0,0.0,0.0,0,46,0.0,0.0,1.0,1,,0.0,0.0,0.0,0,31,0.0,0.0,1.0,1
A23BAB3A915J9C:validation:B007EA6PKS,head,,0.0,0.0,0.0,0,36,0.0,0.0,1.0,1,,0.0,0.0,0.0,0,43,0.0,0.0,1.0,1
A23D0Z8LKMWLPW:validation:B0007ZCJ2A,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A23FDPA9N8ZZ0J:validation:B000N53C1Q,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,88,0.0,0.0,0.0,1
A23FM0S3J3JYAL:validation:B0060RZ54I,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A23M85K3XXJM3R:validation:B00E2K95FK,tail,12,0.0,0.0,1.0,1,17,0.0,0.0,1.0,1,12,0.0,0.0,1.0,1,15,0.0,0.0,1.0,1
A23XYKJOCHIZ6X:validation:B00000IWGQ,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A23Z8PIFQ5X1ZO:validation:B00146E6LI,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2469NV6KYXYXU:validation:B000VO3GPG,head,37,0.0,0.0,1.0,1,50,0.0,0.0,1.0,1,33,0.0,0.0,1.0,1,37,0.0,0.0,1.0,1
A24BEZYS4O5FCK:validation:B002KE5GPS,head,31,0.0,0.0,1.0,1,38,0.0,0.0,1.0,1,34,0.0,0.0,1.0,1,31,0.0,0.0,1.0,1
A24CPA8Y1OW7OB:validation:B00CX5XCPU,tail,6,1.0,0.3562071871080222,1.0,1,6,1.0,0.3562071871080222,1.0,1,5,1.0,0.38685280723454163,1.0,1,7,1.0,0.3333333333333333,1.0,1
A24E0HXB7EXRE8:validation:B00D4NJSA8,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A24JE2BKC1P9T6:validation:B007EA6PKS,head,5,1.0,0.38685280723454163,1.0,1,5,1.0,0.38685280723454163,1.0,1,4,1.0,0.43067655807339306,1.0,1,4,1.0,0.43067655807339306,1.0,1
A24NROD8O2SDDM:validation:B0090H0RK2,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A25369P9FFDF46:validation:B00A88EPKU,tail,50,0.0,0.0,1.0,1,39,0.0,0.0,1.0,1,39,0.0,0.0,1.0,1,28,0.0,0.0,1.0,1
A255EMQZTRGKAH:validation:B00J7PI4MU,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A25CZCHLNH3OMO:validation:B00B2B0I62,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A25E20TLQOEC77:validation:B004Z7H2EQ,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A25FUOMDL5OHYD:validation:B00DMC6KAC,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A25OJH02IZ86EP:validation:B00A92GKJY,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A25RFEP83YBBPL:validation:B0060GDSGQ,tail,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1
