sample_key,user_id,target_group,valid_negative_count,hard_negative_count,deficit,minimum_margin,gram_rank,gram_hit50,history_gold_exclusion
A2NCJM91GPZQX7:2:B005FOPQT6,A2NCJM91GPZQX7,head,99,8,1,-3.6110761165618896,,0,1
A2NHO4VGF5N5IK:3:B004BCT8JW,A2NHO4VGF5N5IK,tail,97,8,1,-2.8060036301612854,35,1,1
A2NZUVOGJ1DR2L:3:B002SIF4Z8,A2NZUVOGJ1DR2L,tail,98,8,1,-0.7515792846679688,2,1,1
A2O56QHTYVTAT6:20:B0013TM9UQ,A2O56QHTYVTAT6,head,89,8,1,-2.682556390762329,,0,1
A2O7XT1RIQS09Y:8:B004Y9GV60,A2O7XT1RIQS09Y,tail,97,8,1,-2.1179580688476562,32,1,1
A2OBDNQ5ZYU1L8:9:B00CXADQ4M,A2OBDNQ5ZYU1L8,head,96,8,0,0.17248153686523438,1,1,1
A2OCDK0BOW6UCY:12:B005CE21YW,A2OCDK0BOW6UCY,head,96,8,1,-2.4487836360931396,,0,1
A2OKDMSH430PWG:2:B004TSFBJO,A2OKDMSH430PWG,head,99,8,1,-2.554367184638977,,0,1
A2P3DONT5F5KNC:1:B005EIIAPA,A2P3DONT5F5KNC,tail,100,8,1,-2.403892397880554,,0,1
A2P5FNH7X2PIE3:3:B000UPRSKA,A2P5FNH7X2PIE3,head,98,8,0,0.15425872802734375,1,1,1
A2PCKA9RR3JCFS:2:B0043BWJN8,A2PCKA9RR3JCFS,tail,99,8,0,0.9191207885742188,1,1,1
A2PTX32OTTTEF:6:B005IUGRBI,A2PTX32OTTTEF,head,97,8,1,-0.53033447265625,5,1,1
A2PXWM4VAEE68F:2:B0001AQCII,A2PXWM4VAEE68F,head,98,8,1,-3.896392822265625,,0,1
A2QPGUPMI6ZDY0:2:B0015Z5BU8,A2QPGUPMI6ZDY0,tail,97,8,1,-3.0683289766311646,6,1,1
A2R9M9ALI356JU:7:B00199YUBG,A2R9M9ALI356JU,tail,98,8,1,-3.2124710083007812,,0,1
A2RJZ26I30VFUZ:9:B004T19R3W,A2RJZ26I30VFUZ,tail,96,8,0,1.5841904282569885,1,1,1
A2RKI7RPP5CJMG:8:B00AE07BC6,A2RKI7RPP5CJMG,head,96,8,1,-0.4530144929885864,2,1,1
A2S7YBFPZX1IGQ:33:B002LB75AO,A2S7YBFPZX1IGQ,head,95,8,1,-0.2857208251953125,3,1,1
A2S83REJR973X7:1:B002HEW8QQ,A2S83REJR973X7,tail,97,8,1,-2.6621780395507812,,0,1
A2SSV6KM3W1VFD:3:B000Q6V1UG,A2SSV6KM3W1VFD,head,98,8,1,-0.1949901580810547,1,1,1
A2SXY96YC2J6VP:2:B0007CXX82,A2SXY96YC2J6VP,head,98,8,1,-1.5828781127929688,19,1,1
A2T0DFAQBF8ORG:1:B002A9JONI,A2T0DFAQBF8ORG,head,98,8,1,-0.70745849609375,,0,1
A2T3KX5WCGK7CM:5:B000143K2A,A2T3KX5WCGK7CM,head,97,8,1,-3.1948546171188354,,0,1
A2T4PF3X3MC0VC:2:B0073B3F06,A2T4PF3X3MC0VC,tail,97,8,0,5.625484392046928,1,1,1
A2TBAUW2W7J538:21:B00AE07B9O,A2TBAUW2W7J538,head,93,8,1,-1.0391347408294678,2,1,1
A2TBB743O1S7DR:4:B000PKYBXM,A2TBB743O1S7DR,tail,96,8,1,-0.28131866455078125,2,1,1
A2TGPI8IHZ62KM:10:B009NCM6JY,A2TGPI8IHZ62KM,head,77,8,0,0.7225246429443359,1,1,1
A2TK433EM0BHNT:6:B004TSF8R4,A2TK433EM0BHNT,head,95,8,1,-0.043361663818359375,4,1,1
A2TVH2OBNXYXHV:2:B004INUWX0,A2TVH2OBNXYXHV,head,97,8,1,-2.5535507202148438,26,1,1
A2U0A7LWCE5JR5:4:B001AFGLSO,A2U0A7LWCE5JR5,tail,97,8,1,-1.4201583862304688,4,1,1
A2UF98HFMVHA9F:9:B00005NAOJ,A2UF98HFMVHA9F,tail,94,8,1,-0.9634017944335938,3,1,1
A2UJT1C0E0DWVQ:12:B003APID5G,A2UJT1C0E0DWVQ,tail,93,8,1,-0.6164131164550781,3,1,1
A2UY01XCD1DWQ9:7:B008H42554,A2UY01XCD1DWQ9,head,87,8,1,-5.321178436279297,,0,1
A2V10LPZP0SF6U:13:B001DHI0R4,A2V10LPZP0SF6U,tail,94,8,1,-3.021117925643921,,0,1
A2V293S5VWOQNJ:3:B0009G05W8,A2V293S5VWOQNJ,tail,97,8,0,0.26389312744140625,1,1,1
A2V55J9CCQCOG0:15:B00GTBZHCA,A2V55J9CCQCOG0,head,98,8,1,-2.1299322843551636,23,1,1
A2VWYKAQCOJ80N:1:B00161JJ90,A2VWYKAQCOJ80N,tail,99,8,1,-1.8137433528900146,,0,1
A2VX6RJQ18KO6J:2:B00127U7QM,A2VX6RJQ18KO6J,head,98,8,1,-1.8067207336425781,,0,1
A2W2E6BPPYZO0T:2:B001FWXJ4G,A2W2E6BPPYZO0T,head,97,8,1,-1.5534249544143677,13,1,1
A2WC8DX0E0YXNX:5:B005DHCLF2,A2WC8DX0E0YXNX,tail,97,8,1,-3.6951600313186646,,0,1
A2WM3V2HY2A5LU:2:B001LNOEKW,A2WM3V2HY2A5LU,tail,92,8,1,-3.6288987398147583,,0,1
A2XBIBAWCHVP2M:5:B0013UAPVK,A2XBIBAWCHVP2M,head,100,8,1,-2.4197235107421875,,0,1
A2XEEF7UGKDOEN:2:B00518N02Q,A2XEEF7UGKDOEN,tail,98,8,1,-1.4556050300598145,,0,1
A2XK9NPCPIF8HJ:3:B0030GMBNK,A2XK9NPCPIF8HJ,tail,99,8,1,-3.995151698589325,,0,1
A2XZD1EQ7FMYN3:1:B000KQB0YE,A2XZD1EQ7FMYN3,tail,99,8,1,-2.3171157836914062,,0,1
A2YLXNMOADG2AU:2:B005R3UYEW,A2YLXNMOADG2AU,head,90,8,1,-7.3681222796440125,,0,1
A2YP323KXIBPQ9:6:B007PAD71M,A2YP323KXIBPQ9,head,98,8,1,-3.2040178775787354,,0,1
A2YR0ZBHPE7BP1:3:B001183N9K,A2YR0ZBHPE7BP1,head,94,8,1,-1.5309266448020935,16,1,1
A2YROQDXASGW14:2:B0026J10CU,A2YROQDXASGW14,head,97,8,1,-1.7940216064453125,41,1,1
A2Z2LWDTHN2RKY:17:B001CENUPU,A2Z2LWDTHN2RKY,tail,94,8,1,-3.983814090490341,,0,1
A2Z44TJ81QSHYB:4:B004WDV2XA,A2Z44TJ81QSHYB,head,79,8,1,-2.487251341342926,7,1,1
A2Z5UC1U8RTIHJ:2:B006HWGSEM,A2Z5UC1U8RTIHJ,tail,99,8,1,-1.4980239868164062,,0,1
A2ZHVBPPE9DTZU:1:B008HCWR6I,A2ZHVBPPE9DTZU,tail,100,8,1,-3.6919785737991333,,0,1
A2ZY49IDE6TY5I:91:B00GLS58SO,A2ZY49IDE6TY5I,head,95,8,0,0.5648117065429688,1,1,1
A305XM71TF83CY:24:B003JTF3VK,A305XM71TF83CY,head,96,8,1,-2.635398745536804,3,1,1
A3091RP0SPZLMN:77:B00GLS593S,A3091RP0SPZLMN,head,93,8,1,0.09447479248046875,2,1,1
A3094EPI56GKZ6:1:B001E96L1S,A3094EPI56GKZ6,tail,100,8,1,-2.3997576236724854,,0,1
A30XSLHBYF48PS:3:B008134WZ2,A30XSLHBYF48PS,tail,98,8,1,-0.8059682846069336,2,1,1
A30ZDSLMMKZTT5:6:B001MA0QY2,A30ZDSLMMKZTT5,head,98,8,1,-5.376457095146179,,0,1
A312UBIOP091MH:8:B00AN5L8PS,A312UBIOP091MH,head,97,8,1,-0.791831910610199,28,1,1
A314SDYGMKZ1AG:1:B003S16H5A,A314SDYGMKZ1AG,head,100,8,1,-1.8714599609375,,0,1
A315CY33I82ZI7:2:B0036BWIBO,A315CY33I82ZI7,head,98,8,1,-1.6859207153320312,,0,1
A318IDAWJ9ZYAY:12:B009YSSLAU,A318IDAWJ9ZYAY,head,97,8,1,0.02550506591796875,3,1,1
A31AJS00MHXH5:3:B00DPTW8JY,A31AJS00MHXH5,tail,97,8,1,-4.806923031806946,,0,1
A31DVKL8JE4XAH:25:B00AXRBAEA,A31DVKL8JE4XAH,head,95,8,0,0.3318634033203125,3,1,1
A31E0MN0BPGLIE:3:B000FIFJBM,A31E0MN0BPGLIE,tail,98,8,1,-3.3462371826171875,34,1,1
A31EW5DKOZF2WB:10:B009RNUH8G,A31EW5DKOZF2WB,tail,94,8,1,-1.0813159942626953,2,1,1
A31I44ESG7UPR:1:B00AE07FUE,A31I44ESG7UPR,head,94,8,1,-4.228118926286697,35,1,1
A32BV3CV1DJYCR:3:B001CMT83A,A32BV3CV1DJYCR,tail,99,8,1,-3.4880528450012207,,0,1
A32D0ZUZXESU6W:2:B0045VJPT2,A32D0ZUZXESU6W,tail,96,8,1,0.067962646484375,1,1,1
A33GKK4BDITVZY:1:B0000ZLEFU,A33GKK4BDITVZY,head,97,8,1,-1.0500317811965942,32,1,1
A33WQCNJD3JRK2:1:B005SJSQIG,A33WQCNJD3JRK2,head,99,8,1,-1.7199782133102417,36,1,1
A34O6TTUA6UWOU:9:B003ZX32ZO,A34O6TTUA6UWOU,head,93,8,1,-2.0804595947265625,38,1,1
A34TVK5J8P7XDQ:2:B0002Z8GEK,A34TVK5J8P7XDQ,tail,99,8,1,-0.6083755493164062,,0,1
A35HOUWHAYZZN6:32:B005HIHD2I,A35HOUWHAYZZN6,head,96,8,1,-6.177280366420746,38,1,1
A35S3IOWYJ92EA:1:B006HKCR9O,A35S3IOWYJ92EA,tail,99,8,1,-2.5075913667678833,,0,1
A366XQUDSSYGRQ:1:B001GIOW3G,A366XQUDSSYGRQ,head,96,8,1,-1.303863525390625,6,1,1
A36HEY6E2XQT75:3:B0018S8MZ8,A36HEY6E2XQT75,head,97,8,1,-3.3784522116184235,5,1,1
A36MS27KAA5S26:14:B001I9M91U,A36MS27KAA5S26,tail,99,8,1,-3.579086661338806,,0,1
A36P36J16DE34K:6:B00IBS9QC6,A36P36J16DE34K,head,93,8,1,-0.399086058139801,1,1,1
A371WIN4QTP8NF:6:B003BMJGL8,A371WIN4QTP8NF,head,96,8,1,-1.3257256746292114,31,1,1
A379CK0H5WJL85:3:B000NJJCLQ,A379CK0H5WJL85,tail,97,8,1,-1.8116072416305542,8,1,1
A379IB3EYAEL5:16:B00AE07H0M,A379IB3EYAEL5,head,91,8,1,-0.5131283402442932,3,1,1
A37E6RW5BUX4U0:5:B004N7DQHA,A37E6RW5BUX4U0,head,98,8,1,0.008129119873046875,4,1,1
A37FFWZUGO8L7W:5:B00C0Z5CYW,A37FFWZUGO8L7W,head,96,8,0,1.937301754951477,1,1,1
A37MH7ICH80QOX:8:B000HLEXT6,A37MH7ICH80QOX,tail,98,8,1,-2.5905609130859375,,0,1
A37QUQPYFMR9Y9:4:B0009J6ER0,A37QUQPYFMR9Y9,head,99,8,1,-4.267982363700867,,0,1
A38CWC6MDL1PK6:4:B000L9YYTS,A38CWC6MDL1PK6,head,99,8,1,-2.9145435094833374,,0,1
A38UWQHOXEEJTR:1:B0032PQPWW,A38UWQHOXEEJTR,head,94,8,1,-3.019887685775757,33,1,1
A38X2R3BOQGQZQ:9:B002L6PXNA,A38X2R3BOQGQZQ,head,93,8,1,-5.241966247558594,,0,1
A38Z2JBPM6GZ9Z:4:B00387F42Q,A38Z2JBPM6GZ9Z,head,98,8,1,-3.938034273684025,,0,1
A390XPHE9J7DBO:55:B00L3K91OW,A390XPHE9J7DBO,tail,83,8,1,-0.2858695983886719,2,1,1
A391OOGZ9TPB5:8:B004JHOJN4,A391OOGZ9TPB5,tail,94,8,0,0.47011566162109375,1,1,1
A394694266OEA3:18:B00E541OWU,A394694266OEA3,tail,87,8,0,2.342392072081566,1,1,1
A39BEQEYKWZO09:1:B005TI7NQW,A39BEQEYKWZO09,head,99,8,1,-2.0432586669921875,,0,1
A39PE92UTLIR9X:1:B00076X0BS,A39PE92UTLIR9X,tail,99,8,1,-2.917266607284546,,0,1
A39WDZULIH08JY:3:B009SJ7DFE,A39WDZULIH08JY,tail,92,8,1,-1.4889144897460938,20,1,1
A3A62FPWG2SIXD:6:B000VV1ZMU,A3A62FPWG2SIXD,head,96,8,1,-0.23711395263671875,,0,1
A3A7Y3TSPPZU9T:33:B008FZ562E,A3A7Y3TSPPZU9T,head,95,8,1,-1.3608684241771698,4,1,1
A3AC87VK8LM4IA:8:B0083HT86E,A3AC87VK8LM4IA,tail,89,8,1,-6.492038875818253,,0,1
A3ARKGHF6LHFV:5:B001EGP680,A3ARKGHF6LHFV,tail,95,8,0,1.0718002915382385,1,1,1
A3BUG7BM52PNH5:9:B0041QVYS6,A3BUG7BM52PNH5,head,86,8,0,0.7164087295532227,1,1,1
A3BXWNKYIH96TR:1:B00015HBD8,A3BXWNKYIH96TR,tail,99,8,1,-2.0765914916992188,,0,1
A3C2MSP8KCBWP8:17:B00B3XZ76A,A3C2MSP8KCBWP8,tail,87,8,1,-2.549434781074524,29,1,1
A3C6CZC2JP67VK:10:B0027CT5TG,A3C6CZC2JP67VK,head,96,8,1,-0.10061264038085938,2,1,1
A3C6YFFBSS9YK1:7:B006OMHUZQ,A3C6YFFBSS9YK1,tail,82,8,1,-0.4109892249107361,2,1,1
A3CDB38FK94DUX:6:B00CELI1K4,A3CDB38FK94DUX,tail,97,8,1,-3.295570135116577,,0,1
A3CRYCM9RET3P1:6:B003FXG314,A3CRYCM9RET3P1,tail,96,8,1,-3.0718233585357666,,0,1
A3CXIBTXLHVVQ7:5:B004Z40048,A3CXIBTXLHVVQ7,head,90,8,1,-2.5563204288482666,38,1,1
A3E5V5TSTAY3R9:17:B002MJOZTE,A3E5V5TSTAY3R9,tail,86,8,1,-0.5468902587890625,4,1,1
A3EBX7GDQVG04V:2:B00008CMOQ,A3EBX7GDQVG04V,head,100,8,1,-3.343170404434204,,0,1
A3EQFXFAZYY59B:2:B006L1DNWY,A3EQFXFAZYY59B,head,98,8,1,-5.953964352607727,,0,1
A3EXXM8LH53OWF:3:B001JKYD4Y,A3EXXM8LH53OWF,tail,96,8,1,-0.6736831665039062,3,1,1
A3FCU14867U83H:2:B002YR2D5W,A3FCU14867U83H,tail,99,8,1,-2.4574813842773438,,0,1
A3FHSLWEMH7JD8:15:B0054MSBZA,A3FHSLWEMH7JD8,head,98,8,1,-3.513568639755249,26,1,1
A3FY8LBZYT2RPN:3:B001ECQ5IE,A3FY8LBZYT2RPN,head,96,8,1,-3.8759690523147583,35,1,1
A3G1XSJ5RD0PIA:3:B0071900NU,A3G1XSJ5RD0PIA,tail,97,8,1,-4.191951751708984,,0,1
A3GA09FYFKL4EY:27:B00AUFS8I6,A3GA09FYFKL4EY,tail,92,8,1,-0.6712036728858948,,0,1
A3GAIYE8D53CXF:4:B005SPWI3O,A3GAIYE8D53CXF,tail,99,8,1,-1.2290725708007812,,0,1
A3GBQMYUOW4OSK:8:B0078VTGOK,A3GBQMYUOW4OSK,tail,97,8,1,-4.952564120292664,,0,1
A3H7B6718MO83Y:6:B00B8UIQU2,A3H7B6718MO83Y,tail,93,8,1,-0.4189453125,1,1,1
A3HISVKMJY30J9:3:B0013GB1Y4,A3HISVKMJY30J9,tail,94,8,1,-1.7102127075195312,35,1,1
A3I40TV5DZXMO5:3:B0018662UW,A3I40TV5DZXMO5,tail,100,8,1,-1.2034072875976562,,0,1
A3ILDMI4ETJKTR:4:B004K9UAKM,A3ILDMI4ETJKTR,tail,96,8,1,-0.09587860107421875,4,1,1
A3J029KBNG5MNP:19:B000AO2NXS,A3J029KBNG5MNP,head,93,8,1,-0.8839225769042969,14,1,1
A3J4BYNLIX7O4T:6:B002H9L62I,A3J4BYNLIX7O4T,tail,98,8,1,-3.1803205013275146,,0,1
A3JS331R4TEBB8:1:B003FBI9LS,A3JS331R4TEBB8,head,100,8,1,-1.4098663330078125,,0,1
A3KG8S5XXY37L8:3:B001U0ONNY,A3KG8S5XXY37L8,head,99,8,1,-2.8786925077438354,,0,1
A3KQMERZUTHO1R:1:B002KPWZPG,A3KQMERZUTHO1R,tail,99,8,1,-1.4019694328308105,,0,1
A3LFVYR9A27NLT:17:B005KT4T44,A3LFVYR9A27NLT,tail,99,8,1,-7.376014590263367,,0,1
A3LJLRIZL38GG3:36:B00AP1BTZE,A3LJLRIZL38GG3,tail,92,8,1,0.0379486083984375,1,1,1
A3LSGT18TEMFJT:1:B000AO2NXS,A3LSGT18TEMFJT,head,95,8,1,-2.2915114164352417,22,1,1
A3M1K1I80RU7IS:2:B005UBN2AO,A3M1K1I80RU7IS,head,98,8,1,-6.708614110946655,,0,1
A3M6QNJ79UIR18:1:B001P1ZEL8,A3M6QNJ79UIR18,tail,98,8,0,3.233398385345936,1,1,1
A3MJYQFHRYLUUB:17:B00HM6K6XQ,A3MJYQFHRYLUUB,head,92,8,1,-0.16765975952148438,2,1,1
A3MNHS1HHTAP7O:1:B00G75X158,A3MNHS1HHTAP7O,head,99,8,1,-2.512664556503296,,0,1
A3MRF11LISAKY0:6:B0039UTU9U,A3MRF11LISAKY0,tail,91,8,1,-7.788494408130646,,0,1
A3N75I60JM46JX:3:B0011DKKGY,A3N75I60JM46JX,head,97,8,1,-0.990478515625,3,1,1
A3NICTN9ALZ27:2:B005Q06WBU,A3NICTN9ALZ27,tail,96,8,1,-3.811645030975342,,0,1
A3NKKWP831FBVA:1:B001KYQCYS,A3NKKWP831FBVA,tail,99,8,1,-3.2409971952438354,,0,1
A3OC42X7H74D1Y:3:B00AAJTDLI,A3OC42X7H74D1Y,head,96,8,1,-0.9248924255371094,14,1,1
A3OHRVM1B8U24K:1:B003156NMU,A3OHRVM1B8U24K,head,98,8,1,-2.49774169921875,,0,1
A3OMRAMK2DW5QM:3:B0058DC6YM,A3OMRAMK2DW5QM,tail,97,8,1,-3.7878533601760864,4,1,1
A3PIW7ZF4C5ZJL:5:B0068G8EZ8,A3PIW7ZF4C5ZJL,head,97,8,1,-3.235012173652649,,0,1
A3PK762RUX1ECP:2:B004BCT7A2,A3PK762RUX1ECP,tail,99,8,1,-1.153167724609375,,0,1
A3QBQ3Z0LYF70H:1:B004CASKMO,A3QBQ3Z0LYF70H,head,98,8,1,-4.091590642929077,,0,1
A3QPOH33BCOKZI:5:B00A76CPUA,A3QPOH33BCOKZI,head,99,8,1,-6.480522096157074,,0,1
A3QV3H483HN4AI:5:B00DQ7THS0,A3QV3H483HN4AI,tail,99,8,1,-0.6539764404296875,,0,1
A3RKOXJC2CEPDI:2:B006OC431K,A3RKOXJC2CEPDI,tail,99,8,1,-3.1216204166412354,,0,1
A3S3R88HA0HZG3:61:B00GLS5DKM,A3S3R88HA0HZG3,head,97,8,1,-1.2252579927444458,16,1,1
A3SE4NU7AGO47Q:5:B004LEJ8R2,A3SE4NU7AGO47Q,head,97,8,1,-0.017505645751953125,1,1,1
A3TBMCDFAAJAN8:2:B00014GT78,A3TBMCDFAAJAN8,head,98,8,1,-2.2499464750289917,,0,1
A3TJSWA0W9ITYE:15:B00GTC03OG,A3TJSWA0W9ITYE,head,92,8,1,-0.203399658203125,2,1,1
A3U029B8Z5WGI2:63:B00GTBZWPW,A3U029B8Z5WGI2,head,80,8,0,0.28452301025390625,12,1,1
A3UFG0MCVEISAS:1:B00161FCAA,A3UFG0MCVEISAS,head,100,8,1,-1.8254470825195312,,0,1
A3UJDI3ZJ7HA53:8:B00387F426,A3UJDI3ZJ7HA53,head,94,8,1,-2.145149350166321,,0,1
A3ULEVTGO01H5W:2:B0054QHA26,A3ULEVTGO01H5W,tail,99,8,1,-3.1516647338867188,,0,1
A3ULUMA21HUH9P:9:B0071S7EWQ,A3ULUMA21HUH9P,tail,92,8,0,1.1944960355758667,12,1,1
A3V1A3C9DTLPME:4:B004N7DQHA,A3V1A3C9DTLPME,head,99,8,0,1.565567061305046,1,1,1
A3V55DVYU80LDS:7:B0094C43FI,A3V55DVYU80LDS,head,98,8,1,-2.49300754070282,41,1,1
A3VEPQ1LU26253:3:B004P2LL2K,A3VEPQ1LU26253,tail,98,8,1,-0.418121337890625,15,1,1
A3VLCQX7NG1N0E:4:B00ALV8EL0,A3VLCQX7NG1N0E,head,99,8,1,-0.6246721744537354,6,1,1
A4EMX1VK60PM0:6:B0009V8N5E,A4EMX1VK60PM0,head,96,8,1,-0.8771896362304688,7,1,1
A4P9WK7Y65O58:11:B001T8QIIA,A4P9WK7Y65O58,tail,94,8,1,-1.942612648010254,11,1,1
A4T4HNFXIV6L9:2:B003ZVV8WK,A4T4HNFXIV6L9,tail,99,8,1,-2.969200372695923,,0,1
A55QPRK60CF9S:16:B005ITRIOY,A55QPRK60CF9S,tail,96,8,1,-2.159003973007202,,0,1
A595U771M6PLX:2:B00CJ0TZ1E,A595U771M6PLX,head,94,8,1,-2.9651259779930115,13,1,1
A5A9N3HZT14KD:1:B004O3UDQK,A5A9N3HZT14KD,tail,96,8,1,-1.7927625179290771,,0,1
A5BAZRN50NOUM:8:B004OUFZP2,A5BAZRN50NOUM,tail,81,8,1,-8.624769270420074,,0,1
A5OBIE3AR5O92:7:B004S9SEWK,A5OBIE3AR5O92,head,96,8,1,-2.3851088285446167,,0,1
A5WECLZESWPS8:9:B008RTNSJQ,A5WECLZESWPS8,head,92,8,1,-1.0296822786331177,7,1,1
A6D7XIL3CWQLS:2:B003UNPS0Q,A6D7XIL3CWQLS,tail,99,8,1,-3.005157470703125,,0,1
A6JTDTXYV9H0D:1:B005C5FP9Y,A6JTDTXYV9H0D,head,99,8,1,-1.4239159226417542,7,1,1
A6NJO9KSN6EUN:23:B004GEV5XM,A6NJO9KSN6EUN,tail,93,8,1,-3.317497491836548,,0,1
A6VT3OXGHXF58:4:B00A7W13Q6,A6VT3OXGHXF58,tail,90,8,1,-0.3343620300292969,3,1,1
A6XHF110BC856:12:B00DG03Y7M,A6XHF110BC856,tail,96,8,1,-2.076446533203125,4,1,1
A6YIRBOI13F1K:1:B001DJ15KG,A6YIRBOI13F1K,tail,99,8,0,1.2196576595306396,1,1,1
A78OA9LV5E5WB:10:B009799H04,A78OA9LV5E5WB,tail,93,8,1,-1.5762787461280823,37,1,1
A79WII0X5ZOU5:3:B002F5WLOQ,A79WII0X5ZOU5,tail,98,8,1,-0.2434844970703125,4,1,1
A7D574N3I1E3G:2:B008STA7IK,A7D574N3I1E3G,tail,98,8,1,-1.4430999755859375,,0,1
A7MU5WRBVQAO2:3:B000VDUOFM,A7MU5WRBVQAO2,head,97,8,1,-2.4102783203125,8,1,1
A7WH9N159GU2R:5:B0028QVAGW,A7WH9N159GU2R,tail,98,8,1,-1.20623779296875,,0,1
A80LBUXF4KNNC:5:B001AIVBRC,A80LBUXF4KNNC,tail,96,8,1,-3.244514584541321,20,1,1
A8C69Q1OOVFZW:1:B000P6WIHC,A8C69Q1OOVFZW,tail,99,8,1,-0.7061692476272583,1,1,1
A928HCGAQTU6X:3:B000YZGOZQ,A928HCGAQTU6X,head,97,8,1,-0.9691314697265625,5,1,1
A93I0K0DZ9CU4:1:B000PP43XU,A93I0K0DZ9CU4,tail,100,8,1,-4.909698665142059,,0,1
A96U5AO7E41DN:1:B003H25J86,A96U5AO7E41DN,tail,99,8,1,-1.2733840942382812,,0,1
A9LWDP1HECAU0:5:B0035RE2TA,A9LWDP1HECAU0,head,97,8,1,-3.2242621332406998,4,1,1
A9QR13VO22ULU:1:B0007506U2,A9QR13VO22ULU,head,99,8,1,-4.335860967636108,,0,1
AA3EZF22VEB32:10:B0061YRVOC,AA3EZF22VEB32,head,90,8,1,-2.7965086698532104,17,1,1
AA8JH8LD2H4P9:3:B007H4J832,AA8JH8LD2H4P9,tail,96,8,1,-3.315975308418274,,0,1
AAEVYY0PHQUUL:32:B0034KYDSS,AAEVYY0PHQUUL,head,83,8,1,-6.7516469792462885,7,1,1
AAIHPXE9JC9NT:1:B003EUSRNA,AAIHPXE9JC9NT,tail,92,8,1,-0.26506805419921875,2,1,1
AB24Z8PTNQ33I:10:B002DPV8L0,AB24Z8PTNQ33I,tail,94,8,1,-3.8855820894241333,,0,1
ABA1SO9OTBYB5:6:B00005NFBJ,ABA1SO9OTBYB5,head,99,8,1,-3.3205565214157104,,0,1
ABOTQXNUBA1MM:9:B003JTF3VK,ABOTQXNUBA1MM,head,94,8,1,-2.3604201078414917,9,1,1
ABVK7YQNVTOKW:3:B00AC3G0ZY,ABVK7YQNVTOKW,tail,96,8,1,-1.2238616943359375,2,1,1
ABYXQSCA15HEE:1:B005P0OBSM,ABYXQSCA15HEE,tail,98,8,1,-4.846290469169617,,0,1
AC1UO4XW14D6W:22:B004GT440S,AC1UO4XW14D6W,tail,94,8,1,-1.1265183687210083,10,1,1
AC6IDFW34EO9D:19:B003DVNKU0,AC6IDFW34EO9D,head,95,8,1,-1.3009567260742188,,0,1
ACVQMK9EJAKK4:10:B002NBJAWI,ACVQMK9EJAKK4,tail,96,8,1,-1.3616143465042114,3,1,1
ACZPM336YREP7:3:B000AA5VZY,ACZPM336YREP7,head,91,8,1,-5.754986047744751,,0,1
AD0OENWU7N4L6:1:B0015KKU2M,AD0OENWU7N4L6,tail,95,8,1,-1.5699005126953125,,0,1
AD29UXW42GRA4:1:B0034RLFGE,AD29UXW42GRA4,tail,96,8,1,-1.4935646057128906,10,1,1
ADS3MDT29J0JH:1:B00D9NV20C,ADS3MDT29J0JH,tail,99,8,1,-2.699273943901062,11,1,1
ADS5APY1NKTL4:2:B000BR5B2Y,ADS5APY1NKTL4,tail,98,8,0,1.044174075126648,1,1,1
AE88D7OM7YU99:12:B000YZLP4Q,AE88D7OM7YU99,head,96,8,0,0.9319992065429688,1,1,1
AEJ4MVDD54AA2:1:B009HBDK2S,AEJ4MVDD54AA2,tail,98,8,0,0.6496506929397583,1,1,1
AEMSGB00FL3YO:4:B0050QLDGY,AEMSGB00FL3YO,head,96,8,1,-1.6138420104980469,19,1,1
AENH50GW3OKDA:64:B000S01TAC,AENH50GW3OKDA,tail,93,8,1,-2.0154457092285156,5,1,1
AF94WY3I1FAPN:4:B0046VEREY,AF94WY3I1FAPN,tail,98,8,1,-3.2661283016204834,,0,1
AFBZMP3FJUI85:4:B007CDSFKU,AFBZMP3FJUI85,head,97,8,1,-2.095786929130554,,0,1
AFRPU08UKV882:1:B001CS6BIY,AFRPU08UKV882,head,99,8,1,-2.267059087753296,,0,1
AG8DPYVTLT2C2:16:B00HNKRWX8,AG8DPYVTLT2C2,head,94,8,1,-2.7858123779296875,25,1,1
AGEKVD8JPZQMT:12:B007JT7AGC,AGEKVD8JPZQMT,head,83,8,1,-0.4124201536178589,10,1,1
AGMONAK82UL7R:10:B001BBRPSW,AGMONAK82UL7R,tail,98,8,1,-6.9623109102249146,,0,1
AGYVXK5UBP8J7:4:B00178TVXG,AGYVXK5UBP8J7,head,97,8,1,-1.502029299736023,23,1,1
AH1OCMC7UJ71O:1:B0018P2ZEA,AH1OCMC7UJ71O,tail,100,8,1,-2.7019957304000854,,0,1
AH59DZ5AXO8PR:37:B0061JQY40,AH59DZ5AXO8PR,head,79,8,0,1.6890488266944885,1,1,1
AHHTNACQEMXRY:22:B00B4YVU4G,AHHTNACQEMXRY,head,95,8,1,-1.358261227607727,29,1,1
AI1F6D4JREJZU:2:B003GMVD96,AI1F6D4JREJZU,head,95,8,1,-1.2878856658935547,18,1,1
AI2LO8JQ0HH5P:3:B000ZLVUYO,AI2LO8JQ0HH5P,head,98,8,1,-2.1149672865867615,15,1,1
AIAIA2L0HC35S:1:B0016BHJEW,AIAIA2L0HC35S,tail,100,8,1,-3.5385515689849854,,0,1
AIEDQUA2QQYDW:4:B005SD1YVS,AIEDQUA2QQYDW,tail,96,8,1,-0.5014781951904297,9,1,1
