user,split,sample_hash,history_length,recoverable_sum,recoverable_mean,recoverable_max,recoverable_positive_fraction,recoverable_ge8_fraction,displaced_cf_sum,displaced_cf_mean,metadata_lost_sum,metadata_lost_mean,metadata_retention_mean,metadata_retention_min,current_metadata_visible_sum,current_cf_visible_sum,log1p_popularity_mean,log1p_popularity_min,tail_item_fraction,top_k_similar_item_mean,lp_current,lp_recover,benefit,positive_label,predicted_probability
ADN74NQN39ZQ6,calibration,04ca328b12f10118eb73ea4b2f14cc10b35701201cf7d7828beebceb187a99af,2.0,104.0,52.0,83.0,1.0,1.0,100.0,50.0,129.0,64.5,0.428809218950064,0.23943661971830985,68.0,158.0,2.8314802400679726,2.197224577336219,0.0,10.0,-0.42171332240104675,-0.47331181168556213,-0.05159848928451538,0,0.24056903238888472
A19L14G82I6SEE,calibration,04cbbc32725ea1669f8a386baafba56fd8823a33901a7ef61f4567778b5a7e3c,3.0,135.0,45.0,69.0,1.0,1.0,135.0,45.0,135.0,45.0,0.4468312324929972,0.3235294117647059,101.0,237.0,3.2296853139413133,1.791759469228055,0.3333333333333333,10.0,-0.4320574700832367,-0.4468078315258026,-0.014750361442565918,0,0.21292944823403556
A2MA90LDL14EGF,calibration,04cd6e7c503f96f2156e5c74dea72b26568983f508efe8e4ec072ffce0611127,2.0,94.0,47.0,74.0,1.0,1.0,94.0,47.0,94.0,47.0,0.4722222222222222,0.3148148148148148,68.0,158.0,2.255429753258425,1.9459101490553132,0.5,10.0,-0.6031727194786072,-0.6511801481246948,-0.048007428646087646,0,0.22015423221993632
A35IDGYIST7CLI,calibration,04d7ef3a92663ea7bd7b2941fec32f6e48521b0b2fc361b066753a172614a4d5,18.0,1196.0,66.44444444444444,84.0,1.0,1.0,1156.0,64.22222222222223,2985.0,165.83333333333334,0.2905681230667169,0.039951573849878935,615.0,1419.0,3.264975445157567,1.791759469228055,0.16666666666666666,10.0,-1.1581228971481323,-1.1669142246246338,-0.008791327476501465,0,0.15751149105944529
A10UEHOMQTDBIH,calibration,04df6e44c5d45b5f64bad89b8e4e8fd1ca5cbd85a5ec0aab9c734970b17c7b03,2.0,115.0,57.5,83.0,1.0,1.0,111.0,55.5,132.0,66.0,0.3768656716417911,0.2537313432835821,66.0,160.0,2.04717228111105,1.3862943611198906,0.5,10.0,-1.876365303993225,-1.868501901626587,0.007863402366638184,0,0.21626411279347227
A2T54LECJVPR5V,calibration,04eeefdf47c940c7589ea444d0e8068d26b6af4ba6dbae6b98a7049705646233,4.0,332.0,83.0,83.0,1.0,1.0,316.0,79.0,1159.0,289.75,0.1386689915884683,0.07834101382488479,136.0,316.0,1.6184726740880686,1.0986122886681096,1.0,10.0,-0.030460188165307045,-14.80263614654541,-14.772175788879395,0,0.11707779270349312
A3JZ53RJGYFKA2,calibration,04f6635992240dfae21b1b1ab2a0c1a08530f467cbcf95039d8028ffc5352f3f,9.0,557.0,61.888888888888886,84.0,1.0,1.0,541.0,60.111111111111114,669.0,74.33333333333333,0.3547805238790752,0.20118343195266272,304.0,713.0,2.6568056016705537,1.9459101490553132,0.2222222222222222,10.0,-1.0006474256515503,-1.2451974153518677,-0.24454998970031738,0,0.23509190946697053
A7JLPVS4J3DFD,calibration,0510910b6c1b5c96b0bf837f785aa392ea2c39ef5253217d88cd42c159ce7f9f,7.0,430.0,61.42857142857143,84.0,1.0,1.0,418.0,59.714285714285715,700.0,100.0,0.3253009063537463,0.13076923076923078,236.0,555.0,3.010545834888094,1.3862943611198906,0.2857142857142857,10.0,-0.8858886957168579,-0.872357964515686,0.013530731201171875,0,0.1830652366971984
A3J6E6LP54WVP5,calibration,0515c1cd3a70c0be95ae4b163f83240da44f0721403a39d3d5b1c860f1f57a52,2.0,166.0,83.0,83.0,1.0,1.0,158.0,79.0,756.0,378.0,0.08463076746476235,0.07127882599580712,68.0,158.0,3.218075184184714,1.3862943611198906,0.5,10.0,-1.219057321548462,-1.1373465061187744,0.0817108154296875,1,0.14138218210588352
A3Q0OTJCD33XEP,calibration,051ed91c2ad43c45eb5d0a926c297534ca265d7858cb0d4e0b751f7884df28c4,15.0,1174.0,78.26666666666667,83.0,1.0,1.0,1122.0,74.8,2591.0,172.73333333333332,0.20593292728339332,0.08018867924528301,509.0,1186.0,3.124973314450909,1.791759469228055,0.2,10.0,-0.7011350393295288,-0.9300084710121155,-0.22887343168258667,0,0.17168163135740805
ALBEDLVBTL4QN,calibration,052acf25cbd9ff6f62e8d91d32a75bac9e8b283ff24879b370ee0a8801cdc22f,2.0,129.0,64.5,84.0,1.0,1.0,125.0,62.5,467.0,233.5,0.2514536096814578,0.07252747252747253,67.0,159.0,3.9092151360353284,3.0910424533583156,0.0,10.0,-0.6781631112098694,-0.7285767793655396,-0.050413668155670166,0,0.18679440039874776
A2IVZDMJR864HA,calibration,053121260cee622a4286cd06aa6798783811648ba0b9814ee66f34feb3140a4d,9.0,634.0,70.44444444444444,83.0,1.0,1.0,611.0,67.88888888888889,869.0,96.55555555555556,0.3061104780450419,0.12878787878787878,306.0,711.0,2.474435722663051,1.791759469228055,0.5555555555555556,10.0,-1.0291281938552856,-0.7702624201774597,0.2588657736778259,1,0.17043978290646564
A1KMG1AIUS00DC,calibration,0531f7747258634ee2e3edb252b8cf2a4042b0ec17575d8ee08c20fcc2a2e2cd,3.0,82.0,27.333333333333332,42.0,1.0,1.0,82.0,27.333333333333332,82.0,27.333333333333332,0.5737432378941812,0.46153846153846156,104.0,235.0,4.438502057609955,4.276666119016055,0.0,10.0,-0.9986885786056519,-0.9582275748252869,0.04046100378036499,1,0.2092301501257125
A310WAS2DJMXDU,calibration,0538ee0e140b3e06237d128ae47204dd68012ba33451d334ae4265958941ada9,2.0,166.0,83.0,83.0,1.0,1.0,158.0,79.0,233.0,116.5,0.22332103649051072,0.2214765100671141,67.0,158.0,3.6674909394359068,3.044522437723423,0.0,10.0,-1.0033661127090454,-0.8740473985671997,0.1293187141418457,1,0.15355483398885744
AQ80LJNDLVZPG,calibration,054f396f1a58ba3b7e958b0b42e239a97879a3756ff0ee404c06169ec026a231,6.0,440.0,73.33333333333333,84.0,1.0,1.0,420.0,70.0,1417.0,236.16666666666666,0.24268945770228123,0.039951573849878935,203.0,475.0,3.347259533346733,2.0794415416798357,0.16666666666666666,10.0,-1.171388864517212,-1.2397003173828125,-0.06831145286560059,0,0.12810808397830403
A1H4HMN60LKUXB,calibration,05523951c826bd4a3626addf9286eb09f177b48443f9afcf60015147a0f80e68,2.0,167.0,83.5,84.0,1.0,1.0,159.0,79.5,207.0,103.5,0.24557604918471,0.22758620689655173,67.0,159.0,2.979212346514891,2.197224577336219,0.0,10.0,-0.7321168780326843,-1.7172170877456665,-0.9851002097129822,0,0.14285670760877126
A3VU72O2BZSPXW,calibration,0571d236c93959abe3f04731f7f0505089e41da0c9acfe41113f08c5c65c4d07,4.0,332.0,83.0,83.0,1.0,1.0,316.0,79.0,768.0,192.0,0.19074133167841129,0.07623318385650224,135.0,316.0,2.911514194393353,2.0794415416798357,0.25,10.0,-0.7781052589416504,-0.8732088804244995,-0.09510362148284912,0,0.11502934666972248
A3HNADBFO4LTG,calibration,05798c1a645575d79cf26d18bc9382b28e676d340e7c50b4e2681b2d024cc367,2.0,166.0,83.0,83.0,1.0,1.0,158.0,79.0,401.0,200.5,0.16435786435786437,0.10793650793650794,68.0,158.0,2.04717228111105,1.6094379124341003,0.5,10.0,-0.7459270358085632,-1.0383336544036865,-0.2924066185951233,0,0.118831598767032
A3RUQO10JKY9NT,calibration,0585218bee669b8f0b2c1b7fcbfe75250a3228f540e0f25f6cd9bdcfe5385723,2.0,101.0,50.5,62.0,1.0,1.0,101.0,50.5,101.0,50.5,0.4099600456621004,0.3541666666666667,68.0,158.0,2.282174095733918,2.0794415416798357,0.5,10.0,-1.5929027795791626,-1.5440654754638672,0.04883730411529541,1,0.17208469408595362
A3VKQ5PVKP7Y8V,calibration,0585693d62fe20c81d26eca5e32872f7e9d7921e7262c1abc0166198bf1f6c7f,5.0,397.0,79.4,83.0,1.0,1.0,385.0,77.0,576.0,115.2,0.24230372343001347,0.17525773195876287,170.0,395.0,3.1903420866925436,1.9459101490553132,0.2,10.0,-1.1797103881835938,-1.4697562456130981,-0.2900458574295044,0,0.15061400098793157
A3CMEHPWLYCV6,calibration,058b194b3940838467c6866aa68550e7dede3843dc9a911c62d405dcd2fb550d,9.0,690.0,76.66666666666667,84.0,1.0,1.0,666.0,74.0,1111.0,123.44444444444444,0.26950283609064407,0.07252747252747253,305.0,712.0,2.5534799469310956,0.6931471805599453,0.5555555555555556,10.0,-1.2226192951202393,-1.3872439861297607,-0.16462469100952148,0,0.12835164699562726
AS5ZYG7TIWVT,calibration,05ac67a5350ef21c6e4c2a662208098eb2d9f5a12bed92b0cfa584eedb9a67a1,2.0,166.0,83.0,84.0,1.0,1.0,158.0,79.0,492.0,246.0,0.12130051223676722,0.10714285714285714,67.0,158.0,4.901723099177951,4.060443010546419,0.0,10.0,-0.5708031058311462,-0.8188206553459167,-0.2480175495147705,0,0.16561274705884196
A2LH3CBOXMPWJO,calibration,05bb2f008d3d66e4583b7ee3d646e5def20c66e402e696333e475ca9eefa15c0,5.0,292.0,58.4,83.0,1.0,1.0,283.0,56.6,342.0,68.4,0.3973779447254264,0.20359281437125748,170.0,395.0,4.031559023661337,2.0794415416798357,0.2,10.0,-0.6479511260986328,-0.606557309627533,0.041393816471099854,1,0.20437358820984133
A4QILEL3P0156,calibration,05c75d93d17e14ca5089fa21cba87a424382c10604777f18013732b9283a6431,2.0,167.0,83.5,84.0,1.0,1.0,159.0,79.5,912.0,456.0,0.12980292414499153,0.04106280193236715,67.0,159.0,2.8995463272302633,2.3978952727983707,0.0,10.0,-0.2982608377933502,-1.4041849374771118,-1.105924129486084,0,0.1492454657469984
A3QTZ8OHWM4WNN,calibration,05d1e8eb6fede3d4f25d2bc720efde2b5ff55b217c0e350bf8732049c0a96b12,4.0,290.0,72.5,83.0,1.0,1.0,278.0,69.5,530.0,132.5,0.25773306951401836,0.11447811447811448,136.0,316.0,2.360363023234892,1.6094379124341003,0.5,10.0,-1.245444655418396,-1.3394157886505127,-0.0939711332321167,0,0.1385764376651104
A2M2M28L9OTNVL,calibration,05e532030d692f78f549eae9203217c0aa825237014a2eb27e069f31a57f7511,2.0,165.0,82.5,83.0,1.0,1.0,158.0,79.0,466.0,233.0,0.18722158059726116,0.08133971291866028,68.0,158.0,2.1910133173369406,2.0794415416798357,0.5,10.0,-1.5669194459915161,-1.5028685331344604,0.06405091285705566,1,0.11455773518028725
A2A5DGNAJRHSH,calibration,05e86c5229808adc9a538e57bf95d52abab68c5371e3758d1056e9c8197c7a9b,4.0,332.0,83.0,83.0,1.0,1.0,316.0,79.0,590.0,147.5,0.2014070309015534,0.1259259259259259,136.0,316.0,1.9437139416663802,1.3862943611198906,0.75,10.0,-2.288923978805542,-2.2487339973449707,0.04018998146057129,1,0.11847744802463865
A1AHTRLLNVXGLW,calibration,060c1f83568295c9b2ff4fb8f2b8a70e0da9bfb254b3e5572f990036678785fd,5.0,288.0,57.6,83.0,1.0,1.0,280.0,56.0,310.0,62.0,0.3781284027360859,0.2595419847328244,168.0,397.0,4.107853599194568,2.0794415416798357,0.2,10.0,-0.4587927460670471,-0.6088806390762329,-0.1500878930091858,0,0.24486433474116717
A1M0OSMWJWL33N,calibration,062dbfc5f134a9121e1c64110c475934d2d7c2d27e43eb3272f3d1fe45138378,9.0,630.0,70.0,84.0,1.0,1.0,606.0,67.33333333333333,907.0,100.77777777777777,0.29221214245039373,0.13654618473895583,304.0,713.0,3.881226143714468,2.197224577336219,0.0,10.0,-0.23071399331092834,-0.6922804713249207,-0.4615664780139923,0,0.19261366536497804
A1Z0OQW3X6J91A,calibration,0648d56be58f7bf0c184673c217b2b7e802a6b6dd3498ce1e42ac9de94e4149d,2.0,116.0,58.0,83.0,1.0,1.0,112.0,56.0,145.0,72.5,0.3664383561643836,0.2328767123287671,67.0,159.0,3.594583869210161,3.2188758248682006,0.0,10.0,-0.6072491407394409,-0.6266009211540222,-0.0193517804145813,0,0.23792200527796717
A3PX70B6GRUV7E,calibration,065188ef638eb7d8672c2097ff08b971662b9bc266efbff2272eecd707a6cf02,13.0,881.0,67.76923076923077,83.0,1.0,1.0,852.0,65.53846153846153,1802.0,138.6153846153846,0.282236398851783,0.08651399491094147,441.0,1027.0,3.0775902815362217,1.6094379124341003,0.15384615384615385,10.0,-0.5761942267417908,-0.9528393745422363,-0.37664514780044556,0,0.1722685171062844
A2ESI82Q6P9K8Q,calibration,0653b595e46d7616c6110ac39651f22a60d5f3a3fd17be27a183dfd445446a2a,4.0,284.0,71.0,84.0,1.0,1.0,272.0,68.0,567.0,141.75,0.25876429313929317,0.11486486486486487,135.0,317.0,2.969642019722805,1.791759469228055,0.5,10.0,-1.2473443746566772,-1.9031851291656494,-0.6558407545089722,0,0.15013245298219055
ASF8X0ZZGX3HW,calibration,065f354a667a37e8b7536879df5c5485d02ca36e727f641bad9f18d016df09f1,2.0,81.0,40.5,43.0,1.0,1.0,81.0,40.5,81.0,40.5,0.4568903318903319,0.44155844155844154,68.0,158.0,2.808385548833286,2.3978952727983707,0.0,10.0,-0.5816062688827515,-0.574213445186615,0.007392823696136475,0,0.1541605260070322
A2VY6PIZHB12QK,calibration,066b3dc618980e0cca1d1fc8c9fc99733c0ac9ab5c1abb950571fff2b86b850f,3.0,242.0,80.66666666666667,84.0,1.0,1.0,234.0,78.0,398.0,132.66666666666666,0.21771822522667525,0.15789473684210525,100.0,238.0,2.761333101416175,2.3025850929940455,0.0,10.0,-1.1490182876586914,-1.299529790878296,-0.1505115032196045,0,0.14343433423327923
A24DY61P0RE0ZO,calibration,06743e7d380c624fd3bf821e9cbb825ac50d0913193541d5e5f852ff9793f8ae,6.0,395.0,65.83333333333333,84.0,1.0,1.0,387.0,64.5,475.0,79.16666666666667,0.3252664622753681,0.18181818181818182,201.0,476.0,2.3245327497982746,1.6094379124341003,0.3333333333333333,10.0,-0.08965838700532913,-0.06450692564249039,0.025151461362838745,1,0.19039655156015045
A24DTYG7QVN08R,calibration,067723359a56775026bb4ed97da7bfbca1be1c20a8a084d8cebaf477f3bd35ed,3.0,247.0,82.33333333333333,84.0,1.0,1.0,238.0,79.33333333333333,405.0,135.0,0.2240183792815372,0.13095238095238096,101.0,238.0,2.0741920893571226,1.9459101490553132,0.6666666666666666,10.0,-0.24195995926856995,-1.5616633892059326,-1.319703459739685,0,0.11918431668294713
A2IRP5D2NICEQW,calibration,06b062ae5bef72b9e73361ed28fbeb14cd0639df3c30a0e70b64f252806a8c2d,2.0,111.0,55.5,59.0,1.0,1.0,111.0,55.5,111.0,55.5,0.3804701175293823,0.3655913978494624,68.0,158.0,2.359249435647547,2.0794415416798357,0.5,10.0,-0.15160726010799408,-0.40402665734291077,-0.2524194121360779,0,0.14735736900705146
A1JKNXCDZ42K84,calibration,06b999c2dc969fa84cc7da906835e949b18b5da72a4dff9046d9f0910e5728b5,4.0,216.0,54.0,83.0,1.0,1.0,208.0,52.0,317.0,79.25,0.4005745483148628,0.15813953488372093,137.0,315.0,3.0353835310981507,1.6094379124341003,0.25,10.0,-1.0891300439834595,-1.1124002933502197,-0.023270249366760254,0,0.19192815747606176
A1T201R0U99K4N,calibration,06c03ecd57290f9dbac40f5669a89950ca4c614264d697d97b25e44c4e7539ae,2.0,166.0,83.0,83.0,1.0,1.0,158.0,79.0,200.0,100.0,0.2524813895781638,0.23076923076923078,67.0,158.0,2.178354413344796,1.791759469228055,0.5,10.0,-1.0510634183883667,-15.007692337036133,-13.956628799438477,0,0.1324628567310194
A2CXV9CG7DAOOK,calibration,06c36c6b1e847533f8b249e49dbb16cf6de61993b3307a8206d774a63ef94dbc,4.0,285.0,71.25,83.0,1.0,1.0,273.0,68.25,333.0,83.25,0.31677401164337726,0.21518987341772153,137.0,315.0,2.7578175546260044,2.4849066497880004,0.0,10.0,-0.9795031547546387,-1.1869195699691772,-0.20741641521453857,0,0.1834638938427794
A29VG90T649CSU,calibration,06cfac6c47d1c5a0858d9eb262af5b478dd981d852de33bb64d546fc21b29c7d,7.0,305.0,43.57142857142857,82.0,1.0,1.0,297.0,42.42857142857143,1017.0,145.28571428571428,0.4231897728815345,0.04936530324400564,242.0,549.0,3.8500913261421497,2.197224577336219,0.0,10.0,-0.3464229106903076,-1.2572412490844727,-0.910818338394165,0,0.17496787967786653
A2M0APR187Z71K,calibration,06e4fd0843e33b4c58224bd6356213a7cfd20aa2e56569a1ce41cc5c00b15bc1,4.0,318.0,79.5,83.0,1.0,1.0,309.0,77.25,769.0,192.25,0.21990155828542046,0.06589147286821706,135.0,317.0,2.9299849085886387,1.6094379124341003,0.25,10.0,-1.4481669664382935,-1.5254231691360474,-0.0772562026977539,0,0.10938142018858026
A2ZJPDH0YP90SD,calibration,070e0c2bb2e41278e74c05834cb919742d6b471b5039178677b845e59829f57a,17.0,635.0,37.35294117647059,83.0,1.0,1.0,619.0,36.411764705882355,1012.0,59.529411764705884,0.5027551938780622,0.12056737588652482,588.0,1333.0,3.5976666721654627,1.791759469228055,0.11764705882352941,10.0,-1.0976333618164062,-1.1513030529022217,-0.05366969108581543,0,0.21083468532713487
A2GWWLZTRRE5HO,calibration,0727468cd10e701a68ce5780a11e4f77e4ea7769bfa6642873b37cb3b53bd231,2.0,166.0,83.0,83.0,1.0,1.0,158.0,79.0,292.0,146.0,0.19392249437561393,0.16267942583732056,68.0,158.0,3.2299522271887673,2.197224577336219,0.0,10.0,-0.10287662595510483,-2.0557451248168945,-1.9528684616088867,0,0.13278651770836564
APSYRY0XYPQPE,calibration,072d8172aade86ce4f35033412ccf0ed456988f6f2393de71c20096dfe6d3671,3.0,196.0,65.33333333333333,83.0,1.0,1.0,192.0,64.0,223.0,74.33333333333333,0.3308961469460609,0.2361111111111111,102.0,237.0,2.412832280298121,1.791759469228055,0.6666666666666666,10.0,-0.7235932946205139,-0.9236940145492554,-0.20010071992874146,0,0.18833128286544207
A2L6QS8SVHT9RG,calibration,0734c635fc4144a9198924b9ff9de22fd6a997be93101331dd0a103a5f6037a8,19.0,944.0,49.68421052631579,84.0,1.0,1.0,916.0,48.21052631578947,2276.0,119.78947368421052,0.4068947958056559,0.06692913385826772,653.0,1494.0,4.147902570867091,3.3672958299864737,0.0,10.0,-0.6160202026367188,-0.6810383796691895,-0.0650181770324707,0,0.19274173857981233
A2RFSFZVD9LR94,calibration,073a9680ce39378883fe80d2ff3e50fb316f1a0a9f1e154d3a6c969c666585c8,3.0,232.0,77.33333333333333,83.0,1.0,1.0,224.0,74.66666666666667,637.0,212.33333333333334,0.22405373450750163,0.06653620352250489,102.0,237.0,2.250367156312253,1.6094379124341003,0.3333333333333333,10.0,-0.9730821251869202,-1.198582410812378,-0.22550028562545776,0,0.11520144140110276
A7KL6CU985HI9,calibration,073b6b43dafcbb705a7c98a94d631a043e7599c9616ef4e4facb3612c362544b,4.0,292.0,73.0,85.0,1.0,1.0,280.0,70.0,833.0,208.25,0.21430928986661474,0.07252747252747253,133.0,319.0,2.8245676952629815,1.791759469228055,0.5,10.0,-1.1226789951324463,-1.0736587047576904,0.04902029037475586,1,0.14489179837763105
AFMNGEW2CUEXU,calibration,074bc683dddd402ac207702315cbc3269e9f3aabed27691ade4e0c58a645adcf,3.0,240.0,80.0,84.0,1.0,1.0,232.0,77.33333333333333,281.0,93.66666666666667,0.2688218869150952,0.22916666666666666,101.0,238.0,3.2496455975625103,2.4849066497880004,0.0,10.0,-1.096211314201355,-1.2216737270355225,-0.12546241283416748,0,0.16003933848039043
A2V10LPZP0SF6U,calibration,07549b8fb6f6fd90b97a5255f734e23fd911110368e936c6f15d42ffdd739b6c,17.0,1286.0,75.6470588235294,85.0,1.0,1.0,1234.0,72.58823529411765,3996.0,235.05882352941177,0.21345743933310934,0.04106280193236715,576.0,1344.0,3.0360964404661566,1.791759469228055,0.29411764705882354,10.0,-1.4254497289657593,-1.9227157831192017,-0.4972660541534424,0,0.1373392345636437
A2WHM6LXPH0L4Z,calibration,0755501ae1f158af63e24d07e30ff349d846c3b4c4ce4452a3fdd0a304efc4c7,2.0,166.0,83.0,83.0,1.0,1.0,158.0,79.0,384.0,192.0,0.16541806596056144,0.11564625850340136,68.0,158.0,3.255129170261575,3.044522437723423,0.0,10.0,-0.2543068528175354,-1.4895992279052734,-1.2352924346923828,0,0.13683581253960347
A1Q18KOGDIGRNU,calibration,075914e7d10425d9d0b4935c849cd96ecda80e133e587034fbbf4506121a40ba,2.0,166.0,83.0,83.0,1.0,1.0,158.0,79.0,968.0,484.0,0.09139642655125352,0.04287515762925599,68.0,158.0,4.794217141644108,4.653960350157523,0.0,10.0,-0.5440704226493835,-0.6666547656059265,-0.12258434295654297,0,0.18650613594463084
AF1D688BHHK6A,calibration,076fb296b1f264891b214b2762a102776dc0019c6e254b8f30d4c53113e1ddf0,2.0,103.0,51.5,83.0,1.0,1.0,99.0,49.5,202.0,101.0,0.39002445842068484,0.1574074074074074,67.0,159.0,2.871501593904741,2.4849066497880004,0.0,10.0,-1.310762643814087,-1.5648024082183838,-0.2540397644042969,0,0.2225226281990527
A366YFWGJ84JAJ,calibration,0796807f7c6acd67613da55b8645435d53a424a9b6e395c7fbdcaaf69ca788b3,5.0,382.0,76.4,83.0,1.0,1.0,370.0,74.0,1152.0,230.4,0.23850610470478556,0.04106280193236715,172.0,393.0,2.9238490340051673,1.9459101490553132,0.2,10.0,-1.0876985788345337,-1.5015075206756592,-0.4138089418411255,0,0.11331346093129412
A2VJJ2POCLMED7,calibration,079ddd28251f74bfc19396f753216d85f686a00216fcf95713f9b30c0a84852a,10.0,240.0,24.0,36.0,1.0,1.0,240.0,24.0,240.0,24.0,0.5949114202386065,0.49295774647887325,344.0,786.0,4.40120209015293,3.8066624897703196,0.0,10.0,-1.5036190748214722,-1.4640815258026123,0.03953754901885986,1,0.1748024821605822
A3PRGEQY08KBGE,calibration,07a25ddb8250a014724744e1090bc3cb821b0fcc417a76970f94f0e7efe70a49,3.0,156.0,52.0,84.0,1.0,1.0,152.0,50.666666666666664,180.0,60.0,0.41967367334347383,0.23404255319148937,101.0,238.0,2.800369570798478,1.791759469228055,0.6666666666666666,10.0,-1.4591351747512817,-1.4427427053451538,0.01639246940612793,0,0.2336064548735582
A3P8ZDHC7XSKSE,calibration,07e0beb2d34a73e7c69c27623c0eeea9844bb79cb9be4c52eca6c67899c33072,15.0,458.0,30.533333333333335,83.0,1.0,1.0,450.0,30.0,500.0,33.333333333333336,0.5596216605076477,0.22972972972972974,513.0,1182.0,4.20317943575352,1.791759469228055,0.06666666666666667,10.0,-0.8489744067192078,-0.8333660960197449,0.01560831069946289,0,0.2834588599599843
A250Y5ZF31QQTE,calibration,07f42a0f20acc93fe0e6862bb4daf40c638fc97b8bf6ad91d74d41d675efa617,4.0,224.0,56.0,83.0,1.0,1.0,216.0,54.0,535.0,133.75,0.36679595547139043,0.07981220657276995,138.0,314.0,3.2962641116856877,1.6094379124341003,0.25,10.0,-1.1064132452011108,-1.1093640327453613,-0.0029507875442504883,0,0.15917103205340669
A2MF2QVSCUI27G,calibration,08056181d8622b5475716bff8205efad701967a9c4d294972ad2eecb6990c35f,4.0,222.0,55.5,83.0,1.0,1.0,214.0,53.5,367.0,91.75,0.3647665353416627,0.16346153846153846,136.0,316.0,3.889387207436473,3.6375861597263857,0.0,10.0,-0.4558825194835663,-1.397877812385559,-0.9419952630996704,0,0.23129858950407656
A1Z5LOVM2O5MRN,calibration,080f08a075fb984f54f7ff4642e546d72219705eace1cd17f4c33d42b666e531,4.0,333.0,83.25,84.0,1.0,1.0,317.0,79.25,1093.0,273.25,0.12829354120173941,0.06563706563706563,135.0,317.0,2.2326566172933946,1.791759469228055,0.5,10.0,-1.2989646196365356,-1.1693897247314453,0.12957489490509033,1,0.12701856496168956
A2V3HYAS16V30T,calibration,0821fa6b0f1df1e6e541fb8d8013c66a5d1c003f9a260e3abc94a5b84a834644,5.0,324.0,64.8,84.0,1.0,1.0,312.0,62.4,569.0,113.8,0.31579270405790505,0.12692307692307692,169.0,396.0,2.931190594678899,1.791759469228055,0.2,10.0,-1.2431870698928833,-1.1312475204467773,0.11193954944610596,1,0.1697899761292746
A1JV3E2M4AOOOV,calibration,0824d3d165cd6317311dbc0eed41f82711205c67c23cd8a21f81708a9dce78d4,6.0,382.0,63.666666666666664,83.0,1.0,1.0,366.0,61.0,608.0,101.33333333333333,0.3559726177073919,0.1033434650455927,204.0,474.0,2.981906089110393,1.6094379124341003,0.16666666666666666,10.0,-1.4927523136138916,-1.7920678853988647,-0.29931557178497314,0,0.15152344525107828
A3I2MP5YSXVCTI,calibration,082c5001ddbc7acde404cbaa3107c413610a0b88dba1c5e9daad87a66d2a6c62,3.0,148.0,49.333333333333336,83.0,1.0,1.0,144.0,48.0,292.0,97.33333333333333,0.3875627635193058,0.13026819923371646,102.0,237.0,2.7940201724749136,2.4849066497880004,0.0,10.0,-1.336410641670227,-1.369891881942749,-0.03348124027252197,0,0.2192996259092736
A1X9Q4I1NUPRHN,calibration,083be5aa0a5124fa23014c9f6f5d2cc10938eddb02b90ddd98c94af300aa68c6,9.0,632.0,70.22222222222223,83.0,1.0,1.0,616.0,68.44444444444444,736.0,81.77777777777777,0.3210020995498953,0.192090395480226,305.0,711.0,2.532531867453363,1.0986122886681096,0.5555555555555556,10.0,-1.2805290222167969,-1.4421736001968384,-0.1616445779800415,0,0.1888517875756175
A1OXU19NZ5MWOU,calibration,084991b762afc00d69c100b03dc6ab2975c0dad165162b3cdbe3c69be9f914e8,5.0,296.0,59.2,83.0,1.0,1.0,288.0,57.6,333.0,66.6,0.3699200670201617,0.23448275862068965,170.0,395.0,3.950477357611034,2.9444389791664403,0.0,10.0,-0.515352189540863,-0.4438643753528595,0.07148781418800354,1,0.24220452060565884
ACZ3T1PPJD96Y,calibration,084a077c2273a5958ad2c801fc496fe80a113c730fb9feca86a2e1a6ceb45f99,3.0,250.0,83.33333333333333,84.0,1.0,1.0,238.0,79.33333333333333,420.0,140.0,0.19548278108211517,0.16346153846153846,100.0,238.0,2.685052577273226,1.6094379124341003,0.6666666666666666,10.0,-0.07145772129297256,-0.5557657480239868,-0.48430803418159485,0,0.13099177932633133
A2M37C0ZMVZ24B,calibration,08604467ec79e7eabad008ebe9ef8b688b6b5f6855d3ed4a169dd689d681d374,2.0,119.0,59.5,83.0,1.0,1.0,115.0,57.5,138.0,69.0,0.3678571428571429,0.25,68.0,158.0,4.716541921634526,3.8918202981106265,0.0,10.0,-0.9175547957420349,-1.130089282989502,-0.21253448724746704,0,0.24539193654373742
A1XACOUMZD3168,calibration,086da48b55e71e995c7bff1a0c36977fcce60bd124b02226a2d0c15181f035ab,2.0,167.0,83.5,84.0,1.0,1.0,159.0,79.5,1031.0,515.5,0.06127898172454395,0.057724957555178265,67.0,159.0,3.4282309922972933,1.6094379124341003,0.5,10.0,-0.6581411957740784,-0.6686665415763855,-0.010525345802307129,0,0.16710023354218892
A31PZB9RQPE2AB,calibration,0898868b06c9194d5109125b596f337aa7c6d56330010e535cc17b62ebaeeca0,3.0,228.0,76.0,83.0,1.0,1.0,224.0,74.66666666666667,260.0,86.66666666666667,0.2867435476981986,0.22818791946308725,101.0,237.0,4.402678786380826,3.2188758248682006,0.0,10.0,-1.9717652797698975,-2.486013174057007,-0.5142478942871094,0,0.17024822294045433
