item,popularity_train,popularity_stratum,top_k_similar_item,current_link_raw,current_link_visible,current_cf_raw,current_cf_visible,current_cf_lost,current_metadata_raw,current_metadata_visible,current_metadata_lost,metadata_first_cf_raw,metadata_first_cf_visible,metadata_first_cf_lost,metadata_first_metadata_raw,metadata_first_metadata_visible,metadata_first_metadata_lost,recoverable_metadata_tokens,displaced_cf_tokens,current_metadata_retention,current_title_raw,current_title_visible,metadata_first_title_visible,current_brand_raw,current_brand_visible,metadata_first_brand_visible,current_categories_raw,current_categories_visible,metadata_first_categories_visible,current_description_raw,current_description_visible,metadata_first_description_visible,current_price_raw,current_price_visible,metadata_first_price_visible,current_salesrank_raw,current_salesrank_visible,metadata_first_salesrank_visible,current_other_metadata_raw,current_other_metadata_visible,metadata_first_other_metadata_visible
B000UE41BU,12,top50,5,5,5,29,29,0,143,86,57,29,0,29,143,119,24,33,29,0.6013986013986014,13,13,13,5,5,5,20,20,20,85,45,78,6,0,0,9,0,0,0,0,0
B000UE9JRQ,5,nonzero_bottom50,5,5,5,29,29,0,99,86,13,29,16,13,99,99,0,13,13,0.8686868686868687,10,10,10,5,5,5,12,12,12,53,53,53,5,2,5,9,0,9,0,0,0
B000UEDTWC,11,top50,5,5,5,29,29,0,117,86,31,29,0,29,117,117,0,31,29,0.7350427350427351,9,9,9,5,5,5,10,10,10,75,59,75,4,0,4,9,0,9,0,0,0
B000UEL05U,12,top50,5,5,5,29,29,0,53,53,0,29,29,0,53,53,0,0,0,1.0,13,13,13,5,5,5,15,15,15,5,5,5,4,4,4,6,6,6,0,0,0
B000UEL172,74,top50,5,5,5,29,29,0,44,44,0,29,29,0,44,44,0,0,0,1.0,9,9,9,5,5,5,7,7,7,5,5,5,4,4,4,9,9,9,0,0,0
B000UEQHYO,4,nonzero_bottom50,5,5,5,29,29,0,193,86,107,29,0,29,193,119,74,33,29,0.44559585492227977,4,4,4,5,5,5,16,16,16,136,51,84,5,0,0,9,0,0,11,6,6
B000UHCZXI,4,nonzero_bottom50,5,5,5,29,29,0,152,86,66,29,0,29,152,119,33,33,29,0.5657894736842105,13,13,13,5,5,5,16,16,16,99,49,82,5,0,0,9,0,0,0,0,0
B000UI8CQG,16,top50,5,5,5,29,29,0,165,86,79,29,0,29,165,119,46,33,29,0.5212121212121212,18,18,18,5,5,5,11,11,11,112,49,82,5,0,0,9,0,0,0,0,0
B000UIGVLY,8,top50,5,5,5,29,29,0,214,86,128,29,0,29,214,119,95,33,29,0.40186915887850466,18,18,18,5,5,5,11,11,11,60,49,60,4,0,0,8,0,0,100,0,20
B000ULIYLQ,10,top50,5,5,5,29,29,0,163,86,77,29,0,29,163,119,44,33,29,0.5276073619631901,8,8,8,5,5,5,15,15,15,117,55,88,4,0,0,9,0,0,0,0,0
B000ULOATQ,4,nonzero_bottom50,5,5,5,29,29,0,122,86,36,29,0,29,122,119,3,33,29,0.7049180327868853,8,8,8,5,5,5,12,12,12,10,10,10,4,0,4,9,0,6,67,46,67
B000UOCVDK,15,top50,5,5,5,29,29,0,80,80,0,29,29,0,80,80,0,0,0,1.0,13,13,13,5,5,5,13,13,13,32,32,32,4,4,4,8,8,8,0,0,0
B000UOGDVQ,4,nonzero_bottom50,5,5,5,29,29,0,149,86,63,29,0,29,149,119,30,33,29,0.5771812080536913,9,9,9,5,5,5,12,12,12,78,57,78,5,0,0,9,0,0,25,0,11
B000UOJZ6Q,11,top50,5,5,5,29,29,0,99,86,13,29,16,13,99,99,0,13,13,0.8686868686868687,18,18,18,5,5,5,13,13,13,46,46,46,4,0,4,8,0,8,0,0,0
B000UPUPA0,5,nonzero_bottom50,5,5,5,29,29,0,198,86,112,29,0,29,198,119,79,33,29,0.43434343434343436,10,10,10,5,5,5,12,12,12,150,54,87,5,0,0,9,0,0,1,1,1
B000UQ2BLA,5,nonzero_bottom50,5,5,5,29,29,0,147,86,61,29,0,29,147,119,28,33,29,0.5850340136054422,15,15,15,5,5,5,10,10,10,99,53,86,4,0,0,9,0,0,0,0,0
B000URL296,6,nonzero_bottom50,5,5,5,30,30,0,115,85,30,30,0,30,115,115,0,30,30,0.7391304347826086,10,10,10,5,5,5,10,10,10,9,9,9,4,0,4,6,0,6,65,47,65
B000URWZKQ,6,nonzero_bottom50,5,5,5,29,29,0,81,81,0,29,29,0,81,81,0,0,0,1.0,10,10,10,5,5,5,13,13,13,35,35,35,4,4,4,9,9,9,0,0,0
B000US3SVA,5,nonzero_bottom50,5,5,5,29,29,0,130,86,44,29,0,29,130,119,11,33,29,0.6615384615384615,8,8,8,5,5,5,15,15,15,83,55,83,5,0,4,9,0,0,0,0,0
B000UV0SBA,5,nonzero_bottom50,5,5,5,29,29,0,108,86,22,29,7,22,108,108,0,22,22,0.7962962962962963,12,12,12,5,5,5,19,19,19,54,47,54,4,0,4,9,0,9,0,0,0
B000UW1ODA,4,nonzero_bottom50,5,5,5,29,29,0,112,86,26,29,3,26,112,112,0,26,26,0.7678571428571429,12,12,12,5,5,5,19,19,19,57,47,57,5,0,5,9,0,9,0,0,0
B000UW1ODK,5,nonzero_bottom50,5,5,5,29,29,0,85,85,0,29,29,0,85,85,0,0,0,1.0,15,15,15,5,5,5,19,19,19,27,27,27,5,5,5,9,9,9,0,0,0
B000UY8XM8,8,top50,5,5,5,30,30,0,124,85,39,30,0,30,124,119,5,34,30,0.6854838709677419,10,10,10,5,5,5,12,12,12,78,55,78,5,0,5,9,0,4,0,0,0
B000UZI26E,12,top50,5,5,5,29,29,0,106,86,20,29,9,20,106,106,0,20,20,0.8113207547169812,13,13,13,5,5,5,14,14,14,52,46,52,4,0,4,8,0,8,4,4,4
B000V0H908,3,nonzero_bottom50,5,5,5,29,29,0,94,86,8,29,21,8,94,94,0,8,8,0.9148936170212766,11,11,11,5,5,5,15,15,15,45,45,45,4,4,4,9,1,9,0,0,0
B000V1U5ZI,5,nonzero_bottom50,5,5,5,29,29,0,186,86,100,29,0,29,186,119,67,33,29,0.46236559139784944,9,9,9,5,5,5,13,13,13,135,50,83,4,0,0,9,0,0,5,5,5
B000V20CHS,4,nonzero_bottom50,5,5,5,29,29,0,160,86,74,29,0,29,160,119,41,33,29,0.5375,14,14,14,5,5,5,13,13,13,109,51,84,5,0,0,9,0,0,0,0,0
B000V26AO2,7,top50,5,5,5,29,29,0,152,86,66,29,0,29,152,119,33,33,29,0.5657894736842105,18,18,18,5,5,5,11,11,11,101,49,82,4,0,0,8,0,0,0,0,0
B000V5CXTK,13,top50,5,5,5,29,29,0,232,86,146,29,0,29,232,119,113,33,29,0.3706896551724138,18,18,18,5,5,5,12,12,12,179,48,81,5,0,0,8,0,0,0,0,0
B000V5DHT0,2,nonzero_bottom50,5,5,5,29,29,0,195,86,109,29,0,29,195,119,76,33,29,0.441025641025641,11,11,11,5,5,5,15,15,15,146,52,85,4,0,0,9,0,0,0,0,0
B000V7DSTC,7,top50,5,5,5,29,29,0,244,86,158,29,0,29,244,119,125,33,29,0.3524590163934426,16,16,16,5,5,5,12,12,12,192,50,83,5,0,0,9,0,0,0,0,0
B000V7Y0GW,8,top50,5,5,5,29,29,0,89,86,3,29,26,3,89,89,0,3,3,0.9662921348314607,11,11,11,5,5,5,9,9,9,46,46,46,5,5,5,8,5,8,0,0,0
B000V825HM,7,top50,5,5,5,29,29,0,50,50,0,29,29,0,50,50,0,0,0,1.0,12,12,12,5,5,5,12,12,12,5,5,5,5,5,5,6,6,6,0,0,0
B000V97TM2,11,top50,5,5,5,29,29,0,115,86,29,29,0,29,115,115,0,29,29,0.7478260869565218,14,14,14,5,5,5,15,15,15,64,49,64,4,0,4,8,0,8,0,0,0
B000VA364Q,6,nonzero_bottom50,5,5,5,29,29,0,72,72,0,29,29,0,72,72,0,0,0,1.0,10,10,10,5,5,5,19,19,19,19,19,19,5,5,5,9,9,9,0,0,0
B000VAUAKO,7,top50,5,5,5,30,30,0,93,85,8,30,22,8,93,93,0,8,8,0.9139784946236559,10,10,10,5,5,5,13,13,13,48,48,48,4,4,4,8,0,8,0,0,0
B000VBB8SG,2,nonzero_bottom50,5,5,5,29,29,0,113,86,27,29,2,27,113,113,0,27,27,0.7610619469026548,14,14,14,5,5,5,21,21,21,54,43,54,4,0,4,5,0,5,4,0,4
B000VCE3Z0,13,top50,5,5,5,29,29,0,100,86,14,29,15,14,100,100,0,14,14,0.86,15,15,15,5,5,5,11,11,11,52,52,52,4,0,4,8,0,8,0,0,0
B000VDRRES,11,top50,5,5,5,29,29,0,98,86,12,29,17,12,98,98,0,12,12,0.8775510204081632,8,8,8,5,5,5,16,16,16,52,52,52,4,1,4,8,0,8,0,0,0
B000VERFWQ,5,nonzero_bottom50,5,5,5,29,29,0,280,86,194,29,0,29,280,119,161,33,29,0.30714285714285716,10,10,10,5,5,5,9,9,9,238,59,92,5,0,0,8,0,0,0,0,0
B000VFJOL0,9,top50,5,5,5,29,29,0,69,69,0,29,29,0,69,69,0,0,0,1.0,17,17,17,5,5,5,13,13,13,17,17,17,4,4,4,8,8,8,0,0,0
B000VK4FNM,4,nonzero_bottom50,5,5,5,29,29,0,212,86,126,29,0,29,212,119,93,33,29,0.4056603773584906,17,17,17,5,5,5,12,12,12,159,49,82,5,0,0,9,0,0,0,0,0
B000VMAZBQ,4,nonzero_bottom50,5,5,5,30,30,0,94,85,9,30,21,9,94,94,0,9,9,0.9042553191489362,6,6,6,5,5,5,9,9,9,57,57,57,4,4,4,8,0,8,0,0,0
B000VN5ZLA,23,top50,5,5,5,29,29,0,74,74,0,29,29,0,74,74,0,0,0,1.0,9,9,9,5,5,5,7,7,7,35,35,35,5,5,5,8,8,8,0,0,0
B000VNPWMW,13,top50,5,5,5,29,29,0,113,86,27,29,2,27,113,113,0,27,27,0.7610619469026548,8,8,8,5,5,5,14,14,14,54,42,54,4,0,4,9,0,9,13,13,13
B000VNVVK4,26,top50,5,5,5,29,29,0,95,86,9,29,20,9,95,95,0,9,9,0.9052631578947369,8,8,8,5,5,5,7,7,7,47,47,47,4,4,4,8,0,8,10,10,10
B000VNXSOQ,4,nonzero_bottom50,5,5,5,29,29,0,50,50,0,29,29,0,50,50,0,0,0,1.0,8,8,8,5,5,5,9,9,9,5,5,5,4,4,4,6,6,6,7,7,7
B000VNXSPA,11,top50,5,5,5,29,29,0,127,86,41,29,0,29,127,119,8,33,29,0.6771653543307087,8,8,8,5,5,5,12,12,12,75,49,75,4,0,4,9,0,1,8,8,8
B000VNXSPK,8,top50,5,5,5,29,29,0,124,86,38,29,0,29,124,119,5,33,29,0.6935483870967742,8,8,8,5,5,5,16,16,16,69,46,69,4,0,4,9,0,4,7,7,7
B000VNXSS2,15,top50,5,5,5,29,29,0,124,86,38,29,0,29,124,119,5,33,29,0.6935483870967742,8,8,8,5,5,5,18,18,18,63,40,63,4,0,4,9,0,4,11,11,11
B000VNZTQQ,20,top50,5,5,5,29,29,0,139,86,53,29,0,29,139,119,20,33,29,0.6187050359712231,8,8,8,5,5,5,16,16,16,84,46,79,4,0,0,9,0,0,7,7,7
B000VO1CFM,6,nonzero_bottom50,5,5,5,29,29,0,109,86,23,29,6,23,109,109,0,23,23,0.7889908256880734,8,8,8,5,5,5,15,15,15,54,46,54,4,0,4,9,0,9,8,8,8
B000VO1CIE,16,top50,5,5,5,29,29,0,51,51,0,29,29,0,51,51,0,0,0,1.0,8,8,8,5,5,5,9,9,9,5,5,5,4,4,4,6,6,6,8,8,8
B000VO3GME,50,top50,5,5,5,29,29,0,113,86,27,29,2,27,113,113,0,27,27,0.7610619469026548,8,8,8,5,5,5,17,17,17,55,42,55,4,0,4,8,0,8,10,10,10
B000VO3GPG,80,top50,5,5,5,29,29,0,99,86,13,29,16,13,99,99,0,13,13,0.8686868686868687,8,8,8,5,5,5,19,19,19,44,44,44,4,0,4,8,0,8,5,5,5
B000VO3GQU,4,nonzero_bottom50,5,5,5,29,29,0,112,86,26,29,3,26,112,112,0,26,26,0.7678571428571429,8,8,8,5,5,5,12,12,12,58,49,58,6,0,6,9,0,9,8,8,8
B000VO3HC8,30,top50,5,5,5,29,29,0,153,86,67,29,0,29,153,119,34,33,29,0.5620915032679739,8,8,8,5,5,5,17,17,17,95,42,75,4,0,0,8,0,0,10,10,10
B000VO3HCS,8,top50,5,5,5,29,29,0,119,86,33,29,0,29,119,119,0,33,29,0.7226890756302521,8,8,8,5,5,5,15,15,15,66,48,66,4,0,4,9,0,9,6,6,6
B000VO3HFK,6,nonzero_bottom50,5,5,5,29,29,0,148,86,62,29,0,29,148,119,29,33,29,0.581081081081081,8,8,8,5,5,5,15,15,15,93,45,78,4,0,0,8,0,0,9,9,9
B000VOC706,7,top50,5,5,5,29,29,0,190,86,104,29,0,29,190,119,71,33,29,0.45263157894736844,13,13,13,5,5,5,16,16,16,137,49,82,5,0,0,9,0,0,0,0,0
B000VRE5G2,7,top50,5,5,5,29,29,0,65,65,0,29,29,0,65,65,0,0,0,1.0,12,12,12,5,5,5,12,12,12,18,18,18,4,4,4,9,9,9,0,0,0
B000VS827Y,6,nonzero_bottom50,5,5,5,29,29,0,397,86,311,29,0,29,397,119,278,33,29,0.21662468513853905,4,4,4,5,5,5,12,12,12,351,54,87,4,0,0,8,0,0,7,7,7
B000VSAEYI,17,top50,5,5,5,29,29,0,100,86,14,29,15,14,100,100,0,14,14,0.86,7,7,7,5,5,5,16,16,16,43,43,43,5,0,5,7,0,7,10,10,10
B000VSAF2O,5,nonzero_bottom50,5,5,5,29,29,0,128,86,42,29,0,29,128,119,9,33,29,0.671875,12,12,12,5,5,5,16,16,16,64,37,64,5,0,5,8,0,0,11,11,11
B000VSOK1G,3,nonzero_bottom50,5,5,5,29,29,0,150,86,64,29,0,29,150,119,31,33,29,0.5733333333333334,10,10,10,5,5,5,11,11,11,94,57,90,4,0,0,9,0,0,11,0,0
B000VWQ6C8,62,top50,5,5,5,29,29,0,119,86,33,29,0,29,119,119,0,33,29,0.7226890756302521,8,8,8,5,5,5,20,20,20,43,40,43,5,0,5,8,0,8,23,9,23
B000VXBSNO,5,nonzero_bottom50,5,5,5,29,29,0,85,85,0,29,29,0,85,85,0,0,0,1.0,12,12,12,5,5,5,15,15,15,35,35,35,4,4,4,9,9,9,0,0,0
B000VXOUNY,12,top50,5,5,5,29,29,0,107,86,21,29,8,21,107,107,0,21,21,0.8037383177570093,8,8,8,5,5,5,17,17,17,57,53,57,5,0,5,5,0,5,4,0,4
B000VXXHUQ,7,top50,5,5,5,29,29,0,59,59,0,29,29,0,59,59,0,0,0,1.0,14,14,14,5,5,5,16,16,16,5,5,5,5,5,5,9,9,9,0,0,0
B000VYYOF2,7,top50,5,6,6,29,29,0,227,85,142,29,0,29,227,118,109,33,29,0.3744493392070485,5,5,5,5,5,5,9,9,9,189,63,96,5,0,0,9,0,0,0,0,0
B000VZR156,4,nonzero_bottom50,5,5,5,29,29,0,149,86,63,29,0,29,149,119,30,33,29,0.5771812080536913,10,10,10,5,5,5,14,14,14,101,54,87,5,0,0,9,0,0,0,0,0
B000W3JIX0,9,top50,5,5,5,29,29,0,101,86,15,29,14,15,101,101,0,15,15,0.8514851485148515,13,13,13,5,5,5,13,13,13,52,52,52,5,0,5,8,0,8,0,0,0
B000W3RYPE,18,top50,5,5,5,29,29,0,172,86,86,29,0,29,172,119,53,33,29,0.5,8,8,8,5,5,5,15,15,15,119,49,82,5,0,0,9,0,0,5,5,5
B000W3RYQS,14,top50,5,5,5,29,29,0,171,86,85,29,0,29,171,119,52,33,29,0.5029239766081871,15,15,15,5,5,5,12,12,12,110,51,84,4,0,0,9,0,0,10,0,0
B000W3TD44,10,top50,5,5,5,29,29,0,111,86,25,29,4,25,111,111,0,25,25,0.7747747747747747,14,14,14,5,5,5,10,10,10,64,54,64,4,0,4,9,0,9,0,0,0
B000W3TD4E,6,nonzero_bottom50,5,5,5,29,29,0,190,86,104,29,0,29,190,119,71,33,29,0.45263157894736844,15,15,15,5,5,5,18,18,18,132,45,78,6,0,0,9,0,0,0,0,0
B000W3TD4Y,19,top50,5,5,5,29,29,0,160,86,74,29,0,29,160,119,41,33,29,0.5375,14,14,14,5,5,5,18,18,18,106,46,79,4,0,0,8,0,0,0,0,0
B000W3VCAC,11,top50,5,5,5,29,29,0,103,86,17,29,12,17,103,103,0,17,17,0.8349514563106796,13,13,13,5,5,5,11,11,11,55,54,55,5,0,5,9,0,9,0,0,0
B000W3VCAW,10,top50,5,5,5,29,29,0,138,86,52,29,0,29,138,119,19,33,29,0.6231884057971014,18,18,18,5,5,5,16,16,16,81,44,77,4,0,0,9,0,0,0,0,0
B000W3XEQ2,7,top50,5,5,5,29,29,0,197,86,111,29,0,29,197,119,78,33,29,0.4365482233502538,12,12,12,5,5,5,18,18,18,144,48,81,4,0,0,9,0,0,0,0,0
B000W3XEQM,170,top50,5,5,5,29,29,0,473,86,387,29,0,29,473,119,354,33,29,0.18181818181818182,19,19,19,5,5,5,11,11,11,208,48,81,4,0,0,8,0,0,212,0,0
B000W3XEQW,12,top50,5,5,5,29,29,0,172,86,86,29,0,29,172,119,53,33,29,0.5,12,12,12,5,5,5,11,11,11,95,55,88,5,0,0,9,0,0,27,0,0
B000W3ZFJG,6,nonzero_bottom50,5,5,5,29,29,0,614,86,528,29,0,29,614,119,495,33,29,0.14006514657980457,15,15,15,5,5,5,17,17,17,25,25,25,5,0,0,9,0,0,529,20,53
B000W7G78A,21,top50,5,5,5,29,29,0,215,86,129,29,0,29,215,119,96,33,29,0.4,10,10,10,5,5,5,9,9,9,173,59,92,5,0,0,8,0,0,0,0,0
B000W7I7EW,14,top50,5,5,5,29,29,0,258,86,172,29,0,29,258,119,139,33,29,0.3333333333333333,11,11,11,5,5,5,9,9,9,216,58,91,5,0,0,7,0,0,0,0,0
B000W7JWYG,29,top50,5,5,5,29,29,0,134,86,48,29,0,29,134,119,15,33,29,0.6417910447761194,13,13,13,5,5,5,9,9,9,90,56,89,4,0,0,8,0,0,0,0,0
B000W7JX9U,9,top50,5,5,5,29,29,0,155,86,69,29,0,29,155,119,36,33,29,0.5548387096774193,13,13,13,5,5,5,9,9,9,111,56,89,4,0,0,8,0,0,0,0,0
B000W7JXIQ,8,top50,5,5,5,29,29,0,225,86,139,29,0,29,225,119,106,33,29,0.38222222222222224,12,12,12,5,5,5,9,9,9,182,57,90,4,0,0,8,0,0,0,0,0
B000W7NP8U,7,top50,5,5,5,30,30,0,236,85,151,30,0,30,236,119,117,34,30,0.3601694915254237,7,7,7,5,5,5,14,14,14,192,56,90,4,0,0,9,0,0,0,0,0
B000W9KAQI,7,top50,5,5,5,29,29,0,59,59,0,29,29,0,59,59,0,0,0,1.0,13,13,13,5,5,5,14,14,14,9,9,9,4,4,4,9,9,9,0,0,0
B000W9MG2O,5,nonzero_bottom50,5,5,5,29,29,0,58,58,0,29,29,0,58,58,0,0,0,1.0,10,10,10,5,5,5,14,14,14,10,10,10,5,5,5,9,9,9,0,0,0
B000W9OYKQ,7,top50,5,5,5,29,29,0,167,86,81,29,0,29,167,119,48,33,29,0.5149700598802395,5,5,5,5,5,5,12,12,12,122,58,91,6,0,0,9,0,0,2,2,2
B000W9RX22,5,nonzero_bottom50,5,5,5,29,29,0,117,86,31,29,0,29,117,117,0,31,29,0.7350427350427351,14,14,14,5,5,5,11,11,11,69,53,69,4,0,4,9,0,9,0,0,0
B000W9S19Q,4,nonzero_bottom50,5,5,5,30,30,0,200,85,115,30,0,30,200,119,81,34,30,0.425,15,15,15,5,5,5,11,11,11,151,51,85,4,0,0,9,0,0,0,0,0
B000W9ZFJU,8,top50,5,5,5,29,29,0,64,64,0,29,29,0,64,64,0,0,0,1.0,10,10,10,5,5,5,11,11,11,21,21,21,4,4,4,8,8,8,0,0,0
B000WA4IRO,6,nonzero_bottom50,5,5,5,29,29,0,99,86,13,29,16,13,99,99,0,13,13,0.8686868686868687,6,6,6,5,5,5,9,9,9,62,62,62,4,0,4,8,0,8,0,0,0
B000WB8PNQ,6,nonzero_bottom50,5,5,5,29,29,0,76,76,0,29,29,0,76,76,0,0,0,1.0,15,15,15,5,5,5,10,10,10,28,28,28,4,4,4,9,9,9,0,0,0
B000WBGBDM,8,top50,5,5,5,29,29,0,165,86,79,29,0,29,165,119,46,33,29,0.5212121212121212,13,13,13,5,5,5,10,10,10,119,55,88,4,0,0,9,0,0,0,0,0
B000WCOJZ8,7,top50,5,5,5,29,29,0,112,86,26,29,3,26,112,112,0,26,26,0.7678571428571429,15,15,15,5,5,5,13,13,13,61,50,61,4,0,4,9,0,9,0,0,0
B000WCQ7NA,5,nonzero_bottom50,5,5,5,29,29,0,92,86,6,29,23,6,92,92,0,6,6,0.9347826086956522,14,14,14,5,5,5,7,7,7,49,49,49,4,4,4,8,2,8,0,0,0
B000WD3XBI,16,top50,5,5,5,29,29,0,78,78,0,29,29,0,78,78,0,0,0,1.0,18,18,18,5,5,5,13,13,13,26,26,26,4,4,4,7,7,7,0,0,0
B000WE0KPY,5,nonzero_bottom50,5,5,5,29,29,0,164,86,78,29,0,29,164,119,45,33,29,0.524390243902439,10,10,10,5,5,5,16,16,16,114,52,85,5,0,0,9,0,0,0,0,0
B000WE4JKQ,16,top50,5,5,5,29,29,0,72,72,0,29,29,0,72,72,0,0,0,1.0,14,14,14,5,5,5,11,11,11,25,25,25,4,4,4,8,8,8,0,0,0
B000WFAF1C,4,nonzero_bottom50,5,5,5,29,29,0,137,86,51,29,0,29,137,119,18,33,29,0.6277372262773723,24,24,24,5,5,5,15,15,15,78,39,72,4,0,0,6,0,0,0,0,0
B000WGD8F6,5,nonzero_bottom50,5,5,5,29,29,0,95,86,9,29,20,9,95,95,0,9,9,0.9052631578947369,17,17,17,5,5,5,4,4,4,51,51,51,4,4,4,9,0,9,0,0,0
B000WH47LE,4,nonzero_bottom50,5,5,5,30,30,0,159,85,74,30,0,30,159,119,40,34,30,0.5345911949685535,20,20,20,5,5,5,12,12,12,104,45,79,4,0,0,9,0,0,0,0,0
B000WIT8BM,13,top50,5,5,5,30,30,0,110,85,25,30,5,25,110,110,0,25,25,0.7727272727272727,21,21,21,5,5,5,15,15,15,52,41,52,4,0,4,8,0,8,0,0,0
B000WKYJ7I,2,nonzero_bottom50,5,5,5,30,30,0,130,85,45,30,0,30,130,119,11,34,30,0.6538461538461539,9,9,9,5,5,5,14,14,14,83,54,83,5,0,4,9,0,0,0,0,0
B000WLVGZA,5,nonzero_bottom50,5,5,5,29,29,0,174,86,88,29,0,29,174,119,55,33,29,0.4942528735632184,14,14,14,5,5,5,9,9,9,128,55,88,4,0,0,9,0,0,0,0,0
B000WNIXZ4,3,nonzero_bottom50,5,5,5,29,29,0,363,86,277,29,0,29,363,119,244,33,29,0.2369146005509642,10,10,10,5,5,5,10,10,10,320,58,91,5,0,0,8,0,0,0,0,0
B000WNUU6Y,23,top50,5,5,5,29,29,0,58,58,0,29,29,0,58,58,0,0,0,1.0,10,10,10,5,5,5,10,10,10,7,7,7,5,5,5,9,9,9,6,6,6
B000WNYPII,4,nonzero_bottom50,5,5,5,29,29,0,133,86,47,29,0,29,133,119,14,33,29,0.6466165413533834,16,16,16,5,5,5,10,10,10,7,7,7,4,0,0,8,0,0,77,44,77
B000WO0E4G,5,nonzero_bottom50,5,5,5,29,29,0,95,86,9,29,20,9,95,95,0,9,9,0.9052631578947369,6,6,6,5,5,5,10,10,10,48,48,48,6,6,6,9,0,9,5,5,5
B000WO7Y12,16,top50,5,5,5,29,29,0,66,66,0,29,29,0,66,66,0,0,0,1.0,15,15,15,5,5,5,10,10,10,7,7,7,4,4,4,8,8,8,10,10,10
B000WOBBAC,5,nonzero_bottom50,5,5,5,29,29,0,96,86,10,29,19,10,96,96,0,10,10,0.8958333333333334,6,6,6,5,5,5,10,10,10,7,7,7,6,6,6,9,0,9,46,46,46
B000WOOGX6,5,nonzero_bottom50,5,5,5,29,29,0,122,86,36,29,0,29,122,119,3,33,29,0.7049180327868853,16,16,16,5,5,5,16,16,16,66,46,66,4,0,4,10,0,7,0,0,0
B000WPJAI6,10,top50,5,5,5,29,29,0,99,86,13,29,16,13,99,99,0,13,13,0.8686868686868687,10,10,10,5,5,5,11,11,11,56,56,56,4,0,4,8,0,8,0,0,0
B000WQRTE2,8,top50,5,5,5,29,29,0,63,63,0,29,29,0,63,63,0,0,0,1.0,9,9,9,5,5,5,14,14,14,12,12,12,4,4,4,9,9,9,4,4,4
B000WQZD9U,13,top50,5,5,5,29,29,0,111,86,25,29,4,25,111,111,0,25,25,0.7747747747747747,12,12,12,5,5,5,17,17,17,59,49,59,5,0,5,8,0,8,0,0,0
B000WTPUUO,5,nonzero_bottom50,5,5,5,30,30,0,124,85,39,30,0,30,124,119,5,34,30,0.6854838709677419,15,15,15,5,5,5,19,19,19,67,43,67,4,0,4,9,0,4,0,0,0
B000WTSZ1K,6,nonzero_bottom50,5,5,5,29,29,0,824,86,738,29,0,29,824,119,705,33,29,0.10436893203883495,7,7,7,5,5,5,11,11,11,171,60,93,5,0,0,9,0,0,584,0,0
B000WTWZC0,7,top50,5,5,5,29,29,0,111,86,25,29,4,25,111,111,0,25,25,0.7747747747747747,18,18,18,5,5,5,13,13,13,57,47,57,4,0,4,9,0,9,0,0,0
B000WWJ5SO,11,top50,5,5,5,29,29,0,80,80,0,29,29,0,80,80,0,0,0,1.0,6,6,6,5,5,5,11,11,11,39,39,39,5,5,5,9,9,9,0,0,0
B000WWM6QM,5,nonzero_bottom50,5,5,5,28,28,0,121,87,34,28,0,28,121,119,2,32,28,0.71900826446281,23,23,23,5,5,5,14,14,14,60,42,60,4,0,4,10,0,8,0,0,0
B000WYXPP6,4,nonzero_bottom50,5,5,5,29,29,0,50,50,0,29,29,0,50,50,0,0,0,1.0,7,7,7,5,5,5,14,14,14,5,5,5,4,4,4,6,6,6,3,3,3
B000WZNMQM,7,top50,5,5,5,30,30,0,88,85,3,30,27,3,88,88,0,3,3,0.9659090909090909,21,21,21,5,5,5,14,14,14,30,30,30,4,4,4,9,6,9,0,0,0
B000X1E4VW,5,nonzero_bottom50,5,5,5,29,29,0,139,86,53,29,0,29,139,119,20,33,29,0.6187050359712231,9,9,9,5,5,5,12,12,12,96,57,90,4,0,0,8,0,0,0,0,0
B000X1EVEC,7,top50,5,5,5,29,29,0,121,86,35,29,0,29,121,119,2,33,29,0.7107438016528925,8,8,8,5,5,5,13,13,13,73,53,73,4,0,4,9,0,7,3,3,3
B000X2F9VU,5,nonzero_bottom50,5,5,5,29,29,0,177,86,91,29,0,29,177,119,58,33,29,0.4858757062146893,6,6,6,5,5,5,9,9,9,139,63,96,4,0,0,9,0,0,0,0,0
B000X5FCCI,5,nonzero_bottom50,5,5,5,30,30,0,90,85,5,30,25,5,90,90,0,5,5,0.9444444444444444,8,8,8,5,5,5,9,9,9,50,50,50,4,4,4,9,4,9,0,0,0
B000X6OMA0,17,top50,5,5,5,29,29,0,134,86,48,29,0,29,134,119,15,33,29,0.6417910447761194,19,19,19,5,5,5,19,19,19,73,40,73,4,0,0,9,0,0,0,0,0
B000X6OMDC,8,top50,5,5,5,29,29,0,79,79,0,29,29,0,79,79,0,0,0,1.0,16,16,16,5,5,5,21,21,21,19,19,19,5,5,5,8,8,8,0,0,0
B000X6QP3C,3,nonzero_bottom50,5,5,5,30,30,0,89,85,4,30,26,4,89,89,0,4,4,0.9550561797752809,15,15,15,5,5,5,19,19,19,31,31,31,5,5,5,9,5,9,0,0,0
B000XA80XG,22,top50,5,5,5,29,29,0,71,71,0,29,29,0,71,71,0,0,0,1.0,10,10,10,5,5,5,10,10,10,29,29,29,4,4,4,8,8,8,0,0,0
B000XAUKZM,6,nonzero_bottom50,5,5,5,29,29,0,122,86,36,29,0,29,122,119,3,33,29,0.7049180327868853,15,15,15,5,5,5,10,10,10,74,53,74,4,0,4,9,0,6,0,0,0
