edge_id,token,depth,descendant_items,same_token_node_count,semantic_distance,cohort
"0,11477,6607,1042>12973",12973,3,1,0,,ineligible
"0,11477,6607,8126,2073,5109,935>26139",26139,6,1,0,,ineligible
"0,11477,6607,8126,2073,5109>935",935,5,1,0,,ineligible
"0,11477,6607,8126,2073>5109",5109,4,1,0,,ineligible
"0,11477,6607,8126>2073",2073,3,1,0,,ineligible
"0,11477,6607>1042",1042,2,1,0,,ineligible
"0,11477,6607>8126",8126,2,1,0,,ineligible
"0,11477,6820,6031,14504,495,2331>6862",6862,6,1,0,,ineligible
"0,11477,6820,6031,14504,495>2331",2331,5,1,0,,ineligible
"0,11477,6820,6031,14504>495",495,4,1,0,,ineligible
"0,11477,6820,6031>14504",14504,3,1,0,,ineligible
"0,11477,6820,6660,2391,25211,5364>3924",3924,6,1,0,,ineligible
"0,11477,6820,6660,2391,25211>5364",5364,5,1,0,,ineligible
"0,11477,6820,6660,2391>25211",25211,4,1,0,,ineligible
"0,11477,6820,6660>2391",2391,3,1,0,,ineligible
"0,11477,6820>6031",6031,2,1,0,,ineligible
"0,11477,6820>6660",6660,2,1,0,,ineligible
"0,11477,6921,1245,1933,6136,2899>25880",25880,6,1,0,,ineligible
"0,11477,6921,1245,1933,6136>2899",2899,5,1,0,,ineligible
"0,11477,6921,1245,1933>6136",6136,4,1,0,,ineligible
"0,11477,6921,1245,4807,6136,6177>5012",5012,6,1,0,,ineligible
"0,11477,6921,1245,4807,6136>6177",6177,5,1,0,,ineligible
"0,11477,6921,1245,4807>6136",6136,4,1,0,,ineligible
"0,11477,6921,1245>1933",1933,3,1,0,,ineligible
"0,11477,6921,1245>4807",4807,3,1,0,,ineligible
"0,11477,6921>1245",1245,2,2,0,,ineligible
"0,11477,693,1207,2756,27270,68>1905",1905,6,1,0,,ineligible
"0,11477,693,1207,2756,27270>68",68,5,1,0,,ineligible
"0,11477,693,1207,2756>27270",27270,4,1,0,,ineligible
"0,11477,693,1207>2756",2756,3,1,0,,ineligible
"0,11477,693,2319,1225,123,1207>8882",8882,6,1,0,,ineligible
"0,11477,693,2319,1225,123>1207",1207,5,1,0,,ineligible
"0,11477,693,2319,1225>123",123,4,1,0,,ineligible
"0,11477,693,2319>1225",1225,3,1,0,,ineligible
"0,11477,693>1207",1207,2,1,0,,ineligible
"0,11477,693>2319",2319,2,1,0,,ineligible
"0,11477,7042,10909,2453,2366,25529>1097",1097,6,1,0,,ineligible
"0,11477,7042,10909,2453,2366>25529",25529,5,1,0,,ineligible
"0,11477,7042,10909,2453>2366",2366,4,1,0,,ineligible
"0,11477,7042,10909>2453",2453,3,1,0,,ineligible
"0,11477,7042>10909",10909,2,1,0,,ineligible
"0,11477,720,9566,22367,20266,10650>11352",11352,6,1,0,,ineligible
"0,11477,720,9566,22367,20266>10650",10650,5,1,0,,ineligible
"0,11477,720,9566,22367>20266",20266,4,1,0,,ineligible
"0,11477,720,9566>22367",22367,3,1,0,,ineligible
"0,11477,720>9566",9566,2,1,0,,ineligible
"0,11477,729,26363,3534,4305,18717>858",858,6,1,0,,ineligible
"0,11477,729,26363,3534,4305>18717",18717,5,1,0,,ineligible
"0,11477,729,26363,3534>4305",4305,4,1,0,,ineligible
"0,11477,729,26363>3534",3534,3,1,0,,ineligible
"0,11477,729,3534,858,22367,18184>4396",4396,6,1,0,,ineligible
"0,11477,729,3534,858,22367>18184",18184,5,1,0,,ineligible
"0,11477,729,3534,858,27650,12868>835",835,6,1,0,,ineligible
"0,11477,729,3534,858,27650>12868",12868,5,1,0,,ineligible
"0,11477,729,3534,858>22367",22367,4,1,0,,ineligible
"0,11477,729,3534,858>27650",27650,4,1,0,,ineligible
"0,11477,729,3534>858",858,3,2,0,,ineligible
"0,11477,729,5730,18184,4396,27270>1780",1780,6,1,0,,ineligible
"0,11477,729,5730,18184,4396>27270",27270,5,1,0,,ineligible
"0,11477,729,5730,18184>4396",4396,4,1,0,,ineligible
"0,11477,729,5730>18184",18184,3,1,0,,ineligible
"0,11477,729>26363",26363,2,1,0,,ineligible
"0,11477,729>3534",3534,2,2,0,,ineligible
"0,11477,729>5730",5730,2,1,0,,ineligible
"0,11477,7316,5096,4216,2073,17164>629",629,6,1,0,,ineligible
"0,11477,7316,5096,4216,2073>17164",17164,5,1,0,,ineligible
"0,11477,7316,5096,4216>2073",2073,4,1,0,,ineligible
"0,11477,7316,5096>4216",4216,3,1,0,,ineligible
"0,11477,7316>5096",5096,2,1,0,,ineligible
"0,11477,7353,13554,2056,9582,6885>5087",5087,6,1,0,,ineligible
"0,11477,7353,13554,2056,9582>6885",6885,5,1,0,,ineligible
"0,11477,7353,13554,2056>9582",9582,4,1,0,,ineligible
"0,11477,7353,13554>2056",2056,3,1,0,,ineligible
"0,11477,7353>13554",13554,2,1,0,,ineligible
"0,11477,739,982,10461,7952,2662>5168",5168,6,1,0,,ineligible
"0,11477,739,982,10461,7952>2662",2662,5,1,0,,ineligible
"0,11477,739,982,10461>7952",7952,4,1,0,,ineligible
"0,11477,739,982>10461",10461,3,1,0,,ineligible
"0,11477,739>982",982,2,1,0,,ineligible
"0,11477,7428,3492,3157,6031,21940>1486",1486,6,1,0,,ineligible
"0,11477,7428,3492,3157,6031>21940",21940,5,1,0,,ineligible
"0,11477,7428,3492,3157>6031",6031,4,1,0,,ineligible
"0,11477,7428,3492>3157",3157,3,1,0,,ineligible
"0,11477,7428>3492",3492,2,1,0,,ineligible
"0,11477,7439,1225,123,6258,6561>6736",6736,6,1,0,,ineligible
"0,11477,7439,1225,123,6258>6561",6561,5,1,0,,ineligible
"0,11477,7439,1225,123>6258",6258,4,1,0,,ineligible
"0,11477,7439,1225>123",123,3,1,0,,ineligible
"0,11477,7439>1225",1225,2,1,0,,ineligible
"0,11477,7675,27950,13470,4335,18448>21185",21185,6,1,0,,ineligible
"0,11477,7675,27950,13470,4335>18448",18448,5,1,0,,ineligible
"0,11477,7675,27950,13470>4335",4335,4,1,0,,ineligible
"0,11477,7675,27950>13470",13470,3,1,0,,ineligible
"0,11477,7675>27950",27950,2,1,0,,ineligible
"0,11477,768,11649,6548,22383,918>3255",3255,6,1,0,,ineligible
"0,11477,768,11649,6548,22383>918",918,5,1,0,,ineligible
"0,11477,768,11649,6548>22383",22383,4,1,0,,ineligible
"0,11477,768,11649>6548",6548,3,1,0,,ineligible
"0,11477,768,2153,16683,918,22233>4926",4926,6,1,0,,ineligible
"0,11477,768,2153,16683,918>22233",22233,5,1,0,,ineligible
"0,11477,768,2153,16683>918",918,4,1,0,,ineligible
"0,11477,768,2153>16683",16683,3,1,0,,ineligible
"0,11477,7683,11292,5352,6842,692>21129",21129,6,1,0,,ineligible
"0,11477,7683,11292,5352,6842>692",692,5,1,0,,ineligible
"0,11477,7683,11292,5352>6842",6842,4,1,0,,ineligible
"0,11477,7683,11292>5352",5352,3,1,0,,ineligible
"0,11477,7683,17986,12778,14733,1751>792",792,6,1,0,,ineligible
"0,11477,7683,17986,12778,14733>1751",1751,5,1,0,,ineligible
"0,11477,7683,17986,12778>14733",14733,4,1,0,,ineligible
"0,11477,7683,17986>12778",12778,3,1,0,,ineligible
"0,11477,7683,19978,14733,1751,1277>3951",3951,6,1,0,,ineligible
"0,11477,7683,19978,14733,1751>1277",1277,5,1,0,,ineligible
"0,11477,7683,19978,14733>1751",1751,4,1,0,,ineligible
"0,11477,7683,19978>14733",14733,3,1,0,,ineligible
"0,11477,7683>11292",11292,2,1,0,,ineligible
"0,11477,7683>17986",17986,2,1,0,,ineligible
"0,11477,7683>19978",19978,2,1,0,,ineligible
"0,11477,768>11649",11649,2,1,0,,ineligible
"0,11477,768>2153",2153,2,1,0,,ineligible
"0,11477,7700,15150,14,27436,25463>12100",12100,6,1,0,,ineligible
"0,11477,7700,15150,14,27436>25463",25463,5,1,0,,ineligible
"0,11477,7700,15150,14>27436",27436,4,1,0,,ineligible
"0,11477,7700,15150>14",14,3,1,0,,ineligible
"0,11477,7700,2452,14,1247,17304>31316",31316,6,1,0,,ineligible
"0,11477,7700,2452,14,1247>17304",17304,5,1,0,,ineligible
"0,11477,7700,2452,14>1247",1247,4,1,0,,ineligible
"0,11477,7700,2452>14",14,3,1,0,,ineligible
"0,11477,7700>15150",15150,2,1,0,,ineligible
"0,11477,7700>2452",2452,2,1,0,,ineligible
"0,11477,7923,941,4469,6136,2316>6885",6885,6,1,0,,ineligible
"0,11477,7923,941,4469,6136>2316",2316,5,1,0,,ineligible
"0,11477,7923,941,4469>6136",6136,4,1,0,,ineligible
"0,11477,7923,941>4469",4469,3,1,0,,ineligible
"0,11477,7923>941",941,2,1,0,,ineligible
"0,11477,796,11604,3924,6031,8296>21940",21940,6,1,0,,ineligible
"0,11477,796,11604,3924,6031>8296",8296,5,1,0,,ineligible
"0,11477,796,11604,3924>6031",6031,4,1,0,,ineligible
"0,11477,796,11604>3924",3924,3,1,0,,ineligible
"0,11477,796>11604",11604,2,1,0,,ineligible
"0,11477,8032,1855,20829,22787,24273>3300",3300,6,1,0,,ineligible
"0,11477,8032,1855,20829,22787>24273",24273,5,1,0,,ineligible
"0,11477,8032,1855,20829>22787",22787,4,1,0,,ineligible
"0,11477,8032,1855>20829",20829,3,1,0,,ineligible
"0,11477,8032>1855",1855,2,1,0,,ineligible
"0,11477,8036,2226,11639,7013,607>2054",2054,6,1,0,,ineligible
"0,11477,8036,2226,11639,7013>607",607,5,1,0,,ineligible
"0,11477,8036,2226,11639>7013",7013,4,1,0,,ineligible
"0,11477,8036,2226>11639",11639,3,1,0,,ineligible
"0,11477,8036>2226",2226,2,1,0,,ineligible
"0,11477,8126,2278,278,19230,693>14504",14504,6,1,0,,ineligible
"0,11477,8126,2278,278,19230>693",693,5,1,0,,ineligible
"0,11477,8126,2278,278>19230",19230,4,1,0,,ineligible
"0,11477,8126,2278>278",278,3,1,0,,ineligible
"0,11477,8126,3714,3202,3591,8723>3016",3016,6,1,0,,ineligible
"0,11477,8126,3714,3202,3591>8723",8723,5,1,0,,ineligible
"0,11477,8126,3714,3202>3591",3591,4,1,0,,ineligible
"0,11477,8126,3714>3202",3202,3,1,0,,ineligible
"0,11477,8126>2278",2278,2,1,0,,ineligible
"0,11477,8126>3714",3714,2,1,0,,ineligible
"0,11477,8153,6699,7536,2470,5461>929",929,6,1,0,,ineligible
"0,11477,8153,6699,7536,2470>5461",5461,5,1,0,,ineligible
"0,11477,8153,6699,7536>2470",2470,4,1,0,,ineligible
"0,11477,8153,6699>7536",7536,3,1,0,,ineligible
"0,11477,8153>6699",6699,2,1,0,,ineligible
"0,11477,8182,22974,12866,26671,2757>1355",1355,6,1,0,,ineligible
"0,11477,8182,22974,12866,26671>2757",2757,5,1,0,,ineligible
"0,11477,8182,22974,12866>26671",26671,4,1,0,,ineligible
"0,11477,8182,22974>12866",12866,3,1,0,,ineligible
"0,11477,8182>22974",22974,2,1,0,,ineligible
"0,11477,8277,1032,1831,2226,10630>768",768,6,1,0,,ineligible
"0,11477,8277,1032,1831,2226>10630",10630,5,1,0,,ineligible
"0,11477,8277,1032,1831>2226",2226,4,1,0,,ineligible
"0,11477,8277,1032,6136,1831,2316>9743",9743,6,1,0,,ineligible
"0,11477,8277,1032,6136,1831>2316",2316,5,1,0,,ineligible
"0,11477,8277,1032,6136>1831",1831,4,1,0,,ineligible
"0,11477,8277,1032>1831",1831,3,1,0,,ineligible
"0,11477,8277,1032>6136",6136,3,1,0,,ineligible
"0,11477,8277>1032",1032,2,2,0,,ineligible
"0,11477,8384,2618,7470,1170,7994>1427",1427,6,1,0,,ineligible
"0,11477,8384,2618,7470,1170>7994",7994,5,1,0,,ineligible
"0,11477,8384,2618,7470>1170",1170,4,1,0,,ineligible
"0,11477,8384,2618>7470",7470,3,1,0,,ineligible
"0,11477,8384>2618",2618,2,1,0,,ineligible
"0,11477,861,5516,8425,1871,21169>883",883,6,1,0,,ineligible
"0,11477,861,5516,8425,1871>21169",21169,5,1,0,,ineligible
"0,11477,861,5516,8425>1871",1871,4,1,0,,ineligible
"0,11477,861,5516>8425",8425,3,1,0,,ineligible
"0,11477,861>5516",5516,2,1,0,,ineligible
"0,11477,912,6136,27336,5504,11537>2899",2899,6,1,0,,ineligible
"0,11477,912,6136,27336,5504>11537",11537,5,1,0,,ineligible
"0,11477,912,6136,27336>5504",5504,4,1,0,,ineligible
"0,11477,912,6136>27336",27336,3,1,0,,ineligible
"0,11477,9121,6262,4661,2893,2290>9336",9336,6,1,0,,ineligible
"0,11477,9121,6262,4661,2893>2290",2290,5,1,0,,ineligible
"0,11477,9121,6262,4661>2893",2893,4,1,0,,ineligible
"0,11477,9121,6262>4661",4661,3,1,0,,ineligible
"0,11477,9121>6262",6262,2,1,0,,ineligible
"0,11477,912>6136",6136,2,1,0,,ineligible
"0,11477,9177,17788,17164,20434,2073>159",159,6,1,0,,ineligible
"0,11477,9177,17788,17164,20434>2073",2073,5,1,0,,ineligible
"0,11477,9177,17788,17164>20434",20434,4,1,0,,ineligible
"0,11477,9177,17788>17164",17164,3,1,0,,ineligible
"0,11477,9177>17788",17788,2,1,0,,ineligible
"0,11477,9204,8008,4342,3160,23159>16683",16683,6,1,0,,ineligible
"0,11477,9204,8008,4342,3160>23159",23159,5,1,0,,ineligible
"0,11477,9204,8008,4342>3160",3160,4,1,0,,ineligible
"0,11477,9204,8008>4342",4342,3,1,0,,ineligible
"0,11477,9204>8008",8008,2,1,0,,ineligible
"0,11477,9247,13182,19300,1621,15405>4334",4334,6,1,0,,ineligible
"0,11477,9247,13182,19300,1621>15405",15405,5,1,0,,ineligible
"0,11477,9247,13182,19300>1621",1621,4,1,0,,ineligible
"0,11477,9247,13182>19300",19300,3,1,0,,ineligible
"0,11477,9247,23627,19300,1621,15405>4334",4334,6,1,0,,ineligible
"0,11477,9247,23627,19300,1621>15405",15405,5,1,0,,ineligible
"0,11477,9247,23627,19300>1621",1621,4,1,0,,ineligible
"0,11477,9247,23627>19300",19300,3,1,0,,ineligible
"0,11477,9247>13182",13182,2,1,0,,ineligible
"0,11477,9247>23627",23627,2,1,0,,ineligible
"0,11477,9270,3609,20905,23903,1361>1953",1953,6,1,0,,ineligible
"0,11477,9270,3609,20905,23903>1361",1361,5,1,0,,ineligible
"0,11477,9270,3609,20905>23903",23903,4,1,0,,ineligible
"0,11477,9270,3609>20905",20905,3,1,0,,ineligible
"0,11477,9270>3609",3609,2,1,0,,ineligible
"0,11477,935,4251,457,5571,761>4359",4359,6,1,0,,ineligible
"0,11477,935,4251,457,5571>761",761,5,1,0,,ineligible
"0,11477,935,4251,457>5571",5571,4,1,0,,ineligible
"0,11477,935,4251>457",457,3,1,0,,ineligible
"0,11477,935>4251",4251,2,1,0,,ineligible
"0,11477,9378,16683,10032,23758,23856>25946",25946,6,1,0,,ineligible
"0,11477,9378,16683,10032,23758>23856",23856,5,1,0,,ineligible
"0,11477,9378,16683,10032>23758",23758,4,1,0,,ineligible
"0,11477,9378,16683>10032",10032,3,1,0,,ineligible
"0,11477,9378>16683",16683,2,1,0,,ineligible
"0,11477,9479,5784,4781,13158,9606>23001",23001,6,1,0,,ineligible
"0,11477,9479,5784,4781,13158>9606",9606,5,1,0,,ineligible
"0,11477,9479,5784,4781>13158",13158,4,1,0,,ineligible
"0,11477,9479,5784>4781",4781,3,1,0,,ineligible
"0,11477,9479>5784",5784,2,1,0,,ineligible
"0,11477,9566,720,27978,10650,422>7307",7307,6,1,0,,ineligible
"0,11477,9566,720,27978,10650>422",422,5,1,0,,ineligible
"0,11477,9566,720,27978>10650",10650,4,1,0,,ineligible
"0,11477,9566,720>27978",27978,3,1,0,,ineligible
"0,11477,9566>720",720,2,1,0,,ineligible
"0,11477,9635,20454,24622,4335,3650>21185",21185,6,1,0,,ineligible
"0,11477,9635,20454,24622,4335>3650",3650,5,1,0,,ineligible
"0,11477,9635,20454,24622>4335",4335,4,1,0,,ineligible
"0,11477,9635,20454>24622",24622,3,1,0,,ineligible
"0,11477,9635>20454",20454,2,1,0,,ineligible
"0,11477,9722,1004,3788,15620,1634>13161",13161,6,1,0,,ineligible
"0,11477,9722,1004,3788,15620>1634",1634,5,1,0,,ineligible
"0,11477,9722,1004,3788>15620",15620,4,1,0,,ineligible
"0,11477,9722,1004>3788",3788,3,1,0,,ineligible
"0,11477,9722,1634,16171,13922,11207>2028",2028,6,1,0,,ineligible
"0,11477,9722,1634,16171,13922>11207",11207,5,1,0,,ineligible
"0,11477,9722,1634,16171>13922",13922,4,1,0,,ineligible
"0,11477,9722,1634>16171",16171,3,1,0,,ineligible
"0,11477,9722,1764,1634,13965,16171>4281",4281,6,1,0,,ineligible
"0,11477,9722,1764,1634,13965>16171",16171,5,1,0,,ineligible
"0,11477,9722,1764,1634>13965",13965,4,1,0,,ineligible
"0,11477,9722,1764>1634",1634,3,1,0,,ineligible
"0,11477,9722,4466,22280,16171,11207>10391",10391,6,1,0,,ineligible
"0,11477,9722,4466,22280,16171>11207",11207,5,1,0,,ineligible
"0,11477,9722,4466,22280>16171",16171,4,1,0,,ineligible
"0,11477,9722,4466>22280",22280,3,1,0,,ineligible
"0,11477,9722,9760,1933,232,15550>1302",1302,6,1,0,,ineligible
"0,11477,9722,9760,1933,232>15550",15550,5,1,0,,ineligible
"0,11477,9722,9760,1933>232",232,4,1,0,,ineligible
"0,11477,9722,9760>1933",1933,3,1,0,,ineligible
"0,11477,9722>1004",1004,2,1,0,,ineligible
"0,11477,9722>1634",1634,2,1,0,,ineligible
"0,11477,9722>1764",1764,2,1,0,,ineligible
"0,11477,9722>4466",4466,2,1,0,,ineligible
"0,11477,9722>9760",9760,2,1,0,,ineligible
"0,11477,9743,2807,287,14489,15779>22552",22552,6,1,0,,ineligible
"0,11477,9743,2807,287,14489>15779",15779,5,1,0,,ineligible
"0,11477,9743,2807,287>14489",14489,4,1,0,,ineligible
"0,11477,9743,2807>287",287,3,1,0,,ineligible
"0,11477,9743>2807",2807,2,1,0,,ineligible
"0,11477,9760,12220,6189,232,6241>1412",1412,6,1,0,,ineligible
"0,11477,9760,12220,6189,232>6241",6241,5,1,0,,ineligible
"0,11477,9760,12220,6189>232",232,4,1,0,,ineligible
"0,11477,9760,12220>6189",6189,3,1,0,,ineligible
"0,11477,9760>12220",12220,2,1,0,,ineligible
"0,11477,985,2899,14146,6136,15548>10851",10851,6,1,0,,ineligible
"0,11477,985,2899,14146,6136>15548",15548,5,1,0,,ineligible
"0,11477,985,2899,14146>6136",6136,4,1,0,,ineligible
"0,11477,985,2899,6136,20609,7353>16683",16683,6,1,0,,ineligible
"0,11477,985,2899,6136,20609>7353",7353,5,1,0,,ineligible
"0,11477,985,2899,6136>20609",20609,4,1,0,,ineligible
"0,11477,985,2899>14146",14146,3,1,0,,ineligible
"0,11477,985,2899>6136",6136,3,1,0,,ineligible
"0,11477,985,7261,26640,6136,10402>2899",2899,6,1,0,,ineligible
"0,11477,985,7261,26640,6136>10402",10402,5,1,0,,ineligible
"0,11477,985,7261,26640>6136",6136,4,1,0,,ineligible
"0,11477,985,7261>26640",26640,3,1,0,,ineligible
"0,11477,985>2899",2899,2,2,0,,ineligible
"0,11477,985>7261",7261,2,1,0,,ineligible
"0,11477,9901,1683,1558,2899,6136>1088",1088,6,1,0,,ineligible
"0,11477,9901,1683,1558,2899>6136",6136,5,1,0,,ineligible
"0,11477,9901,1683,1558>2899",2899,4,1,0,,ineligible
"0,11477,9901,1683>1558",1558,3,1,0,,ineligible
"0,11477,9901>1683",1683,2,1,0,,ineligible
"0,11477>10057",10057,1,1,0,,ineligible
"0,11477>10097",10097,1,4,1,,control
"0,11477>10208",10208,1,1,0,,ineligible
"0,11477>10239",10239,1,3,1,,control
"0,11477>1032",1032,1,7,1,,control
"0,11477>1033",1033,1,2,0,,ineligible
"0,11477>1042",1042,1,4,1,,control
"0,11477>10437",10437,1,1,0,,ineligible
"0,11477>10519",10519,1,1,0,,ineligible
"0,11477>10557",10557,1,2,0,,ineligible
"0,11477>10796",10796,1,1,0,,ineligible
"0,11477>10821",10821,1,1,0,,ineligible
"0,11477>10873",10873,1,5,1,,control
"0,11477>10897",10897,1,1,0,,ineligible
"0,11477>10932",10932,1,1,0,,ineligible
"0,11477>10958",10958,1,1,0,,ineligible
"0,11477>1111",1111,1,1,0,,ineligible
"0,11477>11126",11126,1,1,0,,ineligible
"0,11477>11292",11292,1,2,0,,ineligible
"0,11477>1134",1134,1,1,0,,ineligible
"0,11477>11983",11983,1,1,0,,ineligible
"0,11477>11998",11998,1,1,0,,ineligible
"0,11477>12115",12115,1,1,0,,ineligible
"0,11477>12129",12129,1,1,0,,ineligible
"0,11477>12184",12184,1,1,0,,ineligible
"0,11477>12220",12220,1,4,1,,control
"0,11477>12239",12239,1,1,0,,ineligible
"0,11477>1225",1225,1,12,1,,control
"0,11477>12294",12294,1,1,0,,ineligible
"0,11477>12304",12304,1,2,0,,ineligible
"0,11477>1240",1240,1,3,1,,control
"0,11477>12764",12764,1,3,1,,control
"0,11477>13119",13119,1,1,0,,ineligible
"0,11477>1313",1313,1,1,0,,ineligible
"0,11477>13422",13422,1,4,1,,control
"0,11477>13470",13470,1,2,0,,ineligible
"0,11477>1355",1355,1,3,1,,control
"0,11477>13810",13810,1,1,0,,ineligible
"0,11477>13951",13951,1,1,0,,ineligible
"0,11477>13966",13966,1,1,0,,ineligible
"0,11477>14120",14120,1,5,1,,control
"0,11477>14147",14147,1,1,0,,ineligible
"0,11477>14260",14260,1,4,1,,control
"0,11477>1427",1427,1,2,0,,ineligible
"0,11477>14361",14361,1,1,0,,ineligible
"0,11477>14504",14504,1,1,0,,ineligible
"0,11477>1476",1476,1,1,0,,ineligible
"0,11477>15150",15150,1,10,1,,control
"0,11477>15167",15167,1,4,1,,control
"0,11477>15220",15220,1,1,0,,ineligible
"0,11477>15405",15405,1,1,0,,ineligible
"0,11477>15526",15526,1,1,0,,ineligible
"0,11477>15542",15542,1,1,0,,ineligible
"0,11477>1558",1558,1,1,0,,ineligible
"0,11477>1572",1572,1,1,0,,ineligible
"0,11477>1574",1574,1,1,0,,ineligible
"0,11477>15797",15797,1,1,0,,ineligible
"0,11477>1604",1604,1,2,0,,ineligible
"0,11477>16048",16048,1,5,1,,control
"0,11477>16139",16139,1,1,0,,ineligible
"0,11477>16333",16333,1,1,0,,ineligible
"0,11477>16490",16490,1,1,0,,ineligible
"0,11477>16683",16683,1,10,1,,control
"0,11477>16905",16905,1,2,0,,ineligible
"0,11477>17147",17147,1,2,0,,ineligible
"0,11477>17164",17164,1,10,1,,control
"0,11477>17348",17348,1,1,0,,ineligible
"0,11477>17470",17470,1,1,0,,ineligible
"0,11477>17513",17513,1,2,0,,ineligible
"0,11477>17671",17671,1,1,0,,ineligible
"0,11477>17926",17926,1,1,0,,ineligible
"0,11477>18212",18212,1,1,0,,ineligible
"0,11477>18278",18278,1,1,0,,ineligible
"0,11477>1831",1831,1,4,1,,control
"0,11477>18717",18717,1,1,0,,ineligible
"0,11477>18750",18750,1,1,0,,ineligible
"0,11477>18852",18852,1,1,0,,ineligible
"0,11477>1905",1905,1,1,0,,ineligible
"0,11477>19255",19255,1,2,0,,ineligible
"0,11477>1939",1939,1,3,1,,control
"0,11477>19437",19437,1,1,0,,ineligible
"0,11477>19587",19587,1,1,0,,ineligible
"0,11477>19818",19818,1,1,0,,ineligible
"0,11477>20086",20086,1,3,1,,control
"0,11477>20197",20197,1,1,0,,ineligible
"0,11477>20216",20216,1,1,0,,ineligible
"0,11477>20237",20237,1,2,0,,ineligible
"0,11477>20382",20382,1,2,0,,ineligible
"0,11477>20609",20609,1,8,1,,control
"0,11477>20634",20634,1,7,1,,control
"0,11477>2073",2073,1,4,1,,control
"0,11477>21019",21019,1,1,0,,ineligible
"0,11477>21136",21136,1,1,0,,ineligible
"0,11477>2157",2157,1,1,0,,ineligible
"0,11477>21622",21622,1,3,1,,control
"0,11477>2165",2165,1,2,0,,ineligible
"0,11477>21841",21841,1,1,0,,ineligible
"0,11477>2213",2213,1,1,0,,ineligible
"0,11477>22190",22190,1,1,0,,ineligible
"0,11477>22233",22233,1,2,0,,ineligible
"0,11477>22392",22392,1,1,0,,ineligible
"0,11477>22501",22501,1,3,1,,control
"0,11477>2259",2259,1,1,0,,ineligible
"0,11477>2269",2269,1,2,0,,ineligible
"0,11477>22956",22956,1,1,0,,ineligible
"0,11477>23159",23159,1,1,0,,ineligible
"0,11477>23588",23588,1,1,0,,ineligible
"0,11477>23658",23658,1,1,0,,ineligible
"0,11477>2383",2383,1,3,1,,control
"0,11477>2406",2406,1,1,0,,ineligible
"0,11477>2418",2418,1,7,1,,control
"0,11477>24310",24310,1,1,0,,ineligible
"0,11477>2434",2434,1,1,0,,ineligible
"0,11477>2463",2463,1,1,0,,ineligible
"0,11477>2478",2478,1,2,0,,ineligible
"0,11477>24970",24970,1,1,0,,ineligible
"0,11477>25529",25529,1,1,0,,ineligible
"0,11477>2558",2558,1,2,0,,ineligible
"0,11477>25980",25980,1,1,0,,ineligible
"0,11477>26078",26078,1,1,0,,ineligible
"0,11477>26106",26106,1,1,0,,ineligible
"0,11477>26160",26160,1,1,0,,ineligible
"0,11477>2618",2618,1,17,2,0.006902158260345459,control
"0,11477>26225",26225,1,1,0,,ineligible
"0,11477>26671",26671,1,1,0,,ineligible
"0,11477>26898",26898,1,1,0,,ineligible
"0,11477>2701",2701,1,1,0,,ineligible
"0,11477>27245",27245,1,1,0,,ineligible
"0,11477>27305",27305,1,1,0,,ineligible
"0,11477>2735",2735,1,1,0,,ineligible
"0,11477>2736",2736,1,3,1,,control
"0,11477>2766",2766,1,2,0,,ineligible
"0,11477>27832",27832,1,1,0,,ineligible
"0,11477>27848",27848,1,2,0,,ineligible
"0,11477>27950",27950,1,1,0,,ineligible
"0,11477>28042",28042,1,2,0,,ineligible
"0,11477>2806",2806,1,1,0,,ineligible
"0,11477>2807",2807,1,1,0,,ineligible
"0,11477>28157",28157,1,1,0,,ineligible
"0,11477>2899",2899,1,2,0,,ineligible
"0,11477>29144",29144,1,1,0,,ineligible
"0,11477>29243",29243,1,1,0,,ineligible
"0,11477>3023",3023,1,2,0,,ineligible
"0,11477>30312",30312,1,5,2,0.01300346851348877,control
"0,11477>30957",30957,1,1,0,,ineligible
"0,11477>31224",31224,1,1,0,,ineligible
"0,11477>31252",31252,1,1,0,,ineligible
"0,11477>31303",31303,1,1,0,,ineligible
"0,11477>3143",3143,1,1,0,,ineligible
"0,11477>3198",3198,1,2,0,,ineligible
"0,11477>3208",3208,1,1,0,,ineligible
"0,11477>3372",3372,1,2,0,,ineligible
"0,11477>340",340,1,1,0,,ineligible
"0,11477>3484",3484,1,2,0,,ineligible
"0,11477>3492",3492,1,3,1,,control
"0,11477>3524",3524,1,1,0,,ineligible
"0,11477>3693",3693,1,5,1,,control
"0,11477>3767",3767,1,1,0,,ineligible
"0,11477>3808",3808,1,1,0,,ineligible
"0,11477>3924",3924,1,8,1,,control
"0,11477>4102",4102,1,1,0,,ineligible
"0,11477>4145",4145,1,1,0,,ineligible
"0,11477>4285",4285,1,1,0,,ineligible
"0,11477>4310",4310,1,2,0,,ineligible
"0,11477>4321",4321,1,2,0,,ineligible
"0,11477>4419",4419,1,5,1,,control
"0,11477>442",442,1,1,0,,ineligible
"0,11477>4439",4439,1,2,0,,ineligible
"0,11477>4550",4550,1,6,1,,control
"0,11477>457",457,1,1,0,,ineligible
"0,11477>4660",4660,1,1,0,,ineligible
"0,11477>4721",4721,1,1,0,,ineligible
"0,11477>4748",4748,1,1,0,,ineligible
"0,11477>4816",4816,1,1,0,,ineligible
"0,11477>4837",4837,1,1,0,,ineligible
"0,11477>4923",4923,1,1,0,,ineligible
"0,11477>4924",4924,1,3,2,0.015828609466552734,control
"0,11477>4960",4960,1,1,0,,ineligible
