edge_id,token,depth,descendant_items,same_token_node_count,semantic_distance,cohort
"0,14295,5513,28445,6073>1954",1954,4,1,0,,ineligible
"0,14295,5513,28445>6073",6073,3,1,0,,ineligible
"0,14295,5513,4172,5907>4928",4928,4,1,0,,ineligible
"0,14295,5513,4172>5907",5907,3,1,0,,ineligible
"0,14295,5513,4219,1886,1369>536",536,5,1,0,,ineligible
"0,14295,5513,4219,1886,1369>632",632,5,1,0,,ineligible
"0,14295,5513,4219,1886>1369",1369,4,2,0,,ineligible
"0,14295,5513,4219>1886",1886,3,2,0,,ineligible
"0,14295,5513,4695,5600>6808",6808,4,1,0,,ineligible
"0,14295,5513,4695,6808>5600",5600,4,1,0,,ineligible
"0,14295,5513,4695>5600",5600,3,1,0,,ineligible
"0,14295,5513,4695>6808",6808,3,1,0,,ineligible
"0,14295,5513,4954,10075>19147",19147,4,1,0,,ineligible
"0,14295,5513,4954>10075",10075,3,1,0,,ineligible
"0,14295,5513,5492,6743>12746",12746,4,1,0,,ineligible
"0,14295,5513,5492>6743",6743,3,1,0,,ineligible
"0,14295,5513,5698,4439>8723",8723,4,1,0,,ineligible
"0,14295,5513,5698>4439",4439,3,1,0,,ineligible
"0,14295,5513,5907,4172>11739",11739,4,1,0,,ineligible
"0,14295,5513,5907>4172",4172,3,1,0,,ineligible
"0,14295,5513,6574,15583>2934",2934,4,1,0,,ineligible
"0,14295,5513,6574>15583",15583,3,1,0,,ineligible
"0,14295,5513,7287,3600>6655",6655,4,1,0,,ineligible
"0,14295,5513,7287>3600",3600,3,1,0,,ineligible
"0,14295,5513,7418,13192,25256>536",536,5,1,0,,ineligible
"0,14295,5513,7418,13192,25256>632",632,5,1,0,,ineligible
"0,14295,5513,7418,13192>25256",25256,4,2,0,,ineligible
"0,14295,5513,7418>13192",13192,3,2,0,,ineligible
"0,14295,5513>10878",10878,2,1,0,,ineligible
"0,14295,5513>110",110,2,1,0,,ineligible
"0,14295,5513>13081",13081,2,2,0,,ineligible
"0,14295,5513>13192",13192,2,1,0,,ineligible
"0,14295,5513>1408",1408,2,1,0,,ineligible
"0,14295,5513>14443",14443,2,5,1,,control
"0,14295,5513>15176",15176,2,1,0,,ineligible
"0,14295,5513>16573",16573,2,1,0,,ineligible
"0,14295,5513>17742",17742,2,1,0,,ineligible
"0,14295,5513>1808",1808,2,1,0,,ineligible
"0,14295,5513>18225",18225,2,1,0,,ineligible
"0,14295,5513>20580",20580,2,5,1,,control
"0,14295,5513>2452",2452,2,1,0,,ineligible
"0,14295,5513>25933",25933,2,1,0,,ineligible
"0,14295,5513>2668",2668,2,1,0,,ineligible
"0,14295,5513>2707",2707,2,1,0,,ineligible
"0,14295,5513>28445",28445,2,1,0,,ineligible
"0,14295,5513>4172",4172,2,1,0,,ineligible
"0,14295,5513>4219",4219,2,2,0,,ineligible
"0,14295,5513>4695",4695,2,2,0,,ineligible
"0,14295,5513>4954",4954,2,1,0,,ineligible
"0,14295,5513>5492",5492,2,1,0,,ineligible
"0,14295,5513>5698",5698,2,1,0,,ineligible
"0,14295,5513>5907",5907,2,1,0,,ineligible
"0,14295,5513>6574",6574,2,1,0,,ineligible
"0,14295,5513>7287",7287,2,1,0,,ineligible
"0,14295,5513>7418",7418,2,2,0,,ineligible
"0,14295,5807,12563,1489,1791>357",357,5,1,0,,ineligible
"0,14295,5807,12563,1489,1791>519",519,5,1,0,,ineligible
"0,14295,5807,12563,1489,1791>536",536,5,1,0,,ineligible
"0,14295,5807,12563,1489,1791>591",591,5,1,0,,ineligible
"0,14295,5807,12563,1489,1791>632",632,5,1,0,,ineligible
"0,14295,5807,12563,1489,1791>755",755,5,1,0,,ineligible
"0,14295,5807,12563,1489,1791>948",948,5,1,0,,ineligible
"0,14295,5807,12563,1489>17526",17526,4,1,0,,ineligible
"0,14295,5807,12563,1489>1791",1791,4,7,1,,control
"0,14295,5807,12563,1489>2195",2195,4,1,0,,ineligible
"0,14295,5807,12563,1489>27577",27577,4,1,0,,ineligible
"0,14295,5807,12563,3132>4849",4849,4,1,0,,ineligible
"0,14295,5807,12563,4849>1489",1489,4,1,0,,ineligible
"0,14295,5807,12563,4849>5065",5065,4,1,0,,ineligible
"0,14295,5807,12563>1489",1489,3,10,1,,control
"0,14295,5807,12563>3132",3132,3,1,0,,ineligible
"0,14295,5807,12563>4849",4849,3,2,0,,ineligible
"0,14295,5807,1492,24144>10556",10556,4,1,0,,ineligible
"0,14295,5807,1492>24144",24144,3,1,0,,ineligible
"0,14295,5807,18670,27577>13518",13518,4,1,0,,ineligible
"0,14295,5807,18670>27577",27577,3,1,0,,ineligible
"0,14295,5807,22133,26363>2856",2856,4,1,0,,ineligible
"0,14295,5807,22133>26363",26363,3,1,0,,ineligible
"0,14295,5807,2617,3090>19965",19965,4,1,0,,ineligible
"0,14295,5807,2617>3090",3090,3,1,0,,ineligible
"0,14295,5807,4739,26364>12563",12563,4,1,0,,ineligible
"0,14295,5807,4739>26364",26364,3,1,0,,ineligible
"0,14295,5807,8326,22855>1489",1489,4,1,0,,ineligible
"0,14295,5807,8326>22855",22855,3,1,0,,ineligible
"0,14295,5807,8515,23069>12563",12563,4,1,0,,ineligible
"0,14295,5807,8515>23069",23069,3,1,0,,ineligible
"0,14295,5807,9211,2039>31692",31692,4,1,0,,ineligible
"0,14295,5807,9211>2039",2039,3,1,0,,ineligible
"0,14295,5807>12563",12563,2,13,1,,control
"0,14295,5807>1492",1492,2,1,0,,ineligible
"0,14295,5807>18670",18670,2,1,0,,ineligible
"0,14295,5807>22133",22133,2,1,0,,ineligible
"0,14295,5807>2617",2617,2,1,0,,ineligible
"0,14295,5807>4739",4739,2,1,0,,ineligible
"0,14295,5807>8326",8326,2,1,0,,ineligible
"0,14295,5807>8515",8515,2,1,0,,ineligible
"0,14295,5807>9211",9211,2,1,0,,ineligible
"0,14295,5982,31140,2825>173",173,4,1,0,,ineligible
"0,14295,5982,31140>2825",2825,3,1,0,,ineligible
"0,14295,5982,6820,31094>12543",12543,4,1,0,,ineligible
"0,14295,5982,6820,3533>12543",12543,4,1,0,,ineligible
"0,14295,5982,6820>31094",31094,3,1,0,,ineligible
"0,14295,5982,6820>3533",3533,3,1,0,,ineligible
"0,14295,5982>31140",31140,2,1,0,,ineligible
"0,14295,5982>6820",6820,2,2,0,,ineligible
"0,14295,6330,10428,14822>27097",27097,4,1,0,,ineligible
"0,14295,6330,10428>14822",14822,3,1,0,,ineligible
"0,14295,6330,10934,13593>14956",14956,4,1,0,,ineligible
"0,14295,6330,10934>13593",13593,3,1,0,,ineligible
"0,14295,6330,151,15590>2093",2093,4,1,0,,ineligible
"0,14295,6330,151>15590",15590,3,1,0,,ineligible
"0,14295,6330,15314,5697>16502",16502,4,1,0,,ineligible
"0,14295,6330,15314,5697>255",255,4,1,0,,ineligible
"0,14295,6330,15314>5697",5697,3,2,0,,ineligible
"0,14295,6330,15657,3533>384",384,4,1,0,,ineligible
"0,14295,6330,15657>3533",3533,3,1,0,,ineligible
"0,14295,6330,17354,2839>23392",23392,4,1,0,,ineligible
"0,14295,6330,17354>2839",2839,3,1,0,,ineligible
"0,14295,6330,17621,23174>26021",26021,4,1,0,,ineligible
"0,14295,6330,17621>23174",23174,3,1,0,,ineligible
"0,14295,6330,1840,1991>20955",20955,4,1,0,,ineligible
"0,14295,6330,1840,7390>12084",12084,4,1,0,,ineligible
"0,14295,6330,1840>1991",1991,3,1,0,,ineligible
"0,14295,6330,1840>7390",7390,3,1,0,,ineligible
"0,14295,6330,1907,1840>384",384,4,1,0,,ineligible
"0,14295,6330,1907,1840>629",629,4,1,0,,ineligible
"0,14295,6330,1907>1840",1840,3,2,0,,ineligible
"0,14295,6330,2297,20680>6799",6799,4,1,0,,ineligible
"0,14295,6330,2297>20680",20680,3,1,0,,ineligible
"0,14295,6330,2353,2039>9780",9780,4,1,0,,ineligible
"0,14295,6330,2353>2039",2039,3,1,0,,ineligible
"0,14295,6330,25070,10852>14095",14095,4,1,0,,ineligible
"0,14295,6330,25070>10852",10852,3,1,0,,ineligible
"0,14295,6330,25250,9159>26338",26338,4,1,0,,ineligible
"0,14295,6330,25250>9159",9159,3,1,0,,ineligible
"0,14295,6330,2582,4174>9787",9787,4,1,0,,ineligible
"0,14295,6330,2582>4174",4174,3,1,0,,ineligible
"0,14295,6330,2634,2851>15385",15385,4,1,0,,ineligible
"0,14295,6330,2634>2851",2851,3,1,0,,ineligible
"0,14295,6330,2801,5806>384",384,4,1,0,,ineligible
"0,14295,6330,2801>5806",5806,3,1,0,,ineligible
"0,14295,6330,2923,25250>9159",9159,4,1,0,,ineligible
"0,14295,6330,2923,2976>4469",4469,4,1,0,,ineligible
"0,14295,6330,2923,31709>18665",18665,4,1,0,,ineligible
"0,14295,6330,2923>25250",25250,3,1,0,,ineligible
"0,14295,6330,2923>2976",2976,3,1,0,,ineligible
"0,14295,6330,2923>31709",31709,3,1,0,,ineligible
"0,14295,6330,3506,2851>15385",15385,4,1,0,,ineligible
"0,14295,6330,3506>2851",2851,3,1,0,,ineligible
"0,14295,6330,4836,3989>28472",28472,4,1,0,,ineligible
"0,14295,6330,4836>3989",3989,3,1,0,,ineligible
"0,14295,6330,6452,384>8354",8354,4,1,0,,ineligible
"0,14295,6330,6452>384",384,3,1,0,,ineligible
"0,14295,6330,7390,30100>1840",1840,4,1,0,,ineligible
"0,14295,6330,7390,4088>1840",1840,4,1,0,,ineligible
"0,14295,6330,7390>30100",30100,3,1,0,,ineligible
"0,14295,6330,7390>4088",4088,3,1,0,,ineligible
"0,14295,6330,840,384>25968",25968,4,1,0,,ineligible
"0,14295,6330,840>384",384,3,1,0,,ineligible
"0,14295,6330>10428",10428,2,1,0,,ineligible
"0,14295,6330>10934",10934,2,1,0,,ineligible
"0,14295,6330>151",151,2,1,0,,ineligible
"0,14295,6330>15314",15314,2,2,0,,ineligible
"0,14295,6330>15657",15657,2,1,0,,ineligible
"0,14295,6330>17354",17354,2,1,0,,ineligible
"0,14295,6330>17621",17621,2,1,0,,ineligible
"0,14295,6330>1840",1840,2,2,0,,ineligible
"0,14295,6330>1907",1907,2,2,0,,ineligible
"0,14295,6330>2297",2297,2,1,0,,ineligible
"0,14295,6330>2353",2353,2,1,0,,ineligible
"0,14295,6330>25070",25070,2,1,0,,ineligible
"0,14295,6330>25250",25250,2,1,0,,ineligible
"0,14295,6330>2582",2582,2,1,0,,ineligible
"0,14295,6330>2634",2634,2,1,0,,ineligible
"0,14295,6330>2801",2801,2,1,0,,ineligible
"0,14295,6330>2923",2923,2,3,1,,control
"0,14295,6330>3506",3506,2,1,0,,ineligible
"0,14295,6330>4836",4836,2,1,0,,ineligible
"0,14295,6330>6452",6452,2,1,0,,ineligible
"0,14295,6330>7390",7390,2,2,0,,ineligible
"0,14295,6330>840",840,2,1,0,,ineligible
"0,14295,664,10622,8514>2160",2160,4,1,0,,ineligible
"0,14295,664,10622>8514",8514,3,1,0,,ineligible
"0,14295,664,12216,520>11268",11268,4,1,0,,ineligible
"0,14295,664,12216>520",520,3,1,0,,ineligible
"0,14295,664,12417,10250>5800",5800,4,1,0,,ineligible
"0,14295,664,12417>10250",10250,3,1,0,,ineligible
"0,14295,664,14915,9837>25226",25226,4,1,0,,ineligible
"0,14295,664,14915>9837",9837,3,1,0,,ineligible
"0,14295,664,16054,14973,11268>536",536,5,1,0,,ineligible
"0,14295,664,16054,14973,11268>632",632,5,1,0,,ineligible
"0,14295,664,16054,14973>11268",11268,4,2,0,,ineligible
"0,14295,664,16054,8069>14973",14973,4,1,0,,ineligible
"0,14295,664,16054>14973",14973,3,2,0,,ineligible
"0,14295,664,16054>8069",8069,3,1,0,,ineligible
"0,14295,664,23476,6452>8947",8947,4,1,0,,ineligible
"0,14295,664,23476>6452",6452,3,1,0,,ineligible
"0,14295,664,3310,16054>19708",19708,4,1,0,,ineligible
"0,14295,664,3310>16054",16054,3,1,0,,ineligible
"0,14295,664,3439,197>17504",17504,4,1,0,,ineligible
"0,14295,664,3439>197",197,3,1,0,,ineligible
"0,14295,664,7854,197>4500",4500,4,1,0,,ineligible
"0,14295,664,7854>197",197,3,1,0,,ineligible
"0,14295,664,9837,8947>11675",11675,4,1,0,,ineligible
"0,14295,664,9837>8947",8947,3,1,0,,ineligible
"0,14295,664>10622",10622,2,1,0,,ineligible
"0,14295,664>12216",12216,2,1,0,,ineligible
"0,14295,664>12417",12417,2,1,0,,ineligible
"0,14295,664>14915",14915,2,1,0,,ineligible
"0,14295,664>16054",16054,2,3,2,0.056047677993774414,middle
"0,14295,664>23476",23476,2,1,0,,ineligible
"0,14295,664>3310",3310,2,1,0,,ineligible
"0,14295,664>3439",3439,2,1,0,,ineligible
"0,14295,664>7854",7854,2,1,0,,ineligible
"0,14295,664>9837",9837,2,1,0,,ineligible
"0,14295,6714,10795,1551>17360",17360,4,1,0,,ineligible
"0,14295,6714,10795>1551",1551,3,1,0,,ineligible
"0,14295,6714,1134,5698>10593",10593,4,1,0,,ineligible
"0,14295,6714,1134>5698",5698,3,1,0,,ineligible
"0,14295,6714,13593,17997>11184",11184,4,1,0,,ineligible
"0,14295,6714,13593>17997",17997,3,1,0,,ineligible
"0,14295,6714,2085,8437>547",547,4,1,0,,ineligible
"0,14295,6714,2085>8437",8437,3,1,0,,ineligible
"0,14295,6714,29375,2182>19479",19479,4,1,0,,ineligible
"0,14295,6714,29375>2182",2182,3,1,0,,ineligible
"0,14295,6714,29538,547>7903",7903,4,1,0,,ineligible
"0,14295,6714,29538>547",547,3,1,0,,ineligible
"0,14295,6714,3827,18311>547",547,4,1,0,,ineligible
"0,14295,6714,3827>18311",18311,3,1,0,,ineligible
"0,14295,6714,9360,8143>14588",14588,4,1,0,,ineligible
"0,14295,6714,9360>8143",8143,3,1,0,,ineligible
"0,14295,6714,9568,22104>22756",22756,4,1,0,,ineligible
"0,14295,6714,9568>22104",22104,3,1,0,,ineligible
"0,14295,6714>10795",10795,2,1,0,,ineligible
"0,14295,6714>1134",1134,2,1,0,,ineligible
"0,14295,6714>13593",13593,2,1,0,,ineligible
"0,14295,6714>2085",2085,2,1,0,,ineligible
"0,14295,6714>29375",29375,2,1,0,,ineligible
"0,14295,6714>29538",29538,2,1,0,,ineligible
"0,14295,6714>3827",3827,2,1,0,,ineligible
"0,14295,6714>9360",9360,2,1,0,,ineligible
"0,14295,6714>9568",9568,2,1,0,,ineligible
"0,14295,6840,1112,7902>935",935,4,1,0,,ineligible
"0,14295,6840,1112>7902",7902,3,1,0,,ineligible
"0,14295,6840,15779,4232>1268",1268,4,1,0,,ineligible
"0,14295,6840,15779>4232",4232,3,1,0,,ineligible
"0,14295,6840,18447,4232>935",935,4,1,0,,ineligible
"0,14295,6840,18447>4232",4232,3,1,0,,ineligible
"0,14295,6840,2217,4479>5221",5221,4,1,0,,ineligible
"0,14295,6840,2217>4479",4479,3,1,0,,ineligible
"0,14295,6840,5492,6885>11477",11477,4,1,0,,ineligible
"0,14295,6840,5492>6885",6885,3,1,0,,ineligible
"0,14295,6840,6885,10057>9834",9834,4,1,0,,ineligible
"0,14295,6840,6885>10057",10057,3,1,0,,ineligible
"0,14295,6840,8738,28203>15530",15530,4,1,0,,ineligible
"0,14295,6840,8738>28203",28203,3,1,0,,ineligible
"0,14295,6840,935,24040>5221",5221,4,1,0,,ineligible
"0,14295,6840,935,4232,16500>357",357,5,1,0,,ineligible
"0,14295,6840,935,4232,16500>536",536,5,1,0,,ineligible
"0,14295,6840,935,4232,16500>632",632,5,1,0,,ineligible
"0,14295,6840,935,4232>16500",16500,4,3,1,,control
"0,14295,6840,935,5221,4232>536",536,5,1,0,,ineligible
"0,14295,6840,935,5221,4232>632",632,5,1,0,,ineligible
"0,14295,6840,935,5221>4232",4232,4,2,0,,ineligible
"0,14295,6840,935>24040",24040,3,1,0,,ineligible
"0,14295,6840,935>4232",4232,3,3,1,,control
"0,14295,6840,935>5221",5221,3,2,0,,ineligible
"0,14295,6840>1112",1112,2,1,0,,ineligible
"0,14295,6840>15779",15779,2,1,0,,ineligible
"0,14295,6840>18447",18447,2,1,0,,ineligible
"0,14295,6840>2217",2217,2,1,0,,ineligible
"0,14295,6840>5492",5492,2,1,0,,ineligible
"0,14295,6840>6885",6885,2,1,0,,ineligible
"0,14295,6840>8738",8738,2,1,0,,ineligible
"0,14295,6840>935",935,2,6,1,,control
"0,14295,7267,10878,7708>11693",11693,4,1,0,,ineligible
"0,14295,7267,10878>7708",7708,3,1,0,,ineligible
"0,14295,7267,11298,4076>255",255,4,1,0,,ineligible
"0,14295,7267,11298>4076",4076,3,1,0,,ineligible
"0,14295,7267,11398,12840>2849",2849,4,1,0,,ineligible
"0,14295,7267,11398>12840",12840,3,1,0,,ineligible
"0,14295,7267,13247,28958>31085",31085,4,1,0,,ineligible
"0,14295,7267,13247>28958",28958,3,1,0,,ineligible
"0,14295,7267,14371,1482>26311",26311,4,1,0,,ineligible
"0,14295,7267,14371,1482>3912",3912,4,1,0,,ineligible
"0,14295,7267,14371>1482",1482,3,2,0,,ineligible
"0,14295,7267,15254,4698>7310",7310,4,1,0,,ineligible
"0,14295,7267,15254>4698",4698,3,1,0,,ineligible
"0,14295,7267,15432,8437>6663",6663,4,1,0,,ineligible
"0,14295,7267,15432>8437",8437,3,1,0,,ineligible
"0,14295,7267,18075,10927>25555",25555,4,1,0,,ineligible
"0,14295,7267,18075>10927",10927,3,1,0,,ineligible
"0,14295,7267,18283,10488>25794",25794,4,1,0,,ineligible
"0,14295,7267,18283>10488",10488,3,1,0,,ineligible
"0,14295,7267,20317,869>5974",5974,4,1,0,,ineligible
"0,14295,7267,20317>869",869,3,1,0,,ineligible
"0,14295,7267,23135,6234>20621",20621,4,1,0,,ineligible
"0,14295,7267,23135>6234",6234,3,1,0,,ineligible
"0,14295,7267,255,17844>25341",25341,4,1,0,,ineligible
"0,14295,7267,25555,7390>3769",3769,4,1,0,,ineligible
"0,14295,7267,25555,9888>2445",2445,4,1,0,,ineligible
"0,14295,7267,25555>7390",7390,3,1,0,,ineligible
"0,14295,7267,25555>9888",9888,3,1,0,,ineligible
"0,14295,7267,255>17844",17844,3,1,0,,ineligible
"0,14295,7267,27363,26960>2773",2773,4,1,0,,ineligible
"0,14295,7267,27363>26960",26960,3,1,0,,ineligible
"0,14295,7267,27561,30771>4216",4216,4,1,0,,ineligible
"0,14295,7267,27561>30771",30771,3,1,0,,ineligible
"0,14295,7267,2767,22772>11764",11764,4,1,0,,ineligible
"0,14295,7267,2767>22772",22772,3,1,0,,ineligible
"0,14295,7267,2839,13531>27363",27363,4,1,0,,ineligible
"0,14295,7267,2839>13531",13531,3,1,0,,ineligible
"0,14295,7267,3841,160>13559",13559,4,1,0,,ineligible
"0,14295,7267,3841>160",160,3,1,0,,ineligible
"0,14295,7267,3912,10328>20227",20227,4,1,0,,ineligible
"0,14295,7267,3912>10328",10328,3,1,0,,ineligible
"0,14295,7267,4088,815>15168",15168,4,1,0,,ineligible
"0,14295,7267,4088>815",815,3,1,0,,ineligible
"0,14295,7267,6802,255>27089",27089,4,1,0,,ineligible
"0,14295,7267,6802>255",255,3,1,0,,ineligible
"0,14295,7267>10878",10878,2,1,0,,ineligible
"0,14295,7267>11298",11298,2,1,0,,ineligible
"0,14295,7267>11398",11398,2,1,0,,ineligible
"0,14295,7267>13247",13247,2,1,0,,ineligible
"0,14295,7267>14371",14371,2,2,0,,ineligible
"0,14295,7267>15254",15254,2,1,0,,ineligible
"0,14295,7267>15432",15432,2,1,0,,ineligible
"0,14295,7267>18075",18075,2,1,0,,ineligible
"0,14295,7267>18283",18283,2,1,0,,ineligible
"0,14295,7267>20317",20317,2,1,0,,ineligible
"0,14295,7267>23135",23135,2,1,0,,ineligible
"0,14295,7267>255",255,2,1,0,,ineligible
"0,14295,7267>25555",25555,2,2,0,,ineligible
"0,14295,7267>27363",27363,2,1,0,,ineligible
"0,14295,7267>27561",27561,2,1,0,,ineligible
"0,14295,7267>2767",2767,2,1,0,,ineligible
"0,14295,7267>2839",2839,2,1,0,,ineligible
"0,14295,7267>3841",3841,2,1,0,,ineligible
"0,14295,7267>3912",3912,2,1,0,,ineligible
"0,14295,7267>4088",4088,2,1,0,,ineligible
"0,14295,7267>6802",6802,2,1,0,,ineligible
"0,14295,9190,23155,12494>26165",26165,4,1,0,,ineligible
"0,14295,9190,23155,26165>12494",12494,4,1,0,,ineligible
"0,14295,9190,23155>12494",12494,3,1,0,,ineligible
"0,14295,9190,23155>26165",26165,3,1,0,,ineligible
"0,14295,9190,26045,27366>1296",1296,4,1,0,,ineligible
"0,14295,9190,26045>27366",27366,3,1,0,,ineligible
"0,14295,9190,26165,26045>6928",6928,4,1,0,,ineligible
"0,14295,9190,26165>26045",26045,3,1,0,,ineligible
"0,14295,9190,8461,6921>1245",1245,4,1,0,,ineligible
"0,14295,9190,8461>6921",6921,3,1,0,,ineligible
"0,14295,9190>23155",23155,2,2,0,,ineligible
"0,14295,9190>26045",26045,2,1,0,,ineligible
"0,14295,9190>26165",26165,2,1,0,,ineligible
"0,14295,9190>8461",8461,2,1,0,,ineligible
"0,14295,9516,1259,2582>1991",1991,4,1,0,,ineligible
"0,14295,9516,1259>2582",2582,3,1,0,,ineligible
"0,14295,9516,1840,2634>29777",29777,4,1,0,,ineligible
"0,14295,9516,1840>2634",2634,3,1,0,,ineligible
"0,14295,9516,1907,629>18283",18283,4,1,0,,ineligible
"0,14295,9516,1907>629",629,3,1,0,,ineligible
"0,14295,9516,1991,1840>629",629,4,1,0,,ineligible
"0,14295,9516,1991>1840",1840,3,1,0,,ineligible
"0,14295,9516,23378,1991>1095",1095,4,1,0,,ineligible
"0,14295,9516,23378>1991",1991,3,1,0,,ineligible
"0,14295,9516,2856,10328>13518",13518,4,1,0,,ineligible
"0,14295,9516,2856>10328",10328,3,1,0,,ineligible
"0,14295,9516,28726,20680>7775",7775,4,1,0,,ineligible
"0,14295,9516,28726>20680",20680,3,1,0,,ineligible
"0,14295,9516,2923,1991>8031",8031,4,1,0,,ineligible
"0,14295,9516,2923>1991",1991,3,1,0,,ineligible
"0,14295,9516,384,629>29777",29777,4,1,0,,ineligible
"0,14295,9516,384>629",629,3,1,0,,ineligible
"0,14295,9516,443,2383>5942",5942,4,1,0,,ineligible
"0,14295,9516,443>2383",2383,3,1,0,,ineligible
"0,14295,9516,783,1991>9610",9610,4,1,0,,ineligible
"0,14295,9516,783>1991",1991,3,1,0,,ineligible
"0,14295,9516>1259",1259,2,1,0,,ineligible
"0,14295,9516>1840",1840,2,1,0,,ineligible
"0,14295,9516>1907",1907,2,1,0,,ineligible
"0,14295,9516>1991",1991,2,1,0,,ineligible
"0,14295,9516>23378",23378,2,1,0,,ineligible
"0,14295,9516>2856",2856,2,1,0,,ineligible
"0,14295,9516>28726",28726,2,1,0,,ineligible
"0,14295,9516>2923",2923,2,1,0,,ineligible
"0,14295,9516>384",384,2,1,0,,ineligible
"0,14295,9516>443",443,2,1,0,,ineligible
"0,14295,9516>783",783,2,1,0,,ineligible
"0,14295,9812,22637,29142>3567",3567,4,1,0,,ineligible
"0,14295,9812,22637>29142",29142,3,1,0,,ineligible
"0,14295,9812,30161,19561>2226",2226,4,1,0,,ineligible
"0,14295,9812,30161>19561",19561,3,1,0,,ineligible
"0,14295,9812,30481,26932>25376",25376,4,1,0,,ineligible
"0,14295,9812,30481>26932",26932,3,1,0,,ineligible
"0,14295,9812,450,565>3247",3247,4,1,0,,ineligible
"0,14295,9812,450>565",565,3,1,0,,ineligible
"0,14295,9812,6900,5807>14826",14826,4,1,0,,ineligible
"0,14295,9812,6900>5807",5807,3,1,0,,ineligible
"0,14295,9812,8607,18222>4216",4216,4,1,0,,ineligible
"0,14295,9812,8607>18222",18222,3,1,0,,ineligible
"0,14295,9812>22637",22637,2,1,0,,ineligible
"0,14295,9812>30161",30161,2,1,0,,ineligible
"0,14295,9812>30481",30481,2,1,0,,ineligible
"0,14295,9812>450",450,2,1,0,,ineligible
"0,14295,9812>6900",6900,2,1,0,,ineligible
"0,14295,9812>8607",8607,2,1,0,,ineligible
"0,14295>10211",10211,1,75,2,0.009794771671295166,control
"0,14295>103",103,1,8,1,,control
"0,14295>10386",10386,1,7,2,0.006771862506866455,control
"0,14295>11849",11849,1,9,1,,control
"0,14295>12563",12563,1,6,1,,control
"0,14295>13272",13272,1,2,0,,ineligible
"0,14295>13402",13402,1,17,1,,control
"0,14295>13593",13593,1,18,1,,control
"0,14295>18312",18312,1,4,1,,control
"0,14295>1840",1840,1,40,2,0.004830837249755859,control
"0,14295>1871",1871,1,50,1,,control
"0,14295>2099",2099,1,5,1,,control
"0,14295>2258",2258,1,12,1,,control
"0,14295>22996",22996,1,3,1,,control
"0,14295>24447",24447,1,8,1,,control
"0,14295>2461",2461,1,10,1,,control
"0,14295>25256",25256,1,5,1,,control
"0,14295>2576",2576,1,10,1,,control
"0,14295>31062",31062,1,2,0,,ineligible
"0,14295>3112",3112,1,7,1,,control
"0,14295>3533",3533,1,4,1,,control
"0,14295>3624",3624,1,9,1,,control
"0,14295>3827",3827,1,11,5,0.006817132234573364,control
"0,14295>384",384,1,10,1,,control
"0,14295>3858",3858,1,46,1,,control
"0,14295>4046",4046,1,14,1,,control
"0,14295>4223",4223,1,9,2,0.007632195949554443,control
"0,14295>4232",4232,1,137,1,,control
"0,14295>4439",4439,1,12,2,0.018763422966003418,control
"0,14295>4711",4711,1,12,1,,control
"0,14295>5065",5065,1,12,1,,control
"0,14295>515",515,1,10,2,0.00570368766784668,control
"0,14295>5492",5492,1,5,2,0.00561755895614624,control
"0,14295>5513",5513,1,39,1,,control
"0,14295>5807",5807,1,21,1,,control
"0,14295>5982",5982,1,3,1,,control
"0,14295>6330",6330,1,28,1,,control
"0,14295>664",664,1,12,1,,control
"0,14295>6714",6714,1,9,1,,control
"0,14295>6840",6840,1,13,1,,control
"0,14295>7267",7267,1,23,1,,control
"0,14295>9190",9190,1,5,1,,control
"0,14295>9516",9516,1,11,4,0.012187560399373373,control
"0,14295>9812",9812,1,6,1,,control
"0,14351,10631,13033,4923>18003",18003,4,1,0,,ineligible
"0,14351,10631,13033>4923",4923,3,1,0,,ineligible
"0,14351,10631,19255,20885>4192",4192,4,1,0,,ineligible
"0,14351,10631,19255>20885",20885,3,1,0,,ineligible
"0,14351,10631,23747,19210>18959",18959,4,1,0,,ineligible
"0,14351,10631,23747>19210",19210,3,1,0,,ineligible
"0,14351,10631,2907,3009>19947",19947,4,1,0,,ineligible
"0,14351,10631,2907>3009",3009,3,1,0,,ineligible
"0,14351,10631>13033",13033,2,1,0,,ineligible
"0,14351,10631>19255",19255,2,1,0,,ineligible
"0,14351,10631>23747",23747,2,1,0,,ineligible
"0,14351,10631>2907",2907,2,1,0,,ineligible
"0,14351,1088,13161,24078>7568",7568,4,1,0,,ineligible
"0,14351,1088,13161>24078",24078,3,1,0,,ineligible
"0,14351,1088,15709,10962>2790",2790,4,1,0,,ineligible
"0,14351,1088,15709>10962",10962,3,1,0,,ineligible
"0,14351,1088,15779,5598>4971",4971,4,1,0,,ineligible
"0,14351,1088,15779>5598",5598,3,1,0,,ineligible
"0,14351,1088,17132,21820>15709",15709,4,1,0,,ineligible
"0,14351,1088,17132>21820",21820,3,1,0,,ineligible
"0,14351,1088,17599,4971>4678",4678,4,1,0,,ineligible
"0,14351,1088,17599>4971",4971,3,1,0,,ineligible
"0,14351,1088,21820,17132>4971",4971,4,1,0,,ineligible
"0,14351,1088,21820>17132",17132,3,1,0,,ineligible
"0,14351,1088,22432,547>16533",16533,4,1,0,,ineligible
"0,14351,1088,22432>547",547,3,1,0,,ineligible
"0,14351,1088,4628,19075>1227",1227,4,1,0,,ineligible
"0,14351,1088,4628>19075",19075,3,1,0,,ineligible
