sample_key,user_id,target_group,depth,gold_token,edge_id,legal_child_count,branch_bin,descendant_items,same_token_node_count,semantic_distance,cohort,gold_margin
A1FDRF4X6XK7YB:6:B00CHWZ47S,A1FDRF4X6XK7YB,tail,0,14295,0>14295,30,9+,759,1,,control,0.1247100830078125
A1FDRF4X6XK7YB:6:B00CHWZ47S,A1FDRF4X6XK7YB,tail,1,10211,"0,14295>10211",44,9+,75,2,0.009794771671295166,control,2.6016578674316406
A1FDRF4X6XK7YB:6:B00CHWZ47S,A1FDRF4X6XK7YB,tail,2,12679,"0,14295,10211>12679",54,9+,2,0,,ineligible,10.1912841796875
A1FDRF4X6XK7YB:6:B00CHWZ47S,A1FDRF4X6XK7YB,tail,5,632,"0,14295,10211,12679,6073,3724>632",2,2,1,0,,ineligible,8.227754592895508
A1FK14ZCV3B1RA:6:B00160HTYI,A1FK14ZCV3B1RA,head,0,17582,0>17582,30,9+,408,1,,control,-2.2412681579589844
A1FK14ZCV3B1RA:6:B00160HTYI,A1FK14ZCV3B1RA,head,1,4340,"0,17582>4340",24,9+,13,1,,control,-2.3231048583984375
A1FK14ZCV3B1RA:6:B00160HTYI,A1FK14ZCV3B1RA,head,2,25466,"0,17582,4340>25466",13,9+,1,0,,ineligible,1.9798593521118164
A1FN9LO33IV3F2:1:B000ELV3ZG,A1FN9LO33IV3F2,head,0,467,0>467,30,9+,1159,1,,control,-2.0079193115234375
A1FN9LO33IV3F2:1:B000ELV3ZG,A1FN9LO33IV3F2,head,1,8150,"0,467>8150",24,9+,33,1,,control,-1.0637474060058594
A1FN9LO33IV3F2:1:B000ELV3ZG,A1FN9LO33IV3F2,head,2,26750,"0,467,8150>26750",29,9+,1,0,,ineligible,-1.0545368194580078
A1FQNNX80WYWKR:68:B002S52W9M,A1FQNNX80WYWKR,tail,0,2412,0>2412,30,9+,354,1,,control,-3.5966949462890625
A1FQNNX80WYWKR:68:B002S52W9M,A1FQNNX80WYWKR,tail,1,2754,"0,2412>2754",20,9+,90,1,,control,1.8461456298828125
A1FQNNX80WYWKR:68:B002S52W9M,A1FQNNX80WYWKR,tail,2,659,"0,2412,2754>659",72,9+,1,0,,ineligible,-1.091928482055664
A1FUC0J2RGHTQ1:2:B008B68IV8,A1FUC0J2RGHTQ1,head,0,11604,0>11604,30,9+,220,1,,control,4.482547760009766
A1FUC0J2RGHTQ1:2:B008B68IV8,A1FUC0J2RGHTQ1,head,1,9492,"0,11604>9492",29,9+,23,1,,control,-3.6544151306152344
A1FUC0J2RGHTQ1:2:B008B68IV8,A1FUC0J2RGHTQ1,head,2,7979,"0,11604,9492>7979",19,9+,1,0,,ineligible,2.7174530029296875
A1FVD7AOS18DW4:3:B001TJ8ITQ,A1FVD7AOS18DW4,head,0,740,0>740,30,9+,1209,1,,control,1.9296035766601562
A1FVD7AOS18DW4:3:B001TJ8ITQ,A1FVD7AOS18DW4,head,1,10224,"0,740>10224",53,9+,51,2,0.003073394298553467,control,-0.6492156982421875
A1FVD7AOS18DW4:3:B001TJ8ITQ,A1FVD7AOS18DW4,head,2,5095,"0,740,10224>5095",44,9+,2,0,,ineligible,0.2258129119873047
A1FVD7AOS18DW4:3:B001TJ8ITQ,A1FVD7AOS18DW4,head,3,13814,"0,740,10224,5095>13814",2,2,1,0,,ineligible,3.5750346183776855
A1G836QEJX40XL:2:B000CBWVE0,A1G836QEJX40XL,tail,0,5364,0>5364,30,9+,319,1,,control,-1.5419273376464844
A1G836QEJX40XL:2:B000CBWVE0,A1G836QEJX40XL,tail,1,2383,"0,5364>2383",25,9+,24,3,0.004454553127288818,control,-0.21453857421875
A1G836QEJX40XL:2:B000CBWVE0,A1G836QEJX40XL,tail,2,23159,"0,5364,2383>23159",16,9+,1,0,,ineligible,-3.6881790161132812
A1G8Z3K7X2VO2X:2:B001JTE2KU,A1G8Z3K7X2VO2X,tail,0,387,0>387,30,9+,234,1,,control,-2.027416229248047
A1G8Z3K7X2VO2X:2:B001JTE2KU,A1G8Z3K7X2VO2X,tail,1,1147,"0,387>1147",24,9+,13,2,0.0035620927810668945,control,1.1211509704589844
A1G8Z3K7X2VO2X:2:B001JTE2KU,A1G8Z3K7X2VO2X,tail,2,4667,"0,387,1147>4667",11,9+,1,0,,ineligible,-2.5817184448242188
A1GCFTFXELCHRP:6:B004NSUIJ8,A1GCFTFXELCHRP,tail,0,16352,0>16352,30,9+,180,1,,control,3.722545623779297
A1GCFTFXELCHRP:6:B004NSUIJ8,A1GCFTFXELCHRP,tail,1,4245,"0,16352>4245",25,9+,35,1,,control,1.1436614990234375
A1GCFTFXELCHRP:6:B004NSUIJ8,A1GCFTFXELCHRP,tail,2,14400,"0,16352,4245>14400",25,9+,1,0,,ineligible,-0.9328289031982422
A1GFEOPOV6ALCR:2:B0000A1Z3X,A1GFEOPOV6ALCR,head,0,1871,0>1871,30,9+,482,1,,control,0.14477920532226562
A1GFEOPOV6ALCR:2:B0000A1Z3X,A1GFEOPOV6ALCR,head,1,11607,"0,1871>11607",29,9+,31,3,0.004216253757476807,control,-1.7071189880371094
A1GFEOPOV6ALCR:2:B0000A1Z3X,A1GFEOPOV6ALCR,head,2,702,"0,1871,11607>702",30,9+,1,0,,ineligible,-3.720391273498535
A1GKSZ8I34QITO:4:B00804BDE0,A1GKSZ8I34QITO,head,0,4183,0>4183,30,9+,157,1,,control,-2.5273284912109375
A1GKSZ8I34QITO:4:B00804BDE0,A1GKSZ8I34QITO,head,1,8355,"0,4183>8355",22,9+,26,1,,control,-1.880971908569336
A1GKSZ8I34QITO:4:B00804BDE0,A1GKSZ8I34QITO,head,2,3180,"0,4183,8355>3180",20,9+,1,0,,ineligible,0.15600204467773438
A1H4IG6PK1O1MO:12:B001KY8836,A1H4IG6PK1O1MO,tail,0,467,0>467,30,9+,1159,1,,control,3.360637664794922
A1H4IG6PK1O1MO:12:B001KY8836,A1H4IG6PK1O1MO,tail,1,17996,"0,467>17996",24,9+,15,1,,control,-4.373983383178711
A1H4IG6PK1O1MO:12:B001KY8836,A1H4IG6PK1O1MO,tail,2,13133,"0,467,17996>13133",11,9+,2,0,,ineligible,5.144906997680664
A1H4IG6PK1O1MO:12:B001KY8836,A1H4IG6PK1O1MO,tail,3,8882,"0,467,17996,13133>8882",2,2,1,0,,ineligible,0.764348030090332
A1H573ZKQAX3GL:2:B0036RNWTA,A1H573ZKQAX3GL,tail,0,2100,0>2100,30,9+,1270,1,,control,-0.7414970397949219
A1H573ZKQAX3GL:2:B0036RNWTA,A1H573ZKQAX3GL,tail,1,1073,"0,2100>1073",31,9+,199,1,,control,0.4609222412109375
A1H573ZKQAX3GL:2:B0036RNWTA,A1H573ZKQAX3GL,tail,2,346,"0,2100,1073>346",31,9+,7,3,0.008588433265686035,control,-1.1610145568847656
A1H573ZKQAX3GL:2:B0036RNWTA,A1H573ZKQAX3GL,tail,3,12194,"0,2100,1073,346>12194",7,5-8,1,0,,ineligible,2.0699844360351562
A1H6MJI466CHKL:1:B004A8ZRBA,A1H6MJI466CHKL,head,0,16352,0>16352,30,9+,180,1,,control,0.7067184448242188
A1H6MJI466CHKL:1:B004A8ZRBA,A1H6MJI466CHKL,head,1,4245,"0,16352>4245",25,9+,35,1,,control,1.4646568298339844
A1H6MJI466CHKL:1:B004A8ZRBA,A1H6MJI466CHKL,head,2,18057,"0,16352,4245>18057",25,9+,8,1,,control,1.2303085327148438
A1H6MJI466CHKL:1:B004A8ZRBA,A1H6MJI466CHKL,head,3,17924,"0,16352,4245,18057>17924",4,3-4,2,0,,ineligible,2.552042007446289
A1H6MJI466CHKL:1:B004A8ZRBA,A1H6MJI466CHKL,head,5,632,"0,16352,4245,18057,17924,5014>632",2,2,1,0,,ineligible,1.9257097244262695
A1HH4USWDO09IP:5:B00DPK120O,A1HH4USWDO09IP,head,0,16352,0>16352,30,9+,180,1,,control,4.645355224609375
A1HH4USWDO09IP:5:B00DPK120O,A1HH4USWDO09IP,head,1,4928,"0,16352>4928",25,9+,3,1,,control,-1.8264045715332031
A1HH4USWDO09IP:5:B00DPK120O,A1HH4USWDO09IP,head,2,24063,"0,16352,4928>24063",3,3-4,1,0,,ineligible,3.0154037475585938
A1HHZ17PGIMHCG:1:B00AMOK7XY,A1HHZ17PGIMHCG,tail,0,16352,0>16352,30,9+,180,1,,control,3.1694717407226562
A1HHZ17PGIMHCG:1:B00AMOK7XY,A1HHZ17PGIMHCG,tail,1,3322,"0,16352>3322",25,9+,4,1,,control,-2.277322769165039
A1HHZ17PGIMHCG:1:B00AMOK7XY,A1HHZ17PGIMHCG,tail,2,10845,"0,16352,3322>10845",4,3-4,1,0,,ineligible,4.701684951782227
A1HIFXTGJ9WLRQ:2:B004SCELN8,A1HIFXTGJ9WLRQ,tail,0,2100,0>2100,30,9+,1270,1,,control,-0.14373397827148438
A1HIFXTGJ9WLRQ:2:B004SCELN8,A1HIFXTGJ9WLRQ,tail,1,28793,"0,2100>28793",31,9+,20,2,0.004770994186401367,control,-2.6050682067871094
A1HIFXTGJ9WLRQ:2:B004SCELN8,A1HIFXTGJ9WLRQ,tail,2,13710,"0,2100,28793>13710",19,9+,1,0,,ineligible,-0.5199432373046875
A1HO0SKOCPX5OE:25:B004P95A0C,A1HO0SKOCPX5OE,tail,0,740,0>740,30,9+,1209,1,,control,4.181632995605469
A1HO0SKOCPX5OE:25:B004P95A0C,A1HO0SKOCPX5OE,tail,1,690,"0,740>690",53,9+,50,1,,control,0.5952720642089844
A1HO0SKOCPX5OE:25:B004P95A0C,A1HO0SKOCPX5OE,tail,2,16584,"0,740,690>16584",28,9+,2,0,,ineligible,5.4069108963012695
A1HO0SKOCPX5OE:25:B004P95A0C,A1HO0SKOCPX5OE,tail,3,22006,"0,740,690,16584>22006",2,2,1,0,,ineligible,-0.9920835494995117
A1HVRGC4PC700B:1:B004TBN4AE,A1HVRGC4PC700B,tail,0,2100,0>2100,30,9+,1270,1,,control,-0.07369613647460938
A1HVRGC4PC700B:1:B004TBN4AE,A1HVRGC4PC700B,tail,1,659,"0,2100>659",31,9+,52,1,,control,-1.0229988098144531
A1HVRGC4PC700B:1:B004TBN4AE,A1HVRGC4PC700B,tail,2,27331,"0,2100,659>27331",31,9+,1,0,,ineligible,-0.13483428955078125
A1HYARAPF3E1GF:4:B008A078Z2,A1HYARAPF3E1GF,tail,0,740,0>740,30,9+,1209,1,,control,0.8456077575683594
A1HYARAPF3E1GF:4:B008A078Z2,A1HYARAPF3E1GF,tail,1,6396,"0,740>6396",53,9+,18,1,,control,3.9408607482910156
A1HYARAPF3E1GF:4:B008A078Z2,A1HYARAPF3E1GF,tail,2,19938,"0,740,6396>19938",9,9+,3,1,,control,8.446660995483398
A1HYARAPF3E1GF:4:B008A078Z2,A1HYARAPF3E1GF,tail,3,20885,"0,740,6396,19938>20885",3,3-4,1,0,,ineligible,14.039692878723145
A1I7X9OCFFF5M9:5:B000283X3G,A1I7X9OCFFF5M9,tail,0,17582,0>17582,30,9+,408,1,,control,-2.4344749450683594
A1I7X9OCFFF5M9:5:B000283X3G,A1I7X9OCFFF5M9,tail,1,1228,"0,17582>1228",24,9+,90,1,,control,0.9499588012695312
A1I7X9OCFFF5M9:5:B000283X3G,A1I7X9OCFFF5M9,tail,2,2131,"0,17582,1228>2131",72,9+,1,0,,ineligible,-2.3346548080444336
A1IBKN1GXYJ3K4:22:B00CDGA69Y,A1IBKN1GXYJ3K4,head,0,3186,0>3186,30,9+,268,1,,control,-1.9343948364257812
A1IBKN1GXYJ3K4:22:B00CDGA69Y,A1IBKN1GXYJ3K4,head,1,8745,"0,3186>8745",21,9+,5,1,,control,1.28546142578125
A1IBKN1GXYJ3K4:22:B00CDGA69Y,A1IBKN1GXYJ3K4,head,2,7446,"0,3186,8745>7446",2,2,4,1,,control,11.664395332336426
A1IBKN1GXYJ3K4:22:B00CDGA69Y,A1IBKN1GXYJ3K4,head,3,5711,"0,3186,8745,7446>5711",4,3-4,1,0,,ineligible,11.199150085449219
A1IKU3OV2ZG87I:3:B008FSCGFQ,A1IKU3OV2ZG87I,tail,0,11604,0>11604,30,9+,220,1,,control,-4.54107666015625
A1IKU3OV2ZG87I:3:B008FSCGFQ,A1IKU3OV2ZG87I,tail,1,4439,"0,11604>4439",29,9+,11,2,0.018763422966003418,control,-0.47731781005859375
A1IKU3OV2ZG87I:3:B008FSCGFQ,A1IKU3OV2ZG87I,tail,2,4008,"0,11604,4439>4008",11,9+,1,0,,ineligible,-0.8379001617431641
A1IPYRC4O5ZTRH:2:B004NSUIK2,A1IPYRC4O5ZTRH,tail,0,16352,0>16352,30,9+,180,1,,control,5.486640930175781
A1IPYRC4O5ZTRH:2:B004NSUIK2,A1IPYRC4O5ZTRH,tail,1,6442,"0,16352>6442",25,9+,16,1,,control,-0.01831817626953125
A1IPYRC4O5ZTRH:2:B004NSUIK2,A1IPYRC4O5ZTRH,tail,2,22563,"0,16352,6442>22563",14,9+,2,0,,ineligible,-0.8763618469238281
A1IPYRC4O5ZTRH:2:B004NSUIK2,A1IPYRC4O5ZTRH,tail,4,4305,"0,16352,6442,22563,1436>4305",2,2,1,0,,ineligible,4.614480972290039
A1IWAEUWZBKIU5:2:B0009XBY30,A1IWAEUWZBKIU5,head,0,467,0>467,30,9+,1159,1,,control,2.037189483642578
A1IWAEUWZBKIU5:2:B0009XBY30,A1IWAEUWZBKIU5,head,1,895,"0,467>895",24,9+,195,1,,control,-0.8077316284179688
A1IWAEUWZBKIU5:2:B0009XBY30,A1IWAEUWZBKIU5,head,2,5348,"0,467,895>5348",74,9+,3,1,,control,-3.247323989868164
A1IWAEUWZBKIU5:2:B0009XBY30,A1IWAEUWZBKIU5,head,3,4752,"0,467,895,5348>4752",2,2,1,0,,ineligible,3.781039237976074
A1J6DWEEUC2H1D:5:B008ML1S9G,A1J6DWEEUC2H1D,tail,0,2100,0>2100,30,9+,1270,1,,control,4.552471160888672
A1J6DWEEUC2H1D:5:B008ML1S9G,A1J6DWEEUC2H1D,tail,1,11925,"0,2100>11925",31,9+,96,1,,control,2.1591873168945312
A1J6DWEEUC2H1D:5:B008ML1S9G,A1J6DWEEUC2H1D,tail,2,12496,"0,2100,11925>12496",53,9+,7,1,,control,-0.6051406860351562
A1J6DWEEUC2H1D:5:B008ML1S9G,A1J6DWEEUC2H1D,tail,3,1519,"0,2100,11925,12496>1519",7,5-8,1,0,,ineligible,-0.38454627990722656
A1J8KMRU2EO4J7:2:B004PBJOD4,A1J8KMRU2EO4J7,head,0,2341,0>2341,30,9+,490,1,,control,-0.45439910888671875
A1J8KMRU2EO4J7:2:B004PBJOD4,A1J8KMRU2EO4J7,head,1,542,"0,2341>542",23,9+,18,2,0.005389988422393799,control,0.5481338500976562
A1J8KMRU2EO4J7:2:B004PBJOD4,A1J8KMRU2EO4J7,head,2,6871,"0,2341,542>6871",18,9+,1,0,,ineligible,-2.3945083618164062
A1JALMV9KG6905:2:B003AZZSPE,A1JALMV9KG6905,tail,0,2100,0>2100,30,9+,1270,1,,control,-1.8476638793945312
A1JALMV9KG6905:2:B003AZZSPE,A1JALMV9KG6905,tail,1,14520,"0,2100>14520",31,9+,24,1,,control,-3.3209877014160156
A1JALMV9KG6905:2:B003AZZSPE,A1JALMV9KG6905,tail,2,19199,"0,2100,14520>19199",21,9+,1,0,,ineligible,-3.1138877868652344
A1JFETASTBHVJB:1:B005XVCR48,A1JFETASTBHVJB,head,0,1871,0>1871,30,9+,482,1,,control,-3.8132400512695312
A1JFETASTBHVJB:1:B005XVCR48,A1JFETASTBHVJB,head,1,8719,"0,1871>8719",29,9+,45,1,,control,-0.09085464477539062
A1JFETASTBHVJB:1:B005XVCR48,A1JFETASTBHVJB,head,2,10159,"0,1871,8719>10159",31,9+,3,2,0.01323235034942627,control,1.1923370361328125
A1JFETASTBHVJB:1:B005XVCR48,A1JFETASTBHVJB,head,3,6401,"0,1871,8719,10159>6401",3,3-4,1,0,,ineligible,4.832262992858887
A1JGGR7SKU1T8W:1:B001ARYDFA,A1JGGR7SKU1T8W,tail,0,387,0>387,30,9+,234,1,,control,-3.5725250244140625
A1JGGR7SKU1T8W:1:B001ARYDFA,A1JGGR7SKU1T8W,tail,1,3827,"0,387>3827",24,9+,29,5,0.00449119508266449,control,0.7874069213867188
A1JGGR7SKU1T8W:1:B001ARYDFA,A1JGGR7SKU1T8W,tail,2,26297,"0,387,3827>26297",28,9+,1,0,,ineligible,0.8758792877197266
A1JSVJ9RL16CTU:3:B005VPRD3Q,A1JSVJ9RL16CTU,tail,0,740,0>740,30,9+,1209,1,,control,0.2864112854003906
A1JSVJ9RL16CTU:3:B005VPRD3Q,A1JSVJ9RL16CTU,tail,1,7379,"0,740>7379",53,9+,40,1,,control,0.4013824462890625
A1JSVJ9RL16CTU:3:B005VPRD3Q,A1JSVJ9RL16CTU,tail,2,17766,"0,740,7379>17766",27,9+,1,0,,ineligible,-1.651956558227539
A1JXX17HZR7754:1:B00005UFC1,A1JXX17HZR7754,head,0,740,0>740,30,9+,1209,1,,control,-0.10501861572265625
A1JXX17HZR7754:1:B00005UFC1,A1JXX17HZR7754,head,1,8803,"0,740>8803",53,9+,30,1,,control,-2.0200843811035156
A1JXX17HZR7754:1:B00005UFC1,A1JXX17HZR7754,head,2,10866,"0,740,8803>10866",25,9+,1,0,,ineligible,0.7349681854248047
A1K88BHP4PIDSL:3:B002B555RU,A1K88BHP4PIDSL,head,0,1871,0>1871,30,9+,482,1,,control,-2.3606338500976562
A1K88BHP4PIDSL:3:B002B555RU,A1K88BHP4PIDSL,head,1,11607,"0,1871>11607",29,9+,31,3,0.004216253757476807,control,-0.7166175842285156
A1K88BHP4PIDSL:3:B002B555RU,A1K88BHP4PIDSL,head,2,3180,"0,1871,11607>3180",30,9+,2,0,,ineligible,0.27792835235595703
A1K88BHP4PIDSL:3:B002B555RU,A1K88BHP4PIDSL,head,4,13245,"0,1871,11607,3180,2783>13245",2,2,1,0,,ineligible,1.9922194480895996
A1KAERT0MPBZOO:1:B000A88KOA,A1KAERT0MPBZOO,head,0,1871,0>1871,30,9+,482,1,,control,1.5383071899414062
A1KAERT0MPBZOO:1:B000A88KOA,A1KAERT0MPBZOO,head,1,8719,"0,1871>8719",29,9+,45,1,,control,0.22387313842773438
A1KAERT0MPBZOO:1:B000A88KOA,A1KAERT0MPBZOO,head,2,9559,"0,1871,8719>9559",31,9+,2,0,,ineligible,-1.2690811157226562
A1KAERT0MPBZOO:1:B000A88KOA,A1KAERT0MPBZOO,head,5,632,"0,1871,8719,9559,2816,14622>632",2,2,1,0,,ineligible,2.7672901153564453
A1KB6PCFL2REFT:2:B003O85K2S,A1KB6PCFL2REFT,head,0,2100,0>2100,30,9+,1270,1,,control,-0.7800331115722656
A1KB6PCFL2REFT:2:B003O85K2S,A1KB6PCFL2REFT,head,1,6770,"0,2100>6770",31,9+,38,1,,control,-0.9980926513671875
A1KB6PCFL2REFT:2:B003O85K2S,A1KB6PCFL2REFT,head,2,12543,"0,2100,6770>12543",26,9+,5,1,,control,0.48644256591796875
A1KB6PCFL2REFT:2:B003O85K2S,A1KB6PCFL2REFT,head,3,8435,"0,2100,6770,12543>8435",4,3-4,2,0,,ineligible,5.38017463684082
A1KB6PCFL2REFT:2:B003O85K2S,A1KB6PCFL2REFT,head,4,8069,"0,2100,6770,12543,8435>8069",2,2,1,0,,ineligible,2.397430896759033
A1KDU8GVKJAJV8:1:B002QNM8NQ,A1KDU8GVKJAJV8,head,0,14527,0>14527,30,9+,388,1,,control,-2.2528305053710938
A1KDU8GVKJAJV8:1:B002QNM8NQ,A1KDU8GVKJAJV8,head,1,3822,"0,14527>3822",19,9+,55,1,,control,3.602581024169922
A1KDU8GVKJAJV8:1:B002QNM8NQ,A1KDU8GVKJAJV8,head,2,19479,"0,14527,3822>19479",49,9+,1,0,,ineligible,-1.4555397033691406
A1KG1CKOTATA8K:2:B0043KJW5M,A1KG1CKOTATA8K,head,0,467,0>467,30,9+,1159,1,,control,4.9442596435546875
A1KG1CKOTATA8K:2:B0043KJW5M,A1KG1CKOTATA8K,head,1,1476,"0,467>1476",24,9+,556,1,,control,2.814107894897461
A1KG1CKOTATA8K:2:B0043KJW5M,A1KG1CKOTATA8K,head,2,3337,"0,467,1476>3337",186,9+,4,1,,control,-1.3512191772460938
A1KG1CKOTATA8K:2:B0043KJW5M,A1KG1CKOTATA8K,head,3,11153,"0,467,1476,3337>11153",4,3-4,1,0,,ineligible,4.0646820068359375
A1KGWUYXUBEMB2:28:B00F6N0MGI,A1KGWUYXUBEMB2,head,0,2244,0>2244,30,9+,345,1,,control,-2.009075164794922
A1KGWUYXUBEMB2:28:B00F6N0MGI,A1KGWUYXUBEMB2,head,1,3034,"0,2244>3034",29,9+,28,4,0.004402975241343181,control,4.853126525878906
A1KGWUYXUBEMB2:28:B00F6N0MGI,A1KGWUYXUBEMB2,head,2,6977,"0,2244,3034>6977",22,9+,1,0,,ineligible,10.112564086914062
A1KI3173CO6TK2:12:B0002HWFBS,A1KI3173CO6TK2,head,0,9062,0>9062,30,9+,203,1,,control,1.2227783203125
A1KI3173CO6TK2:12:B0002HWFBS,A1KI3173CO6TK2,head,1,25226,"0,9062>25226",26,9+,47,1,,control,1.188058853149414
A1KI3173CO6TK2:12:B0002HWFBS,A1KI3173CO6TK2,head,2,25903,"0,9062,25226>25903",30,9+,1,0,,ineligible,0.6494579315185547
A1KRHPVG6LHVV3:3:B002ZAZK30,A1KRHPVG6LHVV3,tail,0,14295,0>14295,30,9+,759,1,,control,-3.599334716796875
A1KRHPVG6LHVV3:3:B002ZAZK30,A1KRHPVG6LHVV3,tail,1,1840,"0,14295>1840",44,9+,40,2,0.004830837249755859,control,0.2729606628417969
A1KRHPVG6LHVV3:3:B002ZAZK30,A1KRHPVG6LHVV3,tail,2,10224,"0,14295,1840>10224",37,9+,1,0,,ineligible,-0.9938907623291016
A1KTUN83EOUTGU:4:B0085UA9VC,A1KTUN83EOUTGU,head,0,17582,0>17582,30,9+,408,1,,control,0.0026702880859375
A1KTUN83EOUTGU:4:B0085UA9VC,A1KTUN83EOUTGU,head,1,1228,"0,17582>1228",24,9+,90,1,,control,0.48355865478515625
A1KTUN83EOUTGU:4:B0085UA9VC,A1KTUN83EOUTGU,head,2,16164,"0,17582,1228>16164",72,9+,1,0,,ineligible,-2.3244218826293945
A1KU2VHK8BECRW:3:B0042TBGC6,A1KU2VHK8BECRW,head,0,14295,0>14295,30,9+,759,1,,control,-2.3782424926757812
A1KU2VHK8BECRW:3:B0042TBGC6,A1KU2VHK8BECRW,head,1,10211,"0,14295>10211",44,9+,75,2,0.009794771671295166,control,2.1419029235839844
A1KU2VHK8BECRW:3:B0042TBGC6,A1KU2VHK8BECRW,head,2,19255,"0,14295,10211>19255",54,9+,1,0,,ineligible,-0.39229297637939453
A1KUOIHEOZ7C0C:2:B000BR9DPK,A1KUOIHEOZ7C0C,tail,0,21677,0>21677,30,9+,202,1,,control,-0.6556472778320312
A1KUOIHEOZ7C0C:2:B000BR9DPK,A1KUOIHEOZ7C0C,tail,1,24857,"0,21677>24857",25,9+,29,1,,control,2.5390148162841797
A1KUOIHEOZ7C0C:2:B000BR9DPK,A1KUOIHEOZ7C0C,tail,2,27521,"0,21677,24857>27521",14,9+,1,0,,ineligible,2.143986701965332
A1L3QNX7R1RZ3G:2:B00000JPES,A1L3QNX7R1RZ3G,tail,0,2100,0>2100,30,9+,1270,1,,control,0.08206558227539062
A1L3QNX7R1RZ3G:2:B00000JPES,A1L3QNX7R1RZ3G,tail,1,2056,"0,2100>2056",31,9+,66,2,0.0024385452270507812,control,-0.6763648986816406
A1L3QNX7R1RZ3G:2:B00000JPES,A1L3QNX7R1RZ3G,tail,2,8060,"0,2100,2056>8060",25,9+,1,0,,ineligible,-5.821575164794922
A1L6PD52EJ98IK:9:B002PUD6RC,A1L6PD52EJ98IK,tail,0,3127,0>3127,30,9+,700,1,,control,0.7693214416503906
A1L6PD52EJ98IK:9:B002PUD6RC,A1L6PD52EJ98IK,tail,1,22215,"0,3127>22215",21,9+,53,1,,control,2.4324779510498047
A1L6PD52EJ98IK:9:B002PUD6RC,A1L6PD52EJ98IK,tail,2,4880,"0,3127,22215>4880",26,9+,1,0,,ineligible,-3.040518283843994
A1LCN7LLVB47KN:1:B00186FCX0,A1LCN7LLVB47KN,tail,0,25636,0>25636,30,9+,259,1,,control,-0.8915977478027344
A1LCN7LLVB47KN:1:B00186FCX0,A1LCN7LLVB47KN,tail,1,2480,"0,25636>2480",27,9+,11,1,,control,-0.9381942749023438
A1LCN7LLVB47KN:1:B00186FCX0,A1LCN7LLVB47KN,tail,2,15150,"0,25636,2480>15150",10,9+,2,0,,ineligible,1.707052230834961
A1LCN7LLVB47KN:1:B00186FCX0,A1LCN7LLVB47KN,tail,4,17864,"0,25636,2480,15150,6133>17864",2,2,1,0,,ineligible,4.609355926513672
A1LCO3C4LIJANB:2:B004OFHQVI,A1LCO3C4LIJANB,tail,0,2341,0>2341,30,9+,490,1,,control,-1.5326080322265625
A1LCO3C4LIJANB:2:B004OFHQVI,A1LCO3C4LIJANB,tail,1,159,"0,2341>159",23,9+,39,1,,control,-2.0991439819335938
A1LCO3C4LIJANB:2:B004OFHQVI,A1LCO3C4LIJANB,tail,2,22382,"0,2341,159>22382",32,9+,4,1,,control,-0.6815052032470703
A1LCO3C4LIJANB:2:B004OFHQVI,A1LCO3C4LIJANB,tail,3,4885,"0,2341,159,22382>4885",3,3-4,1,0,,ineligible,2.3026065826416016
A1LG1DKUZXGJ6J:17:B005KITK6C,A1LG1DKUZXGJ6J,tail,0,1191,0>1191,30,9+,33,1,,control,3.2906837463378906
A1LG1DKUZXGJ6J:17:B005KITK6C,A1LG1DKUZXGJ6J,tail,1,4005,"0,1191>4005",28,9+,1,0,,ineligible,0.5931987762451172
A1LG3XJBNCGKL0:2:B00ATA2TB4,A1LG3XJBNCGKL0,tail,0,19903,0>19903,30,9+,192,1,,control,-2.1294517517089844
A1LG3XJBNCGKL0:2:B00ATA2TB4,A1LG3XJBNCGKL0,tail,1,853,"0,19903>853",23,9+,17,1,,control,1.5011329650878906
A1LG3XJBNCGKL0:2:B00ATA2TB4,A1LG3XJBNCGKL0,tail,2,4024,"0,19903,853>4024",16,9+,2,0,,ineligible,-1.5383796691894531
A1LG3XJBNCGKL0:2:B00ATA2TB4,A1LG3XJBNCGKL0,tail,5,536,"0,19903,853,4024,25138,11338>536",2,2,1,0,,ineligible,-1.8692140579223633
A1LHKMBNYSZYH:2:B00ARQW1DQ,A1LHKMBNYSZYH,head,0,2412,0>2412,30,9+,354,1,,control,-3.746196746826172
A1LHKMBNYSZYH:2:B00ARQW1DQ,A1LHKMBNYSZYH,head,1,7429,"0,2412>7429",20,9+,19,1,,control,0.712890625
A1LHKMBNYSZYH:2:B00ARQW1DQ,A1LHKMBNYSZYH,head,2,23704,"0,2412,7429>23704",19,9+,1,0,,ineligible,1.535104751586914
A1LIIUZSNYF56D:1:B002AK5EUY,A1LIIUZSNYF56D,head,0,3127,0>3127,30,9+,700,1,,control,-1.9318618774414062
A1LIIUZSNYF56D:1:B002AK5EUY,A1LIIUZSNYF56D,head,1,26141,"0,3127>26141",21,9+,25,2,0.006571650505065918,control,-0.6811046600341797
A1LIIUZSNYF56D:1:B002AK5EUY,A1LIIUZSNYF56D,head,2,1211,"0,3127,26141>1211",14,9+,2,0,,ineligible,0.042957305908203125
A1LIIUZSNYF56D:1:B002AK5EUY,A1LIIUZSNYF56D,head,5,632,"0,3127,26141,1211,9611,4911>632",2,2,1,0,,ineligible,2.057126998901367
A1M5ZT35YX6TIN:5:B006BLH4XI,A1M5ZT35YX6TIN,head,0,3203,0>3203,30,9+,353,1,,control,-0.13664627075195312
